EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,HeaveAttempts,Corner3Assists,ThreePtShootingFoulsDrawn,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Technical Free Throw Trips,3SecondViolations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Blocked3s,BlockedCorner3,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,on,Corner3PctBlocked
101128,1610612758,Francisco Garcia,Francisco Garcia,101128,SAC,37471.0,625,-20,1278,1277,460,421,122,2555,25.0,47,3.0,10.0,6.0,14.0,8.0,18.0,14.0,39.0,8.0,17.0,1.0,2.0,6.0,17.0,55.0,1.0,2.0,4.0,15.0,47.0,104,25.0,72.0,30.0,199.0,1382,3.0,11.0,2.0,4.0,12.0,13.0,34.0,4.0,21.0,21.0,59.0,44.0,50.0,69.0,6.0,6.0,55.0,17.0,8.0,25.0,10.0,35.0,10.0,10.0,3.0,12.0,80.0,5.0,15.0,2.0,16.0,47,7.0,70,22.0,92,3.0,20.0,11.0,9.0,17.0,4.0,8.0,17,9.0,5.0,34,2.0,14.0,46,96,7.0,4.0,41.0,2.0,6.0,34.0,4.0,9.0,10.0,13.0,7.0,1.0,5.0,13.0,7.0,1.0,59.0,460,20.0,10.0,0.46808510638297873,0.5,0.92,0.3472222222222222,0.5,0.19047619047619047,0.3472222222222222,0.4519230769230769,0.2727272727272727,0.38235294117647056,0.48011363636363635,0.4,0.34545454545454546,0.5209424083769634,0.4,0.44696969696969696,0.4090909090909091,0.07692307692307693,0.14893617021276595,0.05555555555555555,15.679442508710801,0.5,0.12727272727272726,0.05128205128205128,0.11691542288557213,0.0375,0.10596026490066225,0.030303030303030304,0.11392405063291139,0.035398230088495575,0.028985507246376812,0.0380952380952381,0.044585987261146494,0.03787878787878788,0.11627906976744186,0.0891089108910891,0.13372093023255813,0.08653846153846154,0.14893617021276595,0.031914893617021274,0.5384615384615384,0.26704545454545453,0.5319148936170213,0.625,0.44,0.10227272727272728,0.4444444444444444,0.47058823529411764,0.375,0.2215909090909091,0.358974358974359,0.358974358974359,0.5714285714285714,0.09659090909090909,0.47058823529411764,0.47058823529411764,1.0,0.3125,0.3090909090909091,0.3090909090909091,0.8823529411764706,0.6666666666666666,0.3,0.13333333333333333,0.5,1.0,0.13333333333333333,0.5,1.0,0.2545454545454545,0.42857142857142855,0.10909090909090909,0.2727272727272727,0.26666666666666666,0.6761363636363636,0.3090909090909091,0.5106943181818182,0.5427545454545455,0.48555363636363635,0.049723756906077346,0.08256880733944955,0.06030150753768844,0.2964824120603015,8.802884615384613,24.727777777777778,0.3599374021909233,,,,,,,,,,,,,,,,,,,,,,,,,True,
101179,1610612758,Ronnie Price,Ronnie Price,101179,SAC,12990.0,216,-49,432,444,155,136,52,876,11.0,20,2.0,2.0,5.0,11.0,1.0,3.0,3.0,12.0,1.0,3.0,,,2.0,8.0,24.0,,2.0,4.0,11.0,15.0,35,9.0,27.0,13.0,70.0,485,2.0,3.0,,2.0,4.0,6.0,16.0,5.0,13.0,5.0,32.0,14.0,16.0,21.0,6.0,2.0,23.0,8.0,3.0,13.0,3.0,16.0,1.0,7.0,,6.0,35.0,2.0,5.0,,6.0,10,,16,7.0,23,2.0,13.0,7.0,6.0,5.0,2.0,4.0,3,1.0,,8,,1.0,9,31,4.0,1.0,19.0,,4.0,19.0,2.0,8.0,1.0,2.0,1.0,1.0,,2.0,2.0,,32.0,155,6.0,1.0,0.4666666666666667,0.5,0.7777777777777778,0.3333333333333333,,0.38461538461538464,0.34615384615384615,0.42857142857142855,0.6666666666666666,0.375,0.4596774193548387,0.4,0.46551724137931033,0.5,0.4,0.5161290322580645,0.43548387096774194,0.08571428571428572,0.15,,15.789473684210526,0.625,,,0.08695652173913043,0.03571428571428571,0.125,0.04,0.09815950920245399,0.03684210526315789,0.04081632653061224,,0.05357142857142857,0.023255813953488372,0.030303030303030304,0.075,0.14285714285714285,0.14285714285714285,0.07692307692307693,0.06060606060606061,1.0,0.3225806451612903,0.55,0.6470588235294118,0.45454545454545453,0.04838709677419355,0.3333333333333333,0.3333333333333333,1.0,0.1935483870967742,0.25,0.25,0.3333333333333333,0.04838709677419355,0.3333333333333333,0.3333333333333333,1.0,0.3870967741935484,0.3333333333333333,0.3333333333333333,0.75,0.4,1.0,,,,0.4,,,0.3793103448275862,0.45454545454545453,0.06896551724137931,0.3793103448275862,0.36363636363636365,0.7580645161290323,0.34782608695652173,0.5196827868852459,0.5059875,0.5061232142857143,0.13043478260869565,0.1951219512195122,0.05714285714285714,0.45714285714285713,7.23142857142857,25.77407407407407,0.3587962962962963,1.0,1.0,2.0,1.0,0.14285714285714285,0.5,0.5,0.03571428571428571,,,,,,,,,,,,,,,,,True,
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,132450.0,2208,-98,4467,4443,1378,1171,436,8910,47.0,97,3.0,7.0,16.0,32.0,24.0,57.0,166.0,374.0,20.0,51.0,4.0,7.0,15.0,118.0,334.0,15.0,39.0,32.0,105.0,237.0,528,138.0,385.0,218.0,1106.0,4864,19.0,48.0,19.0,46.0,106.0,65.0,134.0,37.0,120.0,118.0,359.0,204.0,270.0,372.0,42.0,4.0,332.0,118.0,20.0,229.0,78.0,307.0,53.0,118.0,29.0,82.0,692.0,11.0,22.0,1.0,48.0,119,6.0,173,34.0,207,11.0,77.0,50.0,27.0,102.0,15.0,65.0,52,37.0,4.0,154,7.0,46.0,57,104,,10.0,224.0,7.0,25.0,270.0,15.0,74.0,50.0,5.0,2.0,1.0,2.0,5.0,3.0,,359.0,1378,13.0,49.0,0.43037974683544306,0.4340425531914894,0.8985507246376812,0.35844155844155845,0.41304347826086957,0.30833333333333335,0.360313315926893,0.44886363636363635,0.3958333333333333,0.48507462686567165,0.48630887185104055,0.5053191489361702,0.4744094488188976,0.529296875,0.525,0.554858934169279,0.42168674698795183,0.03787878787878788,0.12371134020618557,0.08771929824561403,23.65829145728643,0.6623376623376623,0.043478260869565216,0.007407407407407408,0.08536585365853659,0.01522491349480969,0.09937888198757763,0.01926444833625219,0.08897176345231753,0.01636904761904762,0.013761467889908258,0.01483679525222552,0.01636904761904762,0.015486725663716814,0.05013192612137203,0.09389671361502347,0.10186757215619695,0.10778443113772455,0.08053691275167785,0.021696252465483234,0.6,0.10624315443592552,0.4845360824742268,0.5529411764705883,0.3191489361702128,0.0624315443592552,0.42105263157894735,0.46153846153846156,0.16666666666666666,0.40963855421686746,0.44385026737967914,0.4474393530997305,0.5,0.05585980284775466,0.39215686274509803,0.39215686274509803,1.0,0.3658269441401972,0.3532934131736527,0.35435435435435436,0.8813559322033898,0.07446808510638298,0.42857142857142855,0.07446808510638298,0.5714285714285714,1.0,0.4148936170212766,0.38461538461538464,0.8,0.12598425196850394,0.5,0.05905511811023622,0.41338582677165353,0.3047619047619048,0.5279299014238773,0.35542168674698793,0.49162886937431405,0.48158472222222215,0.4855521739130435,0.07802874743326489,0.1260647359454855,0.09584086799276673,0.32459312839059673,14.553598484848488,25.176623376623375,0.3084844414595926,5.0,2.0,25.0,2.0,0.03361344537815126,0.6666666666666666,0.3333333333333333,0.00516795865633075,11.0,1.0,6.0,2.0,32.0,1.0,0.0025974025974025974,0.008021390374331552,0.0029940119760479044,,,,,,,,True,
1897,1610612758,Metta World Peace,Metta World Peace,1897,SAC,114129.0,1902,-24,3779,3768,1176,879,376,7547,159.0,272,26.0,45.0,38.0,75.0,23.0,80.0,87.0,209.0,9.0,37.0,1.0,2.0,10.0,59.0,147.0,2.0,6.0,21.0,54.0,269.0,561,68.0,184.0,217.0,959.0,4127,32.0,60.0,3.0,8.0,86.0,68.0,160.0,23.0,64.0,85.0,290.0,190.0,348.0,144.0,60.0,36.0,147.0,59.0,54.0,113.0,58.0,171.0,47.0,43.0,12.0,58.0,400.0,18.0,54.0,,49.0,174,26.0,249,72.0,321,8.0,108.0,66.0,42.0,42.0,7.0,22.0,68,20.0,17.0,110,6.0,33.0,55,160,9.0,31.0,235.0,9.0,10.0,300.0,28.0,135.0,29.0,32.0,17.0,4.0,11.0,34.0,19.0,3.0,290.0,1176,20.0,28.0,0.35315985130111527,0.3784860557768924,0.7058823529411765,0.3695652173913043,0.375,0.359375,0.3695652173913043,0.47950089126559714,0.5333333333333333,0.425,0.49798657718120803,0.5367647058823529,0.4575892857142857,0.5442678774120318,0.5584415584415584,0.5197132616487455,0.24697986577181208,0.0962566844919786,0.15441176470588236,0.125,23.47784885098318,0.38181818181818183,0.2765957446808511,,0.14585079631181894,0.044850498338870434,0.1225,0.03643724696356275,0.13998744507219082,0.04240282685512368,0.07651715039577836,0.045283018867924525,0.023214285714285715,0.04060913705583756,0.16516516516516516,0.13424657534246576,0.1414141414141414,0.1166077738515901,0.13675213675213677,0.023054755043227664,0.5588235294117647,0.3651006711409396,0.5845588235294118,0.691304347826087,0.4088050314465409,0.10738255033557047,0.2875,0.32857142857142857,0.2608695652173913,0.28053691275167786,0.41626794258373206,0.42028985507246375,0.27586206896551724,0.049664429530201344,0.24324324324324326,0.24324324324324326,0.7777777777777778,0.19731543624161074,0.4013605442176871,0.4013605442176871,0.6949152542372882,0.6617647058823529,0.5777777777777777,0.029411764705882353,0.5,1.0,0.08823529411764706,0.3333333333333333,1.0,0.33482142857142855,0.5066666666666667,0.044642857142857144,0.24107142857142858,0.3888888888888889,0.6120805369127517,0.4013605442176871,0.5024800671140941,0.5221216981132075,0.4819330357142858,0.15845070422535212,0.20209580838323354,0.08967674661105318,0.3023983315954119,8.463458110516937,24.75978260869566,0.31119343741730615,2.0,,11.0,,0.02,0.23076923076923078,0.2,,13.0,,2.0,2.0,,4.0,,0.009569377990430622,,2.0,2.0,,,,,,True,
2755,1610612758,Kevin Martin,Kevin Martin,2755,SAC,169102.0,2818,-165,5632,5621,1727,1467,564,11253,181.0,280,19.0,35.0,70.0,96.0,79.0,165.0,118.0,289.0,37.0,87.0,5.0,9.0,30.0,90.0,246.0,5.0,16.0,18.0,64.0,378.0,734,127.0,333.0,481.0,1618.0,6163,43.0,75.0,10.0,25.0,149.0,128.0,221.0,31.0,94.0,209.0,558.0,374.0,382.0,336.0,45.0,36.0,245.0,90.0,51.0,113.0,60.0,173.0,50.0,52.0,15.0,46.0,406.0,22.0,45.0,2.0,77.0,184,12.0,273,69.0,342,14.0,98.0,85.0,13.0,60.0,8.0,37.0,75,23.0,27.0,135,7.0,42.0,71,181,12.0,16.0,402.0,14.0,32.0,570.0,40.0,217.0,66.0,11.0,9.0,1.0,1.0,11.0,6.0,3.0,558.0,1727,28.0,58.0,0.4947089947089947,0.5194444444444445,0.8818897637795275,0.3813813813813814,0.4,0.32978723404255317,0.3825301204819277,0.5149863760217984,0.5733333333333334,0.579185520361991,0.5328022492970946,0.58,0.553968253968254,0.6071428571428571,0.6282051282051282,0.647887323943662,0.31208997188378634,0.06948228882833787,0.11071428571428571,0.09090909090909091,23.02683817690964,0.4444444444444444,0.06779661016949153,0.011049723756906077,0.10354530106921778,0.02471169686985173,0.12520325203252033,0.03183791606367583,0.10911371237458194,0.026671974522292995,0.027777777777777776,0.018223234624145785,0.026054590570719603,0.03272727272727273,0.05776892430278884,0.09714285714285714,0.13866666666666666,0.1368909512761021,0.09782608695652174,0.027944111776447105,0.5454545454545454,0.2624179943767573,0.6464285714285715,0.7269076305220884,0.585635359116022,0.15463917525773196,0.47878787878787876,0.5266666666666666,0.16455696202531644,0.27085285848172447,0.4083044982698962,0.4154929577464789,0.576271186440678,0.08153701968134958,0.42528735632183906,0.42528735632183906,0.9459459459459459,0.23055295220243674,0.36585365853658536,0.3673469387755102,0.8555555555555555,0.35,0.5428571428571428,0.09,0.5555555555555556,1.0,0.16,0.3125,1.0,0.3047619047619048,0.7291666666666666,0.09523809523809523,0.20317460317460317,0.28125,0.5745079662605436,0.3673469387755102,0.5131832394366195,0.5163464788732395,0.5111376996805111,0.1792,0.23819978046103182,0.09208899876390605,0.34487021013597036,9.392643051771117,24.785585585585594,0.306640625,13.0,1.0,10.0,7.0,0.028368794326241134,0.42105263157894735,0.43333333333333335,0.02064896755162242,33.0,1.0,8.0,3.0,25.0,,0.003003003003003003,0.01730103806228374,0.0040650406504065045,,,2.0,1.0,,,,True,
1903,1610612758,Kenny Thomas,Kenny Thomas,1903,SAC,68252.0,1138,-108,2239,2253,516,358,249,4492,75.0,144,19.0,38.0,16.0,32.0,39.0,105.0,,1.0,,,,,,,1.0,,,,1.0,114.0,250,,1.0,30.0,258.0,2482,25.0,56.0,,,54.0,20.0,45.0,,1.0,9.0,49.0,160.0,68.0,,,38.0,1.0,,30.0,43.0,20.0,63.0,17.0,19.0,2.0,22.0,146.0,31.0,67.0,2.0,44.0,121,21.0,186,100.0,286,10.0,33.0,26.0,7.0,25.0,11.0,15.0,47,10.0,9.0,72,12.0,11.0,61,120,7.0,12.0,58.0,8.0,10.0,58.0,4.0,30.0,1.0,12.0,7.0,1.0,4.0,13.0,6.0,1.0,49.0,516,12.0,1.0,0.7017543859649122,0.8421052631578947,,,,,,0.456,0.44642857142857145,0.4444444444444444,0.4541832669322709,0.44642857142857145,0.43478260869565216,0.46402877697841727,0.45,0.4537037037037037,0.00398406374501992,0.12,0.18055555555555555,0.0380952380952381,13.812154696132596,0.3472222222222222,0.3684210526315789,0.030303030303030304,0.1704225352112676,0.08600770218228498,0.20465116279069767,0.1169811320754717,0.1783783783783784,0.09386973180076628,0.125,0.07211538461538461,0.069164265129683,0.12135922330097088,0.1,0.21794871794871795,0.17832167832167833,0.2214765100671141,0.16666666666666666,0.09523809523809523,0.46153846153846156,0.5737051792828686,0.5208333333333334,0.635593220338983,0.7333333333333333,0.41832669322709165,0.37142857142857144,0.38613861386138615,0.6410256410256411,0.00398406374501992,,,,,,,,0.00398406374501992,,,,0.6785714285714286,0.5,,,,,,,0.6956521739130435,0.5,,0.021739130434782608,,0.5776892430278885,,0.49258346613545817,0.5143565217391305,0.5056489130434781,0.10830324909747292,0.10869565217391304,0.20930232558139536,0.18992248062015504,3.3192000000000004,28.3,0.23046002679767755,,,3.0,,0.1016949152542373,0.21052631578947367,,,4.0,,2.0,,,8.0,,,,1.0,,,,1.0,1.0,1.0,True,
200763,1610612758,Quincy Douby,Quincy Douby,200763,SAC,5861.0,98,-23,205,197,94,84,22,402,1.0,4,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,,,2.0,2.0,12.0,,,,4.0,5.0,9,3.0,15.0,3.0,22.0,214,1.0,1.0,,,2.0,1.0,3.0,,6.0,1.0,3.0,4.0,6.0,9.0,,2.0,12.0,2.0,1.0,1.0,,1.0,,1.0,,,2.0,1.0,,,3.0,3,,6,1.0,7,,4.0,4.0,,5.0,1.0,3.0,3,2.0,,8,,2.0,3,5,1.0,,6.0,1.0,2.0,4.0,,2.0,,1.0,,,1.0,3.0,1.0,,3.0,94,1.0,,0.4,0.5,1.0,0.2,,,0.2,0.5555555555555556,1.0,0.3333333333333333,0.3958333333333333,1.0,0.1111111111111111,0.4230769230769231,1.0,0.15,0.625,0.1111111111111111,0.25,,14.718614718614718,0.625,,,0.04411764705882353,,0.08571428571428572,0.030303030303030304,0.05825242718446602,0.012048192771084338,,,,0.034482758620689655,0.07692307692307693,,0.045454545454545456,0.09090909090909091,0.07692307692307693,,0.3333333333333333,0.16666666666666666,0.25,0.3333333333333333,,0.08333333333333333,1.0,1.0,,0.125,0.6666666666666666,0.6666666666666666,1.0,0.125,0.3333333333333333,0.3333333333333333,1.0,0.5,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,,,,,,,0.2222222222222222,0.5,0.2222222222222222,0.4444444444444444,,0.7916666666666666,0.16666666666666666,0.4804729166666666,,0.44983888888888895,0.07692307692307693,0.18181818181818182,0.09090909090909091,0.13636363636363635,8.61111111111111,25.05333333333333,0.4585365853658537,,,,,,,,,,,1.0,,,,,,,2.0,2.0,,,,,,True,
2422,1610612758,John Salmons,John Salmons,2422,SAC,73112.0,1219,-172,2455,2451,833,788,246,4906,64.0,105,4.0,8.0,20.0,32.0,24.0,55.0,22.0,72.0,9.0,24.0,2.0,3.0,7.0,14.0,38.0,1.0,5.0,7.0,17.0,110.0,232,23.0,62.0,99.0,388.0,2757,9.0,17.0,3.0,8.0,36.0,33.0,70.0,10.0,24.0,52.0,148.0,66.0,154.0,63.0,6.0,8.0,37.0,14.0,20.0,111.0,42.0,153.0,27.0,50.0,21.0,40.0,348.0,10.0,17.0,4.0,35.0,80,8.0,123,31.0,154,2.0,42.0,22.0,20.0,41.0,7.0,25.0,35,16.0,12.0,76,4.0,28.0,58,113,6.0,7.0,88.0,2.0,1.0,123.0,9.0,51.0,15.0,17.0,8.0,6.0,3.0,18.0,11.0,,148.0,833,21.0,15.0,0.3,0.3113207547169811,0.9130434782608695,0.3709677419354839,0.375,0.4166666666666667,0.3770491803278688,0.47413793103448276,0.5294117647058824,0.4714285714285714,0.4914965986394558,0.54,0.5106382978723404,0.5527065527065527,0.6,0.6016260162601627,0.2108843537414966,0.08620689655172414,0.1523809523809524,0.05454545454545454,15.566897557418885,0.5394736842105263,0.10256410256410256,0.043478260869565216,0.10498687664041995,0.022135416666666668,0.1263537906137184,0.03484320557491289,0.11068334937439846,0.025592417061611375,0.024193548387096774,0.019138755980861243,0.022508038585209004,0.03982300884955752,0.12727272727272726,0.07547169811320754,0.10909090909090909,0.11052631578947368,0.16091954022988506,0.015151515151515152,0.6111111111111112,0.35714285714285715,0.6095238095238096,0.7191011235955056,0.40625,0.1870748299319728,0.43636363636363634,0.46153846153846156,0.125,0.24489795918367346,0.3055555555555556,0.30985915492957744,0.18181818181818182,0.08163265306122448,0.375,0.375,1.0,0.1292517006802721,0.3684210526315789,0.3684210526315789,0.8571428571428571,0.32,0.5,0.12,0.6666666666666666,1.0,0.2,0.2,1.0,0.3404255319148936,0.625,0.07446808510638298,0.18085106382978725,0.4117647058823529,0.5680272108843537,0.3783783783783784,0.490403595890411,0.486595,0.4730559782608695,0.15178571428571427,0.18613138686131386,0.09278350515463918,0.38144329896907214,7.7176724137931,25.02096774193548,0.33930753564154786,3.0,1.0,15.0,,0.01639344262295082,,0.42857142857142855,,9.0,,4.0,1.0,,,,0.013888888888888888,,1.0,,,,1.0,,,True,
722,1610612758,Corliss Williamson,Corliss Williamson,722,SAC,43411.0,724,-40,1408,1422,554,530,138,2830,72.0,120,13.0,25.0,35.0,51.0,38.0,85.0,17.0,39.0,,,,,,,2.0,,,,2.0,127.0,244,,2.0,71.0,325.0,1536,16.0,33.0,,,39.0,53.0,93.0,,2.0,31.0,137.0,164.0,90.0,,,18.0,2.0,,20.0,13.0,6.0,19.0,4.0,7.0,1.0,5.0,44.0,7.0,29.0,2.0,18.0,48,15.0,81,38.0,119,3.0,13.0,7.0,6.0,24.0,5.0,9.0,31,15.0,9.0,55,7.0,16.0,63,114,15.0,7.0,94.0,9.0,5.0,98.0,13.0,48.0,7.0,6.0,5.0,,1.0,6.0,4.0,4.0,137.0,554,18.0,7.0,0.6456692913385826,0.6949152542372882,,,,,,0.5204918032786885,0.48484848484848486,0.5698924731182796,0.516260162601626,0.48484848484848486,0.5578947368421052,0.5625,0.5131578947368421,0.6008771929824561,0.008130081300813009,0.08196721311475409,0.14166666666666666,0.03529411764705882,21.88895979578813,0.43636363636363634,0.23809523809523808,0.044444444444444446,0.10344827586206896,0.06502242152466367,0.10465116279069768,0.04697986577181208,0.10377358490566038,0.06050420168067227,0.08609271523178808,0.10084033613445378,0.022727272727272728,0.05042016806722689,0.07086614173228346,0.11450381679389313,0.11650485436893204,0.1111111111111111,0.08695652173913043,0.03125,0.6666666666666666,0.4878048780487805,0.6,0.6990291262135923,0.6805555555555556,0.34552845528455284,0.4470588235294118,0.4634146341463415,0.5,0.15853658536585366,0.4358974358974359,0.4358974358974359,0.8235294117647058,,,,,0.008130081300813009,,,,0.7575757575757576,0.52,,,,,,,0.5368421052631579,0.6862745098039216,,0.021052631578947368,,0.4959349593495935,,0.48047122448979596,0.5134642857142857,0.4859420212765957,0.1708185053380783,0.17204301075268819,0.12,0.42153846153846153,5.499180327868852,33.1,0.3934659090909091,,,2.0,,0.03333333333333333,0.23076923076923078,,,7.0,,1.0,2.0,1.0,3.0,,,,,,,,,,,True,
1802,1610612758,Brad Miller,Brad Miller,1802,SAC,86505.0,1442,132,2911,2880,874,698,284,5791,56.0,88,17.0,23.0,20.0,29.0,20.0,51.0,95.0,219.0,1.0,5.0,,2.0,1.0,2.0,20.0,,,2.0,12.0,171.0,358,3.0,25.0,91.0,442.0,3017,27.0,41.0,,2.0,70.0,46.0,89.0,3.0,13.0,40.0,141.0,254.0,88.0,9.0,,28.0,18.0,2.0,17.0,151.0,37.0,188.0,28.0,95.0,15.0,41.0,413.0,21.0,36.0,3.0,36.0,195,31.0,262,60.0,322,8.0,29.0,16.0,13.0,53.0,15.0,39.0,32,14.0,5.0,85,3.0,23.0,70,130,10.0,9.0,105.0,16.0,17.0,120.0,6.0,48.0,15.0,31.0,25.0,,6.0,31.0,20.0,,141.0,874,12.0,15.0,0.7426900584795322,0.8089171974522293,1.0,0.12,,0.23076923076923078,0.13043478260869565,0.4776536312849162,0.6585365853658537,0.5168539325842697,0.45822454308093996,0.627906976744186,0.4950980392156863,0.5022727272727273,0.6730769230769231,0.5595238095238095,0.06527415143603134,0.04748603351955307,0.09090909090909091,0.13725490196078433,16.25386996904025,0.6235294117647059,0.36470588235294116,0.03614457831325301,0.20165460186142709,0.03821656050955414,0.12121212121212122,0.06017191977077364,0.18275316455696203,0.044151820294345466,0.04013377926421405,0.04891304347826087,0.032679738562091505,0.07220216606498195,0.1935483870967742,0.23404255319148937,0.18472906403940886,0.10697674418604651,0.15853658536585366,0.043243243243243246,0.6451612903225806,0.2297650130548303,0.6363636363636364,0.7,0.5,0.13315926892950392,0.39215686274509803,0.45454545454545453,0.6,0.5718015665796344,0.4337899543378995,0.4377880184331797,0.9157894736842105,0.013054830287206266,0.2,0.2,1.0,0.05221932114882506,0.1,0.1,1.0,0.5348837209302325,0.7391304347826086,0.046511627906976744,,,,,,0.28431372549019607,0.6896551724137931,0.00980392156862745,0.11764705882352941,0.16666666666666666,0.2950391644908616,0.1111111111111111,0.44759068241469824,0.5011573529411765,0.4567321782178218,0.11294117647058824,0.12,0.1583710407239819,0.3190045248868778,12.722067039106145,27.819999999999997,0.3002404671934043,1.0,2.0,9.0,,0.013888888888888888,0.17647058823529413,1.0,,16.0,,1.0,,,2.0,,0.0091324200913242,,,,1.0,,,1.0,,True,
