EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,OffFTReboundPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,BlockedCorner3,OffensiveGoaltends,on
224,1610612763,Eddie Jones,Eddie Jones,224,MEM,26743.0,446,-79,864,873,209,203,91,1737,14.0,30.0,1.0,2.0,,4.0,5.0,8.0,11.0,27.0,42.0,7.0,30.0,65.0,62.0,24.0,147.0,944,2.0,5.0,,16.0,5.0,11.0,13.0,13.0,35.0,26.0,34.0,2.0,,42.0,8.0,15.0,7.0,22.0,4.0,3.0,7.0,3.0,5.0,51.0,6.0,4.0,7.0,28.0,1.0,36.0,12.0,48,,19.0,12.0,7.0,6.0,4.0,4.0,8.0,,2.0,1.0,,14.0,,2.0,16.0,42.0,,3.0,35.0,1.0,3.0,31.0,5.0,14.0,4.0,2.0,1.0,,1.0,2.0,2.0,,,,35.0,209,6.0,4.0,0.43333333333333335,0.4482758620689655,0.46153846153846156,0.4,0.45454545454545453,0.484251968503937,0.7272727272727273,0.4583333333333333,0.525,0.7272727272727273,0.546875,0.4881889763779528,0.12307692307692308,0.26666666666666666,,,15.876288659793815,0.42857142857142855,0.03333333333333333,0.1037037037037037,0.014388489208633094,0.06140350877192982,0.05042016806722689,0.09114583333333333,0.02518891687657431,0.021739130434782608,0.010638297872340425,0.010869565217391304,0.06060606060606061,,0.07865168539325842,0.14864864864864866,0.09345794392523364,0.06172839506172839,0.06060606060606061,,1.0,0.23622047244094488,0.4666666666666667,0.6363636363636364,0.5714285714285714,0.06299212598425197,0.625,0.625,0.2,0.2125984251968504,0.4074074074074074,0.4074074074074074,0.36363636363636365,0.33070866141732286,0.18181818181818182,0.5,,0.16666666666666666,,0.2916666666666667,0.7244094488188977,0.5223337301587302,0.4957350000000001,0.49202173913043484,0.10294117647058823,0.1891891891891892,0.10884353741496598,0.23809523809523808,9.049230769230766,24.906451612903226,0.24189814814814814,2.0,0.05128205128205128,11.0,20.0,3.0,3.0,4.0,6.0,10.0,1.0,3.0,,21.0,4.0,6.0,4.0,60.0,3.0,10.0,,,,,,,0.9523809523809523,0.3387096774193548,0.6666666666666666,0.3076923076923077,0.3387096774193548,,,0.15748031496062992,0.55,0.55,1.0,0.23809523809523808,0.23809523809523808,0.9,0.2727272727272727,1.0,1.0,0.2727272727272727,0.3333333333333333,1.0,0.25,0.6666666666666666,,0.23809523809523808,,,,,True
2454,1610612763,Junior Harrington,Junior Harrington,2454,MEM,7520.0,125,-36,253,255,81,133,26,508,7.0,9.0,,,4.0,6.0,,,3.0,11.0,9.0,,10.0,20.0,9.0,13.0,39.0,289,1.0,1.0,1.0,3.0,6.0,10.0,,4.0,16.0,6.0,14.0,,,9.0,2.0,15.0,4.0,19.0,4.0,,7.0,1.0,7.0,42.0,1.0,2.0,4.0,11.0,,15.0,3.0,18,,9.0,5.0,4.0,8.0,1.0,5.0,9.0,1.0,3.0,,1.0,17.0,1.0,3.0,10.0,27.0,1.0,4.0,16.0,,3.0,20.0,,9.0,1.0,1.0,,1.0,,1.0,1.0,,,,16.0,81,9.0,1.0,0.3,0.3,0.5,1.0,0.6,0.4482758620689655,1.0,0.6,0.5,0.75,0.5714285714285714,0.3103448275862069,0.1,0.1111111111111111,,0.09090909090909091,19.9288256227758,0.47058823529411764,,0.14666666666666667,0.0273972602739726,0.21052631578947367,0.03571428571428571,0.1595744680851064,0.0297029702970297,0.034482758620689655,,0.03225806451612903,0.041666666666666664,,0.11538461538461539,0.23529411764705882,0.125,0.14285714285714285,0.4,,1.0,0.3103448275862069,0.7777777777777778,0.875,0.14285714285714285,,,,,0.3793103448275862,0.2727272727272727,0.3,0.6666666666666666,0.3103448275862069,,,,0.6,0.6666666666666666,,0.6206896551724138,0.4879275862068965,,0.5133599999999999,0.23684210526315788,0.3103448275862069,0.07692307692307693,0.41025641025641024,10.51,26.11111111111111,0.3201581027667984,,,,,,,,,2.0,,,,2.0,,,,6.0,,2.0,,,,,,,1.0,0.2222222222222222,,,0.2222222222222222,,,,,,,0.2222222222222222,0.2222222222222222,1.0,,,,,,,,,,0.2222222222222222,,,,,True
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,56246.0,937,-112,1782,1787,590,530,186,3569,54.0,92.0,12.0,22.0,10.0,24.0,13.0,30.0,40.0,104.0,2.0,1.0,107.0,226.0,5.0,65.0,282.0,2016,14.0,28.0,7.0,35.0,22.0,56.0,2.0,23.0,67.0,140.0,74.0,10.0,1.0,1.0,18.0,30.0,10.0,40.0,8.0,2.0,19.0,4.0,7.0,90.0,7.0,16.0,14.0,38.0,2.0,54.0,23.0,77,6.0,17.0,8.0,9.0,19.0,5.0,15.0,30.0,3.0,4.0,1.0,5.0,49.0,3.0,20.0,48.0,107.0,8.0,8.0,75.0,3.0,10.0,85.0,9.0,40.0,7.0,13.0,13.0,,,13.0,5.0,1.0,,4.0,67.0,590,16.0,6.0,0.6542056074766355,0.6862745098039216,0.47345132743362833,0.5,0.39285714285714285,0.4696969696969697,0.4827586206896552,0.3793103448275862,0.5241635687732342,0.5303030303030303,0.4652777777777778,0.021645021645021644,0.07964601769911504,0.13043478260869565,0.16666666666666666,0.009615384615384616,15.929648241206031,0.3877551020408163,0.031746031746031744,0.06518010291595197,0.027923211169284468,0.08045977011494253,0.03804347826086957,0.06869220607661823,0.03038309114927345,0.038834951456310676,0.013333333333333334,0.027649769585253458,0.0440251572327044,,0.04371584699453552,0.07692307692307693,0.07392996108949416,0.06299212598425197,0.1276595744680851,0.05825242718446602,0.38461538461538464,0.39826839826839827,0.5869565217391305,0.675,0.5555555555555556,0.12987012987012986,0.43333333333333335,0.52,0.3076923076923077,0.45021645021645024,0.38461538461538464,0.3883495145631068,0.9,0.008658008658008658,0.7586206896551724,0.5454545454545454,0.3333333333333333,0.41379310344827586,0.4166666666666667,0.017241379310344827,0.4199134199134199,0.4782108695652174,0.5254944444444445,0.47110877192982437,0.15267175572519084,0.1556420233463035,0.12411347517730496,0.2375886524822695,9.945575221238938,32.22,0.33108866442199775,,,1.0,3.0,,1.0,,1.0,,,,,1.0,,1.0,,3.0,,,,,,,,,1.0,0.2,,,0.25,,,0.012987012987012988,0.3333333333333333,0.3333333333333333,1.0,,,,0.034482758620689655,,,,,,0.017241379310344827,,,,,,,1.0,True
757,1610612763,Damon Stoudamire,Damon Stoudamire,757,MEM,77333.0,1289,-225,2495,2497,633,555,273,4992,24.0,57.0,5.0,8.0,3.0,15.0,21.0,51.0,50.0,106.0,134.0,33.0,95.0,214.0,152.0,58.0,392.0,2842,10.0,26.0,3.0,26.0,25.0,64.0,36.0,29.0,109.0,52.0,138.0,6.0,2.0,132.0,18.0,186.0,66.0,252.0,58.0,8.0,106.0,19.0,61.0,570.0,7.0,22.0,21.0,71.0,3.0,95.0,29.0,124,6.0,37.0,21.0,16.0,45.0,13.0,32.0,36.0,3.0,13.0,,11.0,81.0,4.0,20.0,35.0,86.0,,1.0,47.0,1.0,9.0,73.0,1.0,15.0,12.0,2.0,,,2.0,2.0,2.0,,,2.0,109.0,633,20.0,10.0,0.2736842105263158,0.2826086956521739,0.4439252336448598,0.38461538461538464,0.390625,0.4562841530054645,0.3382352941176471,0.4,0.47831632653061223,0.35714285714285715,0.4517543859649123,0.41530054644808745,0.08411214953271028,0.17543859649122806,0.058823529411764705,0.04716981132075472,16.790912318068866,0.5555555555555556,0.04285714285714286,0.08679706601466992,0.028132992327365727,0.0860655737704918,0.020710059171597635,0.08662900188323917,0.025892857142857145,0.034722222222222224,0.03619909502262444,0.014652014652014652,0.020618556701030927,0.02127659574468085,0.08480565371024736,0.04830917874396135,0.11280487804878049,0.08379888268156424,0.09230769230769231,0.03,1.0,0.1557377049180328,0.42105263157894735,0.5106382978723404,0.20833333333333334,0.13934426229508196,0.4117647058823529,0.4375,0.09523809523809523,0.2896174863387978,0.4716981132075472,0.49504950495049505,0.38,0.366120218579235,0.23529411764705882,0.625,0.4,0.15,0.2,0.33,0.5710382513661202,0.4843304407713498,0.42485833333333334,0.45001546391752584,0.039473684210526314,0.06578947368421052,0.0663265306122449,0.2780612244897959,11.678504672897196,25.598684210526315,0.2537074148296593,,,10.0,18.0,,,1.0,3.0,38.0,1.0,8.0,9.0,48.0,1.0,8.0,10.0,108.0,36.0,38.0,,,20.0,,,,0.75,0.3157894736842105,0.125,0.2777777777777778,0.32,,,0.04918032786885246,0.5555555555555556,0.5555555555555556,1.0,0.2835820895522388,0.2835820895522388,0.6842105263157895,,,,0.23529411764705882,0.125,,0.03,0.3333333333333333,0.2727272727272727,0.2878787878787879,,,,,True
101215,1610612763,Will Conroy,Will Conroy,101215,MEM,500.0,8,-1,15,15,13,12,4,30,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,3.0,,1.0,,,,,1.0,1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,0.125,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,85470.0,1424,-169,2822,2823,756,660,314,5645,159.0,234.0,33.0,49.0,43.0,61.0,108.0,236.0,59.0,124.0,7.0,2.0,326.0,594.0,9.0,190.0,848.0,3262,40.0,68.0,34.0,114.0,76.0,144.0,2.0,57.0,209.0,348.0,304.0,38.0,,7.0,47.0,67.0,50.0,117.0,43.0,7.0,46.0,6.0,15.0,284.0,32.0,64.0,51.0,190.0,31.0,272.0,100.0,372,13.0,17.0,15.0,2.0,77.0,8.0,43.0,33.0,3.0,34.0,1.0,8.0,110.0,10.0,21.0,57.0,85.0,4.0,8.0,233.0,16.0,11.0,257.0,31.0,125.0,19.0,93.0,67.0,6.0,20.0,95.0,63.0,2.0,2.0,6.0,209.0,756,4.0,17.0,0.5337423312883436,0.5667752442996743,0.5488215488215489,0.5882352941176471,0.5277777777777778,0.5456053067993366,0.5882352941176471,0.5205479452054794,0.5921787709497207,0.6551724137931034,0.5618279569892473,0.014925373134328358,0.07912457912457913,0.13247863247863248,0.0635593220338983,0.008064516129032258,25.999370475291155,0.7,0.3780487804878049,0.19095477386934673,0.07673860911270983,0.19101123595505617,0.08602150537634409,0.19096671949286848,0.07960199004975124,0.12658227848101267,0.057777777777777775,0.03754266211604096,0.08695652173913043,0.08,0.15833333333333333,0.19540229885057472,0.2192513368983957,0.1827956989247312,0.20987654320987653,0.05701754385964912,0.6631578947368421,0.3880597014925373,0.6794871794871795,0.7832512315270936,0.5534591194968553,0.3913764510779436,0.4576271186440678,0.48868778280542985,0.3333333333333333,0.20563847429519072,0.47580645161290325,0.4796747967479675,0.847457627118644,0.011608623548922056,0.7205882352941176,0.673469387755102,0.2727272727272727,0.4178082191780822,0.7049180327868853,0.0136986301369863,0.40298507462686567,0.4628894693200664,0.5158830188679245,0.4586397260273972,0.1793400286944046,0.1816860465116279,0.13443396226415094,0.24646226415094338,6.813804713804713,24.644444444444446,0.2678951098511694,4.0,0.04395604395604396,,2.0,,,,,2.0,,,,2.0,,,,6.0,,2.0,,,,,2.0,2.0,1.0,0.2222222222222222,,,0.2222222222222222,,,0.003316749585406302,,,,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,,0.2857142857142857,,,,,True
1909,1610612763,Scott Padgett,Scott Padgett,1909,MEM,1517.0,25,-10,50,47,10,14,4,97,,1.0,,1.0,,1.0,,,,1.0,1.0,,,2.0,1.0,,,66,,1.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,4.0,1.0,1.0,1.0,3.0,4.0,7,,,,,1.0,,1.0,,,,,,1.0,1.0,,,1.0,,,2.0,,1.0,2.0,,1.0,,,,,,,,,,,,10,,,,,,,,,,,,,,0.3333333333333333,,,,,8.928571428571427,1.0,1.0,0.1,0.3076923076923077,0.3333333333333333,,0.15384615384615385,0.19047619047619047,0.3333333333333333,,0.3333333333333333,,,,0.3333333333333333,,,0.5,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,,,0.5,,,0.6666666666666666,0.50785,0.5509,0.46875,0.25,0.3333333333333333,,,9.15,24.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2054,1610612763,Jake Tsakalidis,Jake Tsakalidis,2054,MEM,12064.0,201,-35,362,363,89,72,49,725,13.0,26.0,3.0,8.0,6.0,9.0,2.0,14.0,,3.0,,,15.0,43.0,,11.0,41.0,375,3.0,8.0,1.0,7.0,6.0,11.0,,5.0,17.0,26.0,4.0,4.0,,,4.0,,1.0,1.0,1.0,,,,,3.0,4.0,14.0,8.0,20.0,2.0,30.0,18.0,48,1.0,5.0,5.0,,4.0,1.0,1.0,14.0,,3.0,,2.0,18.0,2.0,6.0,14.0,27.0,3.0,6.0,14.0,1.0,1.0,19.0,3.0,9.0,2.0,8.0,6.0,,2.0,8.0,4.0,,4.0,3.0,17.0,89,1.0,2.0,0.8666666666666667,1.0,0.3488372093023256,0.375,0.5454545454545454,0.3488372093023256,0.375,0.5454545454545454,0.4019607843137255,0.35,0.6071428571428571,,0.09302325581395349,0.07692307692307693,0.14285714285714285,,16.27358490566038,0.2222222222222222,0.15384615384615385,0.15873015873015872,0.10144927536231885,0.1702127659574468,0.1,0.16184971098265896,0.10112359550561797,0.12280701754385964,0.08333333333333333,0.08888888888888889,0.0625,0.25,0.175,0.10810810810810811,0.1836734693877551,0.125,0.26666666666666666,0.041666666666666664,0.5,0.6046511627906976,0.5,0.5416666666666666,0.8461538461538461,0.32558139534883723,0.14285714285714285,0.16666666666666666,1.0,0.06976744186046512,,,,,1.0,0.375,0.3333333333333333,0.8181818181818182,0.6666666666666666,,0.6046511627906976,0.49377441860465116,0.565275,0.5409363636363635,0.1836734693877551,0.1836734693877551,0.17073170731707318,0.4146341463414634,3.8139534883720922,,0.24585635359116023,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,44566.0,743,-96,1444,1467,541,356,173,2911,81.0,124.0,22.0,32.0,32.0,51.0,25.0,60.0,25.0,64.0,3.0,2.0,131.0,248.0,3.0,106.0,368.0,1662,25.0,46.0,17.0,67.0,46.0,92.0,2.0,37.0,129.0,170.0,92.0,34.0,,3.0,13.0,21.0,4.0,25.0,4.0,,12.0,5.0,4.0,54.0,9.0,40.0,28.0,71.0,11.0,110.0,50.0,160,4.0,13.0,13.0,,25.0,1.0,11.0,19.0,,14.0,,7.0,44.0,6.0,10.0,36.0,72.0,9.0,7.0,103.0,6.0,4.0,143.0,8.0,61.0,14.0,6.0,6.0,,,7.0,4.0,2.0,2.0,,129.0,541,6.0,12.0,0.648854961832061,0.7456140350877193,0.5282258064516129,0.5434782608695652,0.5,0.5219123505976095,0.5319148936170213,0.48936170212765956,0.5770440251572327,0.5775862068965517,0.542016806722689,0.01195219123505976,0.05241935483870968,0.08064516129032258,0.03333333333333333,0.015625,21.939393939393938,0.5681818181818182,0.22,0.15010570824524314,0.07707129094412331,0.17721518987341772,0.09375,0.15689381933438987,0.07967479674796749,0.09944751381215469,0.0472972972972973,0.07894736842105263,0.06493506493506493,0.21052631578947367,0.16062176165803108,0.1565217391304348,0.13333333333333333,0.17117117117117117,0.19148936170212766,0.0380952380952381,0.5714285714285714,0.4940239043824701,0.6532258064516129,0.7105263157894737,0.6296296296296297,0.23904382470119523,0.4166666666666667,0.43103448275862066,0.52,0.2549800796812749,0.390625,0.3968253968253968,0.84,0.01195219123505976,0.6808510638297872,0.6875,0.18181818181818182,0.5425531914893617,0.6274509803921569,0.02127659574468085,0.5059760956175299,0.48182739999999985,0.49688837209302333,0.49039731182795704,0.20065789473684212,0.2026578073089701,0.18206521739130435,0.35054347826086957,6.973790322580644,29.333333333333332,0.37465373961218834,1.0,0.015625,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,0.02127659574468085,,,,,,,,,1.0,,False
101160,1610612763,Lawrence Roberts,Lawrence Roberts,101160,MEM,12398.0,207,-13,408,408,143,110,54,816,22.0,46.0,9.0,17.0,10.0,17.0,,4.0,2.0,5.0,1.0,1.0,24.0,55.0,1.0,26.0,74.0,456,9.0,17.0,7.0,25.0,11.0,21.0,1.0,13.0,35.0,28.0,20.0,14.0,1.0,,8.0,7.0,,7.0,,,4.0,1.0,2.0,14.0,1.0,23.0,5.0,21.0,4.0,30.0,26.0,56,3.0,9.0,7.0,2.0,4.0,1.0,1.0,4.0,,3.0,,1.0,8.0,2.0,2.0,13.0,25.0,3.0,2.0,25.0,4.0,,35.0,3.0,13.0,6.0,2.0,2.0,,,2.0,1.0,1.0,,,35.0,143,3.0,6.0,0.5833333333333334,0.8235294117647058,0.43636363636363634,0.5294117647058824,0.5238095238095238,0.42857142857142855,0.5294117647058824,0.5,0.5138888888888888,0.5681818181818182,0.5833333333333334,0.017857142857142856,0.14545454545454545,0.17391304347826086,,,16.949152542372882,0.5,0.21052631578947367,0.168,0.14935064935064934,0.15151515151515152,0.043478260869565216,0.16455696202531644,0.13559322033898305,0.19696969696969696,0.17073170731707318,0.06382978723404255,0.047619047619047616,,0.21951219512195122,0.2,0.1111111111111111,0.23809523809523808,,0.13636363636363635,0.5,0.8214285714285714,0.4782608695652174,0.5789473684210527,0.5454545454545454,0.07142857142857142,,,,0.08928571428571429,0.4,0.4,1.0,0.017857142857142856,1.0,0.5294117647058824,0.1111111111111111,0.7727272727272727,0.5882352941176471,0.045454545454545456,0.8392857142857143,0.5476054545454546,0.5825375,0.5455333333333334,0.19696969696969696,0.2,0.33783783783783783,0.47297297297297297,2.3090909090909095,42.9,0.35049019607843135,2.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1088,1610612763,Chucky Atkins,Chucky Atkins,1088,MEM,44424.0,740,-61,1463,1479,606,400,178,2942,37.0,82.0,,6.0,14.0,37.0,9.0,23.0,25.0,48.0,95.0,30.0,71.0,153.0,113.0,105.0,376.0,1705,1.0,10.0,2.0,25.0,26.0,66.0,38.0,76.0,173.0,20.0,122.0,2.0,3.0,92.0,11.0,110.0,11.0,121.0,6.0,5.0,56.0,16.0,38.0,253.0,,6.0,7.0,30.0,,37.0,6.0,43,2.0,16.0,9.0,7.0,23.0,3.0,19.0,18.0,2.0,4.0,,4.0,41.0,1.0,20.0,18.0,50.0,1.0,7.0,86.0,2.0,2.0,124.0,6.0,31.0,25.0,1.0,,1.0,,1.0,,,,,173.0,606,6.0,23.0,0.14084507042253522,0.14285714285714285,0.46405228758169936,0.1,0.3939393939393939,0.5093984962406015,0.5476190476190477,0.46634615384615385,0.5727848101265823,0.5217391304347826,0.5809859154929577,0.424812030075188,0.0718954248366013,0.10975609756097561,0.043478260869565216,0.020833333333333332,21.377245508982035,0.5609756097560976,,0.06550218340611354,0.011650485436893204,0.043478260869565216,,0.05977382875605816,0.009724473257698542,0.015228426395939087,0.020134228187919462,,,,0.045454545454545456,0.06201550387596899,0.08571428571428572,0.05357142857142857,0.02040816326530612,0.015384615384615385,,0.3082706766917293,0.45121951219512196,0.5068493150684932,0.08108108108108109,0.08646616541353383,0.391304347826087,0.4090909090909091,0.1111111111111111,0.18045112781954886,0.5208333333333334,0.5319148936170213,0.24,0.35714285714285715,0.2857142857142857,,,0.3557692307692308,0.3783783783783784,0.28846153846153844,0.7330827067669173,0.5060157794676805,0.502945,0.49206881188118795,0.10652920962199312,0.17415730337078653,0.06648936170212766,0.4601063829787234,7.54575163398693,26.179646017699113,0.41421736158578265,,,9.0,18.0,1.0,1.0,5.0,8.0,34.0,6.0,10.0,10.0,43.0,7.0,11.0,15.0,105.0,24.0,34.0,2.0,,18.0,,,,0.813953488372093,0.3805309734513274,0.6363636363636364,0.39473684210526316,0.39090909090909093,0.017699115044247787,0.010526315789473684,0.06766917293233082,0.5,0.5294117647058824,1.0,0.35789473684210527,0.3617021276595745,0.7647058823529411,0.047619047619047616,1.0,1.0,0.47619047619047616,0.6,0.8333333333333334,0.07692307692307693,0.625,0.3333333333333333,0.3695652173913043,,0.05555555555555555,,,False
200752,1610612763,Rudy Gay,Rudy Gay,200752,MEM,47010.0,784,-87,1543,1562,544,373,201,3105,41.0,79.0,10.0,18.0,13.0,32.0,36.0,81.0,30.0,89.0,38.0,14.0,107.0,249.0,52.0,68.0,333.0,1723,15.0,31.0,9.0,45.0,29.0,73.0,22.0,31.0,110.0,86.0,128.0,12.0,4.0,34.0,17.0,36.0,6.0,42.0,5.0,1.0,20.0,4.0,12.0,90.0,5.0,26.0,26.0,66.0,4.0,96.0,32.0,128,8.0,27.0,23.0,4.0,26.0,4.0,15.0,33.0,3.0,11.0,1.0,9.0,59.0,2.0,20.0,24.0,57.0,5.0,10.0,60.0,2.0,2.0,86.0,12.0,43.0,6.0,27.0,19.0,3.0,5.0,28.0,14.0,1.0,1.0,,110.0,544,5.0,6.0,0.40186915887850466,0.42574257425742573,0.42971887550200805,0.4838709677419355,0.3972602739726027,0.44019933554817275,0.5294117647058824,0.41578947368421054,0.492603550295858,0.5625,0.48672566371681414,0.17275747508305647,0.06827309236947791,0.10126582278481013,0.1111111111111111,,22.303370786516854,0.4406779661016949,0.0851063829787234,0.1375,0.0456140350877193,0.1452513966480447,0.04672897196261682,0.13960546282245828,0.04579025110782865,0.06862745098039216,0.03592814371257485,0.03015075376884422,0.047058823529411764,0.045454545454545456,0.12571428571428572,0.12396694214876033,0.15760869565217392,0.1864406779661017,0.06557377049180328,0.05228758169934641,0.5,0.26245847176079734,0.5189873417721519,0.5774647887323944,0.4634146341463415,0.2691029900332226,0.4444444444444444,0.5,0.3611111111111111,0.2956810631229236,0.33707865168539325,0.33707865168539325,0.36666666666666664,0.12624584717607973,0.5294117647058824,0.5555555555555556,0.3,0.3368421052631579,0.40625,0.14736842105263157,0.43521594684385384,0.47123063973063956,0.47067037037037035,0.48221758241758256,0.12951807228915663,0.15357142857142858,0.13513513513513514,0.3303303303303303,9.826506024096386,27.28461538461539,0.3525599481529488,1.0,0.017543859649122806,8.0,14.0,2.0,2.0,4.0,8.0,9.0,,1.0,3.0,17.0,2.0,3.0,7.0,51.0,,9.0,,,,,1.0,,1.0,0.3269230769230769,0.6666666666666666,0.3181818181818182,0.3541666666666667,,,0.046511627906976744,0.5714285714285714,0.5714285714285714,1.0,0.23684210526315788,0.23684210526315788,1.0,0.058823529411764705,1.0,1.0,0.029411764705882353,,,0.08421052631578947,0.5,0.21428571428571427,0.2647058823529412,,,1.0,,False
