EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveMakes,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Corner3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,Clear Path Fouls,LongMidRangePctBlocked,Blocked3s,BlockedArc3,OffensiveGoaltends,3SecondViolations,3pt And 1 Free Throw Trips,on,Arc3PctBlocked,BlockedCorner3
101112,1610612752,Channing Frye,Channing Frye,101112,NYK,20097.0,335,49,629,638,208.0,202,94,1267,7.0,12.0,3.0,6.0,4.0,6.0,8.0,18.0,24.0,75.0,1.0,1.0,39.0,105.0,1.0,16,94,587,8.0,16.0,16.0,13.0,32.0,1.0,6.0,32.0,54.0,24.0,8.0,1.0,2.0,13.0,4.0,17.0,3.0,1.0,10.0,1.0,2.0,38.0,6.0,9.0,12.0,36.0,5.0,53.0,15.0,68.0,2.0,11.0,7.0,4.0,16.0,6.0,11.0,12.0,5.0,1.0,3.0,28.0,4.0,6.0,25.0,34.0,1.0,22,1.0,5.0,19,1.0,5.0,4.0,8.0,6.0,1.0,1.0,8.0,7.0,1.0,32.0,208.0,4.0,4.0,0.6923076923076923,0.7714285714285715,0.37142857142857144,0.5,0.40625,0.36792452830188677,0.5,0.3939393939393939,0.4043478260869565,0.5,0.43243243243243246,0.009433962264150943,0.01904761904761905,0.08333333333333333,0.05555555555555555,19.29824561403509,0.5714285714285714,0.29411764705882354,0.1651376146788991,0.0391304347826087,0.14457831325301204,0.08955223880597014,0.15946843853820597,0.050505050505050504,0.054945054945054944,0.047619047619047616,0.020618556701030927,0.08333333333333333,0.10526315789473684,0.2631578947368421,0.10526315789473684,0.14423076923076922,0.109375,0.2631578947368421,0.03125,0.875,0.11320754716981132,0.5833333333333334,0.6363636363636364,0.7142857142857143,0.16981132075471697,0.4444444444444444,0.47058823529411764,0.125,0.7075471698113207,0.32,0.32,0.875,0.009433962264150943,0.375,0.5,0.3333333333333333,0.18181818181818182,0.6666666666666666,0.030303030303030304,0.12264150943396226,0.4111981132075471,0.44508461538461547,0.41054848484848494,0.04504504504504504,0.045454545454545456,0.1702127659574468,0.3404255319148936,14.780952380952378,25.5,0.33068362480127184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,29114.0,485,-38,894,907,337.0,281,143,1801,27.0,56.0,3.0,9.0,12.0,18.0,11.0,18.0,15.0,38.0,63.0,28.0,53.0,112.0,88.0,35,237,925,9.0,17.0,36.0,17.0,32.0,40.0,14.0,75.0,44.0,62.0,10.0,60.0,6.0,25.0,4.0,29.0,3.0,1.0,18.0,3.0,4.0,62.0,5.0,17.0,8.0,33.0,2.0,43.0,22.0,65.0,5.0,25.0,12.0,13.0,14.0,5.0,9.0,15.0,5.0,,2.0,29.0,,10.0,23.0,57.0,5.0,43,3.0,4.0,47,2.0,20.0,3.0,4.0,2.0,,2.0,4.0,2.0,,75.0,337.0,7.0,2.0,0.41509433962264153,0.4583333333333333,0.4732142857142857,0.5294117647058824,0.53125,0.505,0.5892857142857143,0.4236111111111111,0.5412844036697247,0.6,0.4567901234567901,0.44,0.05357142857142857,0.10714285714285714,,23.10570626753976,0.4827586206896552,0.05405405405405406,0.10543130990415335,0.0529595015576324,0.07920792079207921,0.043859649122807015,0.09903381642512077,0.05057471264367816,0.06802721088435375,0.04918032786885246,0.035398230088495575,0.047619047619047616,0.03333333333333333,0.08333333333333333,0.08108108108108109,0.13286713286713286,0.04,0.19230769230769232,0.049019607843137254,0.5,0.28,0.48214285714285715,0.54,0.48148148148148145,0.09,0.6111111111111112,0.6111111111111112,0.18181818181818182,0.19,0.39473684210526316,0.39473684210526316,0.4666666666666667,0.315,0.32142857142857145,0.3333333333333333,,0.25,0.6666666666666666,0.3888888888888889,0.72,0.5091459390862944,0.4964590909090909,0.48926714285714273,0.10232558139534884,0.16,0.1518987341772152,0.31645569620253167,7.920535714285715,25.392045454545453,0.3769574944071588,8.0,25.0,2.0,3.0,2.0,12.0,24.0,3.0,8.0,7.0,32.0,5.0,11.0,3.0,9.0,84.0,12.0,1.0,2.0,23.0,1.0,1.0,3.0,7.0,2.0,0.875,0.36363636363636365,0.45454545454545453,0.225,0.36046511627906974,0.011363636363636364,0.04,0.125,0.32,0.3333333333333333,1.0,0.38095238095238093,0.38095238095238093,0.8333333333333334,0.10714285714285714,0.6666666666666666,1.0,0.2857142857142857,0.375,1.0,0.16666666666666666,0.16666666666666666,0.25,0.38333333333333336,0.022222222222222223,,,,,,,,,,,True,,
101135,1610612752,David Lee,David Lee,101135,NYK,27763.0,463,64,876,902,342.0,271,148,1778,58.0,91.0,28.0,44.0,22.0,31.0,5.0,15.0,4.0,14.0,,,67.0,120.0,,29,163,873,31.0,49.0,63.0,27.0,42.0,,7.0,61.0,58.0,76.0,52.0,,15.0,19.0,6.0,25.0,3.0,3.0,15.0,2.0,2.0,56.0,14.0,53.0,20.0,66.0,13.0,99.0,69.0,168.0,8.0,13.0,9.0,4.0,17.0,1.0,9.0,7.0,8.0,,2.0,24.0,2.0,8.0,14.0,38.0,4.0,29,3.0,1.0,38,,21.0,1.0,5.0,4.0,,1.0,5.0,4.0,,61.0,342.0,7.0,1.0,0.43283582089552236,0.7073170731707317,0.5583333333333333,0.6326530612244898,0.6428571428571429,0.5583333333333333,0.6326530612244898,0.6428571428571429,0.5948905109489051,0.63,0.648936170212766,,0.125,0.14285714285714285,0.13333333333333333,15.18867924528302,0.7083333333333334,0.34210526315789475,0.19701492537313434,0.16878980891719744,0.20408163265306123,0.14285714285714285,0.19861431870669746,0.16262135922330098,0.24,0.15254237288135594,0.0761904761904762,0.16417910447761194,0.0967741935483871,0.21052631578947367,0.20253164556962025,0.18309859154929578,0.22077922077922077,0.14285714285714285,0.21052631578947367,0.8,0.7583333333333333,0.6373626373626373,0.7435897435897436,0.43103448275862066,0.125,0.3333333333333333,0.38461538461538464,,0.11666666666666667,0.2857142857142857,0.2857142857142857,1.0,,0.8979591836734694,0.6363636363636364,0.14285714285714285,0.7380952380952381,0.7096774193548387,,0.7583333333333333,0.5322891666666667,0.5390738095238096,0.5253761904761904,0.15441176470588236,0.15441176470588236,0.38650306748466257,0.37423312883435583,3.1525000000000003,,0.3904109589041096,,,,,,,,,,,,,,1.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.041666666666666664,,,,,,,,True,,
1883,1610612752,Steve Francis,Steve Francis,1883,NYK,17580.0,293,39,562,570,202.0,156,81,1132,17.0,34.0,2.0,5.0,7.0,16.0,2.0,4.0,9.0,29.0,15.0,5.0,28.0,67.0,24.0,36,119,581,2.0,7.0,6.0,11.0,29.0,6.0,16.0,47.0,12.0,44.0,,15.0,8.0,35.0,15.0,50.0,12.0,3.0,26.0,2.0,7.0,115.0,1.0,6.0,6.0,26.0,,32.0,7.0,39.0,1.0,15.0,7.0,8.0,10.0,5.0,7.0,14.0,3.0,,1.0,24.0,3.0,11.0,17.0,31.0,4.0,42,,7.0,46,5.0,21.0,5.0,4.0,4.0,,,4.0,3.0,,47.0,202.0,5.0,5.0,0.21428571428571427,0.21428571428571427,0.417910447761194,0.2857142857142857,0.3793103448275862,0.45604395604395603,0.2,0.44285714285714284,0.5471698113207547,0.2727272727272727,0.5465116279069767,0.26373626373626374,0.11940298507462686,0.20588235294117646,,19.726858877086496,0.4166666666666667,,0.12440191387559808,0.03076923076923077,0.10714285714285714,0.017241379310344827,0.12075471698113208,0.02766798418972332,0.03,0.02857142857142857,0.03333333333333333,0.02631578947368421,,0.04225352112676056,0.2127659574468085,0.14285714285714285,0.11363636363636363,0.08333333333333333,0.025,0.75,0.37362637362637363,0.5,0.6296296296296297,0.29411764705882354,0.04395604395604396,0.5,0.5,,0.31868131868131866,0.3103448275862069,0.32142857142857145,0.1111111111111111,0.16483516483516483,0.5,0.4,,0.45714285714285713,0.4375,0.14285714285714285,0.6373626373626373,0.4955316666666666,0.5096937500000001,0.48215714285714284,0.2079207920792079,0.2727272727272727,0.05042016806722689,0.3949579831932773,8.604477611940299,25.437499999999996,0.3594306049822064,4.0,9.0,,1.0,1.0,1.0,5.0,,2.0,2.0,9.0,,3.0,2.0,3.0,21.0,6.0,,,5.0,,,,11.0,,0.7777777777777778,0.375,,0.5,0.375,,,0.0989010989010989,0.4444444444444444,0.4444444444444444,1.0,0.3333333333333333,0.3333333333333333,0.6,0.1,,,0.2,,,0.02857142857142857,1.0,0.4,0.3333333333333333,,,,,1.0,0.034482758620689655,,,,,,True,,
200764,1610612752,Renaldo Balkman,Renaldo Balkman,200764,NYK,63844.0,1064,-22,1992,2036,755.0,684,303,4028,127.0,204.0,42.0,70.0,41.0,68.0,3.0,18.0,4.0,26.0,7.0,4.0,134.0,248.0,27.0,51,334,2075,44.0,74.0,110.0,42.0,82.0,14.0,22.0,115.0,162.0,106.0,74.0,6.0,18.0,26.0,18.0,44.0,15.0,3.0,20.0,2.0,4.0,106.0,22.0,73.0,35.0,145.0,17.0,197.0,97.0,294.0,6.0,57.0,43.0,14.0,20.0,5.0,15.0,29.0,5.0,,8.0,49.0,3.0,19.0,69.0,146.0,7.0,66,5.0,7.0,90,,40.0,9.0,41.0,25.0,5.0,11.0,44.0,33.0,1.0,115.0,755.0,22.0,7.0,0.6044776119402985,0.8350515463917526,0.5403225806451613,0.5945945945945946,0.5121951219512195,0.5145454545454545,0.5789473684210527,0.484375,0.5284810126582279,0.5978260869565217,0.5043859649122807,0.09818181818181818,0.07258064516129033,0.0784313725490196,0.1111111111111111,15.443360203648705,0.40816326530612246,0.24285714285714285,0.20027624309392264,0.10610465116279069,0.15555555555555556,0.09565217391304348,0.18967334035827185,0.10348583877995643,0.10126582278481013,0.07142857142857142,0.1336206896551724,0.07602339181286549,0.15254237288135594,0.1459227467811159,0.2342857142857143,0.22151898734177214,0.15976331360946747,0.14285714285714285,0.05217391304347826,0.75,0.7418181818181818,0.6225490196078431,0.675531914893617,0.6062992125984252,0.06545454545454546,0.16666666666666666,0.1875,0.3333333333333333,0.09454545454545454,0.15384615384615385,0.15384615384615385,0.75,0.025454545454545455,0.9210526315789473,0.6,0.07142857142857142,0.7083333333333334,0.6029411764705882,0.041666666666666664,0.84,0.5606848540145984,0.5357627118644067,0.5668726315789475,0.13029315960912052,0.14285714285714285,0.32934131736526945,0.344311377245509,2.5875,25.907407407407415,0.3790160642570281,4.0,20.0,,2.0,2.0,10.0,1.0,,,1.0,5.0,,2.0,22.0,3.0,15.0,,,1.0,1.0,,3.0,6.0,8.0,,1.0,0.18518518518518517,,0.21428571428571427,0.19230769230769232,,,0.07272727272727272,0.2,0.2,1.0,0.14285714285714285,0.14285714285714285,1.0,0.02631578947368421,,,,,,0.10416666666666667,0.2,0.25,0.16666666666666666,,2.0,2.0,0.017699115044247787,,,3.0,3.0,1.0,2.0,,True,,
200776,1610612752,Mardy Collins,Mardy Collins,200776,NYK,17535.0,292,-10,548,551,257.0,243,92,1099,18.0,38.0,5.0,8.0,8.0,16.0,10.0,27.0,5.0,28.0,11.0,5.0,33.0,93.0,13.0,16,85,558,8.0,13.0,16.0,16.0,40.0,6.0,5.0,37.0,12.0,54.0,12.0,9.0,8.0,17.0,10.0,27.0,6.0,4.0,11.0,2.0,4.0,64.0,3.0,12.0,8.0,14.0,1.0,23.0,15.0,38.0,3.0,11.0,9.0,2.0,6.0,2.0,5.0,11.0,1.0,1.0,3.0,17.0,3.0,10.0,7.0,27.0,3.0,23,,3.0,33,,13.0,5.0,2.0,2.0,,,2.0,2.0,,37.0,257.0,9.0,4.0,0.18181818181818182,0.2222222222222222,0.3548387096774194,0.6153846153846154,0.4,0.32547169811320753,0.5714285714285714,0.34782608695652173,0.3512396694214876,0.5333333333333333,0.3627450980392157,0.12264150943396226,0.08602150537634409,0.07894736842105263,0.07407407407407407,21.00456621004566,0.35294117647058826,0.04,0.07142857142857142,0.06091370558375635,0.1509433962264151,0.05357142857142857,0.08835341365461848,0.05928853754940711,0.0625,0.08888888888888889,0.041666666666666664,0.044444444444444446,0.09090909090909091,0.09090909090909091,0.06382978723404255,0.060240963855421686,0.15,0.15384615384615385,0.05,1.0,0.3584905660377358,0.47368421052631576,0.5142857142857142,0.16666666666666666,0.25471698113207547,0.37037037037037035,0.4,0.2,0.2641509433962264,0.17857142857142858,0.2,0.2,0.10377358490566038,0.5714285714285714,0.625,,0.34782608695652173,0.5,0.10869565217391304,0.4811320754716981,0.46185769230769225,0.5229727272727271,0.4576772727272727,0.11206896551724138,0.1262135922330097,0.18823529411764706,0.43529411764705883,8.11720430107527,29.592307692307692,0.46897810218978103,,2.0,,1.0,,1.0,1.0,,,,1.0,,1.0,,,3.0,,,2.0,1.0,,1.0,,3.0,,1.0,0.07692307692307693,,,0.09090909090909091,,,0.018867924528301886,,,,0.09090909090909091,0.09090909090909091,1.0,0.07142857142857142,,,,,,0.021739130434782608,,,0.1111111111111111,,,1.0,,,0.10714285714285714,,,,,,True,,
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,30632.0,511,7,977,994,387.0,338,130,1971,30.0,63.0,1.0,6.0,10.0,28.0,14.0,32.0,22.0,58.0,65.0,22.0,66.0,153.0,80.0,49,247,1022,6.0,11.0,22.0,27.0,61.0,27.0,23.0,104.0,36.0,96.0,2.0,62.0,7.0,58.0,9.0,67.0,7.0,2.0,44.0,3.0,11.0,143.0,4.0,7.0,10.0,21.0,1.0,32.0,12.0,44.0,7.0,18.0,11.0,7.0,25.0,6.0,19.0,23.0,6.0,3.0,6.0,48.0,1.0,15.0,14.0,28.0,1.0,42,2.0,1.0,58,10.0,18.0,5.0,1.0,,,1.0,1.0,,,104.0,387.0,5.0,5.0,0.2727272727272727,0.27692307692307694,0.43137254901960786,0.5454545454545454,0.4426229508196721,0.4248927038626609,0.6,0.4602272727272727,0.46862745098039216,0.65625,0.5050505050505051,0.34334763948497854,0.0457516339869281,0.07936507936507936,,26.625659050966608,0.5208333333333334,0.037037037037037035,0.059490084985835696,0.02258064516129032,0.08620689655172414,0.03636363636363636,0.06609808102345416,0.02619047619047619,0.025974025974025976,0.03278688524590164,0.010526315789473684,0.05063291139240506,,0.05504587155963303,0.058823529411764705,0.06289308176100629,0.08045977011494253,0.10344827586206896,0.05263157894736842,,0.2703862660944206,0.47619047619047616,0.5172413793103449,0.3333333333333333,0.13733905579399142,0.4375,0.4375,0.21428571428571427,0.24892703862660945,0.3793103448275862,0.39285714285714285,0.22727272727272727,0.27896995708154504,0.4,0.16666666666666666,,0.3181818181818182,0.35714285714285715,0.25,0.6137339055793991,0.4884486956521739,0.46340454545454546,0.4727453488372093,0.08,0.10650887573964497,0.08906882591093117,0.42105263157894735,8.831372549019607,26.2375,0.3961105424769703,6.0,15.0,,,2.0,5.0,16.0,2.0,4.0,7.0,22.0,2.0,4.0,4.0,9.0,54.0,12.0,,3.0,16.0,,,,2.0,2.0,0.8181818181818182,0.275,0.5,0.3333333333333333,0.2857142857142857,,,0.06437768240343347,0.4,0.4,1.0,0.24615384615384617,0.24615384615384617,0.75,,,,0.26666666666666666,0.5,0.5,0.056818181818181816,0.4,0.3181818181818182,0.25806451612903225,0.024691358024691357,1.0,1.0,0.018867924528301886,,0.034482758620689655,,,,,1.0,True,,
2201,1610612752,Eddy Curry,Eddy Curry,2201,NYK,32947.0,549,-35,1033,1039,318.0,305,137,2072,81.0,124.0,18.0,22.0,24.0,32.0,17.0,54.0,,1.0,,,98.0,179.0,,77,273,1093,18.0,22.0,49.0,27.0,42.0,,30.0,84.0,134.0,62.0,18.0,,18.0,8.0,2.0,10.0,2.0,,6.0,,2.0,22.0,4.0,20.0,11.0,46.0,8.0,65.0,26.0,91.0,5.0,7.0,7.0,,19.0,2.0,9.0,34.0,10.0,,5.0,53.0,5.0,15.0,19.0,51.0,16.0,103,8.0,3.0,127,,53.0,17.0,9.0,5.0,,4.0,9.0,7.0,1.0,84.0,318.0,6.0,17.0,0.6836734693877551,0.7528089887640449,0.547486033519553,0.8181818181818182,0.6428571428571429,0.547486033519553,0.8181818181818182,0.6428571428571429,0.5783898305084746,0.8166666666666667,0.6363636363636364,,0.1005586592178771,0.08870967741935484,0.12962962962962962,24.103419516263553,0.3584905660377358,0.23529411764705882,0.12398921832884097,0.05813953488372093,0.10091743119266056,0.03508771929824561,0.11875,0.05240174672489083,0.05128205128205128,0.046511627906976744,0.0784313725490196,0.04597701149425287,,0.08333333333333333,0.10526315789473684,0.16666666666666666,0.08860759493670886,0.13333333333333333,0.07936507936507936,0.7777777777777778,0.6927374301675978,0.6532258064516129,0.7168141592920354,0.7037037037037037,0.3016759776536313,0.3148148148148148,0.3617021276595745,0.5882352941176471,0.00558659217877095,,,,,1.0,0.8181818181818182,0.3888888888888889,0.7619047619047619,0.75,,0.6927374301675978,0.5075793296089385,0.5831789473684211,0.5228285714285714,0.2420091324200913,0.2420091324200913,0.1794871794871795,0.3076923076923077,2.2776536312849163,,0.30784123910939015,,,,,,,,,,,,,,13.0,,,,,,,,2.0,6.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.034482758620689655,,,,,,5.0,,True,,
2407,1610612752,Jared Jeffries,Jared Jeffries,2407,NYK,14474.0,241,-18,425,465,167.0,193,69,890,13.0,22.0,6.0,10.0,4.0,8.0,3.0,5.0,2.0,7.0,1.0,1.0,18.0,34.0,3.0,8,44,474,7.0,12.0,18.0,7.0,11.0,2.0,3.0,17.0,14.0,22.0,8.0,,3.0,12.0,3.0,15.0,3.0,,10.0,,2.0,33.0,3.0,16.0,10.0,18.0,1.0,29.0,19.0,48.0,1.0,9.0,4.0,5.0,8.0,,6.0,5.0,2.0,,,13.0,2.0,4.0,20.0,37.0,5.0,15,,4.0,16,,8.0,1.0,4.0,1.0,,3.0,4.0,3.0,,17.0,167.0,6.0,1.0,0.3888888888888889,0.5,0.5294117647058824,0.5833333333333334,0.6363636363636364,0.4864864864864865,0.5833333333333334,0.5384615384615384,0.5,0.6,0.5,0.08108108108108109,0.08823529411764706,0.13636363636363635,,11.264822134387353,0.6153846153846154,0.07692307692307693,0.11538461538461539,0.11428571428571428,0.18518518518518517,0.06382978723404255,0.13333333333333333,0.10160427807486631,0.05172413793103448,0.1935483870967742,0.13725490196078433,0.08333333333333333,,0.15254237288135594,0.09375,0.09230769230769231,0.17073170731707318,0.23076923076923078,0.06666666666666667,0.75,0.5945945945945946,0.5909090909090909,0.6842105263157895,0.46153846153846156,0.13513513513513514,0.6,0.6,,0.1891891891891892,0.2857142857142857,0.2857142857142857,0.5,0.02702702702702703,0.8333333333333334,0.6,0.16666666666666666,0.6153846153846154,0.5,0.07692307692307693,0.6756756756756757,0.52005,0.5285111111111109,0.5224541666666667,0.18604651162790697,0.2,0.4090909090909091,0.38636363636363635,5.300000000000001,34.56666666666667,0.39294117647058824,,2.0,,,,1.0,,,,,,,,4.0,,,,,1.0,,,,1.0,2.0,,,,,,,,,0.05405405405405406,,,,,,,,,,,,,0.07692307692307693,,,,,,1.0,,1.0,,,,,,,True,,
950,1610612752,Stephon Marbury,Stephon Marbury,950,NYK,35246.0,587,-4,1087,1124,420.0,393,163,2211,49.0,79.0,3.0,4.0,19.0,35.0,7.0,23.0,20.0,41.0,103.0,49.0,76.0,143.0,109.0,68,334,1168,6.0,9.0,26.0,29.0,60.0,52.0,32.0,153.0,28.0,124.0,2.0,100.0,15.0,67.0,17.0,84.0,10.0,7.0,43.0,6.0,18.0,185.0,3.0,7.0,9.0,27.0,2.0,38.0,10.0,48.0,4.0,14.0,8.0,6.0,18.0,2.0,8.0,10.0,10.0,,2.0,28.0,1.0,11.0,14.0,29.0,2.0,72,3.0,1.0,97,4.0,44.0,7.0,1.0,1.0,,,1.0,1.0,,153.0,420.0,7.0,7.0,0.18421052631578946,0.18666666666666668,0.5314685314685315,0.6666666666666666,0.48333333333333334,0.5277777777777778,0.5526315789473685,0.5401785714285714,0.5629251700680272,0.5434782608695652,0.5597014925373134,0.43253968253968256,0.1048951048951049,0.11392405063291139,0.21739130434782608,25.09742790335152,0.6428571428571429,0.05,0.06733167082294264,0.01928374655647383,0.0743801652892562,0.020689655172413793,0.06896551724137931,0.01968503937007874,0.03468208092485549,0.012658227848101266,,0.02702702702702703,,0.08396946564885496,0.03773584905660377,0.07317073170731707,0.06521739130434782,0.10344827586206896,0.034482758620689655,1.0,0.3134920634920635,0.620253164556962,0.7,0.16326530612244897,0.09126984126984126,0.30434782608695654,0.3888888888888889,0.14285714285714285,0.1626984126984127,0.4878048780487805,0.5,0.25,0.4087301587301587,0.21052631578947367,0.75,0.3333333333333333,0.3125,0.5428571428571428,0.4375,0.746031746031746,0.5062127016129034,0.4692392857142858,0.48724120370370366,0.15331010452961671,0.24719101123595505,0.07784431137724551,0.45808383233532934,6.574825174825175,26.133027522935777,0.38638454461821525,1.0,6.0,,1.0,1.0,3.0,37.0,3.0,9.0,20.0,38.0,3.0,10.0,5.0,21.0,69.0,45.0,,3.0,37.0,,3.0,1.0,9.0,,0.6052631578947368,0.3486238532110092,0.3,0.40384615384615385,0.3584905660377358,,,0.023809523809523808,0.16666666666666666,0.16666666666666666,1.0,0.3592233009708738,0.3592233009708738,0.5945945945945946,0.05263157894736842,,,0.47368421052631576,0.3333333333333333,0.6666666666666666,0.026785714285714284,0.3333333333333333,0.40816326530612246,0.37,,,,,,0.024390243902439025,,,,,,True,,
