EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,PenaltyFtPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,LiveBallTurnoverPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,DefTwoPtRebounds,PenaltyTurnovers,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefTwoPtReboundPct,DefAtRimReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffThreePtRebounds,FTDefRebounds,OffRebounds,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,HeaveAttempts,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,SecondChanceCorner3Frequency,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,SecondChanceCorner3FGM,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
101143,1610612753,Travis Diener,Travis Diener,101143,ORL,439.0,7,-1,15,13,12,6,2,28,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,18,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,12,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.3333333333333333,17.64705882352941,0.5,0.16666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.369,0.3428,0.38305,0.5,0.5,19.950000000000003,25.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,421.0,7,-1,15,13,12,6,2,28,1.0,3.0,,,2.0,4.0,,6.0,18,,,,1.0,3.0,,4.0,4.0,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,4.0,12,1.0,1.0,0.5,,0.3333333333333333,0.5,,0.3333333333333333,0.6,,0.5,,37.5,0.5,0.16666666666666666,,0.75,0.3333333333333333,0.3333333333333333,1.0,,,0.25,0.426725,,0.44543333333333335,,0.6666666666666666,14.8,,0.8,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.3333333333333333,1.0,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,439.0,7,-1,15,13,12,6,2,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,18,,,3.0,1.0,1.0,1.0,5.0,,1.0,1.0,1.0,,1.0,2.0,,1.0,1.0,5.0,12,,,1.0,,1.0,1.25,1.5,1.25,1.25,1.5,1.25,0.5,17.64705882352941,,0.16666666666666666,,0.5,1.0,1.0,,0.5,0.5,0.5,0.43955,,0.43955,0.6,1.0,16.3,26.4,0.8,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200788,1610612753,James Augustine,James Augustine,200788,ORL,439.0,7,-1,15,13,12,6,2,28,,,,,1.0,3.0,,2.0,18,,,,1.0,3.0,,2.0,2.0,,1.0,2.0,1.0,,5.0,,2.0,3.0,2.0,12,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,17.64705882352941,,0.16666666666666666,,,,,,,,1.0,0.48880000000000007,,0.48880000000000007,,1.0,,,0.8,1.0,3.0,1.0,3.0,,,,,,1.0,,,,,1.0,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,1.0,,,,,,,0.25,0.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.2,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,159.0,3,-4,6,5,6,5,1,11,,,,,,,,,10,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,1610612753,Bo Outlaw,Bo Outlaw,448,ORL,298.0,5,3,9,8,6,1,1,17,,,,,,,,,8,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101143,1610612753,Travis Diener,Travis Diener,101143,ORL,16854.0,281,7,526,521,195,174,69,1047,8.0,19.0,39.0,14.0,14.0,28.0,49.0,94.0,546,1.0,4.0,5.0,6.0,10.0,18.0,33.0,10.0,39.0,20.0,33.0,4.0,13.0,79.0,6.0,14.0,17.0,33.0,195,0.35714285714285715,0.38461538461538464,0.5,0.25,0.6,0.5324675324675324,0.35714285714285715,0.48214285714285715,0.5617283950617284,0.35714285714285715,0.532258064516129,0.6363636363636364,15.460526315789474,0.10714285714285714,0.05761316872427984,0.15789473684210525,0.24675324675324675,0.42105263157894735,0.42105263157894735,0.125,0.5064935064935064,0.5,0.7012987012987013,0.4925344155844155,0.4476375,0.4927767857142858,0.05319148936170213,0.35106382978723405,15.060714285714289,25.0530612244898,0.37072243346007605,4.0,5.0,2.0,2.0,12.0,6.0,4.0,2.0,13.0,10.0,15.0,1.0,0.3076923076923077,0.08108108108108109,0.06493506493506493,0.8,0.8,0.75,0.07142857142857142,1.0,0.02564102564102564,0.03571428571428571,14.0,1.0,3.0,3.0,18.0,1.0,3.0,5.0,18.0,45.0,14.0,8.0,5.0,0.8333333333333334,0.3673469387755102,0.3333333333333333,0.2777777777777778,0.3673469387755102,0.0427807486631016,0.016129032258064516,0.358974358974359,0.358974358974359,0.8571428571428571,0.42857142857142855,0.3333333333333333,1.0,0.21428571428571427,0.358974358974359,,13.0,8.0,,,3.0,8.0,27.0,8.0,,,,,0.008368200836820083,,False,1.0,1.0,2.0,4.0,4.0,10.0,2.0,4.0,9.0,2.0,5.0,3.0,2.0,1.0,4.0,1.0,3.0,5.0,9.0,2.0,1.0,3.0,1.0,5.0,1.0,3.0,3.0,0.06666666666666667,0.011428571428571429,0.018518518518518517,0.01282051282051282,0.022727272727272728,0.07407407407407407,0.05194805194805195,0.5,0.5,0.5,0.12987012987012986,0.4,0.4,0.75,0.14285714285714285,1.0,0.14285714285714285,0.5,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,94483.0,1575,1,2892,2902,663,505,355,5794,35.0,98.0,1.0,,176.0,359.0,1.0,404.0,2981,39.0,76.0,87.0,38.0,69.0,,93.0,260.0,1.0,29.0,35.0,21.0,6.0,76.0,55.0,252.0,344.0,93.0,663,0.7386363636363636,0.8552631578947368,0.49025069637883006,0.5131578947368421,0.5507246376811594,0.4888888888888889,0.5131578947368421,0.5507246376811594,0.5113924050632911,0.5178571428571429,0.5670731707317073,0.002777777777777778,13.745080230093853,0.17857142857142858,0.16606757728253055,0.15789473684210525,0.2722222222222222,0.35714285714285715,0.35714285714285715,0.8857142857142857,0.002777777777777778,,0.3527777777777778,0.45845402777777805,0.51835,0.4539913043478261,0.21534653465346534,0.2301980198019802,8.05208913649025,24.8,0.229253112033195,82.0,126.0,20.0,29.0,52.0,17.0,28.0,18.0,61.0,79.0,77.0,33.0,0.45901639344262296,0.1853448275862069,0.35,0.6507936507936508,0.7387387387387387,0.6829268292682927,0.42028985507246375,0.6896551724137931,0.0859375,0.08616187989556136,,,,,,,,,92.0,,,176.0,18.0,,,,,,0.16251154201292706,0.16408668730650156,,,,,,,,,22.0,6.0,4.0,13.0,21.0,92.0,132.0,185.0,10.0,0.06128133704735376,0.11904761904761904,0.2441860465116279,0.0663265306122449,0.06739811912225706,0.051094890510948905,False,28.0,51.0,59.0,135.0,,,,,,48.0,2.0,2.0,73.0,6.0,29.0,18.0,11.0,5.0,33.0,10.0,,5.0,9.0,,,11.0,8.0,0.046511627906976744,0.06759259259259259,0.08529411764705883,0.04156479217603912,0.19927536231884058,0.14049586776859505,0.375,0.43703703703703706,0.4609375,0.7288135593220338,,,,,0.6710526315789473,0.5490196078431373,,,,9.0,5.0,2.0,4.0,5.0,8.0,18.0,10.0,30.0,25.0,5.0,30.0,19.0,2.0,1.0,14.0,7.0,0.05185185185185185,0.08157099697885196,0.1016949152542373,0.03125,0.6333333333333333,0.2857142857142857,,,,,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,16219.0,270,12,503,491,156,190,64,994,6.0,21.0,32.0,10.0,9.0,34.0,32.0,65.0,515,2.0,3.0,14.0,4.0,11.0,10.0,28.0,12.0,32.0,8.0,13.0,6.0,,31.0,6.0,29.0,41.0,28.0,156,0.6666666666666666,0.75,0.2647058823529412,0.6666666666666666,0.36363636363636365,0.38636363636363635,0.5833333333333334,0.40476190476190477,0.4383561643835616,0.7,0.5185185185185185,0.48484848484848486,14.956521739130435,0.14285714285714285,0.12735849056603774,0.0625,0.3181818181818182,0.2857142857142857,0.2857142857142857,0.8333333333333334,0.48484848484848486,0.47619047619047616,0.6212121212121212,0.46911439393939386,0.42750999999999995,0.4526357142857143,0.2153846153846154,0.4307692307692308,12.091176470588234,25.590625,0.3101391650099404,1.0,9.0,,3.0,14.0,11.0,3.0,3.0,13.0,16.0,16.0,5.0,0.23076923076923078,0.19230769230769232,0.13636363636363635,0.1111111111111111,0.2,1.0,0.14285714285714285,,0.08333333333333333,0.1282051282051282,11.0,1.0,3.0,3.0,11.0,1.0,3.0,3.0,6.0,33.0,11.0,21.0,2.0,1.0,0.34375,0.3333333333333333,0.3,0.34375,0.12352941176470589,0.15217391304347827,0.34375,0.34375,1.0,0.5,0.3333333333333333,1.0,0.3,0.34375,4.0,5.0,3.0,3.0,2.0,12.0,20.0,37.0,6.0,0.11764705882352941,0.4444444444444444,0.08,0.058823529411764705,0.049107142857142856,0.045454545454545456,False,,,2.0,4.0,,,,,,2.0,2.0,2.0,8.0,1.0,7.0,5.0,2.0,1.0,10.0,,,5.0,,1.0,1.0,1.0,1.0,0.045454545454545456,0.046242774566473986,0.07692307692307693,0.0375,0.14285714285714285,0.09333333333333334,0.06060606060606061,0.5,0.5,,,,,,,,,,0.030303030303030304,7.0,1.0,,4.0,,2.0,1.0,1.0,,,,,,,,,,,0.024390243902439025,0.14285714285714285,0.024390243902439025,,,,,,,,,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,36890.0,615,1,1166,1159,478,427,138,2325,30.0,76.0,65.0,27.0,41.0,96.0,97.0,247.0,1220,2.0,8.0,11.0,16.0,36.0,37.0,98.0,58.0,64.0,29.0,35.0,19.0,5.0,76.0,8.0,41.0,51.0,98.0,478,0.7073170731707317,0.7073170731707317,0.4270833333333333,0.25,0.4444444444444444,0.5,0.18421052631578946,0.4863013698630137,0.5573394495412844,0.2619047619047619,0.5568181818181818,0.5025906735751295,17.85983421250942,0.064,0.07528957528957529,0.08333333333333333,0.39378238341968913,0.39473684210526316,0.40540540540540543,0.7333333333333333,0.33678756476683935,0.3698630136986301,0.5803108808290155,0.47464712041884816,0.49908999999999987,0.460331690140845,0.044534412955465584,0.3967611336032389,15.628124999999999,25.208247422680405,0.4099485420240137,8.0,15.0,4.0,10.0,54.0,27.0,10.0,7.0,20.0,37.0,60.0,13.0,0.5,0.056179775280898875,0.07772020725388601,0.5333333333333333,0.5714285714285714,0.625,0.136986301369863,0.4,0.0861244019138756,0.12037037037037036,23.0,1.0,8.0,7.0,37.0,1.0,11.0,13.0,24.0,102.0,23.0,31.0,9.0,0.918918918918919,0.38144329896907214,0.09090909090909091,0.35135135135135137,0.3854166666666667,0.07888040712468193,0.07874015748031496,0.35384615384615387,0.35384615384615387,0.8695652173913043,0.42105263157894735,0.125,1.0,0.25925925925925924,0.359375,4.0,6.0,5.0,4.0,2.0,10.0,23.0,52.0,11.0,0.041666666666666664,0.06666666666666667,0.037037037037037035,0.035398230088495575,0.018711018711018712,0.0379746835443038,False,,2.0,3.0,5.0,14.0,32.0,6.0,10.0,9.0,,1.0,5.0,5.0,1.0,12.0,8.0,4.0,1.0,10.0,3.0,3.0,2.0,1.0,4.0,5.0,9.0,7.0,0.016666666666666666,0.01358695652173913,0.009523809523809525,0.011299435028248588,0.07216494845360824,0.08284023668639054,0.025906735751295335,0.6,0.75,0.6666666666666666,0.16580310880829016,0.4375,0.4375,1.0,0.10526315789473684,,0.136986301369863,0.6,0.04950495049504951,4.0,1.0,,4.0,,3.0,1.0,6.0,,,,,,,,,,0.2,0.023255813953488372,0.029411764705882353,0.009345794392523364,,,3.0,1.0,1.0,0.02631578947368421,0.15789473684210525,,,,,,,,,,,,
