EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,DefThreePtRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,AtRimAssists,FTDefRebounds,LostBallTurnovers,DefFTReboundPct,SecondChanceFtPoints,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,OffAtRimReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,NonHeaveArc3FGM,BadPassOutOfBoundsTurnovers,SecondChanceFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,PenaltyArc3FGM,SelfOReb,Travels,SecondChanceTurnovers,SelfORebPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,BlockedShortMidRange,FTOffRebounds,Loose Ball Fouls,OffFTReboundPct,ShortMidRangeAssists,SecondChanceAtRimPctAssisted,on,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffCorner3ReboundPct,Fg3aBlocked,StepOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,HeaveMakes,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,Clear Path Fouls,BlockedArc3,OffensiveGoaltends,3pt And 1 Free Throw Trips
101122,1610612754,Danny Granger,Danny Granger,101122,IND,1428.0,24,-5,49,52,38.0,22,9.0,101,3.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,8.0,1.0,4.0,2.0,17.0,50,1.0,1.0,2.0,5.0,6.0,1.0,4.0,1.0,14.0,4.0,8.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,14.0,38.0,0.3333333333333333,0.4,1.0,0.25,0.25,0.3333333333333333,0.75,1.0,0.8333333333333334,0.625,1.0,0.65,0.6538461538461539,1.0,0.7,0.3333333333333333,25.0,0.12,0.0625,0.1071428571428571,0.0454545454545454,0.1666666666666666,0.2,0.1,0.1,1.0,0.25,1.0,1.0,0.3333333333333333,0.1666666666666666,0.5,0.5,0.25,0.6666666666666666,0.6666666666666666,0.5,0.0833333333333333,1.0,1.0,1.0,0.25,1.0,1.0,0.3,1.0,0.1,1.0,0.3,0.5833333333333334,0.5179545454545456,0.4123,0.5506666666666667,0.1538461538461538,0.2222222222222222,0.1176470588235294,0.8235294117647058,9.225,28.75,0.7755102040816326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
101158,1610612754,Orien Greene,Orien Greene,101158,IND,333.0,6,1,9,11,2.0,5,2.0,20,,,,,,,,,,1.0,,,,,,,,1.0,,,,,5,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,18.181818181818183,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.3814,0.3814,,,,,,16.6,,0.2222222222222222,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
101185,1610612754,Rawle Marshall,Rawle Marshall,101185,IND,1792.0,30,-9,64,64,43.0,26,10.0,128,,2.0,,,,1.0,,,,,,,,,1.0,1.0,,2.0,,1.0,7.0,7.0,64,,,,,1.0,,1.0,7.0,7.0,,,,,,1.0,,3.0,,9.0,2.0,2.0,3.0,3.0,6.0,,,,,,1.0,1.0,,,6.0,10.0,,3.0,,,,,7.0,43.0,,,,,,,,,,,,,0.4375,,0.5,0.3333333333333333,12.0,0.0833333333333333,0.0833333333333333,0.1,0.0967741935483871,0.1428571428571428,,0.2,0.1,,0.6666666666666666,,,,,,,,,,,,,,,0.3333333333333333,,,0.5,,,,0.5,1.0,0.5215166666666667,,0.493325,0.5,0.6,,1.0,,25.1,0.671875,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.1666666666666666,0.1428571428571428,0.1111111111111111,0.1666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
200761,1610612754,Shawne Williams,Shawne Williams,200761,IND,997.0,17,-9,32,32,7.0,18,3.0,64,3.0,3.0,1.0,1.0,,,1.0,1.0,,2.0,1.0,1.0,,,,,4.0,6.0,1.0,1.0,,11.0,36,1.0,1.0,2.0,,1.0,,,,,,8.0,3.0,2.0,,,1.0,1.0,,2.0,1.0,,2.0,1.0,3.0,1.0,1.0,,,,3.0,,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,7.0,,,1.0,1.0,,1.0,0.6666666666666666,1.0,,0.7857142857142857,1.0,,0.7857142857142857,1.0,,0.1428571428571428,28.571428571428573,,0.0769230769230769,,0.0714285714285714,0.1666666666666666,,,,,0.4285714285714285,1.0,1.0,,0.1428571428571428,1.0,1.0,0.2857142857142857,,,,0.1428571428571428,1.0,1.0,1.0,,1.0,1.0,,,,,,0.5714285714285714,0.4912857142857142,0.6226,0.3699,0.2857142857142857,0.3333333333333333,0.1818181818181818,,8.549999999999999,24.1,0.21875,3.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2694,1610612754,Josh Powell,Josh Powell,2694,IND,3861.0,64,-29,131,133,74.0,59,22.0,264,2.0,6.0,1.0,4.0,1.0,5.0,,2.0,,7.0,,,,,,,2.0,15.0,,,8.0,12.0,153,1.0,5.0,4.0,1.0,7.0,,,7.0,9.0,2.0,2.0,,2.0,,,3.0,3.0,1.0,6.0,4.0,9.0,12.0,7.0,19.0,,,,4.0,1.0,5.0,2.0,14.0,18.0,9.0,12.0,,3.0,,,,,9.0,74.0,0.5,1.0,,,,,0.1333333333333333,0.2,0.1428571428571428,0.1333333333333333,0.2,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.375,,16.883116883116884,0.2,0.0869565217391304,0.1818181818181818,0.1166666666666666,0.0526315789473684,0.3846153846153846,0.0714285714285714,0.1666666666666666,,0.4,0.3333333333333333,0.5,0.5,0.1333333333333333,,,0.4666666666666667,,,,,,,,,0.8,0.25,0.7142857142857143,0.2,,,,0.4,0.4760066666666667,0.4327666666666667,0.5899428571428571,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.75,10.173333333333334,,0.5648854961832062,1.0,1.0,0.2,3.0,,,,3.0,1.0,3.0,3.0,0.2,0.3333333333333333,0.1,0.2142857142857142,,0.2727272727272727,,2.0,2.0,,0.1818181818181818,2.0,3.0,1.0,1.0,1.0,1.0,0.5,0.2142857142857142,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2224,1610612754,Jamaal Tinsley,Jamaal Tinsley,2224,IND,710.0,12,-3,26,26,14.0,13,6.0,52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,1.0,,2.0,3.0,,1.0,4.0,8.0,37,1.0,1.0,2.0,2.0,3.0,,,4.0,8.0,2.0,2.0,,,,1.0,2.0,2.0,1.0,4.0,,1.0,1.0,,1.0,,,,,,2.0,2.0,2.0,3.0,2.0,4.0,,,,,,,8.0,14.0,0.5,0.5,,,,,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8,0.25,25.806451612903228,0.1666666666666666,,0.125,,,,0.3333333333333333,,,0.25,1.0,1.0,,0.5,0.5,1.0,,,,,,,,,0.25,1.0,1.0,0.3333333333333333,1.0,,,,0.5,0.3919625,,0.4038666666666666,,,0.25,1.0,2.8666666666666667,27.4,0.5384615384615384,2.0,2.0,1.0,1.0,,,,,,2.0,2.0,0.3333333333333333,,,,,,,1.0,,,,,,1.0,,,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
353,1610612754,Darrell Armstrong,Darrell Armstrong,353,IND,1097.0,18,-16,34,36,18.0,13,7.0,70,1.0,1.0,,,1.0,1.0,,,,,,1.0,,1.0,3.0,1.0,1.0,1.0,2.0,4.0,,8.0,49,,,3.0,1.0,1.0,,2.0,,2.0,,2.0,3.0,,,3.0,2.0,2.0,2.0,4.0,1.0,,1.0,2.0,3.0,,,,1.0,,2.0,1.0,,,1.0,,,,,,,,2.0,18.0,,,0.5,0.5,,0.5,1.0,,1.0,0.8,0.75,0.3333333333333333,0.8,0.75,0.3333333333333333,0.8,16.666666666666668,,0.1,0.0769230769230769,0.125,0.1428571428571428,,,,,0.2,1.0,1.0,,,,,,,,,0.2,,,,0.6,,,0.3333333333333333,1.0,0.3333333333333333,,0.3333333333333333,1.0,0.5195700000000001,0.68955,0.4576,,,0.375,0.25,,25.65,0.5294117647058824,1.0,1.0,0.5,,,,,1.0,1.0,,,,,1.0,0.1666666666666666,,0.25,,,,,,,,,,,,,,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
101180,1610612754,Sarunas Jasikevicius,Sarunas Jasikevicius,101180,IND,3086.0,51,-12,104,103,58.0,44,16.0,207,,2.0,,,,1.0,,3.0,2.0,3.0,1.0,2.0,1.0,2.0,7.0,5.0,2.0,8.0,4.0,9.0,2.0,18.0,108,1.0,3.0,8.0,,3.0,3.0,7.0,,9.0,4.0,,6.0,,,7.0,4.0,5.0,2.0,11.0,,3.0,7.0,1.0,8.0,,,,5.0,1.0,8.0,6.0,1.0,1.0,1.0,2.0,,1.0,,,,,9.0,58.0,1.0,1.0,0.5,0.4444444444444444,0.4285714285714285,0.4444444444444444,0.25,0.3333333333333333,,0.4705882352941176,0.8,0.45,0.5,0.8,0.45,0.5294117647058824,21.487603305785125,0.0789473684210526,,0.1590909090909091,0.0212765957446808,,0.0909090909090909,0.0833333333333333,0.0666666666666666,,0.1176470588235294,,,,0.1764705882352941,,,0.1764705882352941,0.6666666666666666,0.6666666666666666,1.0,0.1176470588235294,0.5,0.5,1.0,0.4117647058823529,,,0.1,,0.2,0.5,0.5,0.6470588235294118,0.4917911764705882,0.4649,0.513625,0.0555555555555555,0.1111111111111111,0.4444444444444444,0.5,10.4,24.988888888888887,0.5576923076923077,3.0,3.0,0.375,,1.0,,1.0,1.0,4.0,,,,,0.6666666666666666,0.0833333333333333,,0.1111111111111111,,2.0,,,,,,,,,,,,0.8,,1.0,3.0,1.0,1.0,2.0,2.0,6.0,3.0,1.0,1.0,0.4285714285714285,0.4285714285714285,0.3333333333333333,0.2,0.2,1.0,,0.4285714285714285,1.0,2.0,1.0,1.0,1.0,0.0909090909090909,1.0,1.0,0.4,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2758,1610612754,David Harrison,David Harrison,2758,IND,860.0,14,3,32,32,26.0,6,6.0,64,1.0,2.0,,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,4.0,,,,2.0,21,,,,1.0,3.0,,,,2.0,2.0,,,,,,,,,,,3.0,3.0,,3.0,,,,,,,,2.0,2.0,,,,,4.0,1.0,4.0,2.0,2.0,26.0,1.0,1.0,,,,,0.25,,0.3333333333333333,0.25,,0.3333333333333333,0.25,,0.3333333333333333,,10.81081081081081,0.2142857142857142,,0.1666666666666666,,,0.25,0.25,0.1666666666666666,0.5,0.5,0.5,0.5,1.0,0.25,,,0.25,,,,,,,,,,,0.3333333333333333,1.0,,,,0.5,0.5065500000000001,,0.4967999999999999,,,,1.0,7.449999999999999,,0.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,True,,,,,,,,,,,,,,,,,,,,
1536,1610612754,Stephen Jackson,Stephen Jackson,1536,IND,1276.0,21,-2,42,43,22.0,14,9.0,85,3.0,3.0,,,1.0,1.0,,1.0,2.0,4.0,,1.0,,,2.0,2.0,5.0,8.0,,3.0,1.0,11.0,56,1.0,1.0,2.0,1.0,2.0,,2.0,,2.0,4.0,6.0,,,,2.0,,1.0,,3.0,,2.0,2.0,1.0,3.0,1.0,,1.0,,,2.0,2.0,1.0,2.0,3.0,2.0,,1.0,,,,,2.0,22.0,0.4,0.4,,,,,0.625,1.0,0.5,0.4545454545454545,1.0,0.25,0.4583333333333333,1.0,0.25,0.2727272727272727,26.923076923076923,0.1538461538461538,,0.1333333333333333,,,,,0.3333333333333333,,0.2727272727272727,1.0,1.0,,0.0909090909090909,,,0.3636363636363636,0.5,0.5,1.0,0.0909090909090909,,,,0.1818181818181818,,,0.25,1.0,,,0.5,0.5454545454545454,0.5023299999999999,0.4004,0.6243666666666666,0.0833333333333333,0.1111111111111111,0.1818181818181818,0.1818181818181818,9.45,30.3,0.5238095238095238,2.0,,1.0,1.0,1.0,1.0,,,,,,0.125,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.2,,,True,,,,,,,,,,,,,,,,,,,,
