EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Loose Ball Fouls Drawn,ShortMidRangePctAssisted,FTDefRebounds,Offensive Fouls Drawn,Technical Free Throw Trips,ShortMidRangePctBlocked,DefFTReboundPct,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,OffCorner3ReboundPct,LongMidRangePctAssisted,PtsPutbacks,FTOffRebounds,Travels,BlockedShortMidRange,DefensiveGoaltends,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,3SecondViolations,StepOutOfBoundsTurnovers,on,SecondChanceCorner3FGM,Fg3aBlocked,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,HeaveMakes,Clear Path Fouls
101129,1610612745,Luther Head,Luther Head,101129,HOU,8635.0,144,26.0,271,273,102,79.0,27.0,544,5.0,9.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,10.0,4.0,9.0,1.0,1.0,3.0,14.0,26.0,2.0,3.0,4.0,7.0,9.0,22.0,18.0,35.0,6.0,78.0,261,3.0,4.0,2.0,4.0,1.0,13.0,3.0,9.0,5.0,10.0,5.0,26.0,2.0,16.0,42.0,12.0,1.0,25.0,14.0,2.0,9.0,6.0,15.0,3.0,3.0,5.0,3.0,1.0,36.0,1.0,2.0,2.0,15.0,17.0,3.0,20.0,1.0,2.0,2.0,4.0,2.0,3.0,5.0,1.0,9.0,3.0,5.0,11.0,1.0,5.0,8.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,102,1.0,1.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.5142857142857142,0.5,0.5,0.5294117647058824,0.4090909090909091,0.75,0.3333333333333333,0.631578947368421,0.75,0.5526315789473685,0.65,0.8125,0.6190476190476191,0.6140350877192983,0.0909090909090909,0.1111111111111111,0.1,22.8476821192053,0.4444444444444444,0.131578947368421,0.0333333333333333,0.0689655172413793,0.0192307692307692,0.1188811188811188,0.0267857142857142,0.0952380952380952,0.024390243902439,0.1875,0.0769230769230769,0.125,0.0476190476190476,0.125,0.04,1.0,0.1578947368421052,0.5555555555555556,0.625,0.2,0.0526315789473684,0.6666666666666666,0.6666666666666666,0.175438596491228,0.2,0.2222222222222222,0.1578947368421052,0.4444444444444444,0.4444444444444444,1.0,0.4561403508771929,0.5384615384615384,0.5384615384615384,0.7142857142857143,0.125,1.0,0.125,0.375,0.6666666666666666,1.0,0.1578947368421052,1.0,0.1578947368421052,0.3333333333333333,0.3684210526315789,0.5714285714285714,0.7719298245614035,0.56,0.4883267857142857,0.559375,0.4189194444444444,0.0508474576271186,0.0869565217391304,0.0277777777777777,0.1666666666666666,0.3333333333333333,10.213636363636365,25.628571428571423,0.3763837638376384,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,2260.0,38,27.0,71,68,22,31.0,11.0,139,6.0,6.0,,,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,7.0,7.0,,,3.0,17.0,58,,,,,,,3.0,3.0,,,3.0,9.0,14.0,,,,,,,,,,,,,,,,,3.0,,4.0,6.0,10.0,3.0,13.0,,,,,,,2.0,,2.0,,3.0,6.0,2.0,4.0,7.0,1.0,2.0,,2.0,,,,,9.0,22,1.0,2.0,1.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,0.85,,0.9,,,,,14.457831325301203,,0.24,,0.3076923076923077,0.1764705882352941,0.2631578947368421,0.1034482758620689,,0.25,0.3,,0.2727272727272727,0.3333333333333333,,,,0.8571428571428571,1.0,1.0,1.0,0.1428571428571428,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.8571428571428571,,0.5570714285714286,,0.5369666666666667,0.25,0.25,,,0.5294117647058824,1.1714285714285713,,0.3098591549295774,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
101249,1610612745,John Lucas III,John Lucas III,101249,HOU,3683.0,61,14.0,122,117,56,50.0,14.0,239,2.0,3.0,,1.0,1.0,2.0,7.0,12.0,,4.0,3.0,4.0,,1.0,1.0,2.0,6.0,,,1.0,3.0,9.0,19.0,5.0,10.0,5.0,38.0,114,1.0,2.0,,,,2.0,4.0,8.0,2.0,4.0,3.0,17.0,2.0,16.0,15.0,,,6.0,2.0,3.0,4.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,14.0,,1.0,2.0,5.0,8.0,1.0,9.0,,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,,3.0,6.0,,2.0,,,,,,,17.0,56,,,0.1111111111111111,0.1111111111111111,1.0,0.5,,0.5,0.5,0.4736842105263157,0.5,0.5,0.5689655172413793,0.5,0.5833333333333334,0.5806451612903226,0.5,0.6153846153846154,0.3448275862068966,0.1578947368421052,0.3333333333333333,0.25,23.91304347826087,0.5,0.1219512195121951,0.0357142857142857,0.1052631578947368,,0.1166666666666666,0.0188679245283018,0.1428571428571428,,0.0833333333333333,0.1111111111111111,0.15,0.0714285714285714,0.2,,,0.1034482758620689,0.6666666666666666,1.0,,0.4137931034482758,0.5833333333333334,0.6363636363636364,0.1379310344827586,,,0.1379310344827586,0.75,0.75,1.0,0.2068965517241379,0.3333333333333333,0.3333333333333333,1.0,0.5,,,,,,0.1666666666666666,0.5,0.0833333333333333,1.0,0.25,0.3333333333333333,0.4482758620689655,0.3333333333333333,0.4487258620689655,0.3635,0.4418416666666667,0.064516129032258,0.0952380952380952,,0.0526315789473684,0.4473684210526316,8.221052631578948,24.53,0.4590163934426229,,0.1428571428571428,1.0,1.0,2.0,0.0833333333333333,0.25,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1503,1610612745,Tracy McGrady,Tracy McGrady,1503,HOU,4930.0,82,4.0,150,153,58,51.0,17.0,303,3.0,4.0,,,1.0,1.0,1.0,1.0,7.0,16.0,,,,,,5.0,15.0,,2.0,3.0,7.0,11.0,21.0,5.0,15.0,16.0,53.0,149,1.0,1.0,,2.0,,2.0,3.0,5.0,3.0,7.0,6.0,21.0,8.0,14.0,6.0,9.0,,15.0,5.0,2.0,10.0,8.0,18.0,3.0,5.0,7.0,3.0,,44.0,1.0,,1.0,9.0,11.0,1.0,12.0,,5.0,2.0,3.0,,3.0,3.0,,6.0,3.0,1.0,4.0,1.0,14.0,20.0,1.0,7.0,1.0,2.0,1.0,1.0,1.0,,21.0,58,,2.0,0.3636363636363636,0.3636363636363636,0.4,0.3333333333333333,,0.4285714285714285,0.3333333333333333,0.5238095238095238,1.0,0.6,0.5138888888888888,0.3333333333333333,0.625,0.5888888888888889,0.3333333333333333,0.7,0.4166666666666667,0.0952380952380952,0.25,0.0625,30.357142857142858,0.5,0.1475409836065573,,0.0714285714285714,0.0294117647058823,0.1333333333333333,0.0142857142857142,,,,0.2142857142857142,0.1875,0.0909090909090909,,,,0.1111111111111111,0.75,1.0,,0.0277777777777777,1.0,1.0,0.4444444444444444,0.4375,0.4666666666666667,,,,,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.4,,,,0.6666666666666666,,,0.0833333333333333,1.0,,,0.5833333333333334,0.4285714285714285,0.5277777777777778,0.3333333333333333,0.4610458333333332,0.4133,0.4497916666666666,0.1860465116279069,0.2592592592592592,0.0625,0.0377358490566037,0.3962264150943396,15.157142857142858,26.046666666666667,0.3866666666666666,,,1.0,2.0,,,0.1111111111111111,3.0,1.0,1.0,1.0,0.0909090909090909,0.5714285714285714,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1909,1610612745,Scott Padgett,Scott Padgett,1909,HOU,11856.0,198,23.0,373,371,141,127.0,41.0,744,6.0,13.0,2.0,5.0,3.0,6.0,1.0,3.0,,4.0,3.0,8.0,1.0,1.0,3.0,5.0,21.0,,2.0,2.0,6.0,7.0,20.0,8.0,29.0,6.0,44.0,357,2.0,6.0,,3.0,1.0,5.0,3.0,8.0,3.0,9.0,3.0,18.0,8.0,6.0,21.0,3.0,,21.0,5.0,4.0,4.0,4.0,8.0,2.0,2.0,3.0,,1.0,20.0,4.0,6.0,9.0,20.0,34.0,11.0,45.0,1.0,4.0,,5.0,,4.0,3.0,1.0,8.0,2.0,16.0,33.0,1.0,7.0,11.0,1.0,4.0,,2.0,3.0,1.0,3.0,2.0,18.0,141,7.0,2.0,0.5714285714285714,0.8,0.875,0.2758620689655172,,0.3333333333333333,0.2758620689655172,0.35,0.3333333333333333,0.375,0.3877551020408163,0.2222222222222222,0.4411764705882353,0.4074074074074074,0.25,0.45,0.5918367346938775,0.2,0.1538461538461538,,14.76190476190476,0.625,0.1408450704225352,0.0659340659340659,0.2045454545454545,0.0555555555555555,0.1559139784946236,0.0613496932515337,0.037037037037037,0.0384615384615384,0.2307692307692307,0.1515151515151515,0.0857142857142857,0.21875,0.1666666666666666,0.0333333333333333,0.6666666666666666,0.2653061224489796,0.4615384615384615,0.5454545454545454,0.5,0.0612244897959183,0.3333333333333333,1.0,0.0816326530612244,,,0.1632653061224489,0.375,0.375,1.0,0.4285714285714285,0.238095238095238,0.238095238095238,0.8,0.5555555555555556,0.4,0.1111111111111111,0.2222222222222222,,,0.3529411764705882,0.5,0.1764705882352941,0.3333333333333333,0.3529411764705882,0.3333333333333333,0.8571428571428571,0.238095238095238,0.5391153061224491,0.5324214285714285,0.563120588235294,0.0769230769230769,0.1739130434782608,,0.1136363636363636,0.4090909090909091,5.049999999999999,24.82758620689655,0.3780160857908847,1.0,1.0,5.0,1.0,,0.6666666666666666,0.3333333333333333,4.0,,1.0,2.0,0.1,,4.0,1.0,1.0,2.0,1.0,0.0555555555555555,0.1,0.0588235294117647,,,True,,,,,,,,,,,,,,,,,
200779,1610612745,Steve Novak,Steve Novak,200779,HOU,3366.0,56,10.0,114,111,59,53.0,12.0,225,,,,,,,1.0,1.0,2.0,5.0,,1.0,,,,1.0,5.0,,,1.0,5.0,3.0,6.0,1.0,6.0,2.0,11.0,113,2.0,2.0,,,,4.0,1.0,2.0,1.0,5.0,,5.0,4.0,2.0,3.0,,,5.0,1.0,,,3.0,3.0,2.0,1.0,,,,9.0,,,2.0,6.0,9.0,2.0,11.0,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,5.0,,2.0,2.0,,1.0,,,,,,,5.0,59,2.0,,0.6666666666666666,0.6666666666666666,1.0,0.1666666666666666,,0.2,0.1666666666666666,0.5,1.0,0.5,0.375,1.0,0.3571428571428571,0.4230769230769231,1.0,0.3571428571428571,0.5,,,,10.9375,,0.1666666666666666,,0.1111111111111111,,0.1481481481481481,,,,0.1,0.2,0.1875,0.1538461538461538,,,,,,,,0.0833333333333333,1.0,1.0,0.4166666666666667,0.4,0.4,0.0833333333333333,,,,0.4166666666666667,0.2,0.2,1.0,,,,,,,,,,,0.7142857142857143,0.2,0.5,0.2,0.4287333333333333,0.3827,0.4322214285714286,0.0769230769230769,0.1428571428571428,,0.3636363636363636,0.4545454545454545,17.666666666666668,25.83333333333333,0.5175438596491229,,1.0,1.0,,,,0.2,,,,1.0,,0.5,,2.0,1.0,,,0.4,,,,,True,,,,,,,,,,,,,,,,,
2203,1610612745,Shane Battier,Shane Battier,2203,HOU,5362.0,89,17.0,169,167,60,44.0,16.0,336,1.0,2.0,,,,,,1.0,,1.0,3.0,4.0,,1.0,1.0,1.0,3.0,,,1.0,1.0,1.0,4.0,4.0,7.0,,14.0,148,,,,,,,,,2.0,2.0,,6.0,2.0,,12.0,,,3.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,,,11.0,,,,5.0,5.0,,5.0,,4.0,2.0,7.0,,7.0,2.0,,9.0,3.0,4.0,7.0,,9.0,2.0,,1.0,,,3.0,3.0,3.0,2.0,6.0,60,1.0,,1.0,1.0,1.0,0.5714285714285714,,1.0,0.5714285714285714,0.25,,,0.6363636363636364,,1.5,0.5833333333333334,,1.5,0.6363636363636364,0.5,0.5,1.0,11.170212765957448,0.7777777777777778,0.0704225352112676,,,,0.0581395348837209,,,,0.05,0.1176470588235294,0.0588235294117647,,,,0.6666666666666666,0.1818181818181818,0.5,1.0,1.0,0.0909090909090909,,,0.0909090909090909,,,0.3636363636363636,0.75,0.75,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.5,1.0,0.5,1.0,0.8181818181818182,0.3333333333333333,0.5075000000000001,,0.52965,0.0833333333333333,0.2,,,0.4285714285714285,5.875,24.814285714285717,0.3550295857988165,,,,2.0,,,,2.0,1.0,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,
2779,1610612745,Vassilis Spanoulis,Vassilis Spanoulis,2779,HOU,3343.0,56,-14.0,110,107,63,57.0,9.0,217,1.0,4.0,,,1.0,3.0,1.0,2.0,3.0,5.0,1.0,4.0,,1.0,4.0,,,,,,,5.0,11.0,1.0,4.0,5.0,18.0,127,1.0,1.0,,,,2.0,1.0,3.0,1.0,4.0,5.0,10.0,2.0,8.0,3.0,,,,,2.0,4.0,2.0,6.0,2.0,,3.0,1.0,,14.0,,2.0,2.0,1.0,3.0,2.0,5.0,,,,6.0,1.0,5.0,1.0,1.0,7.0,4.0,2.0,10.0,,7.0,6.0,,1.0,,2.0,,,,,10.0,63,6.0,2.0,0.2,0.25,1.0,0.25,,0.25,0.25,0.4545454545454545,1.0,0.3333333333333333,0.4333333333333333,1.0,0.3571428571428571,0.5,1.0,0.5,0.2666666666666666,0.1818181818181818,0.25,,20.49180327868853,0.8571428571428571,0.0357142857142857,0.074074074074074,0.125,,0.0681818181818181,0.0434782608695652,,,0.1111111111111111,,,0.1818181818181818,,,,0.2666666666666666,0.25,0.3333333333333333,1.0,0.1333333333333333,0.5,1.0,0.3333333333333333,0.6,0.6,0.2666666666666666,0.25,0.25,1.0,,,,,,,,,,,0.4285714285714285,0.3333333333333333,0.5714285714285714,0.25,,,0.5333333333333333,,0.45995,0.3778,0.5660071428571428,0.0625,0.0833333333333333,,0.1111111111111111,0.5555555555555556,10.581818181818182,23.5,0.5727272727272728,,,,1.0,,0.5,,,,,1.0,,,2.0,,,,,,0.3333333333333333,,,,True,,,,,,,,,,,,,,,,,
1719,1610612745,Bonzi Wells,Bonzi Wells,1719,HOU,845.0,14,,23,23,6,5.0,2.0,46,4.0,6.0,,1.0,2.0,3.0,2.0,2.0,,1.0,,1.0,,,,,,,,,,6.0,9.0,,1.0,1.0,13.0,24,,1.0,,,,,2.0,3.0,,,1.0,5.0,6.0,6.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,3.0,,,,,,,,,,,,1.0,,4.0,3.0,3.0,3.0,,,,,,,5.0,6,,,0.5,0.5,,,,,,0.6666666666666666,,0.6666666666666666,0.6,,0.6666666666666666,0.65,,0.8333333333333334,0.1,0.1111111111111111,0.1666666666666666,,38.46153846153846,,0.0833333333333333,0.125,,0.5,0.0769230769230769,0.2,0.3333333333333333,1.0,,,0.1666666666666666,,,,,0.6,0.6666666666666666,0.8,0.5,0.2,1.0,1.0,0.1,,,0.1,,,,,,,,1.0,,,,,,1.0,0.6666666666666666,,,,,0.7,,0.5089,,0.5618333333333333,0.3,0.3333333333333333,,,0.3846153846153846,3.488888888888889,24.5,0.2608695652173913,,0.5,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,4970.0,83,-15.0,155,155,44,29.0,12.0,310,7.0,11.0,1.0,2.0,,1.0,5.0,19.0,,1.0,,,,,,,,,,,,12.0,31.0,,,20.0,44.0,153,1.0,3.0,,,,2.0,2.0,6.0,,,7.0,11.0,22.0,2.0,,,,,,4.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,1.0,2.0,,13.0,16.0,3.0,19.0,1.0,2.0,2.0,4.0,,2.0,4.0,2.0,8.0,2.0,3.0,5.0,2.0,19.0,26.0,1.0,10.0,,3.0,3.0,1.0,3.0,1.0,11.0,44,,3.0,0.9166666666666666,1.0,,,,,,0.3870967741935484,0.3333333333333333,0.3333333333333333,0.3870967741935484,0.3333333333333333,0.3333333333333333,0.4883720930232558,0.3333333333333333,0.4545454545454545,,0.1290322580645161,0.0909090909090909,,29.411764705882355,0.5,0.2063492063492063,0.048780487804878,,0.0416666666666666,0.1710526315789473,0.0461538461538461,0.0833333333333333,0.0555555555555555,0.125,0.2666666666666666,0.21875,,,0.0666666666666666,0.3333333333333333,0.3548387096774194,0.6363636363636364,0.7,0.8571428571428571,0.6129032258064516,0.2631578947368421,0.3125,0.032258064516129,,,,,,,,,,,0.6666666666666666,0.5,,,,,0.1666666666666666,,,,,,0.3548387096774194,,0.4409870967741936,0.54145,0.4076833333333332,0.25,0.25,,0.0454545454545454,0.25,6.190322580645162,,0.2838709677419355,2.0,1.0,3.0,,2.0,0.1578947368421052,0.75,,,1.0,,,,2.0,,,2.0,,,0.0625,,2.0,,True,,,,,,,,,,,,,,,,,
