EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,ShortMidRangeAssists,FTOffRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,PenaltyCorner3Accuracy,PtsUnassisted3s,HeaveAttempts,Technical Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,DefensiveGoaltends,3SecondViolations,on,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Clear Path Fouls,BlockedCorner3,OffensiveGoaltends,Corner3PctBlocked
1506,1610612742,Austin Croshere,Austin Croshere,1506,DAL,9986.0,166,-23,320,311,128.0,132,46.0,631,5.0,19.0,1.0,4.0,1.0,5.0,4.0,8.0,5.0,15.0,1.0,6.0,1.0,1.0,4.0,12.0,25.0,1.0,2.0,3.0,5.0,14,42,13.0,31.0,7.0,74,321,1.0,6.0,2.0,3.0,3.0,11.0,3.0,10.0,3.0,9.0,2.0,17.0,18.0,10.0,39.0,2.0,25.0,12.0,8.0,8.0,3.0,11.0,2.0,1.0,3.0,5.0,25.0,4.0,2.0,7.0,31.0,6.0,44.0,6.0,50.0,2.0,1.0,1.0,6.0,1.0,3.0,4.0,3.0,2.0,10,1.0,2.0,9.0,14.0,1.0,1.0,8.0,1.0,7.0,4.0,1.0,1.0,1.0,1.0,2.0,17.0,128.0,3.0,0.6428571428571429,0.6923076923076923,1.0,0.4193548387096774,0.6666666666666666,0.3333333333333333,0.4193548387096774,0.3333333333333333,0.1666666666666666,0.3,0.4589041095890411,0.4444444444444444,0.3947368421052631,0.4805194805194805,0.5,0.425,0.4246575342465753,0.1904761904761904,0.4210526315789473,23.324396782841823,0.6,0.4,0.2818181818181818,0.018018018018018,0.2258064516129032,0.0833333333333333,0.2695035460992908,0.0377358490566037,0.0333333333333333,0.0212765957446808,0.09375,0.0625,0.1714285714285714,0.4,0.2571428571428571,0.25,0.054054054054054,0.2602739726027397,0.2631578947368421,0.4545454545454545,0.4,0.1095890410958904,0.5,0.5,0.5,0.2054794520547945,0.3333333333333333,0.3333333333333333,1.0,0.0821917808219178,0.1666666666666666,0.1666666666666666,1.0,0.3424657534246575,0.48,0.48,1.0,0.4444444444444444,0.25,0.1111111111111111,1.0,1.0,0.2222222222222222,0.5,1.0,0.2631578947368421,0.2,0.2105263157894736,0.2631578947368421,0.6,0.684931506849315,0.48,0.4977931506849315,0.51667,0.4910447368421052,0.0519480519480519,0.0869565217391304,0.1486486486486486,0.2297297297297297,8.299999999999999,24.570967741935483,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1533,1610612742,Anthony Johnson,Anthony Johnson,1533,DAL,33705.0,562,-65,1054,1055,412.0,464,115.0,2109,18.0,28.0,1.0,1.0,8.0,12.0,10.0,28.0,21.0,61.0,6.0,10.0,,1.0,3.0,5.0,19.0,1.0,1.0,1.0,7.0,49,117,11.0,29.0,21.0,152,1131,4.0,11.0,1.0,2.0,,11.0,19.0,40.0,4.0,10.0,16.0,66.0,46.0,52.0,33.0,2.0,19.0,5.0,5.0,47.0,31.0,78.0,19.0,12.0,16.0,28.0,187.0,5.0,7.0,9.0,25.0,1.0,35.0,13.0,48.0,1.0,16.0,10.0,11.0,8.0,10.0,20.0,1.0,4.0,31,1.0,13.0,33.0,68.0,,4.0,33.0,2.0,29.0,8.0,1.0,,,1.0,1.0,66.0,412.0,8.0,0.4693877551020408,0.4791666666666667,1.0,0.3793103448275862,0.5,0.4,0.3793103448275862,0.4188034188034188,0.3636363636363636,0.475,0.4486301369863014,0.4230769230769231,0.5,0.475,0.4230769230769231,0.55,0.1986301369863013,0.0427350427350427,0.1071428571428571,16.104553119730188,0.3548387096774194,0.0227272727272727,0.0657894736842105,0.019774011299435,0.0957446808510638,0.0396825396825396,0.0717299578059071,0.025,0.0206185567010309,0.0231213872832369,0.0352941176470588,0.048780487804878,0.0775862068965517,0.0245901639344262,0.0915492957746478,0.1,0.0126582278481012,0.1917808219178082,0.6428571428571429,0.72,0.5,0.1917808219178082,0.3571428571428571,0.3846153846153846,,0.4178082191780822,0.3442622950819672,0.3442622950819672,0.6666666666666666,0.0684931506849315,0.6,0.6,1.0,0.1301369863013698,0.2631578947368421,0.2631578947368421,1.0,0.0769230769230769,1.0,0.0769230769230769,,,0.0769230769230769,1.0,1.0,0.24,0.6666666666666666,0.06,0.14,0.1428571428571428,0.3904109589041096,0.2631578947368421,0.4545126712328766,0.410155,0.4708349999999999,0.0522875816993464,0.064516129032258,0.0723684210526315,0.4342105263157895,12.017094017094012,24.203448275862076,0.3908918406072106,3.0,3.0,1.0,6.0,1.0,1.0,6.0,1.0,7.0,1.0,7.0,0.0714285714285714,0.0357142857142857,0.0119047619047619,0.0833333333333333,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,16481.0,275,-6,516,522,204.0,225,57.0,1038,21.0,29.0,2.0,4.0,14.0,16.0,9.0,32.0,30.0,60.0,,,,,,7.0,14.0,,,1.0,5.0,60,121,7.0,14.0,66.0,207,558,6.0,11.0,,,,12.0,28.0,52.0,1.0,5.0,26.0,85.0,50.0,70.0,15.0,2.0,12.0,7.0,6.0,17.0,7.0,24.0,4.0,3.0,8.0,7.0,55.0,1.0,4.0,9.0,40.0,10.0,59.0,7.0,66.0,1.0,5.0,3.0,12.0,3.0,7.0,6.0,5.0,,18,2.0,7.0,10.0,15.0,,1.0,54.0,2.0,71.0,24.0,5.0,,,3.0,5.0,85.0,204.0,1.0,0.4166666666666667,0.423728813559322,0.7142857142857143,0.5,,0.2,0.5833333333333334,0.4958677685950413,0.5454545454545454,0.5384615384615384,0.5222222222222223,0.5454545454545454,0.5175438596491229,0.6097560975609756,0.5454545454545454,0.6014492753623188,0.1037037037037037,0.0495867768595041,0.1034482758620689,31.16438356164384,0.6666666666666666,0.4761904761904761,0.1970443349753694,0.0213903743315508,0.2,0.0196078431372549,0.1975806451612903,0.0210084033613445,0.0576923076923076,,,0.0526315789473684,0.2121212121212121,0.2258064516129032,0.16,0.2413793103448276,0.0175438596491228,0.2148148148148148,0.7241379310344828,0.8076923076923077,0.2857142857142857,0.237037037037037,0.28125,0.3103448275862069,0.3333333333333333,0.4444444444444444,0.5,0.5,0.5333333333333333,,,,,0.1037037037037037,0.5,0.5,0.7142857142857143,0.3636363636363636,0.5,,,,,,,0.2807017543859649,0.875,,0.087719298245614,0.2,0.3185185185185185,0.5833333333333334,0.4360666666666667,0.4432399999999999,0.4319814814814814,0.1568627450980392,0.1726618705035971,0.0579710144927536,0.4106280193236715,11.026446280991737,30.342857142857145,0.3953488372093023,,2.0,2.0,2.0,1.0,,2.0,6.0,11.0,3.0,11.0,0.09375,0.1818181818181818,0.025,0.125,0.6,,6.0,2.0,7.0,1.0,1.0,3.0,0.5,,,,,,True,,,,,,,,
1761,1610612742,Greg Buckner,Greg Buckner,1761,DAL,16084.0,268,-37,495,505,203.0,231,55.0,1000,7.0,12.0,,1.0,2.0,3.0,3.0,11.0,5.0,12.0,3.0,9.0,,,3.0,1.0,12.0,,2.0,1.0,5.0,15,35,4.0,21.0,6.0,48,552,2.0,5.0,,2.0,,4.0,5.0,11.0,2.0,8.0,1.0,17.0,18.0,12.0,12.0,2.0,12.0,1.0,3.0,5.0,10.0,15.0,5.0,5.0,2.0,2.0,40.0,1.0,4.0,5.0,25.0,1.0,31.0,5.0,36.0,1.0,3.0,2.0,5.0,,4.0,1.0,1.0,1.0,6,1.0,2.0,13.0,27.0,,,10.0,1.0,9.0,4.0,1.0,,,,1.0,17.0,203.0,6.0,0.6,0.6428571428571429,1.0,0.1904761904761904,,0.25,0.1904761904761904,0.4285714285714285,0.4,0.4545454545454545,0.375,0.2857142857142857,0.4210526315789473,0.4,0.2857142857142857,0.425,0.375,0.0857142857142857,0.0833333333333333,11.870503597122305,0.8333333333333334,0.0476190476190476,0.1344086021505376,0.0254777070063694,0.119047619047619,0.0147058823529411,0.131578947368421,0.0222222222222222,0.054054054054054,0.0126582278481012,0.0238095238095238,,0.0625,0.1639344262295081,0.1558441558441558,0.032258064516129,0.03125,0.2142857142857142,0.5833333333333334,0.6363636363636364,0.8571428571428571,0.1964285714285714,0.2727272727272727,0.3333333333333333,,0.2142857142857142,0.4166666666666667,0.4166666666666667,0.6,0.1607142857142857,0.3333333333333333,0.3333333333333333,1.0,0.2142857142857142,0.0833333333333333,0.0833333333333333,1.0,0.1428571428571428,,,,,0.2857142857142857,,,0.1578947368421052,0.6666666666666666,0.1578947368421052,0.2631578947368421,0.2,0.5892857142857143,0.0833333333333333,0.4638169642857143,0.43244,0.4291210526315789,0.0677966101694915,0.1052631578947368,0.0833333333333333,0.3541666666666667,8.414285714285715,24.20952380952381,0.4101010101010101,1.0,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,0.1818181818181818,,0.024390243902439,0.3636363636363636,1.0,0.3333333333333333,,,,1.0,,,,,,,,,True,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,16905.0,282,-10,514,516,165.0,209,59.0,1030,5.0,10.0,,1.0,2.0,4.0,8.0,19.0,23.0,41.0,10.0,20.0,4.0,6.0,5.0,11.0,34.0,1.0,3.0,3.0,14.0,36,70,21.0,54.0,18.0,153,559,2.0,5.0,5.0,9.0,9.0,28.0,8.0,21.0,6.0,19.0,7.0,41.0,26.0,46.0,54.0,,34.0,11.0,5.0,25.0,10.0,35.0,10.0,,11.0,12.0,80.0,,2.0,6.0,16.0,2.0,24.0,2.0,26.0,1.0,9.0,8.0,16.0,1.0,10.0,4.0,6.0,1.0,20,3.0,3.0,6.0,22.0,1.0,1.0,18.0,,23.0,10.0,1.0,,,,1.0,41.0,165.0,3.0,0.3611111111111111,0.3611111111111111,0.8571428571428571,0.3888888888888889,0.5555555555555556,0.3157894736842105,0.3888888888888889,0.5142857142857142,0.4,0.3809523809523809,0.5443548387096774,0.6785714285714286,0.425,0.575187969924812,0.7777777777777778,0.4659090909090909,0.4354838709677419,0.0714285714285714,0.3,26.333907056798623,0.8,0.1111111111111111,0.0842105263157894,0.0114942528735632,0.1304347826086956,,0.0932203389830508,0.0085836909871244,0.0222222222222222,0.0109890109890109,,,0.0892857142857142,0.0434782608695652,0.123076923076923,0.1428571428571428,0.0172413793103448,0.0806451612903225,0.5,0.7142857142857143,,0.1532258064516129,0.4210526315789473,0.4705882352941176,0.125,0.3306451612903225,0.5609756097560976,0.5609756097560976,0.5217391304347826,0.1612903225806451,0.5,0.5,0.9,0.2741935483870967,0.3235294117647059,0.3235294117647059,0.8181818181818182,0.0714285714285714,,0.4285714285714285,0.6666666666666666,1.0,0.2142857142857142,0.3333333333333333,1.0,0.1,0.5,0.125,0.35,0.2142857142857142,0.5161290322580645,0.3235294117647059,0.4791911290322581,0.5318461538461539,0.4723825,0.0839694656488549,0.131578947368421,0.1830065359477124,0.2679738562091503,12.992857142857142,24.500000000000004,0.321011673151751,3.0,2.0,,1.0,,,1.0,4.0,2.0,1.0,2.0,0.1052631578947368,,,0.0909090909090909,1.0,0.6,9.0,,,,1.0,,,1.0,0.0181818181818181,,,,True,,,,,,,,
1904,1610612742,Devean George,Devean George,1904,DAL,13256.0,221,-46,417,413,170.0,181,31.0,830,2.0,5.0,1.0,1.0,,2.0,4.0,9.0,4.0,18.0,9.0,18.0,,,12.0,5.0,16.0,,,3.0,10.0,10,32,14.0,34.0,2.0,64,454,2.0,3.0,,,,4.0,2.0,8.0,9.0,22.0,2.0,33.0,6.0,14.0,42.0,2.0,15.0,5.0,1.0,3.0,1.0,4.0,1.0,,1.0,1.0,9.0,1.0,3.0,3.0,15.0,4.0,22.0,4.0,26.0,1.0,5.0,4.0,7.0,,6.0,2.0,1.0,1.0,9,,3.0,14.0,29.0,,1.0,5.0,1.0,2.0,1.0,3.0,,,1.0,3.0,33.0,170.0,5.0,0.3,0.3333333333333333,1.0,0.4117647058823529,,0.4090909090909091,0.4242424242424242,0.3125,0.6666666666666666,0.25,0.4696969696969697,0.6666666666666666,0.5166666666666667,0.4776119402985074,0.6666666666666666,0.532258064516129,0.5151515151515151,0.03125,0.2,16.926503340757236,0.7777777777777778,0.2105263157894736,0.1071428571428571,0.024,0.075,0.0192307692307692,0.1,0.0225988700564971,0.0571428571428571,0.0147058823529411,0.0285714285714285,,0.0975609756097561,0.0961538461538461,0.1276595744680851,0.09375,0.0263157894736842,0.0757575757575757,0.4,0.5,,0.1363636363636363,0.4444444444444444,0.4444444444444444,0.25,0.2727272727272727,0.2222222222222222,0.2222222222222222,0.5,0.2727272727272727,0.5,0.5,1.0,0.2424242424242424,0.3125,0.3125,1.0,0.3333333333333333,1.0,,,,,,,0.0666666666666666,,0.4,0.3333333333333333,0.3,0.5909090909090909,0.3333333333333333,0.4715623076923076,0.4456333333333333,0.4923120689655173,0.0149253731343283,0.0303030303030303,0.0625,0.515625,13.225,25.152941176470584,0.407673860911271,6.0,1.0,,1.0,,,1.0,,,2.0,,,,,,0.6666666666666666,0.5,,1.0,,1.0,1.0,1.0,,,,,,,True,,,,,,,,
711,1610612742,Jerry Stackhouse,Jerry Stackhouse,711,DAL,16663.0,278,3,528,521,220.0,215,55.0,1049,10.0,19.0,1.0,3.0,4.0,10.0,7.0,21.0,30.0,59.0,,5.0,,2.0,4.0,5.0,16.0,1.0,2.0,4.0,11.0,47,99,5.0,21.0,33.0,142,524,3.0,8.0,1.0,4.0,,9.0,16.0,39.0,4.0,15.0,23.0,67.0,38.0,56.0,15.0,,16.0,5.0,6.0,19.0,9.0,28.0,3.0,6.0,8.0,10.0,65.0,2.0,3.0,5.0,15.0,1.0,21.0,7.0,28.0,1.0,10.0,9.0,9.0,3.0,5.0,11.0,4.0,1.0,20,3.0,7.0,3.0,13.0,1.0,5.0,35.0,,45.0,13.0,,,,,,67.0,220.0,2.0,0.4042553191489361,0.4042553191489361,1.0,0.238095238095238,0.25,0.2666666666666666,0.238095238095238,0.4747474747474747,0.375,0.4102564102564102,0.4541666666666666,0.375,0.4074074074074074,0.4964285714285714,0.375,0.4710144927536231,0.175,0.0606060606060606,0.1052631578947368,27.072758037225043,0.45,0.0476190476190476,0.0837988826815642,0.0177514792899408,0.0943396226415094,0.03125,0.0862068965517241,0.0214592274678111,0.0217391304347826,0.0123456790123456,0.0416666666666666,,0.0655737704918032,0.0212765957446808,0.1408450704225352,0.131578947368421,0.0175438596491228,0.1583333333333333,0.5263157894736842,0.5882352941176471,0.4,0.175,0.3333333333333333,0.4117647058823529,0.1428571428571428,0.4916666666666666,0.5084745762711864,0.5084745762711864,0.4666666666666667,0.0416666666666666,,,,0.1333333333333333,0.3125,0.3125,1.0,0.25,0.3333333333333333,0.1666666666666666,,,0.1666666666666666,0.5,1.0,0.1851851851851851,0.4,0.074074074074074,0.2037037037037037,0.3636363636363636,0.3333333333333333,0.3125,0.4409294117647058,0.4873642857142856,0.4472254716981131,0.099236641221374,0.1181818181818181,0.0633802816901408,0.4718309859154929,12.827272727272728,25.352380952380948,0.4166666666666667,,1.0,2.0,1.0,1.0,,4.0,2.0,9.0,,9.0,0.1904761904761904,0.125,0.0238095238095238,,,,,,3.0,,,1.0,,,,,,,True,,,,,,,,
200772,1610612742,Maurice Ager,Maurice Ager,200772,DAL,1892.0,32,-3,65,67,46.0,56,7.0,132,1.0,3.0,,,,2.0,1.0,1.0,3.0,9.0,,,,,,1.0,3.0,,,1.0,2.0,5,13,1.0,3.0,3.0,16,63,,,,,,,3.0,9.0,1.0,2.0,1.0,10.0,2.0,8.0,,,3.0,1.0,2.0,1.0,,1.0,,,,1.0,2.0,,,,2.0,,2.0,,2.0,,,,1.0,,,1.0,1.0,,2,1.0,2.0,1.0,5.0,,1.0,3.0,,4.0,2.0,,,,,,10.0,46.0,3.0,0.2,0.2,,0.3333333333333333,,0.5,0.3333333333333333,0.3846153846153846,,0.3333333333333333,0.40625,,0.4090909090909091,0.4444444444444444,,0.4166666666666667,0.1875,0.1538461538461538,0.6666666666666666,27.3972602739726,0.5,,0.0714285714285714,,,,0.0625,,,,,,0.125,,0.1,,,0.1875,0.3333333333333333,1.0,,0.0625,1.0,1.0,,0.5625,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,0.1875,0.3333333333333333,0.3333333333333333,,,,,,,,,,0.1818181818181818,,,0.1818181818181818,0.5,0.375,0.3333333333333333,0.4423031249999999,,0.4465,0.1111111111111111,0.1333333333333333,,0.625,13.976923076923075,24.5,0.7076923076923077,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,True,,,,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,10902.0,182,-70,348,355,141.0,157,35.0,703,7.0,11.0,2.0,3.0,4.0,5.0,8.0,18.0,9.0,29.0,2.0,4.0,,,1.0,8.0,13.0,,1.0,5.0,7.0,24,58,10.0,17.0,19.0,97,415,3.0,7.0,,1.0,1.0,7.0,13.0,25.0,5.0,8.0,5.0,46.0,24.0,24.0,24.0,4.0,13.0,8.0,3.0,8.0,2.0,10.0,,2.0,2.0,5.0,22.0,5.0,7.0,5.0,18.0,3.0,26.0,12.0,38.0,3.0,10.0,4.0,4.0,1.0,3.0,6.0,1.0,1.0,10,2.0,3.0,5.0,15.0,,1.0,20.0,2.0,24.0,10.0,6.0,,,3.0,6.0,46.0,141.0,2.0,0.5,0.5454545454545454,0.8,0.5882352941176471,,0.625,0.5882352941176471,0.4137931034482758,0.4285714285714285,0.52,0.52,0.375,0.6212121212121212,0.5773809523809523,0.3888888888888889,0.6571428571428571,0.2266666666666666,0.0517241379310344,,24.04092071611253,0.4,0.2,0.1621621621621621,0.0573770491803278,0.1724137931034483,0.1351351351351351,0.1642857142857142,0.0754716981132075,0.024390243902439,0.0545454545454545,0.1428571428571428,0.1111111111111111,0.1282051282051282,0.1333333333333333,0.2142857142857142,0.1428571428571428,0.081081081081081,0.1466666666666666,0.6363636363636364,0.6363636363636364,0.5714285714285714,0.24,0.4444444444444444,0.5333333333333333,0.375,0.3866666666666666,0.3103448275862069,0.3103448275862069,0.5555555555555556,0.0533333333333333,0.5,0.5,1.0,0.1733333333333333,0.6153846153846154,0.6153846153846154,0.75,0.375,0.6666666666666666,,,,0.125,,,0.1515151515151515,0.8,0.0303030303030303,0.2121212121212121,0.7142857142857143,0.3733333333333333,0.6153846153846154,0.4688700000000001,0.5654,0.4488227272727273,0.1463414634146341,0.15625,0.0721649484536082,0.4742268041237113,11.924137931034483,24.188235294117646,0.4051724137931034,,1.0,,6.0,1.0,,2.0,4.0,2.0,2.0,1.0,0.1666666666666666,,0.1153846153846153,0.25,0.3333333333333333,,6.0,,,1.0,2.0,1.0,,2.0,0.1111111111111111,1.0,1.0,,True,,,,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,1223.0,20,16,44,43,21.0,27,5.0,87,3.0,3.0,,,2.0,2.0,,,,1.0,,1.0,,,1.0,1.0,3.0,,,1.0,1.0,3,4,1.0,4.0,,9,34,,,,,,,2.0,3.0,1.0,2.0,,7.0,4.0,2.0,3.0,,2.0,1.0,,1.0,2.0,3.0,2.0,,1.0,,8.0,,,1.0,,,1.0,,1.0,,1.0,,1.0,,,,1.0,,1,,1.0,1.0,5.0,,,2.0,,,,1.0,,,1.0,1.0,7.0,21.0,3.0,0.6666666666666666,0.6666666666666666,1.0,0.25,,0.5,0.3333333333333333,0.75,,0.6666666666666666,0.5625,,0.7,0.5625,,0.7,0.5,,,18.367346938775512,1.0,,,,0.125,,0.0454545454545454,,,,,,,,,0.1666666666666666,,0.375,1.0,1.0,0.6666666666666666,,,,,0.125,,,,0.125,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.4,1.0,0.2,0.2,1.0,0.875,0.5,0.5437071428571429,,0.4957499999999999,,,,0.7777777777777778,5.175,37.125,0.4772727272727273,,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,True,,,,,,,,
