EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFtPoints,BadPassTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,OffAtRimReboundPct,OffShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,FTDefRebounds,SelfOReb,Blocked2s,BlockedShortMidRange,Blocks,DefFTReboundPct,SelfORebPct,Travels,Loose Ball Fouls,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,on,OffThreePtRebounds,FTOffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,DefensiveGoaltends,3SecondViolations,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedArc3,Corner3PctBlocked,OffensiveGoaltends,3pt And 1 Free Throw Trips
101145,1610612744,Monta Ellis,Monta Ellis,101145,GSW,1432.0,24,11.0,53,53,36.0,22,7.0,106,4.0,7.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,10.0,1.0,1.0,4.0,19,51,1.0,1.0,2.0,3.0,5.0,1.0,1.0,4.0,13.0,4.0,8.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,6.0,4.0,1.0,1.0,16.0,1.0,1.0,4.0,5.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,13.0,36.0,1.0,0.3333333333333333,0.4,1.0,1.0,1.0,1.0,0.6,1.0,0.6,0.6818181818181818,1.0,0.75,0.7307692307692307,1.0,0.8125,0.09090909090909091,0.2,0.2857142857142857,25.806451612903228,0.6666666666666666,0.25,0.043478260869565216,0.25,0.25,0.04,0.14285714285714285,0.6666666666666666,0.25,0.1111111111111111,0.25,0.6363636363636364,0.5714285714285714,0.8,0.5,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.09090909090909091,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.16666666666666666,1.0,0.7272727272727273,1.0,0.5934909090909091,0.567,0.5606166666666667,0.08333333333333333,0.09090909090909091,0.10526315789473684,0.6842105263157895,5.55,25.0,0.6792452830188679,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101235,1610612744,Kelenna Azubuike,Kelenna Azubuike,101235,GSW,1643.0,27,15.0,60,60,36.0,23,7.0,120,3.0,5.0,1.0,2.0,3.0,3.0,,,3.0,5.0,3.0,3.0,4.0,6.0,3.0,5.0,8.0,25,53,1.0,2.0,6.0,3.0,3.0,3.0,3.0,5.0,20.0,2.0,6.0,9.0,,5.0,3.0,1.0,,,,,,,,2.0,1.0,2.0,3.0,2.0,5.0,2.0,,2.0,1.0,,,1.0,1.0,,2.0,,7.0,,12.0,5.0,1.0,20.0,36.0,1.0,0.25,0.25,1.0,0.6,1.0,0.6,0.6666666666666666,0.5,1.0,0.7727272727272727,0.5,1.25,0.78125,0.75,1.1111111111111112,0.45454545454545453,0.16666666666666666,0.2,24.637681159420293,1.0,0.1,0.08695652173913043,0.16666666666666666,0.11538461538461539,0.07407407407407407,,,,0.2,0.16666666666666666,0.45454545454545453,0.6,0.75,0.3333333333333333,,,,0.45454545454545453,0.6,0.6,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.9090909090909091,0.6,0.6067681818181818,0.6533,0.6440416666666667,0.3333333333333333,0.5,0.24,0.8,1.2833333333333334,24.840000000000003,0.6,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,0.07692307692307693,0.3333333333333333,0.09090909090909091,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,1610612744,Baron Davis,Baron Davis,1884,GSW,825.0,14,10.0,29,28,8.0,12,1.0,57,1.0,4.0,1.0,1.0,,2.0,1.0,1.0,1.0,3.0,,1.0,2.0,5.0,1.0,3.0,2.0,9,21,1.0,1.0,2.0,,2.0,,1.0,,,,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,1.0,,3.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,4.0,,2.0,1.0,,,8.0,,,,1.0,0.3333333333333333,,0.3333333333333333,0.4,1.0,,0.4375,1.0,,0.5,1.0,,0.375,0.2,0.25,32.25806451612903,1.0,0.3,0.1111111111111111,,0.23076923076923078,0.08333333333333333,,,0.5,0.2,,0.5,0.25,0.3333333333333333,,0.125,1.0,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,,0.3333333333333333,,0.875,0.3333333333333333,0.52250625,0.5981,0.5179333333333334,0.1111111111111111,0.16666666666666666,0.2222222222222222,,4.220000000000001,25.3,0.27586206896551724,,,,,1.0,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200970,1610612744,Renaldo Major,Renaldo Major,200970,GSW,1643.0,27,15.0,60,60,36.0,23,7.0,120,1.0,5.0,,,1.0,4.0,1.0,5.0,,,,,2.0,10.0,,,1.0,5,53,,,,2.0,6.0,,,1.0,5.0,4.0,,,,,,2.0,,,,,,,,,,2.0,2.0,,2.0,2.0,2.0,,,1.0,,1.0,,2.0,4.0,1.0,1.0,,2.0,,1.0,5.0,36.0,1.0,1.0,1.0,,,,,0.2,,0.3333333333333333,0.2,,0.3333333333333333,0.22727272727272727,,0.35714285714285715,,0.2,0.4,17.39130434782609,,0.1,,,0.07692307692307693,,,,,0.2,,0.5,0.2,0.3333333333333333,1.0,0.5,0.2,0.2,,,,,,,0.6666666666666666,0.25,,,0.5,,0.5028699999999999,,0.5268333333333334,,,,1.0,8.92,,0.6,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,1610612744,Matt Barnes,Matt Barnes,2440,GSW,1050.0,18,9.0,39,39,29.0,12,6.0,78,,1.0,,1.0,,1.0,,2.0,,1.0,,1.0,,5.0,,1.0,1.0,1,34,,1.0,1.0,,4.0,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,3.0,,2.0,3.0,3.0,6.0,,,,1.0,,,1.0,1.0,,,,3.0,2.0,2.0,,1.0,1.0,29.0,1.0,,,,,,,,,,,,,0.07142857142857142,0.25,0.08333333333333333,0.16666666666666666,0.2,1.0,17.391304347826086,1.0,0.14285714285714285,0.21428571428571427,,0.10526315789473684,0.17647058823529413,0.2,0.25,0.25,,,0.16666666666666666,,,,0.3333333333333333,,,0.16666666666666666,,,,1.0,,0.2,,0.2,,0.3333333333333333,,0.47275,0.5442,0.48864,,,1.0,1.0,10.8,25.9,0.7435897435897436,,2.0,1.0,1.0,,,,,0.16666666666666666,0.3333333333333333,0.3333333333333333,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.2,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,1610612744,Andris Biedrins,Andris Biedrins,2740,GSW,1025.0,17,15.0,36,37,15.0,18,2.0,73,2.0,2.0,,,1.0,1.0,,,,,,,2.0,2.0,,,,4,29,,,,1.0,1.0,,,,2.0,,4.0,,,,,,1.0,,1.0,,1.0,,2.0,,1.0,1.0,2.0,,2.0,1.0,1.0,,,1.0,,1.0,,1.0,2.0,,,,,,,2.0,15.0,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,7.317073170731708,,0.08333333333333333,,0.2,0.11764705882352941,,,,,0.16666666666666666,0.2,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,0.46455,,0.3875,,,,0.5,1.9,,0.4166666666666667,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200753,1610612744,Patrick O'Bryant,Patrick O'Bryant,200753,GSW,597.0,10,,23,23,20.0,5,5.0,46,,,,,,,,,,,,,,1.0,,,5.0,5,24,,,2.0,,1.0,,,5.0,5.0,,,,,,,,1.0,,1.0,,1.0,,2.0,,,,,,,1.0,1.0,,,,,,,2.0,3.0,,3.0,,6.0,2.0,1.0,5.0,20.0,1.0,,,,,,,,,,,,,0.625,1.0,0.625,,,,14.814814814814813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3688,,0.3688,0.6666666666666666,0.6666666666666666,0.4,1.0,9.7,,0.8695652173913043,,1.0,2.0,,,,,,,,1.0,,,,,,2.0,1.0,2.0,,,,1.0,1.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101113,1610612744,Ike Diogu,Ike Diogu,101113,GSW,13322.0,222,-33.0,447,458,171.0,185,47.0,905,26.0,40.0,7.0,13.0,9.0,17.0,4.0,10.0,,,,,44.0,83.0,,,35.0,123,477,7.0,15.0,19.0,15.0,28.0,,,17.0,47.0,50.0,38.0,,12.0,,,7.0,5.0,,5.0,,2.0,3.0,10.0,15.0,12.0,28.0,42.0,21.0,63.0,3.0,2.0,1.0,8.0,10.0,3.0,18.0,7.0,17.0,35.0,2.0,35.0,2.0,44.0,22.0,3.0,47.0,171.0,3.0,0.5681818181818182,0.6578947368421053,,,,,0.5301204819277109,0.4666666666666667,0.5357142857142857,0.5301204819277109,0.4666666666666667,0.5357142857142857,0.6089108910891089,0.5588235294117647,0.618421052631579,,0.08433734939759036,0.1,23.471400394477318,0.4444444444444444,0.16568047337278108,0.10067114093959731,0.23076923076923078,0.18099547511312217,0.09852216748768473,0.061224489795918366,0.1864406779661017,0.11363636363636363,0.18181818181818182,0.1891891891891892,0.4819277108433735,0.65,0.7222222222222222,0.5384615384615384,0.12048192771084337,0.4,0.4,,,,,0.8666666666666667,0.5384615384615384,0.6071428571428571,0.5294117647058824,,,0.4819277108433735,,0.460009638554217,0.5046461538461539,0.488025,0.22448979591836735,0.22448979591836735,0.15447154471544716,0.3821138211382114,5.679518072289157,,0.3825503355704698,14.0,33.0,5.0,5.0,,7.0,1.0,3.0,0.11320754716981132,0.1276595744680851,0.39759036144578314,0.42424242424242425,0.4666666666666667,1.0,2.0,2.0,11.0,5.0,11.0,0.1111111111111111,0.06451612903225806,3.0,9.0,6.0,5.0,0.45454545454545453,False,5.0,1.0,1.0,1.0,1.0,3.0,1.0,0.09090909090909091,0.05555555555555555,0.09259259259259259,0.10810810810810811,0.058823529411764705,0.3333333333333333,0.5,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101145,1610612744,Monta Ellis,Monta Ellis,101145,GSW,156848.0,2614,20.0,5391,5388,1415.0,1692,597.0,10779,277.0,426.0,19.0,28.0,71.0,119.0,115.0,301.0,26.0,79.0,7.0,29.0,435.0,857.0,38.0,142.0,269.0,1253,5789,27.0,52.0,94.0,97.0,206.0,8.0,42.0,109.0,327.0,392.0,478.0,78.0,20.0,78.0,26.0,60.0,186.0,127.0,313.0,72.0,124.0,49.0,753.0,36.0,61.0,108.0,176.0,61.0,237.0,130.0,58.0,72.0,107.0,111.0,58.0,218.0,60.0,82.0,208.0,42.0,316.0,8.0,354.0,151.0,27.0,327.0,1415.0,21.0,0.45057471264367815,0.4611764705882353,0.6842105263157895,0.2676056338028169,0.19047619047619047,0.2695035460992908,0.5075845974329055,0.5192307692307693,0.470873786407767,0.4924924924924925,0.5,0.43951612903225806,0.5383944153577661,0.5481927710843374,0.5144230769230769,0.14214214214214213,0.07001166861143523,0.09859154929577464,22.40868706811451,0.4908256880733945,0.06279069767441861,0.021791767554479417,0.09090909090909091,0.07068172312839816,0.02444076222038111,0.016556291390728478,0.03425774877650897,0.07775377969762419,0.07919254658385093,0.09643605870020965,0.4264264264264264,0.6502347417840375,0.7213541666666666,0.5126353790613718,0.3013013013013013,0.38205980066445183,0.38461538461538464,0.07907907907907907,0.3291139240506329,0.3333333333333333,0.6153846153846154,0.3888888888888889,0.6785714285714286,0.4798387096774194,0.5966386554621849,0.11693548387096774,0.2413793103448276,0.5685685685685685,0.3333333333333333,0.5141263316582915,0.5081543478260869,0.5091585714285716,0.13762287756925826,0.15503080082135523,0.07501995211492418,0.26097366320830007,8.148891481913653,25.071126760563374,0.2624744945279169,43.0,130.0,22.0,49.0,65.0,34.0,23.0,28.0,0.028169014084507043,0.019559902200488997,0.13013013013013014,0.33076923076923076,0.37719298245614036,0.3739130434782609,7.0,8.0,20.0,10.0,21.0,0.03365384615384615,0.017582417582417582,23.0,5.0,9.0,14.0,0.6666666666666666,False,23.0,2.0,18.0,7.0,12.0,1.0,,0.12307692307692308,0.010869565217391304,0.030183727034120734,0.03740157480314961,0.015748031496062992,0.07731958762886598,0.2558139534883721,0.3684210526315789,12.0,63.0,3.0,8.0,1.0,13.0,3.0,12.0,6.0,20.0,36.0,1.0,1.0,55.0,13.0,3.0,3.0,1.0,1.0,1.0,3.0,0.3,0.007042253521126761,0.006644518272425249,0.012658227848101266,0.06306306306306306,0.19047619047619047,0.19047619047619047,0.8333333333333334,0.1111111111111111,0.375,1.0,0.16666666666666666,0.25,1.0,0.05241935483870968,0.07692307692307693,0.020689655172413793,,,,
101194,1610612744,Anthony Roberson,Anthony Roberson,101194,GSW,13593.0,227,-56.0,475,472,174.0,175,47.0,947,8.0,12.0,,,3.0,5.0,13.0,31.0,13.0,33.0,3.0,13.0,23.0,49.0,21.0,55.0,2.0,111,538,1.0,2.0,17.0,6.0,15.0,5.0,19.0,2.0,29.0,26.0,20.0,54.0,,33.0,13.0,3.0,8.0,2.0,10.0,2.0,5.0,3.0,22.0,1.0,6.0,13.0,19.0,2.0,21.0,12.0,7.0,5.0,6.0,7.0,3.0,13.0,6.0,12.0,27.0,1.0,1.0,,3.0,,1.0,29.0,174.0,1.0,0.5652173913043478,0.5652173913043478,0.8571428571428571,0.38181818181818183,0.2631578947368421,0.38181818181818183,0.46938775510204084,0.5,0.4,0.5240384615384616,1.2142857142857142,0.39705882352941174,0.5285714285714286,1.2142857142857142,0.4142857142857143,0.5288461538461539,0.061224489795918366,0.16666666666666666,22.3062381852552,0.46153846153846156,0.08783783783783784,0.006756756756756757,0.09375,0.08962264150943396,0.009009009009009009,0.015384615384615385,0.06666666666666667,0.05454545454545454,0.14583333333333334,0.075,0.11538461538461539,0.6666666666666666,0.8,0.5,0.2980769230769231,0.41935483870967744,0.41935483870967744,0.3173076923076923,0.3939393939393939,0.3939393939393939,0.7692307692307693,,,0.14705882352941177,0.6,0.38235294117647056,0.23076923076923078,0.6442307692307693,0.3939393939393939,0.5005971153846155,0.49731250000000005,0.4948823529411764,,,0.15315315315315314,0.26126126126126126,13.512244897959189,24.62545454545455,0.3663157894736842,2.0,6.0,,3.0,,,1.0,5.0,,,0.057692307692307696,0.3333333333333333,0.4,0.6923076923076923,,1.0,,,,,0.017857142857142856,1.0,,,,,False,1.0,,2.0,1.0,1.0,,,0.16666666666666666,,0.013513513513513514,0.020833333333333332,,0.125,,,8.0,22.0,1.0,1.0,2.0,6.0,4.0,4.0,5.0,5.0,9.0,,,,,,,,,,1.0,1.0,,,,0.21153846153846154,0.36363636363636365,0.36363636363636365,1.0,0.14285714285714285,1.0,1.0,0.5714285714285714,1.0,1.0,0.17647058823529413,0.3333333333333333,,,,,
