EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefensiveGoaltends,SecondChanceCorner3FGA,Clear Path Fouls,Loose Ball Fouls Drawn,OffensiveGoaltends,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,3pt And 1 Free Throw Trips,on
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,135371.0,2256,21.0,4325,4337,1232,1357,556.0,8662,149.0,276.0,10.0,20.0,37.0,72.0,31.0,78.0,126.0,272.0,6.0,14.0,2.0,5.0,51.0,164.0,2.0,11.0,14.0,61.0,306.0,626.0,57.0,178.0,173.0,956.0,4782,30.0,55.0,2.0,11.0,8.0,74.0,85.0,171.0,16.0,66.0,82.0,300.0,220.0,392.0,114.0,57.0,8.0,7.0,157.0,51.0,72.0,2.0,460.0,113.0,573.0,101.0,12.0,240.0,61.0,159.0,1259.0,7.0,24.0,1.0,52.0,108.0,3.0,163.0,32.0,195.0,8.0,54.0,30.0,24.0,113.0,29.0,71.0,72.0,7.0,42.0,3.0,7.0,185.0,13.0,46.0,104.0,198.0,1.0,15.0,187.0,23.0,226.0,12.0,1.0,77.0,4.0,36.0,12.0,1.0,1.0,6.0,1.0,5.0,13.0,7.0,1.0,2.0,300.0,1232,26.0,32.0,0.35947712418300654,0.36423841059602646,0.6666666666666666,0.3202247191011236,0.18181818181818182,0.24242424242424243,0.3333333333333333,0.48881789137380194,0.5454545454545454,0.49707602339181284,0.4869402985074627,0.5,0.459915611814346,0.5258525852585259,0.5211267605633803,0.5190311418685121,0.22139303482587064,0.011235955056179775,0.11501597444089456,0.213768115942029,0.08974358974358974,0.022058823529411766,0.012195121951219513,21.97868489845164,0.6108108108108108,0.019867549668874173,0.006329113924050633,0.07600281491907107,0.016483516483516484,0.10317460317460317,0.016203703703703703,0.08311688311688312,0.01641949152542373,0.02095238095238095,0.021739130434782608,0.009852216748768473,0.016713091922005572,0.0136986301369863,0.07627118644067797,0.07235142118863049,0.07829181494661921,0.10164835164835165,0.10714285714285714,0.022598870056497175,0.5384615384615384,0.34328358208955223,0.5398550724637681,0.6866359447004609,0.3087248322147651,0.09701492537313433,0.3974358974358974,0.43661971830985913,0.1935483870967742,0.3383084577114428,0.4632352941176471,0.47368421052631576,0.4603174603174603,0.017412935323383085,0.42857142857142855,0.42857142857142855,1.0,0.20398009950248755,0.31097560975609756,0.3148148148148148,0.6274509803921569,0.30303030303030304,0.5,0.3,0.16666666666666666,0.18181818181818182,0.5,0.3037974683544304,0.5138888888888888,0.02109704641350211,0.4,0.25738396624472576,0.22950819672131148,0.5646766169154229,0.3248407643312102,0.49139547738693473,0.45054999999999995,0.4715197826086956,0.09278350515463918,0.11143270622286541,0.02197802197802198,0.07740585774058577,0.3138075313807531,9.347284345047921,26.18539325842697,0.2848554913294798,,,,,,,,,,,,,True
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,13558.0,226,-52.0,434,433,53,86,61.0,867,5.0,17.0,1.0,3.0,,1.0,,6.0,11.0,29.0,,4.0,,1.0,3.0,12.0,,2.0,,,16.0,52.0,3.0,16.0,6.0,47.0,496,2.0,8.0,,2.0,,4.0,2.0,4.0,,1.0,,4.0,18.0,14.0,9.0,,2.0,,12.0,3.0,4.0,,12.0,1.0,13.0,,1.0,6.0,2.0,4.0,27.0,,5.0,,3.0,13.0,,16.0,5.0,21.0,1.0,7.0,5.0,2.0,6.0,2.0,4.0,7.0,,2.0,2.0,,13.0,3.0,1.0,20.0,38.0,1.0,,7.0,2.0,9.0,,,3.0,1.0,,,,,,,,,,1.0,,4.0,53,2.0,,0.5625,0.6,1.0,0.1875,,,0.1875,0.3076923076923077,0.25,0.5,0.3014705882352941,0.2,0.4,0.3263888888888889,0.2,0.4,0.23529411764705882,,0.07692307692307693,0.058823529411764705,0.3333333333333333,0.034482758620689655,,16.798418972332016,0.46153846153846156,,,0.08904109589041095,0.028901734104046242,0.06382978723404255,,0.08290155440414508,0.023474178403755867,,0.02857142857142857,0.05,,,0.10869565217391304,0.05555555555555555,0.09375,0.06666666666666667,0.058823529411764705,0.022222222222222223,,0.25,0.29411764705882354,0.3125,0.4,0.08823529411764706,,,,0.4264705882352941,0.3793103448275862,0.39285714285714285,0.6363636363636364,0.058823529411764705,,,,0.17647058823529413,0.25,0.25,1.0,0.3,0.3333333333333333,,0.2,,,0.2,,0.2,,,,0.4852941176470588,0.25,0.4987485294117646,0.4796250000000001,0.45275,0.05555555555555555,0.05454545454545454,0.058823529411764705,0.0851063829787234,0.0851063829787234,11.734615384615385,24.793750000000003,0.12211981566820276,1.0,,,,,,,,,,,,True
101232,1610612762,Roger Powell,Roger Powell,101232,UTA,505.0,8,-5.0,15,15,10,15,5.0,30,,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,2.0,,,2.0,2.0,21,,1.0,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,3.0,3.0,,,,,,,,2.0,,,,2.0,2.0,2.0,1.0,1.0,1.0,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,0.3333333333333333,0.5,,,,,,,,,21.73913043478261,,,,,0.2222222222222222,,0.5,,0.2727272727272727,0.3333333333333333,,0.25,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,0.5428,0.5687,0.5428,0.3333333333333333,0.3333333333333333,,1.0,,,,0.6666666666666666,,,,,,,,,,,,,True
200758,1610612762,Ronnie Brewer,Ronnie Brewer,200758,UTA,23506.0,392,-59.0,753,755,156,190,98.0,1508,47.0,64.0,8.0,11.0,8.0,11.0,2.0,9.0,8.0,22.0,,3.0,,,,3.0,,,,1.0,57.0,95.0,,6.0,31.0,145.0,860,8.0,14.0,,,7.0,23.0,9.0,17.0,,1.0,7.0,25.0,82.0,32.0,,,16.0,,3.0,,11.0,,13.0,2.0,15.0,2.0,,5.0,1.0,7.0,32.0,6.0,18.0,,6.0,12.0,,18.0,24.0,42.0,2.0,22.0,18.0,4.0,6.0,,5.0,9.0,,1.0,,4.0,15.0,2.0,3.0,20.0,30.0,,,35.0,3.0,47.0,7.0,,24.0,,3.0,4.0,,,1.0,2.0,1.0,4.0,3.0,1.0,1.0,25.0,156,1.0,2.0,0.7192982456140351,0.8367346938775511,,,,,,0.6,0.5714285714285714,0.5294117647058824,0.5643564356435643,0.5714285714285714,0.5,0.5991735537190083,0.6052631578947368,0.5681818181818182,0.0594059405940594,,0.11578947368421053,0.140625,0.2222222222222222,,,15.66125290023202,0.4,,,0.04819277108433735,0.06870229007633588,0.08823529411764706,0.08823529411764706,0.056782334384858045,0.07272727272727272,0.09302325581395349,0.08620689655172414,0.0423728813559322,0.09523809523809523,,0.03296703296703297,0.015625,0.0851063829787234,0.12,,0.06451612903225806,0.75,0.6336633663366337,0.734375,0.8545454545454545,0.6808510638297872,0.0891089108910891,0.2222222222222222,0.2857142857142857,0.5,0.21782178217821782,0.36363636363636365,0.36363636363636365,1.0,0.0297029702970297,,,,0.0297029702970297,,,,0.7857142857142857,0.7272727272727273,,,,,0.6111111111111112,0.7272727272727273,,,0.05555555555555555,,0.693069306930693,,0.5493994999999999,0.5441538461538462,0.5143117647058822,0.2033898305084746,0.21428571428571427,,0.15862068965517243,0.1724137931034483,5.50421052631579,26.21666666666667,0.20717131474103587,,,,,,,,,,,,,True
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,159875.0,2665,38.0,5098,5112,1602,1720,679.0,10210,133.0,247.0,26.0,57.0,43.0,76.0,74.0,176.0,154.0,302.0,6.0,14.0,3.0,8.0,123.0,322.0,11.0,34.0,51.0,133.0,361.0,725.0,129.0,336.0,296.0,1405.0,5633,44.0,99.0,11.0,35.0,45.0,166.0,115.0,213.0,54.0,141.0,129.0,521.0,470.0,252.0,378.0,9.0,50.0,,322.0,123.0,39.0,,116.0,40.0,156.0,31.0,9.0,54.0,10.0,52.0,352.0,31.0,110.0,19.0,100.0,277.0,42.0,419.0,160.0,579.0,19.0,36.0,28.0,8.0,55.0,10.0,33.0,71.0,2.0,22.0,2.0,21.0,126.0,16.0,39.0,149.0,257.0,24.0,22.0,286.0,27.0,387.0,29.0,20.0,150.0,6.0,39.0,38.0,,,24.0,4.0,10.0,38.0,23.0,5.0,4.0,521.0,1602,34.0,37.0,0.6509695290858726,0.6994047619047619,0.9767441860465116,0.38392857142857145,0.3142857142857143,0.3829787234042553,0.38392857142857145,0.4979310344827586,0.4444444444444444,0.539906103286385,0.5226201696512723,0.45149253731343286,0.5536723163841808,0.5664221678891606,0.5092592592592593,0.6018735362997658,0.3166823751178134,,0.05379310344827586,0.12550607287449392,0.045454545454545456,,,23.00238014280857,0.4365079365079365,0.22340425531914893,0.0979381443298969,0.16626650660264106,0.06318207926479034,0.17123287671232876,0.06391752577319587,0.16755555555555557,0.06334231805929919,0.05967741935483871,0.04509283819628647,0.07526881720430108,0.05459057071960298,0.10975609756097561,0.14760147601476015,0.18526785714285715,0.16863905325443787,0.17857142857142858,0.1524390243902439,0.03625954198473282,0.6052631578947368,0.23279924599434496,0.5384615384615384,0.6157407407407407,0.6616541353383458,0.16588124410933083,0.42045454545454547,0.44047619047619047,0.4864864864864865,0.2846371347785108,0.5099337748344371,0.5099337748344371,0.7207792207792207,0.013195098963242224,0.42857142857142855,0.42857142857142855,1.0,0.30348727615457116,0.38198757763975155,0.38198757763975155,0.975609756097561,0.4253731343283582,0.45614035087719296,0.19230769230769232,0.2537313432835821,0.3235294117647059,1.0,0.21468926553672316,0.5657894736842105,0.022598870056497175,0.375,0.3757062146892655,0.38345864661654133,0.5494816211121584,0.38198757763975155,0.48225749999999984,0.5118186363636363,0.47694265536723174,0.13131313131313133,0.1773049645390071,0.017543859649122806,0.11814946619217082,0.3708185053380783,10.019310344827584,24.99940476190476,0.3142408787759906,3.0,1.0,1.0,23.0,2.0,0.007462686567164179,,,,,,,True
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,60325.0,1005,43.0,1926,1942,891,955,318.0,3868,84.0,118.0,21.0,28.0,39.0,49.0,19.0,50.0,43.0,105.0,4.0,13.0,4.0,10.0,2.0,7.0,,,2.0,6.0,146.0,273.0,6.0,20.0,121.0,431.0,2210,26.0,46.0,2.0,3.0,24.0,82.0,61.0,101.0,6.0,16.0,70.0,210.0,238.0,54.0,18.0,,26.0,,7.0,2.0,17.0,,42.0,8.0,50.0,6.0,2.0,19.0,7.0,16.0,108.0,15.0,44.0,3.0,27.0,75.0,21.0,123.0,62.0,185.0,5.0,19.0,12.0,7.0,26.0,4.0,15.0,30.0,1.0,11.0,2.0,5.0,56.0,7.0,22.0,54.0,128.0,11.0,11.0,115.0,7.0,161.0,10.0,1.0,53.0,,33.0,5.0,1.0,,2.0,1.0,2.0,6.0,4.0,1.0,2.0,210.0,891,33.0,28.0,0.815068493150685,0.8947368421052632,1.0,0.3,0.6666666666666666,0.375,0.3,0.5347985347985348,0.5652173913043478,0.6039603960396039,0.5290102389078498,0.5918367346938775,0.5982905982905983,0.5840108401084011,0.6307692307692307,0.6481481481481481,0.06825938566552901,,0.06227106227106227,0.11016949152542373,0.08,,,18.512035010940917,0.4642857142857143,0.21875,0.03614457831325301,0.13636363636363635,0.06748466257668712,0.11020408163265306,0.07177033492822966,0.12830188679245283,0.06852497096399536,0.0684931506849315,0.07692307692307693,0.061371841155234655,0.08187134502923976,0.02631578947368421,0.11176470588235295,0.10897435897435898,0.17410714285714285,0.11797752808988764,0.08955223880597014,0.04065040650406504,0.6666666666666666,0.40273037542662116,0.711864406779661,0.8,0.7738095238095238,0.17064846416382254,0.38,0.41304347826086957,0.6842105263157895,0.3583617747440273,0.4095238095238095,0.4095238095238095,0.9534883720930233,0.04436860068259386,0.3076923076923077,0.3076923076923077,1.0,0.023890784982935155,0.2857142857142857,0.2857142857142857,1.0,0.5714285714285714,0.75,0.38095238095238093,,,,0.4188034188034188,0.7959183673469388,0.08547008547008547,0.4,0.05128205128205128,0.3333333333333333,0.4709897610921502,0.2857142857142857,0.4806292808219178,0.500569512195122,0.49567606837606826,0.15773809523809523,0.16772151898734178,,0.1902552204176334,0.4872389791183295,8.559340659340661,24.34,0.46261682242990654,,3.0,,4.0,1.0,0.061224489795918366,2.0,1.0,0.6666666666666666,1.0,,,True
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,36408.0,607,6.0,1132,1148,461,487,177.0,2280,74.0,114.0,29.0,40.0,25.0,37.0,9.0,25.0,8.0,17.0,,,,,,1.0,,,,1.0,91.0,156.0,,1.0,60.0,242.0,1310,30.0,44.0,,,13.0,73.0,31.0,51.0,,1.0,26.0,88.0,110.0,72.0,,,46.0,,1.0,,17.0,,22.0,,22.0,,,11.0,2.0,9.0,44.0,15.0,61.0,1.0,23.0,58.0,13.0,94.0,77.0,171.0,5.0,26.0,14.0,12.0,19.0,,11.0,15.0,,8.0,1.0,1.0,34.0,6.0,18.0,54.0,104.0,9.0,9.0,63.0,5.0,80.0,4.0,,31.0,,11.0,26.0,1.0,,23.0,,3.0,27.0,17.0,2.0,,88.0,461,11.0,9.0,0.6043956043956044,0.8088235294117647,,,,,,0.5833333333333334,0.6818181818181818,0.6078431372549019,0.5796178343949044,0.6818181818181818,0.5961538461538461,0.6205128205128205,0.6759259259259259,0.6376811594202898,0.006369426751592357,,0.10897435897435898,0.11403508771929824,0.16,,,17.09145427286357,0.5588235294117647,0.24528301886792453,0.023809523809523808,0.17210682492581603,0.15404040404040403,0.18110236220472442,0.14705882352941177,0.17456896551724138,0.15261044176706828,0.18439716312056736,0.14606741573033707,0.13253012048192772,0.14772727272727273,0.14285714285714285,0.12295081967213115,0.2079207920792079,0.19298245614035087,0.20224719101123595,0.13157894736842105,0.10204081632653061,0.6296296296296297,0.7261146496815286,0.6491228070175439,0.7326732673267327,0.5945945945945946,0.1592356687898089,0.36,0.42857142857142855,0.5555555555555556,0.10828025477707007,0.47058823529411764,0.47058823529411764,0.75,,,,,0.006369426751592357,,,,0.9090909090909091,0.725,0.1724137931034483,,,,0.7115384615384616,0.6756756756756757,,,0.019230769230769232,,0.732484076433121,,0.5226509554140127,0.5485999999999999,0.522501923076923,0.16847826086956522,0.16939890710382513,,0.30165289256198347,0.36363636363636365,3.3448717948717945,24.4,0.40724381625441697,1.0,,,10.0,,,,1.0,,,,,True
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,115701.0,1928,54.0,3740,3739,1124,1242,463.0,7479,312.0,438.0,72.0,106.0,89.0,121.0,100.0,211.0,80.0,219.0,,,,,,,,,,,492.0,868.0,,,183.0,1167.0,4091,87.0,148.0,,,30.0,204.0,140.0,228.0,,,65.0,345.0,690.0,294.0,,,112.0,,,,70.0,,130.0,19.0,149.0,13.0,6.0,66.0,19.0,45.0,317.0,45.0,111.0,15.0,88.0,294.0,63.0,445.0,171.0,616.0,16.0,55.0,23.0,32.0,73.0,9.0,36.0,78.0,4.0,37.0,2.0,12.0,151.0,16.0,42.0,70.0,165.0,20.0,31.0,201.0,4.0,266.0,37.0,,132.0,,20.0,17.0,,,9.0,3.0,5.0,17.0,13.0,8.0,3.0,345.0,1124,22.0,18.0,0.7012195121951219,0.7912844036697247,,,,,,0.5668202764976958,0.5878378378378378,0.6140350877192983,0.5668202764976958,0.5878378378378378,0.6140350877192983,0.5935910478128179,0.6,0.6412639405204461,,,0.08064516129032258,0.1141552511415525,0.08056872037914692,0.0136986301369863,,26.5387315703253,0.48344370860927155,0.4846153846153846,0.10344827586206896,0.23167848699763594,0.08865814696485623,0.20137299771167047,0.12968299711815562,0.223915592028136,0.0975609756097561,0.13004484304932734,0.07720588235294118,0.0599250936329588,0.13333333333333333,0.11290322580645161,0.21951219512195122,0.24624624624624625,0.23193916349809887,0.1962025316455696,0.21487603305785125,0.05263157894736842,0.7647058823529411,0.5046082949308756,0.7123287671232876,0.8041237113402062,0.6923076923076923,0.24308755760368664,0.47393364928909953,0.5154639175257731,0.64,0.2523041474654378,0.365296803652968,0.37037037037037035,0.8125,,,,,,,,,0.7162162162162162,0.6792452830188679,0.2361111111111111,,,,0.5307017543859649,0.7355371900826446,,,,,0.5046082949308756,,0.4896497695852537,0.5104236842105264,0.49326008771929813,0.13707165109034267,0.13707165109034267,,0.17480719794344474,0.29562982005141386,6.625230414746545,,0.30053475935828877,,,,9.0,1.0,,,,,,,,True
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,101779.0,1696,31.0,3247,3251,914,989,385.0,6498,123.0,177.0,24.0,37.0,36.0,53.0,6.0,32.0,22.0,78.0,3.0,14.0,3.0,7.0,9.0,41.0,,4.0,2.0,13.0,151.0,287.0,12.0,55.0,120.0,458.0,3517,27.0,48.0,,4.0,10.0,64.0,44.0,77.0,5.0,20.0,44.0,147.0,224.0,78.0,30.0,6.0,34.0,,41.0,9.0,16.0,,145.0,20.0,165.0,17.0,3.0,95.0,15.0,35.0,350.0,15.0,49.0,2.0,48.0,137.0,15.0,200.0,66.0,266.0,8.0,63.0,28.0,35.0,72.0,16.0,57.0,41.0,4.0,15.0,,11.0,113.0,11.0,26.0,80.0,143.0,5.0,5.0,158.0,14.0,168.0,8.0,,71.0,,18.0,116.0,2.0,1.0,80.0,3.0,33.0,118.0,78.0,2.0,,147.0,914,20.0,14.0,0.7417218543046358,0.835820895522388,0.8333333333333334,0.21818181818181817,,0.25,0.21818181818181817,0.5261324041811847,0.5625,0.5714285714285714,0.49415204678362573,0.5192307692307693,0.5309278350515464,0.541371158392435,0.5517241379310345,0.592741935483871,0.1608187134502924,,0.05574912891986063,0.07909604519774012,0.0625,,,14.432432432432432,0.6371681415929203,0.14285714285714285,0.017857142857142856,0.1209179170344219,0.04487179487179487,0.1276595744680851,0.047619047619047616,0.12259774685222001,0.04548685145700071,0.047979797979797977,0.05194805194805195,0.03870967741935484,0.04263565891472868,0.07017543859649122,0.09234828496042216,0.11824324324324324,0.1462882096069869,0.10074626865671642,0.19444444444444445,0.05,0.6610169491525424,0.5175438596491229,0.6949152542372882,0.754601226993865,0.7235772357723578,0.0935672514619883,0.1875,0.2,0.6666666666666666,0.22807017543859648,0.28205128205128205,0.28205128205128205,0.8636363636363636,0.04093567251461988,0.21428571428571427,0.21428571428571427,1.0,0.11988304093567251,0.21951219512195122,0.21951219512195122,0.7777777777777778,0.7115384615384616,0.6486486486486487,0.25,0.07692307692307693,,,0.5463917525773195,0.6792452830188679,0.07216494845360824,0.42857142857142855,0.13402061855670103,0.15384615384615385,0.6783625730994152,0.21951219512195122,0.5164723684210527,0.538933695652174,0.5142417525773196,0.17530864197530865,0.20285714285714285,,0.13973799126637554,0.32096069868995636,6.263763066202092,24.560000000000002,0.28149060671388976,6.0,,,15.0,,,,1.0,,,,,True
1921,1610612762,Gordan Giricek,Gordan Giricek,1921,UTA,35689.0,595,64.0,1104,1103,438,435,159.0,2207,17.0,35.0,,3.0,1.0,10.0,8.0,21.0,29.0,62.0,12.0,23.0,6.0,10.0,13.0,31.0,1.0,3.0,,7.0,54.0,118.0,25.0,54.0,23.0,206.0,1186,6.0,15.0,4.0,6.0,,24.0,12.0,38.0,6.0,17.0,17.0,59.0,68.0,40.0,75.0,,2.0,,31.0,13.0,10.0,1.0,23.0,6.0,29.0,6.0,,15.0,1.0,7.0,64.0,3.0,6.0,1.0,16.0,42.0,,58.0,10.0,68.0,,12.0,6.0,6.0,8.0,3.0,4.0,16.0,1.0,4.0,,6.0,24.0,1.0,7.0,27.0,69.0,,2.0,33.0,9.0,29.0,1.0,,7.0,,8.0,2.0,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,,59.0,438,19.0,7.0,0.6296296296296297,0.6415094339622641,1.0,0.46296296296296297,0.6666666666666666,0.35294117647058826,0.46296296296296297,0.4576271186440678,0.4,0.3157894736842105,0.5319767441860465,0.5714285714285714,0.38181818181818183,0.553763440860215,0.5714285714285714,0.44696969696969696,0.313953488372093,0.018518518518518517,0.0847457627118644,0.22857142857142856,0.047619047619047616,0.016129032258064516,,16.29169899146625,0.3333333333333333,,0.022727272727272728,0.11382113821138211,0.016260162601626018,0.13445378151260504,0.02654867256637168,0.11885245901639344,0.01867219917012448,0.022727272727272728,,0.01818181818181818,0.03125,,0.06796116504854369,0.09345794392523364,0.15723270440251572,0.12048192771084337,0.16666666666666666,,0.3333333333333333,0.20348837209302326,0.4857142857142857,0.6296296296296297,0.6470588235294118,0.12209302325581395,0.38095238095238093,0.4,0.375,0.36046511627906974,0.46774193548387094,0.47540983606557374,0.6896551724137931,0.13372093023255813,0.5217391304347826,0.5454545454545454,1.0,0.18023255813953487,0.41935483870967744,0.41935483870967744,1.0,0.14285714285714285,,,0.14285714285714285,0.3333333333333333,1.0,0.18181818181818182,0.1,0.18181818181818182,0.6,0.12727272727272726,,0.5174418604651163,0.41935483870967744,0.48326220930232555,0.434875,0.4710872727272728,0.03932584269662921,0.056451612903225805,,0.11650485436893204,0.28640776699029125,12.15084745762712,24.15740740740741,0.3967391304347826,,3.0,,2.0,,0.14285714285714285,3.0,,1.0,1.0,0.043478260869565216,,True
