EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,PenaltyArc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,AtRimAssists,SelfOReb,LostBallSteals,LostBallTurnovers,ShootingFouls,Fouls,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,FTOffRebounds,FTDefRebounds,DeadBallTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,LongMidRangePctBlocked,ShortMidRangeAssists,OffThreePtRebounds,Travels,Loose Ball Fouls,2pt And 1 Free Throw Trips,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,OffAtRimReboundPct,Corner3Assists,SecondChanceTurnovers,on,SecondChanceArc3FGA,SecondChanceFG3A,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls,Offensive Fouls Drawn,BlockedLongMidRange,AtRimPctBlocked,OffCorner3ReboundPct,SecondChanceArc3Frequency,HeaveAttempts,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3
101117,1610612746,Yaroslav Korolev,Yaroslav Korolev,101117,LAC,2433.0,41,-23.0,81,83,58.0,40.0,13.0,164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,11.0,1.0,5.0,3.0,12.0,93,1.0,1.0,2.0,2.0,7.0,1.0,3.0,3.0,10.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,9.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,10.0,58.0,2.0,0.3333333333333333,0.5,1.0,0.2,0.3333333333333333,0.2,0.2727272727272727,1.0,0.2857142857142857,0.28125,1.0,0.35,0.3157894736842105,1.0,0.38461538461538464,0.3125,0.09090909090909091,0.25,21.27659574468085,1.0,0.058823529411764705,0.02857142857142857,0.2,0.09090909090909091,0.022727272727272728,0.041666666666666664,0.1111111111111111,0.25,0.0625,1.0,1.0,0.25,0.25,0.3333333333333333,1.0,0.375,0.16666666666666666,0.16666666666666666,0.125,0.5,0.5,1.0,0.1875,1.0,1.0,0.1,1.0,0.2,0.5,0.1,0.375,0.43241562499999997,0.5005,0.43654000000000004,0.16666666666666666,0.8333333333333334,12.445454545454545,24.06,0.7160493827160493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101137,1610612746,Daniel Ewing,Daniel Ewing,101137,LAC,2046.0,34,-16.0,67,69,44.0,27.0,11.0,136,,1.0,,,,1.0,,,1.0,5.0,,,,,6.0,5.0,1.0,6.0,2.0,6.0,1.0,9.0,75,,,,1.0,4.0,2.0,5.0,1.0,9.0,,2.0,3.0,,6.0,,1.0,,1.0,,,2.0,1.0,,3.0,3.0,1.0,4.0,1.0,,1.0,,1.0,1.0,2.0,4.0,,9.0,44.0,,,,0.5,0.3333333333333333,0.4,0.3333333333333333,0.16666666666666666,,0.25,0.3333333333333333,,0.4444444444444444,0.32142857142857145,,0.4090909090909091,0.5,,,19.23076923076923,1.0,0.21428571428571427,0.037037037037037035,,0.15789473684210525,0.027777777777777776,0.05555555555555555,0.375,,0.08333333333333333,,,,,,,0.4166666666666667,0.2,0.2,,,,,0.5,,,0.1111111111111111,,,,0.5555555555555556,0.5833333333333334,0.44651250000000003,,0.44953333333333334,,1.0,16.083333333333332,25.433333333333334,0.6567164179104478,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5,0.4,0.3333333333333333,0.14285714285714285,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101189,1610612746,James Singleton,James Singleton,101189,LAC,1974.0,33,-16.0,63,66,54.0,23.0,12.0,129,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,6.0,,,,,1.0,1.0,3.0,8.0,,1.0,1.0,7.0,74,1.0,1.0,2.0,3.0,8.0,,1.0,1.0,7.0,4.0,2.0,,2.0,1.0,,,,,,,,2.0,1.0,4.0,6.0,3.0,9.0,,,,,2.0,2.0,1.0,2.0,,7.0,54.0,,0.6666666666666666,1.0,,,,,0.375,1.0,0.375,0.3333333333333333,1.0,0.3333333333333333,0.35,1.0,0.35,0.1111111111111111,,,16.0,,0.26666666666666666,0.07142857142857142,0.2,0.25,0.05555555555555555,0.05555555555555555,0.125,0.25,0.1111111111111111,1.0,1.0,0.1111111111111111,,,,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,,0.1111111111111111,1.0,1.0,0.1111111111111111,1.0,,,0.1111111111111111,0.2222222222222222,0.43093333333333333,0.5877,0.43093333333333333,0.2857142857142857,1.0,15.162500000000001,24.6,0.8571428571428571,,,,,,,,,,1.0,1.0,,,,,,,,0.1,0.1111111111111111,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2,0.125,0.5,0.4,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,1610612746,Cuttino Mobley,Cuttino Mobley,1749,LAC,53.0,1,-8.0,2,4,,4.0,,6,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,1610612746,Jason Hart,Jason Hart,2078,LAC,53.0,1,-8.0,2,4,,4.0,,6,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,192.0,3,-2.0,6,6,6.0,2.0,1.0,12,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,2.0,4.0,6,1.0,1.0,2.0,1.0,1.0,,,2.0,4.0,,2.0,,2.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,2.0,1.0,4.0,6.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,28.57142857142857,,,0.25,,,0.2,0.5,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,0.591,0.591,0.591,0.5,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,564.0,9,-1.0,19,20,19.0,2.0,4.0,39,1.0,2.0,,,1.0,2.0,,,,2.0,,,,,,,1.0,4.0,,,1.0,3.0,18,,,,1.0,4.0,,,1.0,3.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,2.0,,3.0,19.0,,,,,,,,0.25,,0.25,0.25,,0.25,0.3,,0.3,,0.25,,21.73913043478261,,,,,,,,,,0.5,0.5,0.5,,,,,0.5,,,,,,,,,,0.5,0.5,,,,0.5,0.45840000000000003,,0.45840000000000003,,1.0,8.6,,1.0,,,,,,,,,,,1.0,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200781,1610612746,Paul Davis,Paul Davis,200781,LAC,2163.0,36,-12.0,72,72,51.0,34.0,12.0,144,5.0,5.0,3.0,3.0,2.0,2.0,2.0,5.0,1.0,8.0,,,,,,,8.0,18.0,,,3.0,19.0,78,3.0,6.0,6.0,4.0,11.0,,,,8.0,8.0,8.0,,4.0,,,2.0,,2.0,,1.0,4.0,3.0,1.0,4.0,5.0,5.0,10.0,1.0,1.0,2.0,2.0,3.0,,4.0,3.0,,8.0,51.0,,0.5,0.6666666666666666,,,,,0.4444444444444444,0.5,0.36363636363636365,0.4444444444444444,0.5,0.36363636363636365,0.5,0.5,0.36363636363636365,,,,26.19047619047619,0.6666666666666666,0.26666666666666666,0.1,0.2,0.25,0.10526315789473684,0.14285714285714285,0.125,,0.2777777777777778,1.0,1.0,0.2777777777777778,0.4,0.4,1.0,0.4444444444444444,0.125,0.125,,,,,,0.5,1.0,0.18181818181818182,1.0,,,,0.2777777777777778,0.4286555555555555,0.43610000000000004,0.40619090909090905,0.3157894736842105,0.42105263157894735,9.850000000000001,,0.7083333333333334,,,,,,,,,6.0,9.0,2.0,2.0,,,,,,,0.10526315789473684,0.10526315789473684,1.0,,1.0,,,,,,0.25,,0.3333333333333333,0.5,,1.0,,1.0,1.0,1.0,1.0,1.0,0.125,0.14285714285714285,1.0,0.2,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,1610612746,Chris Kaman,Chris Kaman,2549,LAC,214.0,4,5.0,8,8,8.0,3.0,2.0,16,2.0,3.0,1.0,2.0,2.0,3.0,,1.0,,,,,,,,,2.0,4.0,,,2.0,6.0,6,1.0,2.0,2.0,2.0,4.0,,,2.0,6.0,,4.0,,2.0,,1.0,,,,,,,2.0,1.0,,1.0,2.0,3.0,1.0,,,,,,1.0,2.0,,6.0,8.0,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,,0.25,1.0,50.0,,,0.6666666666666666,1.0,0.25,0.6666666666666666,,,1.0,0.75,0.6666666666666666,0.6666666666666666,0.25,,,,,,,,,,,,1.0,0.5,0.75,0.6666666666666666,,,,0.75,0.50195,0.4232,0.50195,0.3333333333333333,1.0,2.275,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,0.2,0.2,,,,,,,,,,0.5,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,1610612746,Quinton Ross,Quinton Ross,2624,LAC,1266.0,21,-20.0,43,42,24.0,33.0,6.0,85,,,,,,,,1.0,,2.0,,,,,,,,3.0,,,4.0,4.0,50,,,,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,2.0,4.0,1.0,2.0,24.0,1.0,,,,,,,,,,,,,0.4,,0.3333333333333333,,,,10.204081632653061,,,,,,,,,,,,,0.3333333333333333,,,,0.6666666666666666,,,,,,,,,,,,,,,,0.3652333333333333,,0.3538,,0.5,15.0,,0.5581395348837209,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,0.25,0.25,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
