EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,FG3A,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,FTOffRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APct,OffFTReboundPct,DefShortMidRangeReboundPct,Arc3Frequency,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Blocked3s,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,BlockedCorner3,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,HeaveMakes
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,18518.0,309,-66.0,575,581,177,136,82,1156,20,43,5.0,16.0,6.0,15.0,5.0,18,11.0,28.0,36,89,29.0,101,628,7.0,22.0,7.0,21.0,13.0,29.0,2.0,28,58,14.0,8.0,8.0,2.0,2.0,1.0,1.0,4.0,7.0,20,8.0,19,4.0,31,27,58,1.0,10,9.0,1.0,11.0,2.0,4.0,8.0,7.0,19.0,2.0,7.0,16,35,4.0,4.0,39,3.0,7.0,50.0,4.0,27.0,12.0,9.0,3.0,12.0,7.0,3.0,1.0,1.0,28,177,5.0,0.8055555555555556,0.90625,0.4044943820224719,0.3181818181818182,0.4482758620689655,0.4044943820224719,0.3181818181818182,0.4482758620689655,0.45089285714285715,0.375,0.4666666666666667,0.0898876404494382,0.11627906976744186,0.16666666666666666,19.40740740740741,0.5789473684210527,0.13793103448275862,0.09047619047619047,0.09433962264150944,0.1111111111111111,0.1044776119402985,0.09574468085106383,0.0967741935483871,0.1111111111111111,0.125,0.07,0.11428571428571428,0.09375,0.09722222222222222,0.11764705882352941,0.06976744186046512,0.1724137931034483,0.022222222222222223,0.5833333333333334,0.48314606741573035,0.46511627906976744,0.5263157894736842,0.8,0.20224719101123595,0.2777777777777778,0.3333333333333333,0.6,0.3146067415730337,0.39285714285714285,0.39285714285714285,0.9090909090909091,0.7272727272727273,0.3125,0.2,0.5172413793103449,0.4,0.48314606741573035,0.4682719101123596,0.47962499999999997,0.448355172413793,0.24107142857142858,0.24107142857142858,0.2079207920792079,0.27722772277227725,7.230337078651686,0.30782608695652175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101161,1610612765,Amir Johnson,Amir Johnson,101161,DET,4424.0,74,-13.0,137,140,48,32,18,277,11,12,8.0,8.0,1.0,1.0,1.0,5,,,12,17,8.0,32,158,8.0,8.0,2.0,18.0,2.0,4.0,3.0,7,8,16.0,12.0,1.0,1.0,2.0,,1.0,5.0,1.0,8,3.0,10,,13,10,23,3.0,3,3.0,,,,,2.0,,2.0,,2.0,7,12,3.0,1.0,6,,,10.0,2.0,5.0,5.0,4.0,1.0,5.0,3.0,,1.0,,7,48,2.0,0.3333333333333333,0.6666666666666666,0.7058823529411765,1.0,0.5,0.6666666666666666,1.0,0.5,0.7272727272727273,1.0,0.7,0.058823529411764705,,0.2,14.814814814814813,,,0.17857142857142858,0.17391304347826086,0.15789473684210525,0.05263157894736842,0.17333333333333334,0.13846153846153847,0.3,0.14285714285714285,0.13636363636363635,0.08333333333333333,,0.16666666666666666,0.18518518518518517,0.1111111111111111,0.2,0.6,0.6,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.36363636363636365,0.2777777777777778,0.2,0.25,,,,,,1.0,1.0,0.125,0.25,1.0,0.7222222222222222,0.5625666666666667,0.5771571428571429,0.48145,0.23809523809523808,0.25,0.5625,0.21875,2.635294117647059,0.35036496350364965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05555555555555555,0.14285714285714285,0.18181818181818182,0.05555555555555555,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,15239.0,254,7.0,462,472,93,113,64,934,19,39,4.0,7.0,3.0,7.0,8.0,19,18.0,40.0,45,98,36.0,141,468,11.0,17.0,1.0,23.0,8.0,16.0,14.0,36,56,34.0,4.0,9.0,37.0,43.0,20.0,13.0,92.0,,7,5.0,11,,16,7,23,2.0,3,2.0,1.0,7.0,3.0,5.0,8.0,2.0,15.0,2.0,4.0,5,22,1.0,3.0,39,1.0,,42.0,2.0,16.0,,,,,,,,,36,93,3.0,0.6222222222222222,0.6511627906976745,0.45918367346938777,0.6470588235294118,0.5,0.481651376146789,0.5789473684210527,0.5238095238095238,0.546875,0.6052631578947368,0.6428571428571429,0.09183673469387756,0.1794871794871795,0.10526315789473684,26.779026217228466,0.4666666666666667,,0.07482993197278912,0.041916167664670656,0.09803921568627451,,0.08080808080808081,0.031818181818181815,0.07407407407407407,0.05263157894736842,0.013333333333333334,,,0.07272727272727272,0.047619047619047616,0.06451612903225806,0.15,0.0425531914893617,,0.3577981651376147,0.48717948717948717,0.59375,0.47368421052631576,0.1743119266055046,0.42105263157894735,0.47058823529411764,0.625,0.3669724770642202,0.45,0.45,0.7777777777777778,0.3684210526315789,0.5714285714285714,0.5,0.3333333333333333,0.42857142857142855,0.45871559633027525,0.4784939814814815,0.4677966666666667,0.43797749999999996,0.13008130081300814,0.14285714285714285,0.16312056737588654,0.2553191489361702,9.105102040816327,0.2012987012987013,5.0,11.0,4.0,6.0,4.0,,5.0,5.0,0.10091743119266056,,0.13793103448275862,0.045871559633027525,27.60909090909091,4.0,6.0,2.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,5.0,15.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,0.45454545454545453,0.4,0.5,0.05504587155963303,0.6666666666666666,0.6666666666666666,1.0,0.2,0.2,1.0,0.10526315789473684,0.14285714285714285,0.6666666666666666,0.09523809523809523,0.25,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
283,1610612765,Lindsey Hunter,Lindsey Hunter,283,DET,44664.0,744,-71.0,1365,1385,378,314,183,2750,26,51,2.0,4.0,7.0,12.0,6.0,16,24.0,58.0,56,125,30.0,256,1465,5.0,8.0,2.0,21.0,16.0,31.0,7.0,78,38,74.0,,8.0,83.0,93.0,30.0,45.0,196.0,5.0,4,12.0,24,2.0,38,9,47,2.0,34,12.0,22.0,23.0,5.0,19.0,12.0,4.0,35.0,4.0,7.0,23,56,,4.0,41,2.0,8.0,33.0,2.0,12.0,4.0,,,7.0,4.0,1.0,,,78,378,10.0,0.3392857142857143,0.3392857142857143,0.448,0.625,0.5161290322580645,0.46311475409836067,0.41304347826086957,0.5378787878787878,0.4922779922779923,0.4375,0.5492957746478874,0.064,0.09803921568627451,0.1875,18.631178707224336,0.6571428571428571,0.034482758620689655,0.05194805194805195,0.008316008316008316,0.07142857142857142,0.02857142857142857,0.05714285714285714,0.013719512195121951,0.00641025641025641,0.018018018018018018,0.004672897196261682,0.04,0.013333333333333334,0.018633540372670808,0.07804878048780488,0.057692307692307696,0.09375,0.014492753623188406,0.5714285714285714,0.20901639344262296,0.5098039215686274,0.5652173913043478,0.15384615384615385,0.06557377049180328,0.375,0.46153846153846156,0.16666666666666666,0.23770491803278687,0.41379310344827586,0.41379310344827586,0.5833333333333334,0.17391304347826086,0.5,,0.18181818181818182,0.5833333333333334,0.6967213114754098,0.5087981404958678,0.5457107142857142,0.4969320312500001,0.047244094488188976,0.08888888888888889,0.08203125,0.3046875,10.021599999999996,0.27692307692307694,72.0,119.0,71.0,10.0,3.0,,5.0,5.0,0.48770491803278687,,0.052083333333333336,0.29508196721311475,25.115966386554618,18.0,47.0,6.0,16.0,20.0,9.0,19.0,38.0,15.0,13.0,35.0,93.0,1.0,20.0,7.0,8.0,1.0,,1.0,0.8157894736842105,0.31932773109243695,0.37142857142857144,0.3220338983050847,0.19262295081967212,0.3829787234042553,0.3829787234042553,0.8888888888888888,0.2777777777777778,0.2777777777777778,0.75,0.391304347826087,0.24242424242424243,0.375,0.2878787878787879,0.28169014084507044,2.0,6.0,1.0,7.0,3.0,21.0,3.0,3.0,4.0,2.0,0.2,0.2608695652173913,0.3333333333333333,1.0,0.1111111111111111,1.0,0.3684210526315789,,,,,True,,,,,,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,28188.0,470,-23.0,844,855,182,138,119,1699,37,45,14.0,15.0,8.0,10.0,7.0,23,48.0,92.0,92,160,37.0,221,888,22.0,27.0,10.0,54.0,19.0,33.0,8.0,46,142,42.0,22.0,2.0,6.0,17.0,,3.0,45.0,8.0,31,25.0,68,14.0,107,42,149,1.0,18,14.0,4.0,13.0,3.0,9.0,19.0,4.0,32.0,3.0,7.0,27,55,5.0,6.0,53,6.0,5.0,46.0,6.0,23.0,22.0,14.0,5.0,22.0,14.0,,,1.0,46,182,4.0,0.7717391304347826,0.8765432098765432,0.575,0.8148148148148148,0.5757575757575758,0.575,0.8148148148148148,0.5757575757575758,0.6138888888888889,0.8181818181818182,0.6052631578947368,0.0125,,0.043478260869565216,21.721311475409838,0.40625,0.56,0.23776223776223776,0.09967845659163987,0.2336448598130841,0.07407407407407407,0.2366412213740458,0.09307875894988067,0.16853932584269662,0.1038961038961039,0.05517241379310345,0.03333333333333333,0.125,0.2631578947368421,0.23770491803278687,0.23529411764705882,0.23076923076923078,0.015151515151515152,0.6363636363636364,0.28125,0.8222222222222222,0.8222222222222222,0.6216216216216216,0.14375,0.30434782608695654,0.3181818181818182,0.7142857142857143,0.575,0.5217391304347826,0.5274725274725275,0.8958333333333334,0.5555555555555556,0.9333333333333333,0.07142857142857142,0.30303030303030304,0.8,0.28125,0.43878812499999986,0.46891739130434784,0.45609999999999995,0.12994350282485875,0.12994350282485875,0.24434389140271492,0.2081447963800905,11.802500000000004,0.2156398104265403,,,,11.0,8.0,3.0,3.0,3.0,,0.10344827586206896,0.2028985507246377,,,,,,,,,,,,,,,,,3.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,0.010869565217391304,,,True,,,,,,,
2436,1610612765,Flip Murray,Flip Murray,2436,DET,15948.0,266,-77.0,502,500,141,90,59,1002,9,18,1.0,2.0,1.0,3.0,7.0,16,3.0,26.0,19,60,23.0,76,533,2.0,5.0,2.0,6.0,3.0,15.0,10.0,19,10,28.0,4.0,6.0,20.0,28.0,10.0,6.0,64.0,3.0,3,4.0,10,,14,6,20,1.0,10,5.0,5.0,7.0,2.0,4.0,8.0,3.0,15.0,3.0,6.0,5,15,1.0,1.0,22,,2.0,28.0,4.0,14.0,1.0,,,1.0,,,,,19,141,,0.2631578947368421,0.29411764705882354,0.31666666666666665,0.4,0.2,0.33974358974358976,0.3333333333333333,0.225,0.4222222222222222,0.5,0.36538461538461536,0.1,0.2222222222222222,0.0625,18.197573656845755,0.4666666666666667,,0.05434782608695652,0.015544041450777202,0.06349206349206349,0.043478260869565216,0.05668016194331984,0.022900763358778626,0.028985507246376812,,0.011111111111111112,0.05128205128205128,0.03333333333333333,0.03333333333333333,0.08045977011494253,0.075,0.043478260869565216,0.02127659574468085,,0.23076923076923078,0.5,0.6428571428571429,0.3333333333333333,0.20512820512820512,0.4375,0.4666666666666667,0.2857142857142857,0.3333333333333333,0.11538461538461539,0.12,,0.3333333333333333,0.5,,0.15,0.3333333333333333,0.46153846153846156,0.4601753246753246,0.42860000000000004,0.38566500000000004,0.1590909090909091,0.2,0.07894736842105263,0.25,10.425,0.28087649402390436,11.0,18.0,10.0,8.0,3.0,,2.0,2.0,0.23076923076923078,,0.02702702702702703,0.14102564102564102,25.79444444444444,1.0,7.0,1.0,2.0,4.0,,3.0,5.0,1.0,1.0,5.0,15.0,1.0,4.0,5.0,4.0,1.0,1.0,,1.0,0.2777777777777778,0.2,0.29411764705882354,0.08974358974358974,0.14285714285714285,0.14285714285714285,1.0,0.36363636363636365,0.36363636363636365,1.0,,0.1,0.5,0.15,0.4,,1.0,,,,,,,1.0,,,0.16666666666666666,,,,,,1.0,0.038461538461538464,,,True,,,,,,,
2568,1610612765,Carlos Delfino,Carlos Delfino,2568,DET,29342.0,489,-64.0,901,908,210,150,120,1809,21,50,3.0,10.0,7.0,15.0,2.0,9,13.0,28.0,36,87,20.0,125,949,5.0,12.0,2.0,15.0,10.0,21.0,6.0,29,38,34.0,8.0,14.0,19.0,28.0,10.0,6.0,65.0,7.0,20,20.0,47,10.0,77,28,105,3.0,14,11.0,3.0,18.0,3.0,10.0,12.0,8.0,30.0,3.0,6.0,14,37,2.0,4.0,30,4.0,4.0,27.0,1.0,13.0,2.0,2.0,,2.0,1.0,,,,29,210,3.0,0.5277777777777778,0.59375,0.41379310344827586,0.4166666666666667,0.47619047619047616,0.3917910447761194,0.43333333333333335,0.42592592592592593,0.42517006802721086,0.46875,0.46774193548387094,0.16091954022988506,0.22,0.3333333333333333,17.002881844380404,0.6,0.2564102564102564,0.15614617940199335,0.06153846153846154,0.17543859649122806,0.06481481481481481,0.1614457831325301,0.06235565819861432,0.07547169811320754,0.04285714285714286,0.06040268456375839,0.047619047619047616,0.08888888888888889,0.1485148514851485,0.16666666666666666,0.20588235294117646,0.13043478260869565,0.041666666666666664,0.5,0.373134328358209,0.42,0.5384615384615384,0.47619047619047616,0.06716417910447761,0.2222222222222222,0.3333333333333333,,0.208955223880597,0.4642857142857143,0.4642857142857143,0.6923076923076923,0.6666666666666666,0.3,,0.5555555555555556,0.4666666666666667,0.7238805970149254,0.5150369402985074,0.5365750000000001,0.5024981481481482,0.08904109589041095,0.13131313131313133,0.12,0.232,6.843678160919539,0.23307436182019978,24.0,47.0,24.0,9.0,4.0,1.0,1.0,1.0,0.35074626865671643,0.030303030303030304,0.14516129032258066,0.1791044776119403,24.46382978723404,5.0,23.0,,5.0,6.0,1.0,1.0,11.0,3.0,1.0,6.0,33.0,,6.0,5.0,3.0,1.0,2.0,,1.0,0.23404255319148937,0.16666666666666666,0.23404255319148937,0.17164179104477612,0.21739130434782608,0.21739130434782608,1.0,0.25,0.25,1.0,0.06666666666666667,0.18518518518518517,,0.037037037037037035,0.25,1.0,2.0,,1.0,1.0,,,,,,0.3333333333333333,0.13333333333333333,0.5,1.0,,,1.0,1.0,,,,True,,,,,,,
2648,1610612765,Ronald Dupree,Ronald Dupree,2648,DET,3110.0,52,-9.0,99,99,42,25,17,198,3,5,1.0,2.0,3.0,3.0,1.0,3,1.0,8.0,5,16,3.0,13,118,1.0,2.0,2.0,4.0,4.0,7.0,3.0,11,4,6.0,2.0,1.0,,,,,,1.0,2,,2,2.0,4,3,7,,3,1.0,2.0,2.0,,1.0,1.0,1.0,3.0,,2.0,3,6,2.0,,7,1.0,1.0,9.0,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,11,42,2.0,0.4,0.5,0.3125,0.5,0.5714285714285714,0.3125,0.5,0.5714285714285714,0.325,0.6666666666666666,0.55,0.0625,0.2,,18.69918699186992,0.6666666666666666,0.5,0.08,0.05555555555555555,,0.07692307692307693,0.05555555555555555,0.061224489795918366,0.125,,0.05555555555555555,0.1111111111111111,,,0.09090909090909091,,,,1.0,0.3125,0.6,0.75,,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.5,0.125,0.125,1.0,1.0,0.5,,0.42857142857142855,1.0,0.3125,0.46644375,0.6468,0.5152428571428571,0.16666666666666666,0.16666666666666666,0.3076923076923077,0.8461538461538461,10.20625,0.42424242424242425,,,,,,,2.0,2.0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,11117.0,185,44.0,337,342,139,125,48,679,5,11,,,3.0,6.0,1.0,6,9.0,20.0,15,37,44.0,95,372,,,1.0,7.0,6.0,16.0,21.0,39,6,24.0,,2.0,26.0,41.0,9.0,14.0,97.0,,1,3.0,9,2.0,14,1,15,,4,3.0,1.0,3.0,5.0,3.0,9.0,,12.0,1.0,6.0,8,16,1.0,3.0,32,,1.0,48.0,1.0,13.0,2.0,2.0,,2.0,1.0,,,,39,139,3.0,0.2,0.2,0.40540540540540543,,0.375,0.4180327868852459,0.75,0.34615384615384615,0.5493827160493827,0.75,0.5277777777777778,0.05405405405405406,0.09090909090909091,,24.155844155844154,0.25,0.13333333333333333,0.08571428571428572,0.012195121951219513,0.06666666666666667,,0.08,0.007462686567164179,,,0.03571428571428571,,,0.025,0.14634146341463414,0.034482758620689655,0.125,,0.5,0.18032786885245902,0.45454545454545453,0.5,0.4,0.09836065573770492,0.16666666666666666,0.16666666666666666,,0.32786885245901637,0.45,0.47368421052631576,0.1111111111111111,,,,0.23076923076923078,0.5,0.5737704918032787,0.45854583333333326,0.5645249999999999,0.46064,0.1891891891891892,0.2653061224489796,0.07368421052631578,0.4105263157894737,11.462162162162162,0.4124629080118694,16.0,24.0,15.0,15.0,8.0,,7.0,7.0,0.39344262295081966,,0.08333333333333333,0.26229508196721313,26.254166666666663,2.0,8.0,1.0,3.0,5.0,1.0,7.0,7.0,4.0,2.0,10.0,18.0,1.0,5.0,7.0,3.0,1.0,,6.0,0.8571428571428571,0.2916666666666667,0.2,0.30434782608695654,0.13114754098360656,0.25,0.25,1.0,0.3125,0.3125,0.8,0.25,0.11538461538461539,0.3333333333333333,0.2692307692307692,0.3333333333333333,1.0,3.0,1.0,1.0,2.0,3.0,,,,,0.5,0.75,0.3333333333333333,1.0,1.0,1.0,0.14285714285714285,,0.05,1.0,0.04,True,,,,,,,
185,1610612765,Chris Webber,Chris Webber,185,DET,8420.0,140,-9.0,257,264,89,67,29,521,10,17,2.0,4.0,4.0,5.0,6.0,12,3.0,13.0,19,42,11.0,49,278,2.0,5.0,2.0,6.0,7.0,13.0,4.0,18,20,18.0,2.0,4.0,11.0,15.0,7.0,4.0,34.0,3.0,8,5.0,10,2.0,17,11,28,2.0,6,4.0,2.0,7.0,,5.0,2.0,2.0,9.0,,4.0,8,16,2.0,1.0,10,1.0,,16.0,,7.0,2.0,1.0,1.0,2.0,2.0,,,,18,89,1.0,0.5263157894736842,0.5555555555555556,0.4523809523809524,0.4,0.5384615384615384,0.4523809523809524,0.4,0.5384615384615384,0.49,0.5,0.5625,0.09523809523809523,0.17647058823529413,0.08333333333333333,20.069204152249135,0.7777777777777778,0.15384615384615385,0.1388888888888889,0.10666666666666667,0.16129032258064516,0.08333333333333333,0.14563106796116504,0.0990990990990991,0.20689655172413793,0.047619047619047616,0.04,0.05,0.125,0.1,0.2222222222222222,0.14285714285714285,0.2,0.125,1.0,0.40476190476190477,0.5882352941176471,0.7142857142857143,0.5,0.2857142857142857,0.5,0.5454545454545454,0.3333333333333333,0.30952380952380953,0.23076923076923078,0.23076923076923078,1.0,0.8,0.5,,0.38461538461538464,0.8,0.40476190476190477,0.43035714285714294,0.5224500000000001,0.4228846153846153,0.14285714285714285,0.14285714285714285,0.12244897959183673,0.3673469387755102,7.885714285714285,0.3463035019455253,,,,4.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
