EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyCorner3FGM,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Technical Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveMakes,Corner3PctBlocked,OffensiveGoaltends,DefensiveGoaltends,on,3pt And 1 Free Throw Trips,BlockedCorner3
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,81905.0,1365,203.0,2517,2529,574.0,544.0,301,5046,111.0,158.0,34.0,51.0,27.0,35.0,30.0,78.0,17.0,45.0,158.0,281.0,33.0,349.0,2593,37.0,56.0,6.0,80.0,34.0,51.0,10.0,78.0,234.0,82.0,50.0,26.0,51,17.0,68,15.0,2.0,33.0,7.0,11.0,153,25.0,97.0,9.0,35.0,173.0,29.0,237.0,131.0,368.0,9.0,25.0,16.0,9.0,30.0,4.0,20.0,39.0,3.0,10.0,1.0,7.0,69.0,7.0,17.0,117.0,213,20.0,17.0,94.0,13.0,31.0,51.0,8.0,25.0,5.0,24.0,17.0,7.0,24.0,13.0,4.0,3.0,78.0,574.0,20.0,4.0,0.740506329113924,0.8796992481203008,0.5622775800711743,0.6607142857142857,0.6666666666666666,0.5622775800711743,0.6607142857142857,0.6666666666666666,0.5759075907590759,0.6666666666666666,0.6724137931034483,0.09252669039145907,0.08227848101265822,0.15384615384615385,0.022222222222222223,12.931334959916347,0.43478260869565216,0.35365853658536583,0.1111111111111111,0.18153200419727178,0.11644657863145258,0.15486725663716813,0.0859106529209622,0.17642069550466496,0.10854092526690391,0.14035087719298245,0.14342629482071714,0.08192090395480225,0.0718232044198895,0.10909090909090909,0.16382252559726962,0.19801980198019803,0.18207282913165265,0.1566265060240964,0.15,0.09375,0.5416666666666666,0.5622775800711743,0.7025316455696202,0.7655172413793103,0.6936936936936937,0.2775800711743772,0.38461538461538464,0.45454545454545453,0.8,0.1601423487544484,0.37777777777777777,0.38636363636363635,0.9411764705882353,0.9107142857142857,0.6666666666666666,0.20588235294117646,0.6862745098039216,0.7714285714285715,0.5622775800711743,0.4934629893238436,0.5243272727272726,0.4905490196078432,0.08389261744966443,0.08389261744966443,0.22922636103151864,0.22349570200573066,5.804626334519571,0.2280492649980135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
109,1610612759,Robert Horry,Robert Horry,109,SAS,13171.0,220,54.0,404,417,103.0,90.0,40,821,6.0,9.0,2.0,2.0,2.0,4.0,5.0,9.0,4.0,11.0,15.0,29.0,5.0,80.0,432,2.0,5.0,4.0,17.0,6.0,10.0,4.0,25.0,20.0,10.0,2.0,1.0,9,11.0,20,7.0,4.0,6.0,2.0,1.0,51,1.0,8.0,2.0,8.0,14.0,4.0,26.0,11.0,37.0,,8.0,7.0,1.0,2.0,1.0,1.0,3.0,,1.0,,,5.0,1.0,1.0,11.0,19,2.0,1.0,12.0,2.0,1.0,7.0,1.0,2.0,2.0,10.0,8.0,2.0,10.0,6.0,1.0,,25.0,103.0,1.0,2.0,0.6666666666666666,0.7142857142857143,0.5172413793103449,0.4,0.6,0.6048387096774194,0.7222222222222222,0.5526315789473685,0.6153846153846154,0.7727272727272727,0.5681818181818182,0.034482758620689655,0.1111111111111111,,,15.624999999999998,0.4,0.2857142857142857,0.15384615384615385,0.10071942446043165,0.06779661016949153,0.1509433962264151,0.018518518518518517,0.11458333333333333,0.05232558139534884,0.05,0.06896551724137931,0.08163265306122448,0.03125,,0.10638297872340426,0.14634146341463414,0.058823529411764705,0.16666666666666666,0.09090909090909091,,0.6,0.14516129032258066,0.6666666666666666,0.75,0.3333333333333333,0.14516129032258066,0.5555555555555556,0.5555555555555556,0.8,0.1774193548387097,0.36363636363636365,0.36363636363636365,1.0,0.2222222222222222,1.0,,0.21052631578947367,0.5,0.6774193548387096,0.49989354838709693,0.51065,0.4832631578947368,0.031746031746031744,0.06666666666666667,0.2125,0.3125,10.06206896551724,0.25495049504950495,5.0,11.0,1.0,2.0,3.0,10.0,22.0,2.0,2.0,3.0,6.0,15.0,33.0,3.0,4.0,3.0,9.0,33.0,12.0,22.0,10.0,0.7333333333333333,0.45454545454545453,0.75,0.3333333333333333,0.45454545454545453,0.532258064516129,0.1774193548387097,0.45454545454545453,0.45454545454545453,1.0,0.3548387096774194,0.45454545454545453,0.45454545454545453,0.6,0.2222222222222222,0.5,1.0,0.2222222222222222,1.0,0.15789473684210525,0.3157894736842105,0.5,0.45454545454545453,24.624242424242425,,,,,,,,,,,,,,,,,,,True,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,45713.0,762,130.0,1389,1394,231.0,222.0,165,2783,8.0,18.0,,3.0,2.0,2.0,7.0,13.0,23.0,52.0,38.0,83.0,13.0,179.0,1367,2.0,8.0,3.0,13.0,7.0,15.0,1.0,30.0,62.0,14.0,,2.0,22,9.0,31,6.0,3.0,12.0,2.0,8.0,71,,8.0,,17.0,32.0,7.0,56.0,8.0,64.0,1.0,21.0,15.0,6.0,11.0,,8.0,10.0,2.0,3.0,1.0,1.0,21.0,3.0,1.0,18.0,61,6.0,5.0,31.0,3.0,11.0,21.0,2.0,9.0,1.0,9.0,4.0,3.0,10.0,8.0,,1.0,30.0,231.0,2.0,,0.8157894736842105,0.8157894736842105,0.4578313253012048,0.25,0.4666666666666667,0.5286624203821656,0.35714285714285715,0.5370370370370371,0.5391566265060241,0.43333333333333335,0.5555555555555556,0.024096385542168676,0.05555555555555555,0.07692307692307693,,11.798107255520504,0.5238095238095238,0.1891891891891892,,0.056140350877192984,0.016227180527383367,0.1349206349206349,,0.07040229885057471,0.012779552715654952,0.021739130434782608,,0.024271844660194174,,,0.0427807486631016,0.07692307692307693,0.04975124378109453,0.1411764705882353,0.12195121951219512,0.011627906976744186,0.8,0.11464968152866242,0.4444444444444444,0.47058823529411764,0.75,0.08280254777070063,0.5384615384615384,0.5833333333333334,0.42857142857142855,0.33121019108280253,0.4423076923076923,0.4423076923076923,0.9565217391304348,0.21428571428571427,,,0.07407407407407407,1.0,0.5859872611464968,0.5138350318471336,0.528876923076923,0.5018425925925926,0.06060606060606061,0.1,0.07262569832402235,0.16759776536312848,12.772289156626504,0.16630669546436286,27.0,64.0,1.0,4.0,11.0,3.0,10.0,1.0,2.0,,1.0,30.0,74.0,2.0,6.0,5.0,12.0,90.0,,10.0,3.0,1.0,0.40540540540540543,0.3333333333333333,0.4166666666666667,0.40540540540540543,0.4713375796178344,0.40764331210191085,0.421875,0.421875,1.0,0.06369426751592357,0.3,0.3,1.0,0.2857142857142857,0.25,1.0,0.14285714285714285,0.5,0.4074074074074074,0.037037037037037035,,0.3,23.441891891891885,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.45454545454545453,0.013333333333333334,,,,,,,,,,True,,
1521,1610612759,Jacque Vaughn,Jacque Vaughn,1521,SAS,18944.0,316,69.0,577,585,182.0,157.0,70,1162,10.0,20.0,1.0,2.0,4.0,8.0,2.0,6.0,23.0,50.0,35.0,76.0,25.0,98.0,597,3.0,5.0,2.0,8.0,11.0,25.0,12.0,37.0,36.0,34.0,,8.0,39,21.0,60,12.0,9.0,20.0,4.0,15.0,141,,3.0,,7.0,15.0,1.0,23.0,3.0,26.0,,7.0,4.0,3.0,10.0,,7.0,7.0,1.0,3.0,,2.0,17.0,1.0,9.0,12.0,37,,3.0,35.0,,4.0,35.0,3.0,11.0,8.0,2.0,2.0,,2.0,1.0,,,37.0,182.0,5.0,6.0,0.5142857142857142,0.5142857142857142,0.4605263157894737,0.6,0.44,0.474025974025974,0.6,0.4807692307692308,0.5268817204301075,0.6666666666666666,0.5441176470588235,0.10526315789473684,0.15,0.3333333333333333,0.06,16.641221374045802,0.5882352941176471,0.041666666666666664,,0.06787330316742081,0.017543859649122806,0.1111111111111111,,0.07746478873239436,0.012096774193548387,0.03571428571428571,,0.02127659574468085,,,0.11475409836065574,0.05405405405405406,0.046511627906976744,0.09615384615384616,0.18181818181818182,,0.5,0.2597402597402597,0.5,0.5882352941176471,0.4,0.07792207792207792,0.3333333333333333,0.5,,0.6493506493506493,0.46,0.48936170212765956,0.6086956521739131,0.4,0.5,,0.3076923076923077,0.5,0.2727272727272727,0.4233909090909091,0.34355,0.40911923076923074,0.12941176470588237,0.13095238095238096,0.08163265306122448,0.37755102040816324,12.578947368421055,0.31542461005199307,1.0,1.0,,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,3.0,,,,1.0,1.0,,1.0,1.0,0.012987012987012988,0.012987012987012988,1.0,1.0,1.0,,,,,,,,,,0.038461538461538464,,,,23.6,1.0,,,,,,,1.0,,,,,,,,,,,True,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,46821.0,780,209.0,1460,1470,313.0,293.0,169,2930,70.0,110.0,10.0,17.0,20.0,25.0,24.0,58.0,21.0,59.0,115.0,227.0,118.0,489.0,1464,14.0,29.0,11.0,66.0,25.0,43.0,34.0,117.0,102.0,128.0,6.0,15.0,81,22.0,103,9.0,13.0,37.0,18.0,26.0,228,5.0,15.0,,21.0,70.0,6.0,97.0,20.0,117.0,4.0,37.0,22.0,15.0,40.0,6.0,26.0,24.0,2.0,14.0,2.0,2.0,64.0,5.0,20.0,18.0,57,3.0,9.0,120.0,7.0,14.0,139.0,16.0,60.0,10.0,6.0,4.0,2.0,6.0,5.0,,,117.0,313.0,5.0,8.0,0.4434782608695652,0.45535714285714285,0.5066079295154186,0.4827586206896552,0.5813953488372093,0.5254957507082153,0.6111111111111112,0.5460526315789473,0.589242053789731,0.65,0.609375,0.06607929515418502,0.1,0.06896551724137931,,28.348348348348352,0.625,0.12244897959183673,,0.13133208255159476,0.03253796095444685,0.15441176470588236,0.028089887640449437,0.13602391629297458,0.03129890453834116,0.04929577464788732,0.02097902097902098,0.028409090909090908,0.017543859649122806,0.046875,0.047337278106508875,0.14285714285714285,0.19576719576719576,0.12121212121212122,0.24324324324324326,0.023391812865497075,0.8333333333333334,0.311614730878187,0.6363636363636364,0.7070707070707071,0.5142857142857142,0.1643059490084986,0.41379310344827586,0.4444444444444444,0.16666666666666666,0.1671388101983003,0.3559322033898305,0.3559322033898305,0.5238095238095238,0.37777777777777777,0.5882352941176471,0.7,0.32894736842105265,0.8,0.6685552407932012,0.513289630681818,0.5219243902439026,0.500584,0.15538847117794485,0.22140221402214022,0.13496932515337423,0.2392638036809816,7.179735682819383,0.21438356164383562,10.0,24.0,3.0,4.0,6.0,37.0,102.0,6.0,12.0,8.0,27.0,47.0,126.0,9.0,16.0,11.0,33.0,123.0,18.0,101.0,37.0,0.8723404255319149,0.373015873015873,0.5625,0.3333333333333333,0.376,0.35694050991501414,0.0679886685552408,0.4166666666666667,0.4166666666666667,0.9,0.28895184135977336,0.3627450980392157,0.3627450980392157,0.8648648648648649,0.08888888888888889,0.75,1.0,0.26666666666666666,0.5,0.07894736842105263,0.35526315789473684,0.2962962962962963,0.36633663366336633,25.042857142857144,3.0,,2.0,,,,1.0,0.5,0.015625,1.0,9.0,,,,,,,,True,,
699,1610612759,Brent Barry,Brent Barry,699,SAS,30148.0,502,39.0,940,944,304.0,250.0,109,1884,10.0,13.0,1.0,1.0,2.0,4.0,7.0,15.0,7.0,17.0,24.0,45.0,40.0,199.0,990,2.0,3.0,2.0,18.0,5.0,9.0,15.0,49.0,34.0,14.0,2.0,2.0,34,11.0,45,3.0,8.0,17.0,3.0,14.0,101,3.0,1.0,,10.0,35.0,1.0,46.0,4.0,50.0,1.0,13.0,8.0,5.0,7.0,2.0,4.0,8.0,2.0,3.0,,1.0,15.0,,5.0,10.0,19,,2.0,28.0,1.0,4.0,40.0,2.0,13.0,4.0,4.0,3.0,1.0,4.0,3.0,,1.0,49.0,304.0,3.0,4.0,0.7083333333333334,0.7391304347826086,0.5333333333333333,0.6666666666666666,0.5555555555555556,0.5888888888888889,0.6666666666666666,0.4594594594594595,0.6366666666666667,0.6923076923076923,0.5465116279069767,0.044444444444444446,0.07692307692307693,0.06666666666666667,,15.50751879699248,0.4666666666666667,0.027777777777777776,,0.10385756676557864,0.0033333333333333335,0.13333333333333333,0.022556390977443608,0.10922330097087378,0.009237875288683603,0.010638297872340425,,,0.036585365853658534,,0.05357142857142857,0.09574468085106383,0.15267175572519084,0.14545454545454545,0.1,0.014492753623188406,0.75,0.0962962962962963,0.7692307692307693,0.8333333333333334,0.9,0.1111111111111111,0.4666666666666667,0.5,0.42857142857142855,0.1259259259259259,0.4117647058823529,0.4117647058823529,0.7142857142857143,0.08333333333333333,1.0,1.0,0.10810810810810811,0.5,0.762962962962963,0.5205630597014925,0.5195333333333333,0.5149291666666667,0.08904109589041095,0.23214285714285715,0.09045226130653267,0.24623115577889448,10.148888888888889,0.32340425531914896,10.0,30.0,,1.0,10.0,27.0,60.0,4.0,8.0,6.0,18.0,37.0,90.0,4.0,9.0,8.0,28.0,108.0,3.0,59.0,27.0,0.972972972972973,0.4111111111111111,0.4444444444444444,0.2857142857142857,0.4157303370786517,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.3333333333333333,1.0,0.4444444444444444,0.45,0.45,0.9629629629629629,0.08333333333333333,,,0.6666666666666666,0.5,0.2702702702702703,0.4864864864864865,0.3333333333333333,0.4576271186440678,25.030000000000005,2.0,1.0,,,,,1.0,0.2,,1.0,8.0,,,,,,,,True,,
714,1610612759,Michael Finley,Michael Finley,714,SAS,35206.0,587,-12.0,1068,1080,267.0,253.0,133,2148,14.0,22.0,4.0,4.0,2.0,4.0,11.0,20.0,32.0,85.0,57.0,127.0,29.0,257.0,1198,6.0,10.0,4.0,19.0,8.0,26.0,14.0,57.0,78.0,36.0,4.0,3.0,30,8.0,38,3.0,5.0,8.0,11.0,11.0,84,2.0,6.0,1.0,13.0,51.0,3.0,67.0,9.0,76.0,3.0,9.0,6.0,3.0,8.0,2.0,3.0,10.0,1.0,5.0,2.0,,18.0,3.0,4.0,13.0,21,,4.0,29.0,,2.0,31.0,2.0,8.0,3.0,9.0,6.0,3.0,9.0,3.0,,1.0,57.0,267.0,2.0,3.0,0.6842105263157895,0.7090909090909091,0.44881889763779526,0.6,0.3076923076923077,0.5181818181818182,0.4411764705882353,0.43,0.537117903930131,0.4722222222222222,0.48214285714285715,0.023622047244094488,0.045454545454545456,0.05,0.011764705882352941,20.245901639344265,0.4444444444444444,0.07894736842105263,0.03225806451612903,0.13010204081632654,0.017241379310344827,0.14285714285714285,0.014388489208633094,0.13250517598343686,0.01642710472279261,0.03529411764705882,0.010638297872340425,0.011834319526627219,0.010752688172043012,0.021739130434782608,0.11965811965811966,0.12408759124087591,0.14492753623188406,0.136986301369863,0.16666666666666666,0.026785714285714284,0.3333333333333333,0.1,0.6363636363636364,0.6666666666666666,0.7142857142857143,0.09090909090909091,0.55,0.5789473684210527,0.5454545454545454,0.38636363636363635,0.3764705882352941,0.38095238095238093,0.71875,0.23529411764705882,1.0,0.5,0.08,0.5,0.5227272727272727,0.4740389400921659,0.5265884615384615,0.45850625000000017,0.035398230088495575,0.06015037593984962,0.07392996108949416,0.22178988326848248,13.745669291338583,0.25,21.0,40.0,1.0,5.0,11.0,17.0,53.0,,2.0,3.0,13.0,38.0,93.0,1.0,7.0,9.0,24.0,111.0,3.0,51.0,17.0,0.9736842105263158,0.40860215053763443,0.14285714285714285,0.375,0.4175824175824176,0.42272727272727273,0.18181818181818182,0.525,0.525,1.0,0.2409090909090909,0.32075471698113206,0.3269230769230769,0.9411764705882353,0.29411764705882354,0.2,1.0,0.11764705882352941,,0.22,0.26,0.23076923076923078,0.3333333333333333,25.295698924731184,6.0,,,,,,,0.5454545454545454,,2.0,11.0,1.0,0.010752688172043012,0.018867924528301886,,,,,True,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,49052.0,818,125.0,1501,1499,250.0,248.0,176,3000,88.0,136.0,9.0,11.0,17.0,27.0,30.0,65.0,50.0,140.0,168.0,341.0,80.0,425.0,1519,12.0,22.0,5.0,29.0,31.0,59.0,21.0,86.0,94.0,242.0,6.0,24.0,90,50.0,140,28.0,22.0,45.0,11.0,34.0,330,2.0,7.0,,15.0,50.0,,65.0,9.0,74.0,4.0,29.0,16.0,13.0,34.0,7.0,17.0,29.0,2.0,17.0,,9.0,63.0,5.0,10.0,12.0,36,1.0,7.0,82.0,,4.0,102.0,14.0,52.0,6.0,2.0,,2.0,2.0,,,1.0,86.0,250.0,3.0,5.0,0.27976190476190477,0.28484848484848485,0.49266862170087977,0.5454545454545454,0.5254237288135594,0.4886685552407932,0.5454545454545454,0.5,0.535264483627204,0.58,0.5512820512820513,0.07038123167155426,0.1323529411764706,0.07692307692307693,0.007142857142857143,26.97947214076246,0.5396825396825397,,,0.08488964346349745,0.013409961685823755,0.11904761904761904,0.013605442176870748,0.09090909090909091,0.013452914798206279,0.019736842105263157,0.01935483870967742,0.004651162790697674,0.022988505747126436,,0.05235602094240838,0.06914893617021277,0.12857142857142856,0.08235294117647059,0.1951219512195122,0.025806451612903226,,0.38526912181303113,0.6470588235294118,0.7457627118644068,0.25,0.18413597733711048,0.46153846153846156,0.5,0.2,0.39660056657223797,0.35714285714285715,0.3597122302158273,0.38,0.5,0.8181818181818182,0.1111111111111111,0.4153846153846154,0.6296296296296297,0.4192634560906516,0.49078603988604,0.46540624999999997,0.49165,0.1329923273657289,0.13720316622691292,0.06823529411764706,0.2023529411764706,9.599706744868033,0.1665556295802798,1.0,3.0,,,1.0,2.0,9.0,,,1.0,5.0,3.0,12.0,,,1.0,6.0,9.0,,7.0,1.0,1.0,0.25,,0.16666666666666666,0.18181818181818182,0.0339943342776204,0.0084985835694051,0.3333333333333333,0.3333333333333333,1.0,0.025495750708215296,0.2222222222222222,0.2222222222222222,1.0,,,,,,0.015384615384615385,0.07692307692307693,0.2,0.14285714285714285,27.641666666666666,,,,,,,,,,1.0,,,,,1.0,,,,True,,
677,1610612759,Eric Williams,Eric Williams,677,SAS,3205.0,53,4.0,102,97,18.0,49.0,11,199,2.0,2.0,,,,,1.0,4.0,2.0,4.0,5.0,10.0,4.0,32.0,99,1.0,3.0,,2.0,,,2.0,8.0,10.0,,,1.0,4,1.0,5,,1.0,4.0,,,11,,,,1.0,7.0,2.0,10.0,,10.0,,1.0,1.0,,,,,3.0,,,,2.0,3.0,1.0,1.0,2.0,3,,1.0,4.0,,,7.0,1.0,4.0,,,,,,,,,8.0,18.0,,,1.0,1.0,0.5,0.3333333333333333,,0.6363636363636364,0.25,0.75,0.64,0.25,0.8,0.1,,0.25,,24.778761061946906,,0.4,,0.1794871794871795,,0.1111111111111111,,0.16666666666666666,,,,,,,,0.2222222222222222,0.23809523809523808,0.125,,,,0.09090909090909091,1.0,1.0,1.0,0.18181818181818182,0.25,0.3333333333333333,1.0,0.18181818181818182,0.5,0.5,1.0,,,,,,0.6363636363636364,0.48844047619047626,0.419925,0.56785,0.16,0.3076923076923077,0.0625,0.25,11.31,0.17647058823529413,4.0,6.0,,,2.0,2.0,6.0,,1.0,,2.0,6.0,12.0,,1.0,2.0,4.0,18.0,,6.0,2.0,1.0,0.5,,0.5,0.5,0.5454545454545454,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,,,0.25,,0.5,0.5,,0.3333333333333333,25.508333333333336,2.0,,,,,,,1.0,,,,,,,,,,,True,,
2757,1610612759,Beno Udrih,Beno Udrih,2757,SAS,20264.0,338,25.0,630,634,203.0,205.0,84,1264,13.0,29.0,1.0,2.0,3.0,8.0,4.0,18.0,17.0,44.0,34.0,91.0,14.0,118.0,663,4.0,11.0,,20.0,8.0,32.0,7.0,32.0,42.0,26.0,,9.0,31,15.0,46,8.0,7.0,14.0,9.0,8.0,107,1.0,4.0,,7.0,18.0,2.0,27.0,5.0,32.0,1.0,13.0,10.0,3.0,15.0,2.0,9.0,6.0,1.0,6.0,,1.0,21.0,2.0,7.0,12.0,24,,1.0,18.0,,4.0,17.0,1.0,6.0,3.0,1.0,,1.0,1.0,1.0,,,32.0,203.0,4.0,3.0,0.6176470588235294,0.6176470588235294,0.37362637362637363,0.36363636363636365,0.25,0.39097744360902253,0.5263157894736842,0.2840909090909091,0.41843971631205673,0.5263157894736842,0.32653061224489793,0.0989010989010989,0.2413793103448276,0.1111111111111111,,22.01086956521739,0.7142857142857143,0.08333333333333333,,0.08333333333333333,0.01904761904761905,0.11290322580645161,0.011494252873563218,0.08992805755395683,0.016835016835016835,0.03571428571428571,0.014492753623188406,0.011764705882352941,,0.034482758620689655,0.09259259259259259,0.07692307692307693,0.08247422680412371,0.12244897959183673,0.07692307692307693,0.014084507042253521,1.0,0.21804511278195488,0.4482758620689655,0.5909090909090909,0.7692307692307693,0.13533834586466165,0.2222222222222222,0.25,0.5,0.3308270676691729,0.38636363636363635,0.38636363636363635,0.5294117647058824,0.10526315789473684,0.5,1.0,0.18181818181818182,0.375,0.5338345864661654,0.4783414728682171,0.47539374999999995,0.4247682926829269,0.043478260869565216,0.0625,0.1694915254237288,0.2711864406779661,11.03076923076923,0.32222222222222224,5.0,14.0,1.0,2.0,4.0,7.0,28.0,3.0,6.0,2.0,8.0,12.0,42.0,4.0,8.0,3.0,12.0,24.0,12.0,24.0,7.0,0.6666666666666666,0.2857142857142857,0.5,0.25,0.3157894736842105,0.3157894736842105,0.10526315789473684,0.35714285714285715,0.38461538461538464,1.0,0.21052631578947367,0.25,0.25925925925925924,0.42857142857142855,0.10526315789473684,0.5,1.0,0.3157894736842105,0.5,0.09090909090909091,0.18181818181818182,0.25,0.2916666666666667,26.666666666666668,1.0,,,,,,0.6666666666666666,0.25,,4.0,,2.0,0.047619047619047616,0.03571428571428571,,0.07142857142857142,,,True,,
