EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,PenaltyFtPoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,Fg3aBlocked,FTDefRebounds,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,PtsPutbacks,Fg2aBlocked,SelfOReb,Travels,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,HeaveAttempts,LostBallSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,BlockedShortMidRange,SecondChanceCorner3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,BlockedLongMidRange,3SecondViolations,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,SecondChanceTurnovers,3pt And 1 Free Throw Trips,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends
147,1610612756,Jalen Rose,Jalen Rose,147,PHX,3038.0,51,-10.0,104,102,54.0,72,9.0,206,1.0,2.0,4.0,9.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,5,11,5.0,7.0,25,100,1.0,1.0,2.0,3.0,7.0,3.0,4.0,15.0,6.0,4.0,12.0,3.0,4.0,3.0,4.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,14.0,1.0,1.0,2.0,3.0,5,2.0,7,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,15.0,54.0,1.0,0.6,0.6,0.8,0.7142857142857143,0.75,0.7142857142857143,0.45454545454545453,1.0,0.42857142857142855,0.6944444444444444,1.0,0.6818181818181818,0.6944444444444444,1.0,0.6818181818181818,0.3888888888888889,19.469026548672566,0.75,0.08823529411764706,0.030303030303030304,0.13333333333333333,0.04,0.10204081632653061,0.034482758620689655,0.038461538461538464,0.058823529411764705,0.18181818181818182,0.05555555555555555,0.15384615384615385,0.1111111111111111,0.5,0.5,0.5,0.4444444444444444,0.4444444444444444,0.75,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.2222222222222222,0.75,0.75,0.6666666666666666,0.18181818181818182,1.0,0.18181818181818182,0.5,0.3888888888888889,0.75,0.44459999999999994,0.3787,0.44287727272727273,0.08,0.6,17.51818181818182,24.385714285714283,0.5192307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
15,1610612756,Eric Piatkowski,Eric Piatkowski,15,PHX,1794.0,30,7.0,56,57,22.0,35,3.0,113,,,,2.0,2.0,4.0,,,1.0,4.0,,,1,3,3.0,8.0,13,55,,,,1.0,2.0,,,4.0,2.0,,6.0,3.0,4.0,1.0,1.0,,1.0,,,1.0,,,2.0,,1.0,1.0,2.0,3,1.0,4,,,3.0,,2.0,,1.0,3.0,,,5.0,4.0,22.0,2.0,1.0,1.0,0.6666666666666666,0.375,,0.375,0.3333333333333333,,0.5,0.5,,0.5,0.5416666666666666,,0.6666666666666666,0.7272727272727273,25.423728813559322,1.0,0.09523809523809523,0.07142857142857142,0.2,,0.11538461538461539,0.043478260869565216,0.1,,0.5,,,,,,0.18181818181818182,,,,0.36363636363636365,0.5,0.5,0.5,0.36363636363636365,0.25,0.25,1.0,,,,,0.8181818181818182,0.25,0.5284181818181818,,0.48055000000000003,,0.3076923076923077,13.433333333333332,24.35,0.39285714285714285,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.09090909090909091,1.0,1.0,1.0,0.5,1.0,0.08333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1908,1610612756,Jumaine Jones,Jumaine Jones,1908,PHX,2009.0,33,-15.0,71,70,26.0,47,8.0,141,,,1.0,6.0,,4.0,,2.0,1.0,4.0,,,1,6,1.0,8.0,5,67,,,,,1.0,,2.0,,2.0,,3.0,,4.0,1.0,,,,,,,,,,1.0,,1.0,3.0,6,1.0,7,1.0,1.0,1.0,,1.0,,,1.0,,2.0,3.0,,26.0,,1.0,1.0,1.0,0.125,,0.125,0.16666666666666666,,,0.17857142857142858,,,0.17857142857142858,,,0.5714285714285714,18.987341772151897,1.0,0.11538461538461539,,0.1,0.045454545454545456,0.1111111111111111,0.023809523809523808,,0.06666666666666667,0.1111111111111111,0.13333333333333333,0.125,,,,0.42857142857142855,0.16666666666666666,0.16666666666666666,1.0,0.2857142857142857,,,,0.2857142857142857,0.25,0.3333333333333333,1.0,0.6666666666666666,,,,0.5714285714285714,0.25,0.45878571428571424,,0.4700166666666667,,,18.900000000000002,24.587500000000002,0.36619718309859156,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,0.125,0.25,0.4,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2469,1610612756,Pat Burke,Pat Burke,2469,PHX,9831.0,164,-30.0,327,323,128.0,164,31.0,650,3.0,8.0,1.0,11.0,1.0,5.0,1.0,3.0,5.0,17.0,5.0,13.0,17,43,6.0,22.0,60,348,4.0,8.0,10.0,6.0,15.0,6.0,16.0,34.0,24.0,10.0,18.0,,17.0,5.0,2.0,3.0,5.0,2.0,1.0,2.0,,,13.0,3.0,9.0,5.0,24.0,35,12.0,47,3.0,3.0,4.0,,4.0,3.0,,7.0,1.0,11.0,19.0,34.0,128.0,1.0,0.7058823529411765,0.8571428571428571,1.0,0.2727272727272727,0.375,0.2727272727272727,0.3953488372093023,0.5,0.4,0.4,0.4444444444444444,0.4838709677419355,0.4225352112676056,0.5,0.5,0.3384615384615385,21.311475409836063,0.5714285714285714,0.2,0.08181818181818182,0.15151515151515152,0.057692307692307696,0.1895424836601307,0.07407407407407407,0.03508771929824561,0.08571428571428572,0.18181818181818182,0.21875,0.14814814814814814,0.12307692307692308,0.375,0.375,0.16923076923076924,0.09090909090909091,0.1,1.0,0.07692307692307693,0.2,0.25,1.0,0.26153846153846155,0.29411764705882354,0.29411764705882354,1.0,0.0967741935483871,0.3333333333333333,0.41935483870967744,0.38461538461538464,0.7076923076923077,0.29411764705882354,0.49819923076923067,0.5695714285714285,0.48567580645161296,0.16666666666666666,0.5666666666666667,6.246511627906977,25.200000000000003,0.39143730886850153,13.0,24.0,5.0,7.0,8.0,4.0,14.0,13.0,8.0,2.0,2.0,2.0,0.16666666666666666,0.36923076923076925,0.5416666666666666,0.5909090909090909,0.6923076923076923,0.22580645161290322,0.7142857142857143,0.11267605633802817,0.16326530612244897,,1.0,1.0,1.0,6.0,0.045454545454545456,,0.3333333333333333,,0.1111111111111111,4.0,7.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.06976744186046512,0.08333333333333333,0.09090909090909091,0.2,0.15384615384615385,0.07142857142857142,0.17391304347826086,0.027777777777777776,0.5,0.6666666666666666,0.7777777777777778,0.5714285714285714,0.25,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2556,1610612756,Marcus Banks,Marcus Banks,2556,PHX,5492.0,92,-36.0,188,185,96.0,111,15.0,373,1.0,1.0,9.0,19.0,,,,,1.0,5.0,1.0,4.0,20,33,1.0,5.0,54,212,2.0,3.0,4.0,11.0,16.0,1.0,4.0,32.0,12.0,28.0,,3.0,4.0,1.0,9.0,5.0,14.0,4.0,1.0,1.0,,8.0,33.0,,1.0,3.0,2.0,5,1.0,6,4.0,2.0,1.0,,1.0,1.0,,2.0,1.0,2.0,12.0,32.0,96.0,3.0,0.3,0.3,,0.2,0.25,0.25,0.6060606060606061,0.6666666666666666,0.6875,0.5657894736842105,0.6666666666666666,0.625,0.6136363636363636,0.6666666666666666,0.6666666666666666,0.13157894736842105,22.33009708737864,0.5,0.03225806451612903,0.01694915254237288,0.15,,0.06097560975609756,0.011111111111111112,,,,0.03125,0.17647058823529413,0.02631578947368421,1.0,1.0,0.5,0.47368421052631576,0.47368421052631576,0.2222222222222222,,,,,0.13157894736842105,0.2,0.2,,,,0.2,0.25,0.47368421052631576,0.25,0.4809959459459459,0.39644999999999997,0.49725,0.07407407407407407,0.5925925925925926,11.32727272727273,29.52,0.5106382978723404,10.0,13.0,7.0,8.0,11.0,7.0,10.0,13.0,5.0,,,,,0.34210526315789475,0.7692307692307693,0.8333333333333334,0.4,0.4,0.875,0.11904761904761904,0.13513513513513514,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,1.0,1.0,,,,0.030303030303030304,0.07692307692307693,,,0.06666666666666667,,0.08333333333333333,,,,0.3333333333333333,1.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,True,,,,,
2564,1610612756,Boris Diaw,Boris Diaw,2564,PHX,1755.0,29,-4.0,56,54,22.0,27,6.0,110,,,,,,,,,,,,,2,3,,,4,58,2.0,2.0,4.0,1.0,2.0,,,2.0,,4.0,,,,,3.0,2.0,5.0,1.0,1.0,,1.0,2.0,12.0,,2.0,1.0,1.0,3,2.0,5,2.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,2.0,22.0,,,,,,,,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,,6.349206349206349,1.0,0.05,0.09090909090909091,1.0,,0.09523809523809523,0.06896551724137931,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,0.5436666666666666,0.50365,0.58335,1.0,0.5,,,0.39285714285714285,2.0,3.0,1.0,2.0,,,1.0,,,,,,,1.0,0.6666666666666666,0.6666666666666666,,1.0,0.5,,,,,,,1.0,,,0.2,,,2.0,2.0,,4.0,,1.0,,,,,,,,,,,,,,0.3333333333333333,,0.14285714285714285,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1752,1610612756,Sean Marks,Sean Marks,1752,PHX,281.0,5,-4.0,11,12,,12,1.0,23,,,1.0,2.0,,,,,,,,,1,2,,,2,13,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,1,,1,,,,,,,,,,1.0,2.0,,,1.0,1.0,1.0,,,,,0.5,,,0.5,,,0.5,,,,16.666666666666668,,0.25,,,,0.25,,,,0.5,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,0.3769,,,,,19.1,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,3093.0,52,-10.0,107,107,34.0,42,9.0,214,1.0,2.0,1.0,4.0,1.0,1.0,,,,,,,7,15,1.0,1.0,19,117,2.0,5.0,7.0,2.0,4.0,,,6.0,10.0,4.0,3.0,,,,2.0,1.0,3.0,,1.0,1.0,,1.0,7.0,,4.0,1.0,8.0,13,4.0,17,1.0,,1.0,1.0,1.0,2.0,,3.0,,3.0,5.0,6.0,34.0,2.0,0.7142857142857143,0.8333333333333334,1.0,1.0,,1.0,0.4666666666666667,0.4,0.5,0.53125,0.5833333333333334,0.5,0.53125,0.5833333333333334,0.5,0.0625,15.702479338842975,0.3333333333333333,0.21052631578947367,0.1,0.1111111111111111,,0.19148936170212766,0.08,,,0.4166666666666667,0.09523809523809523,0.14285714285714285,0.125,0.5,0.5,0.25,0.25,0.25,1.0,0.0625,1.0,1.0,1.0,,,,,,,,,0.625,,0.5158625000000001,0.54355,0.414325,0.3684210526315789,0.3157894736842105,6.34,23.6,0.3177570093457944,5.0,9.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,0.5625,0.5555555555555556,0.7142857142857143,0.8,0.25,1.0,,,1.0,,1.0,,4.0,,,0.6666666666666666,0.16666666666666666,,2.0,5.0,,2.0,2.0,2.0,,,,1.0,,,,,,0.13333333333333333,0.2222222222222222,,,0.21052631578947367,,0.2,0.3333333333333333,,,0.8333333333333334,0.4,0.5,,1.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,
2592,1610612756,James Jones,James Jones,2592,PHX,6308.0,105,-28.0,210,205,76.0,104,21.0,415,,2.0,10.0,18.0,3.0,4.0,,,2.0,9.0,2.0,2.0,10,20,5.0,13.0,40,215,,1.0,,4.0,6.0,2.0,2.0,17.0,14.0,6.0,15.0,,9.0,2.0,1.0,1.0,2.0,,1.0,1.0,,,5.0,2.0,1.0,3.0,12.0,16,3.0,19,,,,,,2.0,,2.0,,4.0,5.0,17.0,76.0,1.0,0.7,0.7,1.0,0.38461538461538464,1.0,0.38461538461538464,0.5,,0.6666666666666666,0.5303030303030303,,0.875,0.5714285714285714,,0.9444444444444444,0.3939393939393939,15.677966101694915,,0.15,0.013333333333333334,0.12,0.05405405405405406,0.14285714285714285,0.026785714285714284,,0.038461538461538464,0.2608695652173913,0.11904761904761904,0.15,0.06060606060606061,,,0.5454545454545454,0.5555555555555556,0.5555555555555556,0.7,0.12121212121212122,0.75,1.0,1.0,0.2727272727272727,0.2222222222222222,0.2222222222222222,1.0,,,0.25,1.0,0.3939393939393939,0.2222222222222222,0.4321712121212121,0.4002,0.39626875,,0.425,18.645,25.476923076923075,0.3619047619047619,,,,,5.0,3.0,7.0,5.0,1.0,6.0,1.0,6.0,,,,,,,,0.05714285714285714,0.047619047619047616,,1.0,1.0,1.0,1.0,0.07692307692307693,,0.09090909090909091,,0.5,,,,,,,1.0,,,1.0,2.0,,4.0,,,,,,0.25,0.03571428571428571,,0.06666666666666667,,0.6666666666666666,,,,,,,,,2.0,,,,,,,,1.0,3.0,1.0,0.09090909090909091,0.07142857142857142,,,,,,,,True,,,,,
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,7246.0,121,-24.0,240,235,72.0,103,21.0,475,1.0,4.0,3.0,12.0,4.0,5.0,1.0,2.0,1.0,3.0,,1.0,10,32,5.0,8.0,37,260,,1.0,3.0,3.0,10.0,1.0,3.0,9.0,4.0,16.0,15.0,,3.0,1.0,20.0,8.0,28.0,5.0,3.0,10.0,,10.0,64.0,,,1.0,6.0,7,,7,2.0,2.0,4.0,3.0,3.0,9.0,1.0,13.0,4.0,3.0,15.0,9.0,72.0,2.0,0.2,0.2,1.0,0.625,0.3333333333333333,0.625,0.3125,,0.3,0.4375,0.75,0.34615384615384615,0.43902439024390244,0.75,0.34615384615384615,0.2,20.30075187969925,0.3076923076923077,0.06896551724137931,,0.04,,0.0625,,,,0.043478260869565216,0.08695652173913043,,0.1,0.25,0.3333333333333333,0.3,0.25,0.2727272727272727,,0.125,0.8,0.8,1.0,0.075,0.3333333333333333,0.3333333333333333,1.0,0.15384615384615385,0.5,0.07692307692307693,,0.6,0.3333333333333333,0.4973787499999999,0.2907,0.4701807692307693,0.08108108108108109,0.24324324324324326,8.328125000000002,24.1625,0.3,6.0,16.0,2.0,5.0,2.0,,9.0,3.0,1.0,1.0,,2.0,0.25,0.4,0.375,0.46153846153846156,0.16666666666666666,0.38461538461538464,0.4,0.024390243902439025,0.030303030303030304,1.0,,1.0,,,,,,0.5,,,,,,5.0,,1.0,,3.0,1.0,3.0,,,,,0.15625,0.1875,0.08333333333333333,,,,0.05555555555555555,,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,0.25,,,,True,,,,,
