EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,Travels,Loose Ball Fouls Drawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,BlockedShortMidRange,Fg3aBlocked,Corner3Assists,StepOutOfBoundsTurnovers,SecondChanceTurnovers,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,Technical Free Throw Trips,PenaltyArc3FGM,PenaltyFG3M,HeaveMakes,HeaveAttempts,PenaltyFg3Pct,LongMidRangePctBlocked,PenaltyArc3Accuracy,DefensiveGoaltends,on,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,OffensiveGoaltends,3pt And 1 Free Throw Trips,Corner3PctBlocked,BlockedCorner3
101109,1610612766,Raymond Felton,Raymond Felton,101109,CHA,7310.0,122.0,-41.0,236.0,249,88.0,102.0,31.0,485,9.0,19.0,2.0,4.0,6.0,1.0,2.0,10.0,17.0,1.0,1.0,4.0,10.0,1.0,1.0,20.0,38.0,5.0,11.0,14.0,69.0,266.0,1.0,4.0,1.0,2.0,5.0,9.0,1.0,7.0,17.0,12.0,28.0,12.0,3.0,10.0,4.0,2.0,16.0,1.0,17.0,1.0,6.0,3.0,7.0,35.0,1.0,1.0,4.0,17.0,1.0,22.0,2.0,24.0,1.0,6.0,4.0,2.0,8.0,2.0,7.0,6.0,2.0,1.0,14.0,5.0,3.0,16.0,3.0,2.0,13.0,1.0,18.0,2.0,7.0,3.0,17.0,88.0,4.0,3.0,0.3,0.3,0.8,0.4545454545454545,0.4545454545454545,0.5263157894736842,0.25,0.5555555555555556,0.5612244897959183,0.2,0.5,0.6052631578947368,0.2,0.6071428571428571,0.2244897959183673,0.0526315789473684,0.1052631578947368,26.199261992619927,0.5714285714285714,0.0769230769230769,0.1931818181818181,0.0119047619047619,0.1666666666666666,0.0588235294117647,0.1875,0.0198019801980198,0.037037037037037,0.0909090909090909,0.1842105263157894,0.1538461538461538,0.2162162162162162,0.1176470588235294,0.2857142857142857,0.0476190476190476,0.3877551020408163,0.4736842105263157,0.5294117647058824,0.3333333333333333,0.0408163265306122,0.5,0.5,0.3469387755102041,0.5882352941176471,0.5882352941176471,0.3,0.0204081632653061,1.0,1.0,1.0,0.2040816326530612,0.4,0.4,0.75,0.4,0.2,0.6,0.6666666666666666,0.1,0.6122448979591837,0.4,0.4952459183673469,0.40125,0.533125,0.1296296296296296,0.1627906976744186,0.0289855072463768,0.2463768115942029,8.9,24.90909090909091,0.3728813559322034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
101118,1610612766,Sean May,Sean May,101118,CHA,6406.0,107.0,-21.0,207.0,215,67.0,96.0,28.0,422,10.0,14.0,9.0,3.0,5.0,4.0,14.0,4.0,12.0,,,,,,,18.0,40.0,,,11.0,47.0,205.0,8.0,11.0,,19.0,6.0,14.0,,6.0,18.0,16.0,20.0,,,,,3.0,7.0,1.0,8.0,1.0,2.0,1.0,4.0,17.0,2.0,8.0,3.0,15.0,5.0,23.0,10.0,33.0,,2.0,2.0,,6.0,,3.0,4.0,,3.0,10.0,4.0,4.0,11.0,2.0,3.0,12.0,1.0,14.0,,5.0,2.0,18.0,67.0,2.0,2.0,0.4444444444444444,0.6153846153846154,,,,0.45,0.7272727272727273,0.4285714285714285,0.45,0.7272727272727273,0.4285714285714285,0.5,0.7307692307692307,0.5,,0.075,0.0714285714285714,24.15254237288136,0.6,0.4545454545454545,0.2027027027027027,0.0941176470588235,0.1111111111111111,0.2857142857142857,0.1782178217821782,0.108695652173913,0.081081081081081,0.1666666666666666,0.1851851851851851,0.3076923076923077,0.1764705882352941,0.1176470588235294,0.1,,0.35,0.7142857142857143,0.7692307692307693,0.3,0.35,0.2857142857142857,0.3333333333333333,0.3,0.3333333333333333,0.3333333333333333,0.75,,,,,,,,,0.8181818181818182,,0.3571428571428571,0.6,,0.35,,0.42938,0.4460555555555555,0.4163642857142857,0.1111111111111111,0.1111111111111111,0.4042553191489361,0.3829787234042553,9.105,,0.323671497584541,7.0,3.0,10.0,1.0,1.0,7.0,1.0,1.0,6.0,1.0,8.0,5.0,1.0,0.1428571428571428,0.05,0.1428571428571428,1.0,0.625,0.5,0.7777777777777778,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
101187,1610612766,Alan Anderson,Alan Anderson,101187,CHA,1344.0,22.0,-2.0,43.0,46,16.0,14.0,4.0,89,,,,,,,2.0,1.0,1.0,,1.0,,3.0,,1.0,1.0,3.0,,4.0,,2.0,44.0,,,,,,1.0,2.0,,,2.0,,,,3.0,,,2.0,1.0,3.0,1.0,,1.0,1.0,7.0,,1.0,,4.0,,4.0,1.0,5.0,,,,,1.0,,1.0,2.0,,,3.0,2.0,1.0,4.0,,1.0,1.0,,,,,,,16.0,,,1.0,1.0,,,,0.3333333333333333,,,0.1428571428571428,,,0.1428571428571428,,,0.5714285714285714,,,20.40816326530612,0.3333333333333333,,0.2666666666666666,0.0666666666666666,,,0.2222222222222222,0.05,,,0.4285714285714285,0.3333333333333333,,,,,,,,,0.2857142857142857,,,0.1428571428571428,1.0,1.0,1.0,0.1428571428571428,,,,0.4285714285714285,,,,,,,,0.3333333333333333,0.5714285714285714,,0.4058071428571428,,0.5203333333333333,,,,,9.666666666666666,26.2,0.3720930232558139,,,,1.0,,,,,,,,,,,,0.1428571428571428,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2063,1610612766,Jake Voskuhl,Jake Voskuhl,2063,CHA,2822.0,47.0,1.0,91.0,96,32.0,37.0,16.0,187,2.0,3.0,3.0,,,,,1.0,5.0,,,,,,,3.0,8.0,,,2.0,8.0,94.0,2.0,4.0,,4.0,,2.0,,,,2.0,4.0,,,,,,,1.0,1.0,1.0,,,,3.0,,7.0,2.0,3.0,3.0,8.0,7.0,15.0,1.0,,,,,,,,,,,,5.0,7.0,,,5.0,1.0,2.0,,1.0,,,32.0,,,0.3333333333333333,1.0,,,,0.375,0.5,,0.375,0.5,,0.4444444444444444,0.5,,,,,8.256880733944953,,0.6,0.125,0.1489361702127659,0.1666666666666666,,0.1388888888888889,0.1428571428571428,0.1818181818181818,,0.2,0.25,,0.1818181818181818,,0.25,0.375,0.6666666666666666,0.6666666666666666,,,,,0.625,0.2,0.2,1.0,,,,,,,,,0.75,,,,,0.375,,0.4283749999999999,0.4826499999999999,0.28015,0.1111111111111111,0.1111111111111111,0.5,,11.9125,,0.3516483516483517,2.0,,4.0,,3.0,1.0,,,,,1.0,,,,0.1428571428571428,0.0909090909090909,,,,0.6666666666666666,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2774,1610612766,Bernard Robinson,Bernard Robinson,2774,CHA,14462.0,241.0,-63.0,460.0,492,176.0,217.0,59.0,952,13.0,28.0,7.0,5.0,9.0,,6.0,3.0,18.0,,,,2.0,,2.0,16.0,52.0,,2.0,19.0,51.0,491.0,3.0,10.0,,8.0,5.0,14.0,2.0,11.0,21.0,18.0,14.0,,,2.0,,9.0,15.0,2.0,17.0,1.0,6.0,4.0,5.0,36.0,2.0,7.0,12.0,21.0,,33.0,9.0,42.0,,13.0,8.0,5.0,6.0,3.0,4.0,10.0,,2.0,16.0,7.0,10.0,28.0,1.0,2.0,16.0,1.0,22.0,2.0,9.0,3.0,21.0,176.0,8.0,3.0,0.5625,0.6,,,,0.3076923076923077,0.3,0.3571428571428571,0.2962962962962963,0.3,0.3125,0.3984375,0.3636363636363636,0.4772727272727273,0.037037037037037,0.173076923076923,0.25,15.267175572519085,0.375,,0.1280487804878048,0.0386740331491712,0.2142857142857142,0.064516129032258,0.15,0.0424528301886792,0.0389610389610389,,0.1515151515151515,0.09375,0.1212121212121212,0.1891891891891892,0.2631578947368421,,0.5185185185185185,0.4642857142857143,0.6190476190476191,0.5384615384615384,0.1111111111111111,,,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.6666666666666666,,,,,0.037037037037037,,,,0.7,,0.5625,0.5555555555555556,0.125,0.5555555555555556,,0.4627915094339623,0.4873199999999998,0.4841100000000001,0.1475409836065573,0.1525423728813559,0.1568627450980392,0.4117647058823529,7.482692307692308,32.4,0.3826086956521739,3.0,2.0,2.0,2.0,1.0,1.0,,,1.0,,1.0,1.0,,0.3333333333333333,0.0576923076923076,0.0192307692307692,0.2,1.0,,0.4285714285714285,0.6666666666666666,,,,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1507,1610612766,Derek Anderson,Derek Anderson,1507,CHA,2566.0,43.0,-3.0,75.0,83,33.0,31.0,13.0,158,,,,,,,,,2.0,,1.0,1.0,7.0,1.0,2.0,,2.0,1.0,8.0,5.0,8.0,71.0,,,1.0,,,1.0,2.0,2.0,2.0,,,3.0,,7.0,1.0,,1.0,1.0,2.0,1.0,,,1.0,5.0,,,3.0,4.0,,7.0,,7.0,,1.0,1.0,,1.0,1.0,1.0,4.0,1.0,,5.0,2.0,1.0,2.0,,1.0,3.0,1.0,5.0,,,1.0,2.0,33.0,,1.0,,,1.0,0.125,0.125,,,,0.15,,,0.3333333333333333,,0.25,0.8,,,18.47826086956521,0.2,,0.1904761904761904,,0.1764705882352941,,0.1842105263157894,,,,0.1,0.2,0.3333333333333333,0.3,,,,,,,,,,0.2,,,,0.1,,,,0.7,0.1428571428571428,0.1428571428571428,1.0,,1.0,,,0.6666666666666666,0.8,0.1428571428571428,0.46797,,0.2962666666666667,0.0909090909090909,,,0.25,20.05,25.5875,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1111111111111111,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2056,1610612766,Primoz Brezec,Primoz Brezec,2056,CHA,1657.0,28.0,3.0,55.0,58,32.0,15.0,12.0,113,3.0,5.0,4.0,2.0,4.0,,2.0,2.0,4.0,,,,,,,5.0,11.0,,,,10.0,53.0,2.0,4.0,,4.0,4.0,8.0,,,8.0,6.0,4.0,,,,,1.0,1.0,,1.0,,1.0,,,2.0,,5.0,1.0,,,1.0,6.0,7.0,1.0,,,,,,,2.0,,,2.0,1.0,3.0,3.0,,,2.0,,2.0,,1.0,,8.0,32.0,,,0.6,1.0,,,,0.4545454545454545,0.5,0.5,0.4545454545454545,0.5,0.5,0.4166666666666667,0.5,0.4444444444444444,,0.0909090909090909,,20.588235294117645,,,,0.25,0.1666666666666666,,0.0416666666666666,0.1923076923076923,0.2222222222222222,,,,,0.5,,0.2,0.4545454545454545,0.6,0.6,0.3333333333333333,0.1818181818181818,,,0.3636363636363636,0.5,0.5,1.0,,,,,,,,,1.0,,0.5,0.5,,0.4545454545454545,,0.4774909090909091,0.61975,0.4859625,0.0833333333333333,0.0833333333333333,0.4,0.8,7.590909090909091,,0.5818181818181818,2.0,,4.0,2.0,1.0,,,,,,,,,0.5,0.3333333333333333,0.2,,,,0.5,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2408,1610612766,Melvin Ely,Melvin Ely,2408,CHA,2854.0,48.0,-22.0,95.0,100,54.0,39.0,9.0,195,2.0,2.0,1.0,2.0,2.0,1.0,8.0,,1.0,,,,,,,3.0,11.0,,,2.0,8.0,91.0,1.0,1.0,,3.0,2.0,7.0,,2.0,6.0,4.0,2.0,,,,,1.0,1.0,1.0,2.0,1.0,,,1.0,5.0,,,1.0,3.0,1.0,5.0,,5.0,,,,,2.0,,1.0,1.0,,1.0,3.0,3.0,3.0,7.0,1.0,,5.0,,3.0,1.0,1.0,1.0,6.0,54.0,,1.0,0.6666666666666666,0.6666666666666666,,,,0.2727272727272727,1.0,0.2857142857142857,0.2727272727272727,1.0,0.2857142857142857,0.3333333333333333,1.5,0.375,,0.0909090909090909,,14.285714285714285,0.6666666666666666,0.2,0.1,,0.1,,0.1,,,,0.1,0.1428571428571428,0.0769230769230769,,0.3333333333333333,,0.1818181818181818,1.0,1.0,1.0,0.7272727272727273,0.125,0.1428571428571428,0.0909090909090909,,,,,,,,,,,,1.0,,0.2857142857142857,1.0,,0.1818181818181818,,0.4292,0.6461,0.4536714285714285,0.0909090909090909,0.0909090909090909,0.375,0.75,6.672727272727273,,0.5684210526315789,1.0,1.0,,,,1.0,,,1.0,,1.0,,,0.125,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
970,1610612766,Othella Harrington,Othella Harrington,970,CHA,2940.0,49.0,-27.0,95.0,102,33.0,50.0,5.0,197,1.0,1.0,,,,2.0,6.0,,3.0,,,,,,,3.0,10.0,,,7.0,13.0,97.0,,,,,,1.0,,3.0,3.0,4.0,2.0,,,,,,1.0,,1.0,,1.0,,,2.0,1.0,,,3.0,1.0,4.0,1.0,5.0,,,,,,,,2.0,1.0,,2.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,8.0,,3.0,1.0,3.0,33.0,2.0,1.0,0.6666666666666666,0.6666666666666666,,,,0.3,,,0.3,,,0.4642857142857143,,0.5,,,,15.84158415841584,,0.3333333333333333,0.0769230769230769,,,0.2,0.0588235294117647,0.0232558139534883,,,0.2,,,,,,0.1,1.0,1.0,1.0,0.6,0.3333333333333333,0.3333333333333333,0.3,,,,,,,,,,,,,,,,,0.1,,0.40679,,0.3846,0.2307692307692307,0.2307692307692307,,0.2307692307692307,10.87,,0.3473684210526316,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1510,1610612766,Brevin Knight,Brevin Knight,1510,CHA,5186.0,86.0,1.0,162.0,179,46.0,94.0,22.0,341,1.0,4.0,,,1.0,,3.0,7.0,14.0,,,,,,,8.0,21.0,,,7.0,23.0,172.0,1.0,1.0,,2.0,,4.0,,3.0,3.0,6.0,10.0,,,,,1.0,13.0,,13.0,,7.0,2.0,4.0,26.0,,1.0,2.0,3.0,1.0,6.0,1.0,7.0,1.0,3.0,,3.0,4.0,1.0,4.0,2.0,,,6.0,1.0,3.0,6.0,,,5.0,2.0,10.0,,2.0,1.0,3.0,46.0,,1.0,0.375,0.375,,,,0.3809523809523809,1.0,,0.3809523809523809,1.0,,0.4166666666666667,1.0,0.2,,0.0476190476190476,,16.304347826086957,0.6666666666666666,0.1428571428571428,0.0491803278688524,0.0166666666666666,0.0689655172413793,,0.0555555555555555,0.0158730158730158,,,0.0526315789473684,0.0714285714285714,0.0357142857142857,0.0526315789473684,0.1,0.0909090909090909,0.1904761904761904,0.25,0.25,1.0,0.1428571428571428,,,0.6666666666666666,0.5,0.5,0.2857142857142857,,,,,,,,,,,0.25,,,0.1904761904761904,,0.4263666666666666,0.3883,0.431675,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.1304347826086956,13.561904761904762,,0.2839506172839506,,,,,,,,,,,,,,0.3333333333333333,0.0666666666666666,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,
