EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,SecondChanceFtPoints,PtsPutbacks,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked3s,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Fg3aBlocked,FTOffRebounds,Technical Free Throw Trips,BlockedArc3,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,HeaveAttempts,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Corner3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,on,3pt And 1 Free Throw Trips
101120,1610612751,Antoine Wright,Antoine Wright,101120,NJN,13096.0,218,-109,399,428,141,174,29.0,827,13.0,23.0,1.0,3.0,3.0,7.0,2.0,5.0,16.0,3.0,5.0,3.0,4.0,1.0,4.0,2.0,18.0,41.0,4.0,9.0,8.0,56.0,495,1.0,5.0,2.0,3.0,12.0,3.0,6.0,3.0,18.0,26.0,10.0,12.0,4.0,1.0,4.0,7.0,3.0,10.0,1.0,2.0,4.0,2.0,1.0,23.0,4.0,4.0,4.0,13.0,4.0,21.0,8.0,29.0,2.0,6.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,14.0,25.0,1.0,11.0,15.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,18.0,141,4.0,1.0,0.7222222222222222,0.7222222222222222,1.0,0.4444444444444444,0.5,0.4444444444444444,0.43902439024390244,0.2,0.25,0.48,0.2,0.4166666666666667,0.5,0.2,0.47368421052631576,0.18,0.0975609756097561,0.13043478260869565,0.5,13.856812933025404,0.25,0.23529411764705882,0.09352517985611511,0.03636363636363636,0.0851063829787234,0.07272727272727272,0.0913978494623656,0.048484848484848485,0.0975609756097561,0.07317073170731707,0.07142857142857142,0.0425531914893617,0.19642857142857142,0.09375,0.06666666666666667,0.09090909090909091,1.0,0.46,0.5652173913043478,0.65,0.7692307692307693,0.04,0.32,0.3125,0.3125,0.6,0.1,0.6,0.6,1.0,0.08,0.25,0.25,1.0,0.6,0.3333333333333333,1.0,0.3888888888888889,0.42857142857142855,0.2222222222222222,0.75,0.1111111111111111,0.64,0.25,0.4875349999999999,0.44692499999999996,0.47020277777777786,0.14545454545454545,0.17391304347826086,0.03571428571428571,0.32142857142857145,7.878048780487805,24.77777777777778,0.3533834586466165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1630,1610612751,Mikki Moore,Mikki Moore,1630,NJN,19506.0,325,-116,607,603,202,277,62.0,1210,26.0,41.0,4.0,11.0,8.0,14.0,12.0,9.0,17.0,,,,,,,,42.0,70.0,,,16.0,100.0,744,7.0,14.0,15.0,11.0,23.0,,,3.0,25.0,68.0,16.0,,,,7.0,4.0,5.0,9.0,3.0,2.0,,1.0,3.0,23.0,4.0,16.0,7.0,22.0,7.0,36.0,20.0,56.0,1.0,7.0,5.0,2.0,3.0,2.0,,15.0,3.0,,18.0,4.0,23.0,48.0,7.0,31.0,23.0,2.0,9.0,4.0,7.0,5.0,8.0,3.0,25.0,202,6.0,3.0,0.8095238095238095,0.8947368421052632,,,,,0.6,0.5,0.4782608695652174,0.6,0.5,0.4782608695652174,0.6172839506172839,0.5357142857142857,0.4807692307692308,,0.1,0.17073170731707318,,14.497041420118343,0.16666666666666666,0.2413793103448276,0.11578947368421053,0.08290155440414508,0.10606060606060606,0.0449438202247191,0.11328125,0.07092198581560284,0.12698412698412698,0.04411764705882353,0.047619047619047616,0.05454545454545454,0.13095238095238096,0.125,0.05555555555555555,0.047619047619047616,0.375,0.5857142857142857,0.6341463414634146,0.7647058823529411,0.8846153846153846,0.17142857142857143,0.24285714285714285,0.5294117647058824,0.5294117647058824,0.8888888888888888,,,,,,,,,0.7857142857142857,0.36363636363636365,0.25,0.6086956521739131,0.5714285714285714,,,,0.5857142857142857,,0.4923557142857143,0.5515727272727272,0.4730652173913044,0.11688311688311688,0.11688311688311688,0.15,0.25,5.687142857142858,,0.33278418451400327,7.0,1.0,8.0,3.0,3.0,7.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.05,0.06666666666666667,0.1568627450980392,0.5833333333333334,0.5833333333333334,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,36574.0,610,-148,1157,1167,454,486,110.0,2324,49.0,92.0,4.0,12.0,15.0,35.0,40.0,29.0,78.0,5.0,8.0,3.0,4.0,16.0,66.0,27.0,91.0,210.0,21.0,74.0,95.0,340.0,1306,8.0,21.0,29.0,31.0,82.0,12.0,31.0,38.0,136.0,74.0,108.0,51.0,66.0,16.0,14.0,53.0,41.0,94.0,21.0,20.0,28.0,8.0,17.0,229.0,3.0,17.0,17.0,52.0,3.0,72.0,21.0,93.0,6.0,13.0,5.0,8.0,27.0,2.0,13.0,19.0,1.0,5.0,46.0,20.0,26.0,51.0,,99.0,125.0,13.0,55.0,13.0,5.0,3.0,6.0,3.0,136.0,454,7.0,13.0,0.4065934065934066,0.42045454545454547,0.8095238095238095,0.28378378378378377,0.3870967741935484,0.28378378378378377,0.43333333333333335,0.38095238095238093,0.3780487804878049,0.43133802816901406,0.38,0.4336283185840708,0.5,0.48333333333333334,0.4892086330935252,0.2605633802816901,0.06666666666666667,0.11956521739130435,0.05,30.03120124804992,0.5869565217391305,0.061224489795918366,0.13164556962025317,0.047752808988764044,0.12781954887218044,0.015873015873015872,0.13068181818181818,0.03669724770642202,0.07086614173228346,0.013888888888888888,0.022222222222222223,0.07801418439716312,0.1657142857142857,0.1346153846153846,0.10344827586206896,0.03896103896103896,0.5,0.323943661971831,0.532608695652174,0.6049382716049383,0.3673469387755102,0.14084507042253522,0.2746478873239437,0.3717948717948718,0.37662337662337664,0.4827586206896552,0.028169014084507043,0.625,0.625,1.0,0.2323943661971831,0.24242424242424243,0.24615384615384617,0.75,0.48,0.3333333333333333,,0.30973451327433627,0.42857142857142855,0.035398230088495575,0.75,0.23893805309734514,0.5845070422535211,0.24242424242424243,0.47813133802816893,0.46868181818181825,0.45590044247787603,0.1687116564417178,0.21825396825396826,0.08529411764705883,0.4,8.764761904761903,25.544594594594592,0.3923941227312014,13.0,10.0,6.0,14.0,5.0,8.0,1.0,2.0,1.0,,1.0,1.0,,,1.0,0.012658227848101266,0.04666666666666667,0.1518987341772152,0.325,0.34210526315789475,0.38461538461538464,1.0,4.0,9.0,1.0,4.0,12.0,1.0,1.0,2.0,1.0,0.25,0.013513513513513514,0.01282051282051282,0.015151515151515152,0.01818181818181818,0.16,0.25,1.0,0.3333333333333333,,,,,,,,,,,,,True,
200766,1610612751,Marcus Williams,Marcus Williams,200766,NJN,30933.0,516,-65,961,978,281,282,95.0,1939,27.0,58.0,2.0,5.0,8.0,12.0,28.0,24.0,56.0,2.0,10.0,1.0,2.0,17.0,56.0,9.0,63.0,142.0,19.0,66.0,39.0,222.0,1022,4.0,10.0,18.0,17.0,32.0,2.0,11.0,12.0,52.0,32.0,94.0,39.0,53.0,17.0,12.0,68.0,29.0,97.0,18.0,11.0,43.0,8.0,17.0,223.0,3.0,7.0,23.0,44.0,,67.0,10.0,77.0,3.0,9.0,5.0,4.0,38.0,11.0,26.0,30.0,1.0,7.0,68.0,25.0,11.0,33.0,1.0,46.0,47.0,7.0,26.0,1.0,2.0,2.0,2.0,1.0,52.0,281,3.0,1.0,0.25396825396825395,0.25806451612903225,0.6842105263157895,0.2878787878787879,0.18181818181818182,0.30158730158730157,0.44366197183098594,0.4,0.53125,0.43990384615384615,0.5,0.46511627906976744,0.4868421052631579,0.5,0.5416666666666666,0.3173076923076923,0.08450704225352113,0.1206896551724138,0.14285714285714285,27.715355805243448,0.5588235294117647,,0.12359550561797752,0.023026315789473683,0.2,0.023076923076923078,0.14225053078556263,0.02304147465437788,0.0392156862745098,0.023529411764705882,0.022222222222222223,0.06837606837606838,0.17307692307692307,0.21839080459770116,0.14285714285714285,0.027777777777777776,0.5,0.27884615384615385,0.46551724137931033,0.5294117647058824,0.37037037037037035,0.1346153846153846,0.2692307692307692,0.42857142857142855,0.43636363636363634,0.16666666666666666,0.04807692307692308,0.2,0.2,1.0,0.2692307692307692,0.30357142857142855,0.30357142857142855,0.6470588235294118,0.29411764705882354,0.4,,0.27906976744186046,0.6666666666666666,0.046511627906976744,0.5,0.20930232558139536,0.5961538461538461,0.32075471698113206,0.4916621951219513,0.5217799999999999,0.46622375,0.1145374449339207,0.16149068322981366,0.08108108108108109,0.23423423423423423,8.838732394366199,26.865151515151513,0.2924037460978148,12.0,1.0,2.0,12.0,4.0,5.0,,6.0,,,,,,,2.0,0.017543859649122806,0.013793103448275862,0.10843373493975904,0.42857142857142855,0.5,0.16666666666666666,3.0,7.0,1.0,3.0,7.0,18.0,,,,,0.42857142857142855,,0.017857142857142856,,,0.4117647058823529,0.42857142857142855,0.3333333333333333,0.1111111111111111,3.0,1.0,,,,,,,,,,,True,
361,1610612751,Clifford Robinson,Clifford Robinson,361,NJN,57315.0,955,-229,1791,1813,591,661,178.0,3604,12.0,24.0,2.0,9.0,3.0,6.0,43.0,30.0,85.0,14.0,29.0,4.0,11.0,11.0,37.0,9.0,56.0,152.0,25.0,66.0,16.0,203.0,2020,4.0,13.0,12.0,12.0,37.0,7.0,20.0,12.0,57.0,102.0,10.0,75.0,36.0,11.0,7.0,31.0,20.0,51.0,13.0,7.0,13.0,5.0,13.0,122.0,11.0,17.0,15.0,56.0,20.0,91.0,31.0,122.0,3.0,12.0,7.0,5.0,14.0,7.0,10.0,16.0,1.0,4.0,30.0,9.0,62.0,98.0,2.0,45.0,36.0,,8.0,10.0,23.0,20.0,23.0,9.0,57.0,591,10.0,9.0,0.9107142857142857,0.9444444444444444,1.0,0.3787878787878788,0.35,0.38461538461538464,0.3684210526315789,0.3076923076923077,0.32432432432432434,0.4288990825688073,0.36666666666666664,0.39473684210526316,0.4300847457627119,0.35294117647058826,0.4014084507042254,0.30275229357798167,0.046052631578947366,0.041666666666666664,0.11627906976744186,13.360120542440985,0.4666666666666667,0.2777777777777778,0.09032258064516129,0.030035335689045935,0.07281553398058252,0.040892193308550186,0.08595641646489104,0.033532934131736525,0.041025641025641026,0.03626943005181347,0.05263157894736842,0.09905660377358491,0.0959409594095941,0.06962025316455696,0.08333333333333333,0.023622047244094488,0.391304347826087,0.11009174311926606,0.5,0.5217391304347826,0.8333333333333334,0.19724770642201836,0.38990825688073394,0.35294117647058826,0.35714285714285715,0.9666666666666667,0.13302752293577982,0.4827586206896552,0.4827586206896552,1.0,0.16972477064220184,0.2972972972972973,0.2972972972972973,1.0,0.6,0.2222222222222222,,0.10526315789473684,0.5,0.19298245614035087,0.36363636363636365,0.15789473684210525,0.41284403669724773,0.3055555555555556,0.45649101382488483,0.5130454545454546,0.44590089285714285,0.035398230088495575,0.05,0.059113300492610835,0.28078817733990147,12.425657894736842,24.628787878787865,0.32998324958123953,14.0,1.0,4.0,4.0,3.0,,8.0,15.0,,,,3.0,,2.0,8.0,0.036036036036036036,0.019230769230769232,0.06569343065693431,0.32558139534883723,0.3684210526315789,0.8571428571428571,,,3.0,1.0,2.0,,,3.0,,,0.5,,0.011764705882352941,,0.036585365853658534,,,,0.3333333333333333,1.0,,1.0,2.0,0.13333333333333333,0.5,1.0,,,,,,True,
2067,1610612751,Eddie House,Eddie House,2067,NJN,21468.0,358,-75,670,673,191,221,67.0,1343,4.0,12.0,,1.0,3.0,7.0,8.0,34.0,81.0,16.0,33.0,6.0,11.0,13.0,33.0,9.0,42.0,101.0,29.0,66.0,10.0,181.0,761,2.0,8.0,10.0,10.0,23.0,11.0,20.0,6.0,59.0,72.0,12.0,87.0,32.0,13.0,3.0,21.0,10.0,31.0,6.0,4.0,14.0,2.0,5.0,72.0,1.0,2.0,9.0,20.0,2.0,31.0,3.0,34.0,2.0,9.0,5.0,4.0,7.0,,6.0,3.0,,2.0,10.0,3.0,14.0,25.0,,9.0,10.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,59.0,191,5.0,2.0,0.8571428571428571,0.8571428571428571,1.0,0.4393939393939394,0.55,0.4461538461538462,0.4158415841584158,0.25,0.43478260869565216,0.5119760479041916,0.4166666666666667,0.6162790697674418,0.5264705882352941,0.4166666666666667,0.6413043478260869,0.39520958083832336,0.0297029702970297,0.16666666666666666,0.125,24.128686327077748,0.7,0.11764705882352941,0.0881057268722467,0.00881057268722467,0.1323529411764706,0.010101010101010102,0.09830508474576272,0.009202453987730062,0.013513513513513514,,0.03225806451612903,0.04,0.13131313131313133,0.12962962962962962,0.14285714285714285,0.02197802197802198,1.0,0.0718562874251497,0.3333333333333333,0.4,0.75,0.04790419161676647,0.48502994011976047,0.41975308641975306,0.41975308641975306,0.9117647058823529,0.19760479041916168,0.48484848484848486,0.5,1.0,0.19760479041916168,0.3939393939393939,0.3939393939393939,1.0,0.08333333333333333,,,0.16279069767441862,0.42857142857142855,0.2558139534883721,0.5454545454545454,0.20930232558139536,0.46706586826347307,0.40625,0.4827292168674698,0.51725,0.5148964285714286,0.017857142857142856,0.029411764705882353,0.055248618784530384,0.3259668508287293,16.051485148514853,24.54696969696969,0.28507462686567164,4.0,,,1.0,1.0,,1.0,3.0,,,,,,,,,0.009523809523809525,0.07547169811320754,0.5,0.5714285714285714,0.5,,,5.0,2.0,4.0,,1.0,,2.0,,0.5,0.015151515151515152,,,,,,,0.5555555555555556,1.0,1.0,2.0,4.0,0.3333333333333333,0.5,1.0,1.0,0.030303030303030304,,,,True,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,29372.0,490,-119,931,931,347,411,98.0,1862,17.0,30.0,2.0,3.0,8.0,11.0,11.0,13.0,35.0,5.0,13.0,2.0,8.0,16.0,50.0,18.0,32.0,76.0,21.0,63.0,48.0,175.0,1055,3.0,6.0,15.0,10.0,23.0,6.0,26.0,21.0,59.0,34.0,30.0,60.0,49.0,16.0,5.0,73.0,28.0,101.0,19.0,9.0,34.0,6.0,33.0,230.0,10.0,9.0,19.0,66.0,6.0,91.0,19.0,110.0,6.0,16.0,9.0,7.0,25.0,3.0,23.0,9.0,1.0,3.0,34.0,15.0,16.0,31.0,2.0,41.0,56.0,4.0,20.0,5.0,4.0,4.0,5.0,4.0,59.0,347,6.0,5.0,0.53125,0.5483870967741935,0.9523809523809523,0.3333333333333333,0.23076923076923078,0.3387096774193548,0.42105263157894735,0.5,0.43478260869565216,0.4568345323741007,0.5,0.3877551020408163,0.5217391304347826,0.5357142857142857,0.4745762711864407,0.45323741007194246,0.06578947368421052,0.16666666666666666,,18.822393822393824,0.7352941176470589,0.15789473684210525,0.21428571428571427,0.03146853146853147,0.16521739130434782,0.0625,0.20094562647754138,0.042600896860986545,,0.05042016806722689,0.0975609756097561,0.22522522522522523,0.208,0.14444444444444443,0.24,0.07792207792207792,0.8,0.2158273381294964,0.5666666666666667,0.68,0.5294117647058824,0.07913669064748201,0.2517985611510791,0.37142857142857144,0.37142857142857144,0.5384615384615384,0.09352517985611511,0.38461538461538464,0.38461538461538464,1.0,0.3597122302158273,0.32,0.32,0.9375,0.25,0.6666666666666666,,0.22448979591836735,0.7272727272727273,0.16326530612244897,0.25,0.3673469387755102,0.6690647482014388,0.32653061224489793,0.5021956204379562,0.5579500000000001,0.49692553191489375,0.1346153846153846,0.21739130434782608,0.08571428571428572,0.33714285714285713,10.434210526315791,25.82857142857143,0.3727175080558539,2.0,3.0,2.0,2.0,,1.0,4.0,1.0,1.0,1.0,,,,,,0.08771929824561403,0.03125,0.20833333333333334,0.18181818181818182,0.18181818181818182,0.5,1.0,5.0,4.0,2.0,6.0,3.0,,,7.0,,0.3333333333333333,,,,,0.4166666666666667,0.2,1.0,0.2222222222222222,1.0,,1.0,1.0,0.08333333333333333,1.0,1.0,,,1.0,0.015625,,True,
200801,1610612751,Hassan Adams,Hassan Adams,200801,NJN,4230.0,70,-27,137,138,50,55,10.0,275,6.0,9.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,,,,,,,,7.0,14.0,,,3.0,17.0,152,1.0,4.0,2.0,2.0,5.0,,,,4.0,12.0,2.0,,,,1.0,1.0,,1.0,,,,,1.0,2.0,1.0,3.0,,2.0,1.0,3.0,4.0,7.0,,3.0,3.0,,,,,1.0,1.0,,1.0,1.0,6.0,7.0,,3.0,4.0,,2.0,,1.0,1.0,1.0,,4.0,50,,,0.8571428571428571,0.8571428571428571,,,,,0.5,0.25,0.4,0.5,0.25,0.4,0.53125,0.25,0.4,,0.07142857142857142,0.1111111111111111,,11.564625850340136,,0.125,0.03636363636363636,0.07692307692307693,,0.05263157894736842,0.030303030303030304,0.06896551724137931,0.1,,0.2,,0.09523809523809523,,,,,0.6428571428571429,0.6666666666666666,0.75,0.8333333333333334,0.14285714285714285,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.75,0.3333333333333333,1.0,0.6,0.6666666666666666,,,,0.6428571428571429,,0.5450642857142858,0.60485,0.51334,0.125,0.125,0.11764705882352941,0.23529411764705882,4.607142857142857,,0.36496350364963503,,,,,,,,1.0,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,13877.0,231,-44,427,431,162,162,48.0,858,14.0,25.0,2.0,5.0,6.0,8.0,9.0,6.0,23.0,1.0,5.0,,,6.0,12.0,7.0,23.0,57.0,7.0,17.0,34.0,101.0,480,2.0,7.0,6.0,8.0,17.0,3.0,7.0,20.0,45.0,32.0,14.0,18.0,12.0,6.0,4.0,14.0,8.0,22.0,4.0,4.0,5.0,,9.0,52.0,2.0,7.0,2.0,9.0,5.0,16.0,9.0,25.0,3.0,,,,1.0,2.0,1.0,10.0,2.0,,11.0,7.0,3.0,11.0,1.0,31.0,48.0,3.0,20.0,5.0,,,,,45.0,162,3.0,5.0,0.6956521739130435,0.7619047619047619,0.8571428571428571,0.4117647058823529,0.42857142857142855,0.4117647058823529,0.40350877192982454,0.2857142857142857,0.47058823529411764,0.4527027027027027,0.25,0.5208333333333334,0.5208333333333334,0.3,0.625,0.22972972972972974,0.07017543859649122,0.16,,22.061855670103096,0.09090909090909091,0.19230769230769232,0.05732484076433121,0.04827586206896552,0.047619047619047616,0.034482758620689655,0.05527638190954774,0.04433497536945813,0.10526315789473684,0.05128205128205128,,0.022727272727272728,0.06896551724137931,0.03225806451612903,0.09090909090909091,0.07692307692307693,,0.33783783783783783,0.56,0.6666666666666666,0.5714285714285714,0.12162162162162163,0.3108108108108108,0.2608695652173913,0.2608695652173913,0.8333333333333334,0.06756756756756757,0.2,0.2,1.0,0.16216216216216217,0.5,0.5,0.8333333333333334,0.625,0.4,,0.3333333333333333,0.75,,,0.2916666666666667,0.5675675675675675,0.5,0.49256013513513514,0.47194375,0.475325,0.21978021978021978,0.2702702702702703,0.0594059405940594,0.44554455445544555,8.90877192982456,24.629411764705882,0.3793911007025761,3.0,2.0,4.0,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,0.045454545454545456,,0.07692307692307693,0.3333333333333333,0.3333333333333333,1.0,,1.0,3.0,,1.0,3.0,,,1.0,,,,,,,0.125,,,0.42857142857142855,,1.0,,,,,,,,,,,True,
2411,1610612751,Bostjan Nachbar,Bostjan Nachbar,2411,NJN,33315.0,555,-112,1039,1040,294,322,109.0,2079,30.0,48.0,3.0,4.0,8.0,12.0,10.0,7.0,21.0,18.0,39.0,6.0,10.0,25.0,57.0,9.0,40.0,79.0,43.0,96.0,42.0,251.0,1147,3.0,7.0,24.0,11.0,18.0,9.0,19.0,17.0,66.0,62.0,18.0,126.0,57.0,25.0,10.0,15.0,11.0,26.0,8.0,3.0,5.0,1.0,9.0,63.0,4.0,5.0,20.0,51.0,12.0,83.0,10.0,93.0,1.0,12.0,3.0,9.0,11.0,3.0,4.0,15.0,2.0,1.0,26.0,9.0,29.0,61.0,4.0,52.0,54.0,6.0,25.0,5.0,14.0,10.0,14.0,8.0,66.0,294,9.0,4.0,0.775,0.775,0.9767441860465116,0.4479166666666667,0.47368421052631576,0.4479166666666667,0.5063291139240507,0.42857142857142855,0.6111111111111112,0.5971428571428572,0.625,0.6621621621621622,0.6306532663316583,0.7058823529411765,0.7021276595744681,0.5485714285714286,0.12658227848101267,0.14583333333333334,0.3,19.379844961240313,0.4230769230769231,0.2857142857142857,0.14488636363636365,0.015015015015015015,0.16806722689075632,0.025477707006369428,0.15074309978768577,0.018367346938775512,0.018018018018018018,0.02702702702702703,0.021739130434782608,0.09230769230769231,0.16,0.14893617021276595,0.24,0.0125,0.5714285714285714,0.2742857142857143,0.625,0.7317073170731707,0.8333333333333334,0.05714285714285714,0.12,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.22285714285714286,0.46153846153846156,0.46153846153846156,0.9444444444444444,0.32571428571428573,0.43859649122807015,0.43859649122807015,1.0,0.3333333333333333,0.75,0.6666666666666666,0.32432432432432434,0.6666666666666666,0.2702702702702703,0.6,0.24324324324324326,0.8228571428571428,0.43859649122807015,0.5307905714285714,0.48682222222222227,0.5229148648648648,0.12886597938144329,0.25510204081632654,0.09561752988047809,0.26294820717131473,6.09873417721519,24.436458333333338,0.2829643888354187,3.0,9.0,,7.0,1.0,4.0,6.0,13.0,,,1.0,3.0,,,1.0,0.015873015873015872,0.012578616352201259,0.20833333333333334,0.3,0.42857142857142855,0.6666666666666666,2.0,3.0,3.0,3.0,5.0,3.0,,1.0,,,0.6,,,,0.024390243902439025,0.25,0.6666666666666666,1.0,0.3333333333333333,,2.0,1.0,2.0,0.16666666666666666,0.5,1.0,,,,,,True,
