EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,ShootingFouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,Avg3ptShotDistance,Corner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Corner3Assists,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,StepOutOfBoundsTurnovers,BlockedCorner3,OffensiveGoaltends,3SecondViolations,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3PctBlocked,ThreePtShootingFoulsDrawn,DefensiveGoaltends,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,on
101134,1610612748,Wayne Simien,Wayne Simien,101134,MIA,1048.0,17,-7,32,33,11,14,3,65,1.0,1.0,1,1,2,4,34,2.0,2.0,1,1,2,2,1.0,1.0,1.0,2.0,1.0,1,1,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,2,1.0,2,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.333333333333334,1.0,0.09090909090909091,0.09090909090909091,0.08333333333333333,0.058823529411764705,0.2,0.3333333333333333,1.0,1.0,1.0,1.0,0.3673,0.3673,0.5,0.5,0.5,0.5,15.8,0.34375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1720,1610612748,Michael Doleac,Michael Doleac,1720,MIA,18552.0,309,-75,573,572,192,199,63,1145,22.0,53.0,41,90,9,91,650,2.0,14.0,10,21,22,68,5.0,7.0,,16.0,10.0,34,51,20.0,71,10.0,6.0,4.0,3.0,13.0,1.0,5.0,46,11,9,5.0,22,192,0.8292682926829268,0.8717948717948718,0.45555555555555555,0.47619047619047616,0.45054945054945056,0.45454545454545453,0.4789473684210526,0.4375,0.4782608695652174,16.615384615384617,0.3076923076923077,0.18681318681318682,0.05555555555555555,0.1910569105691057,0.06463878326996197,0.05714285714285714,0.2653061224489796,0.5824175824175825,0.41509433962264153,0.41509433962264153,1.0,0.43426428571428566,0.46680681818181813,0.05263157894736842,0.05319148936170213,0.15384615384615385,0.24175824175824176,11.835555555555553,0.33507853403141363,12.0,23.0,4.0,10.0,5.0,10.0,7.0,14.0,1.0,1.0,1.0,6.0,15.0,1.0,2.0,14.0,4.0,1.0,7.0,2.0,2.0,3.0,2.0,7.0,3.0,13.0,4.0,2.0,4.0,2.0,1.0,9.0,2.0,25.0,9.0,4.0,3.0,1.0,5.0,2.0,1.0,2.0,5.0,4.0,6.0,5.0,0.4,0.4,0.01098901098901099,0.07777777777777778,0.17391304347826086,0.21428571428571427,0.2,0.13636363636363635,0.203125,0.08433734939759036,0.09523809523809523,0.024390243902439025,0.03225806451612903,0.23809523809523808,0.1836734693877551,0.14285714285714285,0.1702127659574468,0.29411764705882354,0.04878048780487805,0.8,0.25274725274725274,0.5217391304347826,0.631578947368421,0.5833333333333334,0.15384615384615385,0.5,0.6363636363636364,0.7142857142857143,0.01098901098901099,0.6666666666666666,0.4,0.45454545454545453,0.5,0.045454545454545456,0.26373626373626374,0.5011583333333335,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
200809,1610612748,Chris Quinn,Chris Quinn,200809,MIA,8629.0,144,-42,264,264,82,75,27,528,5.0,9.0,8,19,8,39,275,,,4,9,16,6,13.0,20.0,4.0,47.0,,4,7,,7,9.0,7.0,5.0,2.0,5.0,,,10,12,12,3.0,16,82,0.375,0.375,0.42105263157894735,0.4444444444444444,0.3780487804878049,0.3055555555555556,0.4148936170212766,,0.36363636363636365,17.627118644067796,1.0,0.047619047619047616,,0.05555555555555555,,,0.125,0.21951219512195122,0.5555555555555556,0.625,0.6,0.48561375,0.4356705882352941,0.06818181818181818,0.13636363636363635,,0.41025641025641024,11.578947368421053,0.3106060606060606,1.0,6.0,,,,2.0,2.0,4.0,21.0,9.0,22.0,,,9.0,5.0,10.0,,20.0,4.0,7.0,6.0,5.0,4.0,,,3.0,,,2.0,,3.0,,,6.0,,,,,,,,,,,,,,,0.5365853658536586,0.21052631578947367,0.3333333333333333,0.25,,,0.07142857142857142,,,,,,0.03571428571428571,0.025,0.0625,0.1,,,0.14634146341463414,0.16666666666666666,0.25,,0.0975609756097561,0.5,0.6666666666666666,,0.5121951219512195,,,0.1111111111111111,,0.5,0.6829268292682927,,26.286363636363635,1.0,5.0,2.0,1.0,5.0,2.0,1.0,12.0,3.0,1.0,5.0,1.0,1.0,3.0,3.0,0.8,0.22727272727272727,0.1111111111111111,0.23809523809523808,0.1111111111111111,0.024390243902439025,0.23809523809523808,0.23809523809523808,0.8,1.0,0.1111111111111111,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2748,1610612748,Dorell Wright,Dorell Wright,2748,MIA,31407.0,523,-23,952,961,340,323,108,1913,22.0,54.0,61,124,20,151,1002,5.0,23.0,20,40,59,74,29.0,43.0,5.0,100.0,12.0,51,80,17.0,97,17.0,11.0,17.0,9.0,31.0,,10.0,53,29,26,11.0,59,340,0.6065573770491803,0.6727272727272727,0.49193548387096775,0.5,0.458041958041958,0.5104166666666666,0.487012987012987,0.6764705882352942,0.5363636363636364,16.972477064220183,0.5483870967741935,0.15644171779141106,0.04225352112676056,0.1511111111111111,0.0397196261682243,0.014084507042253521,0.1111111111111111,0.3776223776223776,0.4074074074074074,0.4230769230769231,0.6363636363636364,0.47268767605633816,0.4722351063829788,0.0728476821192053,0.08333333333333333,0.152317880794702,0.39072847682119205,9.582258064516127,0.35714285714285715,27.0,47.0,4.0,7.0,12.0,17.0,12.0,23.0,8.0,3.0,19.0,9.0,14.0,8.0,10.0,48.0,12.0,7.0,8.0,14.0,12.0,21.0,3.0,5.0,,17.0,12.0,2.0,6.0,1.0,8.0,14.0,5.0,29.0,2.0,6.0,7.0,3.0,24.0,14.0,7.0,3.0,27.0,18.0,,5.0,0.6428571428571429,0.6428571428571429,0.13286713286713286,0.06451612903225806,0.0851063829787234,0.08695652173913043,0.2926829268292683,,0.13709677419354838,0.034722222222222224,0.09523809523809523,0.009259259259259259,0.049019607843137254,,0.2236842105263158,0.152317880794702,0.12121212121212122,0.2,0.029411764705882353,0.6666666666666666,0.32867132867132864,0.574468085106383,0.627906976744186,0.6296296296296297,0.16083916083916083,0.5217391304347826,0.5714285714285714,0.5,0.055944055944055944,0.5,0.5714285714285714,0.3541666666666667,0.7058823529411765,0.0625,0.46153846153846156,0.5054181818181818,25.936842105263157,11.0,1.0,,1.0,3.0,,3.0,6.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,0.6666666666666666,0.15789473684210525,0.375,0.16666666666666666,0.037037037037037035,0.07692307692307693,0.125,0.125,,,0.3333333333333333,0.14285714285714285,2.0,2.0,5.0,1.0,1.0,3.0,3.0,0.18181818181818182,0.18181818181818182,1.0,0.10416666666666667,0.4,,,,,,,,,,,,,,,,,,,,,,,,True
952,1610612748,Antoine Walker,Antoine Walker,952,MIA,109058.0,1818,-35,3376,3366,942,927,364,6742,4.0,14.0,181,363,46,660,3548,4.0,93.0,32,68,156,114,105.0,130.0,17.0,285.0,73.0,162,247,92.0,339,48.0,30.0,57.0,25.0,141.0,16.0,43.0,173,105,105,41.0,156,942,0.3149171270718232,0.36538461538461536,0.4986225895316804,0.47058823529411764,0.4595808383233533,0.40476190476190477,0.46089385474860334,0.5054347826086957,0.4148936170212766,22.53484091506705,0.40425531914893614,0.1377551020408163,0.07525773195876288,0.13753943217665615,0.058394160583941604,0.06825938566552901,0.12893982808022922,0.020958083832335328,0.2857142857142857,0.2857142857142857,,0.5121253012048191,0.49937030303030294,0.05857142857142857,0.10379746835443038,0.1409090909090909,0.23636363636363636,3.4033057851239676,0.2790284360189573,123.0,229.0,34.0,57.0,24.0,47.0,54.0,120.0,255.0,90.0,305.0,40.0,69.0,100.0,20.0,248.0,50.0,252.0,46.0,25.0,16.0,68.0,20.0,15.0,4.0,56.0,29.0,16.0,18.0,15.0,32.0,84.0,22.0,80.0,13.0,23.0,22.0,9.0,16.0,10.0,2.0,4.0,17.0,10.0,11.0,24.0,0.5797101449275363,0.5235294117647059,0.4565868263473054,0.12672176308539945,0.14847161572052403,0.1,0.232,0.027777777777777776,0.13691931540342298,0.027932960893854747,0.10185185185185185,0.056657223796033995,0.028423772609819122,0.02666666666666667,0.13945578231292516,0.1425891181988743,0.1506849315068493,0.10256410256410256,0.04664723032069971,0.5882352941176471,0.34281437125748504,0.537117903930131,0.6307692307692307,0.43902439024390244,0.17964071856287425,0.45,0.5,0.05555555555555555,0.38173652694610777,0.6705882352941176,0.5964912280701754,0.27976190476190477,0.5106382978723404,0.5357142857142857,0.7994011976047904,0.5198439189189191,25.415409836065567,50.0,76.0,11.0,22.0,84.0,16.0,24.0,234.0,18.0,3.0,76.0,9.0,4.0,16.0,12.0,0.9285714285714286,0.2754098360655738,0.24,0.2781456953642384,,0.0748502994011976,0.2980392156862745,0.2992125984251969,0.9210526315789473,0.12941176470588237,0.24444444444444444,0.30158730158730157,8.0,2.0,10.0,6.0,,1.0,,0.16,0.16,1.0,0.05952380952380952,0.2,5.0,3.0,3.0,1.0,6.0,1.0,1.0,4.0,0.1875,0.003278688524590164,0.00392156862745098,0.08823529411764706,0.058823529411764705,0.2727272727272727,1.0,,,,,,,,,True
56,1610612748,Gary Payton,Gary Payton,56,MIA,54034.0,901,-92,1654,1662,391,420,171,3316,17.0,49.0,72,147,25,235,1742,2.0,8.0,9,25,45,62,84.0,118.0,38.0,270.0,3.0,58,74,9.0,83,28.0,20.0,24.0,4.0,36.0,1.0,5.0,59,46,40,10.0,45,391,0.4305555555555556,0.4305555555555556,0.4897959183673469,0.36,0.47297297297297297,0.36666666666666664,0.4874476987447699,0.25,0.4017857142857143,14.84079870480302,0.6666666666666666,0.09523809523809523,0.006060606060606061,0.0922882427307206,0.0107095046854083,,0.08900523560209424,0.22072072072072071,0.3469387755102041,0.3469387755102041,0.4117647058823529,0.5069015765765765,0.5192922222222225,0.043478260869565216,0.06451612903225806,0.03404255319148936,0.19148936170212766,8.263265306122447,0.23639661426844014,38.0,62.0,2.0,3.0,5.0,11.0,17.0,36.0,42.0,13.0,75.0,3.0,11.0,20.0,12.0,82.0,,42.0,14.0,34.0,23.0,35.0,11.0,5.0,1.0,15.0,1.0,1.0,8.0,4.0,20.0,12.0,2.0,25.0,1.0,4.0,8.0,2.0,1.0,1.0,,,1.0,,,5.0,0.2727272727272727,0.21428571428571427,0.33783783783783783,0.09523809523809523,0.1774193548387097,0.08333333333333333,0.019230769230769232,0.014285714285714285,0.08241758241758242,0.01984126984126984,0.006711409395973154,0.011428571428571429,0.022598870056497175,0.013333333333333334,0.1223021582733813,0.08602150537634409,0.08208955223880597,0.08333333333333333,0.008928571428571428,,0.27927927927927926,0.6129032258064516,0.7450980392156863,0.4473684210526316,0.16216216216216217,0.4722222222222222,0.5151515151515151,0.4117647058823529,0.1891891891891892,0.21428571428571427,0.6666666666666666,0.24444444444444444,0.45454545454545453,0.28888888888888886,0.6171171171171171,0.4464444444444444,24.319999999999997,33.0,14.0,2.0,4.0,22.0,3.0,5.0,57.0,9.0,,14.0,11.0,1.0,9.0,8.0,0.8636363636363636,0.29333333333333333,0.25,0.29333333333333333,,0.14864864864864866,0.3333333333333333,0.3333333333333333,0.7857142857142857,0.14285714285714285,0.3076923076923077,0.3333333333333333,8.0,1.0,7.0,2.0,4.0,,,0.24242424242424243,0.25,1.0,0.15555555555555556,0.14285714285714285,1.0,,,1.0,,,,,,0.013333333333333334,,0.5,0.07142857142857142,,,0.030303030303030304,,,,,,,,True
1899,1610612748,James Posey,James Posey,1899,MIA,58395.0,973,-37,1809,1807,505,528,219,3616,5.0,13.0,46,79,30,257,1942,8.0,33.0,9,18,64,52,31.0,44.0,10.0,101.0,15.0,85,142,38.0,180,33.0,21.0,12.0,3.0,28.0,2.0,7.0,91,57,34,13.0,64,505,0.5652173913043478,0.6341463414634146,0.5822784810126582,0.5,0.5404761904761904,0.4636363636363636,0.5714285714285714,0.45714285714285713,0.5161290322580645,12.197483059051306,0.42857142857142855,0.14309764309764308,0.028846153846153848,0.1368038740920097,0.043010752688172046,0.01935483870967742,0.16,0.06190476190476191,0.38461538461538464,0.38461538461538464,0.8,0.5435897129186601,0.5210074074074075,0.0593607305936073,0.14772727272727273,0.12840466926070038,0.2490272373540856,4.368354430379747,0.2791597567716971,37.0,57.0,7.0,12.0,7.0,12.0,4.0,9.0,88.0,27.0,131.0,8.0,14.0,37.0,13.0,40.0,10.0,88.0,8.0,13.0,8.0,13.0,8.0,21.0,2.0,28.0,29.0,5.0,12.0,1.0,9.0,16.0,4.0,41.0,4.0,5.0,18.0,4.0,13.0,12.0,1.0,,14.0,7.0,3.0,13.0,0.5714285714285714,0.390625,0.6238095238095238,0.10126582278481013,0.14035087719298245,,0.4264705882352941,0.02564102564102564,0.1206896551724138,0.06624605678233439,0.04,0.024242424242424242,0.06167400881057269,0.07777777777777778,0.16083916083916083,0.12318840579710146,0.12790697674418605,0.1,0.04716981132075472,0.5,0.2714285714285714,0.6491228070175439,0.7551020408163265,0.5675675675675675,0.04285714285714286,0.4444444444444444,0.4444444444444444,0.25,0.41904761904761906,0.375,0.5833333333333334,0.21818181818181817,0.5833333333333334,0.4909090909090909,0.8952380952380953,0.5466285714285714,24.883969465648857,43.0,29.0,12.0,8.0,45.0,18.0,11.0,129.0,6.0,,29.0,5.0,9.0,5.0,5.0,0.9555555555555556,0.3435114503816794,0.2972972972972973,0.3435114503816794,,0.20476190476190476,0.32954545454545453,0.3333333333333333,0.9310344827586207,0.375,0.2962962962962963,0.32954545454545453,16.0,3.0,10.0,2.0,2.0,1.0,1.0,0.37209302325581395,0.37209302325581395,1.0,0.18181818181818182,0.3,6.0,3.0,3.0,1.0,,,1.0,,0.16666666666666666,0.007633587786259542,0.011363636363636364,0.14285714285714285,0.1875,0.25,0.6666666666666666,,,,,,,,,True
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,51082.0,851,57,1634,1613,490,465,193,3247,62.0,169.0,189,388,203,611,1707,15.0,48.0,53,109,205,84,101.0,161.0,23.0,382.0,21.0,63,92,27.0,119,42.0,28.0,57.0,24.0,101.0,6.0,31.0,53,174,256,104.0,205,490,0.2222222222222222,0.23204419889502761,0.48711340206185566,0.48623853211009177,0.4811320754716981,0.4801587301587302,0.5630797773654916,0.5106382978723404,0.5862068965517241,34.3733189887036,0.5643564356435643,0.11351351351351352,0.043209876543209874,0.12005277044854881,0.03776223776223776,0.051470588235294115,0.0755813953488372,0.39858490566037735,0.3668639053254438,0.37349397590361444,0.14516129032258066,0.4725304761904763,0.48020161290322577,0.20743639921722112,0.21987315010570824,0.07855973813420622,0.3355155482815057,9.792268041237111,0.2998776009791922,97.0,152.0,8.0,13.0,31.0,49.0,30.0,67.0,32.0,17.0,36.0,15.0,33.0,17.0,84.0,294.0,16.0,29.0,15.0,60.0,44.0,69.0,9.0,6.0,,28.0,1.0,14.0,14.0,19.0,33.0,44.0,2.0,15.0,2.0,9.0,5.0,19.0,26.0,13.0,2.0,11.0,28.0,15.0,2.0,10.0,0.45454545454545453,0.4342105263157895,0.08490566037735849,0.03865979381443299,0.06578947368421052,0.029850746268656716,0.016129032258064516,,0.13793103448275862,0.026200873362445413,0.07051282051282051,0.015463917525773196,0.023255813953488372,0.03508771929824561,0.06428571428571428,0.16872427983539096,0.12142857142857143,0.1746031746031746,0.06896551724137931,0.5357142857142857,0.3584905660377358,0.6381578947368421,0.6830985915492958,0.30927835051546393,0.1580188679245283,0.44776119402985076,0.46153846153846156,0.1,0.07547169811320754,0.34210526315789475,0.6153846153846154,0.3888888888888889,0.6326530612244898,0.1349206349206349,0.44339622641509435,0.4687854838709678,27.927777777777774,4.0,9.0,4.0,5.0,10.0,5.0,5.0,3.0,27.0,3.0,9.0,16.0,5.0,28.0,21.0,0.1,0.2777777777777778,0.29411764705882354,0.30303030303030304,0.01775147928994083,0.009433962264150943,0.28125,0.28125,0.1111111111111111,0.10526315789473684,0.29411764705882354,0.3103448275862069,1.0,,,6.0,5.0,2.0,2.0,0.25,0.25,,,,1.0,1.0,1.0,,,,,,0.2,,,0.125,0.02631578947368421,0.25,1.0,,2.0,3.0,0.05263157894736842,,,,,True
1715,1610612748,Jason Williams,Jason Williams,1715,MIA,36688.0,611,25,1140,1127,342,345,107,2267,20.0,41.0,45,85,29,239,1197,,10.0,19,30,90,16,63.0,93.0,24.0,216.0,1.0,32,42,3.0,45,13.0,11.0,10.0,2.0,20.0,,5.0,18,21,31,7.0,90,342,0.17777777777777778,0.17777777777777778,0.5294117647058824,0.6333333333333333,0.5440414507772021,0.5362318840579711,0.5661764705882353,0.7142857142857143,0.5733333333333334,17.679558011049725,0.5,0.07920792079207921,0.003355704697986577,0.07606679035250463,0.006097560975609756,,0.08403361344537816,0.21243523316062177,0.4878048780487805,0.4878048780487805,0.15,0.5167600000000001,0.5100916666666667,0.035175879396984924,0.07692307692307693,0.04184100418410042,0.37656903765690375,9.674117647058821,0.3,23.0,37.0,1.0,1.0,12.0,17.0,2.0,7.0,97.0,36.0,108.0,2.0,3.0,39.0,16.0,74.0,,94.0,1.0,30.0,20.0,33.0,6.0,2.0,,9.0,1.0,1.0,2.0,4.0,8.0,10.0,2.0,7.0,,1.0,1.0,1.0,,,,,,,,2.0,0.6666666666666666,0.7142857142857143,0.5595854922279793,0.011764705882352941,0.02702702702702703,,0.022727272727272728,,0.06666666666666667,0.010309278350515464,,0.009433962264150943,0.013793103448275862,,0.03125,0.10052910052910052,0.05434782608695652,0.09302325581395349,0.009615384615384616,,0.19170984455958548,0.6216216216216216,0.6388888888888888,0.21739130434782608,0.03626943005181347,0.2857142857142857,0.2857142857142857,,0.5025906735751295,0.14285714285714285,1.0,0.2463768115942029,0.7058823529411765,0.5217391304347826,0.7512953367875648,0.46291666666666664,26.03333333333333,11.0,38.0,4.0,11.0,40.0,4.0,12.0,84.0,36.0,3.0,38.0,10.0,,5.0,4.0,0.7,0.37037037037037035,0.3076923076923077,0.38095238095238093,,0.05699481865284974,0.3917525773195876,0.3917525773195876,0.6842105263157895,0.5714285714285714,0.3055555555555556,0.40425531914893614,2.0,1.0,3.0,1.0,8.0,,,0.18181818181818182,0.18181818181818182,1.0,0.043478260869565216,0.3333333333333333,,2.0,2.0,,,,,,0.5,,,,,0.5,1.0,,,,,,,,,True
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,27358.0,456,95,822,816,205,198,79,1638,3.0,13.0,26,46,13,170,825,,12.0,6,12,40,32,25.0,32.0,1.0,71.0,1.0,35,46,2.0,48,22.0,12.0,8.0,2.0,8.0,,2.0,31,20,16,6.0,40,205,0.6153846153846154,0.6153846153846154,0.5652173913043478,0.5,0.6541666666666667,0.5625,0.6746031746031746,1.0,0.5882352941176471,14.692982456140353,1.0,0.11513157894736842,0.00510204081632653,0.11082474226804123,0.005952380952380952,,0.1,0.10833333333333334,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.5365408333333334,0.4824609375,0.048,0.11764705882352941,0.07058823529411765,0.23529411764705882,6.299999999999999,0.24939172749391728,21.0,28.0,2.0,2.0,5.0,5.0,2.0,5.0,38.0,9.0,74.0,3.0,3.0,20.0,4.0,20.0,,38.0,1.0,7.0,6.0,16.0,8.0,1.0,,8.0,3.0,1.0,10.0,,6.0,,,17.0,,,6.0,1.0,3.0,2.0,1.0,,3.0,1.0,,7.0,1.0,1.0,0.6166666666666667,0.021739130434782608,0.03571428571428571,,0.0967741935483871,,0.09523809523809523,0.007142857142857143,0.014285714285714285,,0.010309278350515464,,0.08333333333333333,0.14285714285714285,0.058823529411764705,0.15151515151515152,0.017857142857142856,0.3333333333333333,0.23333333333333334,0.75,0.7777777777777778,0.6666666666666666,0.041666666666666664,0.4,0.4,0.5,0.31666666666666665,0.3333333333333333,1.0,0.15625,1.0,0.28125,0.85,0.5129625,24.395945945945943,36.0,18.0,2.0,4.0,35.0,3.0,8.0,99.0,6.0,,18.0,1.0,2.0,1.0,1.0,0.9428571428571428,0.47297297297297297,0.4,0.47297297297297297,,0.3,0.47368421052631576,0.4864864864864865,1.0,0.3333333333333333,0.4444444444444444,0.47368421052631576,17.0,4.0,11.0,,3.0,,,0.4722222222222222,0.4722222222222222,0.8823529411764706,0.34375,0.36363636363636365,1.0,1.0,2.0,1.0,,,,,0.6666666666666666,0.013513513513513514,0.02631578947368421,0.5,0.16666666666666666,0.5,1.0,,,,,1.0,1.0,1.0,,True
