EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,Loose Ball Fouls Drawn,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,LostBallTurnovers,ShootingFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,FG3APct,DefShortMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,SecondChanceAtRimFGM,PenaltyAtRimFGM,PtsPutbacks,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Travels,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,ShortMidRangePctBlocked,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,PenaltyArc3FGM,PenaltyFG3M,SelfOReb,BlockedLongMidRange,PenaltyFg3Pct,SelfORebPct,PenaltyArc3Accuracy,OffAtRimReboundPct,BlockedShortMidRange,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,on,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PtsUnassisted3s,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,DefensiveGoaltends,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,Technical Free Throw Trips,BlockedCorner3,Arc3PctBlocked,HeaveMakes,OffensiveGoaltends
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,295.0,5,1,9,9,1.0,18,10,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,1610612759,Jacque Vaughn,Jacque Vaughn,1521,SAS,3050.0,51,3,96,97,15.0,193,97,3.0,,3.0,3.0,4.0,,,0.25,0.0625,,,0.3,22.0,21.0,1.0,4.0,2.0,3.0,5.0,4.0,11.0,3.0,11.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,8.0,8.0,4.0,1.0,3.0,16.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,5.0,1.0,3.0,4.0,1.0,1.0,3.0,22.0,1.0,1.0,0.5,0.5,0.36363636363636365,0.36363636363636365,0.4230769230769231,0.5,0.75,0.09090909090909091,0.25,16.07142857142857,0.6,0.36363636363636365,0.25,0.3333333333333333,0.18181818181818182,0.45454545454545453,0.6,0.6,0.6666666666666666,0.36363636363636365,0.47797272727272727,0.08333333333333333,0.08333333333333333,0.09090909090909091,0.2727272727272727,10.263636363636364,0.22916666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,1610612759,Beno Udrih,Beno Udrih,2757,SAS,4702.0,78,-42,148,147,17.0,295,173,1.0,5.0,6.0,6.0,3.0,,0.10204081632653061,0.06666666666666667,0.09375,,0.08695652173913043,0.09090909090909091,22.0,48.0,4.0,8.0,4.0,8.0,12.0,14.0,24.0,2.0,36.0,,7.0,,2.0,12.0,16.0,1.0,9.0,12.0,5.0,1.0,3.0,27.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,,5.0,2.0,1.0,,2.0,22.0,,,0.42857142857142855,0.42857142857142855,0.5833333333333334,0.5483870967741935,0.5625,0.875,0.2,0.041666666666666664,0.125,21.55688622754491,0.75,0.25806451612903225,0.5,0.5714285714285714,0.12903225806451613,0.3870967741935484,0.6666666666666666,0.6666666666666666,0.5,0.4838709677419355,0.4375096774193548,0.03125,0.04,0.19444444444444445,0.05555555555555555,11.454166666666666,0.14864864864864866,1.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,7.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,6.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,0.2857142857142857,1.0,0.2857142857142857,0.6666666666666666,0.5,0.875,0.2,0.22580645161290322,0.1875,0.25,0.5,0.5,0.5,0.0967741935483871,0.3333333333333333,0.3333333333333333,1.0,0.12903225806451613,0.25,0.25,1.0,0.25,0.25,1.0,1.0,0.2,0.2,0.4,0.25,0.43156249999999996,0.4495,24.614285714285717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,1610612759,Jackie Butler,Jackie Butler,2866,SAS,6177.0,103,-38,195,195,22.0,390,217,4.0,10.0,16.0,22.0,8.0,,0.15384615384615385,0.19047619047619047,0.16279069767441862,,0.22580645161290322,0.17647058823529413,31.0,51.0,9.0,13.0,18.0,2.0,4.0,16.0,35.0,9.0,41.0,,8.0,3.0,13.0,18.0,14.0,2.0,5.0,5.0,3.0,,2.0,10.0,2.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,16.0,10.0,5.0,1.0,13.0,31.0,,1.0,0.5625,0.6428571428571429,0.45714285714285713,0.45714285714285713,0.5256410256410257,0.6666666666666666,0.9285714285714286,0.05714285714285714,0.15384615384615385,22.27272727272727,0.3,0.37142857142857144,0.6923076923076923,0.8181818181818182,0.5142857142857142,0.11428571428571428,0.5,0.5,0.5,0.37142857142857144,0.46053428571428573,0.13157894736842105,0.13157894736842105,0.1951219512195122,0.3170731707317073,6.337142857142856,0.15897435897435896,5.0,1.0,5.0,,,,,,,,,,,4.0,6.0,,,5.0,6.0,,,,,,,,2.0,11.0,,,,,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,,0.13043478260869565,0.7777777777777778,0.2777777777777778,0.2777777777777778,0.2,,,,,,,,,0.8333333333333334,,,,0.16666666666666666,,,,0.57865,0.40845000000000004,,3.0,1.0,4.0,6.0,2.0,6.0,3.0,3.0,1.0,2.0,0.2,0.08571428571428572,0.06666666666666667,0.11764705882352941,0.11764705882352941,0.25,0.6,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,1610612759,Brent Barry,Brent Barry,699,SAS,2320.0,39,-25,73,72,5.0,145,90,3.0,5.0,8.0,9.0,1.0,,0.19230769230769232,0.5,0.25,0.2222222222222222,0.125,0.5,15.0,14.0,1.0,2.0,2.0,,,1.0,4.0,1.0,9.0,,,,,2.0,,1.0,3.0,3.0,2.0,,1.0,6.0,3.0,1.0,2.0,,,,2.0,2.0,,2.0,2.0,1.0,,,15.0,,,1.0,1.0,0.25,0.36363636363636365,0.375,,,0.25,,17.72151898734177,,0.18181818181818182,0.5,0.5,0.18181818181818182,,,,,0.8181818181818182,0.5076,0.08333333333333333,0.2,,,6.425000000000001,0.2054794520547945,1.0,,,1.0,1.0,,1.0,6.0,,,,2.0,7.0,,1.0,,,,1.0,,6.0,6.0,1.0,,,,,1.0,1.0,0.2857142857142857,,0.2857142857142857,,,,,0.6363636363636364,0.2222222222222222,1.0,,,,0.09090909090909091,1.0,1.0,1.0,0.5454545454545454,0.16666666666666666,0.16666666666666666,1.0,1.0,,,,,,,0.16666666666666666,0.4939,0.367,25.157142857142862,,,,1.0,,1.0,,1.0,,,,0.045454545454545456,0.03125,0.08333333333333333,,,,,,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1610612759,Michael Finley,Michael Finley,714,SAS,2003.0,33,-10,62,60,2.0,122,64,,1.0,1.0,1.0,,,0.037037037037037035,,0.03125,0.16666666666666666,,,1.0,7.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,,12.0,,,,,6.0,,,,2.0,,,,6.0,,,,1.0,,1.0,,1.0,,2.0,,,,,1.0,,,1.0,1.0,0.6,0.8571428571428571,0.8571428571428571,,,,,12.307692307692307,1.0,0.14285714285714285,1.0,1.0,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.42857142857142855,0.48847142857142856,,,,,14.76,0.016129032258064516,,,,1.0,1.0,,1.0,1.0,,,,2.0,2.0,,,,,,,,6.0,1.0,1.0,2.0,,2.0,,1.0,1.0,1.0,,1.0,,,,,0.2857142857142857,,1.0,,,,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,,,,,,,,1.0,,,23.9,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1610612759,Robert Horry,Robert Horry,109,SAS,1364.0,23,-11,44,43,5.0,87,53,,1.0,1.0,2.0,3.0,,0.07692307692307693,,0.07142857142857142,,0.1,,7.0,2.0,,,1.0,,1.0,,2.0,,6.0,,,,3.0,,,,1.0,1.0,,,1.0,2.0,,,,,1.0,,1.0,1.0,,2.0,,,,3.0,7.0,,,,,,0.5,0.5,,0.75,,,14.285714285714286,,,,,0.16666666666666666,0.16666666666666666,,,,0.6666666666666666,0.5208666666666667,,,,0.5,16.4,0.1590909090909091,,,,,1.0,,2.0,3.0,,,1.0,2.0,4.0,,,,,,1.0,1.0,6.0,3.0,2.0,,,,,2.0,1.0,0.5,,0.5,,,,0.75,0.6666666666666666,,,,,,0.16666666666666666,,,,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,,,0.5,0.6666666666666666,,0.487075,24.65,,,,1.0,,1.0,,,,,,0.0625,0.05,0.1111111111111111,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,872.0,15,-6,27,28,5.0,55,26,1.0,,1.0,1.0,,,,0.2,0.07692307692307693,,,0.2,,,,,,,2.0,,2.0,,,,,,,,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,6.25,,,,,,1.0,,,,,0.4125,,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200778,1610612759,James White,James White,200778,SAS,3858.0,64,-33,123,126,18.0,249,145,1.0,7.0,8.0,10.0,7.0,,0.1891891891891892,0.08333333333333333,0.16326530612244897,0.25,0.2,,26.0,30.0,5.0,9.0,5.0,3.0,5.0,10.0,19.0,4.0,27.0,1.0,5.0,1.0,3.0,12.0,8.0,1.0,2.0,4.0,1.0,,1.0,10.0,2.0,1.0,1.0,3.0,,2.0,1.0,4.0,,3.0,6.0,2.0,1.0,3.0,26.0,2.0,,0.6,0.75,0.5263157894736842,0.5227272727272727,0.54,0.8333333333333334,0.375,0.05263157894736842,,20.27972027972028,0.75,0.4090909090909091,0.5555555555555556,0.5555555555555556,0.22727272727272727,0.22727272727272727,0.6,0.6,0.3333333333333333,0.5454545454545454,0.4798068181818182,0.08333333333333333,0.09523809523809523,0.18518518518518517,0.1111111111111111,7.584210526315789,0.21138211382113822,1.0,2.0,2.0,1.0,1.0,,,2.0,,,1.0,1.0,3.0,2.0,2.0,,,1.0,2.0,1.0,3.0,2.0,,2.0,2.0,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,0.13636363636363635,0.15384615384615385,0.8,0.4,0.5,0.5,0.045454545454545456,1.0,1.0,1.0,0.09090909090909091,,,,0.5,,,,0.6666666666666666,,0.3333333333333333,,0.5298,0.55275,24.666666666666668,1.0,1.0,4.0,2.0,,2.0,1.0,,3.0,,,0.04,0.03125,0.045454545454545456,,0.3333333333333333,1.0,,0.5,0.2,1.0,,,,,,,,1.0,,,0.1,,0.0625,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,1610612759,Francisco Elson,Francisco Elson,1922,SAS,1207.0,20,-7,38,38,5.0,76,44,2.0,2.0,4.0,7.0,1.0,,0.18181818181818182,0.3333333333333333,0.23529411764705882,,0.2,0.3333333333333333,6.0,14.0,2.0,3.0,3.0,1.0,3.0,5.0,9.0,,10.0,,4.0,,2.0,2.0,8.0,,,1.0,,,,3.0,,,,,,,2.0,2.0,,2.0,,,,2.0,6.0,,,0.2,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.6666666666666666,1.0,,,25.58139534883721,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.43555555555555553,,,0.4,0.2,8.911111111111111,0.15789473684210525,3.0,,2.0,,,,,,,,,,,2.0,3.0,,,1.0,1.0,,,,,1.0,1.0,,,2.0,,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,,0.2,,0.6666666666666666,0.6666666666666666,,,,,,,,,,1.0,,,,,,,,0.5670666666666667,0.2482,,2.0,,4.0,3.0,,3.0,2.0,,,,,0.1875,0.16666666666666666,0.2,,,0.6666666666666666,,,,,2.0,,2.0,,,,,,,,,,0.4,2.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
