EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,FtPoints,PenaltyFtPoints,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,DefTwoPtRebounds,LostBallSteals,BadPassTurnovers,ShootingFouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefTwoPtReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceArc3Frequency,LongMidRangePctBlocked,DefShortMidRangeReboundPct,PenaltyArc3FGM,PtsUnassisted3s,HeaveAttempts,Loose Ball Fouls,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,DefensiveGoaltends,Defensive 3 Seconds Violations,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,SecondChanceArc3FGM,Fg3aBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedShortMidRange,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Blocked3s,BlockedArc3,3SecondViolations,3pt And 1 Free Throw Trips
101110,1610612757,Martell Webster,Martell Webster,101110,POR,1925.0,32,-19,60,64,30.0,43,4,124,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,4.0,5.0,8.0,21.0,82.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,7.0,2.0,4.0,15.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,7.0,30.0,2.0,0.3333333333333333,0.5,1.0,0.625,0.5,0.625,0.75,0.5,0.6666666666666666,0.875,0.5,0.7,0.875,0.5,0.7,0.6666666666666666,22.727272727272727,0.6666666666666666,0.05263157894736842,0.25,0.043478260869565216,0.037037037037037035,0.125,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,0.5,0.08333333333333333,1.0,1.0,0.3333333333333333,0.75,0.75,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,0.5,0.4,0.5,0.2,1.0,0.2,0.9166666666666666,0.5,0.5777,0.5599000000000001,0.58515,0.09523809523809523,0.3333333333333333,1.55,24.025,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
101127,1610612757,Jarrett Jack,Jarrett Jack,101127,POR,6094.0,102,-46,185,192,78.0,67,22,377,3.0,7.0,,1.0,3.0,6.0,1.0,1.0,1.0,1.0,,,,5.0,2.0,6.0,12.0,1.0,6.0,28.0,229.0,,1.0,,5.0,8.0,,2.0,19.0,,12.0,3.0,,5.0,,16.0,20.0,7.0,44.0,1.0,3.0,5.0,1.0,6.0,3.0,2.0,4.0,3.0,,1.0,7.0,3.0,8.0,19.0,78.0,2.0,,,1.0,0.16666666666666666,,0.16666666666666666,0.5,,0.625,0.4166666666666667,,0.5,0.5625,,0.6428571428571429,0.3333333333333333,14.832535885167465,0.5714285714285714,0.016129032258064516,0.10344827586206896,0.0625,0.012658227848101266,0.043478260869565216,0.09090909090909091,0.3888888888888889,0.42857142857142855,0.42857142857142855,,0.05555555555555555,1.0,1.0,0.05555555555555555,1.0,1.0,1.0,0.2777777777777778,,,,1.0,,0.6,0.5,,,0.2,0.7222222222222222,,0.49558055555555547,0.5566,0.5035550000000001,,0.6785714285714286,6.95,25.55,0.42162162162162165,2.0,4.0,13.0,9.0,4.0,1.0,3.0,9.0,2.0,1.0,3.0,4.0,2.0,12.0,2.0,15.0,1.0,2.0,5.0,2.0,1.0,0.0392156862745098,0.09090909090909091,0.14285714285714285,0.2222222222222222,0.5,0.5,0.22727272727272727,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
101211,1610612757,Stephen Graham,Stephen Graham,101211,POR,9879.0,165,-56,305,317,120.0,124,30,622,5.0,14.0,,5.0,1.0,3.0,2.0,5.0,2.0,5.0,2.0,3.0,1.0,6.0,1.0,14.0,29.0,3.0,11.0,45.0,365.0,,5.0,2.0,4.0,8.0,2.0,4.0,15.0,18.0,10.0,9.0,,6.0,1.0,4.0,5.0,1.0,11.0,4.0,2.0,15.0,6.0,21.0,4.0,1.0,2.0,11.0,,2.0,13.0,1.0,25.0,15.0,120.0,2.0,0.6428571428571429,0.6428571428571429,1.0,0.2727272727272727,0.5,0.2727272727272727,0.4827586206896552,,0.5,0.4625,,0.5833333333333334,0.5113636363636364,0.14285714285714285,0.5769230769230769,0.275,16.86390532544379,0.15384615384615385,0.0425531914893617,0.045454545454545456,0.096,0.05042016806722689,0.05263157894736842,0.05714285714285714,0.35,0.35714285714285715,0.38461538461538464,0.8,0.125,0.4,0.6666666666666666,0.125,0.4,0.4,1.0,0.15,0.16666666666666666,0.16666666666666666,1.0,0.8333333333333334,,0.25,0.3333333333333333,0.25,0.6666666666666666,0.08333333333333333,0.625,0.16666666666666666,0.5012862499999999,0.55353,0.48394166666666666,0.044444444444444446,0.3333333333333333,8.875862068965516,23.9,0.39344262295081966,7.0,10.0,8.0,1.0,1.0,,1.0,2.0,10.0,3.0,,10.0,5.0,9.0,,9.0,1.0,,4.0,1.0,,0.12345679012345678,0.13513513513513514,,0.25,0.7,0.7,0.09302325581395349,0.125,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.10344827586206896,0.07142857142857142,0.4,0.2727272727272727,0.08,0.03571428571428571,0.03571428571428571,0.2857142857142857,0.19230769230769232,0.05,1.0,0.5,0.5714285714285714,0.16666666666666666,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,2302.0,38,-20,71,77,18.0,22,6,148,3.0,4.0,,1.0,1.0,1.0,2.0,2.0,,,,,,,,6.0,11.0,,,13.0,89.0,,1.0,,1.0,3.0,,,2.0,12.0,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,7.0,,,1.0,,,1.0,1.0,1.0,5.0,2.0,18.0,,1.0,1.0,,,,,0.5454545454545454,,0.3333333333333333,0.5454545454545454,,0.3333333333333333,0.5,,0.25,,18.42105263157895,1.0,0.038461538461538464,0.16666666666666666,0.24,0.03571428571428571,0.125,0.2,0.36363636363636365,0.75,0.75,1.0,0.18181818181818182,1.0,1.0,,,,,,,,,1.0,,0.3333333333333333,1.0,,,,0.36363636363636365,,0.46419999999999995,0.5769,0.4928666666666666,,0.15384615384615385,8.390909090909092,,0.2535211267605634,1.0,5.0,1.0,,,,,,5.0,,,4.0,,3.0,,4.0,,,1.0,1.0,1.0,0.2631578947368421,0.2,,0.45454545454545453,0.2,0.25,0.08333333333333333,0.08333333333333333,,,,1.0,,,,,,,,1.0,4.0,4.0,4.0,2.0,0.09090909090909091,,,,,,,,0.16666666666666666,,0.5,1.0,1.0,,0.2,0.6666666666666666,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2216,1610612757,Zach Randolph,Zach Randolph,2216,POR,6433.0,107,-56,200,206,98.0,83,18,406,12.0,21.0,4.0,5.0,7.0,12.0,4.0,15.0,,,,,1.0,2.0,1.0,21.0,43.0,1.0,2.0,74.0,238.0,5.0,7.0,11.0,9.0,18.0,1.0,1.0,40.0,22.0,20.0,,6.0,1.0,1.0,,2.0,,6.0,3.0,7.0,20.0,8.0,28.0,3.0,3.0,5.0,6.0,,3.0,11.0,7.0,6.0,40.0,98.0,,0.5238095238095238,0.6111111111111112,,0.5,1.0,1.0,0.4883720930232558,0.7142857142857143,0.5,0.5,0.7142857142857143,0.5526315789473685,0.6065573770491803,0.7857142857142857,0.6896551724137931,0.044444444444444446,32.87671232876713,0.45454545454545453,0.05084745762711865,0.23333333333333334,0.1951219512195122,0.10126582278481013,0.11538461538461539,0.2916666666666667,0.4666666666666667,0.5714285714285714,0.6666666666666666,0.5,0.3333333333333333,0.26666666666666666,0.3076923076923077,,,,,0.044444444444444446,0.5,0.5,,0.7142857142857143,0.8,0.631578947368421,0.5833333333333334,,,0.05263157894736842,0.5111111111111111,1.0,0.4839136363636363,0.5787,0.5356263157894737,0.14864864864864866,0.5405405405405406,5.9,47.400000000000006,0.49,5.0,7.0,29.0,19.0,2.0,1.0,1.0,,9.0,,2.0,1.0,4.0,20.0,,34.0,1.0,1.0,9.0,8.0,8.0,0.17307692307692307,0.17391304347826086,,0.15555555555555556,0.7142857142857143,0.7142857142857143,0.16981132075471697,0.17647058823529413,,,1.0,5.0,,5.0,4.0,,1.0,1.0,,,,,,,0.11627906976744186,0.14285714285714285,0.13333333333333333,0.5714285714285714,0.25,,,0.25,0.1111111111111111,,,0.5,0.6,,,0.2727272727272727,1.0,3.0,1.0,1.0,0.25,0.25,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2566,1610612757,Travis Outlaw,Travis Outlaw,2566,POR,5468.0,91,-10,172,180,65.0,94,17,352,3.0,7.0,,1.0,2.0,3.0,,2.0,1.0,1.0,,,,1.0,1.0,11.0,25.0,1.0,2.0,33.0,199.0,1.0,2.0,2.0,6.0,13.0,,1.0,14.0,14.0,8.0,3.0,,1.0,,1.0,2.0,1.0,5.0,1.0,7.0,13.0,1.0,14.0,5.0,2.0,,4.0,,,4.0,,11.0,14.0,65.0,6.0,0.6363636363636364,0.6363636363636364,1.0,0.5,,0.5,0.44,0.5,0.46153846153846156,0.46296296296296297,0.5,0.42857142857142855,0.515625,0.5,0.4375,0.07407407407407407,18.947368421052634,,0.017543859649122806,0.28,0.17142857142857143,0.015384615384615385,,0.2857142857142857,0.25925925925925924,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.07407407407407407,,,0.037037037037037035,1.0,1.0,1.0,0.037037037037037035,,,,0.5,,0.21428571428571427,0.6666666666666666,,,0.07142857142857142,0.3333333333333333,,0.4172518518518519,0.5014,0.4127785714285714,0.06060606060606061,0.42424242424242425,13.196,24.45,0.37790697674418605,8.0,16.0,8.0,2.0,1.0,,1.0,,5.0,3.0,,1.0,2.0,10.0,1.0,11.0,1.0,,6.0,,1.0,0.1111111111111111,0.13636363636363635,0.25,0.5925925925925926,0.5,0.5,0.1875,0.2,,,,,,,1.0,,,2.0,,1.0,2.0,2.0,2.0,2.0,,,,0.2,,,0.058823529411764705,,0.06666666666666667,,1.0,,0.75,,,0.125,,,,1.0,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2038,1610612757,Joel Przybilla,Joel Przybilla,2038,POR,180.0,3,3,5,6,,6,2,11,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2048,1610612757,Jamaal Magloire,Jamaal Magloire,2048,POR,3643.0,61,-28,108,106,20.0,9,11,214,7.0,9.0,1.0,1.0,2.0,2.0,,6.0,,,,,,,,7.0,15.0,,,18.0,134.0,1.0,2.0,2.0,2.0,2.0,,,5.0,6.0,8.0,,2.0,,,1.0,1.0,,2.0,3.0,5.0,14.0,4.0,18.0,,,4.0,2.0,,2.0,6.0,1.0,7.0,5.0,20.0,,0.42857142857142855,0.5,,,,,0.4666666666666667,0.5,1.0,0.4666666666666667,0.5,1.0,0.5,0.5,0.8333333333333334,,20.0,0.6666666666666666,0.1111111111111111,0.3125,0.28888888888888886,0.0975609756097561,0.14285714285714285,0.18181818181818182,0.6,0.7777777777777778,0.875,0.42857142857142855,0.4,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,0.6,,0.4857066666666667,0.3964,0.5768500000000001,0.1111111111111111,0.2777777777777778,2.7266666666666666,,0.18518518518518517,,,4.0,1.0,,,,,8.0,,2.0,2.0,2.0,9.0,,7.0,1.0,,3.0,1.0,1.0,0.27586206896551724,0.3333333333333333,0.6,,,,0.17647058823529413,0.17647058823529413,,,,2.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,1.0,1.0,1.0,0.13333333333333333,0.1111111111111111,0.16666666666666666,0.5,0.07142857142857142,0.08333333333333333,0.125,0.2,0.14285714285714285,0.16666666666666666,1.0,,,,,0.3,,,,3.0,,,,,2.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2137,1610612757,Ime Udoka,Ime Udoka,2137,POR,2827.0,47,-21,85,92,45.0,34,8,177,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,5.0,2.0,2.0,9.0,110.0,1.0,1.0,2.0,1.0,3.0,,,3.0,,2.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,4.0,2.0,6.0,1.0,,,3.0,,,3.0,1.0,3.0,3.0,45.0,,,,1.0,1.0,,1.0,0.2,1.0,0.3333333333333333,0.5714285714285714,1.0,0.3333333333333333,0.5,1.0,0.3,0.2857142857142857,12.765957446808512,,0.08695652173913043,0.17647058823529413,0.125,0.06896551724137931,,0.15384615384615385,0.2857142857142857,0.5,0.5,,0.14285714285714285,,,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,0.5714285714285714,1.0,0.4984571428571429,0.6439,0.47100000000000003,0.2222222222222222,0.3333333333333333,8.639999999999999,23.700000000000003,0.5294117647058824,,2.0,1.0,1.0,,,,1.0,1.0,1.0,,2.0,1.0,4.0,,4.0,,,2.0,,,0.06666666666666667,,0.25,0.2857142857142857,,,0.2222222222222222,0.2857142857142857,,,,,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,0.2857142857142857,,0.125,0.25,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
200771,1610612757,Sergio Rodriguez,Sergio Rodriguez,200771,POR,1862.0,31,-5,65,64,23.0,39,2,129,2.0,5.0,,,1.0,2.0,,,,,,,,2.0,1.0,3.0,7.0,,2.0,6.0,68.0,,,,1.0,2.0,,1.0,2.0,,6.0,,,2.0,,9.0,13.0,5.0,30.0,,1.0,3.0,,3.0,1.0,,2.0,1.0,,1.0,3.0,1.0,4.0,2.0,23.0,1.0,,,,,,,0.42857142857142855,,0.5,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.2222222222222222,17.91044776119403,0.6666666666666666,,0.2,0.13636363636363635,,,0.2,0.5555555555555556,0.4,0.5,,,,,,,,,0.2222222222222222,,,,,,0.6666666666666666,0.5,,,0.3333333333333333,0.7777777777777778,,0.5531944444444444,,0.59095,,0.3333333333333333,5.914285714285714,25.15,0.35384615384615387,1.0,2.0,,,4.0,2.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,0.11764705882352941,,,0.2222222222222222,0.5,0.5,,,,,,1.0,1.0,,,,,1.0,,,,,,,0.14285714285714285,0.2,,,,,,,0.16666666666666666,,,,,,,0.25,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
