EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangePctBlocked,SecondChanceCorner3FGM,PtsUnassisted3s,HeaveAttempts,Corner3Assists,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,3SecondViolations,LongMidRangePctBlocked,Clear Path Fouls,on,Arc3PctBlocked,HeaveMakes,3pt And 1 Free Throw Trips
101122,1610612754,Danny Granger,Danny Granger,101122,IND,38934.0,649,-7,1255,1249,454.0,526,156.0,2504,23.0,48.0,6.0,18.0,9.0,15.0,8.0,15.0,9.0,33.0,11.0,28.0,2.0,8.0,11.0,19.0,44.0,1.0,2.0,7.0,17.0,40.0,96.0,30.0,72.0,55.0,225.0,1334,8.0,25.0,1.0,4.0,7.0,26.0,12.0,31.0,15.0,28.0,45.0,114.0,54.0,26.0,90.0,6.0,44.0,19.0,10.0,1.0,14.0,8.0,22.0,8.0,11.0,2.0,1.0,52.0,7.0,30.0,2.0,9.0,47.0,8.0,64.0,39.0,103.0,3.0,15.0,9.0,6.0,12.0,1.0,7.0,14.0,1.0,5.0,2.0,4.0,26.0,3.0,9.0,35.0,64,5.0,3.0,53.0,4.0,1.0,72.0,4.0,17.0,21.0,13.0,9.0,4.0,13.0,5.0,1.0,1.0,114.0,454.0,6.0,22.0,0.675,0.7297297297297297,1.0,0.4166666666666667,0.25,0.5357142857142857,0.4166666666666667,0.4166666666666667,0.32,0.3870967741935484,0.5059523809523809,0.3275862068965517,0.5847457627118644,0.556930693069307,0.3939393939393939,0.6627906976744186,0.4285714285714285,0.0138888888888888,0.1041666666666666,0.2083333333333333,0.0357142857142857,15.713301171605789,0.4615384615384615,0.1777777777777777,0.0425531914893617,0.1017316017316017,0.0680272108843537,0.0857142857142857,0.047945205479452,0.0987654320987654,0.0630323679727427,0.0649350649350649,0.0538461538461538,0.0828025477707006,0.0594059405940594,0.0222222222222222,0.0855263157894736,0.1571428571428571,0.0705882352941176,0.0895522388059701,0.0789473684210526,0.0357142857142857,0.3846153846153846,0.2857142857142857,0.4791666666666667,0.6052631578947368,0.7391304347826086,0.0892857142857142,0.5333333333333333,0.5333333333333333,0.375,0.1964285714285714,0.2727272727272727,0.2727272727272727,0.7777777777777778,0.1666666666666666,0.3928571428571428,0.4074074074074074,1.0,0.2619047619047619,0.4318181818181818,0.4318181818181818,1.0,0.6206896551724138,0.3333333333333333,0.3333333333333333,0.0689655172413793,0.0689655172413793,0.5,1.0,0.2542372881355932,0.6,0.1864406779661017,0.7272727272727273,0.288135593220339,0.4117647058823529,0.7142857142857143,0.4318181818181818,0.50678125,0.4968259999999999,0.4922161016949153,0.0939226519337016,0.1559633027522936,0.1155555555555555,0.5066666666666667,8.195833333333333,24.46805555555556,0.3617529880478087,,,,,,,,,,,,,,,,,,,True,,,
101158,1610612754,Orien Greene,Orien Greene,101158,IND,510.0,8,-7,21,23,13.0,17,1.0,44,,,,,,,,,1.0,2.0,,,,,,,,,,,,1.0,2.0,,,2.0,4.0,29,1.0,1.0,,,,2.0,1.0,2.0,,,2.0,4.0,,2.0,,,,,,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,1,,,,,,2.0,,,1.0,,,,,,,,4.0,13.0,,,,,,,,,,0.5,1.0,0.5,0.5,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,,,,,,18.181818181818183,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.31015,0.3146,0.31015,,,0.5,1.0,19.15,,0.6190476190476191,,,,,,,,,,,,,,,,,,,True,,,
101185,1610612754,Rawle Marshall,Rawle Marshall,101185,IND,2472.0,41,-11,87,87,39.0,45,12.0,174,2.0,4.0,,,2.0,3.0,4.0,5.0,,3.0,,,,,,,1.0,,,,1.0,6.0,12.0,,1.0,3.0,15.0,92,,1.0,,,,,2.0,4.0,,1.0,1.0,5.0,6.0,6.0,,,1.0,,2.0,,1.0,,1.0,,,,1.0,2.0,,1.0,,1.0,1.0,,2.0,1.0,3.0,,1.0,1.0,,2.0,,1.0,1.0,,1.0,,1.0,3.0,1.0,2.0,,3,,,3.0,,,4.0,,2.0,,,,,,,,,5.0,39.0,2.0,,0.5,0.5,,,,,,0.5,,0.5,0.4615384615384615,,0.4,0.5,,0.4166666666666667,0.0769230769230769,,0.1666666666666666,0.25,,17.647058823529413,0.6666666666666666,,,0.0434782608695652,0.0344827586206896,0.1666666666666666,,0.0689655172413793,0.0277777777777777,0.1,,,,,,0.125,,0.25,,,,0.3076923076923077,0.5,0.6666666666666666,0.5,0.3846153846153846,0.8,1.0,0.5,0.2307692307692307,,,,,,,,0.0769230769230769,,,,,,,,,,,0.6,0.6666666666666666,,,0.2,,0.3846153846153846,,0.4467307692307692,0.3805,0.51448,0.1333333333333333,0.1428571428571428,,0.3333333333333333,7.899999999999999,24.4,0.4482758620689655,0.2,,,,,,,,,,,,,,,,,,True,,,
1536,1610612754,Stephen Jackson,Stephen Jackson,1536,IND,71135.0,1186,6,2288,2277,661.0,725,294.0,4565,81.0,130.0,5.0,10.0,22.0,31.0,18.0,50.0,40.0,112.0,11.0,40.0,1.0,2.0,9.0,30.0,98.0,3.0,9.0,11.0,30.0,139.0,292.0,41.0,138.0,120.0,521.0,2391,11.0,24.0,4.0,10.0,5.0,39.0,36.0,72.0,13.0,39.0,67.0,178.0,156.0,122.0,117.0,4.0,97.0,30.0,27.0,,77.0,37.0,114.0,20.0,45.0,14.0,18.0,265.0,3.0,12.0,2.0,9.0,64.0,5.0,78.0,17.0,95.0,2.0,33.0,16.0,17.0,50.0,12.0,26.0,31.0,,24.0,1.0,9.0,81.0,5.0,24.0,37.0,87,3.0,7.0,109.0,2.0,7.0,146.0,14.0,52.0,23.0,18.0,9.0,7.0,20.0,16.0,1.0,2.0,178.0,661.0,16.0,21.0,0.5611510791366906,0.5693430656934306,0.951219512195122,0.2971014492753623,0.4,0.3333333333333333,0.2992700729927007,0.476027397260274,0.4583333333333333,0.5,0.4662790697674419,0.5,0.5,0.5234215885947047,0.527027027027027,0.59,0.3209302325581395,,0.0924657534246575,0.1692307692307692,,21.609369097091047,0.6172839506172839,0.0617283950617283,0.0240963855421686,0.0735632183908046,0.0146520146520146,0.0481283422459893,0.0114068441064638,0.0690633869441816,0.0138632162661737,0.0104895104895104,0.0165975103734439,0.0171232876712328,0.005813953488372,0.0219780219780219,0.0580204778156996,0.0725806451612903,0.0881458966565349,0.0491803278688524,0.0461538461538461,0.0091743119266055,0.8,0.3023255813953488,0.6230769230769231,0.75,0.5432098765432098,0.1162790697674418,0.36,0.4,0.3888888888888889,0.2604651162790697,0.3571428571428571,0.3571428571428571,0.675,0.0930232558139534,0.275,0.275,1.0,0.227906976744186,0.3061224489795918,0.3061224489795918,0.9333333333333332,0.2941176470588235,0.5,0.4,0.0294117647058823,0.2647058823529412,0.3333333333333333,0.6666666666666666,0.2792792792792792,0.7096774193548387,0.081081081081081,0.2222222222222222,0.2702702702702703,0.3666666666666666,0.6232558139534884,0.3092783505154639,0.4995939252336448,0.4952396551724137,0.4778188073394496,0.1111111111111111,0.1575757575757575,0.0748560460652591,0.3416506717850288,8.944520547945208,25.121014492753627,0.2888986013986014,0.1,1.0,6.0,1.0,17.0,11.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,True,,,
353,1610612754,Darrell Armstrong,Darrell Armstrong,353,IND,9407.0,157,45,311,305,173.0,166,41.0,616,4.0,7.0,,1.0,4.0,5.0,,1.0,4.0,9.0,4.0,12.0,1.0,2.0,5.0,7.0,17.0,1.0,1.0,3.0,10.0,8.0,17.0,11.0,29.0,12.0,61.0,303,,1.0,1.0,2.0,,3.0,6.0,9.0,5.0,15.0,9.0,36.0,8.0,8.0,21.0,,13.0,7.0,,,17.0,8.0,25.0,6.0,5.0,3.0,9.0,58.0,2.0,4.0,,3.0,12.0,1.0,16.0,6.0,22.0,,6.0,4.0,2.0,1.0,1.0,,3.0,1.0,1.0,1.0,,4.0,,3.0,3.0,18,1.0,,18.0,,4.0,16.0,,,6.0,2.0,1.0,1.0,2.0,,,,36.0,173.0,5.0,7.0,0.5,0.5,0.6363636363636364,0.3793103448275862,0.5,0.3333333333333333,0.44,0.4705882352941176,,0.6666666666666666,0.532608695652174,0.5,0.5625,0.5660377358490566,0.5,0.5833333333333334,0.6304347826086957,,,,,15.833333333333332,0.25,0.1,,0.1034482758620689,0.0425531914893617,0.12,0.0416666666666666,0.1063829787234042,0.0422535211267605,,,0.1111111111111111,0.0666666666666666,,0.1212121212121212,0.1,0.0930232558139534,0.1176470588235294,0.125,,,0.1521739130434782,0.5714285714285714,0.5714285714285714,0.5,0.0217391304347826,,,,0.1956521739130435,0.4444444444444444,0.4444444444444444,0.5,0.2608695652173913,0.3333333333333333,0.3333333333333333,1.0,0.3695652173913043,0.4117647058823529,0.4117647058823529,0.4285714285714285,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,1.0,,0.2083333333333333,0.8,0.2083333333333333,0.4,0.4166666666666667,0.3,0.782608695652174,0.5384615384615384,0.4983130952380953,0.61155,0.4742476190476191,0.0212765957446808,,0.0491803278688524,0.5901639344262295,10.288235294117648,29.23793103448276,0.5562700964630225,,,12.0,4.0,2.0,1.0,,,,,,,1.0,0.0333333333333333,,,,,True,,,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,50973.0,850,-20,1637,1616,377.0,431,213.0,3253,75.0,131.0,19.0,39.0,14.0,24.0,15.0,46.0,28.0,70.0,11.0,31.0,2.0,1.0,4.0,30.0,54.0,3.0,3.0,3.0,10.0,118.0,247.0,41.0,85.0,44.0,403.0,1722,23.0,47.0,3.0,5.0,7.0,62.0,21.0,39.0,4.0,14.0,10.0,64.0,134.0,102.0,120.0,30.0,54.0,30.0,20.0,,18.0,14.0,32.0,12.0,5.0,2.0,11.0,78.0,7.0,38.0,,14.0,77.0,9.0,100.0,45.0,145.0,13.0,21.0,12.0,9.0,28.0,4.0,18.0,40.0,4.0,10.0,1.0,9.0,68.0,4.0,16.0,32.0,76,7.0,15.0,77.0,6.0,10.0,62.0,8.0,26.0,9.0,4.0,2.0,2.0,5.0,3.0,,1.0,64.0,377.0,10.0,5.0,0.5677966101694916,0.6504854368932039,0.975609756097561,0.4823529411764706,0.6,0.2857142857142857,0.4823529411764706,0.4777327935222672,0.4893617021276595,0.5384615384615384,0.5406626506024096,0.5288461538461539,0.5094339622641509,0.5612813370473537,0.543859649122807,0.5517241379310345,0.2560240963855422,,0.0809716599190283,0.1068702290076335,,22.480211081794195,0.4117647058823529,0.1551724137931034,,0.1232,0.0627062706270627,0.1044776119402985,0.0376344086021505,0.1198945981554677,0.0568181818181818,0.0972222222222222,0.0444444444444444,0.0428571428571428,0.05,0.0151515151515151,0.1153846153846153,0.1587301587301587,0.1008771929824561,0.0823529411764705,0.1428571428571428,0.086092715231788,0.6,0.394578313253012,0.5725190839694656,0.6410256410256411,0.6,0.1385542168674698,0.3260869565217391,0.3658536585365853,0.0666666666666666,0.2108433734939759,0.4,0.4057971014492754,0.75,0.0933734939759036,0.3548387096774194,0.3548387096774194,0.9090909090909092,0.1626506024096385,0.5555555555555556,0.5555555555555556,1.0,0.75,0.4871794871794871,0.1052631578947368,0.0384615384615384,0.0576923076923076,1.0,1.0,0.4528301886792453,0.5833333333333334,0.0754716981132075,0.25,0.1886792452830188,0.3,0.6506024096385542,0.5555555555555556,0.5168846385542168,0.5296604166666666,0.5037849056603774,0.0742857142857142,0.0981132075471698,0.1538461538461538,0.1588089330024814,7.170445344129553,24.751764705882355,0.2302993280390959,0.108695652173913,,3.0,,2.0,,1.0,,,,,,,,1.0,4.0,0.0142857142857142,,True,,,
1766,1610612754,Maceo Baston,Maceo Baston,1766,IND,6354.0,106,-13,209,220,103.0,104,19.0,429,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,6.0,7.0,,,8.0,20.0,246,1.0,1.0,,,2.0,4.0,2.0,2.0,,,6.0,10.0,10.0,2.0,,2.0,,,,,1.0,2.0,3.0,1.0,,,1.0,8.0,,3.0,,4.0,8.0,2.0,14.0,3.0,17.0,,4.0,1.0,3.0,2.0,,1.0,2.0,,1.0,,,4.0,,1.0,11.0,17,,1.0,16.0,1.0,4.0,10.0,1.0,3.0,3.0,7.0,4.0,2.0,7.0,5.0,,,10.0,103.0,4.0,2.0,0.8333333333333334,1.0,,,,,,0.8571428571428571,1.0,1.0,0.8571428571428571,1.0,1.0,0.8333333333333334,1.0,1.0,,,,,,6.465517241379311,0.5,0.2222222222222222,,0.123076923076923,0.0476190476190476,0.2666666666666666,,0.15,0.0357142857142857,0.1363636363636363,,,,,0.0625,0.1071428571428571,0.1904761904761904,0.3333333333333333,0.1666666666666666,,0.7142857142857143,0.4285714285714285,1.0,1.0,0.6666666666666666,0.4285714285714285,0.6666666666666666,0.6666666666666666,1.0,0.1428571428571428,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,0.5,1.0,,,,,0.4285714285714285,,0.5159571428571429,0.5357,0.6,0.3333333333333333,0.3333333333333333,0.2,0.5,6.428571428571429,,0.492822966507177,,,,,1.0,,,,1.0,,,,,,,,,,True,,,
2605,1610612754,Marquis Daniels,Marquis Daniels,2605,IND,10073.0,168,1,341,336,137.0,149,31.0,677,11.0,19.0,,1.0,2.0,5.0,2.0,12.0,2.0,9.0,2.0,7.0,,,,,2.0,,,,1.0,15.0,40.0,2.0,9.0,12.0,48.0,335,,2.0,,,2.0,2.0,5.0,16.0,,1.0,9.0,19.0,14.0,16.0,6.0,,2.0,,2.0,,9.0,3.0,12.0,2.0,4.0,1.0,4.0,27.0,,5.0,,4.0,9.0,2.0,15.0,5.0,20.0,3.0,7.0,4.0,3.0,7.0,,2.0,5.0,,5.0,,,12.0,,5.0,5.0,14,,4.0,21.0,1.0,5.0,18.0,2.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,,,19.0,137.0,1.0,4.0,0.4666666666666667,0.4666666666666667,1.0,0.2222222222222222,,,0.2222222222222222,0.375,,0.3125,0.3673469387755102,,0.2941176470588235,0.4210526315789473,0.25,0.3958333333333333,0.1836734693877551,,0.05,0.0526315789473684,,18.253968253968257,0.5833333333333334,0.1666666666666666,,0.0687022900763358,0.0446428571428571,0.1428571428571428,,0.0817610062893081,0.0337837837837837,0.0909090909090909,0.0512820512820512,,,,0.0555555555555555,0.0384615384615384,0.0980392156862745,0.125,0.1666666666666666,0.1111111111111111,0.5,0.3877551020408163,0.5789473684210527,0.6111111111111112,0.5454545454545454,0.2448979591836734,0.1666666666666666,0.1818181818181818,,0.1836734693877551,0.2222222222222222,0.2222222222222222,0.5,0.1428571428571428,0.2857142857142857,0.2857142857142857,1.0,0.0408163265306122,,,,0.5,,,,,,,0.2941176470588235,0.4,,,0.0588235294117647,,0.5714285714285714,,0.496323469387755,0.5541,0.4337617647058823,0.0961538461538461,0.1162790697674418,0.0416666666666666,0.3958333333333333,7.1850000000000005,23.68888888888889,0.4017595307917888,0.0833333333333333,,,,1.0,,,,,,,,,,,1.0,,,True,,,
101180,1610612754,Sarunas Jasikevicius,Sarunas Jasikevicius,101180,IND,14713.0,245,10,479,464,188.0,210,53.0,943,1.0,6.0,,,1.0,2.0,9.0,14.0,7.0,25.0,4.0,6.0,2.0,2.0,2.0,5.0,17.0,1.0,1.0,2.0,8.0,17.0,45.0,9.0,23.0,23.0,84.0,483,1.0,8.0,2.0,3.0,,8.0,4.0,8.0,4.0,10.0,16.0,36.0,24.0,10.0,27.0,,17.0,5.0,2.0,,26.0,12.0,38.0,10.0,15.0,2.0,9.0,88.0,1.0,2.0,,6.0,10.0,,16.0,3.0,19.0,1.0,7.0,5.0,2.0,4.0,5.0,4.0,13.0,,,1.0,3.0,17.0,2.0,10.0,11.0,26,1.0,2.0,18.0,,2.0,27.0,2.0,4.0,7.0,,,,,,,,36.0,188.0,6.0,7.0,0.7058823529411765,0.7058823529411765,1.0,0.391304347826087,0.6666666666666666,0.4,0.391304347826087,0.3777777777777777,0.125,0.5,0.4485294117647059,0.3636363636363636,0.5555555555555556,0.5064935064935064,0.3636363636363636,0.6538461538461539,0.3382352941176471,,0.0444444444444444,0.1666666666666666,,17.05989110707804,0.2352941176470588,,,0.0549450549450549,0.0131578947368421,0.1818181818181818,0.0172413793103448,0.0744186046511627,0.0142857142857142,0.0178571428571428,,0.0163934426229508,0.0256410256410256,,0.0175438596491228,0.0333333333333333,0.1076923076923077,0.25,,0.0256410256410256,,0.088235294117647,0.1666666666666666,0.2,1.0,0.2058823529411764,0.6428571428571429,0.6923076923076923,0.5555555555555556,0.3676470588235294,0.28,0.28,0.8571428571428571,0.088235294117647,0.6666666666666666,0.6666666666666666,1.0,0.25,0.2941176470588235,0.2941176470588235,1.0,,,,0.1818181818181818,0.0909090909090909,1.0,1.0,0.1111111111111111,0.5,0.1111111111111111,1.0,0.4444444444444444,0.25,0.4264705882352941,0.2941176470588235,0.4533970588235294,0.4109777777777778,0.4857055555555556,0.0571428571428571,0.0851063829787234,0.0952380952380952,0.4285714285714285,13.117777777777777,25.108695652173918,0.3924843423799583,0.0714285714285714,1.0,,,2.0,7.0,,,,,0.5,1.0,,,,1.0,,,True,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,38530.0,642,8,1210,1229,280.0,305,174.0,2439,50.0,95.0,22.0,55.0,9.0,19.0,3.0,8.0,,6.0,,,,,,,,,,,,53.0,109.0,,,30.0,136.0,1260,23.0,57.0,,,14.0,60.0,10.0,23.0,,,13.0,33.0,64.0,42.0,,40.0,,,9.0,,16.0,3.0,19.0,2.0,7.0,1.0,8.0,41.0,21.0,72.0,5.0,23.0,100.0,15.0,138.0,98.0,236.0,7.0,28.0,10.0,18.0,14.0,4.0,8.0,16.0,,6.0,,1.0,30.0,3.0,6.0,38.0,80,13.0,4.0,50.0,13.0,7.0,43.0,5.0,20.0,4.0,12.0,9.0,3.0,12.0,8.0,1.0,2.0,33.0,280.0,5.0,4.0,0.6037735849056604,0.9696969696969696,,,,,,0.4862385321100917,0.4035087719298245,0.4347826086956521,0.4862385321100917,0.4035087719298245,0.4347826086956521,0.53125,0.4545454545454545,0.515625,,,0.0825688073394495,0.0947368421052631,,11.05668299510147,0.4666666666666667,0.3658536585365853,0.1063829787234042,0.2032520325203252,0.1572052401746725,0.2371134020618556,0.1544117647058823,0.2088285229202037,0.1565656565656565,0.2025316455696202,0.1481481481481481,0.1212121212121212,0.1341463414634146,0.1851851851851851,0.18562874251497,0.2180451127819548,0.2083333333333333,0.2615384615384615,0.1875,0.1489361702127659,0.6666666666666666,0.8715596330275229,0.5263157894736842,0.5813953488372093,0.6,0.073394495412844,0.375,0.375,0.6666666666666666,0.055045871559633,,,,,,,,,,,,0.9649122807017544,0.4,0.0909090909090909,,,,,0.8260869565217391,0.4736842105263157,,,,,0.8715596330275229,,0.5547550458715597,0.5598086956521738,0.5487739130434782,0.1612903225806451,0.1612903225806451,0.4411764705882353,0.2426470588235294,2.282568807339449,,0.2314049586776859,,,,,1.0,,,,,,,,,,,6.0,,,True,,,
