EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,HeaveAttempts,ThreePtAssists,Arc3Assists,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Blocked2s,BlockedAtRim,Blocks,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,OffThreePtRebounds,Offensive Fouls,OffThreePtReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,PenaltyCorner3FGA,SecondChanceFG2A,FTOffRebounds,OffFTReboundPct,PenaltyCorner3Frequency,LongMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedShortMidRange,RecoveredBlocks,DefFTReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,PtsPutbacks,Fg2aBlocked,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,OffShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,BlockedLongMidRange,on,PenaltyFtPoints,ShortMidRangeAssists,BadPassSteals,Travels,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PtsUnassisted3s,Fg3aBlocked,Corner3Assists,SelfOReb,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SelfORebPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations,Clear Path Fouls,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,3pt And 1 Free Throw Trips
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,1451.0,24.0,-10.0,48.0,48,7.0,22.0,5.0,96,3.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,8.0,1.0,2.0,1.0,3.0,7.0,4.0,9.0,5.0,23.0,56.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,4.0,2.0,12.0,8.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,1.0,3.0,2.0,7.0,0.6666666666666666,0.6666666666666666,1.0,0.4444444444444444,0.5,0.4444444444444444,0.42857142857142855,1.0,0.5625,0.75,0.5,0.6388888888888888,0.8333333333333334,0.5,0.5625,35.84905660377358,1.0,0.15789473684210525,0.07692307692307693,0.16666666666666666,0.16,0.045454545454545456,0.5,0.2857142857142857,0.3333333333333333,0.25,0.1875,1.0,1.0,0.6666666666666666,0.125,0.125,0.0625,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.75,0.5,0.528159375,0.58575,0.5637,0.16666666666666666,0.3333333333333333,0.21739130434782608,0.08695652173913043,8.200000000000001,25.07777777777778,0.14583333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,2232.0,37.0,6.0,77.0,76,20.0,34.0,12.0,153,1.0,1.0,,,,5.0,,,2.0,,1.0,2.0,3.0,6.0,,2.0,,6.0,74.0,,1.0,,,,,2.0,,2.0,4.0,,1.0,,4.0,11.0,4.0,29.0,,2.0,1.0,3.0,,3.0,,,5.0,2.0,6.0,2.0,4.0,1.0,,,,,20.0,0.3333333333333333,0.3333333333333333,,,,,0.5,,0.375,,,0.375,,,0.25,15.730337078651685,0.8333333333333334,0.02857142857142857,,0.18181818181818182,0.06521739130434782,,,,0.14285714285714285,,0.125,1.0,1.0,,,0.625,,0.25,,,,1.0,,,,,1.0,0.375,,0.4673357142857143,0.52965,0.52965,,,,,16.349999999999998,48.949999999999996,0.2597402597402597,2.0,1.0,7.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,1133.0,19.0,-11.0,42.0,40,11.0,22.0,4.0,82,2.0,3.0,1.0,1.0,,1.0,,,,,,,2.0,4.0,,,,4.0,52.0,,,,,1.0,1.0,,2.0,4.0,,,,,,2.0,,6.0,,,1.0,1.0,1.0,2.0,,,,,1.0,,2.0,,,,,2.0,11.0,1.0,1.0,,,,,0.5,1.0,0.5,,1.0,0.5,,1.0,,10.869565217391305,,0.05555555555555555,,,0.05,0.058823529411764705,,,,,0.75,0.6666666666666666,0.6666666666666666,1.0,,0.25,,,,,,,,,1.0,1.0,,0.75,,0.615225,,0.792,,,,0.5,4.95,,0.2619047619047619,,,2.0,2.0,,1.0,,,,,,,,,,1.0,1.0,0.14285714285714285,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,1485.0,25.0,6.0,51.0,50,15.0,18.0,9.0,101,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,,,1.0,5.0,1.0,3.0,2.0,7.0,45.0,,,,,1.0,2.0,1.0,2.0,2.0,,3.0,2.0,1.0,3.0,3.0,3.0,6.0,,2.0,,2.0,1.0,3.0,,,,,1.0,,2.0,2.0,3.0,1.0,2.0,2.0,15.0,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.2,0.5,0.3125,,0.3333333333333333,0.3888888888888889,,0.3333333333333333,0.375,16.666666666666668,,,,0.25,0.06451612903225806,,,,,0.2857142857142857,0.125,1.0,1.0,1.0,0.125,0.375,0.125,0.25,0.5,0.5,1.0,,,,0.3333333333333333,1.0,,0.5,0.5,0.4706,,0.5063666666666666,0.2222222222222222,0.3333333333333333,,0.2857142857142857,11.14,25.23333333333333,0.29411764705882354,,,,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,1.0,1.0,1.0,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,1610612743,Jamal Sampson,Jamal Sampson,2441,DEN,1133.0,19.0,5.0,41.0,39,15.0,15.0,8.0,80,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,1.0,1.0,,2.0,2.0,1.0,6.0,9.0,3.0,12.0,,,1.0,,3.0,3.0,3.0,,,,,,15.0,,,,,,,,,,,,,,,,6.122448979591836,0.3333333333333333,0.3157894736842105,0.2222222222222222,0.2,0.2916666666666667,0.15,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36585365853658536,,,,,1.0,2.0,,2.0,3.0,1.0,3.0,,,,,1.0,,0.09090909090909091,,0.45454545454545453,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.4,0.125,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,1610612743,Reggie Evans,Reggie Evans,2501,DEN,1635.0,27.0,15.0,55.0,54,9.0,22.0,10.0,109,3.0,4.0,1.0,1.0,1.0,,,,,,,,4.0,5.0,,,5.0,13.0,48.0,,,,2.0,1.0,1.0,,2.0,2.0,6.0,,,,,,,,4.0,,13.0,15.0,5.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,10.0,,5.0,2.0,9.0,0.25,0.3333333333333333,,,,,0.8,1.0,0.8,1.0,1.0,0.65,0.5,1.0,,16.923076923076923,1.0,0.52,0.26666666666666666,,0.38235294117647056,0.16666666666666666,0.6666666666666666,0.5,0.5,,0.8,0.75,1.0,0.3333333333333333,0.2,,,,,,,,,,1.0,1.0,,0.8,,0.44548,0.3881,0.3881,0.5,0.5,0.15384615384615385,0.15384615384615385,2.62,,0.16363636363636364,,,,,,,,,1.0,1.0,1.0,,,,,,,,,0.5384615384615384,,1.0,1.0,0.2,,,2.0,,,1.0,,1.0,0.6666666666666666,0.1111111111111111,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.2,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,1610612743,Steve Blake,Steve Blake,2581,DEN,491.0,8.0,3.0,17.0,16,5.0,14.0,3.0,33,1.0,1.0,1.0,1.0,,2.0,,,1.0,,,1.0,1.0,3.0,,1.0,,2.0,11.0,,,,,1.0,1.0,1.0,2.0,,2.0,,1.0,,,,,,,,,,,,,,2.0,,3.0,,,,,,,2.0,5.0,,,,,,,0.3333333333333333,1.0,0.25,,0.5,0.25,,0.5,0.25,35.0,0.6666666666666666,,,,,,,,,,0.25,1.0,1.0,,,0.5,,0.25,,,,,,,0.5,1.0,0.5,0.5,,0.4796,,0.55045,,,,1.0,12.133333333333333,24.8,0.29411764705882354,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,1285.0,21.0,13.0,44.0,44,16.0,20.0,8.0,88,3.0,5.0,1.0,2.0,1.0,,1.0,5.0,11.0,,,5.0,3.0,6.0,5.0,12.0,,21.0,37.0,,,,6.0,1.0,3.0,5.0,11.0,6.0,,15.0,11.0,5.0,1.0,2.0,1.0,5.0,,1.0,,1.0,,1.0,,,,,1.0,3.0,5.0,1.0,1.0,1.0,1.0,11.0,16.0,1.0,1.0,1.0,0.4166666666666667,,0.4166666666666667,0.5,0.3333333333333333,0.5833333333333334,1.0,0.6875,0.5833333333333334,1.0,0.6875,0.6666666666666666,36.53846153846154,,,,0.1,0.03333333333333333,,,,,0.125,0.2777777777777778,0.6,0.6,1.0,0.05555555555555555,,0.05555555555555555,0.6111111111111112,0.45454545454545453,0.45454545454545453,1.0,,,,0.25,0.5,0.625,0.9444444444444444,0.45454545454545453,0.5071833333333333,0.43226666666666674,0.4346875,0.05555555555555555,0.16666666666666666,0.2857142857142857,0.5238095238095238,4.183333333333333,25.26666666666667,0.36363636363636365,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,3.0,3.0,,3.0,,,,,,1.0,,,,,,1.0,1.0,3.0,3.0,0.6,1.0,0.6,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,1610612743,Allen Iverson,Allen Iverson,947,DEN,195.0,3.0,,7.0,8,,,,15,2.0,2.0,,,,,,,,,,,2.0,2.0,,,,4.0,12.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,28.57142857142857,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,0.59525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,90.0,2.0,3.0,3.0,3,2.0,1.0,1.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
