EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGA,SecondChanceFG3A,DefTwoPtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,SecondChanceArc3Frequency,ShortMidRangeFGA,TwoPtAssists,LongMidRangeAssists,Travels,DefAtRimReboundPct,ShortMidRangeFrequency,Fg2aBlocked,AtRimAssists,DefThreePtRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangeFGM,Offensive Fouls,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,on,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Clear Path Fouls,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffensiveGoaltends,Blocked3s,BlockedArc3,BlockedCorner3,Arc3PctBlocked,3pt And 1 Free Throw Trips
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,483.0,8,-4,15,17,15,14.0,4.0,32,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,9.0,13.0,24.0,1.0,1.0,3.0,5.0,2.0,3.0,9.0,13.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,1.0,3.0,2.0,13.0,15,2.0,0.5,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.9285714285714286,1.25,0.9285714285714286,36.8421052631579,0.25,0.4,0.2857142857142857,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5273666666666667,0.5782,0.5273666666666667,0.6,0.6,0.3846153846153846,1.0,6.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,1610612737,Tyronn Lue,Tyronn Lue,1731,ATL,188.0,3,3,6,6,3,6.0,1.0,12,,,,,,,,1.0,,1.0,,3.0,8.0,,,,,,,,3.0,,,,,,,,,,,,,1.0,,,,,,3.0,3,,,,,,,0.75,,1.5,0.75,,1.5,25.0,,,,,,,,,,0.5,,,,,,,,0.5,0.38605,,0.3645,,,,1.0,16.7,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200978,1610612737,Jeremy Richardson,Jeremy Richardson,200978,ATL,1130.0,19,-7,37,38,34,33.0,7.0,75,,,,,,,1.0,3.0,1.0,3.0,,8.0,56.0,1.0,1.0,,2.0,1.0,3.0,,5.0,,2.0,,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,,,,,,5.0,34,,,,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5,0.5,15.555555555555555,,0.0769230769230769,0.0666666666666666,,0.1666666666666666,,,,,0.5,0.3333333333333333,0.3333333333333333,,,,,,0.5,0.413525,0.422575,0.38739,,,0.25,0.625,19.83333333333333,0.918918918918919,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,6.0,3.0,2.0,,,,,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,0.4,0.5,0.6666666666666666,26.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.1,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,828.0,14,-3,25,27,22,24.0,6.0,52,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,7.0,,6.0,41.0,1.0,1.0,,2.0,3.0,6.0,,6.0,,6.0,2.0,1.0,,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,6.0,22,,,,0.4285714285714285,1.0,0.5,0.375,1.0,0.4285714285714285,0.375,1.0,0.4285714285714285,28.125,,0.1,0.0833333333333333,0.25,,0.2,0.25,0.5,0.5,0.5,0.5,0.5,,1.0,1.0,0.2857142857142857,0.5,0.375,0.4333999999999999,0.6,0.4499285714285714,,,0.3333333333333333,1.0,11.071428571428571,0.88,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,2.0,1.0,5.0,1.0,,,,,0.125,0.125,,,,0.1428571428571428,,,26.6,,,1.0,,1.0,1.0,1.0,0.1666666666666666,0.125,,,1.0,1.0,1.0,1.0,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,1610612737,Josh Childress,Josh Childress,2735,ATL,1014.0,17,-5,32,34,29,29.0,6.0,66,2.0,4.0,,1.0,2.0,3.0,,,2.0,4.0,1.0,5.0,50.0,,1.0,,,2.0,3.0,1.0,5.0,2.0,2.0,,1.0,3.0,4.0,1.0,5.0,,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,,5.0,29,,0.5,0.5,0.5,,0.6666666666666666,0.5,,0.6666666666666666,0.625,,0.8333333333333334,12.82051282051282,0.6,0.0909090909090909,0.0769230769230769,,0.25,,1.0,0.5,0.6666666666666666,,,,,1.0,,1.0,0.6666666666666666,1.0,0.494975,0.5412,0.4795666666666667,0.25,0.25,,1.0,,0.90625,,,,,,,,,,,,1.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.1111111111111111,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,1610612737,Speedy Claxton,Speedy Claxton,2049,ATL,345.0,6,2,11,10,11,10.0,3.0,21,,,,,,,,,1.0,2.0,,2.0,14.0,,,,,1.0,2.0,,2.0,,2.0,,,,,,,,,,,1.0,,,,,,2.0,11,,,,0.5,,0.5,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,28.57142857142857,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3366,,0.3366,,,,1.0,8.25,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,2.0,,4.0,,,,,,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,,,27.1,,,,,1.0,1.0,1.0,,,,,2.0,2.0,,,,0.6666666666666666,,2.0,,,,,,,,,,,,1.0,1.0,0.5,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,496.0,8,3,13,13,10,10.0,3.0,26,1.0,2.0,1.0,1.0,,1.0,,,1.0,2.0,1.0,3.0,17.0,1.0,1.0,1.0,3.0,,1.0,,,,2.0,,,,,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,10,,,,0.5,1.0,,0.5,1.0,,0.75,1.5,,11.11111111111111,,,0.1428571428571428,,,,1.0,0.5,0.5,,,,,1.0,1.0,1.0,,1.0,0.4205,0.5033,0.3377,0.5,0.5,1.0,,1.4,0.7692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,55.0,1,-5,1,2,1,,,3,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,1610612737,Royal Ivey,Royal Ivey,2767,ATL,308.0,5,-10,12,13,12,11.0,1.0,25,,,,,,,,1.0,,1.0,,,21.0,,,,,,1.0,,,,,,,,1.0,,1.0,,,,2.0,2.0,,,,,,,12,,,,,,,,,,,,,15.384615384615383,,,,,,,,,,1.0,,,,,,,,,0.338,,0.338,,,,,18.8,1.0,,,,,,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,0.5,0.5,,,,2.0,1.0,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,1610612737,Lorenzen Wright,Lorenzen Wright,953,ATL,74.0,1,1,3,4,3,4.0,,7,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3,,,,,,,,,,,,,33.333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
