EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,StepOutOfBoundsTurnovers,DefensiveGoaltends,PenaltyFg3Pct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,Corner3FGM,Fg3aBlocked,Loose Ball Fouls Drawn,Technical Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,ThreePtShootingFoulsDrawn,BlockedLongMidRange,3SecondViolations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveMakes,HeaveAttempts,3pt And 1 Free Throw Trips,OffensiveGoaltends,on,Clear Path Fouls
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,16098.0,268,-46,527,526,174,188,73,1053,22.0,37.0,8.0,17.0,3.0,10.0,4.0,10.0,7.0,21.0,2.0,1.0,11.0,1.0,2.0,5.0,33.0,68.0,1.0,13.0,8.0,77.0,566,9.0,19.0,1.0,2.0,2.0,23.0,8.0,21.0,5.0,7.0,23.0,32.0,34.0,3.0,18.0,11.0,1.0,8.0,8.0,6.0,14.0,4.0,2.0,2.0,3.0,3.0,34.0,9.0,18.0,1.0,10.0,32.0,6.0,48.0,28.0,76.0,3.0,11.0,10.0,1.0,12.0,1.0,5.0,12.0,1.0,7.0,5.0,24.0,3.0,4.0,20.0,40.0,3.0,5.0,16.0,4.0,15.0,1.0,6.0,2.0,12.0,2.0,2.0,8.0,4.0,14.0,8.0,23.0,174,5.0,2.0,0.48484848484848486,0.6666666666666666,1.0,0.07692307692307693,0.5,0.07692307692307693,0.4852941176470588,0.47368421052631576,0.38095238095238093,0.42592592592592593,0.5,0.3076923076923077,0.4375,0.5,0.3709677419354839,0.16049382716049382,0.11764705882352941,0.13513513513513514,0.2,0.047619047619047616,18.42105263157895,0.5,0.2857142857142857,0.07142857142857142,0.1787709497206704,0.1,0.16129032258064516,0.11392405063291139,0.17427385892116182,0.10424710424710425,0.10344827586206896,0.05555555555555555,0.11627906976744186,0.0967741935483871,0.17647058823529413,0.16071428571428573,0.1836734693877551,0.1891891891891892,0.10204081632653061,0.38461538461538464,0.07894736842105263,0.5714285714285714,0.4567901234567901,0.5945945945945946,0.6875,0.5,0.12345679012345678,0.4,0.5,0.25925925925925924,0.3333333333333333,0.35,0.7142857142857143,0.024691358024691357,0.13580246913580246,0.09090909090909091,0.09090909090909091,1.0,0.8095238095238095,0.47058823529411764,0.09523809523809523,0.5,1.0,0.38461538461538464,0.3,0.19230769230769232,0.6172839506172839,0.09090909090909091,0.5120687500000001,0.5992763157894737,0.481328,0.06976744186046512,0.0821917808219178,0.2987012987012987,0.2987012987012987,6.832352941176471,26.49230769230769,0.3301707779886148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101182,1610612764,Donell Taylor,Donell Taylor,101182,WAS,12076.0,201,-72,384,391,141,172,52,775,17.0,29.0,3.0,4.0,5.0,8.0,3.0,11.0,11.0,31.0,2.0,2.0,12.0,1.0,1.0,8.0,31.0,71.0,2.0,14.0,4.0,72.0,406,4.0,5.0,1.0,1.0,,11.0,11.0,29.0,10.0,2.0,27.0,36.0,26.0,3.0,,12.0,2.0,5.0,13.0,9.0,22.0,5.0,4.0,6.0,,7.0,53.0,1.0,8.0,,6.0,11.0,2.0,19.0,9.0,28.0,1.0,10.0,5.0,5.0,6.0,2.0,3.0,8.0,2.0,3.0,1.0,14.0,1.0,3.0,8.0,17.0,,1.0,6.0,,6.0,,2.0,1.0,1.0,,,,1.0,1.0,,27.0,141,5.0,1.0,0.5806451612903226,0.5806451612903226,0.5,0.14285714285714285,1.0,0.14285714285714285,0.43661971830985913,0.8,0.3793103448275862,0.4,0.9166666666666666,0.32051282051282054,0.4090909090909091,0.9166666666666666,0.32926829268292684,0.16470588235294117,0.07042253521126761,0.10344827586206896,0.18181818181818182,,22.818791946308725,0.42857142857142855,0.1111111111111111,,0.09166666666666666,0.047058823529411764,0.1276595744680851,0.022222222222222223,0.10179640718562874,0.04186046511627907,0.061224489795918366,0.03225806451612903,0.044444444444444446,0.03225806451612903,,0.08571428571428572,0.125,0.06666666666666667,0.1388888888888889,0.09090909090909091,0.021739130434782608,,0.3411764705882353,0.5862068965517241,0.6538461538461539,0.6470588235294118,0.12941176470588237,0.2727272727272727,0.3333333333333333,0.36470588235294116,0.3548387096774194,0.3548387096774194,0.5454545454545454,0.023529411764705882,0.1411764705882353,0.16666666666666666,0.16666666666666666,0.5,0.6666666666666666,0.75,0.16666666666666666,1.0,1.0,0.20512820512820512,0.625,0.20512820512820512,0.5058823529411764,0.16666666666666666,0.4881911764705882,0.5141600000000001,0.46174743589743583,0.022988505747126436,0.0273972602739726,0.1527777777777778,0.375,9.694366197183099,25.62857142857143,0.3671875,2.0,1.0,1.0,3.0,1.0,1.0,0.1,0.3333333333333333,1.0,0.05128205128205128,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,61636.0,1027,-40,1960,1971,557,532,245,3931,49.0,74.0,,1.0,15.0,18.0,20.0,57.0,21.0,72.0,5.0,10.0,37.0,,4.0,14.0,90.0,203.0,11.0,42.0,127.0,340.0,2190,4.0,16.0,,4.0,5.0,13.0,25.0,43.0,15.0,45.0,101.0,66.0,114.0,24.0,,37.0,10.0,21.0,132.0,59.0,191.0,42.0,17.0,59.0,17.0,56.0,441.0,3.0,8.0,,24.0,56.0,3.0,83.0,11.0,94.0,1.0,22.0,18.0,4.0,20.0,4.0,15.0,21.0,3.0,5.0,5.0,41.0,2.0,14.0,16.0,42.0,,2.0,128.0,20.0,156.0,17.0,71.0,11.0,4.0,,,3.0,1.0,4.0,,101.0,557,9.0,8.0,0.36666666666666664,0.36666666666666664,0.7272727272727273,0.2619047619047619,,0.2619047619047619,0.4433497536945813,0.25,0.5813953488372093,0.4346938775510204,0.2,0.4827586206896552,0.535483870967742,0.29545454545454547,0.5952380952380952,0.17142857142857143,0.10344827586206896,0.14864864864864866,0.15789473684210525,0.013888888888888888,15.676641357748995,0.4878048780487805,0.04411764705882353,,0.09302325581395349,0.012461059190031152,0.09056603773584905,0.011494252873563218,0.0922722029988466,0.012181616832779624,0.01098901098901099,0.019867549668874173,0.009708737864077669,0.010526315789473684,0.014084507042253521,0.06896551724137931,0.08433734939759036,0.12017167381974249,0.08994708994708994,0.09210526315789473,0.008403361344537815,,0.3020408163265306,0.6621621621621622,0.7777777777777778,0.40816326530612246,0.23265306122448978,0.3508771929824561,0.4166666666666667,0.2938775510204082,0.2916666666666667,0.29577464788732394,0.38095238095238093,0.02040816326530612,0.1510204081632653,0.2702702702702703,0.2777777777777778,0.7,0.05,,0.2,,,0.3103448275862069,0.8333333333333334,0.2413793103448276,0.47346938775510206,0.2702702702702703,0.4888030612244898,0.401335,0.49313706896551723,0.23745819397993312,0.27626459143968873,0.03823529411764706,0.29705882352941176,9.446798029556653,25.383333333333333,0.2841836734693878,1.0,2.0,2.0,9.0,,,0.13333333333333333,0.25,,0.017241379310344827,0.14285714285714285,1.0,2.0,1.0,9.0,0.047619047619047616,0.2,0.02702702702702703,0.2,0.25,1.0,,,,,,,,,,,,,,,,,True,
1916,1610612764,Calvin Booth,Calvin Booth,1916,WAS,11376.0,190,40,378,380,125,161,45,758,8.0,11.0,2.0,5.0,2.0,3.0,3.0,6.0,7.0,14.0,,,1.0,,,1.0,18.0,31.0,,1.0,4.0,40.0,371,4.0,8.0,,,2.0,10.0,6.0,11.0,1.0,1.0,13.0,32.0,4.0,,2.0,1.0,,1.0,8.0,1.0,9.0,1.0,,6.0,,2.0,19.0,2.0,12.0,1.0,7.0,16.0,2.0,25.0,15.0,40.0,1.0,3.0,3.0,,4.0,,1.0,2.0,,3.0,1.0,6.0,1.0,2.0,24.0,38.0,3.0,1.0,10.0,4.0,6.0,,2.0,1.0,16.0,,,12.0,4.0,16.0,11.0,13.0,125,2.0,1.0,0.8888888888888888,0.9411764705882353,,,,,0.5806451612903226,0.5,0.5454545454545454,0.5625,0.5,0.5,0.5714285714285714,0.5555555555555556,0.5,0.03125,0.03225806451612903,,0.16666666666666666,,9.557109557109557,0.6666666666666666,0.2,0.1111111111111111,0.14545454545454545,0.09836065573770492,0.13725490196078433,0.037037037037037035,0.14285714285714285,0.07954545454545454,0.0967741935483871,0.05263157894736842,0.1111111111111111,0.045454545454545456,,0.175,0.125,0.13157894736842105,0.12195121951219512,0.2,0.08333333333333333,0.6875,0.34375,0.7272727272727273,0.7272727272727273,0.75,0.1875,0.5,0.6,0.4375,0.5,0.5,1.0,,0.03125,,,,0.625,0.4,,,,0.25,0.6666666666666666,0.08333333333333333,0.375,,0.43734375,0.5110428571428571,0.39987500000000004,0.058823529411764705,0.06060606060606061,0.25,0.325,9.367741935483872,32.4,0.3306878306878307,,,,,,1.0,,1.0,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,True,
2553,1610612764,Jarvis Hayes,Jarvis Hayes,2553,WAS,97556.0,1626,-178,3166,3176,1030,1006,405,6342,55.0,80.0,11.0,18.0,22.0,26.0,26.0,73.0,77.0,210.0,59.0,46.0,124.0,5.0,10.0,36.0,158.0,363.0,66.0,183.0,71.0,585.0,3590,22.0,46.0,7.0,14.0,9.0,74.0,41.0,87.0,53.0,25.0,170.0,236.0,80.0,192.0,20.0,124.0,46.0,14.0,56.0,24.0,80.0,15.0,9.0,23.0,11.0,22.0,184.0,14.0,28.0,,44.0,109.0,15.0,168.0,42.0,210.0,5.0,48.0,33.0,15.0,27.0,5.0,19.0,29.0,1.0,8.0,8.0,56.0,5.0,16.0,91.0,160.0,6.0,6.0,69.0,11.0,84.0,6.0,33.0,9.0,12.0,1.0,1.0,8.0,2.0,13.0,8.0,170.0,1030,24.0,7.0,0.7468354430379747,0.7972972972972973,0.9696969696969697,0.36065573770491804,0.5,0.36065573770491804,0.43526170798898073,0.4782608695652174,0.47126436781609193,0.4706959706959707,0.5416666666666666,0.5178571428571429,0.5008561643835616,0.5692307692307692,0.551948051948052,0.33516483516483514,0.03856749311294766,0.0875,0.0821917808219178,0.004761904761904762,17.570917102726522,0.48214285714285715,0.13392857142857142,,0.11133810010214505,0.02664129400570885,0.1070559610705596,0.03076923076923077,0.11007194244604317,0.027888446215139442,0.02786377708978328,0.04310344827586207,0.018145161290322582,0.02318840579710145,0.05454545454545454,0.0880503144654088,0.08239700374531835,0.14974619289340102,0.10472972972972973,0.11304347826086956,0.016339869281045753,0.6153846153846154,0.14652014652014653,0.6875,0.7534246575342466,0.8,0.1336996336996337,0.3561643835616438,0.3880597014925373,0.38461538461538464,0.36666666666666664,0.3684210526315789,0.8181818181818182,0.10805860805860806,0.2271062271062271,0.3709677419354839,0.3709677419354839,0.9565217391304348,0.3,0.6111111111111112,0.16666666666666666,0.5,1.0,0.18571428571428572,0.8461538461538461,0.2571428571428571,0.4816849816849817,0.3709677419354839,0.4771247252747253,0.4765941860465117,0.4970982142857144,0.06086956521739131,0.08461538461538462,0.1264957264957265,0.2905982905982906,12.860881542699728,24.872131147540976,0.32533164876816173,17.0,14.0,21.0,6.0,2.0,1.0,0.39622641509433965,0.4230769230769231,0.2727272727272727,0.12142857142857143,0.3888888888888889,20.0,,7.0,1.0,,,,0.3389830508474576,0.3389830508474576,1.0,2.0,2.0,4.0,7.0,2.0,2.0,1.0,0.06666666666666667,0.5,1.0,0.4117647058823529,0.010810810810810811,,,,,True,
2041,1610612764,Etan Thomas,Etan Thomas,2041,WAS,30797.0,513,-67,973,979,239,215,117,1952,45.0,72.0,17.0,27.0,6.0,10.0,14.0,25.0,2.0,4.0,,,,,,,61.0,101.0,,,44.0,166.0,1121,18.0,28.0,,,23.0,59.0,9.0,14.0,,13.0,31.0,70.0,52.0,,28.0,,,15.0,11.0,2.0,13.0,2.0,,5.0,2.0,4.0,28.0,10.0,48.0,1.0,26.0,67.0,1.0,94.0,59.0,153.0,1.0,9.0,3.0,6.0,5.0,1.0,1.0,24.0,1.0,4.0,8.0,29.0,4.0,5.0,38.0,69.0,7.0,8.0,60.0,6.0,67.0,5.0,33.0,3.0,40.0,,,19.0,20.0,40.0,19.0,31.0,239,8.0,3.0,0.5737704918032787,0.7446808510638298,,,,,0.6039603960396039,0.6428571428571429,0.6428571428571429,0.6039603960396039,0.6428571428571429,0.6428571428571429,0.6287878787878788,0.6704545454545454,0.7045454545454546,,0.1485148514851485,0.18055555555555555,0.08,,14.530685920577618,0.1724137931034483,0.06666666666666667,0.030303030303030304,0.20552147239263804,0.14814814814814814,0.21311475409836064,0.07692307692307693,0.20758928571428573,0.1277533039647577,0.20212765957446807,0.136986301369863,0.12101910828025478,0.1,,0.19,0.16,0.25396825396825395,0.21951219512195122,0.2,0.04,0.475,0.7128712871287128,0.625,0.7627118644067796,0.5333333333333333,0.24752475247524752,0.56,0.6086956521739131,0.039603960396039604,0.5,0.5,1.0,,,,,,0.9642857142857143,0.6296296296296297,,,,0.7142857142857143,0.6,,0.7128712871287128,,0.5263742574257423,0.5741791666666666,0.60525,0.2558139534883721,0.2558139534883721,0.35542168674698793,0.18674698795180722,3.1237623762376243,,0.24563206577595068,,,,,,2.0,,0.6428571428571429,0.11764705882352941,,,,,3.0,,,,,,,,1.0,,,,,1.0,5.0,,,,,,,,,,True,
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,35993.0,600,-89,1185,1191,367,377,139,2376,53.0,84.0,13.0,17.0,14.0,21.0,13.0,40.0,42.0,96.0,2.0,7.0,18.0,,,14.0,108.0,220.0,8.0,20.0,64.0,304.0,1378,18.0,26.0,1.0,2.0,12.0,51.0,27.0,51.0,15.0,29.0,98.0,90.0,126.0,9.0,22.0,13.0,6.0,15.0,45.0,15.0,60.0,11.0,4.0,23.0,5.0,17.0,135.0,11.0,25.0,1.0,33.0,52.0,8.0,93.0,37.0,130.0,7.0,31.0,16.0,15.0,22.0,2.0,13.0,26.0,3.0,9.0,7.0,48.0,7.0,11.0,19.0,51.0,4.0,7.0,49.0,2.0,75.0,6.0,31.0,8.0,5.0,,,4.0,1.0,5.0,2.0,98.0,367,7.0,8.0,0.4166666666666667,0.4639175257731959,0.375,0.4,0.5,0.4375,0.4909090909090909,0.6923076923076923,0.5294117647058824,0.5,0.6964285714285714,0.5227272727272727,0.5512820512820513,0.7285714285714285,0.6049382716049383,0.08333333333333333,0.06818181818181818,0.08333333333333333,0.15,0.020833333333333332,23.866171003717472,0.4583333333333333,0.22857142857142856,0.027777777777777776,0.14606741573033707,0.06476683937823834,0.2037037037037037,0.07096774193548387,0.1640926640926641,0.066543438077634,0.10606060606060606,0.05,0.040229885057471264,0.056910569105691054,0.125,0.08527131782945736,0.18947368421052632,0.17424242424242425,0.226890756302521,0.13953488372093023,0.07,0.4,0.35,0.6309523809523809,0.6883116883116883,0.4528301886792453,0.16666666666666666,0.325,0.38235294117647056,0.4,0.4375,0.44680851063829785,0.42857142857142855,0.008333333333333333,0.075,0.3888888888888889,0.3888888888888889,0.2857142857142857,0.6071428571428571,0.7647058823529411,,,,0.3181818181818182,0.6666666666666666,0.21212121212121213,0.43333333333333335,0.46153846153846156,0.4711777777777779,0.5089630434782608,0.4692008196721311,0.1169811320754717,0.12653061224489795,0.16776315789473684,0.3223684210526316,9.717727272727272,31.459999999999997,0.309704641350211,1.0,5.0,5.0,15.0,2.0,,0.3333333333333333,0.23076923076923078,0.07692307692307693,0.015151515151515152,0.35714285714285715,1.0,,2.0,3.0,,,,0.5,0.5,1.0,2.0,1.0,2.0,,,,3.0,0.07142857142857142,0.5,1.0,,,1.0,4.0,,,True,
2427,1610612764,Roger Mason Jr.,Roger Mason Jr.,2427,WAS,16408.0,273,-111,537,540,174,206,71,1077,6.0,20.0,1.0,2.0,3.0,11.0,1.0,3.0,11.0,27.0,12.0,10.0,43.0,,2.0,13.0,18.0,50.0,14.0,55.0,4.0,82.0,617,6.0,8.0,,2.0,,12.0,5.0,20.0,17.0,3.0,22.0,18.0,18.0,30.0,4.0,43.0,10.0,3.0,13.0,5.0,18.0,4.0,1.0,4.0,2.0,7.0,41.0,1.0,3.0,,4.0,15.0,,19.0,4.0,23.0,1.0,6.0,2.0,4.0,7.0,,5.0,2.0,1.0,2.0,,9.0,1.0,,15.0,39.0,,1.0,10.0,3.0,5.0,1.0,2.0,1.0,2.0,,,1.0,1.0,2.0,2.0,22.0,174,10.0,1.0,0.5,0.5625,0.7142857142857143,0.2545454545454545,,0.2545454545454545,0.36,0.75,0.25,0.37142857142857144,0.6,0.25675675675675674,0.38317757009345793,0.6,0.28205128205128205,0.5238095238095238,0.06,0.15,,,18.679549114331724,0.7777777777777778,,,0.1056338028169014,0.016304347826086956,0.06060606060606061,0.00980392156862745,0.09134615384615384,0.013986013986013986,0.03278688524590164,,0.011494252873563218,0.012345679012345678,,0.08888888888888889,0.15555555555555556,0.07692307692307693,0.0625,0.05555555555555555,0.014925373134328358,1.0,0.19047619047619047,0.3,0.35294117647058826,0.16666666666666666,0.02857142857142857,0.3333333333333333,0.3333333333333333,0.2571428571428571,0.4074074074074074,0.4074074074074074,0.7272727272727273,0.11428571428571428,0.4095238095238095,0.23255813953488372,0.23809523809523808,0.6,0.2,0.5,0.2,,,0.2972972972972973,0.2727272727272727,0.35135135135135137,0.7142857142857143,0.23255813953488372,0.5041209523809523,0.39621999999999996,0.49223513513513517,0.018867924528301886,0.0392156862745098,0.14634146341463414,0.2682926829268293,11.163999999999998,25.23818181818182,0.3240223463687151,4.0,1.0,3.0,12.0,,,0.17647058823529413,,,0.10810810810810811,0.07692307692307693,4.0,1.0,3.0,,0.01818181818181818,,0.023255813953488372,0.3333333333333333,0.3333333333333333,1.0,1.0,,,2.0,,,,,,,0.5,,,,,,True,
2591,1610612764,James Lang,James Lang,2591,WAS,1929.0,32,-2,60,60,36,29,8,120,1.0,2.0,1.0,2.0,,,1.0,2.0,,,,,,,,,2.0,4.0,,,2.0,6.0,70,1.0,2.0,,,,2.0,,1.0,,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,2.0,1.0,,1.0,3.0,,4.0,3.0,7.0,,,,,1.0,,,1.0,,1.0,,2.0,,1.0,4.0,11.0,,1.0,2.0,,3.0,1.0,2.0,,1.0,,,1.0,,1.0,1.0,2.0,36,,,0.5,1.0,,,,,0.5,0.5,,0.5,0.5,,0.6,0.5,0.5,,,,,,10.144927536231885,0.5,,,0.17647058823529413,0.05,0.1,0.2,0.14814814814814814,0.1,,,0.08333333333333333,0.25,0.16666666666666666,0.25,0.2,0.125,0.125,,,1.0,0.5,0.5,0.5,,0.5,0.5,0.5,,,,,,,,,,1.0,0.5,,,,,,,0.5,,0.48835,0.5477,0.3791,0.4,0.4,0.3333333333333333,0.3333333333333333,5.025,,0.6,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,45828.0,764,-87,1497,1486,524,451,201,2983,58.0,99.0,20.0,30.0,24.0,36.0,25.0,56.0,21.0,59.0,36.0,24.0,75.0,1.0,3.0,28.0,104.0,214.0,36.0,111.0,90.0,406.0,1773,22.0,39.0,3.0,7.0,19.0,72.0,34.0,65.0,41.0,47.0,154.0,118.0,90.0,105.0,34.0,73.0,24.0,13.0,26.0,13.0,39.0,12.0,1.0,9.0,7.0,10.0,91.0,14.0,31.0,3.0,31.0,69.0,23.0,123.0,48.0,171.0,5.0,19.0,10.0,9.0,22.0,1.0,9.0,14.0,,13.0,5.0,36.0,2.0,9.0,34.0,59.0,5.0,4.0,92.0,4.0,121.0,6.0,41.0,19.0,5.0,,,3.0,2.0,5.0,3.0,154.0,524,8.0,18.0,0.5673076923076923,0.6781609195402298,0.9722222222222222,0.32432432432432434,0.42857142857142855,0.3302752293577982,0.48598130841121495,0.5641025641025641,0.5230769230769231,0.48615384615384616,0.5760869565217391,0.5047169811320755,0.531496062992126,0.6206896551724138,0.5539568345323741,0.3415384615384615,0.06074766355140187,0.06060606060606061,0.125,,24.115942028985508,0.6111111111111112,0.40350877192982454,0.04411764705882353,0.16009280742459397,0.06326530612244897,0.1712707182320442,0.06306306306306306,0.16339869281045752,0.06320224719101124,0.07092198581560284,0.078125,0.049773755656108594,0.06790123456790123,0.05,0.17142857142857143,0.1896551724137931,0.13142857142857142,0.18181818181818182,0.14285714285714285,0.030303030303030304,0.6,0.3046153846153846,0.5858585858585859,0.6236559139784946,0.46551724137931033,0.1723076923076923,0.44642857142857145,0.5102040816326531,0.18153846153846154,0.3559322033898305,0.3559322033898305,0.8571428571428571,0.11076923076923077,0.23076923076923078,0.32,0.32432432432432434,0.9583333333333334,0.6521739130434783,0.6666666666666666,0.06521739130434782,0.3333333333333333,1.0,0.33962264150943394,0.6666666666666666,0.2641509433962264,0.6461538461538462,0.3287671232876712,0.5054526315789473,0.5403985294117648,0.5066033653846154,0.12430939226519337,0.1646586345381526,0.17733990147783252,0.3793103448275862,7.633177570093456,25.23423423423424,0.3500334001336005,13.0,9.0,13.0,3.0,,,0.3170731707317073,0.56,0.15,0.12264150943396226,0.32142857142857145,12.0,3.0,14.0,1.0,0.02702702702702703,0.05555555555555555,0.013333333333333334,0.3333333333333333,0.35294117647058826,1.0,1.0,2.0,4.0,4.0,4.0,,,0.08695652173913043,0.5,1.0,0.3076923076923077,0.035398230088495575,,2.0,2.0,1.0,True,
