EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,ThreePtShootingFoulsDrawn,3SecondViolations,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,OffensiveGoaltends,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,on,BlockedCorner3,Corner3PctBlocked
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,38349.0,639.0,21.0,1297.0,1293,503.0,399.0,152.0,2590,33.0,55.0,6.0,14.0,13.0,22.0,4.0,14.0,8.0,24.0,15.0,38.0,2.0,5.0,5.0,14.0,25.0,59.0,2.0,10.0,23.0,45.0,93.0,40.0,97.0,42.0,252.0,1416.0,6.0,17.0,2.0,7.0,18.0,17.0,31.0,15.0,37.0,14.0,93.0,70.0,20.0,117.0,3.0,8.0,1.0,58.0,25.0,10.0,2.0,13.0,7.0,20.0,3.0,4.0,8.0,5.0,47.0,7.0,20.0,1.0,15.0,48.0,7.0,70.0,28.0,98.0,1.0,9.0,4.0,5.0,15.0,2.0,8.0,14.0,7.0,1.0,4.0,29.0,2.0,9.0,42.0,87.0,6.0,7.0,31.0,1.0,1.0,47.0,3.0,20.0,5.0,8.0,4.0,1.0,3.0,8.0,2.0,1.0,3.0,93.0,503.0,15.0,3.0,0.7777777777777778,0.8536585365853658,0.975,0.41237113402061853,0.2857142857142857,0.40540540540540543,0.4166666666666667,0.4838709677419355,0.35294117647058826,0.5483870967741935,0.5526315789473685,0.375,0.5808823529411765,0.5943396226415094,0.375,0.6118421052631579,0.5105263157894737,0.020618556701030927,0.10752688172043011,0.14545454545454545,0.14285714285714285,0.03389830508474576,16.218034993270525,0.5172413793103449,0.1794871794871795,0.018518518518518517,0.12121212121212122,0.050761421319796954,0.10135135135135136,0.04964539007092199,0.11580882352941177,0.05046728971962617,0.06382978723404255,0.036585365853658534,0.04678362573099415,0.06060606060606061,0.023809523809523808,0.11382113821138211,0.19318181818181818,0.0918918918918919,0.06,0.1875,0.01098901098901099,0.25,0.2894736842105263,0.6,0.7021276595744681,0.7272727272727273,0.07368421052631578,0.2857142857142857,0.3333333333333333,0.75,0.12631578947368421,0.3333333333333333,0.3333333333333333,1.0,0.2,0.39473684210526316,0.39473684210526316,1.0,0.3105263157894737,0.423728813559322,0.43859649122807015,0.96,0.5833333333333334,0.42857142857142855,0.20833333333333334,0.4,1.0,0.08333333333333333,0.3235294117647059,0.5909090909090909,0.20588235294117646,0.35714285714285715,0.3382352941176471,0.43478260869565216,0.8,0.43103448275862066,0.546,0.5565363636363636,0.5536985074626866,0.0966183574879227,0.18181818181818182,0.07142857142857142,0.36904761904761907,6.145161290322582,25.000000000000004,0.38781804163454126,,,,,,,,,,,,,,,,,,True,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,17496.0,292.0,25.0,600.0,590,261.0,264.0,88.0,1190,8.0,15.0,1.0,1.0,2.0,4.0,10.0,27.0,7.0,22.0,2.0,6.0,,,2.0,4.0,8.0,23.0,1.0,2.0,5.0,25.0,64.0,10.0,29.0,34.0,114.0,647.0,1.0,5.0,,1.0,3.0,8.0,22.0,4.0,9.0,27.0,55.0,8.0,42.0,24.0,6.0,,,23.0,8.0,6.0,,35.0,16.0,51.0,13.0,3.0,13.0,19.0,118.0,3.0,4.0,,2.0,7.0,2.0,11.0,7.0,18.0,1.0,8.0,4.0,4.0,9.0,1.0,9.0,7.0,,1.0,,16.0,4.0,7.0,4.0,13.0,,,23.0,1.0,1.0,37.0,,7.0,11.0,1.0,,1.0,,1.0,,,,55.0,261.0,4.0,11.0,0.16,0.16,0.8,0.3448275862068966,,0.4444444444444444,0.3448275862068966,0.390625,0.2,0.36363636363636365,0.43010752688172044,0.16666666666666666,0.45161290322580644,0.509009009009009,0.21428571428571427,0.5978260869565217,0.3118279569892473,,0.09375,0.13333333333333333,0.037037037037037035,,17.963224893917964,0.5625,0.11764705882352941,,0.03825136612021858,0.019704433497536946,0.031746031746031744,0.04225352112676056,0.036585365853658534,0.025547445255474453,0.014492753623188406,0.047619047619047616,0.010869565217391304,0.05454545454545454,,0.01818181818181818,0.017543859649122806,0.07042253521126761,0.023809523809523808,0.047619047619047616,0.019230769230769232,,0.16129032258064516,0.5333333333333333,0.6153846153846154,0.25,0.2903225806451613,0.37037037037037035,0.38461538461538464,0.1,0.23655913978494625,0.3181818181818182,0.3684210526315789,0.14285714285714285,0.06451612903225806,0.3333333333333333,0.3333333333333333,1.0,0.24731182795698925,0.34782608695652173,0.34782608695652173,0.75,0.16666666666666666,1.0,,,,0.16666666666666666,0.12903225806451613,0.5,0.12903225806451613,0.5,0.16129032258064516,0.4,0.4731182795698925,0.34782608695652173,0.47640322580645156,0.4406,0.45038387096774196,0.07,0.09859154929577464,0.02631578947368421,0.4824561403508772,10.0796875,25.227586206896554,0.435,1.0,3.0,2.0,1.0,0.13636363636363635,1.0,,,,,,,,,,,,True,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,37539.0,626.0,6.0,1294.0,1286,399.0,378.0,153.0,2580,44.0,67.0,3.0,6.0,16.0,23.0,15.0,37.0,24.0,64.0,,,,,,,4.0,13.0,2.0,1.0,7.0,83.0,168.0,4.0,13.0,44.0,222.0,1441.0,6.0,11.0,1.0,2.0,20.0,32.0,60.0,1.0,7.0,23.0,90.0,50.0,116.0,9.0,3.0,6.0,4.0,9.0,4.0,15.0,,139.0,27.0,166.0,23.0,4.0,106.0,24.0,359.0,2.0,15.0,2.0,19.0,34.0,3.0,56.0,19.0,75.0,3.0,28.0,18.0,10.0,33.0,4.0,26.0,16.0,7.0,,2.0,49.0,4.0,16.0,17.0,45.0,1.0,7.0,56.0,3.0,9.0,56.0,9.0,20.0,11.0,3.0,2.0,,1.0,3.0,1.0,,4.0,90.0,399.0,5.0,11.0,0.30120481927710846,0.3125,0.75,0.3076923076923077,0.5,0.14285714285714285,0.4444444444444444,0.49404761904761907,0.5454545454545454,0.5333333333333333,0.49171270718232046,0.5769230769230769,0.5,0.5441176470588235,0.625,0.5625,0.0718232044198895,,0.08928571428571429,0.1791044776119403,0.08108108108108109,,17.129316181448882,0.673469387755102,0.08571428571428572,0.0392156862745098,0.08232445520581114,0.034403669724770644,0.11801242236024845,0.019417475728155338,0.09233449477351917,0.03153988868274583,0.03424657534246575,0.05555555555555555,0.027522935779816515,0.021739130434782608,,0.06382978723404255,0.0392156862745098,0.12352941176470589,0.13513513513513514,0.08,0.04054054054054054,0.3333333333333333,0.3701657458563536,0.6567164179104478,0.8,0.20454545454545456,0.20441988950276244,0.40540540540540543,0.4411764705882353,0.2,0.35359116022099446,0.375,0.375,0.5416666666666666,,,,,0.0718232044198895,0.3076923076923077,0.3076923076923077,0.75,0.46153846153846156,0.5,,,,0.15384615384615385,0.34328358208955223,0.6956521739130435,,,0.1044776119402985,0.14285714285714285,0.4419889502762431,0.4444444444444444,0.48080482954545456,0.4771181818181818,0.47125000000000006,0.10880829015544041,0.11173184357541899,0.09009009009009009,0.40540540540540543,8.74047619047619,37.80769230769231,0.3083462132921175,5.0,9.0,,,,0.3333333333333333,1.0,1.0,1.0,0.5,0.07142857142857142,,,,,,,True,,
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,24776.0,413.0,-23.0,847.0,845,314.0,253.0,102.0,1692,11.0,16.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,7.0,7.0,20.0,,,5.0,12.0,14.0,44.0,,6.0,22.0,14.0,27.0,21.0,64.0,9.0,100.0,940.0,1.0,1.0,,,4.0,6.0,8.0,11.0,34.0,4.0,49.0,20.0,8.0,60.0,3.0,2.0,1.0,43.0,14.0,2.0,,14.0,5.0,19.0,5.0,,8.0,6.0,43.0,,2.0,,7.0,17.0,1.0,25.0,2.0,27.0,,14.0,9.0,5.0,6.0,,5.0,2.0,1.0,1.0,,8.0,,4.0,29.0,54.0,6.0,,14.0,,2.0,13.0,5.0,9.0,,3.0,3.0,,,3.0,2.0,,1.0,49.0,314.0,11.0,,0.7142857142857143,0.7692307692307693,0.9523809523809523,0.328125,,0.3235294117647059,0.3333333333333333,0.5185185185185185,1.0,0.75,0.5,1.0,0.5357142857142857,0.5263157894736842,1.0,0.5697674418604651,0.7032967032967034,,0.07407407407407407,0.125,,,10.61855670103093,0.75,0.04,,0.058823529411764705,0.006802721088435374,0.08641975308641975,,0.06486486486486487,0.005333333333333333,,0.03508771929824561,,,,0.045871559633027525,0.09230769230769231,0.05217391304347826,0.09259259259259259,0.07407407407407407,,0.6666666666666666,0.17582417582417584,0.6875,0.7857142857142857,0.7272727272727273,0.04395604395604396,0.5,0.5,0.5,0.07692307692307693,0.14285714285714285,0.14285714285714285,1.0,0.21978021978021978,0.35,0.35,0.8571428571428571,0.4835164835164835,0.3181818181818182,0.3181818181818182,1.0,1.0,1.0,,,,,0.09523809523809523,1.0,0.2857142857142857,0.4166666666666667,0.5238095238095238,0.2727272727272727,0.8791208791208791,0.32558139534883723,0.544343888888889,0.3273,0.5338634146341463,0.09473684210526316,0.2903225806451613,0.04,0.49,6.044444444444445,25.3359375,0.3707201889020071,2.0,,,,,,,,1.0,,,,,,,,,True,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,149138.0,2486.0,88.0,5036.0,5043,1707.0,1398.0,600.0,10079,395.0,620.0,78.0,122.0,130.0,196.0,67.0,173.0,189.0,511.0,7.0,19.0,,,1.0,5.0,33.0,130.0,10.0,13.0,61.0,651.0,1304.0,40.0,149.0,459.0,1881.0,5479.0,99.0,176.0,2.0,10.0,260.0,213.0,407.0,14.0,66.0,211.0,679.0,760.0,542.0,105.0,15.0,120.0,5.0,125.0,33.0,102.0,2.0,203.0,46.0,249.0,31.0,15.0,147.0,37.0,544.0,24.0,119.0,,71.0,172.0,5.0,248.0,143.0,391.0,51.0,77.0,48.0,29.0,100.0,18.0,53.0,134.0,47.0,5.0,23.0,234.0,21.0,85.0,58.0,203.0,12.0,53.0,384.0,14.0,12.0,568.0,52.0,207.0,75.0,23.0,17.0,1.0,5.0,23.0,11.0,5.0,2.0,679.0,1707.0,25.0,71.0,0.5837173579109063,0.6429780033840947,0.875,0.2684563758389262,0.2,0.21212121212121213,0.2777777777777778,0.49923312883435583,0.5625,0.5233415233415234,0.4893324156916724,0.5483870967741935,0.49471458773784355,0.5451038575667656,0.6142857142857143,0.5633445945945946,0.10254645560908465,0.013422818791946308,0.07822085889570553,0.1403225806451613,0.08092485549132948,0.015384615384615385,33.36816440264716,0.42735042735042733,0.0390625,,0.10011641443538999,0.07151442307692307,0.11973018549747048,0.05042016806722689,0.10514928602336651,0.06682242990654205,0.1438474870017331,0.040372670807453416,0.030065359477124184,0.05099150141643059,0.04878048780487805,0.059233449477351915,0.10891089108910891,0.12702702702702703,0.11274509803921569,0.13513513513513514,0.07981220657276995,0.4782608695652174,0.4267033723331039,0.6370967741935484,0.7410881801125704,0.6278481012658228,0.11906400550584996,0.3872832369942196,0.42138364779874216,0.3582089552238806,0.35168616655196144,0.3698630136986301,0.37058823529411766,0.5714285714285714,0.01307639366827254,0.3684210526315789,0.3684210526315789,1.0,0.08947006194081211,0.25384615384615383,0.2578125,0.8484848484848485,0.6559139784946236,0.639344262295082,,,,0.053763440860215055,0.4143763213530655,0.6632653061224489,0.010570824524312896,0.2,0.12896405919661733,0.21311475409836064,0.5292498279421886,0.264,0.5009767610497241,0.5250467532467533,0.4902057692307692,0.1298136645962733,0.1418779986291981,0.13822434875066453,0.36097820308346623,8.165490797546012,26.00872483221476,0.33895949166004763,56.0,19.0,13.0,52.0,0.0019569471624266144,0.20512820512820512,2.0,2.0,6.0,0.2,0.013245033112582781,1.0,4.0,0.5,,,,True,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,59365.0,989.0,4.0,2004.0,2032,661.0,617.0,238.0,4036,109.0,142.0,23.0,35.0,29.0,40.0,11.0,16.0,10.0,29.0,,,,,,,,5.0,,,,130.0,187.0,,5.0,60.0,320.0,2223.0,23.0,37.0,,,57.0,39.0,56.0,,,22.0,100.0,208.0,52.0,,,36.0,2.0,3.0,,13.0,,27.0,3.0,30.0,3.0,,15.0,10.0,63.0,21.0,46.0,,18.0,75.0,6.0,99.0,67.0,166.0,3.0,52.0,33.0,19.0,17.0,4.0,11.0,21.0,6.0,,4.0,38.0,3.0,9.0,54.0,128.0,14.0,8.0,76.0,11.0,13.0,83.0,11.0,37.0,10.0,13.0,7.0,3.0,3.0,14.0,6.0,,1.0,100.0,661.0,22.0,10.0,0.8,0.9285714285714286,,,,,,0.6951871657754011,0.6216216216216216,0.6964285714285714,0.6770833333333334,0.6216216216216216,0.6964285714285714,0.7017543859649122,0.6477272727272727,0.7142857142857143,0.026041666666666668,,0.06951871657754011,0.08450704225352113,0.0625,,11.682037768994292,0.4473684210526316,0.11320754716981132,,0.11127596439169139,0.06980273141122914,0.07894736842105263,0.109375,0.10310421286031042,0.07873090481786134,0.09009009009009009,0.06086956521739131,0.059006211180124224,0.12658227848101267,0.029411764705882353,0.10222222222222223,0.08275862068965517,0.13157894736842105,0.07333333333333333,0.08974358974358974,0.06521739130434782,0.42857142857142855,0.7395833333333334,0.7676056338028169,0.8384615384615385,0.7798165137614679,0.08333333333333333,0.6875,0.7333333333333333,0.8181818181818182,0.15104166666666666,0.3448275862068966,0.3448275862068966,1.0,,,,,0.026041666666666668,,,,0.9459459459459459,0.6571428571428571,,,,,0.7142857142857143,0.725,,,,,0.765625,,0.5482144736842105,0.5428928571428572,0.5304285714285715,0.16972477064220184,0.17370892018779344,0.178125,0.3125,3.722459893048127,32.64,0.32984031936127745,11.0,2.0,2.0,,,0.17391304347826086,,,2.0,,,,,,1.0,1.0,,True,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,57289.0,955.0,46.0,1950.0,1943,692.0,552.0,239.0,3893,52.0,79.0,8.0,14.0,14.0,22.0,2.0,14.0,14.0,39.0,15.0,43.0,1.0,4.0,6.0,17.0,69.0,177.0,16.0,25.0,61.0,68.0,132.0,84.0,220.0,64.0,452.0,2115.0,11.0,17.0,8.0,20.0,47.0,18.0,38.0,31.0,78.0,24.0,153.0,84.0,52.0,243.0,9.0,6.0,1.0,176.0,69.0,16.0,1.0,53.0,6.0,59.0,4.0,2.0,38.0,10.0,124.0,3.0,12.0,3.0,24.0,41.0,3.0,68.0,18.0,86.0,1.0,32.0,21.0,11.0,27.0,5.0,14.0,29.0,13.0,1.0,4.0,56.0,5.0,22.0,45.0,95.0,3.0,11.0,68.0,1.0,6.0,75.0,5.0,31.0,6.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,153.0,692.0,13.0,6.0,0.6176470588235294,0.6461538461538462,0.9642857142857143,0.38181818181818183,0.4,0.3974358974358974,0.3835616438356164,0.5151515151515151,0.6470588235294118,0.47368421052631576,0.5511363636363636,0.6216216216216216,0.5560344827586207,0.587012987012987,0.6351351351351351,0.5930232558139535,0.625,0.004545454545454545,0.12121212121212122,0.20253164556962025,,0.005649717514124294,19.77578475336323,0.48214285714285715,0.05555555555555555,0.037037037037037035,0.06212121212121212,0.018957345971563982,0.09448818897637795,0.014084507042253521,0.0711159737417943,0.01773049645390071,0.027149321266968326,,0.020338983050847456,0.011764705882352941,0.023255813953488372,0.03755868544600939,0.04678362573099415,0.09057971014492754,0.10588235294117647,0.07142857142857142,0.005649717514124294,0.5,0.22443181818181818,0.6582278481012658,0.8253968253968254,0.6346153846153846,0.03977272727272727,0.14285714285714285,0.14285714285714285,0.5,0.11079545454545454,0.358974358974359,0.358974358974359,0.5714285714285714,0.12215909090909091,0.3488372093023256,0.3488372093023256,1.0,0.5028409090909091,0.3898305084745763,0.39204545454545453,0.9565217391304348,0.3783783783783784,0.5714285714285714,0.10810810810810811,0.25,1.0,0.43243243243243246,0.1896551724137931,0.6363636363636364,0.14655172413793102,0.35294117647058826,0.5258620689655172,0.4098360655737705,0.8494318181818182,0.39204545454545453,0.5425236467236467,0.531217741935484,0.529954347826087,0.09234828496042216,0.1962025316455696,0.10398230088495575,0.33849557522123896,6.575757575757576,25.22181818181818,0.3548717948717949,1.0,5.0,2.0,,,0.25,7.0,4.0,,0.4375,0.01809954751131222,,,0.8571428571428571,,,3.0,True,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,107879.0,1798.0,69.0,3666.0,3674,1289.0,1022.0,419.0,7340,122.0,194.0,30.0,64.0,34.0,54.0,34.0,74.0,68.0,200.0,,1.0,,,,1.0,,,,,,224.0,468.0,,1.0,116.0,564.0,3992.0,40.0,88.0,,,93.0,63.0,123.0,,1.0,53.0,179.0,322.0,126.0,,,56.0,,,,17.0,,151.0,26.0,177.0,21.0,5.0,106.0,31.0,380.0,22.0,89.0,,107.0,300.0,52.0,459.0,111.0,570.0,10.0,69.0,41.0,28.0,55.0,10.0,42.0,39.0,13.0,1.0,13.0,94.0,5.0,29.0,87.0,134.0,9.0,6.0,124.0,16.0,14.0,156.0,12.0,69.0,15.0,177.0,140.0,4.0,33.0,179.0,86.0,4.0,3.0,179.0,1289.0,15.0,14.0,0.71875,0.8214285714285714,,,,,,0.47863247863247865,0.45454545454545453,0.5121951219512195,0.47761194029850745,0.45454545454545453,0.5080645161290323,0.5212569316081331,0.484375,0.5628930817610063,0.0021321961620469083,,0.03632478632478633,0.05154639175257732,0.06756756756756757,,15.279114533205004,0.5851063829787234,0.6046511627906976,,0.2364066193853428,0.07301066447908121,0.24263038548752835,0.07096774193548387,0.23801169590643276,0.07259646827992151,0.08665105386416862,0.06926406926406926,0.06417112299465241,0.0611353711790393,0.09876543209876543,0.18764302059496568,0.3003533568904594,0.24225865209471767,0.25483870967741934,0.21374045801526717,0.04405286343612335,0.48044692737430167,0.4136460554371002,0.6288659793814433,0.6630434782608695,0.6311475409836066,0.15778251599147122,0.4594594594594595,0.4927536231884058,0.7058823529411765,0.42643923240938164,0.34,0.3434343434343434,0.8823529411764706,0.0021321961620469083,,,,,,,,0.7272727272727273,0.46875,,,,,0.43548387096774194,0.6296296296296297,0.008064516129032258,,,,0.4157782515991471,,0.4801260127931769,0.5176249999999999,0.474333870967742,0.1311787072243346,0.13142857142857142,0.16489361702127658,0.3173758865248227,9.171367521367522,22.7,0.3516093835242771,13.0,14.0,5.0,,0.01,0.13333333333333333,,,,,,1.0,3.0,,2.0,2.0,,True,,
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,6048.0,101.0,-29.0,204.0,204,64.0,85.0,35.0,408,4.0,7.0,1.0,1.0,2.0,2.0,,2.0,1.0,4.0,4.0,13.0,1.0,2.0,3.0,7.0,1.0,7.0,3.0,,1.0,5.0,13.0,5.0,20.0,5.0,30.0,208.0,1.0,1.0,2.0,5.0,8.0,3.0,6.0,3.0,8.0,1.0,16.0,6.0,4.0,15.0,,,1.0,6.0,1.0,2.0,,3.0,5.0,8.0,3.0,2.0,2.0,,21.0,1.0,2.0,,1.0,15.0,,16.0,3.0,19.0,,7.0,6.0,1.0,2.0,,2.0,2.0,,,1.0,4.0,1.0,1.0,9.0,14.0,,1.0,4.0,,,6.0,,3.0,,2.0,1.0,1.0,,2.0,2.0,,,16.0,64.0,2.0,,0.6,0.6,1.0,0.25,0.4,0.375,0.2631578947368421,0.38461538461538464,1.0,0.5,0.3787878787878788,0.6666666666666666,0.5357142857142857,0.4166666666666667,0.6666666666666666,0.5333333333333333,0.6060606060606061,,0.15384615384615385,0.14285714285714285,0.5,,16.46090534979424,0.5,,,0.21428571428571427,0.02857142857142857,0.043478260869565216,0.03225806451612903,0.17204301075268819,0.0297029702970297,0.03333333333333333,0.1,,0.05,,0.14285714285714285,0.21428571428571427,0.2857142857142857,,0.09090909090909091,,1.0,0.21212121212121213,0.5714285714285714,0.6666666666666666,0.5,0.06060606060606061,,,,0.12121212121212122,0.25,0.25,1.0,0.3939393939393939,0.3076923076923077,0.3076923076923077,1.0,0.21212121212121213,0.14285714285714285,0.14285714285714285,1.0,0.16666666666666666,1.0,0.3333333333333333,0.5,1.0,0.5,0.14285714285714285,1.0,0.5,0.42857142857142855,0.07142857142857142,,0.8181818181818182,0.16666666666666666,0.5454734375000001,0.589975,0.5067961538461538,0.08333333333333333,0.1875,0.26666666666666666,0.5333333333333333,6.476923076923077,24.65,0.3137254901960784,,1.0,,,,1.0,1.0,,,0.3333333333333333,,,,1.0,,,,True,,
2403,1610612743,Nene,Nene,2403,DEN,70388.0,1173.0,113.0,2355.0,2350,677.0,512.0,253.0,4705,173.0,235.0,29.0,47.0,34.0,56.0,23.0,58.0,9.0,38.0,,,,,,,,,,,,205.0,331.0,,,135.0,545.0,2515.0,31.0,57.0,,,93.0,40.0,73.0,,,61.0,141.0,314.0,96.0,,,48.0,,,,28.0,,42.0,16.0,58.0,12.0,4.0,24.0,16.0,132.0,20.0,76.0,6.0,44.0,143.0,10.0,197.0,102.0,299.0,9.0,37.0,25.0,12.0,19.0,7.0,8.0,51.0,11.0,,11.0,70.0,6.0,17.0,56.0,140.0,15.0,21.0,152.0,18.0,12.0,198.0,22.0,88.0,22.0,38.0,27.0,3.0,8.0,38.0,22.0,1.0,,141.0,677.0,13.0,23.0,0.7658536585365854,0.8674033149171271,,,,,,0.6193353474320241,0.543859649122807,0.547945205479452,0.6193353474320241,0.543859649122807,0.547945205479452,0.6503579952267303,0.6038961038961039,0.6130434782608696,,,0.08459214501510574,0.09361702127659574,0.08620689655172414,,18.40421528039142,0.2714285714285714,0.22727272727272727,0.06976744186046512,0.1700356718192628,0.09895833333333333,0.15770609318996415,0.09900990099009901,0.1669642857142857,0.09896907216494845,0.10780669144981413,0.09036144578313253,0.0960960960960961,0.09090909090909091,0.11864406779661017,0.1619718309859155,0.11170212765957446,0.20596205962059622,0.16,0.1518987341772152,0.09278350515463918,0.5789473684210527,0.7099697885196374,0.7361702127659574,0.812206572769953,0.7861271676300579,0.17522658610271905,0.39655172413793105,0.4339622641509434,0.5217391304347826,0.1148036253776435,0.23684210526315788,0.24324324324324326,1.0,,,,,,,,,0.8245614035087719,0.6170212765957447,,,,,0.7671232876712328,0.6071428571428571,,,,,0.7099697885196374,,0.5265800604229607,0.5170392156862745,0.510009589041096,0.2216624685138539,0.2216624685138539,0.1706422018348624,0.25871559633027524,3.3821752265861034,,0.28747346072186836,31.0,2.0,3.0,,0.02631578947368421,0.1724137931034483,,,7.0,,,,,,,,,True,,
