EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGM,HeaveAttempts,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,Arc3PctBlocked,BlockedArc3,Clear Path Fouls,3pt And 1 Free Throw Trips,on
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,66885.0,1115,-38,2062,2060,466,542,285,4122,43.0,97.0,10.0,21.0,13.0,27.0,12.0,26.0,89.0,196.0,5.0,2.0,4.0,16.0,3.0,144.0,319,4.0,21.0,111.0,411.0,2222,15.0,33.0,17.0,47.0,33.0,68.0,5.0,50.0,116.0,222.0,66.0,12.0,20.0,16.0,4.0,27.0,1.0,42.0,14.0,56.0,4.0,10.0,22.0,2.0,18.0,126.0,7.0,34.0,1.0,17.0,81.0,22.0,120.0,42.0,162,7.0,30.0,24.0,6.0,28.0,2.0,16.0,31.0,12.0,4.0,4.0,59.0,5.0,10.0,45.0,95.0,4.0,13.0,86.0,3.0,3.0,134.0,6.0,2.0,57.0,12.0,16.0,15.0,1.0,16.0,11.0,2.0,1.0,116.0,466,14.0,12.0,0.7708333333333334,0.8283582089552238,1.0,0.19047619047619047,0.19047619047619047,0.45141065830721006,0.45454545454545453,0.4852941176470588,0.4411764705882353,0.45454545454545453,0.4520547945205479,0.5074441687344913,0.5340909090909091,0.5757575757575758,0.061764705882352944,0.047619047619047616,0.08463949843260188,0.2268041237113402,0.11538461538461539,0.01020408163265306,0.2,19.387326898866977,0.4745762711864407,0.24719101123595505,0.014705882352941176,0.11505681818181818,0.04287515762925599,0.085,0.046052631578947366,0.1084070796460177,0.04338624338624339,0.050359712230215826,0.029850746268656716,0.04199475065616798,0.05263157894736842,0.02631578947368421,0.1056338028169014,0.12101910828025478,0.12167300380228137,0.06711409395973154,0.13725490196078433,0.043209876543209874,0.6875,0.2852941176470588,0.44329896907216493,0.5733333333333334,0.6511627906976745,0.07647058823529412,0.46153846153846156,0.5217391304347826,0.3333333333333333,0.5764705882352941,0.45408163265306123,0.4587628865979381,0.8876404494382022,0.014705882352941176,0.047058823529411764,0.25,0.25,1.0,0.6363636363636364,0.47619047619047616,0.1,0.3698630136986301,0.48148148148148145,0.0273972602739726,0.0410958904109589,0.34705882352941175,0.25,0.45107044117647055,0.48463448275862064,0.45430684931506843,0.14578005115089515,0.15405405405405406,0.11435523114355231,0.2822384428223844,12.294984326018808,25.81428571428571,0.2259941804073715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101136,1610612737,Salim Stoudamire,Salim Stoudamire,101136,ATL,25667.0,428,-42,825,812,297,306,105,1637,10.0,19.0,,,2.0,6.0,3.0,8.0,20.0,66.0,12.0,5.0,10.0,40.0,15.0,33.0,93,16.0,52.0,21.0,135.0,906,,4.0,,6.0,11.0,28.0,20.0,5.0,48.0,30.0,36.0,48.0,,40.0,10.0,2.0,,13.0,6.0,19.0,4.0,2.0,10.0,,3.0,44.0,,2.0,,6.0,22.0,2.0,30.0,2.0,32,1.0,9.0,5.0,4.0,6.0,1.0,4.0,10.0,2.0,1.0,3.0,16.0,4.0,4.0,10.0,34.0,1.0,5.0,26.0,,6.0,22.0,4.0,3.0,8.0,2.0,1.0,,,1.0,,,2.0,48.0,297,6.0,2.0,0.45454545454545453,0.45454545454545453,1.0,0.3076923076923077,0.3076923076923077,0.3548387096774194,,0.39285714285714285,0.3931034482758621,0.3333333333333333,0.4479166666666667,0.4342105263157895,0.3333333333333333,0.47,0.3586206896551724,,0.021505376344086023,0.10526315789473684,,,,17.647058823529413,0.375,0.04878048780487805,,0.07971014492753623,0.0070921985815602835,0.07058823529411765,,0.07756232686980609,0.005319148936170213,0.009708737864077669,,0.008264462809917356,,,0.05102040816326531,0.10144927536231885,0.09174311926605505,0.06153846153846154,0.1,0.010869565217391304,,0.1310344827586207,0.5263157894736842,0.5882352941176471,0.4,0.05517241379310345,0.375,0.375,,0.45517241379310347,0.30303030303030304,0.30303030303030304,0.55,0.08275862068965517,0.27586206896551724,0.25,0.25,1.0,,,,0.125,0.3333333333333333,0.10416666666666667,0.3125,0.4896551724137931,0.25,0.4597358620689655,0.47769999999999996,0.4522885416666668,0.06,0.08247422680412371,0.044444444444444446,0.35555555555555557,14.11075268817204,25.91346153846154,0.36,6.0,1.0,3.0,2.0,4.0,4.0,2.0,5.0,7.0,1.0,1.0,0.4,0.35,0.5,0.5,1.0,0.1111111111111111,0.4444444444444444,0.5,1.0,0.6,0.26666666666666666,0.018867924528301886,,,,,,,,,,,,,,,True
1533,1610612737,Anthony Johnson,Anthony Johnson,1533,ATL,7490.0,125,-4,236,236,71,125,27,472,2.0,3.0,,,1.0,1.0,5.0,11.0,9.0,15.0,3.0,,5.0,9.0,5.0,16.0,29,7.0,12.0,,53.0,270,,2.0,,,4.0,6.0,5.0,,17.0,16.0,16.0,12.0,,9.0,5.0,,,10.0,2.0,12.0,1.0,1.0,4.0,,6.0,26.0,1.0,,,2.0,8.0,,10.0,1.0,11,,2.0,,2.0,2.0,1.0,2.0,2.0,,,,4.0,,1.0,,8.0,,,3.0,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,17.0,71,3.0,,0.5,0.5,0.5714285714285714,0.5833333333333334,0.5833333333333334,0.5517241379310345,,0.6666666666666666,0.6463414634146342,,0.7727272727272727,0.6463414634146342,,0.7727272727272727,0.2926829268292683,,,,,,,16.9811320754717,0.5,,,0.09876543209876543,,0.09090909090909091,0.047619047619047616,0.0970873786407767,0.009708737864077669,,,,0.0625,,0.175,,0.043478260869565216,0.08333333333333333,0.1,,1.0,0.07317073170731707,0.6666666666666666,0.6666666666666666,0.5,0.2682926829268293,0.45454545454545453,0.45454545454545453,0.2,0.36585365853658536,0.6,0.6,0.6666666666666666,0.07317073170731707,0.21951219512195122,0.5555555555555556,0.5555555555555556,0.4,,,,0.09090909090909091,1.0,,0.45454545454545453,0.36585365853658536,0.5555555555555556,0.43535731707317077,0.4585666666666666,0.4313772727272727,,,,0.32075471698113206,13.22413793103448,25.141666666666666,0.3008474576271186,2.0,,,,1.0,3.0,,1.0,3.0,,,,0.6,0.6666666666666666,0.6666666666666666,1.0,,0.3333333333333333,,,,0.6,,9.0,1.0,,,,,,,,,,,,,True
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,141576.0,2360,-179,4388,4392,1193,1342,586,8780,154.0,261.0,30.0,47.0,41.0,66.0,109.0,204.0,154.0,362.0,105.0,29.0,75.0,207.0,64.0,417.0,827,119.0,312.0,235.0,1426.0,4748,54.0,97.0,18.0,183.0,97.0,196.0,93.0,123.0,404.0,250.0,584.0,273.0,26.0,204.0,75.0,44.0,1.0,206.0,43.0,249.0,28.0,15.0,84.0,12.0,110.0,541.0,9.0,42.0,2.0,40.0,137.0,9.0,186.0,53.0,239,23.0,60.0,37.0,23.0,87.0,18.0,51.0,90.0,36.0,4.0,23.0,177.0,8.0,42.0,42.0,115.0,4.0,22.0,271.0,3.0,5.0,313.0,26.0,25.0,104.0,53.0,11.0,8.0,3.0,11.0,7.0,1.0,1.0,404.0,1193,21.0,51.0,0.2997601918465228,0.3094059405940594,0.7647058823529411,0.3814102564102564,0.3851132686084142,0.5042321644498187,0.5567010309278351,0.49489795918367346,0.5228270412642669,0.6066176470588235,0.486159169550173,0.5543307086614173,0.6310344827586207,0.5497237569060773,0.2739244951712028,0.003205128205128205,0.053204353083434096,0.11494252873563218,0.05392156862745098,0.008287292817679558,0.009523809523809525,28.568608094768017,0.4915254237288136,0.04891304347826087,0.013071895424836602,0.08687381103360811,0.025925925925925925,0.09828009828009827,0.021844660194174758,0.08921370967741936,0.025098425196850394,0.03281519861830743,0.022151898734177215,0.022068965517241378,0.020618556701030927,0.024793388429752067,0.0784,0.07611548556430446,0.10332749562171628,0.08873720136518772,0.12280701754385964,0.04275092936802974,0.6363636363636364,0.22914837576821773,0.5900383141762452,0.6666666666666666,0.4090909090909091,0.1791044776119403,0.5343137254901961,0.5647668393782384,0.1651376146788991,0.31782265144863914,0.425414364640884,0.42896935933147634,0.2857142857142857,0.09218612818261633,0.18173836698858647,0.36231884057971014,0.36231884057971014,0.6933333333333334,0.34558823529411764,0.6382978723404256,0.26666666666666666,0.22837370242214533,0.6212121212121212,0.10034602076124567,0.22145328719723184,0.5030728709394205,0.36764705882352944,0.4686324514991182,0.4913952173913043,0.4548282456140352,0.08545603944124898,0.11491712707182321,0.12833099579242638,0.28330995792426367,10.319467956469165,25.668269230769234,0.2718778486782133,44.0,18.0,8.0,11.0,21.0,21.0,19.0,39.0,29.0,,,0.48717948717948717,0.3118279569892473,0.41904761904761906,0.4230769230769231,0.8863636363636364,0.1323529411764706,0.15441176470588236,0.5238095238095238,0.8181818181818182,0.27586206896551724,0.328125,,84.0,3.0,8.0,3.0,0.4444444444444444,0.875,,,,,,,,,True
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,94273.0,1571,-36,2930,2934,752,832,393,5864,151.0,244.0,31.0,51.0,26.0,41.0,17.0,73.0,50.0,147.0,22.0,9.0,17.0,79.0,34.0,218.0,464,22.0,101.0,160.0,662.0,3168,39.0,70.0,21.0,108.0,39.0,78.0,43.0,45.0,144.0,240.0,196.0,63.0,50.0,78.0,17.0,25.0,,111.0,40.0,151.0,21.0,19.0,68.0,8.0,35.0,342.0,18.0,79.0,3.0,48.0,198.0,33.0,279.0,100.0,379,19.0,58.0,41.0,17.0,67.0,21.0,40.0,72.0,27.0,3.0,21.0,139.0,9.0,26.0,85.0,157.0,11.0,19.0,172.0,8.0,14.0,226.0,23.0,,105.0,18.0,118.0,94.0,17.0,119.0,59.0,1.0,3.0,144.0,752,15.0,12.0,0.5504587155963303,0.6217616580310881,0.9545454545454546,0.21782178217821782,0.22,0.4698275862068966,0.5571428571428572,0.5,0.44424778761061945,0.54375,0.4090909090909091,0.496996996996997,0.5684210526315789,0.4675324675324675,0.17876106194690267,,0.05387931034482758,0.06967213114754098,0.1095890410958904,,,23.723812334021837,0.48201438848920863,0.3,0.02564102564102564,0.18016378525932666,0.07603464870067372,0.1791044776119403,0.061016949152542375,0.1799561082662765,0.0727136431784108,0.10714285714285714,0.06770833333333333,0.05274725274725275,0.05392156862745098,0.07692307692307693,0.14317673378076062,0.23272727272727273,0.1856763925729443,0.2198952879581152,0.07792207792207792,0.06506849315068493,0.4957983193277311,0.431858407079646,0.6188524590163934,0.6651982378854625,0.45695364238410596,0.12920353982300886,0.2328767123287671,0.26153846153846155,0.5294117647058824,0.26017699115044246,0.3401360544217687,0.3401360544217687,0.84,0.03893805309734513,0.13982300884955753,0.21518987341772153,0.21518987341772153,0.9411764705882353,0.6375,0.6078431372549019,0.12903225806451613,0.33884297520661155,0.6341463414634146,0.0743801652892562,0.2809917355371901,0.6106194690265486,0.21794871794871795,0.5050166666666664,0.5169299999999999,0.5044933333333332,0.16358024691358025,0.19230769230769232,0.16314199395770393,0.2175226586102719,7.415086206896553,26.076237623762374,0.2566552901023891,5.0,1.0,2.0,2.0,9.0,5.0,3.0,10.0,7.0,1.0,7.0,0.3,0.16279069767441862,0.22727272727272727,0.22727272727272727,1.0,0.0125,0.1125,0.2222222222222222,1.0,0.2222222222222222,0.14705882352941177,0.00980392156862745,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,,,,,True
1731,1610612737,Tyronn Lue,Tyronn Lue,1731,ATL,41197.0,687,-49,1278,1271,431,422,165,2549,19.0,37.0,2.0,4.0,8.0,13.0,8.0,17.0,42.0,95.0,10.0,3.0,28.0,74.0,24.0,69.0,149,31.0,84.0,62.0,293.0,1410,4.0,11.0,,14.0,28.0,50.0,27.0,39.0,107.0,44.0,94.0,81.0,2.0,74.0,28.0,10.0,2.0,58.0,25.0,83.0,19.0,6.0,29.0,10.0,19.0,191.0,2.0,3.0,,16.0,23.0,2.0,41.0,5.0,46,2.0,14.0,7.0,7.0,17.0,5.0,15.0,13.0,2.0,1.0,,30.0,,8.0,24.0,59.0,1.0,2.0,58.0,1.0,9.0,73.0,1.0,8.0,16.0,17.0,,,,,,,,107.0,431,14.0,14.0,0.3188405797101449,0.3235294117647059,0.8709677419354839,0.36904761904761907,0.36904761904761907,0.46308724832214765,0.36363636363636365,0.56,0.4957081545064378,0.35,0.44155844155844154,0.539622641509434,0.35,0.5408163265306123,0.3605150214592275,0.023809523809523808,0.06711409395973154,0.16216216216216217,0.11764705882352941,0.021052631578947368,0.1,20.095367847411445,0.5666666666666667,0.03333333333333333,,0.0518018018018018,0.007159904534606206,0.12598425196850394,0.011904761904761904,0.06830122591943957,0.008517887563884156,0.007042253521126761,,0.010752688172043012,0.00819672131147541,0.021739130434782608,0.055248618784530384,0.02586206896551724,0.06802721088435375,0.10112359550561797,0.18421052631578946,0.01680672268907563,,0.15879828326180256,0.5135135135135135,0.6129032258064516,0.2631578947368421,0.07296137339055794,0.47058823529411764,0.5333333333333333,,0.40772532188841204,0.4421052631578947,0.45161290322580644,0.40476190476190477,0.04291845493562232,0.31759656652360513,0.3783783783783784,0.3835616438356164,0.8571428571428571,0.2,0.5,,0.16883116883116883,0.6153846153846154,0.03896103896103896,0.3116883116883117,0.51931330472103,0.3783783783783784,0.45096759656652363,0.4504,0.42684090909090905,0.06451612903225806,0.0975609756097561,0.04778156996587031,0.3651877133105802,13.098657718120807,26.032142857142855,0.33724569640062596,3.0,1.0,,2.0,8.0,4.0,2.0,9.0,4.0,,,0.2222222222222222,0.14814814814814814,0.3,0.3333333333333333,1.0,0.05,0.4,0.25,1.0,,0.16666666666666666,,12.0,3.0,,,,,,,,,0.013513513513513514,,,,True
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,79771.0,1330,-22,2463,2434,663,724,335,4897,136.0,245.0,42.0,78.0,34.0,65.0,16.0,56.0,31.0,82.0,,,,1.0,1.0,183.0,383,,1.0,206.0,572.0,2609,45.0,89.0,34.0,124.0,38.0,85.0,1.0,65.0,141.0,212.0,154.0,,68.0,1.0,,41.0,,54.0,13.0,67.0,10.0,3.0,32.0,4.0,18.0,147.0,16.0,119.0,3.0,35.0,136.0,21.0,192.0,138.0,330,23.0,44.0,28.0,16.0,43.0,2.0,20.0,49.0,23.0,,16.0,92.0,8.0,29.0,85.0,179.0,19.0,20.0,180.0,6.0,6.0,255.0,16.0,1.0,115.0,20.0,23.0,18.0,5.0,24.0,13.0,6.0,,141.0,663,20.0,16.0,0.5792349726775956,0.7114093959731543,,,,0.47780678851174935,0.5056179775280899,0.4470588235294118,0.4765625,0.5056179775280899,0.4418604651162791,0.5685884691848907,0.5688073394495413,0.573170731707317,0.0026041666666666665,,0.10704960835509138,0.1469387755102041,0.08928571428571429,,,20.8479327259986,0.4673913043478261,0.23076923076923078,0.03614457831325301,0.15212527964205816,0.12740899357601712,0.15283842794759825,0.07881773399014778,0.1522707034728406,0.11873350923482849,0.14534883720930233,0.13043478260869565,0.11083743842364532,0.05442176870748299,0.14285714285714285,0.14887640449438203,0.18009478672985782,0.13761467889908258,0.16265060240963855,0.12698412698412698,0.14465408805031446,0.5416666666666666,0.6380208333333334,0.5551020408163265,0.6507177033492823,0.5,0.14583333333333334,0.2857142857142857,0.3137254901960784,0.5,0.21354166666666666,0.3780487804878049,0.3780487804878049,0.967741935483871,,0.0026041666666666665,,,,0.8764044943820225,0.5384615384615384,0.07142857142857142,0.7558139534883721,0.5230769230769231,,0.011627906976744186,0.640625,,0.50940234375,0.5578530120481928,0.5244127906976743,0.23809523809523808,0.23858921161825727,0.21678321678321677,0.2465034965034965,5.169973890339426,25.7,0.269183922046285,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,1.0,,,True
953,1610612737,Lorenzen Wright,Lorenzen Wright,953,ATL,44198.0,737,-54,1337,1356,255,318,174,2693,31.0,58.0,15.0,24.0,5.0,6.0,11.0,25.0,14.0,39.0,,,,,,56.0,122,,,3.0,115.0,1438,18.0,34.0,2.0,38.0,7.0,14.0,,2.0,16.0,76.0,36.0,,28.0,,,13.0,,20.0,9.0,29.0,7.0,2.0,9.0,1.0,10.0,67.0,14.0,44.0,,13.0,71.0,8.0,92.0,58.0,150,4.0,20.0,9.0,11.0,6.0,2.0,4.0,18.0,2.0,,1.0,24.0,2.0,5.0,67.0,137.0,3.0,11.0,29.0,4.0,7.0,16.0,2.0,,7.0,2.0,20.0,17.0,3.0,20.0,13.0,1.0,3.0,16.0,255,13.0,2.0,0.6785714285714286,0.9047619047619048,,,,0.45901639344262296,0.5294117647058824,0.5,0.45901639344262296,0.5294117647058824,0.5,0.44573643410852715,0.5135135135135135,0.5,,,0.10655737704918032,0.20689655172413793,0.04,,,9.941520467836257,0.25,0.13559322033898305,,0.14730290456431536,0.08817635270541083,0.11206896551724138,0.1037037037037037,0.14046822742474915,0.0914826498422713,0.07058823529411765,0.1368421052631579,0.0811965811965812,0.09574468085106383,0.12195121951219512,0.13636363636363635,0.1885245901639344,0.13043478260869565,0.14814814814814814,0.02857142857142857,0.07547169811320754,0.65,0.47540983606557374,0.5344827586206896,0.6739130434782609,0.5161290322580645,0.20491803278688525,0.44,0.4583333333333333,0.7272727272727273,0.319672131147541,0.358974358974359,0.358974358974359,1.0,,,,,,0.7058823529411765,0.625,0.06666666666666667,0.42857142857142855,0.8333333333333334,,,0.47540983606557374,,0.4759688524590164,0.5083515151515152,0.45344285714285704,0.05511811023622047,0.05511811023622047,0.33043478260869563,0.1391304347826087,7.497540983606555,,0.1907255048616305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,True
200749,1610612737,Shelden Williams,Shelden Williams,200749,ATL,48005.0,800,-171,1473,1488,349,383,211,2961,44.0,75.0,12.0,23.0,10.0,15.0,5.0,25.0,24.0,67.0,,,1.0,3.0,1.0,73.0,167,1.0,3.0,44.0,193.0,1614,13.0,31.0,15.0,41.0,14.0,34.0,1.0,18.0,46.0,110.0,36.0,,14.0,3.0,1.0,10.0,,21.0,4.0,25.0,3.0,1.0,9.0,1.0,11.0,54.0,12.0,44.0,5.0,12.0,119.0,17.0,148.0,61.0,209,8.0,25.0,19.0,6.0,19.0,1.0,6.0,34.0,13.0,2.0,10.0,53.0,13.0,10.0,67.0,117.0,4.0,14.0,60.0,8.0,5.0,55.0,7.0,,27.0,4.0,20.0,16.0,4.0,20.0,10.0,4.0,3.0,46.0,349,7.0,4.0,0.7534246575342466,0.8333333333333334,,0.3333333333333333,0.3333333333333333,0.437125748502994,0.41935483870967744,0.4117647058823529,0.43823529411764706,0.41935483870967744,0.4,0.49742268041237114,0.5125,0.48936170212765956,0.01764705882352941,,0.059880239520958084,0.09333333333333334,0.12,,,14.436002337814145,0.3584905660377358,0.3333333333333333,0.14705882352941177,0.20481927710843373,0.07665505226480836,0.10434782608695652,0.08163265306122448,0.1882183908045977,0.07766990291262135,0.10052910052910052,0.07692307692307693,0.058823529411764705,0.07142857142857142,0.10204081632653061,0.19718309859154928,0.19736842105263158,0.2175925925925926,0.07142857142857142,0.1935483870967742,0.0963855421686747,0.5,0.4411764705882353,0.5866666666666667,0.6470588235294118,0.6818181818181818,0.14705882352941177,0.2,0.22727272727272727,0.6,0.3941176470588235,0.3582089552238806,0.3582089552238806,0.9166666666666666,,0.01764705882352941,0.3333333333333333,0.3333333333333333,,0.7419354838709677,0.5217391304347826,0.25,0.42857142857142855,0.6666666666666666,,0.02857142857142857,0.4588235294117647,0.3333333333333333,0.46966882352941175,0.5150296296296296,0.45271714285714293,0.14210526315789473,0.1443850267379679,0.21243523316062177,0.23834196891191708,8.680838323353294,26.399999999999995,0.23693143245078072,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,True
200780,1610612737,Solomon Jones,Solomon Jones,200780,ATL,10358.0,173,-66,329,334,153,143,42,663,16.0,26.0,7.0,12.0,5.0,8.0,1.0,4.0,1.0,6.0,,,,,,18.0,36,,,6.0,42.0,398,7.0,13.0,2.0,16.0,7.0,13.0,,4.0,18.0,20.0,16.0,,12.0,,,2.0,,1.0,,1.0,,,1.0,,,2.0,4.0,8.0,,5.0,18.0,4.0,27.0,12.0,39,2.0,4.0,2.0,2.0,2.0,,1.0,6.0,1.0,,,8.0,2.0,4.0,22.0,37.0,1.0,5.0,11.0,5.0,,11.0,1.0,,4.0,2.0,11.0,9.0,1.0,11.0,6.0,,,18.0,153,5.0,3.0,0.5555555555555556,0.8333333333333334,,,,0.5,0.5384615384615384,0.5384615384615384,0.5,0.5384615384615384,0.5384615384615384,0.5121951219512195,0.5714285714285714,0.5625,,,0.05555555555555555,0.07692307692307693,,,,12.827225130890053,0.25,0.19047619047619047,,0.18181818181818182,0.06779661016949153,0.17857142857142858,0.11428571428571428,0.18110236220472442,0.0784313725490196,0.1,0.1,0.034482758620689655,0.09090909090909091,0.15384615384615385,0.19047619047619047,0.22727272727272727,0.14285714285714285,0.2222222222222222,0.1,0.125,0.5454545454545454,0.7222222222222222,0.6153846153846154,0.6666666666666666,0.5625,0.1111111111111111,0.25,0.25,,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,,,,,,0.9230769230769231,0.5833333333333334,0.14285714285714285,0.6153846153846154,0.625,,,0.7222222222222222,,0.5275527777777778,0.5546272727272729,0.5088615384615385,0.10256410256410256,0.10256410256410256,0.38095238095238093,0.42857142857142855,3.5944444444444454,,0.46504559270516715,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True
