EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,FG3A,PtsAssisted2s,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,Loose Ball Fouls,Offensive Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3Frequency,Avg3ptShotDistance,AtRimFGM,SecondChanceAtRimFGM,LongMidRangeFGM,Arc3FGA,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsPutbacks,NonHeaveArc3FGA,PenaltyTurnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,LiveBallTurnovers,LostBallTurnovers,LiveBallTurnoverPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeAssists,LongMidRangeAssists,BadPassTurnovers,BadPassOutOfBoundsTurnovers,LongMidRangePctAssisted,DefThreePtRebounds,SecondChanceTurnovers,DefThreePtReboundPct,DefArc3ReboundPct,SecondChanceAtRimPctAssisted,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,on,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFtPoints,ThreePtAssists,Arc3Assists,Corner3Assists,FTOffRebounds,FTDefRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Blocked3s,BlockedArc3,BlockedCorner3,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,PenaltyArc3FGM,PtsUnassisted3s,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
101130,1610612760,Johan Petro,Johan Petro,101130,SEA,1037.0,17,-38,29,29,5.0,3.0,5.0,58,1.0,1.0,1.0,3.0,3.0,1.0,7,2.0,51,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,22.22222222222222,0.5,0.3,0.6,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.5,0.14285714285714285,0.45142857142857146,0.4006,11.542857142857143,0.1724137931034483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101153,1610612760,Mickael Gelabale,Mickael Gelabale,101153,SEA,1549.0,26,-42,43,45,5.0,3.0,7.0,88,,,1.0,1.0,3.0,1.0,4,2.0,70,,,,,,,,,2.0,1.0,,1.0,,3.0,5.0,0.25,0.2,0.2,11.538461538461538,,,,,0.2,1.0,1.0,0.6,,0.2,0.4474600000000001,,15.674999999999999,0.11627906976744186,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.041666666666666664,0.25,0.07142857142857142,0.09090909090909091,1.0,0.25,1.0,0.2,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,275.0,5,-15,9,9,5.0,2.0,3.0,18,1.0,1.0,,2.0,1.0,2.0,4,5.0,22,2.0,4.0,,,,,,,1.0,1.0,1.0,1.0,,,5.0,0.5,0.4,0.5,50.0,,,,0.2,0.4,,,0.2,0.5,0.4,0.43015,0.48,9.05,0.5555555555555556,,1.0,,,1.0,1.0,1.0,,,,,,,0.2,0.2,,0.16666666666666666,,,0.3333333333333333,,,27.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.3333333333333333,1.25,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.2,1.0,0.3333333333333333,0.39418333333333333,0.2,0.25,1.0,0.4,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200754,1610612760,Mouhamed Sene,Mouhamed Sene,200754,SEA,1032.0,17,-20,28,29,2.0,2.0,5.0,57,3.0,1.0,,3.0,,2.0,6,5.0,42,2.0,2.0,,,,,4.0,4.0,7.0,,,1.0,,,2.0,0.3333333333333333,0.3333333333333333,0.35714285714285715,22.857142857142858,0.5,0.3333333333333333,0.5,0.5,0.5,,,,0.5,0.5,0.4174833333333334,0.51875,4.633333333333333,0.07142857142857142,,,2.0,,3.0,3.0,1.0,,,,,0.5,1.0,,0.1875,,0.16666666666666666,0.3333333333333333,,0.25,,,,2.0,1.0,,,,1.0,1.0,,2.0,,,,,2.0,,,2.0,2.0,,1.0,,,,,0.5,,0.5,,0.5,,,0.6666666666666666,0.6666666666666666,,,,1.0,,,0.14285714285714285,0.14285714285714285,0.4,,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,1610612760,Randy Livingston,Randy Livingston,988,SEA,1549.0,26,-42,43,45,5.0,3.0,7.0,88,1.0,,,,2.0,,3,,70,,,4.0,4.0,1.0,8.0,,,1.0,,,1.0,2.0,2.0,5.0,,,,7.692307692307692,,,,0.3333333333333333,,,,0.6666666666666666,,0.3333333333333333,0.4408,,13.166666666666666,0.11627906976744186,,,,,1.0,1.0,,,,,,,,,0.041666666666666664,,0.03571428571428571,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,0.398,,,,,1.0,,1.0,,,,,2.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,1610612760,Andre Brown,Andre Brown,2810,SEA,472.0,8,-2,13,14,3.0,1.0,1.0,27,1.0,,2.0,2.0,1.0,4.0,4,8.0,14,,2.0,,,,,1.0,1.0,1.0,1.0,,1.0,,,3.0,1.0,1.0,1.0,35.71428571428571,0.25,0.2,0.5,0.25,0.5,1.0,1.0,0.25,,0.25,0.441475,,8.65,0.23076923076923078,,,6.0,,,,,,,,,0.75,0.75,,,,,,,,0.5,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,1610612760,Damien Wilkins,Damien Wilkins,2863,SEA,1406.0,23,-33,38,41,,1.0,6.0,79,1.0,1.0,,1.0,3.0,1.0,5,2.0,59,1.0,,1.0,1.0,1.0,2.0,,2.0,3.0,1.0,1.0,2.0,,,,0.2,0.14285714285714285,0.14285714285714285,19.565217391304348,,0.125,,0.14285714285714285,0.14285714285714285,,,0.42857142857142855,1.0,0.42857142857142855,0.46572857142857144,0.5456,11.88,,,2.0,2.0,,1.0,1.0,,,,,,1.0,1.0,0.2857142857142857,0.045454545454545456,,0.04,,,,,,25.05,1.0,1.0,,2.0,,,1.0,,2.0,,,,,,2.0,,,,,,,,,,1.0,,1.0,,1.0,,0.125,1.0,1.0,,,0.2857142857142857,1.0,,,,,1.0,,1.0,1.0,0.5,,,,1.0,,,,,,2.0,1.0,0.4,0.5,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,1610612760,Chris Wilcox,Chris Wilcox,2404,SEA,275.0,5,-12,8,8,,,1.0,16,,,1.0,2.0,,1.0,2,2.0,14,,2.0,,,,,,,,,,,,,,0.5,0.5,0.5,22.22222222222222,,,,,1.0,0.5,1.0,,,,0.3933,,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,SEA,150.0,2,-6,4,5,,,,9,2.0,,,,,1.0,2,2.0,8,,2.0,,,,,,,,,,,1.0,1.0,,0.5,0.5,0.5,50.0,,,,1.0,,,,,,1.0,0.56005,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101130,1610612760,Johan Petro,Johan Petro,101130,SEA,89569.0,1493,-191,2831,2834,702.0,868.0,337.0,5665,137.0,45.0,86.0,184.0,110.0,225.0,431,500.0,3124,81.0,90.0,33.0,44.0,18.0,99.0,154.0,240.0,332.0,55.0,13.0,81.0,125.0,234.0,702.0,0.5220417633410673,0.5220417633410673,0.5364806866952789,16.97176543592926,0.1668472372697725,0.16990291262135923,0.17149758454106281,0.31786542923433875,0.42691415313225056,0.4673913043478261,0.4777777777777778,0.2552204176334107,0.5555555555555556,0.31786542923433875,0.4514218097447796,0.47936521739130433,8.15707656612529,0.24796891557753445,,,360.0,24.0,66.0,92.0,8.0,39.0,27.0,27.0,17.0,0.8,0.8823529411764706,,0.06633165829145729,0.07947019867549669,0.06939090208172706,0.06077348066298342,0.11627906976744186,0.041884816753926704,0.7790697674418605,,,86.0,23.0,53.0,,,50.0,44.0,8.0,96.0,50.0,95.0,,117.0,42.0,,17.0,71.0,77.0,7.0,35.0,47.0,24.0,47.0,117.0,0.5432098765432098,0.5263157894736842,0.5432098765432098,0.5263157894736842,0.5581395348837209,0.5467289719626168,0.05322128851540616,0.6277372262773723,0.671875,0.4818181818181818,0.4818181818181818,,0.5111111111111111,,0.4734821052631578,0.07625272331154684,0.07625272331154684,0.192,0.234,26.0,12.0,0.32098765432098764,0.09057971014492754,0.18490566037735848,0.13934426229508196,0.7325581395348837,5.0,10.0,14.0,16.0,0.9433962264150944,56.0,9.0,0.17891373801916932,0.1875,0.30434782608695654,13.0,0.030162412993039442,0.021739130434782608,False,27.0,39.0,17.0,11.0,6.0,5.0,2.0,30.0,12.0,1.0,1.0,7.0,6.0,7.0,1.0,22.0,21.0,11.0,2.0,4.0,11.0,27.0,7.0,0.06569343065693431,0.30612244897959184,0.02857142857142857,0.06481481481481481,0.1619047619047619,0.44680851063829785,0.4105263157894737,0.6923076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
