EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,OffThreePtRebounds,Travels,SecondChanceTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted2s,HeaveAttempts,StepOutOfBoundsTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,FTOffRebounds,FTDefRebounds,SelfOReb,Loose Ball Fouls Drawn,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,DefFTReboundPct,OffFTReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Corner3PctBlocked,HeaveMakes,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Clear Path Fouls
101108,1610612740,Chris Paul,Chris Paul,101108,NOK,14550.0,242,-40,458,456,171,148,61,914,17,35,2,11.0,19.0,16.0,29.0,11.0,28.0,1.0,1.0,2.0,6.0,1.0,1.0,44,92,2.0,7.0,26,120,503,3.0,8,2.0,1.0,7.0,21.0,43.0,1.0,20.0,62,88.0,3.0,3.0,2.0,6.0,2.0,7.0,36.0,19.0,55.0,14.0,5.0,14.0,4.0,18.0,129.0,5,8.0,11.0,19.0,5,24,6.0,4.0,2.0,14.0,2.0,9.0,6.0,1.0,5.0,20.0,6.0,2,15,1.0,1.0,32,3.0,34,4.0,2.0,9.0,9.0,1.0,62,171,4.0,9.0,0.5,0.2857142857142857,0.2857142857142857,0.4782608695652174,0.375,0.4883720930232558,0.47474747474747475,0.3,0.4772727272727273,0.5265486725663717,0.3181818181818182,0.5636363636363636,0.0707070707070707,0.07608695652173914,0.11428571428571428,0.06896551724137931,0.03571428571428571,25.04708097928437,0.7,0.07534246575342465,0.02717391304347826,0.14035087719298245,0.09359605911330049,0.022222222222222223,0.03076923076923077,0.023809523809523808,0.025974025974025976,0.05263157894736842,0.08695652173913043,0.08064516129032258,0.14285714285714285,0.13636363636363635,0.35353535353535354,0.4857142857142857,0.5483870967741935,0.29292929292929293,0.5517241379310345,0.5925925925925926,0.2828282828282828,0.39285714285714285,0.4074074074074074,0.010101010101010102,0.06060606060606061,0.3333333333333333,0.3333333333333333,0.5,0.2,0.1,0.1,0.4318181818181818,0.5789473684210527,0.022727272727272728,0.42424242424242425,0.3333333333333333,0.46717424242424244,0.45658888888888893,0.45927954545454547,0.08653846153846154,0.09278350515463918,0.058333333333333334,0.5166666666666667,7.981521739130434,24.82857142857143,0.37336244541484714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
101138,1610612740,Brandon Bass,Brandon Bass,101138,NOK,2325.0,39,-15,72,75,29,24,10,147,1,5,3,1.0,1.0,1.0,3.0,,1.0,,,,,,,2,9,,,3,7,75,1.0,3,,3.0,5.0,2.0,5.0,,1.0,5,4.0,,,2.0,,,1.0,,,,,,,,,,6,2.0,7.0,9.0,7,16,1.0,1.0,,2.0,,2.0,3.0,,,5.0,3.0,1,3,,,2,1.0,4,,,2.0,,,5,29,,,,,,0.2222222222222222,0.3333333333333333,0.4,0.2222222222222222,0.3333333333333333,0.4,0.3181818181818182,0.5,0.4166666666666667,,0.1111111111111111,0.2,,,18.181818181818183,0.4,0.25,0.17647058823529413,0.5,0.28125,0.17073170731707318,0.25,,0.1875,0.125,0.42857142857142855,0.23076923076923078,0.5,0.5,0.5555555555555556,0.2,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,,,,,,,,1.0,,,0.2,1.0,,0.5555555555555556,,0.5192777777777777,0.5686,0.41600000000000004,0.18181818181818182,0.18181818181818182,0.7142857142857143,0.7142857142857143,4.199999999999999,,0.4027777777777778,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1517,1610612740,Bobby Jackson,Bobby Jackson,1517,NOK,11283.0,188,-12,354,352,113,116,48,706,20,30,4,5.0,8.0,4.0,7.0,6.0,19.0,4.0,,2.0,15.0,2.0,6.0,30,56,4.0,19.0,22,94,352,5.0,9,2.0,5.0,15.0,8.0,17.0,8.0,6.0,31,48.0,9.0,3.0,2.0,14.0,2.0,5.0,13.0,3.0,16.0,3.0,,6.0,,7.0,35.0,4,7.0,22.0,29.0,4,33,5.0,2.0,3.0,9.0,,7.0,11.0,5.0,2.0,20.0,4.0,3,9,,1.0,25,2.0,31,7.0,,17.0,2.0,,31,113,1.0,2.0,0.75,0.21052631578947367,0.2222222222222222,0.5357142857142857,0.5555555555555556,0.47058823529411764,0.48,0.45454545454545453,0.5,0.5402298850574713,0.5357142857142857,0.5535714285714286,0.25333333333333335,0.08928571428571429,0.06666666666666667,0.2857142857142857,0.05263157894736842,26.09756097560976,0.45,0.1732283464566929,0.029411764705882353,0.14583333333333334,0.1657142857142857,0.024242424242424242,0.047619047619047616,,0.03389830508474576,0.11428571428571428,0.12195121951219512,0.2549019607843137,0.15151515151515152,0.13333333333333333,0.4,0.6666666666666666,0.7142857142857143,0.09333333333333334,0.5714285714285714,0.8,0.25333333333333335,0.3157894736842105,0.3333333333333333,0.05333333333333334,0.2,0.13333333333333333,0.13333333333333333,0.5,0.36363636363636365,,0.18181818181818182,0.32,0.625,0.24,0.6533333333333333,0.14285714285714285,0.5145614864864866,0.5020409090909091,0.5009145833333334,0.2,0.25757575757575757,0.1595744680851064,0.32978723404255317,7.637499999999998,25.757894736842104,0.3192090395480226,3.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,0.75,2.0,1.0,2.0,2.0,3.0,12.0,1.0,1.0,0.2,0.20689655172413793,0.375,0.25,0.25,0.5,0.5,1.0,0.3333333333333333,0.08,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
200759,1610612740,Cedric Simmons,Cedric Simmons,200759,NOK,32039.0,534,-99,1006,1011,312,274,125,2017,35,61,24,8.0,18.0,7.0,19.0,13.0,52.0,,,,,,,55,132,,,16,126,1072,11.0,29,,6.0,28.0,13.0,31.0,,7.0,33,34.0,,,20.0,,,8.0,10.0,2.0,12.0,2.0,,8.0,,2.0,26.0,37,10.0,40.0,63.0,44,107,8.0,8.0,,5.0,1.0,2.0,17.0,2.0,3.0,22.0,5.0,46,75,3.0,5.0,34,5.0,33,1.0,,12.0,5.0,1.0,33,312,4.0,6.0,,,,0.4166666666666667,0.3793103448275862,0.41935483870967744,0.4166666666666667,0.3793103448275862,0.41935483870967744,0.42567567567567566,0.4117647058823529,0.4342105263157895,,0.06060606060606061,0.11475409836065574,0.05263157894736842,,14.680483592400691,0.22727272727272727,0.11080332409972299,0.09462915601023018,0.08333333333333333,0.10395010395010396,0.09052631578947369,0.136,0.07920792079207921,0.07272727272727272,0.08928571428571429,0.14953271028037382,0.09859154929577464,0.10975609756097561,0.02631578947368421,0.4621212121212121,0.5737704918032787,0.6481481481481481,0.14393939393939395,0.3684210526315789,0.3888888888888889,0.3939393939393939,0.25,0.25,,,,,,0.8275862068965517,,,0.5806451612903226,0.4444444444444444,,0.4621212121212121,,0.46310833333333346,0.5024500000000001,0.44654838709677425,0.08391608391608392,0.08391608391608392,0.2222222222222222,0.2619047619047619,8.36212121212121,,0.3101391650099404,10.0,6.0,3.0,2.0,23.0,11.0,23.0,13.0,0.07142857142857142,0.07142857142857142,0.5652173913043478,0.4166666666666667,,,,,,76.0,,,0.6909090909090909,0.8444444444444444,,0.6,0.5714285714285714,,,,,,,,1.0,13.0,2.0,4.0,12.0,3.0,2.0,4.0,0.43333333333333335,0.02127659574468085,0.07142857142857142,0.028985507246376812,1.0,,,,,,,,,,,,,,,True,,,,,,
2046,1610612740,Desmond Mason,Desmond Mason,2046,NOK,17872.0,298,-56,569,576,219,189,72,1145,30,51,9,9.0,19.0,11.0,39.0,,4.0,,,,,,,41,94,,,31,113,619,8.0,11,,7.0,23.0,14.0,32.0,,10.0,38,42.0,,,10.0,,,10.0,12.0,2.0,14.0,1.0,1.0,7.0,1.0,4.0,30.0,13,12.0,21.0,34.0,18,52,9.0,4.0,5.0,10.0,1.0,3.0,9.0,,7.0,19.0,5.0,9,16,2.0,2.0,37,6.0,48,4.0,,23.0,3.0,,38,219,1.0,3.0,,,,0.43617021276595747,0.7272727272727273,0.4375,0.43617021276595747,0.7272727272727273,0.4375,0.4870689655172414,0.71875,0.475,,0.10638297872340426,0.0784313725490196,0.15384615384615385,,20.57926829268293,0.5263157894736842,0.11170212765957446,0.05627705627705628,0.17391304347826086,0.12840466926070038,0.06818181818181818,0.11538461538461539,0.02857142857142857,0.024096385542168676,0.07017543859649122,0.14285714285714285,0.12,0.20408163265306123,0.1,0.5425531914893617,0.5882352941176471,0.6382978723404256,0.4148936170212766,0.28205128205128205,0.3333333333333333,0.0425531914893617,,,,,,,,0.8181818181818182,,,0.59375,0.47368421052631576,,0.5425531914893617,,0.4831170212765956,0.49698181818181814,0.4798625000000001,0.20353982300884957,0.20353982300884957,0.20353982300884957,0.336283185840708,3.7585106382978717,,0.38488576449912126,7.0,5.0,3.0,,2.0,2.0,2.0,1.0,0.15151515151515152,0.14814814814814814,0.5,0.7777777777777778,,,,,,40.0,,,0.4878048780487805,0.5555555555555556,,0.5666666666666667,0.2727272727272727,,,,0.2857142857142857,,,,,1.0,1.0,1.0,,1.0,,1.0,0.07142857142857142,,0.16666666666666666,0.023809523809523808,,,,,,,,,,,,,,,,True,,,,,,
978,1610612740,Peja Stojakovic,Peja Stojakovic,978,NOK,3944.0,66,-17,125,130,76,48,16,255,2,4,1,1.0,3.0,1.0,2.0,2.0,5.0,1.0,1.0,4.0,10.0,,8.0,5,11,4.0,11.0,4,26,149,1.0,1,1.0,3.0,5.0,2.0,6.0,9.0,,16,4.0,12.0,,2.0,10.0,4.0,,1.0,,1.0,,,,1.0,,2.0,3,1.0,7.0,9.0,3,12,,,,3.0,,1.0,1.0,,2.0,4.0,4.0,1,9,,1.0,3,1.0,4,1.0,1.0,2.0,,,16,76,3.0,,1.0,0.36363636363636365,0.36363636363636365,0.45454545454545453,1.0,0.3333333333333333,0.5,0.5,0.5333333333333333,0.5434782608695652,0.8333333333333334,0.5333333333333333,0.5,,,,,19.014084507042256,0.75,0.14285714285714285,0.06976744186046512,0.09090909090909091,0.13333333333333333,0.05357142857142857,,0.18181818181818182,0.0625,0.07142857142857142,0.15789473684210525,0.1875,,0.16666666666666666,0.18181818181818182,0.5,0.5,0.09090909090909091,0.5,0.5,0.22727272727272727,0.4,0.4,0.045454545454545456,0.45454545454545453,0.4,0.4,1.0,0.5,0.5,,0.2,0.3333333333333333,0.5333333333333333,0.6818181818181818,0.4,0.5175181818181819,0.5001,0.5402166666666667,0.08695652173913043,0.16666666666666666,0.19230769230769232,0.6153846153846154,9.581818181818182,25.045454545454547,0.608,1.0,,,,2.0,1.0,2.0,1.0,,,0.5,1.0,,,1.0,4.0,4.0,6.0,,,0.6,0.75,0.4444444444444444,0.5,,,,,,0.06666666666666667,,0.5,,1.0,1.0,,1.0,,,,0.2,,,0.07692307692307693,1.0,,,,,,,,,,,,,,,True,,,,,,
1531,1610612740,Marc Jackson,Marc Jackson,1531,NOK,7428.0,124,-31,228,226,34,24,29,454,6,15,6,2.0,4.0,3.0,9.0,15.0,35.0,,,,1.0,,1.0,24,59,,1.0,11,59,258,2.0,7,,5.0,9.0,4.0,11.0,1.0,6.0,14,10.0,,,2.0,,,6.0,5.0,2.0,7.0,2.0,,2.0,1.0,2.0,16.0,6,1.0,9.0,11.0,9,20,2.0,2.0,,7.0,,2.0,1.0,,5.0,8.0,2.0,5,12,3.0,,12,,15,1.0,,6.0,2.0,,14,34,2.0,2.0,,,,0.4067796610169492,0.2857142857142857,0.36363636363636365,0.4,0.2857142857142857,0.3333333333333333,0.44029850746268656,0.45,0.4666666666666667,0.016666666666666666,0.1016949152542373,0.2,0.1111111111111111,0.05714285714285714,27.881040892193308,0.875,0.10975609756097561,0.06,0.045454545454545456,0.09615384615384616,0.07758620689655173,0.08333333333333333,0.08,0.0392156862745098,0.09523809523809523,0.047619047619047616,0.15,0.05263157894736842,,0.25,0.4,0.5,0.15,0.3333333333333333,0.375,0.5833333333333334,0.42857142857142855,0.45454545454545453,,0.016666666666666666,,,,0.8571428571428571,,,0.3333333333333333,0.5,0.08333333333333333,0.26666666666666666,,0.4343016949152543,0.5346,0.42512727272727274,0.09230769230769231,0.09375,0.15254237288135594,0.23728813559322035,12.545762711864407,58.5,0.14912280701754385,2.0,3.0,,1.0,3.0,1.0,3.0,2.0,0.1875,0.2,0.6666666666666666,0.3333333333333333,,,,,,38.0,1.0,,0.7916666666666666,0.8260869565217391,,0.3333333333333333,0.6666666666666666,,,,,,,,,1.0,,3.0,2.0,,,,0.2,,0.16666666666666666,,1.0,,,,,,,,,,,,,,,True,,,,,,
2446,1610612740,Rasual Butler,Rasual Butler,2446,NOK,19576.0,326,-59,602,601,129,121,65,1203,10,17,1,1.0,2.0,4.0,10.0,15.0,39.0,7.0,2.0,14.0,33.0,2.0,8.0,29,66,17.0,40.0,6,115,628,2.0,2,4.0,,10.0,6.0,12.0,9.0,1.0,22,24.0,48.0,3.0,4.0,33.0,14.0,2.0,7.0,2.0,9.0,2.0,,5.0,,2.0,20.0,3,14.0,23.0,38.0,4,42,14.0,4.0,10.0,7.0,,5.0,9.0,1.0,2.0,16.0,6.0,17,27,1.0,3.0,9,,10,2.0,,5.0,1.0,,22,129,,1.0,0.9411764705882353,0.425,0.425,0.4393939393939394,1.0,0.5,0.5141509433962265,0.8333333333333334,0.5,0.5227272727272727,0.8333333333333334,0.5,0.37735849056603776,0.030303030303030304,0.11764705882352941,,,18.502202643171806,0.4375,0.10454545454545454,0.013452914798206279,0.1686746987951807,0.12211221122112212,0.010752688172043012,0.016129032258064516,,0.019801980198019802,0.043478260869565216,0.125,0.13793103448275862,0.10714285714285714,0.2962962962962963,0.16037735849056603,0.5882352941176471,0.6666666666666666,0.09433962264150944,0.4,0.4,0.36792452830188677,0.38461538461538464,0.38461538461538464,0.0660377358490566,0.3113207547169811,0.42424242424242425,0.4375,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.09523809523809523,0.5,0.38095238095238093,0.5377358490566038,0.42424242424242425,0.47273537735849047,0.50025,0.47135238095238097,0.045871559633027525,0.07246376811594203,0.08695652173913043,0.19130434782608696,12.353030303030303,24.782499999999995,0.21428571428571427,1.0,,1.0,2.0,7.0,3.0,7.0,3.0,,,0.42857142857142855,1.0,3.0,,1.0,3.0,3.0,34.0,,1.0,0.5862068965517241,0.6296296296296297,0.3333333333333333,0.6,0.25,0.42857142857142855,0.42857142857142855,0.6666666666666666,,0.047619047619047616,,0.375,1.0,1.0,2.0,,2.0,,,1.0,0.047619047619047616,0.043478260869565216,,0.03508771929824561,0.6666666666666666,2.0,2.0,1.0,2.0,0.5,0.025,0.030303030303030304,1.0,1.0,,,,,,True,,,,,,
2199,1610612740,Tyson Chandler,Tyson Chandler,2199,NOK,11163.0,186,-11,357,355,120,102,45,712,12,16,4,5.0,6.0,4.0,9.0,,,,,,,,,16,25,,,5,37,370,4.0,4,,2.0,10.0,5.0,8.0,,4.0,14,16.0,,,8.0,,,4.0,4.0,1.0,5.0,1.0,,3.0,,1.0,11.0,10,10.0,26.0,37.0,12,49,5.0,,5.0,1.0,1.0,,4.0,,1.0,5.0,4.0,5,11,,2.0,13,1.0,19,3.0,,6.0,5.0,1.0,14,120,1.0,3.0,,,,0.64,1.0,0.625,0.64,1.0,0.625,0.5606060606060606,0.5555555555555556,0.5833333333333334,,0.16,0.1875,0.1111111111111111,,9.336609336609335,0.2,0.203125,0.06993006993006994,0.2222222222222222,0.20809248554913296,0.06832298136645963,0.11904761904761904,0.075,0.03278688524590164,0.18421052631578946,0.2926829268292683,0.14285714285714285,0.27586206896551724,0.125,0.64,0.75,0.9230769230769231,0.36,0.4444444444444444,0.5,,,,,,,,,1.0,,,0.75,0.8333333333333334,,0.64,,0.519024,0.568825,0.56085,0.21428571428571427,0.21428571428571427,0.2702702702702703,0.3783783783783784,2.6319999999999997,,0.33613445378151263,4.0,1.0,,,8.0,6.0,8.0,4.0,0.05555555555555555,0.058823529411764705,0.5,1.0,,,,,,16.0,,,0.5,0.6666666666666666,,0.6666666666666666,,,,,,,,,1.0,1.0,,2.0,2.0,3.0,,1.0,0.125,0.047619047619047616,,,,,,,,,,,,,,,,,,True,,,,,,
2561,1610612740,David West,David West,2561,NOK,2865.0,48,-15,94,96,40,30,11,190,2,3,1,1.0,2.0,3.0,8.0,3.0,6.0,,,,1.0,,1.0,8,17,,1.0,5,21,102,,1,,,,3.0,7.0,1.0,1.0,7,4.0,,,,1.0,,3.0,,,,,,,,,,2,,4.0,5.0,2,7,,,,,,,,,,,,2,3,,,6,,7,2.0,1.0,3.0,1.0,,7,40,1.0,,,,,0.47058823529411764,,0.42857142857142855,0.4444444444444444,,0.375,0.5,,0.4375,0.05555555555555555,0.17647058823529413,,0.375,,18.867924528301884,,0.12903225806451613,0.06060606060606061,,0.08888888888888889,0.046511627906976744,,0.25,,0.16666666666666666,0.08333333333333333,0.14285714285714285,,,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.375,0.6,0.3333333333333333,0.5,0.5,,0.05555555555555555,,,,1.0,,,0.25,0.5,0.125,0.2222222222222222,,0.39946388888888884,0.3133,0.39169375,0.15789473684210525,0.16666666666666666,,0.3333333333333333,10.188235294117646,24.6,0.425531914893617,,,,,1.0,1.0,1.0,,,,,,,,,,,12.0,,,0.75,0.75,,0.5,0.6666666666666666,,,,,,,,,1.0,,,,,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,True,,,,,,
