EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LostBallSteals,BadPassTurnovers,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffCorner3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PtsUnassisted3s,AtRimAssists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,HeaveAttempts,StepOutOfBoundsTurnovers,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,FTOffRebounds,SecondChanceFg3Pct,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,HeaveMakes,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,Clear Path Fouls,BlockedArc3,OffensiveGoaltends
101113,1610612754,Ike Diogu,Ike Diogu,101113,IND,5599.0,93,9,179,179,72,81,21,358,7.0,17.0,1.0,3.0,2.0,5.0,2.0,7.0,2.0,2.0,11.0,26,11.0,33.0,169,1.0,3.0,2.0,4.0,4.0,9.0,7.0,15.0,12.0,10.0,2.0,7.0,1.0,3.0,4.0,2.0,1.0,1.0,11.0,1.0,7.0,1.0,13.0,3.0,17.0,8.0,25.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,4.0,9.0,1.0,2.0,9.0,19.0,3.0,3.0,14.0,1.0,2.0,13.0,1.0,6.0,1.0,1.0,15.0,72,1.0,1.0,0.5454545454545454,0.6,0.4230769230769231,0.3333333333333333,0.4444444444444444,0.4230769230769231,0.3333333333333333,0.4444444444444444,0.515625,0.5,0.5769230769230769,0.2692307692307692,0.29411764705882354,0.2857142857142857,20.0,0.1111111111111111,0.42857142857142855,0.16883116883116883,0.11666666666666667,0.1111111111111111,0.047619047619047616,0.16279069767441862,0.09876543209876543,0.13636363636363635,0.05555555555555555,0.15,0.058823529411764705,0.1,0.1875,0.1951219512195122,0.16666666666666666,0.25,0.6538461538461539,0.4117647058823529,0.5833333333333334,0.5714285714285714,0.2692307692307692,0.2857142857142857,0.4,0.5,0.07692307692307693,1.0,1.0,0.5,1.0,0.3333333333333333,0.5555555555555556,0.4,0.6538461538461539,0.48330384615384614,0.5599999999999999,0.5034555555555555,0.1935483870967742,0.1935483870967742,0.12121212121212122,0.45454545454545453,4.5538461538461545,0.4022346368715084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
101122,1610612754,Danny Granger,Danny Granger,101122,IND,6245.0,104,-18,201,212,105,102,26,413,5.0,7.0,1.0,2.0,4.0,5.0,3.0,7.0,5.0,13.0,13.0,27,14.0,43.0,207,2.0,3.0,4.0,8.0,7.0,12.0,11.0,28.0,12.0,14.0,2.0,1.0,,,,,,,,1.0,3.0,3.0,8.0,1.0,12.0,4.0,16.0,,1.0,,3.0,3.0,1.0,1.0,1.0,6.0,1.0,4.0,3.0,9.0,1.0,1.0,11.0,1.0,,17.0,2.0,6.0,1.0,,28.0,105,3.0,1.0,0.46153846153846156,0.5,0.48148148148148145,0.6666666666666666,0.5833333333333334,0.3717948717948718,0.4,0.4473684210526316,0.45454545454545453,0.5,0.5869565217391305,0.037037037037037035,,0.14285714285714285,21.73913043478261,0.5,0.1,0.11594202898550725,0.04225352112676056,0.15789473684210525,0.037037037037037035,0.125,0.04081632653061224,0.09090909090909091,0.043478260869565216,,,0.047619047619047616,0.1875,0.125,0.16666666666666666,,0.1794871794871795,0.7142857142857143,0.7142857142857143,0.2,0.1794871794871795,0.42857142857142855,0.5,0.6666666666666666,0.3333333333333333,0.38461538461538464,0.38461538461538464,0.6,0.4,0.5,0.2631578947368421,0.8,0.48717948717948717,0.47277179487179494,0.510975,0.4809552631578947,0.13953488372093023,0.1935483870967742,0.18604651162790697,0.6511627906976745,11.466666666666665,0.5223880597014925,2.0,1.0,1.0,1.0,10.0,1.0,1.0,6.0,1.0,12.0,2.0,1.0,7.0,3.0,10.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,2.0,1.0,0.08333333333333333,0.14285714285714285,0.08333333333333333,0.3076923076923077,0.2,0.14285714285714285,0.5,0.05128205128205128,0.2564102564102564,0.1,0.1,1.0,0.2,0.2,0.05263157894736842,0.3157894736842105,0.16666666666666666,0.1,24.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
101158,1610612754,Orien Greene,Orien Greene,101158,IND,15220.0,254,-55,496,520,246,256,61,1016,12.0,25.0,2.0,7.0,4.0,12.0,1.0,7.0,8.0,19.0,21.0,51,15.0,63.0,519,3.0,14.0,,6.0,6.0,21.0,6.0,24.0,4.0,38.0,4.0,3.0,19.0,3.0,22.0,3.0,,8.0,47.0,2.0,10.0,6.0,25.0,1.0,32.0,12.0,44.0,3.0,17.0,5.0,13.0,15.0,2.0,4.0,2.0,28.0,,10.0,17.0,38.0,2.0,4.0,20.0,,2.0,25.0,3.0,11.0,3.0,1.0,24.0,246,5.0,1.0,0.09523809523809523,0.10526315789473684,0.4117647058823529,0.21428571428571427,0.2857142857142857,0.3870967741935484,0.2,0.3333333333333333,0.4315068493150685,0.2,0.375,0.058823529411764705,0.08,0.14285714285714285,17.57469244288225,0.4642857142857143,0.0625,0.14450867052023122,0.056818181818181816,0.13043478260869565,0.03636363636363636,0.1415525114155251,0.05194805194805195,0.06451612903225806,0.0784313725490196,0.031746031746031744,0.022222222222222223,0.14,0.0975609756097561,0.17073170731707318,0.16666666666666666,0.08333333333333333,0.4032258064516129,0.48,0.5217391304347826,0.16666666666666666,0.11290322580645161,0.14285714285714285,0.16666666666666666,,0.3064516129032258,0.42105263157894735,0.42105263157894735,,0.4666666666666667,0.2857142857142857,0.4444444444444444,0.3333333333333333,0.5806451612903226,0.49104919354838694,0.4831178571428572,0.462025925925926,0.15714285714285714,0.1864406779661017,0.09523809523809523,0.38095238095238093,8.119607843137254,0.4959677419354839,2.0,,1.0,2.0,9.0,1.0,2.0,5.0,2.0,11.0,1.0,2.0,6.0,,9.0,2.0,12.0,9.0,,4.0,2.0,4.0,1.0,,0.18181818181818182,0.3333333333333333,0.18181818181818182,0.1774193548387097,0.1,0.0625,0.25,0.03225806451612903,0.14516129032258066,0.2222222222222222,0.2222222222222222,,,0.06666666666666667,0.037037037037037035,0.18518518518518517,0.4,0.2222222222222222,25.70909090909091,6.0,8.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
101185,1610612754,Rawle Marshall,Rawle Marshall,101185,IND,3237.0,54,-30,114,119,90,95,15,233,3.0,5.0,,,3.0,4.0,1.0,5.0,,2.0,4.0,12,7.0,15.0,127,,1.0,1.0,1.0,3.0,7.0,5.0,11.0,2.0,6.0,,2.0,1.0,1.0,2.0,,1.0,,5.0,,,1.0,,,1.0,,1.0,,3.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,4.0,,,5.0,,,9.0,1.0,4.0,1.0,,11.0,90,1.0,1.0,0.25,0.25,0.3333333333333333,,0.42857142857142855,0.2857142857142857,,0.3333333333333333,0.4166666666666667,0.25,0.4583333333333333,0.16666666666666666,0.4,,16.923076923076923,0.25,,,,0.1,,0.023255813953488372,,,,,,,,,,,0.35714285714285715,0.6,1.0,0.3333333333333333,0.35714285714285715,0.2,0.2,,0.14285714285714285,,,,,,0.4444444444444444,0.75,0.5,0.533976923076923,0.5791,0.5758624999999999,0.23529411764705882,0.26666666666666666,0.06666666666666667,0.7333333333333333,6.516666666666667,0.7894736842105263,,,,,2.0,,,2.0,,2.0,,,2.0,,1.0,,1.0,,,,,,,,,,,0.14285714285714285,,0.3333333333333333,,,0.14285714285714285,,,,,,,0.2222222222222222,,,37.05,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
200761,1610612754,Shawne Williams,Shawne Williams,200761,IND,5991.0,100,-20,198,209,101,108,27,407,9.0,13.0,2.0,4.0,5.0,9.0,3.0,6.0,5.0,13.0,17.0,32,2.0,54.0,221,2.0,4.0,,7.0,8.0,16.0,,31.0,12.0,22.0,2.0,,3.0,,3.0,,,1.0,6.0,2.0,1.0,1.0,2.0,3.0,6.0,4.0,10.0,1.0,2.0,2.0,2.0,4.0,,2.0,1.0,6.0,,3.0,6.0,15.0,,2.0,6.0,,1.0,5.0,1.0,2.0,1.0,,31.0,101,3.0,,0.35294117647058826,0.375,0.53125,0.5,0.5,0.6190476190476191,0.7,0.6739130434782609,0.6136363636363636,0.7,0.6458333333333334,,,,21.83406113537118,0.3333333333333333,0.42857142857142855,0.029411764705882353,0.018867924528301886,0.05555555555555555,0.08695652173913043,0.03488372093023256,0.039473684210526314,0.05263157894736842,,,0.1111111111111111,,,0.0625,0.07692307692307693,0.05263157894736842,0.30952380952380953,0.6923076923076923,0.6923076923076923,0.2222222222222222,0.14285714285714285,0.5,0.5,0.3333333333333333,0.30952380952380953,0.38461538461538464,0.38461538461538464,0.6,0.8,0.5,0.391304347826087,0.5555555555555556,0.5476190476190477,0.46173571428571425,0.4044666666666667,0.4715391304347825,0.046511627906976744,0.06060606060606061,0.12962962962962962,0.5740740740740741,9.799999999999999,0.51010101010101,3.0,1.0,3.0,4.0,7.0,,3.0,4.0,6.0,10.0,1.0,5.0,7.0,15.0,7.0,4.0,,,,1.0,1.0,1.0,1.0,0.8333333333333334,0.6,0.7142857142857143,0.6,0.23809523809523808,,,1.0,0.07142857142857142,0.16666666666666666,0.5714285714285714,0.5714285714285714,1.0,0.2,,0.13043478260869565,0.17391304347826086,0.75,0.5714285714285714,24.7,3.0,2.0,,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,,,,,,True,,,,,,,,,,,,,
1766,1610612754,Maceo Baston,Maceo Baston,1766,IND,4561.0,76,-11,147,150,83,84,15,297,9.0,13.0,1.0,1.0,6.0,7.0,2.0,2.0,2.0,2.0,13.0,17,9.0,38.0,161,1.0,1.0,,2.0,7.0,8.0,7.0,24.0,20.0,6.0,,2.0,4.0,,4.0,,,,8.0,1.0,1.0,3.0,6.0,1.0,10.0,3.0,13.0,,1.0,1.0,4.0,5.0,,1.0,2.0,9.0,1.0,4.0,9.0,16.0,1.0,3.0,11.0,,2.0,11.0,1.0,4.0,2.0,1.0,24.0,83,2.0,2.0,0.7692307692307693,0.7692307692307693,0.7647058823529411,1.0,0.875,0.725,1.0,0.85,0.76,1.0,0.8571428571428571,0.11764705882352941,0.15384615384615385,,20.731707317073173,0.4444444444444444,0.25,0.13043478260869565,0.027777777777777776,0.21428571428571427,0.047619047619047616,0.15,0.03508771929824561,0.06666666666666667,,,0.058823529411764705,0.15384615384615385,,0.15384615384615385,0.3,,0.65,0.6923076923076923,0.8181818181818182,0.8888888888888888,0.1,1.0,1.0,0.5,0.1,1.0,1.0,0.5,1.0,1.0,0.7,0.8571428571428571,0.8,0.523475,,0.525485,0.17391304347826086,0.2,0.05263157894736842,0.631578947368421,3.382352941176471,0.564625850340136,,,,1.0,3.0,,1.0,2.0,1.0,3.0,,1.0,2.0,3.0,3.0,1.0,,3.0,,3.0,1.0,3.0,2.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.15,,,0.6666666666666666,,0.15,0.3333333333333333,0.3333333333333333,1.0,,,,0.2,0.5,0.3333333333333333,25.233333333333334,,3.0,1.0,,2.0,,,,,,,,,1.0,,0.2,,,,,,,1.0,,,,,True,,,,,,,,,,,,,
353,1610612754,Darrell Armstrong,Darrell Armstrong,353,IND,5853.0,98,-30,196,207,87,99,22,403,4.0,4.0,,,3.0,3.0,,2.0,5.0,9.0,9.0,15,5.0,35.0,206,1.0,1.0,,2.0,4.0,6.0,5.0,19.0,2.0,16.0,,,13.0,2.0,15.0,1.0,1.0,5.0,32.0,2.0,,4.0,6.0,,10.0,3.0,13.0,1.0,6.0,4.0,1.0,2.0,,1.0,1.0,3.0,,2.0,2.0,9.0,,,7.0,,1.0,6.0,1.0,2.0,1.0,,19.0,87,4.0,2.0,0.1111111111111111,0.1111111111111111,0.6,1.0,0.6666666666666666,0.45454545454545453,0.3333333333333333,0.4666666666666667,0.4857142857142857,0.3333333333333333,0.5294117647058824,,,,17.04035874439462,0.3333333333333333,,0.09230769230769231,,0.23529411764705882,0.07407407407407407,0.12195121951219512,0.021505376344086023,,,,0.09090909090909091,0.10526315789473684,,0.12903225806451613,0.36363636363636365,0.05263157894736842,0.12121212121212122,1.0,1.0,,0.06060606060606061,,,,0.2727272727272727,0.5555555555555556,0.5555555555555556,0.2,,,0.2,1.0,0.6666666666666666,0.49127031250000003,0.50635,0.5041678571428572,0.058823529411764705,0.125,0.05714285714285714,0.5428571428571428,13.093333333333334,0.44387755102040816,4.0,1.0,1.0,3.0,14.0,1.0,2.0,8.0,4.0,18.0,2.0,2.0,9.0,6.0,14.0,3.0,2.0,,1.0,1.0,1.0,1.0,,0.5,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.5454545454545454,,,,0.12121212121212122,0.42424242424242425,0.21428571428571427,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.5333333333333333,0.25,0.21428571428571427,25.722222222222214,6.0,3.0,5.0,,,,,,,1.0,,,,1.0,,0.1111111111111111,0.25,0.25,1.0,,,,,,,,,True,,,,,,,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,3374.0,56,-37,101,106,32,44,14,207,2.0,4.0,2.0,4.0,,,1.0,3.0,,,3.0,7,,6.0,122,2.0,4.0,,4.0,,1.0,,,4.0,2.0,2.0,,,,,,,,,1.0,7.0,1.0,10.0,,11.0,8.0,19.0,,1.0,1.0,1.0,2.0,,1.0,,3.0,1.0,1.0,,3.0,,2.0,1.0,,1.0,,,,,,,32,,,0.6666666666666666,1.0,0.42857142857142855,0.5,,0.42857142857142855,0.5,,0.42857142857142855,0.5,,,,,8.264462809917356,0.3333333333333333,,0.2631578947368421,0.13725490196078433,0.1111111111111111,0.14285714285714285,0.23404255319148937,0.13793103448275862,0.13333333333333333,0.058823529411764705,0.21052631578947367,0.16666666666666666,0.375,0.1875,0.2857142857142857,,,0.5714285714285714,0.5,0.5,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,,1.0,0.5,,,0.5714285714285714,0.4718571428571429,0.566525,0.3639,,,0.6666666666666666,,3.1714285714285713,0.31683168316831684,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,True,,,,,,,,,,,,,
2399,1610612754,Mike Dunleavy,Mike Dunleavy,2399,IND,4114.0,69,6,133,136,58,53,13,269,2.0,4.0,1.0,1.0,2.0,4.0,,2.0,4.0,8.0,6.0,14,10.0,25.0,130,1.0,2.0,,2.0,3.0,6.0,5.0,11.0,10.0,2.0,2.0,1.0,4.0,,4.0,,,,8.0,1.0,,3.0,8.0,1.0,12.0,1.0,13.0,,2.0,,2.0,1.0,,,,3.0,,,3.0,5.0,,,8.0,,1.0,13.0,1.0,5.0,1.0,,11.0,58,,1.0,0.8333333333333334,1.0,0.42857142857142855,0.5,0.5,0.4166666666666667,0.5,0.42857142857142855,0.5,0.5,0.55,0.07142857142857142,0.25,,16.883116883116884,0.6666666666666666,0.25,0.18181818181818182,,0.2727272727272727,0.08333333333333333,0.2,0.015873015873015872,,,,0.1,0.2,0.08333333333333333,0.22727272727272727,0.2,,0.2222222222222222,0.5,0.6666666666666666,0.5,0.1111111111111111,,,,0.4444444444444444,0.5,0.5,1.0,0.5,1.0,0.5714285714285714,0.5,0.4444444444444444,0.44722352941176474,0.4189,0.4835642857142856,0.22727272727272727,0.2777777777777778,0.08,0.44,12.142857142857142,0.43609022556390975,2.0,,1.0,,2.0,,,,1.0,4.0,,,1.0,3.0,2.0,,2.0,2.0,2.0,,,,,1.0,0.25,,0.25,0.2222222222222222,,0.3333333333333333,,0.1111111111111111,0.1111111111111111,,,,,,0.14285714285714285,,,,27.925,,3.0,1.0,1.0,,,,,,1.0,,,,,,,0.5,0.5,1.0,,,,,,,,,True,,,,,,,,,,,,,
2211,1610612754,Troy Murphy,Troy Murphy,2211,IND,3754.0,63,-28,118,127,49,60,16,245,2.0,5.0,1.0,1.0,,2.0,1.0,1.0,4.0,11.0,7.0,17,4.0,24.0,137,1.0,1.0,,2.0,1.0,5.0,3.0,8.0,10.0,4.0,2.0,4.0,2.0,,2.0,,,,4.0,1.0,4.0,1.0,8.0,3.0,12.0,5.0,17.0,,1.0,1.0,2.0,1.0,,1.0,1.0,3.0,1.0,2.0,2.0,4.0,,,3.0,,,6.0,,1.0,2.0,,8.0,49,2.0,2.0,0.7142857142857143,0.8333333333333334,0.4117647058823529,1.0,0.2,0.47619047619047616,0.5,0.4166666666666667,0.5,0.5,0.5,0.23529411764705882,0.6,,19.70802919708029,0.6666666666666666,0.6,0.18604651162790697,0.08695652173913043,0.07692307692307693,0.05555555555555555,0.16071428571428573,0.078125,,,0.2,0.07692307692307693,0.07692307692307693,0.21428571428571427,0.25,,,0.23809523809523808,0.4,1.0,0.5,0.047619047619047616,1.0,1.0,,0.5238095238095238,0.36363636363636365,0.4,1.0,0.5,1.0,0.3333333333333333,,0.42857142857142855,0.4691119047619048,0.5758000000000001,0.4597583333333333,0.045454545454545456,0.05555555555555555,0.08333333333333333,0.3333333333333333,12.423529411764706,0.4152542372881356,,,,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,,1.0,,3.0,2.0,3.0,2.0,0.5,0.5,1.0,0.5,0.19047619047619047,,0.16666666666666666,0.6666666666666666,,0.19047619047619047,0.5,0.5,0.5,,0.5,,0.16666666666666666,1.0,0.5,25.25,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,0.09090909090909091,,,,True,,,,,,,,,,,,,
