EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,SecondChanceFG2A,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,NonHeaveArc3FGA,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,FoulsDrawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceTsPct,FG3APct,Arc3Frequency,PenaltyArc3Frequency,SecondChancePointsPct,Avg3ptShotDistance,AtRimFGM,PenaltyAtRimFGM,PtsUnassisted2s,ShootingFouls,Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,FTOffRebounds,SelfOReb,OffFTReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,on,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,DefThreePtRebounds,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PtsUnassisted3s,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,LostBallSteals,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceTurnovers,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Fg3aBlocked,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,Clear Path Fouls,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101137,1610612746,Daniel Ewing,Daniel Ewing,101137,LAC,496.0,8,-9,17,19,13.0,7.0,3.0,36,1.0,1.0,1.0,1.0,2.0,26,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.090909090909092,1.0,1.0,1.0,1.0,1.0,0.3812,0.3812,1.0,20.3,0.7647058823529411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101189,1610612746,James Singleton,James Singleton,101189,LAC,306.0,5,1,11,11,10.0,6.0,3.0,22,1.0,2.0,1.0,3.0,2.0,12,1.0,3.0,2.0,2.0,,,,,,,,,,2.0,10.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,18.75,,0.6666666666666666,0.5,0.5,1.0,0.43239999999999995,0.43239999999999995,1.0,12.466666666666667,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.25,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.5599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,1610612746,Alvin Williams,Alvin Williams,1541,LAC,578.0,10,-8,20,21,15.0,9.0,4.0,41,,,,1.0,2.0,28,,1.0,2.0,,3.0,3.0,2.0,1.0,6.0,2.0,2.0,3.0,2.0,2.0,15.0,,,,,,,0.25,0.25,26.923076923076923,0.6666666666666666,,,,,0.601275,0.601275,1.0,,0.75,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,0.1111111111111111,,0.1111111111111111,0.2,,,0.5,,0.5,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,578.0,10,-8,20,21,15.0,9.0,4.0,41,1.0,2.0,2.0,4.0,7.0,28,2.0,4.0,6.0,2.0,,,,,,,,,,6.0,15.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,26.923076923076923,,0.5,0.5,0.5,1.0,0.490325,0.490325,0.8571428571428571,10.275,0.75,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,0.25,0.1111111111111111,0.25,0.1111111111111111,0.2,,,0.5,0.5,0.5,0.5,0.4769,,,,3.0,1.0,1.0,,2.0,,,,,,4.0,7.0,1.0,1.0,0.16666666666666666,,,,0.14285714285714285,,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200781,1610612746,Paul Davis,Paul Davis,200781,LAC,481.0,8,-5,17,17,15.0,9.0,4.0,34,,1.0,1.0,4.0,2.0,23,1.0,4.0,2.0,2.0,,,,,,,,,,2.0,15.0,1.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,17.391304347826086,,0.25,,,,0.521225,0.521225,1.0,4.55,0.8823529411764706,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,,,,,,0.25,0.25,0.25,0.25,0.4,,,0.75,1.0,0.75,0.75,0.5274,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,1.0,2.0,0.25,1.0,0.6666666666666666,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,1610612746,Tim Thomas,Tim Thomas,1501,LAC,272.0,5,-9,9,10,5.0,3.0,1.0,19,,1.0,2.0,3.0,5.0,16,1.0,1.0,3.0,4.0,,,,,,,,,,3.0,5.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8333333333333334,1.5,30.0,,0.3333333333333333,,,,0.5161,0.5221,0.6,6.233333333333333,0.5555555555555556,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.6666666666666666,1.0,1.0,0.6666666666666666,0.5221,,,,1.0,1.0,3.0,,1.0,,,,,,1.0,1.0,,,1.5,,,,0.6,,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,1610612746,Chris Kaman,Chris Kaman,2549,LAC,97.0,2,-3,3,4,,,,7,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1610612746,Sam Cassell,Sam Cassell,208,LAC,82.0,1,1,3,2,2.0,2.0,1.0,5,,,,,,2,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101117,1610612746,Yaroslav Korolev,Yaroslav Korolev,101117,LAC,2433.0,41,-23,81,83,58.0,40.0,13.0,164,1.0,6.0,3.0,11.0,12.0,93,2.0,7.0,10.0,2.0,3.0,4.0,,3.0,9.0,1.0,1.0,1.0,1.0,10.0,58.0,0.3333333333333333,0.5,0.2727272727272727,0.2857142857142857,0.28125,0.35,0.3157894736842105,0.38461538461538464,21.27659574468085,1.0,0.375,0.16666666666666666,0.16666666666666666,,0.43241562499999997,0.43654000000000004,0.8333333333333334,12.445454545454545,0.7160493827160493,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,0.058823529411764705,0.02857142857142857,0.09090909090909091,0.022727272727272728,,,,0.0625,1.0,0.1,0.375,0.5005,3.0,1.0,5.0,3.0,,2.0,3.0,3.0,3.0,3.0,3.0,,,3.0,6.0,3.0,2.0,1.0,0.3125,0.1875,0.1,0.16666666666666666,24.06,1.0,1.0,4.0,,,,,,1.0,1.0,1.0,,,,,,0.1111111111111111,,,1.0,1.0,1.0,1.0,1.0,,False,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,0.2,0.09090909090909091,0.25,0.2,0.041666666666666664,0.25,0.25,0.25,0.3333333333333333,1.0,0.125,0.5,0.5,1.0,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101137,1610612746,Daniel Ewing,Daniel Ewing,101137,LAC,42205.0,703,55,1290,1310,406.0,443.0,146.0,2600,34.0,77.0,50.0,116.0,177.0,1286,15.0,31.0,73.0,48.0,59.0,87.0,18.0,26.0,202.0,28.0,19.0,49.0,17.0,73.0,406.0,0.48,0.5106382978723404,0.43103448275862066,0.4838709677419355,0.44375,0.5588235294117647,0.48626373626373626,0.5887096774193549,15.953038674033149,0.5714285714285714,0.48125,0.44155844155844154,0.4473684210526316,0.5294117647058824,0.4444934375,0.452328431372549,0.4124293785310734,13.654310344827586,0.3147286821705426,22.0,2.0,7.0,8.0,7.0,43.0,64.0,9.0,73.0,4.0,3.0,,4.0,2.0,0.09071729957805907,0.015625,0.09630818619582665,0.015957446808510637,0.023809523809523808,0.08620689655172414,0.5,0.1375,0.2,0.13725490196078433,0.4125,0.4882928571428572,38.0,18.0,44.0,35.0,,10.0,20.0,16.0,38.0,32.0,12.0,5.0,21.0,41.0,45.0,8.0,8.0,0.5,0.275,0.2375,0.35294117647058826,0.05649717514124294,25.427272727272733,9.0,4.0,52.0,26.0,62.0,1.0,15.0,0.05521472392638037,0.4090909090909091,0.5625,0.5714285714285714,0.08620689655172414,0.11538461538461539,,4.0,,0.12307692307692308,0.047619047619047616,0.3333333333333333,2.0,5.0,0.625,0.5,1.0,,False,7.0,17.0,3.0,6.0,1.0,2.0,14.0,9.0,39.0,6.0,10.0,28.0,25.0,17.0,0.9285714285714286,0.3181818181818182,0.45,0.3181818181818182,0.08620689655172414,0.17647058823529413,0.11409395973154363,0.008438818565400843,0.10476190476190476,0.10625,0.4117647058823529,0.5,0.42857142857142855,0.0375,0.5,0.5,1.0,0.0392156862745098,0.5,11.0,2.0,8.0,2.0,3.0,11.0,3.0,15.0,2.0,4.0,20.0,9.0,3.0,4.0,1.0,7.0,4.0,1.0,8.0,0.2727272727272727,0.012987012987012988,0.07142857142857142,0.017241379310344827,0.023622047244094488,0.01020408163265306,0.05555555555555555,0.13636363636363635,0.2894736842105263,0.2894736842105263,0.9090909090909091,0.2,0.4444444444444444,0.2894736842105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
