EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Offensive Fouls Drawn,Technical Free Throw Trips,ShortMidRangePctAssisted,OffensiveGoaltends,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,StepOutOfBoundsTurnovers,Clear Path Fouls,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,3SecondViolations,OffFTReboundPct,Corner3PctBlocked,LongMidRangePctBlocked,DefensiveGoaltends,Blocked3s,BlockedArc3,HeaveAttempts,on,3pt And 1 Free Throw Trips,HeaveMakes
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,8852.0,148,-27,294,292,128,147,42,586,14.0,26.0,8.0,14.0,2.0,11.0,3.0,7.0,4.0,13.0,7.0,3.0,21.0,46.0,7.0,7.0,49.0,315,9.0,16.0,2.0,20.0,6.0,22.0,3.0,5.0,17.0,14.0,28.0,16.0,7.0,6.0,4.0,4.0,8.0,3.0,1.0,1.0,3.0,20.0,3.0,17.0,7.0,14.0,2.0,23.0,20.0,43,4.0,3.0,3.0,9.0,4.0,4.0,1.0,5.0,1.0,13.0,1.0,3.0,12.0,25.0,5.0,2.0,10.0,1.0,13.0,1.0,5.0,2.0,6.0,4.0,2.0,6.0,3.0,17.0,128,4.0,2.0,0.3333333333333333,0.5384615384615384,0.45652173913043476,0.5625,0.2727272727272727,0.39622641509433965,0.5625,0.24,0.4152542372881356,0.5882352941176471,0.2833333333333333,0.1320754716981132,0.13043478260869565,0.15384615384615385,0.2857142857142857,20.749279538904897,0.6923076923076923,0.16666666666666666,0.16666666666666666,0.15454545454545454,0.1891891891891892,0.075,0.17355371900826447,0.13333333333333333,0.14705882352941177,0.17391304347826086,0.1509433962264151,0.06060606060606061,0.14285714285714285,0.14285714285714285,0.2,0.16129032258064516,0.1111111111111111,0.4,0.15384615384615385,0.5,0.49056603773584906,0.5384615384615384,0.6363636363636364,0.35714285714285715,0.1320754716981132,0.42857142857142855,0.6,0.24528301886792453,0.3076923076923077,0.3076923076923077,0.5,0.1320754716981132,0.875,0.5714285714285714,0.125,0.44,0.18181818181818182,0.12,0.6226415094339622,0.48584339622641504,0.5758000000000001,0.48437399999999997,0.08771929824561403,0.1,0.40816326530612246,0.3469387755102041,6.856521739130436,25.47142857142857,0.43537414965986393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101182,1610612764,Donell Taylor,Donell Taylor,101182,WAS,9290.0,155,-9,314,311,140,152,36,625,11.0,20.0,1.0,2.0,3.0,6.0,1.0,5.0,14.0,31.0,12.0,9.0,26.0,56.0,12.0,7.0,65.0,308,2.0,3.0,,7.0,10.0,24.0,9.0,4.0,27.0,26.0,26.0,,12.0,2.0,11.0,7.0,18.0,3.0,4.0,6.0,4.0,43.0,,4.0,7.0,9.0,1.0,17.0,4.0,21,1.0,7.0,5.0,5.0,1.0,5.0,1.0,4.0,,10.0,1.0,2.0,9.0,16.0,,,10.0,,13.0,1.0,6.0,1.0,,,,,,27.0,140,4.0,1.0,0.5,0.5,0.4642857142857143,0.6666666666666666,0.4166666666666667,0.4264705882352941,0.875,0.3484848484848485,0.4391891891891892,0.875,0.375,0.17647058823529413,0.03571428571428571,0.1,,23.595505617977526,0.5,0.07692307692307693,0.0891089108910891,0.037037037037037035,0.20588235294117646,,0.11851851851851852,0.025974025974025976,0.03333333333333333,0.13043478260869565,,,,0.03225806451612903,0.14285714285714285,0.08571428571428572,0.25925925925925924,,0.027777777777777776,,0.29411764705882354,0.55,0.6111111111111112,0.5454545454545454,0.07352941176470588,0.2,0.2,0.45588235294117646,0.45161290322580644,0.45161290322580644,0.5,0.17647058823529413,0.5,0.5,1.0,0.18181818181818182,0.5,0.2727272727272727,0.47058823529411764,0.46839117647058814,0.5686,0.4368787878787879,0.0821917808219178,0.09836065573770492,0.1076923076923077,0.4153846153846154,11.442857142857141,25.61666666666667,0.445859872611465,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,0.5,0.16666666666666666,1.0,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.25,1.0,1.0,0.1111111111111111,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,13653.0,228,-61,421,425,132,121,52,846,8.0,11.0,,,1.0,1.0,5.0,11.0,10.0,25.0,8.0,1.0,23.0,47.0,8.0,28.0,86.0,503,2.0,6.0,,4.0,4.0,10.0,1.0,7.0,15.0,12.0,34.0,,8.0,2.0,30.0,11.0,41.0,7.0,4.0,14.0,13.0,93.0,2.0,1.0,6.0,7.0,,13.0,3.0,16,,1.0,1.0,2.0,2.0,2.0,,,1.0,4.0,,2.0,2.0,7.0,,,27.0,,35.0,4.0,16.0,2.0,1.0,1.0,,1.0,,15.0,132,2.0,1.0,0.2608695652173913,0.2608695652173913,0.48936170212765956,0.3333333333333333,0.4,0.5272727272727272,0.3333333333333333,0.36363636363636365,0.6086956521739131,0.3333333333333333,0.5,0.14545454545454545,0.0425531914893617,,0.18181818181818182,15.082644628099175,0.5,,0.05511811023622047,0.006993006993006993,0.11764705882352941,0.031746031746031744,0.07303370786516854,0.014563106796116505,0.02564102564102564,,,0.020833333333333332,0.06666666666666667,0.06521739130434782,0.02857142857142857,0.06521739130434782,0.1388888888888889,0.06666666666666667,,,0.2,0.7272727272727273,0.7272727272727273,0.25,0.2,0.45454545454545453,0.5555555555555556,0.45454545454545453,0.4,0.4,0.3,0.14545454545454545,,,,0.09090909090909091,1.0,0.09090909090909091,0.34545454545454546,0.45880727272727273,0.342675,0.4155590909090909,0.23880597014925373,0.2711864406779661,0.046511627906976744,0.1744186046511628,11.925531914893616,25.65,0.31353919239904987,4.0,,,,4.0,,,,6.0,6.0,4.0,3.0,,,0.5,0.5,,,0.5,0.5,0.5,0.5,,,,,0.5,5.0,3.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1913,1610612764,Michael Ruffin,Michael Ruffin,1913,WAS,4142.0,69,-28,131,129,30,39,17,260,,3.0,,3.0,,,,,,,,,,3.0,,,,139,,3.0,,,,,,,,,,,,,3.0,,3.0,,,1.0,1.0,6.0,4.0,5.0,2.0,5.0,4.0,11.0,9.0,20,,2.0,1.0,1.0,1.0,2.0,,,,3.0,1.0,1.0,2.0,5.0,,,3.0,,,,,,3.0,1.0,2.0,3.0,1.0,,30,,,,,,,,,,,,,,,,,,3.9735099337748343,0.3333333333333333,0.6666666666666666,0.13157894736842105,0.10416666666666667,0.10526315789473684,0.16666666666666666,0.12280701754385964,0.125,0.1111111111111111,0.125,0.08695652173913043,0.19047619047619047,,0.1111111111111111,0.058823529411764705,0.25,0.18181818181818182,,,0.3333333333333333,1.0,,,,,,,,,,,,1.0,,,,,,1.0,0.5156999999999999,0.5156999999999999,,,,,,1.0,,0.22900763358778625,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2427,1610612764,Roger Mason Jr.,Roger Mason Jr.,2427,WAS,29533.0,492,-68,968,962,352,354,126,1930,12.0,28.0,1.0,2.0,7.0,17.0,1.0,4.0,13.0,45.0,73.0,22.0,26.0,77.0,102.0,14.0,165.0,1059,6.0,10.0,,21.0,10.0,34.0,32.0,4.0,57.0,28.0,24.0,4.0,73.0,3.0,24.0,11.0,35.0,8.0,3.0,12.0,9.0,81.0,4.0,3.0,11.0,26.0,1.0,38.0,7.0,45,1.0,13.0,6.0,13.0,8.0,6.0,1.0,5.0,,19.0,1.0,5.0,24.0,66.0,2.0,3.0,18.0,3.0,16.0,1.0,5.0,2.0,6.0,1.0,2.0,6.0,5.0,57.0,352,14.0,2.0,0.5384615384615384,0.5833333333333334,0.33766233766233766,0.6,0.29411764705882354,0.42178770949720673,0.6176470588235294,0.4015151515151515,0.4435483870967742,0.6176470588235294,0.41304347826086957,0.5698324022346368,0.03896103896103896,0.10714285714285714,,18.336314847942756,0.6842105263157895,0.02564102564102564,0.0912280701754386,0.009433962264150943,0.09322033898305085,0.023952095808383235,0.09181141439205956,0.01443298969072165,0.020833333333333332,,0.006622516556291391,0.03076923076923077,,0.07692307692307693,0.11235955056179775,0.08571428571428572,0.08433734939759036,0.11428571428571428,0.008771929824561403,0.8333333333333334,0.1564245810055866,0.42857142857142855,0.48,0.3333333333333333,0.0223463687150838,0.25,0.25,0.25139664804469275,0.28888888888888886,0.28888888888888886,0.7692307692307693,0.40782122905027934,0.11764705882352941,0.5,,0.25757575757575757,0.4117647058823529,0.3333333333333333,0.7262569832402235,0.5077991620111735,0.45024500000000006,0.5039030303030303,0.03260869565217391,0.06172839506172839,0.12727272727272726,0.34545454545454546,12.14285714285714,25.03921568627452,0.36363636363636365,19.0,1.0,4.0,5.0,33.0,3.0,7.0,11.0,84.0,15.0,19.0,3.0,7.0,1.0,0.8484848484848485,0.3235294117647059,0.42857142857142855,0.34375,0.3235294117647059,0.2602739726027397,0.2638888888888889,0.7368421052631579,0.23529411764705882,0.25,1.0,0.22727272727272727,0.2602739726027397,5.0,,,,14.0,29.0,2.0,3.0,6.0,10.0,1.0,1.0,1.0,1.0,3.0,1.0,0.00980392156862745,0.0136986301369863,0.16201117318435754,0.4827586206896552,0.4827586206896552,1.0,0.17647058823529413,0.6666666666666666,1.0,0.15151515151515152,0.6,0.009708737864077669,,,,,,,,,,True,,
2041,1610612764,Etan Thomas,Etan Thomas,2041,WAS,8697.0,145,-16,262,267,79,50,42,529,16.0,26.0,7.0,10.0,6.0,13.0,5.0,10.0,1.0,1.0,,,22.0,37.0,,7.0,51.0,303,9.0,13.0,6.0,24.0,7.0,14.0,,3.0,17.0,16.0,28.0,12.0,,3.0,3.0,1.0,4.0,1.0,,1.0,2.0,9.0,6.0,14.0,7.0,23.0,1.0,31.0,22.0,53,2.0,1.0,1.0,7.0,3.0,7.0,,4.0,2.0,14.0,2.0,3.0,11.0,21.0,2.0,2.0,12.0,,12.0,2.0,6.0,1.0,16.0,7.0,8.0,16.0,10.0,17.0,79,,1.0,0.36363636363636365,0.5,0.5945945945945946,0.6923076923076923,0.5,0.5945945945945946,0.6923076923076923,0.5,0.6071428571428571,0.7058823529411765,0.53125,,0.08108108108108109,0.11538461538461539,,18.006430868167204,0.5,0.2,0.27380952380952384,0.14893617021276595,0.19444444444444445,0.16216216216216217,0.25,0.15267175572519084,0.16666666666666666,0.1724137931034483,0.12195121951219512,0.1875,,0.20689655172413793,0.2903225806451613,0.3333333333333333,0.23809523809523808,0.13333333333333333,0.16666666666666666,0.625,0.7027027027027027,0.6153846153846154,0.6956521739130435,0.3125,0.2702702702702703,0.5,0.5,0.02702702702702703,1.0,1.0,1.0,,0.7692307692307693,0.7,,0.9285714285714286,0.46153846153846156,,0.7027027027027027,0.5226513513513513,0.5620799999999999,0.5822571428571429,0.14634146341463414,0.14634146341463414,0.47058823529411764,0.3333333333333333,2.994594594594594,,0.3015267175572519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,2.0,2.0,0.2222222222222222,,,,,,,True,,
2553,1610612764,Jarvis Hayes,Jarvis Hayes,2553,WAS,16408.0,273,-111,537,540,174,206,71,1077,10.0,14.0,4.0,4.0,4.0,4.0,8.0,16.0,8.0,35.0,19.0,1.0,26.0,65.0,28.0,8.0,78.0,617,4.0,7.0,2.0,13.0,6.0,18.0,5.0,6.0,21.0,34.0,18.0,6.0,19.0,3.0,10.0,4.0,14.0,4.0,,5.0,4.0,32.0,5.0,5.0,10.0,18.0,4.0,32.0,10.0,42,1.0,7.0,4.0,5.0,1.0,9.0,,4.0,1.0,14.0,,4.0,12.0,24.0,,3.0,9.0,,12.0,3.0,5.0,2.0,2.0,2.0,,2.0,1.0,21.0,174,5.0,1.0,0.6538461538461539,0.7391304347826086,0.4,0.5714285714285714,0.3333333333333333,0.3763440860215054,0.55,0.32608695652173914,0.4020618556701031,0.5909090909090909,0.40384615384615385,0.3010752688172043,0.046153846153846156,0.14285714285714285,0.0625,17.713365539452496,0.35714285714285715,0.16,0.1267605633802817,0.02717391304347826,0.15151515151515152,0.049019607843137254,0.1346153846153846,0.03496503496503497,0.01639344262295082,0.05555555555555555,0.022988505747126436,0.06172839506172839,,0.13333333333333333,0.044444444444444446,0.19230769230769232,0.125,0.2222222222222222,0.017241379310344827,0.5,0.15053763440860216,0.7142857142857143,0.8333333333333334,0.5,0.17204301075268819,0.5,0.5333333333333333,0.3763440860215054,0.22857142857142856,0.22857142857142856,1.0,0.20430107526881722,0.4,1.0,,0.17391304347826086,1.0,0.043478260869565216,0.45161290322580644,0.45605107526881733,0.5032500000000001,0.4490326086956521,0.05263157894736842,0.07462686567164178,0.16666666666666666,0.2692307692307692,12.663076923076922,24.80714285714286,0.3240223463687151,4.0,1.0,3.0,,6.0,1.0,3.0,1.0,15.0,3.0,4.0,1.0,3.0,1.0,0.8333333333333334,0.21428571428571427,0.3333333333333333,0.2,0.21428571428571427,0.21052631578947367,0.21052631578947367,0.75,0.3,0.3333333333333333,1.0,,0.21052631578947367,,1.0,0.5,,2.0,9.0,,,1.0,4.0,,,,,,,,,0.0967741935483871,0.2222222222222222,0.2222222222222222,1.0,,,,0.17391304347826086,0.25,,,,,,,,,,,True,,
2591,1610612764,James Lang,James Lang,2591,WAS,1475.0,25,-5,46,46,29,30,6,92,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,3.0,5.0,,1.0,7.0,53,1.0,2.0,,2.0,1.0,2.0,,1.0,3.0,4.0,2.0,2.0,,,2.0,,2.0,,,2.0,,4.0,,2.0,,2.0,1.0,3.0,2.0,5,,,,,,,,,,,,,2.0,4.0,,,2.0,,2.0,,,1.0,2.0,1.0,1.0,2.0,1.0,3.0,29,1.0,1.0,0.6666666666666666,1.0,0.6,0.5,0.5,0.6,0.5,0.5,0.5833333333333334,0.5,0.5,,,,,11.538461538461538,,0.2,0.125,0.125,,,0.08333333333333333,0.09523809523809523,0.16666666666666666,,0.125,,,0.25,,0.125,,,,0.5,0.8,0.5,0.5,0.5,0.2,1.0,1.0,,,,,,1.0,0.5,,1.0,0.5,,0.8,0.53056,0.5787,0.551,,,0.2857142857142857,0.42857142857142855,1.52,,0.6304347826086957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,11093.0,185,32,376,367,152,135,53,743,24.0,28.0,6.0,8.0,8.0,10.0,7.0,25.0,5.0,13.0,21.0,6.0,36.0,66.0,29.0,17.0,125.0,407,7.0,9.0,3.0,23.0,11.0,22.0,8.0,8.0,39.0,34.0,38.0,8.0,21.0,3.0,6.0,,6.0,,,4.0,,12.0,4.0,7.0,5.0,17.0,4.0,26.0,11.0,37,2.0,4.0,2.0,4.0,2.0,3.0,,2.0,1.0,7.0,1.0,3.0,5.0,12.0,,1.0,22.0,4.0,27.0,2.0,10.0,3.0,2.0,1.0,1.0,2.0,,39.0,152,3.0,2.0,0.4722222222222222,0.53125,0.5454545454545454,0.7777777777777778,0.5,0.5684210526315789,0.9090909090909091,0.5166666666666667,0.5794392523364486,0.8214285714285714,0.5416666666666666,0.30526315789473685,0.045454545454545456,,0.12,25.917431192660548,0.5714285714285714,0.3333333333333333,0.15315315315315314,0.06666666666666667,0.10638297872340426,0.058823529411764705,0.13924050632911392,0.06358381502890173,0.08,0.06451612903225806,0.061224489795918366,0.06521739130434782,0.045454545454545456,0.17142857142857143,0.075,0.2222222222222222,0.06060606060606061,0.21428571428571427,0.04878048780487805,,0.29473684210526313,0.8571428571428571,0.8571428571428571,0.5416666666666666,0.2631578947368421,0.28,0.3181818181818182,0.1368421052631579,0.38461538461538464,0.38461538461538464,0.4,0.22105263157894736,0.7272727272727273,0.75,0.3333333333333333,0.3333333333333333,0.8,0.2,0.6,0.4757378947368421,0.55415,0.4444666666666668,0.10576923076923077,0.13513513513513514,0.184,0.312,7.289393939393941,25.413793103448278,0.40425531914893614,10.0,2.0,2.0,3.0,12.0,2.0,2.0,3.0,36.0,,10.0,2.0,2.0,,1.0,0.41379310344827586,1.0,0.375,0.41379310344827586,0.47619047619047616,0.47619047619047616,1.0,0.18181818181818182,1.0,1.0,0.5,0.47619047619047616,,1.0,0.2857142857142857,1.0,2.0,8.0,,,,2.0,1.0,,,1.0,,,0.034482758620689655,,0.08421052631578947,0.25,0.2857142857142857,1.0,,,,0.06666666666666667,,0.03333333333333333,,,,0.125,,,,,,True,,
2443,1610612764,Darius Songaila,Darius Songaila,2443,WAS,11790.0,196,-65,380,382,119,131,41,762,13.0,20.0,5.0,8.0,5.0,7.0,9.0,17.0,16.0,30.0,,,38.0,67.0,,2.0,78.0,439,7.0,12.0,,14.0,9.0,19.0,,2.0,20.0,48.0,28.0,8.0,,4.0,10.0,6.0,16.0,5.0,1.0,6.0,3.0,38.0,5.0,6.0,2.0,19.0,2.0,23.0,12.0,35,3.0,2.0,1.0,9.0,8.0,6.0,1.0,1.0,1.0,15.0,,4.0,11.0,21.0,2.0,1.0,10.0,2.0,6.0,2.0,3.0,1.0,2.0,2.0,,2.0,2.0,20.0,119,4.0,1.0,0.631578947368421,0.7058823529411765,0.5671641791044776,0.5833333333333334,0.47368421052631576,0.5671641791044776,0.5833333333333334,0.47368421052631576,0.5652173913043478,0.5833333333333334,0.47619047619047616,,0.05970149253731343,0.1,0.058823529411764705,19.626168224299064,0.6,0.125,0.15702479338842976,0.04838709677419355,0.044444444444444446,0.078125,0.12650602409638553,0.05851063829787234,0.05128205128205128,0.1111111111111111,0.017241379310344827,0.0851063829787234,0.058823529411764705,0.23076923076923078,0.125,0.11904761904761904,0.06666666666666667,,0.12,1.0,0.29850746268656714,0.65,0.7222222222222222,0.6153846153846154,0.2537313432835821,0.5294117647058824,0.5625,0.44776119402985076,0.5333333333333333,0.5517241379310345,0.75,,0.6666666666666666,0.625,0.2,0.3684210526315789,0.7142857142857143,,0.29850746268656714,0.4533283582089553,0.5650285714285715,0.475778947368421,0.04411764705882353,0.04411764705882353,0.1794871794871795,0.2564102564102564,10.620895522388063,,0.3131578947368421,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.1,,0.03333333333333333,,,,,True,,
