EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,LongMidRangeAssists,LostBallSteals,Travels,PenaltyTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,FTOffRebounds,Offensive Fouls,ShortMidRangePctBlocked,OffFTReboundPct,SecondChanceFtPoints,Loose Ball Fouls,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,Corner3Assists,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,Clear Path Fouls,OffensiveGoaltends,Blocked3s,BlockedArc3,3SecondViolations,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveMakes,ThreePtShootingFoulsDrawn,Corner3PctBlocked,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,BlockedCorner3
101112,1610612752,Channing Frye,Channing Frye,101112,NYK,3826.0,64,-21.0,115,122,25,28,15,237,5.0,6.0,2.0,2.0,1.0,1.0,1.0,4.0,6.0,13.0,12.0,23.0,6.0,30.0,133,3.0,3.0,6.0,2.0,3.0,4.0,8.0,16.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,5.0,1.0,7.0,4.0,11.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,6.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,25,2.0,0.6666666666666666,0.7272727272727273,0.5217391304347826,1.0,0.6666666666666666,0.5217391304347826,1.0,0.6666666666666666,0.5769230769230769,1.0,0.8,22.900763358778626,0.75,0.16666666666666666,0.13157894736842105,0.044444444444444446,0.05555555555555555,0.14285714285714285,0.10714285714285714,0.06779661016949153,0.06666666666666667,0.05263157894736842,0.16666666666666666,0.1111111111111111,0.23529411764705882,0.09090909090909091,0.1,1.0,0.2608695652173913,0.8333333333333334,0.8333333333333334,0.2,0.17391304347826086,0.25,0.25,1.0,0.5652173913043478,0.46153846153846156,0.46153846153846156,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.2608695652173913,0.44861739130434786,0.5097666666666667,0.4424333333333334,0.08333333333333333,0.08333333333333333,0.2,0.26666666666666666,11.68695652173913,0.21739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,6383.0,106,-63.0,199,202,88,77,29,401,3.0,10.0,1.0,2.0,1.0,3.0,,,4.0,9.0,7.0,19.0,,35.0,212,1.0,2.0,5.0,3.0,7.0,,15.0,6.0,8.0,2.0,6.0,1.0,7.0,1.0,3.0,15.0,1.0,4.0,4.0,7.0,,11.0,5.0,16.0,2.0,2.0,1.0,4.0,,3.0,1.0,1.0,5.0,,2.0,12.0,2.0,1.0,,1.0,,,,,,,,15.0,88,,0.42857142857142855,0.5,0.3684210526315789,0.5,0.42857142857142855,0.4268292682926829,0.5,0.39473684210526316,0.4268292682926829,0.5,0.39473684210526316,19.742489270386265,0.8,,0.09859154929577464,0.0449438202247191,0.13333333333333333,0.041666666666666664,0.10891089108910891,0.04424778761061947,0.05405405405405406,0.030303030303030304,,,0.17647058823529413,0.15789473684210525,0.1,,0.24390243902439024,0.3,0.5,0.3333333333333333,,,,,0.21951219512195122,0.4444444444444444,0.4444444444444444,0.5,0.4,0.5,0.15789473684210525,0.3333333333333333,0.7804878048780488,0.5256975,0.5783875,0.5001694444444444,,,0.14285714285714285,0.42857142857142855,9.152631578947368,0.44221105527638194,2.0,8.0,1.0,1.0,5.0,5.0,14.0,1.0,2.0,2.0,7.0,7.0,22.0,1.0,3.0,3.0,12.0,18.0,3.0,1.0,13.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,0.8571428571428571,0.3181818181818182,0.3333333333333333,0.25,0.3333333333333333,0.5365853658536586,0.21052631578947367,0.4,0.05263157894736842,0.14285714285714285,0.04,0.09090909090909091,0.1951219512195122,0.25,0.25,1.0,0.34146341463414637,0.35714285714285715,0.35714285714285715,0.8,0.2,0.4,0.5,1.0,0.2631578947368421,0.2,0.3684210526315789,0.2857142857142857,0.38461538461538464,26.05454545454545,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
101135,1610612752,David Lee,David Lee,101135,NYK,4942.0,82,5.0,149,150,54,52,29,299,8.0,14.0,3.0,5.0,,,,3.0,,1.0,8.0,18.0,6.0,22.0,136,3.0,6.0,6.0,,,4.0,4.0,10.0,6.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,7.0,5.0,15.0,4.0,24.0,13.0,37.0,,2.0,1.0,4.0,,3.0,1.0,1.0,5.0,1.0,3.0,4.0,5.0,6.0,,,2.0,1.0,,,,,,4.0,54,1.0,0.625,0.8333333333333334,0.4444444444444444,0.5,,0.4444444444444444,0.5,,0.5238095238095238,0.5,1.0,14.285714285714285,0.8,0.4,0.2631578947368421,0.10606060606060606,0.29411764705882354,0.21052631578947367,0.2702702702702703,0.12941176470588237,0.17391304347826086,0.08333333333333333,0.25,0.2222222222222222,0.23333333333333334,0.3076923076923077,,,0.7777777777777778,0.5714285714285714,0.7272727272727273,0.625,0.16666666666666666,,,,0.05555555555555555,,,,0.8333333333333334,0.6,,,0.7777777777777778,0.5585555555555557,0.496425,,0.1,0.1,0.2727272727272727,0.18181818181818182,2.216666666666667,0.3624161073825503,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,,2.0,,1.0,,,,,,,,0.2222222222222222,0.21428571428571427,0.05263157894736842,0.14285714285714285,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,2.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1744,1610612752,Jerome James,Jerome James,1744,NYK,16379.0,273,-70.0,511,511,150,167,72,1022,18.0,28.0,9.0,12.0,6.0,9.0,13.0,38.0,2.0,13.0,33.0,79.0,10.0,76.0,522,13.0,23.0,27.0,11.0,20.0,5.0,27.0,24.0,42.0,16.0,3.0,,3.0,,3.0,6.0,6.0,15.0,15.0,27.0,3.0,45.0,21.0,66.0,3.0,6.0,6.0,9.0,2.0,3.0,14.0,6.0,23.0,1.0,39.0,73.0,15.0,18.0,2.0,,7.0,3.0,15.0,13.0,15.0,11.0,,27.0,150,3.0,0.36363636363636365,0.48,0.4177215189873418,0.5652173913043478,0.55,0.4177215189873418,0.5652173913043478,0.55,0.4367816091954023,0.5869565217391305,0.54,18.54974704890388,0.391304347826087,0.16666666666666666,0.14285714285714285,0.07537688442211055,0.21739130434782608,0.08823529411764706,0.16279069767441862,0.07865168539325842,0.06756756756756757,0.0410958904109589,0.07547169811320754,0.17073170731707318,0.11956521739130435,0.23529411764705882,0.07692307692307693,0.7333333333333333,0.35443037974683544,0.6428571428571429,0.6923076923076923,0.3888888888888889,0.4810126582278481,0.34210526315789475,0.3939393939393939,0.3076923076923077,0.16455696202531644,0.15384615384615385,0.15384615384615385,0.5,0.5217391304347826,0.75,0.45,0.6666666666666666,0.35443037974683544,0.44406708860759503,0.5014722222222221,0.47698,0.08333333333333333,0.08333333333333333,0.35526315789473684,0.35526315789473684,6.5,0.29354207436399216,,,,,,,,,,,,,,,,,,,,,,,7.0,,,4.0,9.0,1.0,,5.0,,,,,,,0.08860759493670886,0.07142857142857142,0.1346153846153846,0.13333333333333333,0.16071428571428573,0.16666666666666666,,,,,,,,,,,,,,,,,,,,8.0,0.13157894736842105,,1.0,7.0,1.0,1.0,2.0,0.2222222222222222,,,,,,,,,,,,,True,,,,,,,,,,
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,8918.0,149,-32.0,280,278,62,70,30,558,5.0,15.0,,3.0,1.0,3.0,3.0,7.0,7.0,17.0,15.0,39.0,14.0,71.0,289,,3.0,6.0,5.0,12.0,4.0,23.0,10.0,20.0,,6.0,1.0,7.0,,2.0,15.0,,6.0,3.0,9.0,,12.0,6.0,18.0,2.0,6.0,6.0,6.0,,5.0,4.0,1.0,10.0,,2.0,6.0,10.0,16.0,,2.0,5.0,2.0,,,,,,23.0,62,2.0,0.3333333333333333,0.3333333333333333,0.38461538461538464,,0.4166666666666667,0.4830508474576271,0.6,0.5588235294117647,0.5227272727272727,0.6,0.575,23.89937106918239,0.6,,0.08571428571428572,0.0594059405940594,0.09090909090909091,,0.08695652173913043,0.043478260869565216,0.09375,0.08823529411764706,,0.07692307692307693,0.09259259259259259,0.08,0.06666666666666667,,0.2542372881355932,0.3333333333333333,0.45454545454545453,0.4,0.11864406779661017,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.288135593220339,0.4117647058823529,0.4375,0.2857142857142857,0.6,,0.17647058823529413,0.3333333333333333,0.5932203389830508,0.4984118644067796,0.6241800000000001,0.4768117647058824,0.078125,0.11363636363636363,0.08450704225352113,0.323943661971831,9.728205128205127,0.22142857142857142,4.0,7.0,1.0,1.0,2.0,5.0,13.0,1.0,1.0,2.0,3.0,9.0,20.0,2.0,2.0,3.0,5.0,21.0,6.0,,13.0,5.0,5.0,1.0,,1.0,2.0,1.0,,3.0,0.7777777777777778,0.45,1.0,0.6,0.45,0.3389830508474576,0.1282051282051282,0.26666666666666666,,,0.08,0.125,0.11864406779661017,0.5714285714285714,0.5714285714285714,0.5,0.22033898305084745,0.38461538461538464,0.38461538461538464,1.0,0.2,0.2,1.0,1.0,0.11764705882352941,0.5,0.17647058823529413,0.6666666666666666,0.38461538461538464,24.529999999999998,,1.0,,,,,,,,,1.0,1.0,3.0,1.0,1.0,0.058823529411764705,1.0,,,,,,True,,,,,,,,,,
1883,1610612752,Steve Francis,Steve Francis,1883,NYK,4366.0,73,3.0,138,140,30,55,21,278,6.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,10.0,9.0,20.0,17.0,44.0,130,2.0,2.0,7.0,1.0,3.0,4.0,6.0,2.0,16.0,,4.0,5.0,9.0,5.0,3.0,23.0,1.0,1.0,,4.0,,4.0,2.0,6.0,,4.0,4.0,2.0,,,1.0,2.0,3.0,,5.0,10.0,12.0,20.0,2.0,,11.0,,1.0,,1.0,,,6.0,30,,0.1111111111111111,0.1111111111111111,0.45,1.0,0.3333333333333333,0.48214285714285715,1.0,0.25,0.5945945945945946,1.1666666666666667,0.5,24.844720496894407,0.6666666666666666,,0.07407407407407407,0.017543859649122806,,0.05555555555555555,0.05194805194805195,0.02666666666666667,,0.047619047619047616,,,0.09090909090909091,,,,0.32142857142857145,0.6666666666666666,0.75,0.16666666666666666,0.03571428571428571,1.0,1.0,,0.35714285714285715,0.2,0.2,,0.5,1.0,0.5,0.5,0.6071428571428571,0.5039999999999999,,0.526725,0.2972972972972973,0.3793103448275862,0.1590909090909091,0.13636363636363635,9.52,0.21739130434782608,1.0,1.0,,,,2.0,7.0,,,,1.0,3.0,8.0,,,,1.0,3.0,6.0,,7.0,2.0,1.0,1.0,,,,,,2.0,0.3333333333333333,0.375,,,0.375,0.2857142857142857,0.05,0.1111111111111111,,0.2,0.08695652173913043,,0.03571428571428571,1.0,1.0,,0.25,0.2857142857142857,0.2857142857142857,0.5,,,,,,,0.25,,0.2857142857142857,24.625000000000004,,,,,3.0,,1.0,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,
200776,1610612752,Mardy Collins,Mardy Collins,200776,NYK,4486.0,75,-12.0,146,142,80,76,22,288,4.0,10.0,1.0,1.0,2.0,7.0,1.0,3.0,2.0,9.0,7.0,22.0,4.0,27.0,139,1.0,2.0,2.0,3.0,15.0,1.0,10.0,4.0,10.0,,4.0,1.0,5.0,1.0,,11.0,,1.0,1.0,6.0,,7.0,1.0,8.0,,3.0,3.0,2.0,,2.0,1.0,,3.0,,5.0,6.0,3.0,6.0,,,2.0,1.0,,,,,,10.0,80,1.0,0.2857142857142857,0.2857142857142857,0.3181818181818182,0.5,0.2,0.39655172413793105,0.5,0.25,0.421875,0.5,0.2631578947368421,20.58823529411765,0.6666666666666666,,0.11764705882352941,0.018518518518518517,0.043478260869565216,,0.0945945945945946,0.013513513513513514,,0.047619047619047616,,,0.17857142857142858,,,,0.3448275862068966,0.4,0.5714285714285714,0.25,0.10344827586206896,0.3333333333333333,0.3333333333333333,,0.3103448275862069,0.2222222222222222,0.25,0.5,0.5,1.0,0.3888888888888889,0.2857142857142857,0.5862068965517241,0.48565689655172417,0.3906,0.48325833333333335,0.06451612903225806,0.08333333333333333,0.07407407407407407,0.37037037037037035,8.763636363636364,0.547945205479452,,,,,,3.0,7.0,,,1.0,3.0,3.0,7.0,,,1.0,3.0,9.0,,,7.0,3.0,4.0,4.0,,,2.0,,,1.0,1.0,0.42857142857142855,,0.3333333333333333,0.42857142857142855,0.2413793103448276,0.18181818181818182,0.3,,,0.06666666666666667,0.16666666666666666,,,,,0.2413793103448276,0.42857142857142855,0.42857142857142855,1.0,,,,,,,0.16666666666666666,0.3333333333333333,0.42857142857142855,25.357142857142858,,,,,,,,,,,,,,,1.0,0.1111111111111111,,,,,,,True,,,,,,,,,,
990,1610612752,Malik Rose,Malik Rose,990,NYK,4661.0,78,-35.0,150,147,71,65,20,297,,4.0,,2.0,,3.0,,1.0,3.0,12.0,3.0,17.0,1.0,7.0,150,1.0,4.0,2.0,2.0,11.0,1.0,5.0,6.0,,,,1.0,1.0,,,3.0,1.0,2.0,6.0,11.0,2.0,19.0,3.0,22.0,1.0,3.0,2.0,3.0,1.0,2.0,4.0,1.0,7.0,,4.0,9.0,2.0,4.0,,,,2.0,,,,,,5.0,71,2.0,1.0,1.0,0.17647058823529413,0.25,0.18181818181818182,0.16666666666666666,0.25,0.16666666666666666,0.175,0.25,0.17857142857142858,15.69767441860465,0.42857142857142855,0.5,0.19642857142857142,0.03389830508474576,0.25,0.0625,0.2125,0.04,0.034482758620689655,0.04,0.0625,0.2222222222222222,0.17857142857142858,0.17647058823529413,0.07692307692307693,,0.2222222222222222,,,,0.05555555555555555,,,,0.6666666666666666,0.25,0.25,1.0,0.5,,0.25,,0.2777777777777778,0.42368333333333325,0.450975,0.4330833333333333,,,0.2857142857142857,0.7142857142857143,14.088235294117649,0.47333333333333333,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,1.0,,1.0,,3.0,,,,,,,,,0.05555555555555555,0.058823529411764705,0.25,,,0.21052631578947367,0.42857142857142855,0.05555555555555555,,,,,,,,,,,,0.08333333333333333,,,,,22.3,,3.0,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,
200764,1610612752,Renaldo Balkman,Renaldo Balkman,200764,NYK,4591.0,77,-22.0,142,142,64,65,32,284,5.0,13.0,3.0,7.0,1.0,4.0,,1.0,,1.0,5.0,15.0,7.0,17.0,149,3.0,7.0,9.0,1.0,6.0,3.0,5.0,2.0,8.0,4.0,6.0,1.0,7.0,1.0,4.0,15.0,3.0,4.0,1.0,7.0,,8.0,7.0,15.0,,2.0,2.0,1.0,1.0,1.0,2.0,,3.0,1.0,9.0,13.0,5.0,8.0,2.0,,5.0,,3.0,1.0,3.0,,,5.0,64,,0.2,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.16666666666666666,0.2777777777777778,0.375,0.125,0.40476190476190477,0.5,0.2777777777777778,13.48314606741573,0.3333333333333333,,0.12727272727272726,0.0625,0.058823529411764705,0.13636363636363635,0.1111111111111111,0.08139534883720931,,0.21052631578947367,0.1111111111111111,0.3,0.1111111111111111,,,,0.7222222222222222,0.38461538461538464,0.45454545454545453,0.2,0.05555555555555555,,,,0.05555555555555555,,,,0.875,0.42857142857142855,0.5,0.25,0.8888888888888888,0.5371833333333335,0.53284,0.469425,0.23809523809523808,0.2777777777777778,0.5294117647058824,0.29411764705882354,1.9266666666666665,0.4507042253521127,,1.0,1.0,,1.0,,2.0,,,,1.0,,3.0,,1.0,,2.0,,,,2.0,,2.0,1.0,,,1.0,,,1.0,,,,,,0.16666666666666666,0.13333333333333333,0.15384615384615385,,0.25,0.05555555555555555,0.25,0.05555555555555555,,,,0.1111111111111111,,,,0.125,,,,0.125,,0.125,,,24.233333333333334,,,,,3.0,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,,True,,,,,,,,,,
950,1610612752,Stephon Marbury,Stephon Marbury,950,NYK,9501.0,158,-26.0,292,289,53,74,42,581,10.0,19.0,1.0,3.0,2.0,5.0,2.0,8.0,4.0,12.0,16.0,39.0,17.0,64.0,303,2.0,4.0,6.0,4.0,9.0,7.0,18.0,4.0,28.0,,15.0,6.0,21.0,4.0,8.0,48.0,,1.0,4.0,8.0,,12.0,1.0,13.0,,6.0,4.0,5.0,2.0,2.0,8.0,3.0,13.0,,2.0,6.0,19.0,26.0,1.0,1.0,12.0,1.0,,,,,,18.0,53,1.0,0.125,0.125,0.41025641025641024,0.5,0.4444444444444444,0.36153846153846153,0.2857142857142857,0.36666666666666664,0.4155844155844156,0.3333333333333333,0.47368421052631576,26.392961876832842,0.38461538461538464,,0.07547169811320754,0.00909090909090909,0.10810810810810811,,0.08391608391608392,0.006535947712418301,0.02702702702702703,,,,0.12,0.06896551724137931,,,0.2923076923076923,0.5263157894736842,0.6666666666666666,0.1,0.12307692307692308,0.25,0.25,,0.18461538461538463,0.3333333333333333,0.3333333333333333,0.25,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.4,0.6923076923076923,0.50518828125,0.43278999999999995,0.4650035714285714,0.15789473684210525,0.24,0.09375,0.28125,7.382051282051282,0.1815068493150685,,2.0,1.0,,,5.0,24.0,,2.0,1.0,6.0,5.0,26.0,,3.0,1.0,6.0,9.0,6.0,1.0,23.0,5.0,4.0,5.0,2.0,3.0,2.0,,,1.0,0.6,0.19230769230769232,,0.16666666666666666,0.2,0.4,0.10256410256410256,0.21052631578947367,,,0.08,0.25,0.03076923076923077,,,,0.36923076923076925,0.20833333333333334,0.20833333333333334,0.6,0.14285714285714285,0.2857142857142857,,,,,0.4,0.16666666666666666,0.21739130434782608,25.65,,2.0,,,2.0,,,,,1.0,,2.0,2.0,1.0,,,,,,,,,True,,,,,,,,,,
