EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,StepOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedLongMidRange,LongMidRangePctBlocked,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,HeaveAttempts,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,on,3pt And 1 Free Throw Trips,BlockedCorner3,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
2772,1610612753,Trevor Ariza,Trevor Ariza,2772,ORL,27864.0,464,-6,874,886,393,324,123,1760,13.0,35.0,,,,1.0,,,,1.0,75,132,,1.0,44.0,194,917,,,41.0,30.0,52.0,,1.0,26.0,86.0,66.0,,1.0,,23,3.0,26,2.0,15,4.0,4.0,55,15.0,29,47,89,21.0,13.0,15.0,9.0,28.0,17,48,44,63.0,3.0,86.0,393,12,3.0,,,,,,0.5681818181818182,0.5769230769230769,0.5639097744360902,0.6428571428571429,0.5660377358490566,0.6024844720496895,0.640625,0.6323529411764706,0.007518796992481203,18.73141724479683,0.5357142857142857,0.09294871794871795,0.1595744680851064,0.10837438423645321,0.08333333333333333,0.14705882352941177,0.2631578947368421,0.37142857142857144,0.37142857142857144,,,,,0.007518796992481203,,,,,,,0.018867924528301886,,0.6766917293233082,,0.5335462406015036,0.5443481481481481,0.5139198113207547,0.211340206185567,0.44329896907216493,5.621212121212121,29.8,0.4496567505720824,59.0,89.0,18.0,25.0,26.0,37.0,3.0,8.0,18.0,28.0,5.0,84.0,26.0,10.0,3.0,36.0,3.0,3.0,42.0,5.0,8.0,2.0,13.0,1.0,6.0,6.0,3.0,13.0,3.0,4.0,3.0,2.0,7.0,32.0,2.0,,1.0,3.0,,,,,,0.56,0.6774193548387096,0.6428571428571429,0.07575757575757576,0.10112359550561797,0.125,0.1111111111111111,0.07317073170731707,0.11428571428571428,0.08108108108108109,0.11079545454545454,0.13725490196078433,0.12987012987012986,0.08823529411764706,0.07407407407407407,0.1,0.08080808080808081,0.13043478260869565,0.19230769230769232,0.10638297872340426,,0.6691729323308271,0.6629213483146067,0.7375,0.4745762711864407,0.06015037593984962,0.375,0.42857142857142855,0.6666666666666666,0.9230769230769231,0.8928571428571429,0.72,0.05555555555555555,0.6981132075471698,0.7027027027027027,0.20253164556962025,0.20382165605095542,,,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,True,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,4056.0,68,-10,130,129,51,57,13,259,2.0,8.0,1.0,4.0,1.0,7.0,,2.0,1.0,4.0,3,10,2.0,11.0,,12,136,,2.0,,,3.0,1.0,5.0,,3.0,,3.0,7.0,1.0,4,1.0,5,1.0,2,1.0,1.0,11,1.0,4,5,5,1.0,,,,1.0,5,8,2,,,3.0,51,1,,0.5,0.18181818181818182,,0.2,0.18181818181818182,0.3,,0.2857142857142857,,0.1875,0.2857142857142857,,0.1875,0.5238095238095238,15.068493150684931,,0.09302325581395349,0.14285714285714285,0.1,0.05555555555555555,0.14285714285714285,0.38095238095238093,0.25,0.25,0.19047619047619047,0.25,0.25,1.0,0.3333333333333333,0.14285714285714285,0.14285714285714285,,1.0,,,0.5,0.25,0.6190476190476191,0.14285714285714285,0.49966,0.56145,0.48929999999999996,,0.25,15.419999999999998,25.69090909090909,0.3923076923076923,1.0,2.0,,,,1.0,,,,,,6.0,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,0.14285714285714285,0.09090909090909091,,,,0.09523809523809523,0.5,0.5,1.0,,,,,1.0,,,,0.125,,,,,1.0,,,,,,0.125,,,,3.0,,,,,,,,,True,,,,,,,
2586,1610612753,Keith Bogans,Keith Bogans,2586,ORL,11137.0,186,-15,348,358,123,131,38,706,1.0,8.0,5.0,13.0,4.0,9.0,,,2.0,4.0,5,21,9.0,22.0,5.0,42,373,,1.0,,1.0,8.0,3.0,5.0,,11.0,6.0,27.0,9.0,4.0,17,1.0,18,,8,5.0,4.0,37,2.0,12,14,15,8.0,4.0,2.0,2.0,6.0,7,26,6,7.0,,11.0,123,7,,1.0,0.4090909090909091,,0.6,0.4090909090909091,0.23809523809523808,0.125,0.43023255813953487,,0.4230769230769231,0.45652173913043476,,0.4230769230769231,0.5116279069767442,13.29923273657289,0.3333333333333333,0.09375,0.05714285714285714,0.08588957055214724,0.06557377049180328,0.037037037037037035,0.18604651162790697,0.125,0.125,0.3023255813953488,0.38461538461538464,0.38461538461538464,1.0,0.20930232558139536,0.4444444444444444,0.4444444444444444,1.0,,,,0.3076923076923077,0.5,0.7441860465116279,0.4444444444444444,0.5352313953488372,0.5125333333333333,0.5093615384615385,,0.2619047619047619,8.447619047619048,23.895454545454548,0.35344827586206895,3.0,10.0,,1.0,,3.0,1.0,3.0,,2.0,,4.0,,,,1.0,,,1.0,,4.0,1.0,4.0,,,2.0,,1.0,1.0,1.0,,2.0,1.0,4.0,,,,,,,,,,0.4,0.4,,,,,,,0.009345794392523364,,0.007518796992481203,,0.03225806451612903,,,,0.17647058823529413,0.06060606060606061,0.125,,,0.23255813953488372,0.3,0.3,0.3333333333333333,0.06976744186046512,0.3333333333333333,0.3333333333333333,,1.0,0.3333333333333333,,,0.23076923076923078,,0.08695652173913043,0.16666666666666666,1.0,1.0,1.0,,,,,0.07692307692307693,1.0,,1.0,,,,0.3333333333333333,,,,,,True,,,,,,,
448,1610612753,Bo Outlaw,Bo Outlaw,448,ORL,5577.0,93,-25,170,170,53,60,26,340,,,,,,,,,,,10,13,,,2.0,22,187,,,8.0,2.0,2.0,,,1.0,5.0,6.0,,,,3,3.0,6,3.0,2,,1.0,15,,6,7,18,1.0,,2.0,2.0,6.0,8,18,5,3.0,,5.0,53,3,,,,,,,0.7692307692307693,1.0,0.7692307692307693,0.75,1.0,0.7857142857142857,0.8,1.25,,10.0,0.3333333333333333,0.09375,,0.06896551724137931,0.1282051282051282,,,,,,,,,,,,,,,,,,0.9230769230769231,,0.5554307692307693,0.5283249999999999,0.5342,0.36363636363636365,0.22727272727272727,0.4153846153846154,,0.31176470588235294,9.0,12.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,14.0,4.0,1.0,2.0,9.0,,1.0,11.0,,1.0,2.0,4.0,,,,1.0,3.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,,1.0,,1.0,,,2.0,0.7,0.875,0.75,0.07692307692307693,0.08333333333333333,,0.2,,0.13846153846153847,0.14285714285714285,0.13924050632911392,0.05555555555555555,0.3,0.07407407407407407,0.2,,,0.08333333333333333,,,,0.9230769230769231,0.75,0.8181818181818182,0.6666666666666666,0.07692307692307693,1.0,1.0,1.0,,0.75,0.6666666666666666,,1.0,1.0,0.14285714285714285,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101143,1610612753,Travis Diener,Travis Diener,101143,ORL,12902.0,215,35,400,392,152,138,51,792,9.0,20.0,3.0,8.0,8.0,26.0,,1.0,1.0,11.0,15,29,11.0,34.0,11.0,74,404,,1.0,4.0,6.0,10.0,3.0,15.0,5.0,26.0,16.0,24.0,26.0,8.0,19,11.0,30,6.0,4,2.0,13.0,71,6.0,7,13,16,3.0,2.0,3.0,1.0,12.0,5,16,9,13.0,2.0,26.0,152,4,2.0,0.7272727272727273,0.3235294117647059,,0.2,0.3235294117647059,0.5172413793103449,0.6,0.5,0.3333333333333333,0.42,0.5378787878787878,0.3333333333333333,0.48148148148148145,0.5396825396825397,17.067833698030633,0.25,0.04929577464788732,0.13333333333333333,0.06951871657754011,0.0847457627118644,0.06666666666666667,0.31746031746031744,0.45,0.45,0.12698412698412698,0.375,0.375,0.6666666666666666,0.4126984126984127,0.3076923076923077,0.3076923076923077,0.75,0.16666666666666666,,,0.44,0.09090909090909091,0.6190476190476191,0.3076923076923077,0.484765873015873,0.4217000000000001,0.48535000000000006,0.05405405405405406,0.35135135135135137,15.196551724137935,24.96470588235294,0.38,4.0,5.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,5.0,,14.0,2.0,,,2.0,1.0,,3.0,,1.0,5.0,9.0,,2.0,,,5.0,,3.0,,,1.0,1.0,,,,,,,,,,0.4666666666666667,0.5,0.4,,,,,0.09090909090909091,0.015748031496062992,,0.011363636363636364,0.03125,,0.015625,,,0.02040816326530612,0.029411764705882353,0.26666666666666666,,,0.07936507936507936,0.8,0.8,0.75,0.06349206349206349,0.5,0.5,0.5,0.3333333333333333,0.16666666666666666,1.0,,0.08,1.0,0.03125,0.034482758620689655,2.0,4.0,5.0,1.0,5.0,,,0.16,0.5,,,9.0,,1.0,,,,0.02857142857142857,,,False,,,,,,,
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,29562.0,493,7,891,895,240,196,113,1786,10.0,32.0,,,,,,,,,52,114,,,22.0,126,916,,,29.0,13.0,28.0,,,10.0,36.0,22.0,,,,8,4.0,12,2.0,6,1.0,1.0,28,19.0,64,92,116,12.0,3.0,11.0,4.0,21.0,43,68,32,32.0,4.0,36.0,240,7,3.0,,,,,,0.45614035087719296,0.4642857142857143,0.45614035087719296,0.5217391304347826,0.4642857142857143,0.4883720930232558,0.5370370370370371,0.5142857142857142,,14.565004887585532,0.5238095238095238,0.19393939393939394,0.17757009345794392,0.18993135011441648,0.15789473684210525,0.1518987341772152,0.2807017543859649,0.3125,0.3125,,,,,,,,,,,,,,0.3157894736842105,,0.44911228070175446,0.5214111111111109,0.4276178571428571,0.23015873015873015,0.2857142857142857,8.628947368421054,,0.26936026936026936,26.0,36.0,9.0,13.0,6.0,8.0,16.0,46.0,12.0,23.0,5.0,82.0,10.0,6.0,3.0,20.0,1.0,9.0,24.0,,9.0,1.0,10.0,,7.0,2.0,1.0,4.0,3.0,2.0,5.0,7.0,3.0,14.0,7.0,7.0,,7.0,3.0,1.0,,5.0,2.0,0.7884615384615384,0.8723404255319149,0.5217391304347826,0.05263157894736842,0.1111111111111111,0.043478260869565216,0.28125,0.022727272727272728,0.06230529595015576,0.039473684210526314,0.05793450881612091,0.09574468085106383,0.05714285714285714,0.040983606557377046,,0.125,0.17142857142857143,0.2717391304347826,0.25,,0.42857142857142855,0.3157894736842105,0.7222222222222222,0.8125,0.6538461538461539,0.40350877192982454,0.34782608695652173,0.36363636363636365,0.875,1.0,0.5652173913043478,0.6923076923076923,0.4444444444444444,0.2857142857142857,0.75,0.112,0.112,,,2.0,,,,,,,,,,,,,,,,,,False,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,14547.0,242,29,459,443,161,177,59,902,6.0,21.0,,,11.0,28.0,1.0,2.0,3.0,9.0,10,35,11.0,28.0,16.0,69,457,1.0,2.0,12.0,5.0,14.0,3.0,9.0,13.0,32.0,6.0,33.0,28.0,11.0,8,5.0,13,3.0,5,2.0,1.0,31,7.0,17,26,38,6.0,2.0,4.0,4.0,12.0,15,29,14,18.0,1.0,32.0,161,5,1.0,1.0,0.39285714285714285,0.5,0.3333333333333333,0.39285714285714285,0.2857142857142857,0.35714285714285715,0.42063492063492064,0.625,0.41304347826086957,0.4788732394366197,0.75,0.5333333333333333,0.4444444444444444,15.839694656488549,0.3333333333333333,0.10559006211180125,0.2,0.12244897959183673,0.07142857142857142,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.2857142857142857,,,,,0.4444444444444444,0.39285714285714285,0.39285714285714285,1.0,0.5,0.5,1.0,0.391304347826087,0.3333333333333333,0.6031746031746031,0.39285714285714285,0.47301587301587295,0.4094,0.4606673913043479,0.17391304347826086,0.463768115942029,11.719999999999999,25.496428571428574,0.35076252723311546,2.0,10.0,,,1.0,4.0,2.0,4.0,1.0,2.0,7.0,14.0,2.0,4.0,3.0,8.0,1.0,2.0,12.0,1.0,4.0,1.0,8.0,,,3.0,,2.0,2.0,4.0,,1.0,,6.0,,,,,,,,,,0.7,0.7777777777777778,0.5,0.11428571428571428,0.4,,0.08695652173913043,0.047619047619047616,0.053691275167785234,0.0625,0.05583756345177665,0.08333333333333333,0.029411764705882353,0.04477611940298507,0.04878048780487805,0.14285714285714285,0.15555555555555556,0.10869565217391304,0.07142857142857142,0.02631578947368421,,0.15873015873015872,0.2,0.3333333333333333,1.0,0.06349206349206349,0.5,0.5,,0.8333333333333334,,,,0.17391304347826086,0.25,0.1,0.14634146341463414,,,2.0,,1.0,,,,,,,,,1.0,,,,0.034482758620689655,,,False,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,33273.0,555,10,1051,1043,439,376,127,2094,29.0,69.0,13.0,28.0,23.0,59.0,2.0,7.0,7.0,24.0,39,87,36.0,87.0,54.0,240,1102,2.0,10.0,14.0,17.0,34.0,13.0,33.0,27.0,100.0,26.0,102.0,58.0,23.0,26,5.0,31,4.0,17,4.0,5.0,67,7.0,28,37,47,11.0,4.0,11.0,8.0,20.0,18,44,35,60.0,9.0,100.0,439,10,7.0,0.9444444444444444,0.41379310344827586,0.2,0.3939393939393939,0.4186046511627907,0.4482758620689655,0.5,0.5344827586206896,0.2777777777777778,0.5447761194029851,0.592964824120603,0.35,0.6097560975609756,0.5,18.196994991652755,0.55,0.07909604519774012,0.058333333333333334,0.07383966244725738,0.08552631578947369,0.04819277108433735,0.39655172413793105,0.42028985507246375,0.43283582089552236,0.16091954022988506,0.4642857142857143,0.4642857142857143,1.0,0.3390804597701149,0.3898305084745763,0.3898305084745763,0.9130434782608695,0.3888888888888889,0.2857142857142857,1.0,0.3582089552238806,0.2916666666666667,0.5747126436781609,0.39655172413793105,0.471349710982659,0.48949615384615375,0.45662954545454537,0.058333333333333334,0.4166666666666667,15.65977011494253,25.16091954022988,0.41769743101807805,7.0,13.0,,2.0,4.0,9.0,3.0,5.0,2.0,8.0,4.0,52.0,,4.0,4.0,5.0,1.0,2.0,10.0,1.0,7.0,1.0,9.0,,3.0,3.0,,9.0,3.0,2.0,1.0,4.0,1.0,13.0,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.25,0.04597701149425287,0.07692307692307693,0.2,0.041666666666666664,0.019230769230769232,0.015060240963855422,0.038834951456310676,0.020689655172413793,0.010638297872340425,0.02631578947368421,0.012345679012345678,0.04054054054054054,0.034482758620689655,0.0782608695652174,0.06896551724137931,0.08108108108108109,0.010869565217391304,,0.07471264367816093,0.5384615384615384,0.5833333333333334,0.5714285714285714,0.028735632183908046,0.6,0.75,0.6666666666666666,0.6896551724137931,0.1111111111111111,,,0.13432835820895522,0.4444444444444444,0.09473684210526316,0.13131313131313133,6.0,9.0,1.0,3.0,4.0,,0.028985507246376812,0.13432835820895522,0.6666666666666666,,3.0,6.0,1.0,5.0,0.16666666666666666,,,0.054945054945054944,,,False,1.0,,,,,,
2772,1610612753,Trevor Ariza,Trevor Ariza,2772,ORL,48809.0,813,44,1503,1492,527,515,224,2995,19.0,61.0,,2.0,,4.0,,1.0,,4.0,125,232,,6.0,62.0,312,1507,,1.0,62.0,36.0,64.0,,5.0,29.0,101.0,100.0,,2.0,,31,8.0,39,6.0,21,5.0,5.0,86,24.0,63,104,160,38.0,16.0,21.0,11.0,56.0,41,86,82,108.0,10.0,101.0,527,7,9.0,,,,,,0.5387931034482759,0.5625,0.5252100840336135,0.5333333333333333,0.5217391304347826,0.5492957746478874,0.5535714285714286,0.5489130434782609,0.025210084033613446,19.187358916478555,0.375,0.12233009708737864,0.14201183431952663,0.12719298245614036,0.16216216216216217,0.15833333333333333,0.25630252100840334,0.3114754098360656,0.3114754098360656,0.008403361344537815,,,,0.01680672268907563,,,,0.022222222222222223,,,0.057971014492753624,,0.6470588235294118,,0.5114375,0.52627375,0.5027268656716417,0.1987179487179487,0.32371794871794873,5.898706896551724,32.18333333333333,0.35063206919494344,100.0,148.0,23.0,40.0,28.0,41.0,6.0,23.0,24.0,44.0,14.0,150.0,34.0,19.0,8.0,48.0,,17.0,56.0,6.0,22.0,4.0,35.0,1.0,10.0,13.0,2.0,14.0,2.0,11.0,4.0,8.0,16.0,52.0,15.0,7.0,6.0,16.0,13.0,,,1.0,,0.6,0.6944444444444444,0.5454545454545454,0.08189655172413793,0.12162162162162163,0.043478260869565216,0.30357142857142855,,0.08617594254937164,0.0761904761904762,0.08459214501510574,0.08648648648648649,0.12318840579710146,0.0641025641025641,0.10294117647058823,0.02702702702702703,0.06832298136645963,0.12121212121212122,0.10204081632653061,0.07142857142857142,0.8125,0.6218487394957983,0.6756756756756757,0.7692307692307693,0.61,0.09663865546218488,0.2608695652173913,0.2727272727272727,,0.7368421052631579,0.8888888888888888,0.575,0.13043478260869565,0.5942028985507246,0.6829268292682927,0.1897810218978102,0.19402985074626866,,1.0,2.0,2.0,,2.0,,0.014492753623188406,,,,,2.0,,,,,,1.0,,False,,1.0,,,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,60185.0,1003,41,1859,1849,604,646,249,3708,40.0,117.0,8.0,23.0,18.0,42.0,1.0,5.0,3.0,15.0,118,267,26.0,65.0,80.0,394,1934,2.0,6.0,26.0,40.0,81.0,5.0,21.0,33.0,128.0,140.0,75.0,42.0,18.0,56,26.0,82,15.0,36,8.0,12.0,190,14.0,24,41,55,39.0,17.0,27.0,21.0,55.0,30,84,82,93.0,7.0,128.0,604,21,7.0,0.9615384615384616,0.4,0.3333333333333333,0.23809523809523808,0.4,0.4419475655430712,0.49382716049382713,0.47289156626506024,0.5238095238095238,0.46568627450980393,0.524390243902439,0.5652173913043478,0.5338983050847458,0.19578313253012047,19.647822057460612,0.4909090909090909,0.03697996918335902,0.07526881720430108,0.045508982035928146,0.03076923076923077,0.08661417322834646,0.35240963855421686,0.3418803418803419,0.3418803418803419,0.06927710843373494,0.34782608695652173,0.34782608695652173,1.0,0.12650602409638553,0.42857142857142855,0.42857142857142855,0.9444444444444444,0.23809523809523808,0.2,1.0,0.14705882352941177,0.2,0.49698795180722893,0.42857142857142855,0.4757634036144577,0.4588,0.449771568627451,0.06598984771573604,0.3248730964467005,10.055430711610487,24.604615384615382,0.32490586336740185,57.0,100.0,5.0,7.0,18.0,29.0,21.0,50.0,8.0,15.0,4.0,96.0,4.0,22.0,4.0,9.0,1.0,3.0,14.0,4.0,22.0,6.0,28.0,4.0,6.0,7.0,4.0,12.0,1.0,5.0,,11.0,9.0,38.0,9.0,4.0,3.0,10.0,5.0,,,,,0.4067796610169492,0.41379310344827586,0.5333333333333333,0.08239700374531835,0.19,0.06,0.04054054054054054,0.009523809523809525,0.013824884792626729,0.027586206896551724,0.016331658291457288,0.01507537688442211,0.021739130434782608,0.007462686567164179,0.02912621359223301,0.023809523809523808,0.03773584905660377,0.04519774011299435,0.05084745762711865,0.02531645569620253,0.5,0.30120481927710846,0.57,0.7037037037037037,0.5614035087719298,0.15060240963855423,0.42,0.44680851063829785,0.09523809523809523,0.35,0.3333333333333333,0.7142857142857143,0.4,0.28431372549019607,0.6206896551724138,0.11049723756906077,0.12837837837837837,2.0,6.0,11.0,2.0,8.0,2.0,,0.058823529411764705,0.3333333333333333,1.0,1.0,3.0,,2.0,0.047619047619047616,1.0,1.0,0.030303030303030304,1.0,1.0,False,1.0,,1.0,,,,
2306,1610612753,Carlos Arroyo,Carlos Arroyo,2306,ORL,57945.0,966,79,1790,1795,517,541,222,3585,87.0,189.0,5.0,9.0,4.0,27.0,,2.0,2.0,11.0,149,331,9.0,36.0,104.0,429,1792,1.0,3.0,42.0,41.0,93.0,2.0,12.0,31.0,119.0,244.0,24.0,26.0,4.0,106,42.0,148,28.0,66,10.0,30.0,338,14.0,65,79,103,27.0,13.0,29.0,22.0,71.0,27,93,110,132.0,10.0,119.0,517,19,10.0,0.8888888888888888,0.25,0.3333333333333333,0.16666666666666666,0.2571428571428571,0.4501510574018127,0.44086021505376344,0.4427792915531335,0.5,0.41904761904761906,0.5023866348448688,0.5,0.4722222222222222,0.09809264305177112,23.85589094449854,0.4084507042253521,0.1035031847133758,0.07329842931937172,0.09645909645909646,0.1111111111111111,0.05755395683453238,0.5149863760217984,0.4603174603174603,0.4702702702702703,0.02452316076294278,0.5555555555555556,0.5555555555555556,0.8,0.07356948228882834,0.14814814814814814,0.14814814814814814,1.0,0.05405405405405406,,,0.10476190476190476,0.18181818181818182,0.2970027247956403,0.15384615384615385,0.438903021978022,0.4214390625,0.4258310679611651,0.0979020979020979,0.2773892773892774,12.526586102719028,25.486111111111114,0.2888268156424581,31.0,73.0,3.0,5.0,10.0,21.0,31.0,69.0,17.0,34.0,5.0,54.0,10.0,20.0,5.0,17.0,2.0,,24.0,8.0,14.0,12.0,42.0,2.0,7.0,5.0,5.0,27.0,1.0,12.0,4.0,15.0,18.0,60.0,,,,,,,,,,0.18120805369127516,0.1875,0.5,0.06042296072507553,0.1780821917808219,0.043478260869565216,,0.02247191011235955,0.02809917355371901,0.03496503496503497,0.029411764705882353,0.020100502512562814,0.029069767441860465,0.03418803418803419,0.030303030303030304,0.045454545454545456,0.06060606060606061,0.1404494382022472,0.11538461538461539,0.0446927374301676,,0.1989100817438692,0.4246575342465753,0.5166666666666667,0.2903225806451613,0.1880108991825613,0.4492753623188406,0.4696969696969697,0.06451612903225806,0.1839080459770115,0.13513513513513514,0.6,,0.2,0.47619047619047616,0.1466992665036675,0.16085790884718498,,1.0,14.0,1.0,10.0,,0.021164021164021163,0.009523809523809525,,1.0,1.0,3.0,1.0,,0.02702702702702703,1.0,1.0,,,,False,,,,,,,
