EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PtsAssisted2s,DefThreePtRebounds,FTDefRebounds,DeadBallTurnovers,Travels,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,DefFTReboundPct,DefThreePtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,OffShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,PenaltyArc3FGA,PenaltyFG3A,PtsUnassisted3s,NonShootingPenaltyNonTakeFouls,PenaltyArc3Frequency,FTOffRebounds,DefensiveGoaltends,ShortMidRangePctBlocked,OffFTReboundPct,OffensiveGoaltends,LongMidRangePctBlocked,3SecondViolations,Corner3FGM,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Accuracy,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,on,SecondChanceCorner3FGA,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,HeaveMakes,HeaveAttempts,3pt And 1 Free Throw Trips,OffCorner3ReboundPct,SecondChanceCorner3FGM,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,Clear Path Fouls
101108,1610612740,Chris Paul,Chris Paul,101108,NOK,4093.0,68,-7,128,125,13.0,29.0,22,253,4.0,7.0,3.0,6.0,2.0,7.0,1.0,2.0,9.0,20.0,3.0,10.0,28.0,146,1.0,2.0,1.0,3.0,2.0,2.0,2.0,18.0,2.0,2.0,2.0,13.0,7.0,20.0,6.0,1.0,7.0,2.0,4.0,47.0,1.0,3.0,1.0,1,4.0,5,2.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,14.0,1.0,10.0,2.0,5.0,1.0,1.0,2.0,13.0,1.0,0.45,0.5,0.391304347826087,0.5,0.5185185185185185,0.75,0.3333333333333333,0.13043478260869565,0.1,0.2857142857142857,20.0,1.0,0.029411764705882353,0.05357142857142857,0.1,0.02040816326530612,0.06060606060606061,0.08333333333333333,0.07692307692307693,0.125,0.06666666666666667,0.18181818181818182,0.30434782608695654,0.5714285714285714,0.8,0.2608695652173913,0.5,0.5,0.30434782608695654,0.2857142857142857,0.2857142857142857,0.043478260869565216,0.08695652173913043,0.43478260869565216,0.49106956521739126,0.2752,0.31945,0.19230769230769232,0.21739130434782608,0.10714285714285714,0.07142857142857142,8.385000000000002,24.766666666666666,0.1015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
101138,1610612740,Brandon Bass,Brandon Bass,101138,NOK,9690.0,162,-18,309,307,61.0,83.0,48,616,9.0,18.0,3.0,11.0,3.0,14.0,,1.0,15.0,43.0,1.0,12.0,42.0,323,4.0,9.0,3.0,11.0,11.0,2.0,14.0,14.0,6.0,1.0,3.0,1.0,2.0,3.0,2.0,,1.0,,,8.0,2.0,11.0,21.0,30,13.0,43,,2.0,2.0,,2.0,2.0,,10.0,1.0,16.0,13.0,2.0,16.0,,8.0,,,14.0,61.0,,0.3488372093023256,0.4444444444444444,0.3409090909090909,0.4444444444444444,0.40384615384615385,0.4583333333333333,0.5384615384615384,0.022727272727272728,0.06976744186046512,0.16666666666666666,16.986301369863014,0.2,0.22105263157894736,0.08333333333333333,0.07142857142857142,0.2153846153846154,0.08125,0.15384615384615385,0.08064516129032258,0.08,0.24390243902439024,,0.4090909090909091,0.5,0.6,0.25,0.2727272727272727,0.2727272727272727,0.3181818181818182,0.21428571428571427,0.21428571428571427,,0.022727272727272728,0.4318181818181818,0.47359431818181824,0.5551428571428572,0.4941181818181818,0.15384615384615385,0.1568627450980392,0.2619047619047619,0.3333333333333333,7.253488372093023,25.7,0.19741100323624594,4.0,8.0,4.0,5.0,6.0,16.0,7.0,2.0,8.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,0.5333333333333333,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.4,0.2,0.11538461538461539,0.2857142857142857,0.19230769230769232,0.2222222222222222,0.6666666666666666,0.4444444444444444,0.3333333333333333,1.0,0.8888888888888888,0.5,0.25,0.45454545454545453,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1517,1610612740,Bobby Jackson,Bobby Jackson,1517,NOK,2244.0,37,-23,70,69,1.0,3.0,12,139,1.0,6.0,1.0,2.0,2.0,4.0,2.0,6.0,4.0,12.0,8.0,,14.0,89,,1.0,,3.0,,,,8.0,,6.0,2.0,3.0,3.0,6.0,3.0,,1.0,,2.0,15.0,,3.0,,2,3.0,5,1.0,1.0,,1.0,3.0,2.0,1.0,5.0,,,,,,,,,,,1.0,,0.3333333333333333,,0.35,0.75,0.35,0.75,,0.4,0.16666666666666666,0.3333333333333333,30.48780487804878,0.6,,0.12,,0.06896551724137931,0.08333333333333333,,,,,0.08333333333333333,0.3,0.16666666666666666,0.25,0.1,0.5,0.5,0.2,0.5,0.5,0.1,0.3,0.7,0.5060425,0.5491,,,,0.21428571428571427,,7.724999999999999,24.9625,0.014285714285714285,,1.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,0.13333333333333333,,,0.1,0.2,,,,,0.5,,,,,2.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,0.25,1.0,0.25,0.6,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1531,1610612740,Marc Jackson,Marc Jackson,1531,NOK,1041.0,17,-15,31,28,6.0,6.0,7,59,,1.0,,,2.0,6.0,,,2.0,7.0,,2.0,6.0,34,,1.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,1.0,1,2.0,3,,1.0,,1.0,2.0,1.0,1.0,2.0,,,2.0,1.0,2.0,,1.0,,,2.0,6.0,,0.2857142857142857,,0.2857142857142857,,0.375,,0.3333333333333333,,,,25.0,1.0,0.14285714285714285,0.1,,0.09090909090909091,0.08333333333333333,,0.16666666666666666,,0.2,,0.14285714285714285,,,,,,0.8571428571428571,0.3333333333333333,0.3333333333333333,,,0.14285714285714285,0.4079428571428571,0.5734,0.3904,0.125,0.125,,0.3333333333333333,14.971428571428573,,0.1935483870967742,,1.0,,,,4.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2484,1610612740,Devin Brown,Devin Brown,2484,NOK,2328.0,39,-30,73,74,17.0,17.0,10,147,,2.0,,2.0,2.0,5.0,,7.0,2.0,9.0,7.0,2.0,15.0,77,,1.0,,3.0,,,,2.0,,7.0,2.0,1.0,1.0,2.0,1.0,,,,1.0,5.0,1.0,1.0,4.0,7,2.0,9,,1.0,1.0,,2.0,1.0,1.0,4.0,1.0,2.0,2.0,,2.0,,1.0,,,,17.0,,0.2222222222222222,,0.40625,0.75,0.4411764705882353,0.75,,0.4375,0.2222222222222222,1.0,24.137931034482758,0.5,0.16666666666666666,0.02631578947368421,0.1,0.22580645161290322,0.041666666666666664,0.06666666666666667,,0.125,0.14285714285714285,,0.125,,,0.125,,,0.3125,0.4,0.4,,0.4375,0.5625,0.468340625,0.473875,0.4572,0.058823529411764705,0.1,0.2,,11.411111111111111,25.157142857142855,0.2328767123287671,,,,,,2.0,3.0,,2.0,2.0,2.0,,1.0,,,,,,,,,0.5,0.5,,,,0.42857142857142855,0.2,0.2,0.5,,,,,0.5,,,,,,3.0,1.0,1.0,3.0,1.0,1.0,6.0,3.0,,,0.6666666666666666,0.42857142857142855,1.0,0.42857142857142855,,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.5,1.0,,0.42857142857142855,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
200756,1610612740,Hilton Armstrong,Hilton Armstrong,200756,NOK,5170.0,86,10,163,162,45.0,56.0,27,325,10.0,17.0,,2.0,2.0,6.0,,,12.0,25.0,,8.0,32.0,158,3.0,9.0,1.0,7.0,5.0,1.0,7.0,12.0,6.0,,2.0,1.0,,1.0,,,1.0,,,2.0,3.0,5.0,7.0,14,9.0,23,1.0,1.0,1.0,,1.0,,1.0,5.0,,6.0,11.0,1.0,12.0,4.0,8.0,,,7.0,45.0,,0.48,0.3333333333333333,0.48,0.3333333333333333,0.5517241379310345,0.35,0.7,,0.08,0.058823529411764705,17.346938775510203,0.2,0.13725490196078433,0.07352941176470588,0.17647058823529413,0.17333333333333334,0.09411764705882353,0.09090909090909091,0.06896551724137931,0.17647058823529413,0.18181818181818182,0.09090909090909091,0.68,0.5882352941176471,0.625,0.08,,,0.24,0.3333333333333333,0.3333333333333333,,,0.68,0.52642,0.5359714285714285,0.4520799999999999,0.27586206896551724,0.27586206896551724,0.21875,0.21875,4.9,,0.27607361963190186,3.0,8.0,2.0,3.0,3.0,12.0,6.0,1.0,4.0,2.0,1.0,2.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,0.5,0.6666666666666666,0.6,0.6,0.3333333333333333,0.25,,0.21428571428571427,0.3125,0.125,1.0,0.6,,,0.8888888888888888,0.375,,0.6,0.6666666666666666,,,,,,,,,,,,,,,0.058823529411764705,,,,,,,,,,,,,1.0,1.0,0.5,0.14285714285714285,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2046,1610612740,Desmond Mason,Desmond Mason,2046,NOK,3666.0,61,-11,119,115,10.0,25.0,18,234,5.0,6.0,1.0,11.0,,2.0,,,6.0,19.0,,2.0,14.0,136,1.0,1.0,,2.0,1.0,,,6.0,2.0,,3.0,1.0,2.0,3.0,2.0,,,,1.0,8.0,,3.0,3.0,4,3.0,7,,1.0,1.0,,2.0,1.0,1.0,5.0,3.0,7.0,5.0,1.0,2.0,,1.0,,,,10.0,,0.3157894736842105,1.0,0.3157894736842105,1.0,0.35,1.0,,,0.15789473684210525,,18.38235294117647,0.4,0.08108108108108109,0.06,,0.0851063829787234,0.05357142857142857,,0.08333333333333333,,0.07692307692307693,,0.3157894736842105,0.8333333333333334,0.8333333333333334,0.5789473684210527,0.09090909090909091,0.1111111111111111,0.10526315789473684,,,,,0.3157894736842105,0.4410894736842105,0.6219,0.3998,0.05,0.05,0.14285714285714285,,6.8578947368421055,,0.08403361344537816,1.0,1.0,,,,6.0,1.0,,3.0,,,4.0,,2.0,1.0,,,,,,,0.5,0.6,,,,0.1,,0.15384615384615385,,0.5,,0.6,,,1.0,1.0,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,0.18181818181818182,,1.0,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
200759,1610612740,Cedric Simmons,Cedric Simmons,200759,NOK,2325.0,39,-15,72,75,29.0,24.0,10,147,1.0,4.0,2.0,2.0,,5.0,,,3.0,11.0,,,6.0,75,,3.0,,,4.0,,4.0,2.0,,,,1.0,1.0,2.0,1.0,,,,1.0,5.0,,1.0,2.0,2,1.0,3,,,,,1.0,1.0,,1.0,,4.0,1.0,,,,,,,4.0,29.0,,0.2727272727272727,,0.2727272727272727,,0.2727272727272727,,0.5,,,,13.636363636363637,1.0,0.07142857142857142,0.029411764705882353,,0.0625,0.024390243902439025,0.08333333333333333,,,0.07692307692307693,,0.36363636363636365,0.25,0.25,0.18181818181818182,1.0,1.0,0.45454545454545453,,,,,0.36363636363636365,0.41690000000000005,0.4285666666666667,0.47097500000000003,,,,0.6666666666666666,10.336363636363636,,0.4027777777777778,,1.0,1.0,3.0,2.0,4.0,,,,,,3.0,,,,1.0,,,1.0,1.0,,0.6666666666666666,0.6666666666666666,0.5,0.5,,,0.125,,,,,1.0,0.5,,0.3333333333333333,,,0.75,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2199,1610612740,Tyson Chandler,Tyson Chandler,2199,NOK,2338.0,39,-2,78,76,1.0,11.0,10,154,2.0,3.0,,,1.0,1.0,,,3.0,4.0,,,6.0,85,1.0,1.0,,2.0,,,,4.0,2.0,,,,,,,,,,,,1.0,3.0,3.0,5,4.0,9,,2.0,1.0,1.0,1.0,,1.0,3.0,1.0,4.0,,,,,,,,,1.0,,0.75,1.0,0.75,1.0,0.75,1.0,,,,,7.954545454545454,0.3333333333333333,0.12,0.09375,0.25,0.1724137931034483,0.1111111111111111,0.125,0.06666666666666667,0.3333333333333333,,,0.75,0.6666666666666666,0.6666666666666666,,,,0.25,1.0,1.0,,,0.75,0.553025,0.5678,,,,0.3333333333333333,,3.6,,0.01282051282051282,1.0,1.0,,,,2.0,2.0,,2.0,,,2.0,1.0,,,1.0,1.0,,,1.0,1.0,0.3333333333333333,0.5,,,,0.5,0.14285714285714285,0.2857142857142857,0.5,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,0.1111111111111111,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2446,1610612740,Rasual Butler,Rasual Butler,2446,NOK,2816.0,47,38,96,98,33.0,31.0,14,194,1.0,2.0,1.0,3.0,5.0,9.0,1.0,5.0,7.0,14.0,6.0,,32.0,70,,,,3.0,7.0,,10.0,8.0,,5.0,,,,,,,,,,,,,3.0,5,,5,,1.0,1.0,,,,,1.0,,1.0,2.0,1.0,,,,,,10.0,33.0,,0.5,,0.8,1.5,0.8,1.5,0.5555555555555556,0.3,,,18.260869565217394,,0.07894736842105263,,,0.07547169811320754,,,,,0.13333333333333333,,0.1,0.5,0.5,0.15,0.3333333333333333,0.3333333333333333,0.45,0.5555555555555556,0.5555555555555556,0.05,0.25,0.4,0.4410275,0.54195,0.40647222222222223,,,0.09375,0.3125,13.414285714285715,24.450000000000003,0.34375,,,,,2.0,6.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,1.0,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.5555555555555556,0.2,0.06666666666666667,0.0625,,,0.2,1.0,1.0,,0.4,,,,,,5.0,1.0,1.0,6.0,1.0,1.0,18.0,5.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,0.2222222222222222,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,
