EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,3SecondViolations,ShortMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceFG3M,NonHeaveArc3FGM,Fg3aBlocked,Arc3Assists,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,NonHeaveArc3Accuracy,SecondChanceArc3FGM,PenaltyArc3FGM,FTOffRebounds,Travels,Loose Ball Fouls Drawn,BlockedShortMidRange,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,PtsUnassisted3s,Blocked3s,BlockedArc3,BlockedLongMidRange,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Clear Path Fouls,Corner3PctBlocked,HeaveMakes,OffensiveGoaltends,BlockedCorner3
101121,1610612761,Joey Graham,Joey Graham,101121,TOR,11166.0,186,-40,361,367,127,129,42,728,11.0,24.0,5.0,7.0,2.0,7.0,2.0,7.0,20.0,2.0,5.0,1.0,2.0,5.0,1.0,3.0,18.0,46.0,2.0,10.0,26.0,68.0,382.0,5.0,9.0,1.0,8.0,18.0,3.0,12.0,1.0,5.0,8.0,17.0,24.0,12.0,6.0,8.0,2.0,3.0,7.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,11.0,4.0,8.0,11.0,10.0,4.0,25.0,12.0,37.0,1.0,1.0,1.0,1.0,1.0,8.0,3.0,9.0,1.0,5.0,10.0,28.0,2.0,4.0,23.0,1.0,30.0,3.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,127,1.0,1.0,0.6666666666666666,0.8571428571428571,1.0,0.2,0.2,0.25,0.391304347826087,0.5555555555555556,0.25,0.375,0.5,0.2647058823529412,0.4855072463768116,0.6,0.4047619047619047,0.1785714285714285,0.1521739130434782,0.25,0.05,19.164619164619165,0.1111111111111111,0.3333333333333333,0.1020408163265306,0.0620155038759689,0.1896551724137931,0.0869565217391304,0.1346153846153846,0.0685714285714285,0.0588235294117647,0.1041666666666666,0.1,0.1034482758620689,0.0952380952380952,0.1041666666666666,0.1333333333333333,0.3846153846153846,0.0384615384615384,1.0,0.4285714285714285,0.4583333333333333,0.6111111111111112,0.5454545454545454,0.0357142857142857,0.3571428571428571,0.35,0.3684210526315789,0.8571428571428571,0.0892857142857142,0.4,0.4,1.0,0.0892857142857142,0.7,0.7142857142857143,0.2,0.1,0.4117647058823529,0.2857142857142857,0.1176470588235294,0.5,0.1764705882352941,0.6071428571428571,0.5015424528301887,0.4835166666666666,0.5047933333333333,0.2205882352941176,0.2586206896551724,0.2647058823529412,0.25,8.039130434782608,32.24999999999999,0.3518005540166205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
101166,1610612761,Uros Slokar,Uros Slokar,101166,TOR,556.0,9,-6,20,18,14,14,1,38,,,,,,,,1.0,3.0,,,,,,,,1.0,3.0,,,,2.0,22.0,,,,,,1.0,2.0,,,,2.0,2.0,,,,,,2.0,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,1.0,,1.0,,1.0,,3.0,1.0,,,,,,,,,,,,,,2.0,14,3.0,,1.0,1.0,,,,,0.3333333333333333,,0.5,0.3333333333333333,,0.5,0.3333333333333333,,0.5,,0.6666666666666666,,0.6666666666666666,19.047619047619047,,0.5,0.3333333333333333,,,,0.3333333333333333,,,,,1.0,,,,,,,,,,,,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,0.3613666666666666,,0.37635,,,,1.0,17.233333333333334,,0.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
101181,1610612761,Jose Calderon,Jose Calderon,101181,TOR,21530.0,359,-107,687,702,191,206,71,1389,29.0,48.0,1.0,3.0,5.0,8.0,6.0,19.0,41.0,1.0,2.0,,,13.0,,6.0,51.0,95.0,2.0,15.0,27.0,135.0,771.0,2.0,6.0,1.0,1.0,8.0,10.0,22.0,,6.0,15.0,35.0,14.0,88.0,6.0,,,13.0,3.0,51.0,19.0,70.0,7.0,23.0,2.0,26.0,159.0,1.0,,6.0,20.0,,26.0,1.0,27.0,,12.0,5.0,13.0,10.0,14.0,1.0,27.0,1.0,7.0,8.0,28.0,,5.0,32.0,2.0,32.0,1.0,1.0,9.0,7.0,1.0,1.0,1.0,,,35.0,191,1.0,7.0,0.1372549019607843,0.1372549019607843,1.0,0.1333333333333333,,0.1333333333333333,0.5368421052631579,0.3333333333333333,0.4545454545454545,0.4909090909090909,0.5,0.3571428571428571,0.536,0.5,0.4861111111111111,0.1363636363636363,0.031578947368421,0.0625,,19.76592977893368,0.4814814814814814,,0.1015228426395939,,0.0779220779220779,0.0079365079365079,0.0948905109489051,0.002932551319648,,,,0.1232876712328767,0.0416666666666666,0.1184210526315789,0.0925925925925925,0.0434782608695652,,,0.4363636363636363,0.6041666666666666,0.6444444444444445,0.1724137931034483,0.0545454545454545,0.3727272727272727,0.4634146341463415,0.4634146341463415,0.1052631578947368,0.0181818181818181,0.5,0.5,1.0,0.1181818181818181,0.4285714285714285,0.3333333333333333,,,0.2857142857142857,0.625,,,0.2142857142857142,0.5727272727272728,0.4948327272727272,0.4844666666666666,0.4398410714285714,0.0762711864406779,0.087378640776699,0.0592592592592592,0.2592592592592592,9.222105263157896,24.973333333333333,0.2780203784570597,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,7.0,1.0,3.0,3.0,1.0,0.1333333333333333,0.1538461538461538,0.0285714285714285,0.5,0.5,0.0769230769230769,0.0909090909090909,1.0,0.1428571428571428,1.0,1.0,0.0769230769230769,,,,,,,,,,,,,,,,,,,,,,True,,,,,
200816,1610612761,Jorge Garbajosa,Jorge Garbajosa,200816,TOR,30564.0,509,-91,986,995,259,290,97,1981,10.0,17.0,2.0,3.0,2.0,2.0,8.0,45.0,83.0,,5.0,,1.0,37.0,2.0,16.0,60.0,108.0,8.0,42.0,13.0,157.0,1081.0,6.0,10.0,2.0,1.0,16.0,14.0,24.0,2.0,17.0,7.0,41.0,108.0,12.0,24.0,4.0,,37.0,5.0,22.0,7.0,29.0,5.0,11.0,2.0,9.0,65.0,4.0,7.0,19.0,53.0,10.0,82.0,16.0,98.0,1.0,25.0,18.0,5.0,4.0,13.0,,18.0,,3.0,11.0,31.0,1.0,3.0,30.0,7.0,18.0,,,5.0,4.0,5.0,4.0,5.0,3.0,,41.0,259,7.0,4.0,0.9,0.9310344827586208,1.0,0.1904761904761904,0.1176470588235294,0.1904761904761904,0.5555555555555556,0.6,0.5833333333333334,0.48,0.625,0.4146341463414634,0.4937106918238994,0.6153846153846154,0.4456521739130434,0.28,0.0462962962962962,0.2352941176470588,,16.164383561643838,0.2777777777777778,0.2702702702702703,0.167192429022082,0.021875,0.1938775510204081,0.0259740259740259,0.1734939759036144,0.0232067510548523,0.0204081632653061,0.0197368421052631,0.0283018867924528,0.1504424778761062,0.1607142857142857,0.1824324324324324,0.1911764705882352,0.2,0.0129870129870129,0.6,0.1133333333333333,0.5882352941176471,0.7692307692307693,0.7,0.0533333333333333,0.5533333333333333,0.5421686746987951,0.5421686746987951,0.9777777777777776,0.0333333333333333,,,,0.2466666666666666,0.25,0.6666666666666666,,0.1666666666666666,0.048780487804878,1.0,0.024390243902439,,0.3902439024390244,0.3933333333333333,0.4707293333333334,0.49926875,0.4696463414634146,0.032258064516129,0.0442477876106194,0.1019108280254777,0.2611464968152866,15.776851851851852,24.871428571428574,0.2626774847870182,,5.0,,,8.0,1.0,8.0,,2.0,7.0,2.0,1.0,1.0,0.5,,,0.0208333333333333,0.625,0.7142857142857143,0.2162162162162162,0.2162162162162162,1.0,,,,0.2162162162162162,1.0,2.0,5.0,4.0,4.0,1.0,1.0,0.125,0.1851851851851851,0.0285714285714285,0.6,0.5,1.0,0.125,,,,,,,,True,,,,,
2410,1610612761,Fred Jones,Fred Jones,2410,TOR,52209.0,870,-155,1692,1709,505,534,185,3401,45.0,74.0,3.0,5.0,10.0,17.0,25.0,10.0,49.0,10.0,36.0,2.0,9.0,65.0,9.0,33.0,64.0,148.0,32.0,101.0,73.0,297.0,1858.0,3.0,7.0,9.0,3.0,27.0,16.0,38.0,13.0,42.0,28.0,99.0,56.0,72.0,93.0,2.0,4.0,61.0,13.0,39.0,16.0,55.0,6.0,17.0,5.0,17.0,126.0,5.0,10.0,19.0,42.0,5.0,66.0,16.0,82.0,1.0,30.0,20.0,24.0,12.0,26.0,1.0,50.0,1.0,11.0,39.0,80.0,2.0,14.0,68.0,2.0,88.0,9.0,2.0,39.0,9.0,11.0,8.0,12.0,5.0,,99.0,505,8.0,8.0,0.4375,0.4444444444444444,0.96875,0.3168316831683168,0.3095238095238095,0.3298969072164948,0.4324324324324324,0.4285714285714285,0.4210526315789473,0.4497991967871486,0.75,0.44375,0.5121527777777778,0.75,0.5212765957446809,0.4056224899598393,0.0878378378378378,0.1081081081081081,0.0408163265306122,17.755532139093784,0.48,0.0833333333333333,0.0765027322404371,0.0176991150442477,0.1073446327683615,0.02,0.0840220385674931,0.0184049079754601,0.0163043478260869,0.01953125,0.0224719101123595,0.0674157303370786,0.0598290598290598,0.0905511811023622,0.1209677419354838,0.0754716981132075,0.0073529411764705,0.4166666666666667,0.2971887550200803,0.6081081081081081,0.6818181818181818,0.4222222222222222,0.1004016064257028,0.1967871485943775,0.2040816326530612,0.2127659574468085,0.7,0.144578313253012,0.2777777777777778,0.2777777777777778,1.0,0.2610441767068273,0.3125,0.6,,0.5625,0.2125,0.5882352941176471,0.1125,0.2222222222222222,0.4125,0.7028112449799196,0.511035918367347,0.4942545454545454,0.4987953947368421,0.1397849462365591,0.2191011235955056,0.0909090909090909,0.3333333333333333,7.71418918918919,25.529702970297024,0.2984633569739953,,9.0,,,22.0,6.0,22.0,,10.0,10.0,1.0,12.0,2.0,0.6666666666666666,,,0.0138888888888888,0.36,0.4090909090909091,0.3384615384615385,0.3384615384615385,0.9545454545454546,,,,0.360655737704918,6.0,11.0,1.0,6.0,1.0,,1.0,0.12,0.0185185185185185,0.016,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,3.0,1.0,1.0,3.0,,,,True,,,,,
1725,1610612761,Rasho Nesterovic,Rasho Nesterovic,1725,TOR,11895.0,198,-10,373,376,117,90,39,749,16.0,23.0,3.0,7.0,2.0,5.0,16.0,1.0,5.0,,,,,,,,21.0,44.0,,,2.0,44.0,376.0,6.0,10.0,,,12.0,3.0,11.0,,,2.0,8.0,28.0,14.0,,8.0,,,3.0,5.0,1.0,6.0,,4.0,,1.0,13.0,6.0,12.0,2.0,25.0,3.0,30.0,18.0,48.0,2.0,5.0,3.0,3.0,2.0,2.0,1.0,5.0,,3.0,17.0,25.0,1.0,1.0,6.0,1.0,2.0,,,1.0,,10.0,8.0,10.0,6.0,,8.0,117,1.0,,0.6666666666666666,0.8235294117647058,,,,,0.4772727272727273,0.6,0.2727272727272727,0.4772727272727273,0.6,0.2727272727272727,0.4888888888888889,0.6,0.3333333333333333,,0.0681818181818181,0.0869565217391304,0.2,11.990407673860911,0.6,0.3,0.181159420289855,0.1008403361344537,0.0512820512820512,0.1153846153846153,0.1525423728813559,0.1052631578947368,0.0909090909090909,0.1363636363636363,0.0833333333333333,0.2105263157894736,0.1481481481481481,0.1780821917808219,0.0344827586206896,0.1,0.1052631578947368,0.6,0.5227272727272727,0.6956521739130435,0.7619047619047619,0.75,0.3636363636363636,0.1136363636363636,0.2,0.25,,,,,,,0.7,0.4285714285714285,,,0.4545454545454545,0.4,,,,0.5227272727272727,0.4880727272727272,0.5015625,0.4508090909090909,0.0222222222222222,0.0222222222222222,0.2727272727272727,0.1818181818181818,5.056818181818182,,0.3136729222520107,,4.0,,,,,,,1.0,2.0,,1.0,,,,,0.1875,0.25,0.25,,,,,,,,,,,,2.0,2.0,,,,0.064516129032258,0.5,,,,,,,,,,,True,,,,,
200745,1610612761,Andrea Bargnani,Andrea Bargnani,200745,TOR,22910.0,382,-79,762,767,250,261,82,1529,16.0,30.0,4.0,6.0,3.0,7.0,18.0,24.0,54.0,,3.0,,2.0,54.0,5.0,14.0,43.0,102.0,11.0,57.0,37.0,156.0,805.0,8.0,11.0,6.0,13.0,38.0,11.0,26.0,3.0,16.0,17.0,48.0,52.0,34.0,27.0,6.0,1.0,53.0,6.0,5.0,1.0,6.0,,3.0,,2.0,13.0,9.0,10.0,7.0,31.0,2.0,40.0,22.0,62.0,4.0,6.0,4.0,5.0,1.0,19.0,,24.0,2.0,4.0,22.0,47.0,5.0,6.0,38.0,6.0,41.0,3.0,,17.0,5.0,11.0,7.0,11.0,9.0,,48.0,250,4.0,5.0,0.6046511627906976,0.65,0.8181818181818182,0.1929824561403508,0.1875,0.1964285714285714,0.4215686274509804,0.7272727272727273,0.4230769230769231,0.3742138364779874,0.7352941176470589,0.369047619047619,0.4382022471910112,0.7916666666666666,0.4705882352941176,0.3584905660377358,0.0588235294117647,0.1666666666666666,,23.681125439624854,0.2083333333333333,0.1052631578947368,0.123015873015873,0.0392156862745098,0.0897435897435897,0.075,0.1151515151515151,0.0506666666666666,0.0449438202247191,0.0442477876106194,0.06,0.050632911392405,0.175438596491228,0.146551724137931,0.0925925925925925,0.0833333333333333,0.0421052631578947,0.8181818181818182,0.1886792452830188,0.5333333333333333,0.64,0.5625,0.1132075471698113,0.3396226415094339,0.4444444444444444,0.4444444444444444,0.625,0.0188679245283018,,,,0.3396226415094339,0.3529411764705882,0.6666666666666666,0.25,0.2941176470588235,0.1666666666666666,0.4285714285714285,0.0476190476190476,,0.3333333333333333,0.5471698113207547,0.4823879746835444,0.4951964285714285,0.4614488095238095,0.0982658959537572,0.146551724137931,0.2435897435897435,0.3076923076923077,12.039215686274508,25.426315789473684,0.3280839895013123,2.0,3.0,,1.0,11.0,3.0,11.0,1.0,1.0,2.0,4.0,4.0,,0.5,0.0175438596491228,0.0185185185185185,0.15,0.1666666666666666,0.1764705882352941,0.2037037037037037,0.2075471698113207,0.8181818181818182,0.0588235294117647,,,0.2075471698113207,3.0,3.0,3.0,3.0,1.0,3.0,1.0,0.0555555555555555,0.12,0.0188679245283018,0.6666666666666666,0.6,1.0,0.2142857142857142,6.0,,,1.0,,,,True,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,19329.0,322,-98,627,636,170,227,72,1263,17.0,28.0,3.0,6.0,8.0,10.0,12.0,5.0,13.0,11.0,28.0,3.0,6.0,36.0,2.0,10.0,28.0,53.0,19.0,64.0,18.0,131.0,711.0,5.0,9.0,3.0,4.0,14.0,12.0,16.0,6.0,16.0,5.0,47.0,32.0,24.0,57.0,4.0,2.0,34.0,3.0,7.0,4.0,11.0,2.0,3.0,3.0,1.0,26.0,2.0,6.0,7.0,32.0,8.0,47.0,8.0,55.0,3.0,9.0,6.0,6.0,,6.0,1.0,12.0,1.0,1.0,8.0,28.0,2.0,1.0,22.0,4.0,24.0,5.0,,10.0,2.0,3.0,2.0,3.0,1.0,,47.0,170,7.0,2.0,0.5714285714285714,0.6153846153846154,1.0,0.296875,0.375,0.3064516129032258,0.5283018867924528,0.5555555555555556,0.75,0.4829059829059829,0.4166666666666667,0.65625,0.524,0.5,0.6911764705882353,0.5470085470085471,0.0566037735849056,0.0714285714285714,,19.460227272727277,0.5,0.32,0.1608040201005025,0.0288461538461538,0.1186440677966101,0.0175438596491228,0.1511627906976744,0.0248447204968944,,0.031578947368421,0.0240963855421686,0.046875,0.217391304347826,0.2134831460674157,0.1428571428571428,0.0588235294117647,0.0461538461538461,0.3333333333333333,0.2393162393162393,0.6071428571428571,0.6538461538461539,0.6470588235294118,0.1025641025641025,0.1111111111111111,0.3846153846153846,0.3846153846153846,0.8,0.2393162393162393,0.3928571428571428,0.3928571428571428,1.0,0.3076923076923077,0.5,0.5,0.3333333333333333,0.1666666666666666,0.3125,0.8,0.1875,0.5,0.3125,0.7863247863247863,0.5397469565217392,0.4944333333333333,0.53696,0.1056910569105691,0.1724137931034483,0.1068702290076335,0.3587786259541984,6.760377358490565,24.790625,0.2711323763955343,,6.0,,1.0,8.0,,8.0,,2.0,3.0,2.0,6.0,1.0,,,,,0.5,0.5454545454545454,0.2222222222222222,0.2222222222222222,1.0,0.0833333333333333,,,0.2352941176470588,,3.0,,1.0,1.0,,,0.0833333333333333,,0.0666666666666666,0.1666666666666666,,,0.3,,,,1.0,2.0,3.0,0.0461538461538461,True,,,,,
2547,1610612761,Chris Bosh,Chris Bosh,2547,TOR,26321.0,439,-59,852,852,222,219,105,1704,45.0,73.0,16.0,24.0,15.0,19.0,44.0,20.0,55.0,,2.0,,1.0,14.0,,7.0,84.0,172.0,5.0,16.0,73.0,256.0,959.0,20.0,32.0,,16.0,56.0,21.0,31.0,2.0,8.0,22.0,70.0,80.0,88.0,12.0,28.0,,14.0,17.0,13.0,5.0,18.0,,9.0,,4.0,41.0,14.0,27.0,25.0,62.0,15.0,102.0,41.0,143.0,5.0,7.0,6.0,17.0,5.0,14.0,,31.0,2.0,7.0,13.0,29.0,2.0,6.0,82.0,6.0,110.0,11.0,3.0,49.0,10.0,14.0,11.0,14.0,9.0,1.0,70.0,222,3.0,8.0,0.4761904761904761,0.5714285714285714,0.8,0.3125,0.25,0.3125,0.4883720930232558,0.625,0.6774193548387096,0.4867021276595745,0.625,0.6153846153846154,0.5360169491525424,0.6666666666666666,0.6481481481481481,0.0851063829787234,0.0988372093023255,0.1643835616438356,0.0363636363636363,27.58264462809917,0.5483870967741935,0.4166666666666667,0.2246376811594203,0.09375,0.2577319587628865,0.1186440677966101,0.2332439678284182,0.1009852216748768,0.146067415730337,0.0735294117647058,0.0972222222222222,0.2584269662921348,0.217391304347826,0.2033898305084746,0.2307692307692307,0.3125,0.0609756097560975,0.6428571428571429,0.3882978723404255,0.6164383561643836,0.7377049180327869,0.4444444444444444,0.2340425531914893,0.2925531914893617,0.3636363636363636,0.3773584905660377,0.7,0.0106382978723404,,,,0.0744680851063829,0.75,0.6666666666666666,0.1875,,0.4871794871794871,0.7894736842105263,0.0256410256410256,,0.1794871794871795,0.4734042553191489,0.4782180851063829,0.5146583333333333,0.5074858974358974,0.2168141592920354,0.2333333333333333,0.21875,0.2734375,8.094186046511627,25.29375,0.2605633802816901,4.0,19.0,,,5.0,,5.0,,5.0,1.0,,12.0,1.0,,,,0.1521739130434782,0.4318181818181818,0.4634146341463415,0.3571428571428571,0.3571428571428571,0.8,,,,0.3571428571428571,,2.0,,3.0,6.0,3.0,2.0,0.0681818181818181,,0.0634920634920634,0.3157894736842105,,,0.2857142857142857,3.0,,,,,,,True,,,,,
200782,1610612761,PJ Tucker,PJ Tucker,200782,TOR,2952.0,49,-7,101,103,63,52,13,204,7.0,9.0,2.0,3.0,6.0,7.0,4.0,,,,,,,,,,7.0,13.0,,,3.0,17.0,116.0,2.0,4.0,,3.0,7.0,6.0,10.0,,,1.0,13.0,6.0,8.0,,4.0,,,1.0,,3.0,3.0,1.0,,,,9.0,,6.0,,5.0,1.0,6.0,6.0,12.0,1.0,,,1.0,,3.0,,4.0,,1.0,2.0,8.0,1.0,,4.0,,5.0,1.0,,3.0,,,,,,,13.0,63,3.0,,0.4285714285714285,0.6,,,,,0.5384615384615384,0.5,0.6,0.5384615384615384,0.5,0.6,0.5666666666666667,0.7,0.65,,0.0769230769230769,,,16.666666666666668,0.25,0.5,0.1785714285714285,0.1538461538461538,,,0.1351351351351351,0.1224489795918367,0.0909090909090909,0.15,,,,0.3571428571428571,,,0.2,,0.6923076923076923,0.7777777777777778,0.7777777777777778,0.4285714285714285,0.3076923076923077,,,,,,,,,,0.75,0.6666666666666666,,,0.7,0.8571428571428571,,,,0.6923076923076923,0.5385076923076924,0.5565249999999999,0.5477299999999999,0.2,0.2,0.4117647058823529,0.7647058823529411,2.4461538461538463,,0.6237623762376238,1.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,0.25,,0.25,,,,,,,,,,,,True,,,,,
