EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,FTDefRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,LongMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,SecondChanceAtRimAccuracy,PenaltyArc3FGA,PenaltyFG3A,Corner3Assists,ShortMidRangeAssists,SelfOReb,Offensive Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,SelfORebPct,PenaltyArc3Frequency,PenaltyCorner3FGA,AtRimAssists,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedAtRim,BlockedCorner3,RecoveredBlocks,OffensiveGoaltends,OffThreePtReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Arc3PctAssisted,PenaltyCorner3Frequency,Technical Free Throw Trips,BadPassOutOfBoundsTurnovers,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Travels,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,on,SecondChanceCorner3FGM,PenaltyCorner3FGM,HeaveAttempts,StepOutOfBoundsTurnovers,OffArc3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,BlockedLongMidRange,Fg3aBlocked,BlockedArc3,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked
101134,1610612748,Wayne Simien,Wayne Simien,101134,MIA,5567.0,93,-25,167,174,45.0,74,24.0,341,3.0,7.0,1.0,1.0,2.0,3.0,9.0,3.0,7.0,9.0,23,5.0,23.0,177,2.0,2.0,2.0,2.0,4.0,1.0,5.0,8.0,10.0,4.0,2.0,2.0,4.0,2.0,2.0,10.0,4.0,1.0,1.0,5.0,6.0,5.0,11.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,13.0,3.0,1.0,7.0,1.0,7.0,1.0,4.0,5.0,45.0,2.0,0.4444444444444444,0.4444444444444444,0.391304347826087,0.5,0.391304347826087,0.5,0.4423076923076923,0.3333333333333333,0.5,0.17391304347826086,0.42857142857142855,0.1111111111111111,14.795918367346939,0.6666666666666666,0.25,0.1111111111111111,0.05128205128205128,0.05555555555555555,0.09523809523809523,0.043478260869565216,0.08333333333333333,0.05405405405405406,0.0625,0.15384615384615385,0.125,0.08333333333333333,0.30434782608695654,0.42857142857142855,0.75,0.6666666666666666,0.391304347826087,0.3333333333333333,0.375,0.3333333333333333,0.30434782608695654,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.5,0.5,0.5,0.30434782608695654,0.4365260869565218,0.5342,0.5173,0.15384615384615385,0.15384615384615385,0.08695652173913043,0.21739130434782608,9.065217391304348,0.2694610778443114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1715,1610612748,Jason Williams,Jason Williams,1715,MIA,510.0,8,-2,16,17,,11,3.0,33,1.0,1.0,,,,,,,1.0,1.0,2,,8.0,16,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,0.5,,1.0,,1.0,1.5,,,,,25.0,1.0,,,,,,,,,,,,,0.25,1.0,1.0,,,,,,0.25,,,,,,,0.75,0.61675,0.5622,,,,0.375,,11.25,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,0.5,1.0,1.0,1.0,1.5,0.5,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1720,1610612748,Michael Doleac,Michael Doleac,1720,MIA,2165.0,36,-11,65,63,13.0,37,11.0,128,1.0,2.0,1.0,,,2.0,3.0,1.0,5.0,4.0,10,3.0,11.0,72,1.0,2.0,4.0,,1.0,1.0,1.0,6.0,2.0,2.0,,1.0,1.0,1.0,,3.0,5.0,,1.0,4.0,6.0,5.0,11.0,,,,1.0,,,1.0,1.0,1.0,,3.0,4.0,1.0,,3.0,,4.0,,1.0,1.0,13.0,1.0,0.75,1.0,0.4,,0.4,,0.4583333333333333,1.0,0.25,0.2,0.5,,16.666666666666668,1.0,,0.2857142857142857,0.1388888888888889,0.2,0.2631578947368421,0.125,0.1111111111111111,0.1,0.5,,0.25,0.3333333333333333,0.2,0.5,1.0,,0.3,0.6666666666666666,0.6666666666666666,1.0,0.5,0.2,0.25,1.0,1.0,,,0.2,0.41731999999999997,0.4728,0.4054,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.09090909090909091,12.069999999999999,0.2,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.2,0.16666666666666666,0.2857142857142857,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,1388.0,23,-17,46,45,12.0,20,7.0,91,4.0,5.0,,,1.0,,2.0,1.0,2.0,5.0,9,2.0,12.0,51,1.0,,,,3.0,2.0,2.0,,10.0,,1.0,1.0,2.0,,,5.0,2.0,,,,1.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,,1.0,4.0,,1.0,2.0,3.0,,,2.0,,2.0,,,2.0,12.0,,,,0.5555555555555556,,0.45454545454545453,,0.5,,0.2,,,,29.09090909090909,1.0,,,0.1,,,0.07692307692307693,0.25,,,,,,0.45454545454545453,0.8,0.8,,0.18181818181818182,,,,0.18181818181818182,0.5,0.5,,,0.25,,0.6363636363636364,0.486,0.574,0.5357125,,,,0.16666666666666666,5.5777777777777775,0.2608695652173913,,,,2.0,,,,2.0,,,,,2.0,,,,,,,0.18181818181818182,,,,,0.18181818181818182,,,,,,25.9,,,,1.0,1.0,1.0,,,0.3333333333333333,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2748,1610612748,Dorell Wright,Dorell Wright,2748,MIA,4639.0,77,-24,139,145,31.0,72,19.0,284,7.0,10.0,2.0,2.0,2.0,1.0,5.0,2.0,10.0,10.0,25,6.0,29.0,148,4.0,,2.0,3.0,5.0,,6.0,10.0,10.0,1.0,6.0,1.0,7.0,1.0,,15.0,2.0,,4.0,6.0,16.0,3.0,19.0,3.0,3.0,,4.0,2.0,4.0,2.0,8.0,,3.0,4.0,6.0,,1.0,9.0,,9.0,5.0,7.0,6.0,31.0,,0.5,0.5,0.4,0.6,0.4107142857142857,0.5,0.48333333333333334,0.25,0.5,0.04,,,23.456790123456788,0.5,,0.16666666666666666,0.03125,0.26666666666666666,0.19607843137254902,0.039473684210526314,0.05555555555555555,0.030303030303030304,0.07142857142857142,0.125,0.2857142857142857,0.2222222222222222,0.35714285714285715,0.7,0.7,0.5714285714285714,0.17857142857142858,0.2,0.2,,0.35714285714285715,0.2,0.2222222222222222,0.5,0.5,0.3333333333333333,1.0,0.4642857142857143,0.5079017857142856,0.4672,0.5549249999999999,0.23333333333333334,0.25925925925925924,0.06896551724137931,0.20689655172413793,8.851999999999999,0.22302158273381295,,2.0,1.0,1.0,,,1.0,3.0,,,3.0,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.25,0.10714285714285714,0.07142857142857142,,,,0.03571428571428571,1.0,1.0,,,1.0,23.733333333333334,1.0,1.0,,6.0,,,0.25,0.1,0.5,,0.5,,1.0,,2.0,2.0,1.0,1.0,,2.0,0.125,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.125,0.3333333333333333,0.5,1.0,0.16666666666666666,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,362.0,6,-7,11,13,5.0,1,1.0,24,1.0,2.0,1.0,1.0,1.0,,,,,1.0,2,,2.0,15,1.0,,2.0,1.0,1.0,,2.0,,2.0,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,,,,1.0,,1.0,1.0,2.0,,1.0,,2.0,,1.0,1.0,,,,,2.0,5.0,1.0,,,0.5,1.0,0.5,1.0,0.5,1.0,1.0,,,,33.333333333333336,0.5,,0.3333333333333333,0.25,,0.3333333333333333,0.25,,,,1.0,,,1.0,0.5,0.5,,,,,,,,,,1.0,1.0,1.0,1.0,0.42845,0.5515,0.5515,,,1.0,1.0,1.5,0.45454545454545453,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,2.0,,,,1.0,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2574,1610612748,Jason Kapono,Jason Kapono,2574,MIA,3108.0,52,-5,89,95,24.0,42,12.0,184,1.0,2.0,1.0,1.0,2.0,,,5.0,6.0,6.0,8,3.0,15.0,87,2.0,,4.0,3.0,4.0,2.0,8.0,8.0,4.0,,,,,,,,1.0,,,2.0,2.0,1.0,3.0,2.0,2.0,,1.0,1.0,,,1.0,,,,,,,1.0,,3.0,,,8.0,24.0,,0.6666666666666666,0.8,0.75,0.75,0.6,0.6,0.6363636363636364,1.0,0.6666666666666666,,,,11.650485436893204,1.0,,0.07142857142857142,0.025,,0.05,0.021739130434782608,,,0.09090909090909091,,0.1111111111111111,,0.2,0.5,0.5,,,,,,0.6,0.8333333333333334,0.8333333333333334,0.8,0.5,0.4,0.5,0.4,0.463675,0.5198,0.49819,,,0.26666666666666666,0.5333333333333333,14.1625,0.2696629213483146,,1.0,,1.0,,,,2.0,,,,,1.0,,,,,,1.0,0.2,0.1,,,,0.1,,,,,,24.75,1.0,2.0,2.0,,1.0,1.0,1.0,,,0.09090909090909091,1.0,1.0,1.0,,,1.0,,,,,0.25,0.2,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,398.0,7,-1,13,14,,3,,27,2.0,2.0,,,,,,,1.0,2.0,3,,4.0,12,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,0.5,0.5,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,,,,23.076923076923077,,,,,,,,,,,,,,0.6666666666666666,1.0,1.0,0.5,,,,,0.3333333333333333,,,,,,,0.6666666666666666,0.49843333333333334,,,0.3333333333333333,0.3333333333333333,,,6.833333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1899,1610612748,James Posey,James Posey,1899,MIA,1248.0,21,-26,41,42,12.0,15,3.0,83,,,,,,,,,4.0,,4,,,51,,,,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,1.0,,1.0,,,1.0,2.0,,,,,,,,,12.0,,,,,,,,,,,,,,13.333333333333332,,,0.2,,,0.18181818181818182,,,,,0.25,0.2,,,,,,,,,,0.8,,,,,,,0.2,0.38678,0.4215,0.4215,,,,,18.725,0.2926829268292683,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,0.2,,,,,0.2,,,1.0,,,25.3,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
200809,1610612748,Chris Quinn,Chris Quinn,200809,MIA,2922.0,49,16,84,88,27.0,36,14.0,172,1.0,3.0,,1.0,2.0,2.0,3.0,,5.0,3.0,11,2.0,23.0,77,1.0,,6.0,3.0,5.0,,18.0,,6.0,1.0,7.0,,7.0,,4.0,14.0,1.0,,,3.0,3.0,1.0,4.0,3.0,3.0,,1.0,1.0,1.0,,2.0,,1.0,2.0,3.0,,,2.0,,2.0,,1.0,18.0,27.0,,,,0.2727272727272727,0.6,0.5833333333333334,0.9,0.6052631578947368,1.0,0.9,0.09090909090909091,,0.3333333333333333,20.792079207920793,0.5,,0.1111111111111111,0.023809523809523808,,0.08108108108108109,0.021739130434782608,,0.05555555555555555,0.16666666666666666,,0.14285714285714285,,0.16666666666666666,0.3333333333333333,0.3333333333333333,,0.16666666666666666,0.6666666666666666,1.0,,0.2777777777777778,,,,,0.2,0.5,0.5555555555555556,0.4618277777777777,0.4650166666666667,0.4743200000000001,0.05263157894736842,0.08333333333333333,0.2608695652173913,0.782608695652174,10.436363636363636,0.32142857142857145,,1.0,5.0,6.0,2.0,2.0,5.0,7.0,2.0,2.0,15.0,,6.0,5.0,1.0,0.7142857142857143,1.0,0.7142857142857143,1.0,0.3888888888888889,0.05555555555555555,,,,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333334,24.599999999999998,,,,,,,,,,,,5.0,5.0,,,,,,,,,0.5,,3.0,,,,,,,,,,,,1.0,,,1.0,4.0,4.0,0.8,1.0,0.8,,,,,,True,,,,,,,,,,,,,,,,,,,
