EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,3SecondViolations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,ThreePtShootingFoulsDrawn,AtRimPctBlocked,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,SecondChanceCorner3FGM,HeaveAttempts,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,on,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,Clear Path Fouls,3pt And 1 Free Throw Trips,Corner3PctBlocked,BlockedCorner3,HeaveMakes,OffensiveGoaltends
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,18944.0,316,69.0,577,585,182,157,70,1162,23.0,25,8.0,9.0,9.0,10.0,10.0,22,3.0,9,36,56,9,81,597,9.0,11.0,1.0,19.0,11.0,17.0,4.0,26.0,54,18.0,14.0,6.0,15.0,9.0,24.0,8.0,1.0,12.0,2.0,1.0,57.0,8.0,19.0,3.0,11.0,37,7.0,55,30.0,85,2.0,9.0,6.0,3.0,6.0,3.0,4.0,11.0,1.0,2.0,1.0,1.0,17.0,1.0,8.0,27.0,51,3.0,5.0,24,5.0,5.0,13,3.0,5,3.0,5.0,2.0,3.0,5.0,3.0,26.0,182,7.0,3.0,0.75,0.9310344827586207,0.6428571428571429,0.8181818181818182,0.6470588235294118,0.6428571428571429,0.8181818181818182,0.6470588235294118,0.6639344262295082,0.8636363636363636,0.65,0.10714285714285714,0.2727272727272727,11.908396946564887,0.35294117647058826,0.2916666666666667,0.17647058823529413,0.167420814479638,0.1111111111111111,0.1746031746031746,0.1038961038961039,0.16901408450704225,0.10887096774193548,0.07142857142857142,0.1836734693877551,0.0851063829787234,0.10416666666666667,0.10344827586206896,0.18032786885245902,0.16216216216216217,0.16279069767441862,0.15384615384615385,0.2727272727272727,0.15384615384615385,0.6,0.44642857142857145,0.92,0.92,0.6956521739130435,0.39285714285714285,0.45454545454545453,0.625,0.8,0.16071428571428573,0.3333333333333333,0.3333333333333333,1.0,0.8181818181818182,0.8888888888888888,0.125,0.5882352941176471,0.9,0.44642857142857145,0.4462500000000001,0.4984799999999999,0.4491647058823529,0.08620689655172414,0.08620689655172414,0.2345679012345679,0.32098765432098764,6.721428571428572,0.31542461005199307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
109,1610612759,Robert Horry,Robert Horry,109,SAS,13052.0,218,55.0,395,403,108,90,47,798,9.0,10,2.0,3.0,3.0,3.0,2.0,6,3.0,8,14,24,6,82,383,2.0,4.0,3.0,13.0,5.0,7.0,3.0,34.0,18,10.0,2.0,,9.0,8.0,17.0,3.0,5.0,5.0,,4.0,42.0,1.0,11.0,2.0,6.0,21,4.0,31,14.0,45,1.0,10.0,8.0,2.0,5.0,2.0,4.0,5.0,,1.0,,,10.0,2.0,2.0,8.0,21,1.0,2.0,15,2.0,1.0,14,2.0,3,5.0,7.0,6.0,1.0,7.0,4.0,34.0,108,5.0,4.0,0.6428571428571429,0.6923076923076923,0.5833333333333334,0.5,0.7142857142857143,0.5757575757575758,0.625,0.8157894736842105,0.5694444444444444,0.7222222222222222,0.7391304347826086,,,18.303571428571427,0.5,0.4444444444444444,0.14285714285714285,0.12650602409638553,0.1,0.13043478260869565,0.015151515151515152,0.12735849056603774,0.06818181818181818,0.05714285714285714,0.12,0.12,,0.041666666666666664,0.14814814814814814,0.15384615384615385,0.08333333333333333,0.13157894736842105,0.125,0.029411764705882353,0.5714285714285714,0.15151515151515152,0.9,0.9,0.5555555555555556,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.5,0.12121212121212122,0.375,0.375,1.0,0.375,0.6666666666666666,,0.15789473684210525,1.0,0.7878787878787878,0.5244371212121213,0.53655,0.5459026315789474,0.04477611940298507,0.12,0.15853658536585366,0.4146341463414634,8.374999999999998,0.27341772151898736,4.0,10.0,2.0,1.0,3.0,12.0,32.0,2.0,2.0,6.0,9.0,16.0,42.0,2.0,4.0,7.0,12.0,39.0,9.0,32.0,12.0,1.0,0.8125,0.38095238095238093,0.5,0.5833333333333334,0.38095238095238093,0.6363636363636364,0.15151515151515152,0.4,0.4,1.0,0.48484848484848486,0.375,0.375,0.75,0.25,0.25,1.0,0.5,0.15789473684210525,0.3333333333333333,0.47368421052631576,0.6666666666666666,0.375,24.81190476190476,,,,,,,,,,,,,,True,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,16772.0,280,111.0,509,506,142,90,51,1015,3.0,10,,1.0,2.0,5.0,1.0,3,2.0,17,6,30,8,47,442,1.0,4.0,1.0,3.0,2.0,9.0,1.0,14.0,12,,,3.0,17.0,4.0,21.0,3.0,1.0,11.0,2.0,4.0,46.0,2.0,2.0,1.0,6.0,23,,29,5.0,34,,7.0,5.0,2.0,4.0,1.0,2.0,6.0,,2.0,,2.0,10.0,4.0,1.0,6.0,21,1.0,2.0,12,1.0,,14,2.0,5,,1.0,1.0,,1.0,1.0,14.0,142,,,1.0,1.0,0.2,0.25,0.2222222222222222,0.40625,0.2,0.5,0.44339622641509435,0.3,0.5384615384615384,0.1,,11.091549295774648,0.4,,0.05555555555555555,0.11057692307692307,0.01282051282051282,0.0967741935483871,0.03278688524590164,0.10740740740740741,0.018433179723502304,0.02040816326530612,0.029411764705882353,,0.045454545454545456,,0.07246376811594203,0.1111111111111111,0.14473684210526316,0.10909090909090909,,,1.0,0.20833333333333334,0.3,0.42857142857142855,1.0,0.0625,0.3333333333333333,0.3333333333333333,1.0,0.3541666666666667,0.11764705882352941,0.11764705882352941,1.0,0.2,,,0.38461538461538464,0.4,0.5833333333333334,0.516678125,0.5093099999999999,0.5766923076923076,0.1320754716981132,0.15151515151515152,0.06382978723404255,0.2978723404255319,11.943333333333333,0.27897838899803534,9.0,17.0,1.0,3.0,4.0,,1.0,,,,,9.0,18.0,,1.0,3.0,4.0,27.0,,1.0,,,1.0,0.5,,0.75,0.5,0.375,0.3541666666666667,0.5294117647058824,0.5294117647058824,1.0,0.020833333333333332,,,,0.2,,,,0.3076923076923077,0.75,,,,23.344444444444445,2.0,0.3,0.1,,,,,,,,,,,True,,,,,,,,,,
1521,1610612759,Jacque Vaughn,Jacque Vaughn,1521,SAS,45594.0,760,158.0,1393,1392,443,373,159,2785,19.0,46,2.0,6.0,5.0,14.0,4.0,16,47.0,103,70,165,49,192,1358,4.0,10.0,4.0,12.0,20.0,50.0,24.0,67.0,76,64.0,2.0,12.0,91.0,40.0,131.0,26.0,14.0,45.0,10.0,36.0,302.0,2.0,6.0,,16.0,42,2.0,60,8.0,68,1.0,24.0,13.0,11.0,18.0,5.0,14.0,22.0,2.0,4.0,2.0,5.0,40.0,3.0,15.0,23.0,74,2.0,6.0,70,3.0,9.0,65,3.0,19,15.0,2.0,2.0,,2.0,1.0,67.0,443,10.0,13.0,0.5428571428571428,0.5507246376811594,0.42424242424242425,0.4,0.4,0.4281437125748503,0.4,0.4215686274509804,0.48484848484848486,0.46153846153846156,0.5,0.07272727272727272,0.25,15.038071065989849,0.45,0.044444444444444446,,0.07540394973070018,0.013888888888888888,0.10126582278481013,0.011363636363636364,0.08111888111888112,0.013157894736842105,0.017094017094017096,0.01694915254237288,0.01015228426395939,0.018018018018018018,,0.07303370786516854,0.045714285714285714,0.10294117647058823,0.1076923076923077,0.07142857142857142,0.012048192771084338,0.5,0.2754491017964072,0.41304347826086957,0.4634146341463415,0.3684210526315789,0.09580838323353294,0.25,0.3333333333333333,,0.6167664670658682,0.4563106796116505,0.47,0.6595744680851063,0.6,0.3333333333333333,,0.27450980392156865,0.35714285714285715,0.2874251497005988,0.4388526946107784,0.38250000000000006,0.41723137254901954,0.10382513661202186,0.10497237569060773,0.0625,0.3489583333333333,12.326666666666672,0.3180186647523331,1.0,2.0,,1.0,1.0,,,,,,,1.0,2.0,,,1.0,1.0,3.0,,,,,1.0,0.5,,1.0,0.5,0.011976047904191617,0.011976047904191617,0.5,0.5,1.0,,,,,,,,,0.0196078431372549,1.0,,,,23.35,,0.10869565217391304,,0.02912621359223301,,,,,,,,,,True,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,24581.0,410,127.0,756,765,230,176,84,1521,50.0,70,4.0,9.0,17.0,22.0,9.0,19,16.0,35,75,124,78,306,746,5.0,11.0,8.0,30.0,20.0,31.0,32.0,93.0,68,82.0,2.0,8.0,41.0,16.0,57.0,8.0,8.0,16.0,5.0,20.0,130.0,7.0,5.0,,12.0,37,2.0,51,12.0,63,3.0,21.0,14.0,7.0,24.0,2.0,16.0,13.0,1.0,8.0,,3.0,37.0,3.0,17.0,9.0,26,1.0,5.0,73,2.0,7.0,91,7.0,35,11.0,5.0,3.0,2.0,5.0,5.0,93.0,230,1.0,10.0,0.4533333333333333,0.4594594594594595,0.6048387096774194,0.45454545454545453,0.6451612903225806,0.5786802030456852,0.5789473684210527,0.5446428571428571,0.6392405063291139,0.6521739130434783,0.6216216216216216,0.06451612903225806,0.05263157894736842,32.15962441314554,0.6486486486486487,0.08695652173913043,,0.12714776632302405,0.023255813953488372,0.15,0.06086956521739131,0.1320754716981132,0.03636363636363636,0.06451612903225806,,0.010101010101010102,0.02857142857142857,0.1111111111111111,0.045871559633027525,0.17073170731707318,0.18,0.12307692307692308,0.26666666666666666,0.03488372093023256,1.0,0.3553299492385787,0.7142857142857143,0.78125,0.54,0.09644670050761421,0.47368421052631576,0.5,0.1111111111111111,0.17766497461928935,0.45714285714285713,0.47058823529411764,0.375,0.47368421052631576,0.4444444444444444,0.75,0.39285714285714285,0.7727272727272727,0.7258883248730964,0.5240635204081632,0.543925,0.5150418181818182,0.1592920353982301,0.23026315789473684,0.09803921568627451,0.30392156862745096,6.730645161290321,0.30423280423280424,8.0,18.0,4.0,1.0,6.0,18.0,55.0,3.0,4.0,6.0,19.0,26.0,73.0,4.0,8.0,7.0,25.0,69.0,9.0,54.0,18.0,,0.8846153846153846,0.3561643835616438,0.5,0.28,0.3611111111111111,0.37055837563451777,0.09137055837563451,0.4444444444444444,0.4444444444444444,1.0,0.27918781725888325,0.32727272727272727,0.3333333333333333,0.8333333333333334,0.21052631578947367,0.21052631578947367,0.75,1.0,0.10714285714285714,0.16666666666666666,0.3392857142857143,0.3157894736842105,0.3333333333333333,25.371232876712334,1.0,0.08571428571428572,0.013513513513513514,0.02857142857142857,1.0,1.0,1.0,3.0,0.0136986301369863,0.01818181818181818,0.25,1.0,,True,,,,,,,,,,
699,1610612759,Brent Barry,Brent Barry,699,SAS,14776.0,246,40.0,458,454,168,140,51,912,5.0,11,1.0,3.0,1.0,4.0,3.0,3,6.0,11,14,25,16,107,441,1.0,3.0,4.0,12.0,2.0,7.0,6.0,28.0,18,10.0,2.0,1.0,17.0,4.0,21.0,1.0,3.0,6.0,2.0,9.0,46.0,2.0,3.0,,11.0,25,,36,5.0,41,1.0,6.0,4.0,2.0,7.0,2.0,3.0,3.0,,4.0,,,10.0,,5.0,6.0,11,,,12,,2.0,18,1.0,6,3.0,2.0,1.0,1.0,2.0,1.0,28.0,168,3.0,2.0,0.6428571428571429,0.6923076923076923,0.56,0.3333333333333333,0.2857142857142857,0.6791044776119403,0.6666666666666666,0.6111111111111112,0.7066666666666667,0.75,0.6666666666666666,0.04,,16.40926640926641,0.7,,,0.13513513513513514,0.022556390977443608,0.20754716981132076,0.03333333333333333,0.15126050420168066,0.025906735751295335,0.05128205128205128,,0.01818181818181818,0.045454545454545456,,0.10606060606060606,0.16363636363636364,0.140625,0.23255813953488372,0.1,0.03333333333333333,0.5,0.16417910447761194,0.45454545454545453,0.5,0.6,0.04477611940298507,1.0,1.0,0.3333333333333333,0.16417910447761194,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.5,0.3333333333333333,,0.2222222222222222,0.25,0.7910447761194029,0.5119089552238806,0.5457124999999999,0.48971666666666663,0.08333333333333333,0.2,0.11214953271028037,0.2616822429906542,8.788,0.36681222707423583,5.0,11.0,,2.0,4.0,16.0,31.0,2.0,3.0,4.0,7.0,21.0,42.0,2.0,3.0,6.0,11.0,63.0,,31.0,16.0,,1.0,0.5,0.6666666666666666,0.5454545454545454,0.5,0.6268656716417911,0.16417910447761194,0.45454545454545453,0.45454545454545453,1.0,0.4626865671641791,0.5161290322580645,0.5161290322580645,1.0,,0.5,0.6666666666666666,1.0,0.2222222222222222,0.5,0.3888888888888889,0.5714285714285714,0.5161290322580645,25.071428571428573,,0.09090909090909091,,,,,,1.0,,,,,1.0,True,,,,,,,,,,
714,1610612759,Michael Finley,Michael Finley,714,SAS,24104.0,402,60.0,734,731,221,209,80,1465,5.0,7,,,,1.0,4.0,14,31.0,69,40,90,17,178,750,3.0,7.0,2.0,8.0,5.0,15.0,9.0,46.0,52,28.0,,1.0,17.0,7.0,24.0,5.0,2.0,5.0,4.0,8.0,55.0,1.0,5.0,,4.0,30,3.0,37,6.0,43,1.0,8.0,6.0,2.0,6.0,1.0,5.0,6.0,1.0,1.0,,,12.0,1.0,4.0,5.0,13,1.0,4.0,15,,,18,4.0,6,1.0,3.0,1.0,2.0,3.0,1.0,46.0,221,1.0,1.0,0.65,0.65,0.4444444444444444,0.42857142857142855,0.3333333333333333,0.49085365853658536,0.3,0.4625,0.5089820359281437,0.3,0.5,0.011111111111111112,0.07142857142857142,21.802679658952496,0.5,0.10714285714285714,,0.1,0.022321428571428572,0.04878048780487805,0.010309278350515464,0.08900523560209424,0.018691588785046728,0.019230769230769232,0.03773584905660377,0.01680672268907563,0.016666666666666666,,0.0970873786407767,0.09375,0.10891089108910891,0.057971014492753624,,0.010869565217391304,0.3333333333333333,0.042682926829268296,0.7142857142857143,0.7142857142857143,1.0,0.08536585365853659,0.2857142857142857,0.3076923076923077,0.25,0.42073170731707316,0.4492753623188406,0.4492753623188406,0.6451612903225806,,,,0.025,,0.49390243902439024,0.4648296296296296,0.42740625,0.4784871794871795,0.03614457831325301,0.06521739130434782,0.0449438202247191,0.25842696629213485,15.33222222222222,0.3010899182561308,15.0,37.0,2.0,7.0,15.0,12.0,37.0,,1.0,2.0,10.0,27.0,74.0,,3.0,9.0,25.0,75.0,6.0,36.0,12.0,,0.9259259259259259,0.36486486486486486,,0.36,0.3698630136986301,0.45121951219512196,0.22560975609756098,0.40540540540540543,0.40540540540540543,0.9333333333333333,0.22560975609756098,0.32432432432432434,0.3333333333333333,0.9166666666666666,0.2,0.1,,,0.375,0.4666666666666667,0.25,0.2,0.3333333333333333,24.891891891891895,,,,,,1.0,1.0,8.0,0.013513513513513514,0.02702702702702703,,,,True,,,,,,,,,,
200778,1610612759,James White,James White,200778,SAS,5304.0,88,7.0,165,165,65,26,23,330,8.0,13,2.0,3.0,5.0,8.0,1.0,2,3.0,9,12,24,9,36,167,3.0,4.0,3.0,9.0,5.0,9.0,4.0,14.0,16,8.0,4.0,3.0,3.0,1.0,4.0,1.0,,1.0,1.0,1.0,9.0,,3.0,,1.0,12,,13,3.0,16,1.0,2.0,,2.0,1.0,,1.0,2.0,1.0,,,1.0,3.0,1.0,,2.0,5,2.0,,8,,2.0,11,1.0,5,1.0,1.0,1.0,,1.0,,14.0,65,1.0,,0.6666666666666666,0.8,0.5,0.75,0.5555555555555556,0.5192307692307693,0.75,0.5555555555555556,0.5806451612903226,0.75,0.6363636363636364,0.125,0.5,17.894736842105264,0.3333333333333333,,,0.1875,0.046875,0.0625,,0.1625,0.03896103896103896,0.043478260869565216,0.047619047619047616,0.05,,,0.1111111111111111,0.11764705882352941,0.27586206896551724,0.07692307692307693,,0.1,,0.5,0.6153846153846154,0.7272727272727273,0.75,0.07692307692307693,0.5,1.0,,0.34615384615384615,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.6666666666666666,0.5,0.8888888888888888,0.625,0.5769230769230769,0.5366557692307692,0.5298,0.6185666666666667,0.16666666666666666,0.17857142857142858,0.25,0.3888888888888889,8.375,0.3939393939393939,1.0,2.0,,,,,,,,,,1.0,2.0,,,,,3.0,,,,,1.0,0.5,,,0.5,0.07692307692307693,0.07692307692307693,0.5,0.5,1.0,,,,,,,,,,,,,,23.8,,0.15384615384615385,,,,,,,,,,,,True,,,,,,,,,,
2757,1610612759,Beno Udrih,Beno Udrih,2757,SAS,10001.0,167,-7.0,306,301,123,131,43,607,6.0,12,,1.0,3.0,5.0,,7,10.0,22,16,41,6,53,308,2.0,5.0,,7.0,5.0,16.0,5.0,24.0,16,16.0,,6.0,12.0,2.0,14.0,1.0,1.0,5.0,2.0,5.0,30.0,1.0,2.0,,5.0,8,,13,3.0,16,1.0,7.0,7.0,,3.0,1.0,1.0,3.0,,2.0,,1.0,6.0,1.0,1.0,6.0,11,,1.0,7,,1.0,7,1.0,2,2.0,,,,,,24.0,123,2.0,2.0,0.5,0.5,0.3902439024390244,0.4,0.3125,0.42727272727272725,0.3888888888888889,0.4523809523809524,0.45689655172413796,0.3888888888888889,0.5,0.14634146341463414,0.2857142857142857,17.877094972067038,0.5,,,0.064,0.01834862385321101,0.125,0.03571428571428571,0.07878787878787878,0.021897810218978103,0.08333333333333333,,,,0.09090909090909091,,0.13333333333333333,0.03773584905660377,0.16129032258064516,,0.03571428571428571,,0.21818181818181817,0.5,0.75,0.3333333333333333,0.12727272727272726,,,,0.4,0.45454545454545453,0.45454545454545453,0.6,0.1111111111111111,,,0.23809523809523808,0.6,0.4727272727272727,0.4485127272727272,0.45469444444444446,0.43973095238095244,0.03571428571428571,0.047619047619047616,0.1320754716981132,0.4528301886792453,11.509756097560974,0.4019607843137255,1.0,5.0,1.0,,1.0,4.0,9.0,1.0,3.0,3.0,4.0,5.0,14.0,1.0,4.0,3.0,5.0,12.0,3.0,9.0,4.0,,0.8,0.35714285714285715,0.25,0.6,0.35714285714285715,0.2545454545454545,0.09090909090909091,0.2,0.2,1.0,0.16363636363636364,0.4444444444444444,0.4444444444444444,0.75,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.047619047619047616,,0.19047619047619047,0.75,0.4444444444444444,24.664285714285718,,0.3333333333333333,,,,,,,,,,,,True,,,,,,,,,,
677,1610612759,Eric Williams,Eric Williams,677,SAS,2108.0,35,,69,68,32,48,6,137,1.0,1,1.0,1.0,,,1.0,2,1.0,6,3,9,3,12,53,1.0,1.0,,2.0,1.0,4.0,2.0,4.0,4,2.0,2.0,,,,,,,,,,,,1.0,,1.0,5,2.0,8,1.0,9,,1.0,1.0,,,,,,,,,,,,,1.0,2,,,2,,,4,,2,,,,,,,4.0,32,,,0.6666666666666666,1.0,0.3333333333333333,1.0,0.25,0.34615384615384615,1.0,0.2,0.4,1.0,0.3333333333333333,,,19.48051948051948,,0.2857142857142857,,0.14705882352941177,0.03571428571428571,0.125,,0.14285714285714285,0.030303030303030304,0.16666666666666666,,,,,,0.125,0.2222222222222222,0.125,,,,0.07692307692307693,1.0,1.0,,0.15384615384615385,0.5,0.5,1.0,0.46153846153846156,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,,,,0.38461538461538464,0.4293884615384616,0.4098,0.41154,0.13333333333333333,0.18181818181818182,0.16666666666666666,0.3333333333333333,14.11111111111111,0.463768115942029,,2.0,,,,1.0,2.0,,,,1.0,1.0,4.0,,,,1.0,3.0,,2.0,1.0,,1.0,0.25,,,0.25,0.3076923076923077,0.15384615384615385,,,,0.15384615384615385,0.5,0.5,1.0,,,,,,,0.2,,0.5,24.599999999999998,,,,,,,,,,,,,,True,,,,,,,,,,
