EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,Fouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PtsUnassisted3s,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,FTOffRebounds,3SecondViolations,OffFTReboundPct,DefensiveGoaltends,OffensiveGoaltends,Blocked3s,BlockedCorner3,Fg3aBlocked,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,on
101125,1610612743,Julius Hodge,Julius Hodge,101125,DEN,1468.0,24,-8.0,49,51,11,9,7,100,2.0,3.0,1.0,2.0,4,4,52,2.0,2.0,2.0,6.0,1.0,7.0,1.0,5.0,1.0,15.0,1.0,1,1,3.0,1.0,2.0,1.0,1.0,1.0,1,11,0.5,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,1.0,8.620689655172415,0.05,0.04,0.16666666666666666,0.75,0.6666666666666666,1.0,0.5,0.25,0.75,0.475125,2.075,0.22448979591836735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,23611.0,394,39.0,811,803,241,261,116,1614,26.0,47.0,17.0,42.0,90,186,811,56.0,28.0,14.0,6.0,5.0,11.0,4.0,5.0,1.0,27.0,35.0,51,78,6.0,3.0,3.0,18.0,5.0,29.0,63,241,0.6666666666666666,0.7567567567567568,0.4666666666666667,0.49,0.5344827586206896,0.15555555555555556,0.23404255319148937,0.11764705882352941,21.2565445026178,0.1346153846153846,0.1323943661971831,0.12605042016806722,0.31333333333333335,0.5531914893617021,0.7222222222222222,0.6923076923076923,0.11333333333333333,0.7133333333333334,0.5306164429530199,7.037777777777778,0.2971639950678175,7.0,15.0,8.0,14.0,7.0,9.0,26.0,4.0,12.0,1.0,2.0,2.0,5.0,17.0,48.0,1.0,5.0,1.0,12.0,21.0,60.0,39.0,9.0,20.0,2.0,7.0,6.0,30.0,13.0,25.0,3.0,17.0,14.0,49.0,63.0,10.0,1.0,47.0,17.0,1.0,5.0,22.0,12.0,4.0,27.0,2.0,11.0,4.0,1.0,7.0,1.0,2.0,9.0,20.0,9.0,11.0,32.0,2.0,2.0,49.0,1.0,22.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,49.0,9.0,3.0,1.0,0.35,0.2857142857142857,0.17647058823529413,0.3559322033898305,0.45,0.52,0.4444444444444444,0.4166666666666667,0.46875,0.47115384615384615,0.4,0.038461538461538464,0.3793103448275862,0.11764705882352941,0.07829181494661921,0.12631578947368421,0.04065040650406504,0.06683168316831684,0.12173913043478261,0.03389830508474576,0.056074766355140186,0.047058823529411764,0.02631578947368421,0.15942028985507245,0.125,0.14285714285714285,0.09375,0.028169014084507043,0.5,0.4117647058823529,0.4666666666666667,0.2857142857142857,0.17333333333333334,0.34615384615384615,0.36,0.8888888888888888,0.08,0.3333333333333333,0.3333333333333333,1.0,0.32,0.3541666666666667,0.3541666666666667,1.0,0.5555555555555556,0.4666666666666667,0.42857142857142855,0.07407407407407407,0.5,1.0,0.18518518518518517,0.2,1.0,0.3333333333333333,0.5714285714285714,0.11904761904761904,0.4,0.2857142857142857,0.08333333333333333,0.3617021276595745,0.5455949999999999,0.5266756097560976,0.1286549707602339,0.1981981981981982,0.16129032258064516,0.26344086021505375,25.55833333333333,,,,,,,,,,,,,,,,,,,,,,True
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,27376.0,456,53.0,932,927,311,266,140,1859,21.0,33.0,40.0,63.0,147,269,944,26.0,100.0,7.0,53.0,19.0,72.0,16.0,20.0,23.0,163.0,13.0,21,37,16.0,8.0,8.0,13.0,4.0,25.0,13,311,0.20634920634920634,0.20634920634920634,0.42857142857142855,0.4669811320754717,0.5384615384615384,0.047619047619047616,0.09090909090909091,0.025,24.681238615664846,0.040372670807453416,0.043478260869565216,0.07042253521126761,0.15566037735849056,0.6363636363636364,0.7,0.19047619047619047,0.18867924528301888,0.46226415094339623,0.4808507075471698,11.268707482993197,0.33369098712446355,1.0,2.0,4.0,6.0,13.0,29.0,74.0,1.0,12.0,,1.0,1.0,3.0,23.0,53.0,3.0,5.0,7.0,12.0,24.0,65.0,71.0,5.0,16.0,3.0,6.0,2.0,21.0,15.0,33.0,8.0,15.0,35.0,89.0,48.0,,,53.0,23.0,3.0,9.0,7.0,6.0,2.0,16.0,4.0,12.0,5.0,3.0,7.0,1.0,6.0,6.0,7.0,,,54.0,,3.0,79.0,5.0,23.0,16.0,1.0,,,1.0,,,89.0,2.0,15.0,0.6666666666666666,0.36923076923076925,0.5,0.5333333333333333,0.36923076923076925,0.3125,0.45454545454545453,0.4318181818181818,0.5625,0.4375,0.6567164179104478,0.30660377358490565,0.04054054054054054,0.48,0.05263157894736842,0.023411371237458192,0.05217391304347826,0.061224489795918366,0.03587443946188341,0.008264462809917356,0.04477611940298507,0.02702702702702703,0.0761904761904762,0.023809523809523808,0.02197802197802198,0.011235955056179775,0.05405405405405406,0.04878048780487805,0.034482758620689655,,0.325,0.3333333333333333,0.07692307692307693,0.3490566037735849,0.3918918918918919,0.4084507042253521,0.27586206896551724,0.05660377358490566,0.08333333333333333,0.08333333333333333,1.0,0.25,0.4339622641509434,0.4339622641509434,0.6521739130434783,0.09090909090909091,0.5,,0.045454545454545456,,,0.22727272727272727,0.6,0.6666666666666666,0.125,0.6666666666666666,0.0625,0.3333333333333333,0.25,0.5833333333333334,0.4339622641509434,0.47054999999999997,0.44221145833333336,0.1038961038961039,0.1393939393939394,0.07806691449814127,0.3308550185873606,24.983076923076922,24.0,10.0,1.0,3.0,1.0,1.0,0.015151515151515152,,,,,,,,,,,,,,,True
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,70588.0,1176,20.0,2391,2387,772,711,317,4778,39.0,82.0,18.0,51.0,122,284,2480,66.0,36.0,19.0,29.0,26.0,55.0,19.0,18.0,11.0,136.0,56.0,83,110,30.0,21.0,9.0,19.0,3.0,37.0,132,772,0.6470588235294118,0.673469387755102,0.4180327868852459,0.4263698630136986,0.4507936507936508,0.1557377049180328,0.1951219512195122,0.16666666666666666,12.69383339343671,0.06627218934911243,0.0709849157054126,0.0755813953488372,0.2808219178082192,0.47560975609756095,0.5909090909090909,0.717948717948718,0.06164383561643835,0.863013698630137,0.5439469072164946,4.4606557377049185,0.3228774571309076,5.0,12.0,11.0,20.0,6.0,6.0,22.0,13.0,57.0,,,6.0,28.0,36.0,113.0,2.0,8.0,12.0,42.0,49.0,170.0,35.0,6.0,16.0,2.0,8.0,6.0,24.0,16.0,33.0,18.0,70.0,13.0,99.0,144.0,4.0,1.0,112.0,36.0,7.0,10.0,16.0,24.0,3.0,27.0,,18.0,13.0,,5.0,3.0,4.0,10.0,69.0,13.0,7.0,52.0,3.0,5.0,53.0,7.0,28.0,2.0,7.0,6.0,1.0,7.0,5.0,1.0,99.0,22.0,2.0,0.9795918367346939,0.28823529411764703,0.25,0.2571428571428571,0.28994082840236685,0.375,0.48484848484848486,0.375,0.4174757281553398,0.42857142857142855,0.4541284403669725,0.5821917808219178,,0.4864864864864865,0.034482758620689655,0.02012578616352201,0.0851063829787234,0.03058103975535168,0.023172905525846704,0.02413793103448276,0.022598870056497175,0.01524390243902439,0.03070175438596491,0.030303030303030304,0.045936395759717315,0.0779816513761468,0.09090909090909091,0.07368421052631578,,0.7142857142857143,0.3333333333333333,0.4,0.16666666666666666,0.07534246575342465,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.1952054794520548,0.22807017543859648,0.22807017543859648,0.9230769230769231,0.386986301369863,0.3185840707964602,0.3185840707964602,1.0,0.5,0.4166666666666667,0.4,,,,0.3333333333333333,0.25,1.0,0.1941747572815534,0.55,0.27184466019417475,0.21428571428571427,0.4077669902912621,0.2857142857142857,0.32142857142857145,0.4960833333333334,0.5337799019607843,0.08945686900958466,0.1958041958041958,0.08450704225352113,0.3485915492957746,24.948235294117644,3.0,,3.0,,,,,1.0,1.0,0.011363636363636364,,,,,,,,,,,,True
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,12548.0,209,-16.0,440,434,147,126,56,874,17.0,23.0,6.0,22.0,39,78,437,26.0,18.0,4.0,2.0,3.0,5.0,2.0,2.0,,13.0,13.0,21,26,6.0,4.0,2.0,8.0,4.0,14.0,21,147,0.5909090909090909,0.65,0.5641025641025641,0.4146341463414634,0.4431818181818182,0.10256410256410256,0.08695652173913043,0.3333333333333333,19.883040935672515,0.08176100628930817,0.10194174757281553,0.11666666666666667,0.2804878048780488,0.7391304347826086,0.8095238095238095,0.5882352941176471,0.07317073170731707,0.8048780487804879,0.5311682926829268,5.8948717948717935,0.3340909090909091,4.0,5.0,3.0,6.0,2.0,3.0,10.0,5.0,21.0,1.0,3.0,2.0,4.0,3.0,22.0,,,2.0,10.0,8.0,43.0,10.0,5.0,7.0,1.0,3.0,,13.0,4.0,13.0,4.0,14.0,3.0,23.0,24.0,4.0,,22.0,3.0,1.0,1.0,3.0,8.0,,5.0,,6.0,4.0,2.0,2.0,1.0,2.0,5.0,11.0,1.0,1.0,8.0,1.0,1.0,12.0,,5.0,1.0,4.0,,3.0,4.0,2.0,,23.0,2.0,1.0,1.0,0.18604651162790697,0.3333333333333333,0.2857142857142857,0.18604651162790697,0.7142857142857143,0.3076923076923077,0.65,0.37037037037037035,0.65,0.39655172413793105,0.524390243902439,,0.42857142857142855,,0.023809523809523808,0.1702127659574468,0.01282051282051282,0.0196078431372549,0.017857142857142856,0.037037037037037035,0.023255813953488372,,0.034482758620689655,0.08333333333333333,0.0392156862745098,0.11764705882352941,0.3076923076923077,,0.5,0.3333333333333333,0.5,0.5,0.12195121951219512,0.3,0.3,0.6666666666666666,0.25609756097560976,0.23809523809523808,0.23809523809523808,1.0,0.2682926829268293,0.13636363636363635,0.13636363636363635,1.0,0.5,0.8,0.5,0.3,0.3333333333333333,1.0,,,,0.2222222222222222,0.5,0.14814814814814814,0.5,0.37037037037037035,0.2,0.13636363636363635,0.48888125,0.4778907407407407,0.05747126436781609,0.11363636363636363,0.16666666666666666,0.2948717948717949,24.190697674418605,,,1.0,,,1.0,,1.0,,0.04,,,,,,,,,,,,True
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,30848.0,514,-20.0,1054,1062,408,325,130,2116,24.0,42.0,29.0,65.0,138,171,1112,94.0,36.0,3.0,43.0,6.0,49.0,6.0,26.0,10.0,104.0,108.0,171,207,18.0,11.0,7.0,7.0,,20.0,38,408,0.7230769230769231,0.8392857142857143,0.47101449275362317,0.4642857142857143,0.5181818181818182,0.021739130434782608,0.047619047619047616,0.034482758620689655,15.327257663628831,0.27979274611398963,0.2915057915057915,0.3105590062111801,0.3,0.5714285714285714,0.6,0.5833333333333334,0.20714285714285716,0.3142857142857143,0.4612235714285715,10.904347826086957,0.3870967741935484,10.0,17.0,10.0,14.0,13.0,28.0,67.0,,2.0,,,,2.0,,,,,,,,2.0,41.0,15.0,27.0,,,,30.0,25.0,43.0,,2.0,18.0,68.0,,18.0,,,,,12.0,24.0,43.0,20.0,36.0,1.0,13.0,8.0,,5.0,1.0,2.0,11.0,21.0,5.0,4.0,48.0,4.0,9.0,55.0,5.0,24.0,6.0,59.0,41.0,17.0,59.0,34.0,,68.0,5.0,6.0,,,,,,0.5555555555555556,0.5813953488372093,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.6071428571428571,0.014285714285714285,,0.65,0.6666666666666666,0.06417112299465241,0.32575757575757575,0.09917355371900827,0.07272727272727272,0.09917355371900827,0.10256410256410256,0.022857142857142857,0.12,0.06521739130434782,0.19852941176470587,0.34831460674157305,0.3595505617977528,0.2558139534883721,0.014084507042253521,0.576271186440678,0.4482758620689655,0.4642857142857143,0.6923076923076923,0.4785714285714286,0.417910447761194,0.417910447761194,0.8571428571428571,0.014285714285714285,,,,,,,,0.6296296296296297,0.5882352941176471,0.2,,,,,,,0.3111111111111111,0.7142857142857143,0.044444444444444446,,,,,0.48759090909090913,0.44963333333333316,0.1509433962264151,0.15286624203821655,0.17543859649122806,0.39766081871345027,23.0,,7.0,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,True
2441,1610612743,Jamal Sampson,Jamal Sampson,2441,DEN,5907.0,98,-23.0,201,202,78,73,23,403,6.0,10.0,,6.0,10,18,213,8.0,4.0,3.0,4.0,,4.0,,2.0,2.0,8.0,21.0,26,38,2.0,2.0,,4.0,,9.0,13,78,0.6666666666666666,1.0,0.6,0.5454545454545454,0.5,0.3,0.3,,12.0,0.30434782608695654,0.25,0.23076923076923078,0.9090909090909091,0.6,0.8571428571428571,0.6666666666666666,,1.0,0.54647,0.33999999999999997,0.3880597014925373,3.0,5.0,2.0,4.0,,,,,,,,,,,1.0,,,,,,1.0,6.0,3.0,5.0,,,1.0,7.0,2.0,4.0,,,3.0,7.0,,4.0,1.0,,,,2.0,10.0,1.0,4.0,12.0,1.0,5.0,3.0,2.0,2.0,,3.0,3.0,7.0,2.0,,10.0,2.0,,14.0,,7.0,,6.0,5.0,1.0,6.0,4.0,2.0,7.0,1.0,,,,,,,0.6,0.5,0.6,0.5,0.5833333333333334,0.4375,0.09090909090909091,,0.5555555555555556,0.4444444444444444,0.2222222222222222,0.05263157894736842,0.058823529411764705,0.1518987341772152,0.26666666666666666,0.3333333333333333,0.14285714285714285,0.043478260869565216,0.09090909090909091,0.3076923076923077,0.4117647058823529,0.06666666666666667,,1.0,0.6666666666666666,,,,,,,,,,,,0.09090909090909091,,,,1.0,0.6,0.3333333333333333,,,,,,,1.0,0.5,,,,,,0.5457,0.57315,0.3888888888888889,0.4117647058823529,0.3888888888888889,0.3888888888888889,75.8,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,True
2403,1610612743,Nene,Nene,2403,DEN,24808.0,413,59.0,828,826,193,195,92,1654,53.0,82.0,41.0,76.0,150,199,805,112.0,40.0,13.0,13.0,10.0,23.0,8.0,10.0,2.0,56.0,54.0,79,119,21.0,12.0,9.0,21.0,5.0,37.0,55,193,0.7368421052631579,0.7887323943661971,0.5066666666666667,0.5033112582781457,0.5467032967032966,0.08666666666666667,0.0975609756097561,0.0975609756097561,23.273113708820404,0.16770186335403728,0.16666666666666666,0.15503875968992248,0.543046357615894,0.6463414634146342,0.7162162162162162,0.7547169811320755,0.271523178807947,0.5496688741721855,0.493514,5.0953333333333335,0.23309178743961353,5.0,14.0,9.0,12.0,18.0,5.0,27.0,,,,,,,,1.0,,,,1.0,,1.0,47.0,9.0,24.0,,,11.0,29.0,10.0,22.0,,1.0,25.0,45.0,,10.0,1.0,,,2.0,10.0,29.0,15.0,10.0,40.0,4.0,16.0,8.0,4.0,8.0,,6.0,7.0,28.0,6.0,6.0,54.0,7.0,6.0,68.0,6.0,28.0,9.0,19.0,11.0,7.0,20.0,13.0,,45.0,4.0,9.0,,,,,,0.375,0.45454545454545453,0.375,0.43478260869565216,0.453125,0.5625,0.006622516556291391,0.037037037037037035,0.43243243243243246,0.38461538461538464,0.10507246376811594,0.16304347826086957,0.10101010101010101,0.104,0.12903225806451613,0.12857142857142856,0.07079646017699115,0.12857142857142856,0.034482758620689655,0.1623931623931624,0.19736842105263158,0.2,0.07407407407407407,0.06557377049180328,0.65,0.43902439024390244,0.4864864864864865,0.6111111111111112,0.17880794701986755,0.18518518518518517,0.19230769230769232,1.0,,,,,0.006622516556291391,,,,0.5833333333333334,0.35714285714285715,,,,,,,,0.5217391304347826,0.75,,,0.043478260869565216,,,0.46620000000000006,0.5004318181818181,0.16184971098265896,0.16279069767441862,0.1457286432160804,0.22613065326633167,57.2,,1.0,,,,1.0,,1.0,4.0,0.038461538461538464,,,1.0,1.0,,,,,,,,True
947,1610612743,Allen Iverson,Allen Iverson,947,DEN,31066.0,518,,1042,1044,309,292,132,2086,37.0,68.0,61.0,96.0,207,324,1063,18.0,174.0,12.0,64.0,21.0,85.0,15.0,43.0,13.0,191.0,24.0,35,41,25.0,20.0,5.0,19.0,3.0,60.0,17,309,0.09375,0.09574468085106383,0.463768115942029,0.4957627118644068,0.5596491228070175,0.057971014492753624,0.11764705882352941,0.06557377049180328,28.654485049833887,0.0625,0.07042253521126761,0.0718954248366013,0.288135593220339,0.5441176470588235,0.6166666666666667,0.08108108108108109,0.2584745762711864,0.4110169491525424,0.4802273305084747,9.264251207729467,0.2965451055662188,1.0,3.0,7.0,21.0,27.0,32.0,78.0,1.0,5.0,,3.0,,1.0,13.0,24.0,,,3.0,6.0,14.0,29.0,90.0,5.0,11.0,,3.0,11.0,21.0,22.0,62.0,3.0,7.0,40.0,93.0,36.0,4.0,,24.0,13.0,6.0,,6.0,11.0,,6.0,2.0,41.0,26.0,2.0,15.0,2.0,3.0,15.0,7.0,,4.0,97.0,,12.0,111.0,7.0,42.0,13.0,3.0,1.0,,4.0,1.0,1.0,93.0,,13.0,0.8571428571428571,0.4827586206896552,,0.42857142857142855,0.4827586206896552,0.45454545454545453,0.3548387096774194,0.35714285714285715,0.38405797101449274,0.47619047619047616,0.5,0.1228813559322034,,0.6833333333333333,,0.016304347826086956,0.09734513274336283,,0.011627906976744186,0.014084507042253521,0.012195121951219513,0.020833333333333332,,,0.030303030303030304,0.09090909090909091,0.0684931506849315,0.15,0.017857142857142856,0.25,0.4426229508196721,0.47368421052631576,0.037037037037037035,0.3305084745762712,0.41025641025641024,0.41025641025641024,0.15625,0.0211864406779661,0.2,0.25,1.0,0.1016949152542373,0.5416666666666666,0.5652173913043478,0.8461538461538461,0.21428571428571427,0.3333333333333333,,0.21428571428571427,,,,,,0.30434782608695654,0.3333333333333333,0.014492753623188406,,0.08695652173913043,0.5,0.5416666666666666,0.46096153846153853,0.4753978260869565,0.15808823529411764,0.17355371900826447,0.06481481481481481,0.28703703703703703,25.096551724137928,6.0,8.0,6.0,5.0,1.0,2.0,0.03333333333333333,,,,,,1.0,,2.0,1.0,0.06896551724137931,0.2,0.041666666666666664,,,True
2501,1610612743,Reggie Evans,Reggie Evans,2501,DEN,25117.0,419,37.0,834,830,240,225,130,1664,48.0,84.0,9.0,57.0,100,154,858,70.0,44.0,19.0,12.0,5.0,17.0,4.0,10.0,2.0,39.0,88.0,116,176,20.0,14.0,6.0,22.0,3.0,41.0,58,240,0.6140350877192983,0.7446808510638298,0.57,0.57,0.5877862595419847,0.19,0.19047619047619047,0.3333333333333333,17.185929648241206,0.29042904290429045,0.2575,0.2777777777777778,0.84,0.5714285714285714,0.7058823529411765,0.625,0.09,0.84,0.553741,2.075,0.28776978417266186,15.0,29.0,14.0,20.0,3.0,6.0,7.0,,,,,,,,,,,,,,,40.0,15.0,32.0,,,12.0,42.0,17.0,25.0,,,18.0,52.0,,20.0,,,,1.0,8.0,50.0,15.0,13.0,60.0,8.0,19.0,9.0,2.0,10.0,1.0,10.0,14.0,24.0,8.0,5.0,55.0,8.0,4.0,64.0,4.0,25.0,10.0,5.0,3.0,2.0,5.0,2.0,2.0,52.0,6.0,7.0,,,,,,0.46875,0.68,0.46875,0.68,0.4666666666666667,0.65,,,0.4634146341463415,0.4482758620689655,0.17921146953405018,0.15463917525773196,0.06666666666666667,0.14536340852130325,0.24107142857142858,0.11290322580645161,0.1523809523809524,0.04597701149425287,0.12121212121212122,0.29411764705882354,0.30434782608695654,0.13114754098360656,0.19444444444444445,0.3333333333333333,0.4,0.3333333333333333,0.5,0.3333333333333333,0.07,0.8571428571428571,0.8571428571428571,0.6666666666666666,,,,,,,,,0.90625,0.5172413793103449,0.26666666666666666,,,,,,,0.8,0.7,,,,,,0.5260903225806451,0.525696,0.2066115702479339,0.2066115702479339,0.2727272727272727,0.33766233766233766,,,,2.0,,,,,2.0,8.0,0.0625,1.0,,,,,,,,,,,True
