EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PtsPutbacks,StepOutOfBoundsTurnovers,Loose Ball Fouls,3SecondViolations,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,HeaveAttempts,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,BlocksRecoveredPct,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,DefensiveGoaltends,Clear Path Fouls,on,Corner3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,HeaveMakes
101129,1610612745,Luther Head,Luther Head,101129,HOU,35720.0,595.0,36.0,1102.0,1112,332.0,379,139.0,2214,21.0,37.0,2.0,4.0,5.0,11.0,2.0,8.0,10.0,28.0,22.0,45.0,3.0,7.0,6.0,10.0,26.0,68.0,2.0,5.0,8.0,17.0,33.0,73.0,48.0,113.0,15.0,225.0,1104.0,5.0,9.0,5.0,12.0,25.0,7.0,23.0,14.0,27.0,7.0,63.0,36.0,30.0,111.0,33.0,68.0,26.0,10.0,2.0,29.0,10.0,39.0,6.0,4.0,15.0,6.0,8.0,88.0,4.0,3.0,1.0,14.0,49.0,1.0,64.0,8.0,72.0,1.0,25.0,12.0,13.0,16.0,7.0,13.0,14.0,3.0,5.0,30.0,1.0,6.0,17.0,25.0,1.0,18.0,4.0,1.0,18.0,1.0,3.0,5.0,3.0,1.0,63.0,332.0,2.0,3.0,0.5454545454545454,0.5454545454545454,0.7708333333333334,0.4247787610619469,0.4166666666666667,0.5185185185185185,0.4247787610619469,0.4520547945205479,0.5555555555555556,0.30434782608695654,0.5645161290322581,0.5952380952380952,0.56,0.5751295336787565,0.5952380952380952,0.5740740740740741,0.6075268817204301,0.017699115044247787,0.136986301369863,0.1891891891891892,0.125,0.07142857142857142,0.029411764705882353,17.49019607843137,0.5333333333333333,0.027777777777777776,0.02631578947368421,0.1091314031180401,0.00847457627118644,0.10294117647058823,0.0196078431372549,0.1076923076923077,0.012544802867383513,0.02702702702702703,0.0136986301369863,0.034482758620689655,0.08264462809917356,0.1037037037037037,0.12953367875647667,0.11538461538461539,0.0625,0.01098901098901099,0.1989247311827957,0.5675675675675675,0.7,0.6190476190476191,0.043010752688172046,0.25,0.2857142857142857,0.15053763440860216,0.35714285714285715,0.38461538461538464,0.5,0.24193548387096775,0.4888888888888889,0.4888888888888889,0.9090909090909091,0.3655913978494624,0.38235294117647056,0.3939393939393939,0.6538461538461539,0.19047619047619047,0.5,0.5,0.3333333333333333,0.42857142857142855,1.0,0.23809523809523808,0.4,1.0,0.22,0.45454545454545453,0.2,0.6,0.34,0.47058823529411764,0.8064516129032258,0.38235294117647056,0.5318704301075269,0.5125607142857144,0.5089189999999999,0.02631578947368421,0.06493506493506493,0.1111111111111111,0.28,7.973972602739726,24.649557522123896,0.30127041742286753,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,11712.0,195.0,24.0,362.0,372,99.0,126,44.0,734,24.0,35.0,6.0,10.0,4.0,6.0,1.0,9.0,,,,,,,,,,,,,,,25.0,44.0,,,6.0,56.0,350.0,6.0,10.0,,,14.0,5.0,9.0,,,1.0,11.0,34.0,16.0,,,,,6.0,,2.0,2.0,4.0,2.0,,,,2.0,10.0,8.0,13.0,1.0,7.0,23.0,3.0,33.0,22.0,55.0,2.0,8.0,6.0,2.0,3.0,1.0,3.0,6.0,,1.0,9.0,1.0,3.0,12.0,19.0,1.0,12.0,,3.0,13.0,1.0,,6.0,1.0,,11.0,99.0,2.0,1.0,0.68,0.8947368421052632,,,,,,0.5681818181818182,0.6,0.5555555555555556,0.5681818181818182,0.6,0.5555555555555556,0.56,0.5833333333333334,0.5,,,0.13636363636363635,0.14285714285714285,0.1111111111111111,,,13.882352941176471,0.3333333333333333,0.42857142857142855,0.1111111111111111,0.1597222222222222,0.10569105691056911,0.18421052631578946,0.11267605633802817,0.16483516483516483,0.10824742268041238,0.11627906976744186,0.10416666666666667,0.13043478260869565,0.12121212121212122,0.2222222222222222,0.13636363636363635,0.23333333333333334,,0.15384615384615385,0.7954545454545454,0.6857142857142857,0.8,0.6666666666666666,0.20454545454545456,0.1111111111111111,0.125,,,,,,,,,,,,,1.0,0.6,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,0.7954545454545454,,0.5609409090909091,0.5523,0.5560777777777778,0.12244897959183673,0.12244897959183673,0.25,0.19642857142857142,1.5295454545454545,,0.27348066298342544,2.0,12.0,1.0,3.0,2.0,0.07142857142857142,0.11538461538461539,1.0,,,,,,,,,,,,,,,,True,,,,,
101249,1610612745,John Lucas III,John Lucas III,101249,HOU,4780.0,80.0,1.0,146.0,141,21.0,46,21.0,287,,3.0,,,,,1.0,4.0,1.0,4.0,3.0,9.0,,3.0,,2.0,1.0,4.0,,,,,2.0,11.0,4.0,13.0,1.0,17.0,138.0,,1.0,,3.0,,,1.0,,2.0,1.0,1.0,,4.0,9.0,3.0,4.0,1.0,,,2.0,4.0,6.0,1.0,3.0,,,2.0,16.0,1.0,1.0,,,5.0,,5.0,2.0,7.0,,3.0,1.0,2.0,1.0,,1.0,1.0,,,2.0,,1.0,2.0,7.0,,1.0,,,2.0,,,,1.0,,1.0,21.0,1.0,1.0,,,0.75,0.3076923076923077,,,0.3076923076923077,0.18181818181818182,,,0.3333333333333333,,,0.34,,0.125,0.5416666666666666,,,,,,,15.789473684210527,0.5,,,0.07352941176470588,0.019230769230769232,,0.027777777777777776,0.0641025641025641,0.022727272727272728,,0.045454545454545456,,0.0625,0.08695652173913043,0.06896551724137931,,,,0.125,,,,0.16666666666666666,0.25,0.25,0.16666666666666666,0.25,0.25,,0.375,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.25,0.25,1.0,,,,0.75,,,,,,,,0.6666666666666666,,,,0.6666666666666666,0.25,0.5136208333333334,0.5034333333333333,0.5455833333333333,,,,0.058823529411764705,9.054545454545455,24.04615384615385,0.14383561643835616,,,,,,,0.05,,,,,,,,,,,,,,,,,True,,,,,
1503,1610612745,Tracy McGrady,Tracy McGrady,1503,HOU,60300.0,1005.0,145.0,1854.0,1865,357.0,442,230.0,3719,61.0,117.0,6.0,12.0,14.0,23.0,30.0,66.0,134.0,296.0,4.0,10.0,,,,1.0,51.0,154.0,8.0,17.0,14.0,45.0,225.0,479.0,55.0,164.0,158.0,773.0,1836.0,9.0,22.0,8.0,17.0,52.0,53.0,107.0,14.0,46.0,35.0,183.0,190.0,260.0,96.0,69.0,153.0,51.0,23.0,1.0,97.0,48.0,145.0,22.0,26.0,49.0,18.0,30.0,338.0,1.0,12.0,2.0,24.0,80.0,6.0,110.0,15.0,125.0,6.0,37.0,20.0,17.0,48.0,12.0,33.0,34.0,15.0,8.0,82.0,1.0,15.0,20.0,52.0,9.0,158.0,,1.0,219.0,17.0,1.0,93.0,6.0,1.0,183.0,357.0,5.0,6.0,0.4222222222222222,0.4318181818181818,0.5818181818181818,0.3353658536585366,0.47058823529411764,0.30434782608695654,0.3374233128834356,0.4697286012526096,0.4090909090909091,0.4953271028037383,0.4782270606531882,0.5384615384615384,0.48366013071895425,0.5237449118046132,0.5652173913043478,0.5258620689655172,0.25505443234836706,0.006097560975609756,0.04801670146137787,0.1452991452991453,0.030303030303030304,0.013513513513513514,0.006493506493506494,38.45070422535211,0.5853658536585366,0.11538461538461539,0.037037037037037035,0.11220196353436185,0.01932367149758454,0.11059907834101383,0.0033222591362126247,0.11182795698924732,0.014099783080260303,0.04864864864864865,0.004545454545454545,,0.07035175879396985,0.12834224598930483,0.12844036697247707,0.0963855421686747,0.1568627450980392,0.01812688821752266,0.18195956454121306,0.5213675213675214,0.61,0.32786885245901637,0.1026438569206843,0.45454545454545453,0.46875,0.4603421461897356,0.4527027027027027,0.4589041095890411,0.5,0.015552099533437015,0.4,0.4,0.5,0.23950233281493002,0.33116883116883117,0.3333333333333333,0.5882352941176471,0.3076923076923077,0.5,0.16666666666666666,,,,0.4358974358974359,0.47058823529411764,0.875,0.1503267973856209,0.6086956521739131,0.006535947712418301,,0.29411764705882354,0.3111111111111111,0.4370139968895801,0.3333333333333333,0.4705337227414331,0.5013571428571428,0.45342894736842104,0.14500683994528044,0.16756756756756758,0.06727037516170763,0.23673997412677877,13.042171189979122,25.632926829268293,0.1925566343042071,10.0,10.0,,1.0,,0.012987012987012988,0.0035460992907801418,0.26666666666666666,1.0,2.0,1.0,13.0,10.0,8.0,2.0,10.0,5.0,1.0,0.5,0.07386363636363637,,,,True,,,,,
87,1610612745,Dikembe Mutombo,Dikembe Mutombo,87,HOU,77335.0,1289.0,104.0,2374.0,2398,502.0,569,293.0,4772,67.0,113.0,38.0,70.0,10.0,23.0,17.0,32.0,1.0,8.0,,,,,,,,,,,,,85.0,153.0,,,60.0,230.0,2363.0,43.0,81.0,,,114.0,12.0,30.0,,,26.0,50.0,94.0,76.0,,,,,10.0,,2.0,11.0,13.0,9.0,2.0,2.0,,,37.0,43.0,121.0,,66.0,230.0,28.0,324.0,164.0,488.0,14.0,22.0,17.0,5.0,11.0,,3.0,27.0,8.0,3.0,38.0,8.0,10.0,84.0,156.0,8.0,84.0,21.0,9.0,87.0,5.0,,34.0,12.0,24.0,50.0,502.0,19.0,12.0,0.5529411764705883,0.9591836734693877,,,,,,0.5555555555555556,0.5308641975308642,0.4,0.5555555555555556,0.5308641975308642,0.4,0.5927835051546392,0.5588235294117647,0.5319148936170213,,,0.06535947712418301,0.08849557522123894,,,,8.501282521069989,0.2894736842105263,0.4057971014492754,,0.24864864864864866,0.14975247524752475,0.23826714801444043,0.11025641025641025,0.24625623960066556,0.13689482470784642,0.18828451882845187,0.0912280701754386,0.1619047619047619,0.22529644268774704,0.2701612903225806,0.25,0.24528301886792453,0.2153846153846154,0.24561403508771928,0.738562091503268,0.5929203539823009,0.6504854368932039,0.47761194029850745,0.20915032679738563,0.53125,0.53125,0.05228758169934641,0.125,0.125,1.0,,,,,,,,,0.8641975308641975,0.5428571428571428,0.07894736842105263,,,,,,,0.7666666666666667,0.43478260869565216,,,,,0.738562091503268,,0.5237843137254902,0.5364366197183099,0.5290800000000001,0.18681318681318682,0.18681318681318682,0.4956521739130435,0.21739130434782608,2.93202614379085,,0.21145745577085087,28.0,72.0,1.0,20.0,10.0,0.16964285714285715,0.11014492753623188,0.8235294117647058,,2.0,,,76.0,62.0,,76.0,50.0,1.0,0.6578947368421053,,14.0,7.0,,True,,,,,
2203,1610612745,Shane Battier,Shane Battier,2203,HOU,56060.0,934.0,66.0,1712.0,1744,314.0,332,215.0,3456,23.0,42.0,5.0,6.0,1.0,4.0,27.0,58.0,7.0,17.0,30.0,76.0,2.0,7.0,2.0,8.0,22.0,52.0,4.0,9.0,4.0,10.0,57.0,117.0,52.0,128.0,31.0,301.0,1703.0,11.0,16.0,6.0,16.0,42.0,6.0,19.0,6.0,18.0,10.0,40.0,38.0,76.0,153.0,3.0,52.0,22.0,10.0,,23.0,22.0,45.0,19.0,3.0,7.0,5.0,11.0,112.0,6.0,9.0,1.0,22.0,56.0,3.0,81.0,16.0,97.0,6.0,28.0,21.0,7.0,13.0,,8.0,7.0,5.0,3.0,20.0,,4.0,31.0,49.0,3.0,63.0,7.0,12.0,37.0,3.0,,14.0,3.0,,40.0,314.0,4.0,3.0,0.3333333333333333,0.37254901960784315,0.9807692307692307,0.40625,0.375,0.3333333333333333,0.40625,0.48717948717948717,0.6875,0.3157894736842105,0.5510204081632653,0.625,0.40540540540540543,0.5766283524904214,0.6363636363636364,0.46511627906976744,0.5224489795918368,,0.08547008547008547,0.16666666666666666,0.05172413793103448,,,14.278455284552846,0.65,0.061224489795918366,0.022222222222222223,0.08395802098950525,0.014950166112956811,0.10837438423645321,0.02197802197802198,0.0896551724137931,0.017142857142857144,0.018072289156626505,0.025252525252525252,0.013333333333333334,0.09340659340659341,0.08092485549132948,0.08012820512820513,0.125,0.046511627906976744,0.048,0.17142857142857143,0.5476190476190477,0.6571428571428571,0.43478260869565216,0.23673469387755103,0.46551724137931033,0.4909090909090909,0.06938775510204082,0.4117647058823529,0.4117647058823529,0.5714285714285714,0.31020408163265306,0.39473684210526316,0.39473684210526316,0.9666666666666667,0.21224489795918366,0.4230769230769231,0.4230769230769231,1.0,0.1875,0.8333333333333334,0.2,0.21875,0.2857142857142857,1.0,0.28125,0.4444444444444444,1.0,0.10810810810810811,0.25,0.21621621621621623,0.25,0.2702702702702703,0.4,0.6938775510204082,0.4230769230769231,0.5155142857142857,0.5256019230769231,0.47875675675675683,0.06201550387596899,0.109375,0.13953488372093023,0.132890365448505,6.414529914529916,24.10859375,0.18341121495327103,2.0,12.0,,2.0,,0.005813953488372093,0.01893939393939394,0.18518518518518517,,1.0,,2.0,10.0,9.0,1.0,10.0,6.0,,0.6,0.015384615384615385,,,,True,,,,,
1719,1610612745,Bonzi Wells,Bonzi Wells,1719,HOU,9466.0,158.0,-20.0,286.0,292,60.0,78,29.0,578,12.0,24.0,1.0,3.0,1.0,1.0,5.0,11.0,2.0,15.0,,,,,,,,1.0,,,,1.0,19.0,50.0,,1.0,12.0,50.0,285.0,1.0,5.0,,,3.0,2.0,5.0,,1.0,3.0,7.0,24.0,14.0,,,1.0,,9.0,,5.0,3.0,8.0,3.0,,4.0,1.0,,19.0,,1.0,1.0,4.0,18.0,2.0,24.0,2.0,26.0,,6.0,1.0,5.0,8.0,,6.0,9.0,2.0,3.0,17.0,,3.0,7.0,15.0,2.0,19.0,,1.0,25.0,3.0,,13.0,1.0,,7.0,60.0,2.0,1.0,0.631578947368421,0.631578947368421,,,,,,0.38,0.2,0.4,0.37254901960784315,0.2,0.3333333333333333,0.4032258064516129,0.25,0.35,0.0196078431372549,,0.18,0.16666666666666666,0.2727272727272727,0.13333333333333333,,24.307692307692307,0.47058823529411764,0.16666666666666666,0.1111111111111111,0.15,0.011111111111111112,0.13333333333333333,,0.14666666666666667,0.0070921985815602835,,,,0.09090909090909091,0.13333333333333333,0.21739130434782608,0.15,0.1,,0.47058823529411764,0.5,0.6,0.6666666666666666,0.21568627450980393,0.45454545454545453,0.625,0.29411764705882354,0.13333333333333333,0.15384615384615385,1.0,,,,,0.0196078431372549,,,,0.6,0.3333333333333333,,,,,,,,0.16666666666666666,1.0,,,0.16666666666666666,,0.49019607843137253,,0.46784313725490195,0.3404,0.42265,0.21311475409836064,0.21666666666666667,0.06,0.14,7.654000000000001,26.4,0.2097902097902098,1.0,,1.0,1.0,,0.03571428571428571,,0.4,,2.0,,,4.0,2.0,1.0,4.0,2.0,,0.5,,1.0,,,True,,,,,
1747,1610612745,Rafer Alston,Rafer Alston,1747,HOU,64014.0,1067.0,93.0,1970.0,1996,419.0,434,241.0,3966,40.0,87.0,2.0,8.0,7.0,14.0,23.0,70.0,17.0,56.0,8.0,29.0,2.0,6.0,,6.0,52.0,161.0,8.0,26.0,8.0,36.0,80.0,213.0,60.0,190.0,35.0,375.0,1980.0,4.0,14.0,10.0,32.0,39.0,20.0,42.0,8.0,42.0,16.0,80.0,38.0,122.0,132.0,48.0,161.0,52.0,14.0,,131.0,32.0,163.0,21.0,11.0,46.0,14.0,71.0,358.0,2.0,6.0,1.0,19.0,61.0,3.0,83.0,9.0,92.0,5.0,55.0,31.0,24.0,40.0,12.0,29.0,28.0,11.0,6.0,68.0,4.0,12.0,26.0,58.0,5.0,49.0,,1.0,55.0,,,14.0,12.0,1.0,80.0,419.0,7.0,11.0,0.2375,0.24050632911392406,0.7333333333333333,0.3157894736842105,0.3125,0.19047619047619047,0.3157894736842105,0.3755868544600939,0.2857142857142857,0.47619047619047616,0.4218362282878412,0.41304347826086957,0.38095238095238093,0.436046511627907,0.4148936170212766,0.4166666666666667,0.47146401985111663,,0.06572769953051644,0.11494252873563218,0.05714285714285714,,,21.961997348652233,0.5882352941176471,0.05263157894736842,0.018867924528301886,0.08198924731182795,0.008784773060029283,0.08225108225108226,0.006472491909385114,0.08205128205128205,0.008064516129032258,0.014634146341463415,0.00851063829787234,,0.06060606060606061,0.07291666666666667,0.09887005649717515,0.07909604519774012,0.09259259259259259,0.02040816326530612,0.21588089330024815,0.45977011494252873,0.5194805194805194,0.375,0.17369727047146402,0.32857142857142857,0.3484848484848485,0.13895781637717122,0.30357142857142855,0.30357142857142855,0.11764705882352941,0.07196029776674938,0.27586206896551724,0.27586206896551724,0.875,0.39950372208436724,0.32298136645962733,0.32298136645962733,0.7115384615384616,0.17391304347826086,0.25,,0.13043478260869565,0.3333333333333333,0.5,0.5652173913043478,0.3076923076923077,0.875,0.16666666666666666,0.5,0.07142857142857142,,0.42857142857142855,0.2222222222222222,0.6873449131513648,0.32298136645962733,0.5130002481389578,0.5416272727272727,0.4876886904761905,0.03588516746411483,0.06167400881057269,0.104,0.21333333333333335,7.463849765258216,25.256315789473692,0.21269035532994923,1.0,2.0,,,,0.015789473684210527,,0.08695652173913043,,,,1.0,,,,,,,,0.005235602094240838,,,1.0,True,,,,,
2745,1610612745,Kirk Snyder,Kirk Snyder,2745,HOU,7121.0,119.0,3.0,224.0,221,68.0,61,26.0,445,12.0,17.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,7.0,1.0,4.0,,,,,,2.0,,,,,16.0,27.0,1.0,6.0,13.0,48.0,217.0,1.0,1.0,,,2.0,3.0,6.0,,,1.0,7.0,12.0,20.0,3.0,,2.0,,2.0,,2.0,,2.0,,,2.0,,,4.0,2.0,1.0,,2.0,9.0,,11.0,3.0,14.0,,,,,,,,3.0,,,3.0,1.0,1.0,5.0,8.0,2.0,11.0,,,19.0,3.0,,10.0,1.0,,7.0,68.0,,1.0,0.375,0.4,1.0,0.16666666666666666,,,0.16666666666666666,0.5925925925925926,1.0,0.5,0.5303030303030303,1.0,0.5,0.5853658536585366,0.5,0.5,0.18181818181818182,,0.07407407407407407,0.11764705882352941,,,,17.322834645669293,,,,0.10975609756097561,0.013513513513513514,0.08,0.05555555555555555,0.102803738317757,0.02727272727272727,0.03333333333333333,0.047619047619047616,0.06666666666666667,0.07692307692307693,,0.21875,0.06666666666666667,0.1,,0.5151515151515151,0.7058823529411765,0.8,0.3333333333333333,0.09090909090909091,0.6666666666666666,0.6666666666666666,0.21212121212121213,0.2857142857142857,0.2857142857142857,0.5,0.12121212121212122,0.25,0.25,1.0,0.06060606060606061,,,,1.0,1.0,,,,,,,,0.3333333333333333,1.0,,,,,0.696969696969697,,0.5234484848484848,0.5615,0.4217666666666667,0.25,0.29411764705882354,0.041666666666666664,0.14583333333333334,6.5888888888888895,24.349999999999998,0.30357142857142855,,2.0,,1.0,,,,0.5,,1.0,,,3.0,1.0,,3.0,2.0,,0.6666666666666666,,2.0,,,True,,,,,
200779,1610612745,Steve Novak,Steve Novak,200779,HOU,1102.0,18.0,5.0,34.0,34,16.0,24,3.0,68,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,2.0,,5.0,27.0,,,,,,1.0,2.0,1.0,2.0,,5.0,2.0,,3.0,,2.0,1.0,,,,,,,,,,,,,,1.0,1.0,2.0,,3.0,1.0,4.0,,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,5.0,16.0,,,1.0,1.0,1.0,0.5,,0.5,0.5,0.5,,0.5,0.625,,0.625,0.625,,0.625,0.5,,,,,,,13.513513513513514,,,0.3333333333333333,0.15384615384615385,,0.14285714285714285,,0.15,,,,,0.25,,0.14285714285714285,0.16666666666666666,,,0.25,1.0,1.0,1.0,,,,0.25,,,,,,,,0.5,0.5,0.5,1.0,,,,,,,,,,0.25,1.0,,,0.5,0.5,0.75,0.5,0.5207625,,0.5207625,,,,1.0,9.45,24.5,0.47058823529411764,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
