EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,BlockedLongMidRange,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,BlockedArc3,3pt And 1 Free Throw Trips,OffensiveGoaltends,Corner3PctBlocked,on
101113,1610612744,Ike Diogu,Ike Diogu,101113,GSW,6542.0,109,-29,216,221,84.0,76,24.0,437,13.0,23.0,4.0,8.0,4.0,10.0,4.0,13.0,2.0,4.0,19.0,40.0,17.0,55.0,227,4.0,9.0,4.0,12.0,7.0,15.0,8.0,22.0,22.0,16.0,6.0,5.0,3.0,3.0,1.0,2.0,6.0,1.0,10.0,1.0,5.0,16.0,1.0,22.0,12.0,34.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,8.0,4.0,6.0,15,6.0,1.0,19.0,2.0,22.0,2.0,10.0,2.0,5.0,2.0,3.0,5.0,2.0,2.0,1.0,22.0,84.0,1.0,2.0,0.5789473684210527,0.6875,0.475,0.4444444444444444,0.4666666666666667,0.475,0.4444444444444444,0.4666666666666667,0.55,0.5454545454545454,0.5238095238095238,0.125,0.13043478260869565,0.15384615384615385,23.2,0.5,0.125,0.08333333333333333,0.17582417582417584,0.1282051282051282,0.20833333333333334,0.038461538461538464,0.1826086956521739,0.10576923076923077,0.13333333333333333,0.17391304347826086,0.08,0.1,0.2571428571428571,0.10526315789473684,0.13513513513513514,0.16666666666666666,0.3333333333333333,0.125,0.4,0.575,0.5652173913043478,0.65,0.46153846153846156,0.325,0.3076923076923077,0.36363636363636365,0.75,0.1,0.5,0.5,1.0,0.8888888888888888,0.5,0.25,0.6666666666666666,0.4,0.575,0.46891250000000007,0.53115,0.47754,0.20833333333333334,0.20833333333333334,0.21818181818181817,0.4,4.805,0.3888888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101145,1610612744,Monta Ellis,Monta Ellis,101145,GSW,158280.0,2638,31,5444,5441,1451.0,1714,604.0,10885,281.0,433.0,20.0,29.0,72.0,122.0,43.0,130.0,117.0,304.0,441.0,867.0,273.0,1272.0,5840,28.0,53.0,22.0,96.0,100.0,211.0,113.0,340.0,396.0,486.0,22.0,62.0,188.0,319.0,125.0,50.0,769.0,23.0,37.0,2.0,62.0,112.0,7.0,181.0,62.0,243.0,8.0,132.0,59.0,73.0,109.0,49.0,112.0,7.0,60.0,23.0,221.0,62.0,83.0,210,5.0,43.0,319.0,9.0,358.0,34.0,152.0,28.0,20.0,9.0,10.0,21.0,14.0,1.0,,340.0,1451.0,28.0,22.0,0.4489795918367347,0.4604651162790698,0.5086505190311419,0.5283018867924528,0.47393364928909953,0.49455445544554455,0.5068493150684932,0.4468503937007874,0.5405522001725626,0.5535714285714286,0.521875,0.07151095732410612,0.10161662817551963,0.12307692307692308,22.44299674267101,0.49321266968325794,0.03333333333333333,0.010752688172043012,0.06451612903225806,0.02208955223880597,0.09185185185185185,0.030104712041884817,0.07216922438822065,0.024600246002460024,0.027607361963190184,0.019417475728155338,0.01800327332242226,0.015748031496062992,0.037337662337662336,0.07922912205567452,0.07963246554364471,0.09771309771309772,0.07731958762886598,0.0175054704595186,0.6666666666666666,0.4287128712871287,0.648960739030023,0.7223650385604113,0.5124555160142349,0.12871287128712872,0.33076923076923076,0.37719298245614036,0.2558139534883721,0.300990099009901,0.3848684210526316,0.38741721854304634,0.36752136752136755,0.3972602739726027,0.6896551724137931,0.35,0.48031496062992124,0.5901639344262295,0.5702970297029702,0.5149941351888668,0.5094063829787232,0.5103886454183268,0.13704686118479223,0.15431472081218275,0.07547169811320754,0.2672955974842767,8.118915801614763,0.2665319617927994,12.0,63.0,3.0,8.0,1.0,13.0,27.0,80.0,3.0,12.0,8.0,30.0,39.0,143.0,6.0,20.0,9.0,43.0,81.0,36.0,1.0,79.0,27.0,1.0,131.0,76.0,55.0,13.0,18.0,3.0,12.0,65.0,23.0,3.0,1.0,1.0,1.0,3.0,0.6923076923076923,0.2727272727272727,0.3,0.20930232558139536,0.2746478873239437,0.14158415841584157,0.006993006993006993,0.006578947368421052,0.0125,0.03725490196078431,0.062376237623762376,0.19047619047619047,0.19047619047619047,0.8333333333333334,0.07920792079207921,0.3375,0.34177215189873417,0.6296296296296297,0.1095890410958904,0.375,1.0,0.1643835616438356,0.25,1.0,0.051181102362204724,0.07692307692307693,0.11811023622047244,0.26666666666666666,0.34177215189873417,0.02054794520547945,25.070629370629362,,,,,True
101194,1610612744,Anthony Roberson,Anthony Roberson,101194,GSW,7477.0,125,-39,261,260,124.0,101,28.0,521,3.0,5.0,,,2.0,4.0,2.0,3.0,6.0,17.0,11.0,25.0,2.0,60.0,298,1.0,2.0,,8.0,4.0,11.0,2.0,22.0,12.0,10.0,,1.0,6.0,7.0,4.0,2.0,15.0,,1.0,,1.0,9.0,,10.0,1.0,11.0,1.0,4.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,6.0,4.0,5.0,12,,,1.0,,3.0,,,1.0,,,,,,,,22.0,124.0,2.0,1.0,0.5454545454545454,0.5454545454545454,0.44,0.5,0.36363636363636365,0.5272727272727272,1.0,0.4,0.5357142857142857,1.0,0.4230769230769231,0.04,0.2,,21.305841924398624,0.5,,,0.10975609756097561,0.011235955056179775,0.034482758620689655,,0.09009009009009009,0.008,,,0.023255813953488372,,0.10714285714285714,0.06666666666666667,0.16666666666666666,0.047619047619047616,,0.03333333333333333,,0.09090909090909091,0.6,0.75,0.6666666666666666,0.05454545454545454,0.6666666666666666,0.6666666666666666,,0.3090909090909091,0.35294117647058826,0.35294117647058826,0.6666666666666666,,,,0.16,0.5,0.6363636363636364,0.50209,0.435425,0.4971979999999999,,,0.13333333333333333,0.36666666666666664,14.300000000000002,0.47509578544061304,5.0,10.0,,,1.0,3.0,7.0,20.0,2.0,2.0,3.0,11.0,12.0,30.0,2.0,2.0,4.0,14.0,30.0,6.0,,20.0,7.0,,1.0,1.0,,,,,,,1.0,,,,,,0.8333333333333334,0.4,1.0,0.2857142857142857,0.4,0.5454545454545454,,,,,0.18181818181818182,0.5,0.5,1.0,0.36363636363636365,0.35,0.35,0.7142857142857143,,,,0.5,1.0,1.0,0.12,0.3333333333333333,0.44,0.2727272727272727,0.35,,24.693333333333335,,,,,True
200753,1610612744,Patrick O'Bryant,Patrick O'Bryant,200753,GSW,3022.0,50,-2,104,106,65.0,42,14.0,210,,1.0,,1.0,,1.0,2.0,4.0,1.0,5.0,3.0,10.0,5.0,11.0,116,,2.0,2.0,2.0,1.0,5.0,5.0,7.0,2.0,4.0,,,5.0,5.0,2.0,1.0,10.0,,1.0,,1.0,3.0,,4.0,1.0,5.0,1.0,5.0,5.0,,1.0,1.0,,,,,1.0,1.0,6.0,8,1.0,,4.0,1.0,6.0,,2.0,1.0,4.0,3.0,1.0,4.0,2.0,,,7.0,65.0,,1.0,0.3333333333333333,0.3333333333333333,0.3,,0.2,0.3,,0.2,0.4230769230769231,0.3333333333333333,0.4375,,,,11.864406779661017,1.0,,,0.09090909090909091,0.02631578947368421,0.1,,0.09302325581395349,0.022727272727272728,,,0.045454545454545456,,0.07692307692307693,0.125,0.08333333333333333,0.1111111111111111,,0.14285714285714285,0.5,0.1,,,,0.4,0.5,0.5,,0.5,0.2,0.2,1.0,0.5,,,0.2,,0.1,0.39593,0.3455,0.4184,0.16666666666666666,0.16666666666666666,0.18181818181818182,0.6363636363636364,12.760000000000002,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2440,1610612744,Matt Barnes,Matt Barnes,2440,GSW,67184.0,1120,-87,2334,2348,691.0,736,265.0,4682,67.0,100.0,14.0,24.0,23.0,35.0,22.0,61.0,10.0,36.0,99.0,197.0,38.0,407.0,2539,19.0,38.0,7.0,63.0,35.0,68.0,21.0,157.0,132.0,66.0,20.0,14.0,63.0,100.0,45.0,17.0,237.0,15.0,35.0,3.0,39.0,103.0,22.0,164.0,53.0,217.0,9.0,48.0,30.0,18.0,41.0,26.0,32.0,1.0,15.0,5.0,73.0,17.0,71.0,131,5.0,11.0,47.0,7.0,55.0,7.0,25.0,6.0,29.0,21.0,8.0,29.0,15.0,,,157.0,691.0,21.0,6.0,0.6666666666666666,0.7415730337078652,0.5025380710659898,0.5,0.5147058823529411,0.5,0.4666666666666667,0.5396825396825397,0.5178117048346056,0.4846153846153846,0.5688405797101449,0.07106598984771574,0.08,0.08196721311475409,17.651515151515152,0.5616438356164384,0.24175824175824176,0.03260869565217391,0.13642384105960265,0.05007153075822604,0.12871287128712872,0.04297994269340974,0.1342155009451796,0.04770992366412214,0.05078125,0.05181347150259067,0.048,0.035398230088495575,0.12142857142857143,0.14356435643564355,0.14652014652014653,0.12217194570135746,0.14634146341463414,0.04591836734693878,0.5172413793103449,0.27100271002710025,0.67,0.7282608695652174,0.7164179104477612,0.16531165311653118,0.36065573770491804,0.39285714285714285,0.5,0.0975609756097561,0.2777777777777778,0.2857142857142857,0.7,0.4,0.5833333333333334,0.21428571428571427,0.2777777777777778,0.6571428571428571,0.7371273712737128,0.5287577445652174,0.5044047619047619,0.524938,0.06459948320413436,0.11627906976744186,0.1547911547911548,0.3857493857493858,6.107106598984772,0.29605826906598115,19.0,52.0,2.0,7.0,9.0,20.0,38.0,120.0,4.0,15.0,13.0,38.0,57.0,172.0,6.0,22.0,22.0,58.0,168.0,3.0,,120.0,38.0,,37.0,21.0,16.0,1.0,10.0,,7.0,4.0,,,,,,2.0,0.9824561403508771,0.3313953488372093,0.2727272727272727,0.3793103448275862,0.3313953488372093,0.46612466124661245,,0.027777777777777776,,0.046610169491525424,0.14092140921409213,0.36538461538461536,0.36538461538461536,1.0,0.3252032520325203,0.31666666666666665,0.31666666666666665,0.9736842105263158,0.11666666666666667,0.2857142857142857,1.0,0.25,0.26666666666666666,1.0,0.15873015873015872,0.45,0.30158730158730157,0.34210526315789475,0.31666666666666665,,24.905232558139534,,,,,True
2554,1610612744,Mickael Pietrus,Mickael Pietrus,2554,GSW,72701.0,1212,-100,2505,2501,671.0,819,285.0,5006,83.0,125.0,14.0,26.0,19.0,24.0,3.0,15.0,27.0,61.0,113.0,201.0,75.0,493.0,2730,19.0,32.0,7.0,66.0,26.0,41.0,26.0,123.0,152.0,74.0,16.0,14.0,27.0,38.0,18.0,8.0,87.0,19.0,36.0,1.0,45.0,106.0,12.0,163.0,56.0,219.0,6.0,27.0,17.0,10.0,21.0,9.0,42.0,2.0,12.0,18.0,63.0,14.0,78.0,142,9.0,7.0,96.0,5.0,115.0,10.0,50.0,11.0,35.0,23.0,10.0,36.0,15.0,,,123.0,671.0,16.0,8.0,0.672566371681416,0.7238095238095238,0.5621890547263682,0.59375,0.6341463414634146,0.5903954802259888,0.6704545454545454,0.5773809523809523,0.6071428571428571,0.6875,0.5970873786407767,0.06965174129353234,0.104,0.06666666666666667,16.637105356509398,0.3333333333333333,0.12,0.010416666666666666,0.13624678663239073,0.046753246753246755,0.1461038961038961,0.05621301775147929,0.13904235727440148,0.04963898916967509,0.05405405405405406,0.03468208092485549,0.046511627906976744,0.05511811023622047,0.13559322033898305,0.13744075829383887,0.13602941176470587,0.13513513513513514,0.1744186046511628,0.0379746835443038,0.4166666666666667,0.3531073446327684,0.664,0.7410714285714286,0.6385542168674698,0.0423728813559322,0.2,0.21428571428571427,0.6666666666666666,0.17231638418079095,0.4426229508196721,0.4426229508196721,0.7777777777777778,0.5909090909090909,0.5384615384615384,0.2857142857142857,0.2857142857142857,0.7916666666666666,0.7853107344632768,0.5387247175141243,0.527824193548387,0.5265988095238094,0.1291139240506329,0.2074688796680498,0.13387423935091278,0.24949290060851928,7.154228855721394,0.2678642714570858,56.0,128.0,5.0,8.0,12.0,37.0,8.0,25.0,2.0,4.0,3.0,6.0,64.0,153.0,7.0,12.0,15.0,43.0,189.0,3.0,,25.0,8.0,,11.0,7.0,4.0,1.0,8.0,2.0,6.0,13.0,,1.0,1.0,,2.0,1.0,0.984375,0.41830065359477125,0.5833333333333334,0.3488372093023256,0.41830065359477125,0.4322033898305085,,,,0.05687203791469194,0.3615819209039548,0.4375,0.4375,0.9821428571428571,0.07062146892655367,0.32,0.32,1.0,0.18181818181818182,0.625,1.0,0.09090909090909091,0.5,1.0,0.44047619047619047,0.32432432432432434,0.07142857142857142,0.5,0.32,0.006493506493506494,23.650980392156864,1.0,,,,True
2202,1610612744,Jason Richardson,Jason Richardson,2202,GSW,66068.0,1101,73,2280,2282,539.0,716,262.0,4562,78.0,119.0,18.0,31.0,20.0,31.0,22.0,53.0,34.0,109.0,134.0,281.0,70.0,569.0,2450,23.0,43.0,7.0,65.0,28.0,59.0,16.0,135.0,134.0,134.0,30.0,13.0,80.0,118.0,53.0,19.0,274.0,12.0,33.0,3.0,38.0,77.0,10.0,125.0,48.0,173.0,5.0,38.0,25.0,13.0,33.0,21.0,20.0,,12.0,3.0,53.0,11.0,38.0,81,4.0,7.0,80.0,2.0,104.0,9.0,44.0,6.0,19.0,14.0,4.0,19.0,14.0,,,135.0,539.0,17.0,4.0,0.5,0.5630252100840336,0.47686832740213525,0.5348837209302325,0.4745762711864407,0.5241596638655462,0.5370370370370371,0.5833333333333334,0.5460652591170825,0.5508474576271186,0.5973451327433629,0.046263345195729534,0.05042016806722689,0.03773584905660377,22.222222222222225,0.6226415094339622,0.12195121951219512,0.045454545454545456,0.10829817158931083,0.04694167852062589,0.1371841155234657,0.03550295857988166,0.11639676113360324,0.043227665706051875,0.05338078291814947,0.05,0.03816793893129771,0.045454545454545456,0.10843373493975904,0.059782608695652176,0.14028776978417265,0.13541666666666666,0.1411764705882353,0.020161290322580645,0.7368421052631579,0.25,0.6554621848739496,0.6902654867256637,0.5641025641025641,0.11134453781512606,0.41509433962264153,0.43137254901960786,0.36363636363636365,0.22899159663865545,0.3119266055045872,0.3269230769230769,0.4411764705882353,0.5740740740740741,0.5806451612903226,0.16666666666666666,0.30392156862745096,0.6451612903225806,0.6596638655462185,0.5134779411764707,0.532328048780488,0.5060848039215686,0.09514563106796116,0.13924050632911392,0.11423550087873462,0.23725834797891038,9.201067615658365,0.23640350877192984,30.0,63.0,1.0,3.0,11.0,18.0,47.0,132.0,3.0,8.0,10.0,25.0,77.0,195.0,4.0,11.0,21.0,43.0,216.0,15.0,,132.0,47.0,,38.0,26.0,12.0,8.0,6.0,3.0,6.0,11.0,,5.0,,,1.0,2.0,0.935064935064935,0.39487179487179486,0.36363636363636365,0.4883720930232558,0.39487179487179486,0.4096638655462185,,0.045871559633027525,,0.03070175438596491,0.1323529411764706,0.47619047619047616,0.47619047619047616,0.9666666666666667,0.2773109243697479,0.3560606060606061,0.3560606060606061,0.9148936170212766,0.05555555555555555,0.3333333333333333,1.0,0.14814814814814814,0.375,0.6666666666666666,0.17647058823529413,0.6111111111111112,0.24509803921568626,0.4,0.3560606060606061,0.02512562814070352,24.945641025641027,,1.0,,,True
2399,1610612744,Mike Dunleavy,Mike Dunleavy,2399,GSW,35616.0,594,31,1221,1216,400.0,445,135.0,2437,47.0,69.0,10.0,12.0,19.0,24.0,10.0,25.0,23.0,59.0,80.0,153.0,53.0,276.0,1319,12.0,16.0,7.0,37.0,24.0,46.0,26.0,92.0,108.0,52.0,18.0,10.0,50.0,60.0,39.0,6.0,130.0,8.0,18.0,1.0,30.0,51.0,10.0,91.0,27.0,118.0,6.0,25.0,14.0,11.0,22.0,16.0,20.0,1.0,6.0,6.0,42.0,12.0,21.0,45,8.0,4.0,70.0,9.0,66.0,8.0,24.0,9.0,6.0,1.0,5.0,6.0,4.0,1.0,,92.0,400.0,8.0,9.0,0.675,0.7605633802816901,0.5228758169934641,0.75,0.5217391304347826,0.5284360189573459,0.7894736842105263,0.55,0.5717299578059072,0.8409090909090909,0.625,0.06535947712418301,0.11594202898550725,0.08,20.335276967930028,0.5238095238095238,0.22727272727272727,0.02040816326530612,0.12718204488778054,0.05113636363636364,0.16304347826086957,0.046242774566473986,0.13846153846153847,0.049523809523809526,0.072,0.08,0.007874015748031496,0.030303030303030304,0.12162162162162163,0.1592920353982301,0.10714285714285714,0.1652892561983471,0.15873015873015872,0.061855670103092786,0.6666666666666666,0.32701421800947866,0.6811594202898551,0.7704918032786885,0.6808510638297872,0.11848341232227488,0.4,0.43478260869565216,0.4,0.2796208530805687,0.3898305084745763,0.3898305084745763,0.782608695652174,0.631578947368421,0.8333333333333334,0.1,0.4,0.7916666666666666,0.6018957345971564,0.49137071428571416,0.5201214285714285,0.4763491525423729,0.10964912280701754,0.14201183431952663,0.13405797101449277,0.3333333333333333,9.245751633986933,0.3276003276003276,4.0,16.0,,1.0,,2.0,17.0,42.0,2.0,2.0,6.0,12.0,21.0,58.0,2.0,3.0,6.0,14.0,57.0,6.0,1.0,41.0,17.0,,10.0,3.0,7.0,5.0,7.0,,3.0,19.0,5.0,1.0,,,,,0.9047619047619048,0.3620689655172414,0.6666666666666666,0.42857142857142855,0.3684210526315789,0.27488151658767773,,,,0.056074766355140186,0.07582938388625593,0.25,0.25,1.0,0.1990521327014218,0.40476190476190477,0.40476190476190477,0.8823529411764706,0.05263157894736842,,,0.10526315789473684,1.0,0.5,0.03333333333333333,,0.2,0.5,0.4146341463414634,0.01694915254237288,25.35000000000001,,,,,True
2740,1610612744,Andris Biedrins,Andris Biedrins,2740,GSW,98902.0,1648,135,3370,3354,773.0,953,365.0,6724,211.0,328.0,47.0,94.0,36.0,55.0,21.0,67.0,1.0,1.0,233.0,396.0,56.0,522.0,3526,48.0,102.0,10.0,106.0,45.0,66.0,13.0,103.0,332.0,134.0,74.0,51.0,55.0,73.0,27.0,23.0,164.0,40.0,116.0,2.0,82.0,223.0,58.0,363.0,158.0,521.0,22.0,40.0,27.0,13.0,41.0,14.0,44.0,1.0,27.0,13.0,85.0,24.0,145.0,221,21.0,14.0,125.0,20.0,115.0,14.0,56.0,9.0,104.0,72.0,32.0,104.0,58.0,,7.0,103.0,773.0,22.0,7.0,0.7124463519313304,0.8469387755102041,0.5883838383838383,0.47058823529411764,0.6818181818181818,0.5883838383838383,0.47058823529411764,0.6818181818181818,0.5838926174496645,0.4818181818181818,0.6602564102564102,0.12878787878787878,0.125,0.14925373134328357,14.014752370916755,0.4823529411764706,0.4715447154471545,0.017699115044247787,0.20162748643761302,0.11284046692607004,0.18981481481481483,0.08565310492505353,0.19830949284785435,0.10434782608695652,0.16136919315403422,0.12830188679245283,0.04519774011299435,0.07878787878787878,0.16434540389972144,0.1974921630094044,0.23598130841121495,0.20063694267515925,0.16101694915254236,0.19642857142857142,0.5576923076923077,0.8282828282828283,0.6432926829268293,0.735191637630662,0.7251184834123223,0.1691919191919192,0.31343283582089554,0.3684210526315789,0.5714285714285714,0.0025252525252525255,1.0,1.0,1.0,0.9215686274509803,0.5,0.2127659574468085,0.8333333333333334,0.6545454545454545,0.8282828282828283,0.5213982323232322,0.5280670329670331,0.5136651515151515,0.1278538812785388,0.1278538812785388,0.20306513409961685,0.19731800766283525,1.9361111111111111,0.22937685459940652,,,,,,,,,,,,,,,,,,,,,,,,,18.0,12.0,6.0,5.0,2.0,1.0,13.0,12.0,,,,,,6.0,,,,,,,,,,0.08940397350993377,,,,,,,,,,,,,,,,,,,,,,,,2.0,,True
101235,1610612744,Kelenna Azubuike,Kelenna Azubuike,101235,GSW,21823.0,364,-121,747,748,251.0,277,84.0,1495,19.0,35.0,4.0,10.0,7.0,12.0,,11.0,8.0,17.0,27.0,63.0,27.0,129.0,858,4.0,14.0,8.0,16.0,10.0,24.0,12.0,47.0,22.0,32.0,2.0,7.0,11.0,13.0,6.0,3.0,28.0,4.0,9.0,,10.0,22.0,4.0,36.0,13.0,49.0,,6.0,4.0,2.0,12.0,7.0,7.0,,5.0,4.0,19.0,1.0,12.0,30,3.0,1.0,30.0,1.0,37.0,4.0,19.0,1.0,6.0,3.0,2.0,6.0,1.0,,,47.0,251.0,7.0,1.0,0.4074074074074074,0.4230769230769231,0.42857142857142855,0.2857142857142857,0.4166666666666667,0.5257731958762887,0.23529411764705882,0.4605263157894737,0.5707964601769911,0.38095238095238093,0.5222222222222223,0.1111111111111111,0.14285714285714285,0.18181818181818182,15.62130177514793,0.631578947368421,0.11764705882352941,,0.08627450980392157,0.03474903474903475,0.1282051282051282,0.042105263157894736,0.0960960960960961,0.03672316384180791,0.03669724770642202,0.03076923076923077,0.03529411764705882,,0.0449438202247191,0.0847457627118644,0.12149532710280374,0.11666666666666667,0.16666666666666666,,0.16666666666666666,0.36082474226804123,0.5428571428571428,0.6333333333333333,0.3684210526315789,0.1134020618556701,,,,0.17525773195876287,0.47058823529411764,0.47058823529411764,0.5,0.5882352941176471,0.4,0.25,0.3157894736842105,0.5833333333333334,0.711340206185567,0.5082262886597939,0.5022035714285714,0.4979473684210525,0.16964285714285715,0.24358974358974358,0.12403100775193798,0.3643410852713178,7.144444444444446,0.3360107095046854,5.0,11.0,,,1.0,5.0,11.0,23.0,,3.0,4.0,9.0,16.0,34.0,,3.0,5.0,14.0,48.0,,,23.0,11.0,,2.0,1.0,1.0,2.0,1.0,,1.0,4.0,1.0,,,,1.0,,1.0,0.47058823529411764,,0.35714285714285715,0.47058823529411764,0.35051546391752575,,,,0.05555555555555555,0.1134020618556701,0.45454545454545453,0.45454545454545453,1.0,0.23711340206185566,0.4782608695652174,0.4782608695652174,1.0,,,,0.17647058823529413,,,0.13157894736842105,0.2,0.23684210526315788,0.4444444444444444,0.4782608695652174,,24.82058823529412,,,,,True
