EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,FTOffRebounds,BadPassOutOfBoundsTurnovers,Clear Path Fouls,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,3SecondViolations,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,on,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,28188.0,470,-216,899,902,277,285,89,1801,36.0,60.0,10.0,13.0,10.0,16.0,14.0,39.0,18.0,47.0,68.0,146.0,70.0,206.0,1066,11.0,22.0,5.0,27.0,16.0,36.0,19.0,51.0,76.0,60.0,16.0,16.0,13.0,5.0,18.0,5.0,10.0,2.0,1.0,41.0,2.0,18,16.0,32.0,5.0,53,20,73,2.0,11.0,8.0,3.0,18.0,7.0,17.0,2.0,11.0,7.0,35.0,3.0,9.0,24.0,47,4.0,7.0,71.0,5.0,5.0,95.0,3.0,45.0,4.0,4.0,3.0,1.0,4.0,3.0,1.0,1.0,51.0,277,4.0,2.0,0.5588235294117647,0.6333333333333333,0.4657534246575342,0.5,0.4444444444444444,0.4657534246575342,0.5,0.4444444444444444,0.5364583333333334,0.5192307692307693,0.5204081632653061,0.1095890410958904,0.2,0.10256410256410256,22.677322677322678,0.5142857142857142,0.15151515151515152,0.11636363636363636,0.05421686746987952,0.14035087719298245,0.027777777777777776,0.12339331619537275,0.04950495049504951,0.07692307692307693,0.07,0.0234375,0.01639344262295082,0.09090909090909091,0.1111111111111111,0.13846153846153847,0.10833333333333334,0.13924050632911392,0.14285714285714285,0.03278688524590164,0.75,0.410958904109589,0.6,0.75,0.5277777777777778,0.2671232876712329,0.358974358974359,0.4,0.5714285714285714,0.3219178082191781,0.3829787234042553,0.3829787234042553,0.6111111111111112,0.5909090909090909,0.7692307692307693,0.4444444444444444,0.625,0.410958904109589,0.4634643835616439,0.5016705882352941,0.48225833333333323,0.2393617021276596,0.2393617021276596,0.13106796116504854,0.24757281553398058,8.250684931506846,0.3081201334816463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
101160,1610612763,Lawrence Roberts,Lawrence Roberts,101160,MEM,2655.0,44,-1,81,78,32,12,11,159,3.0,9.0,2.0,4.0,3.0,5.0,,1.0,,1.0,3.0,11.0,3.0,9.0,74,2.0,4.0,,4.0,3.0,6.0,3.0,9.0,4.0,2.0,2.0,3.0,,,,,,,,,,2,,4.0,,4,2,6,,1.0,1.0,,,,1.0,,,,1.0,,,3.0,7,,1.0,3.0,,,6.0,,2.0,1.0,2.0,2.0,,2.0,2.0,,,9.0,32,1.0,1.0,0.6666666666666666,1.0,0.2727272727272727,0.5,0.5,0.2727272727272727,0.5,0.5,0.32142857142857145,0.5,0.5625,0.2727272727272727,0.3333333333333333,,15.625,,,0.12903225806451613,0.05714285714285714,,,0.1,0.04878048780487805,0.14285714285714285,,,,,0.15384615384615385,0.2857142857142857,,,,,1.0,0.8181818181818182,0.3333333333333333,0.5,0.6666666666666666,0.09090909090909091,,,,0.09090909090909091,,,,1.0,0.5,0.8333333333333334,0.6,0.8181818181818182,0.5183636363636365,0.570425,0.5063,0.15384615384615385,0.15384615384615385,0.4444444444444444,1.0,2.8181818181818183,0.3950617283950617,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1088,1610612763,Chucky Atkins,Chucky Atkins,1088,MEM,37427.0,624,-99,1222,1212,421,336,134,2434,38.0,70.0,,2.0,12.0,30.0,7.0,23.0,23.0,53.0,68.0,146.0,60.0,298.0,1377,3.0,5.0,,27.0,21.0,56.0,40.0,103.0,18.0,118.0,,9.0,86.0,24.0,110.0,20.0,42.0,11.0,33.0,244.0,2.0,2,12.0,28.0,1.0,41,5,46,2.0,16.0,7.0,9.0,21.0,18.0,14.0,1.0,3.0,2.0,35.0,1.0,14.0,13.0,39,1.0,8.0,70.0,,3.0,73.0,9.0,29.0,9.0,1.0,1.0,,1.0,,,,103.0,421,4.0,9.0,0.1323529411764706,0.1323529411764706,0.4657534246575342,0.6,0.375,0.5129310344827587,0.7941176470588235,0.37058823529411766,0.5613026819923371,0.7941176470588235,0.4714285714285714,0.06164383561643835,0.1,0.08695652173913043,21.65325530358449,0.6,0.02040816326530612,0.07526881720430108,0.004739336492890996,0.08275862068965517,0.018867924528301886,0.07736943907156674,0.007575757575757576,0.006756756756756757,0.00847457627118644,,0.022222222222222223,,0.06896551724137931,0.10526315789473684,0.062111801242236024,0.07446808510638298,0.09803921568627451,0.017391304347826087,,0.3017241379310345,0.5428571428571428,0.6031746031746031,0.10526315789473684,0.09913793103448276,0.30434782608695654,0.3333333333333333,,0.22844827586206898,0.4339622641509434,0.4339622641509434,0.21739130434782608,0.11764705882352941,,0.35294117647058826,0.4,0.6724137931034483,0.5115569264069263,0.5392115384615385,0.49730297619047614,0.11507936507936507,0.1746987951807229,0.09060402684563758,0.34563758389261745,8.255479452054793,0.3445171849427169,,9.0,15.0,1.0,2.0,3.0,7.0,25.0,71.0,6.0,10.0,4.0,22.0,34.0,86.0,7.0,12.0,7.0,29.0,69.0,33.0,1.0,70.0,25.0,4.0,1.0,3.0,1.0,6.0,0.6764705882352942,0.3953488372093023,0.5833333333333334,0.2413793103448276,0.4,0.3706896551724138,0.0196078431372549,0.06465517241379311,0.6,0.6,0.8888888888888888,0.30603448275862066,0.352112676056338,0.352112676056338,0.6,0.11764705882352941,0.5,1.0,0.5882352941176471,0.6,0.6666666666666666,0.08235294117647059,0.42857142857142855,0.25882352941176473,0.18181818181818182,0.35714285714285715,25.588372093023256,,,,,,,,,,,,True,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,61757.0,1029,-198,2020,2015,683,596,223,4035,98.0,171.0,27.0,46.0,42.0,63.0,38.0,105.0,25.0,65.0,161.0,341.0,97.0,419.0,2262,33.0,63.0,14.0,80.0,63.0,109.0,44.0,170.0,178.0,144.0,50.0,28.0,12.0,5.0,17.0,4.0,7.0,2.0,3.0,39.0,9.0,73,49.0,85.0,31.0,165,85,250,15.0,30.0,17.0,13.0,32.0,14.0,37.0,4.0,18.0,10.0,69.0,8.0,16.0,82.0,146,8.0,17.0,113.0,14.0,8.0,134.0,12.0,59.0,14.0,58.0,43.0,14.0,62.0,38.0,10.0,5.0,170.0,683,13.0,13.0,0.5527950310559007,0.6544117647058824,0.47214076246334313,0.5238095238095238,0.5779816513761468,0.4653179190751445,0.5238095238095238,0.5526315789473685,0.5147420147420148,0.5555555555555556,0.6028368794326241,0.08211143695014662,0.10526315789473684,0.08571428571428572,20.941487021557414,0.463768115942029,0.44285714285714284,0.13776337115072934,0.10354609929078014,0.18490566037735848,0.049723756906077346,0.15192743764172337,0.09255079006772009,0.13991769547325103,0.0845771144278607,0.0842911877394636,0.05194805194805195,0.037037037037037035,0.12315270935960591,0.14666666666666667,0.14393939393939395,0.18579234972677597,0.18292682926829268,0.09868421052631579,0.6129032258064516,0.49421965317919075,0.5730994152046783,0.6405228758169934,0.5306122448979592,0.30346820809248554,0.3619047619047619,0.3958333333333333,0.5,0.18786127167630057,0.38461538461538464,0.390625,0.72,0.7301587301587301,0.5869565217391305,0.5526315789473685,0.6666666666666666,0.5086705202312138,0.4831048104956268,0.5212983050847456,0.49614189189189195,0.15012722646310434,0.15206185567010308,0.1909307875894988,0.40572792362768495,5.759530791788857,0.33811881188118814,0.037037037037037035,,,,,,,,5.0,,,,5.0,,5.0,,,,5.0,,,2.0,3.0,,1.0,3.0,3.0,,,,,,,,0.014450867052023121,0.0410958904109589,,,,,0.014450867052023121,,,,,,,,,,,,0.043859649122807015,,,42.2,1.0,4.0,1.0,3.0,1.0,1.0,0.015384615384615385,,,,,True,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,38658.0,644,-87,1263,1255,329,365,124,2518,24.0,39.0,5.0,5.0,2.0,7.0,2.0,8.0,25.0,52.0,51.0,99.0,30.0,249.0,1386,6.0,7.0,1.0,19.0,11.0,24.0,13.0,62.0,56.0,46.0,4.0,3.0,50.0,13.0,63.0,3.0,21.0,9.0,20.0,139.0,2.0,6,30.0,60.0,3.0,93,8,101,3.0,17.0,14.0,3.0,19.0,13.0,20.0,3.0,6.0,3.0,39.0,1.0,11.0,23.0,43,2.0,3.0,30.0,2.0,1.0,37.0,6.0,12.0,7.0,7.0,7.0,,7.0,4.0,,,62.0,329,5.0,7.0,0.5490196078431373,0.5714285714285714,0.5151515151515151,0.8571428571428571,0.4583333333333333,0.553030303030303,0.6923076923076923,0.47115384615384615,0.5781990521327014,0.7307692307692307,0.5166666666666667,0.030303030303030304,0.07692307692307693,,17.895490336435216,0.48717948717948717,0.06818181818181818,0.1566579634464752,0.014814814814814815,0.1724137931034483,0.014925373134328358,0.1615798922800718,0.014842300556586271,0.02158273381294964,0.01680672268907563,0.006802721088435374,0.01694915254237288,,0.096,0.17204301075268819,0.19393939393939394,0.21311475409836064,0.07692307692307693,0.029411764705882353,0.5714285714285714,0.19696969696969696,0.6153846153846154,0.6666666666666666,0.5416666666666666,0.04040404040404041,0.25,0.25,,0.26262626262626265,0.4807692307692308,0.4807692307692308,0.6,0.38461538461538464,1.0,0.1346153846153846,0.2857142857142857,0.696969696969697,0.5073739898989901,0.52593,0.4775730769230769,0.058823529411764705,0.11428571428571428,0.07630522088353414,0.24899598393574296,11.201010101010102,0.2604908946951702,0.4,3.0,8.0,,1.0,2.0,3.0,36.0,91.0,2.0,5.0,7.0,25.0,39.0,99.0,2.0,6.0,9.0,28.0,99.0,18.0,,91.0,36.0,10.0,,9.0,,5.0,0.8461538461538461,0.3939393939393939,0.3333333333333333,0.32142857142857145,0.3939393939393939,0.5,,0.04040404040404041,0.375,0.375,1.0,0.4595959595959596,0.3956043956043956,0.4,0.8333333333333334,0.07692307692307693,,,0.38461538461538464,0.4,0.5,0.057692307692307696,0.6666666666666666,0.4807692307692308,0.28,0.3956043956043956,25.786868686868694,,,,,,,,1.0,0.010101010101010102,0.01098901098901099,,True,,,
200752,1610612763,Rudy Gay,Rudy Gay,200752,MEM,30792.0,513,-47,1014,1006,309,266,119,2020,35.0,66.0,6.0,12.0,11.0,23.0,15.0,42.0,15.0,51.0,65.0,159.0,34.0,188.0,1105,7.0,16.0,8.0,22.0,18.0,47.0,18.0,57.0,54.0,76.0,10.0,12.0,21.0,5.0,26.0,3.0,14.0,2.0,5.0,57.0,5.0,16,20.0,57.0,2.0,79,22,101,4.0,22.0,17.0,5.0,17.0,7.0,18.0,2.0,10.0,8.0,35.0,4.0,11.0,20.0,44,4.0,3.0,38.0,2.0,1.0,49.0,5.0,22.0,5.0,9.0,5.0,2.0,11.0,8.0,,,57.0,309,6.0,5.0,0.4153846153846154,0.45,0.4088050314465409,0.4375,0.3829787234042553,0.4010416666666667,0.3888888888888889,0.33620689655172414,0.4392523364485981,0.5,0.41304347826086957,0.07547169811320754,0.12121212121212122,0.09523809523809523,21.70880557977332,0.4857142857142857,0.05714285714285714,0.18269230769230768,0.04481792717086835,0.14184397163120568,0.056179775280898875,0.16997792494481237,0.04708520179372197,0.06611570247933884,0.02857142857142857,0.03816793893129771,0.05263157894736842,0.07692307692307693,0.12149532710280374,0.21052631578947367,0.21705426356589147,0.17582417582417584,0.08,0.039603960396039604,0.7272727272727273,0.34375,0.5303030303030303,0.603448275862069,0.34285714285714286,0.21875,0.35714285714285715,0.39473684210526316,0.26666666666666666,0.265625,0.29411764705882354,0.29411764705882354,0.7333333333333333,0.6666666666666666,0.5,0.39655172413793105,0.4782608695652174,0.515625,0.4922145502645503,0.4953423076923077,0.48568727272727275,0.10526315789473684,0.125,0.11702127659574468,0.30319148936170215,8.4062893081761,0.3047337278106509,0.16666666666666666,5.0,11.0,,,1.0,3.0,3.0,22.0,,2.0,,8.0,8.0,33.0,,2.0,1.0,11.0,24.0,,3.0,19.0,3.0,2.0,1.0,2.0,,,1.0,0.24242424242424243,,0.09090909090909091,0.26666666666666666,0.171875,0.027777777777777776,0.057291666666666664,0.45454545454545453,0.45454545454545453,1.0,0.11458333333333333,0.13636363636363635,0.13636363636363635,1.0,,,,0.1111111111111111,,,0.05172413793103448,0.3333333333333333,0.13793103448275862,,0.15789473684210525,27.269696969696973,1.0,2.0,2.0,,2.0,1.0,,,,,,True,,,
200814,1610612763,Tarence Kinsey,Tarence Kinsey,200814,MEM,15841.0,264,-99,527,531,279,170,62,1058,15.0,28.0,3.0,8.0,9.0,16.0,3.0,13.0,18.0,34.0,36.0,75.0,18.0,102.0,633,5.0,12.0,1.0,11.0,21.0,41.0,5.0,56.0,42.0,30.0,4.0,5.0,10.0,2.0,12.0,1.0,5.0,1.0,4.0,26.0,,9,7.0,16.0,,23,9,32,2.0,16.0,7.0,9.0,8.0,4.0,6.0,,4.0,2.0,14.0,1.0,6.0,6.0,14,2.0,1.0,18.0,,5.0,22.0,1.0,9.0,2.0,,,,,,,,56.0,279,3.0,1.0,0.5833333333333334,0.6176470588235294,0.48,0.4166666666666667,0.5121951219512195,0.49411764705882355,0.38461538461538464,0.51,0.531578947368421,0.4230769230769231,0.5283018867924528,0.06666666666666667,0.07142857142857142,0.23076923076923078,18.227424749163877,0.5714285714285714,,0.10126582278481013,0.047872340425531915,0.1,,0.10087719298245613,0.04017857142857143,0.030303030303030304,0.0851063829787234,0.04,,,0.09615384615384616,0.0975609756097561,0.1076923076923077,0.0625,0.18181818181818182,0.05,,0.32941176470588235,0.5357142857142857,0.5769230769230769,0.6666666666666666,0.15294117647058825,0.23076923076923078,0.3,0.6666666666666666,0.4,0.5294117647058824,0.5294117647058824,0.5,0.6153846153846154,0.375,0.32,0.5625,0.4470588235294118,0.4855070588235293,0.5281538461538462,0.488453,0.0967741935483871,0.10843373493975904,0.10784313725490197,0.5490196078431373,10.068000000000001,0.5294117647058824,0.3333333333333333,4.0,7.0,,,3.0,6.0,,3.0,,1.0,,3.0,4.0,10.0,,1.0,3.0,9.0,9.0,3.0,,3.0,,1.0,,3.0,,1.0,0.75,0.4,,0.3333333333333333,0.4,0.11764705882352941,,0.08235294117647059,0.5714285714285714,0.5714285714285714,0.75,0.03529411764705882,,,,,,,0.07692307692307693,,,0.12,0.5,0.06,,,24.07,,,,,,,,,,,,True,,,
224,1610612763,Eddie Jones,Eddie Jones,224,MEM,8940.0,149,-101,287,301,83,103,32,588,1.0,3.0,,,,,2.0,4.0,6.0,12.0,9.0,19.0,5.0,32.0,330,1.0,1.0,,2.0,4.0,4.0,2.0,16.0,6.0,12.0,,1.0,7.0,,7.0,,2.0,3.0,2.0,14.0,2.0,2,1.0,7.0,1.0,9,5,14,,6.0,3.0,3.0,4.0,2.0,2.0,,2.0,,6.0,,2.0,8.0,18,,,9.0,,,9.0,,4.0,,1.0,1.0,,1.0,1.0,,,16.0,83,4.0,,0.3333333333333333,0.3333333333333333,0.47368421052631576,1.0,1.0,0.38571428571428573,1.0,0.7777777777777778,0.41025641025641024,1.0,0.8,0.05263157894736842,0.3333333333333333,,13.975155279503104,0.6666666666666666,0.08333333333333333,0.08139534883720931,0.01834862385321101,0.02702702702702703,0.05128205128205128,0.06504065040650407,0.02702702702702703,,,0.05263157894736842,0.0625,,0.034482758620689655,0.13636363636363635,0.08571428571428572,0.037037037037037035,,,1.0,0.08571428571428572,0.3333333333333333,0.5,,0.11428571428571428,0.5,0.5,,0.34285714285714286,0.5,0.5,0.5,,,,,0.5428571428571428,0.47172142857142857,0.368,0.4699833333333333,0.10256410256410256,0.17391304347826086,0.0625,0.5,13.889473684210525,0.289198606271777,,1.0,4.0,,,1.0,2.0,2.0,12.0,,,1.0,3.0,3.0,16.0,,,2.0,5.0,9.0,,,12.0,2.0,,1.0,2.0,,1.0,1.0,0.1875,,0.4,0.1875,0.45714285714285713,0.06666666666666667,0.11428571428571428,0.25,0.25,1.0,0.34285714285714286,0.16666666666666666,0.16666666666666666,1.0,,,,,,,0.2222222222222222,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,25.2875,,,,,,,,,,,,True,,,
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,27319.0,455,-49,881,870,319,270,94,1751,30.0,39.0,4.0,8.0,7.0,9.0,15.0,29.0,20.0,53.0,65.0,121.0,35.0,174.0,993,6.0,16.0,1.0,13.0,20.0,40.0,17.0,57.0,76.0,54.0,4.0,10.0,18.0,4.0,22.0,3.0,7.0,3.0,8.0,48.0,3.0,8,14.0,18.0,2.0,34,11,45,1.0,8.0,5.0,3.0,9.0,5.0,19.0,3.0,4.0,8.0,28.0,2.0,14.0,23.0,51,5.0,3.0,33.0,1.0,7.0,44.0,2.0,19.0,4.0,2.0,1.0,1.0,2.0,,,4.0,57.0,319,10.0,3.0,0.5846153846153846,0.6031746031746031,0.5371900826446281,0.375,0.5,0.5515873015873016,0.375,0.4878048780487805,0.5918367346938775,0.38235294117647056,0.57,0.08264462809917356,0.1794871794871795,0.06896551724137931,17.570281124497992,0.32142857142857145,0.07407407407407407,0.06545454545454546,0.025559105431309903,0.14583333333333334,0.04918032786885246,0.0862533692722372,0.029411764705882353,0.038834951456310676,0.022988505747126436,0.016260162601626018,0.038461538461538464,0.1111111111111111,0.07058823529411765,0.06153846153846154,0.064,0.136986301369863,0.17391304347826086,0.021739130434782608,,0.30952380952380953,0.7692307692307693,0.9375,0.6333333333333333,0.23015873015873015,0.5172413793103449,0.5555555555555556,0.3333333333333333,0.42063492063492064,0.37735849056603776,0.38461538461538464,0.7,0.5,0.5,0.21951219512195122,0.7777777777777778,0.3492063492063492,0.46937519999999994,0.4623928571428571,0.44082,0.13286713286713286,0.13768115942028986,0.07471264367816093,0.3275862068965517,10.572727272727272,0.3620885357548241,0.25,1.0,1.0,,,,,2.0,4.0,,,,1.0,3.0,5.0,,,,1.0,9.0,,1.0,3.0,2.0,1.0,,1.0,,,1.0,0.6,,,0.75,0.03968253968253968,,0.007936507936507936,1.0,1.0,1.0,0.031746031746031744,0.5,0.5,1.0,,,,,,,,,0.024390243902439025,,0.6666666666666666,29.120000000000005,,,,,,1.0,0.018867924528301886,,,,1.0,True,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,18228.0,304,34,619,617,218,144,76,1236,30.0,52.0,6.0,10.0,6.0,11.0,22.0,41.0,10.0,25.0,62.0,118.0,47.0,171.0,662,7.0,14.0,9.0,23.0,15.0,30.0,21.0,51.0,70.0,54.0,8.0,12.0,18.0,10.0,28.0,9.0,8.0,5.0,5.0,66.0,3.0,15,20.0,35.0,5.0,60,18,78,4.0,7.0,6.0,1.0,16.0,8.0,6.0,,8.0,2.0,22.0,1.0,6.0,13.0,16,1.0,1.0,53.0,5.0,4.0,61.0,4.0,26.0,7.0,19.0,14.0,3.0,20.0,14.0,,,51.0,218,,6.0,0.5645161290322581,0.603448275862069,0.5254237288135594,0.5,0.5,0.5210084033613446,0.5,0.4838709677419355,0.5777027027027027,0.575,0.5666666666666667,0.1016949152542373,0.17307692307692307,0.04878048780487805,24.251069900142653,0.7272727272727273,0.3125,0.17412935323383086,0.07692307692307693,0.20618556701030927,0.05357142857142857,0.18456375838926176,0.07171314741035857,0.10526315789473684,0.05660377358490566,0.06060606060606061,0.06382978723404255,,0.10666666666666667,0.14285714285714285,0.2597402597402597,0.1791044776119403,0.26666666666666666,0.09090909090909091,0.7,0.4369747899159664,0.5769230769230769,0.6976744186046512,0.6,0.3445378151260504,0.5365853658536586,0.5641025641025641,0.3181818181818182,0.21008403361344538,0.4,0.4166666666666667,1.0,0.7142857142857143,0.6,0.3548387096774194,0.5454545454545454,0.44537815126050423,0.47512457627118637,0.48561428571428567,0.44883666666666666,0.18439716312056736,0.18571428571428572,0.13450292397660818,0.2982456140350877,6.560169491525424,0.35218093699515346,0.16666666666666666,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,1.0,,,1.0,,2.0,,,,,,,,0.008403361344537815,,,,,,0.008403361344537815,,,,,,,,,,,,0.03225806451612903,,,40.1,,1.0,1.0,,2.0,1.0,0.04,,,,,True,,,
