EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,OffFTReboundPct,SecondChanceArc3FGM,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,Blocked3s,BlockedArc3,DefensiveGoaltends,SecondChanceCorner3PctAssisted,on,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveMakes,Clear Path Fouls
101119,1610612750,Rashad McCants,Rashad McCants,101119,MIN,33253.0,554,-5,1043,1049,275,301,134,2092,24,46,1.0,4.0,6.0,9.0,4.0,13.0,14.0,43,7.0,25.0,1.0,4.0,3.0,6.0,13.0,50.0,6.0,3.0,13.0,42,102,20.0,75.0,40.0,184,1102,5.0,13.0,1.0,10.0,2.0,15.0,8.0,17,6.0,19.0,13.0,47,52,32,48.0,12.0,2.0,2.0,48.0,13.0,9.0,27,11.0,38,6.0,5.0,18.0,3.0,6.0,87,6.0,8.0,13.0,19,1.0,33,14.0,47,4.0,26.0,18.0,8.0,25.0,4.0,18.0,15.0,7.0,4.0,40.0,4.0,6.0,28.0,71.0,5.0,5.0,42.0,4.0,2.0,58.0,22.0,7.0,7.0,6.0,1.0,7.0,3.0,1.0,1.0,47,275,10.0,7.0,0.6190476190476191,0.6341463414634146,0.8,0.26666666666666666,0.1,0.3157894736842105,0.273972602739726,0.4117647058823529,0.38461538461538464,0.47058823529411764,0.4067796610169492,0.2826086956521739,0.4722222222222222,0.44660194174757284,0.3,0.5,0.423728813559322,0.08823529411764706,0.1956521739130435,20.620284995808884,0.625,0.025,0.061488673139158574,0.02168021680216802,0.08125,0.05263157894736842,0.06823027718550106,0.028985507246376812,0.019230769230769232,0.011627906976744186,0.027932960893854747,0.034482758620689655,0.1111111111111111,0.031914893617021274,0.0625,0.08148148148148149,0.08333333333333333,0.07692307692307693,0.038834951456310676,0.42857142857142855,0.2598870056497175,0.5217391304347826,0.6486486486486487,0.6666666666666666,0.07344632768361582,0.3076923076923077,0.3076923076923077,0.5,0.24293785310734464,0.32558139534883723,0.32558139534883723,0.5714285714285714,0.14124293785310735,0.28,0.28,0.8571428571428571,0.2824858757062147,0.26,0.26,0.7692307692307693,0.17391304347826086,0.25,0.17391304347826086,0.25,0.2608695652173913,0.25,0.6666666666666666,0.16666666666666666,0.5,0.3611111111111111,0.23076923076923078,0.6836158192090396,0.2708333333333333,0.5063377142857144,0.4696911764705882,0.4919264705882354,0.11055276381909548,0.1774193548387097,0.08152173913043478,0.2554347826086957,8.929411764705884,25.25333333333333,0.2636625119846596,,,,,,,,,,,,,,,,,,True,,,,,,,,,
101152,1610612750,Bracey Wright,Bracey Wright,101152,MIN,2077.0,35,-1,67,68,26,42,10,135,1,1,,,,,,1.0,2.0,5,,,,,,,,1.0,,,,3,7,,1.0,3.0,9,66,,,,,,,1.0,3,,,,2,4,2,,,,,1.0,,,2,,2,,,1.0,1.0,,4,,1.0,,2,,2,1.0,3,,,,,2.0,1.0,2.0,1.0,,,3.0,1.0,,,,,,2.0,,,4.0,2.0,,,,,,,,,2,26,,,0.6666666666666666,0.6666666666666666,,,,,,0.42857142857142855,,0.3333333333333333,0.375,,0.3333333333333333,0.45,,0.3333333333333333,0.125,,,16.455696202531644,0.6666666666666666,,0.09523809523809523,0.04,,,0.07142857142857142,0.02857142857142857,0.14285714285714285,,,,,,,0.25,,,,,0.125,1.0,1.0,,0.125,,,,0.625,0.4,0.4,1.0,,,,,0.125,,,,,,,,,,,,,,,0.25,,0.416775,,0.35600000000000004,0.2,0.2222222222222222,,0.2222222222222222,15.685714285714287,24.3,0.3880597014925373,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1548,1610612750,Mark Blount,Mark Blount,1548,MIN,12446.0,207,-44,387,390,120,109,53,777,8,10,3.0,3.0,1.0,1.0,2.0,4.0,8.0,24,,1.0,,,,,,3.0,,,,18,38,,4.0,10.0,46,436,4.0,5.0,,,2.0,10.0,3.0,9,,,2.0,8,28,8,,,4.0,,3.0,,3.0,3,3.0,6,1.0,2.0,3.0,,,15,5.0,9.0,8.0,16,3.0,27,15.0,42,1.0,6.0,3.0,3.0,2.0,,,9.0,2.0,5.0,11.0,3.0,,13.0,19.0,1.0,1.0,15.0,3.0,1.0,14.0,8.0,,3.0,3.0,,3.0,2.0,1.0,2.0,8,120,2.0,,0.7777777777777778,0.875,,,,,,0.47368421052631576,0.8,0.3333333333333333,0.42857142857142855,0.8,0.3333333333333333,0.4791666666666667,0.8333333333333334,0.4,0.09523809523809523,0.07894736842105263,0.2,13.228699551569507,0.18181818181818182,0.1875,0.12403100775193798,0.06474820143884892,0.13114754098360656,0.12195121951219512,0.12631578947368421,0.07777777777777778,0.02702702702702703,0.10344827586206896,0.0684931506849315,0.09375,0.2222222222222222,0.15,0.16666666666666666,0.07547169811320754,0.13636363636363635,0.11764705882352941,0.047619047619047616,0.6666666666666666,0.23809523809523808,0.8,1.0,0.625,0.09523809523809523,0.5,0.6666666666666666,0.5,0.5714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.023809523809523808,,,,0.07142857142857142,,,,0.6,1.0,,,,0.1111111111111111,1.0,,,,,0.3333333333333333,,0.43453571428571425,0.49398,0.4010666666666667,0.16666666666666666,0.18181818181818182,0.21739130434782608,0.17391304347826086,13.518421052631581,24.4,0.31007751937984496,1.0,1.0,1.0,2.0,0.25,0.125,,,,,,,,,,,,True,,,,,,,,,
200751,1610612750,Randy Foye,Randy Foye,200751,MIN,23058.0,384,8,720,731,204,229,90,1451,17,31,1.0,2.0,4.0,8.0,11.0,22.0,22.0,43,5.0,11.0,,,,2.0,16.0,42.0,6.0,3.0,11.0,50,96,21.0,53.0,39.0,202,756,5.0,6.0,1.0,6.0,6.0,19.0,16.0,30,3.0,13.0,20.0,61,14,86,60.0,3.0,2.0,3.0,39.0,16.0,8.0,39,11.0,50,7.0,4.0,16.0,7.0,16.0,111,1.0,4.0,8.0,24,3.0,35,6.0,41,3.0,8.0,6.0,2.0,14.0,2.0,12.0,7.0,2.0,2.0,21.0,1.0,9.0,12.0,27.0,1.0,2.0,27.0,,,43.0,19.0,3.0,3.0,1.0,,3.0,3.0,,1.0,61,204,1.0,3.0,0.14,0.14285714285714285,0.9523809523809523,0.39622641509433965,0.16666666666666666,0.23076923076923078,0.42,0.5208333333333334,0.8333333333333334,0.5333333333333333,0.5469798657718121,0.5416666666666666,0.47674418604651164,0.5952380952380952,0.6333333333333333,0.5660377358490566,0.35570469798657717,0.08333333333333333,0.16129032258064516,22.992700729927005,0.6666666666666666,0.1,0.1095890410958904,0.016,0.07272727272727272,0.011904761904761904,0.0972644376899696,0.014970059880239521,,0.047619047619047616,0.008403361344537815,0.016129032258064516,,0.043478260869565216,0.09433962264150944,0.16494845360824742,0.07792207792207792,0.06060606060606061,0.045454545454545456,1.0,0.2080536912751678,0.5483870967741935,0.6538461538461539,0.17647058823529413,0.1476510067114094,0.5,0.5789473684210527,,0.28859060402684567,0.5116279069767442,0.5116279069767442,0.18181818181818182,0.0738255033557047,0.45454545454545453,0.45454545454545453,1.0,0.28187919463087246,0.38095238095238093,0.38095238095238093,0.9375,0.16666666666666666,0.5,,,0.5,0.18604651162790697,0.5,0.046511627906976744,,0.2558139534883721,0.2727272727272727,0.5637583892617449,0.41025641025641024,0.4810407534246577,0.460025,0.4587175,0.11515151515151516,0.16964285714285715,0.09405940594059406,0.30198019801980197,10.383333333333335,26.392452830188677,0.2833333333333333,1.0,1.0,,3.0,0.13636363636363635,0.05555555555555555,1.0,2.0,2.0,0.16666666666666666,1.0,,,,,,,True,,,,,,,,,
200783,1610612750,Craig Smith,Craig Smith,200783,MIN,22915.0,382,-20,719,722,171,194,82,1441,44,71,10.0,18.0,6.0,13.0,15.0,29.0,,8,,,,,,,,2.0,,,2.0,59,108,,2.0,27.0,145,767,15.0,24.0,,,6.0,36.0,10.0,21,,2.0,10.0,30,90,28,,,18.0,2.0,,,9.0,10,4.0,14,3.0,1.0,3.0,1.0,6.0,32,6.0,28.0,14.0,40,12.0,66,35.0,101,2.0,9.0,5.0,4.0,5.0,,3.0,9.0,2.0,5.0,14.0,2.0,2.0,27.0,53.0,4.0,2.0,32.0,1.0,3.0,41.0,20.0,3.0,5.0,4.0,1.0,5.0,2.0,1.0,,30,171,9.0,3.0,0.7627118644067796,0.9,,,,,,0.5462962962962963,0.625,0.47619047619047616,0.5363636363636364,0.625,0.43478260869565216,0.56640625,0.6,0.5357142857142857,0.01818181818181818,0.08333333333333333,0.11267605633802817,17.552533992583438,0.35714285714285715,0.41379310344827586,0.19607843137254902,0.11067193675889328,0.1414141414141414,0.07692307692307693,0.1782178217821782,0.1027190332326284,0.10294117647058823,0.09523809523809523,0.12295081967213115,0.06557377049180328,0.11764705882352941,0.1694915254237288,0.24528301886792453,0.18478260869565216,0.171875,0.08571428571428572,0.05128205128205128,0.4,0.6454545454545455,0.6197183098591549,0.6984126984126984,0.75,0.2636363636363636,0.5172413793103449,0.5357142857142857,0.8,0.07272727272727272,,,,,,,,0.01818181818181818,,,,0.75,0.5555555555555556,,,,0.5652173913043478,0.46153846153846156,,,0.08695652173913043,,0.6636363636363637,,0.5036351851851852,0.5182899999999999,0.4560238095238095,0.16,0.16260162601626016,0.2482758620689655,0.20689655172413793,3.412962962962962,44.85,0.23783031988873435,1.0,1.0,,5.0,0.034482758620689655,0.05263157894736842,,,,,,0.2,,,,,,True,,,,,,,,,
2770,1610612750,Justin Reed,Justin Reed,2770,MIN,4316.0,72,-8,145,145,48,50,21,290,6,13,2.0,3.0,,3.0,,4.0,3.0,13,,,,,,,,,,,,9,30,,,9.0,27,149,2.0,3.0,,,,4.0,2.0,8,,,5.0,9,12,6,,,4.0,,,,3.0,6,,6,,,1.0,1.0,4.0,12,,3.0,2.0,5,1.0,8,3.0,11,,4.0,2.0,2.0,1.0,,1.0,3.0,,1.0,4.0,,2.0,7.0,11.0,,2.0,6.0,,1.0,10.0,3.0,2.0,1.0,1.0,,1.0,1.0,,,9,48,1.0,2.0,0.6666666666666666,0.8571428571428571,,,,,,0.3,0.6666666666666666,0.25,0.3,0.6666666666666666,0.25,0.38571428571428573,0.6666666666666666,0.4090909090909091,,0.1,0.15384615384615385,22.941176470588236,0.25,0.2,0.1282051282051282,0.05172413793103448,0.08695652173913043,,0.11290322580645161,0.039473684210526314,,0.15384615384615385,0.038461538461538464,,,0.16666666666666666,,0.17647058823529413,0.10526315789473684,,,1.0,0.43333333333333335,0.46153846153846156,0.5454545454545454,0.5,0.13333333333333333,,,,0.43333333333333335,0.23076923076923078,0.23076923076923078,1.0,,,,,,,,,1.0,0.6666666666666666,,,,0.375,,,,,,0.43333333333333335,,0.46503,0.5520999999999999,0.4610375,0.09090909090909091,0.09090909090909091,0.14814814814814814,0.3333333333333333,9.256666666666666,,0.3310344827586207,,,,,0.25,,,,,,,,,,,,,True,,,,,,,,,
2229,1610612750,Mike James,Mike James,2229,MIN,9615.0,160,-22,295,297,71,61,50,592,12,19,1.0,1.0,3.0,5.0,1.0,8.0,11.0,26,1.0,1.0,,,1.0,1.0,3.0,11.0,2.0,,4.0,24,53,4.0,12.0,8.0,68,310,3.0,6.0,,2.0,,6.0,8.0,13,1.0,5.0,4.0,23,8,40,12.0,,2.0,,11.0,3.0,5.0,16,3.0,19,1.0,2.0,9.0,2.0,5.0,41,,2.0,6.0,5,,11,3.0,14,1.0,4.0,2.0,2.0,5.0,4.0,3.0,7.0,2.0,,12.0,1.0,5.0,4.0,13.0,,1.0,9.0,,,11.0,4.0,2.0,2.0,2.0,,2.0,1.0,,,23,71,2.0,2.0,0.16666666666666666,0.17391304347826086,1.0,0.3333333333333333,,0.2,0.3333333333333333,0.4528301886792453,0.5,0.6153846153846154,0.46153846153846156,0.375,0.5277777777777778,0.4857142857142857,0.375,0.5476190476190477,0.18461538461538463,0.09433962264150944,0.15789473684210525,23.69942196531792,0.4166666666666667,,0.06097560975609756,0.017699115044247787,0.1111111111111111,,0.08088235294117647,0.013888888888888888,,0.045454545454545456,0.016666666666666666,,,,0.08333333333333333,0.08571428571428572,0.05555555555555555,0.2222222222222222,0.03225806451612903,0.5,0.2923076923076923,0.631578947368421,0.75,0.3333333333333333,0.12307692307692308,0.125,0.125,,0.4,0.4230769230769231,0.4583333333333333,,0.015384615384615385,1.0,1.0,1.0,0.16923076923076924,0.2727272727272727,0.2727272727272727,1.0,0.125,1.0,,,0.25,0.2777777777777778,0.6,0.05555555555555555,1.0,0.2222222222222222,,0.47692307692307695,0.2727272727272727,0.481823846153846,0.46623749999999997,0.49002777777777784,0.058823529411764705,0.07142857142857142,0.08823529411764706,0.3382352941176471,10.730188679245284,25.03333333333333,0.24067796610169492,1.0,1.0,,1.0,,0.07142857142857142,,,,,,1.0,0.07692307692307693,,,,,True,,,,,,,,,
1607,1610612750,Troy Hudson,Troy Hudson,1607,MIN,2009.0,33,5,65,59,12,16,2,124,1,2,,,,,,,3.0,5,,1.0,,,,,4.0,4.0,,1.0,1.0,4,7,4.0,5.0,,20,71,,,,,,,,1,1.0,1.0,,3,6,2,12.0,,,,4.0,4.0,,5,,5,,,,1.0,4.0,10,,,,1,,1,,1,,,,,1.0,,1.0,,,,1.0,,,2.0,4.0,,,,,,,,,,,,,,,,3,12,2.0,,0.75,0.75,1.0,0.8,,1.0,0.8,0.5714285714285714,,,0.8333333333333334,,0.75,0.8333333333333334,,0.75,0.4166666666666667,,,19.11764705882353,1.0,,0.045454545454545456,,,,0.038461538461538464,,,,,,,,,0.1,,,,,0.16666666666666666,0.5,0.5,1.0,,,,,0.4166666666666667,0.6,0.6,0.6666666666666666,0.08333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,0.5,1.0,0.5833333333333334,1.0,0.4781708333333334,,0.45405,,,,0.15,12.685714285714287,24.740000000000002,0.18461538461538463,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2058,1610612750,Mark Madsen,Mark Madsen,2058,MIN,7249.0,121,-14,231,240,47,65,31,471,4,6,1.0,3.0,,,3.0,7.0,,1,,,,,,,,,,,,7,14,,,2.0,16,239,2.0,5.0,,,,4.0,,2,,,2.0,2,12,2,,,2.0,,,,1.0,1,2.0,3,1.0,1.0,,,1.0,8,2.0,6.0,4.0,10,1.0,15,11.0,26,,3.0,2.0,1.0,1.0,,,4.0,1.0,,5.0,1.0,,14.0,25.0,3.0,,9.0,3.0,5.0,2.0,,1.0,3.0,3.0,,3.0,1.0,3.0,,2,47,2.0,1.0,0.8571428571428571,1.0,,,,,,0.5,0.4,,0.5,0.4,,0.5333333333333333,0.4,0.3333333333333333,,0.07142857142857142,0.16666666666666666,7.4074074074074066,0.2,0.1111111111111111,0.15625,0.06818181818181818,0.11428571428571428,0.07407407407407407,0.1414141414141414,0.06956521739130435,0.08695652173913043,0.045454545454545456,0.06976744186046512,0.1111111111111111,,0.21052631578947367,0.1,0.14285714285714285,0.10344827586206896,0.16666666666666666,,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.8,0.75,0.5,0.42857142857142855,0.42857142857142855,1.0,0.07142857142857142,,,,,,,,,,,,0.6,0.3333333333333333,,,,,,,,,,0.42857142857142855,,0.4613928571428572,0.49564,0.38125,,,0.25,0.125,4.978571428571428,,0.20346320346320346,3.0,,,,,0.42857142857142855,,,,,,,,,,,,True,,,,,,,,,
1729,1610612750,Ricky Davis,Ricky Davis,1729,MIN,13159.0,219,-43,424,442,112,122,50,866,11,18,3.0,3.0,1.0,4.0,5.0,11.0,15.0,37,3.0,6.0,,,1.0,3.0,6.0,18.0,1.0,2.0,6.0,31,66,9.0,24.0,34.0,123,463,4.0,10.0,1.0,1.0,,11.0,6.0,15,3.0,9.0,17.0,38,32,30,24.0,3.0,6.0,1.0,17.0,6.0,2.0,23,6.0,29,5.0,1.0,12.0,6.0,5.0,64,3.0,2.0,12.0,11,6.0,29,6.0,35,1.0,5.0,3.0,2.0,11.0,3.0,9.0,6.0,2.0,1.0,17.0,1.0,4.0,9.0,15.0,,,23.0,1.0,1.0,35.0,14.0,3.0,,,,,,,,38,112,3.0,3.0,0.5161290322580645,0.5714285714285714,0.8888888888888888,0.375,1.0,0.3333333333333333,0.391304347826087,0.4696969696969697,0.4,0.4,0.49444444444444446,0.5,0.4375,0.5707547169811321,0.5,0.5757575757575758,0.26666666666666666,0.030303030303030304,0.05555555555555555,25.571725571725572,0.6470588235294118,0.2727272727272727,0.08396946564885496,0.014084507042253521,0.18181818181818182,0.05555555555555555,0.116751269035533,0.025510204081632654,0.025,0.027777777777777776,,0.047619047619047616,0.08333333333333333,0.029411764705882353,0.08108108108108109,0.11666666666666667,0.17391304347826086,0.2,0.022727272727272728,,0.2,0.6111111111111112,0.6470588235294118,0.6363636363636364,0.12222222222222222,0.45454545454545453,0.45454545454545453,0.4,0.4111111111111111,0.40540540540540543,0.4166666666666667,0.4666666666666667,0.06666666666666667,0.5,0.5,1.0,0.2,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.2727272727272727,1.0,,,0.09090909090909091,0.16666666666666666,0.25,0.125,0.3333333333333333,0.25,0.3333333333333333,0.4666666666666667,0.35294117647058826,0.46732329545454543,0.4263333333333333,0.4722454545454546,0.13592233009708737,0.17721518987341772,0.08943089430894309,0.3089430894308943,12.203030303030305,26.775000000000006,0.2641509433962264,1.0,2.0,,1.0,,0.1111111111111111,1.0,2.0,,1.0,,,0.02702702702702703,,,,,True,,,,,,,,,
