EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,PtsPutbacks,OffThreePtRebounds,SelfOReb,BlockedLongMidRange,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,HeaveAttempts,FTOffRebounds,ThreePtShootingFoulsDrawn,DefensiveGoaltends,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,OffFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,3pt And 1 Free Throw Trips,BlockedShortMidRange,3SecondViolations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Blocked3s,BlockedArc3,OffCorner3ReboundPct,on,Corner3PctBlocked,BlockedCorner3
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,3106.0,52,4,96,96,43,36,13,192,5.0,7.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,2.0,7.0,13,1.0,4.0,6.0,23,89,1.0,2.0,3.0,2.0,3.0,7.0,2.0,12.0,3.0,4.0,1.0,1.0,7.0,7.0,5.0,2.0,14.0,6.0,6.0,6.0,1.0,1.0,4.0,2.0,1.0,2.0,5.0,9.0,1.0,8.0,2.0,5.0,1.0,1.0,1.0,1.0,7.0,43,0.14285714285714285,0.14285714285714285,0.25,0.25,0.5384615384615384,0.6666666666666666,0.5,0.4,0.575,0.5,0.23529411764705882,0.07692307692307693,0.14285714285714285,22.52252252252252,0.8,0.13636363636363635,0.10909090909090909,0.11764705882352941,0.09090909090909091,0.1875,1.0,0.4117647058823529,0.7142857142857143,0.8333333333333334,0.2,0.058823529411764705,1.0,1.0,0.29411764705882354,0.2,0.2,0.23529411764705882,0.25,0.25,1.0,0.2,1.0,0.4,0.6470588235294118,0.25,0.5199176470588236,0.54525,0.42665,0.25,0.3125,0.30434782608695654,7.023076923076923,25.6,0.4479166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1563,1610612755,Kevin Ollie,Kevin Ollie,1563,PHI,55137.0,919,-169,1673,1696,407,424,195,3369,27.0,50.0,5.0,9.0,13.0,35.0,41.0,100.0,,2.0,,1.0,81.0,185,,2.0,37.0,199,1843,,14.0,42.0,1.0,8.0,36.0,94.0,68.0,,2.0,,12.0,105.0,130.0,37.0,52.0,285.0,51.0,66.0,74.0,21.0,15.0,20.0,12.0,27.0,8.0,47.0,53.0,13.0,45.0,6.0,21.0,1.0,1.0,1.0,1.0,36.0,407,0.5802469135802469,0.5802469135802469,,,0.43783783783783786,0.3333333333333333,0.43315508021390375,0.32558139534883723,0.48048780487804876,0.375,0.0106951871657754,0.06486486486486487,0.18,13.284132841328415,0.425531914893617,0.08762886597938144,0.0835509138381201,0.10891089108910891,0.05194805194805195,0.09292035398230089,1.0,0.26737967914438504,0.54,0.6585365853658537,0.4444444444444444,0.18716577540106952,0.37142857142857144,0.38235294117647056,0.5347593582887701,0.41,0.41836734693877553,0.0106951871657754,,,,0.20930232558139536,0.5555555555555556,0.023255813953488372,0.27807486631016043,,0.44550989304812827,0.45566428571428574,0.42630930232558134,0.10396039603960396,0.105,0.18090452261306533,11.43027027027027,29.4,0.24327555289898387,1.0,5.0,5.0,15.0,3.0,13.0,1.0,25.0,16.0,9.0,16.0,8.0,13.0,2.0,8.0,6.0,8.0,3.0,1.0,5.0,3.0,16.0,24.0,76.0,1.0,4.0,9.0,1.0,3.0,3.0,1.0,11.0,3.0,0.3333333333333333,0.3333333333333333,0.38235294117647056,0.5,0.02857142857142857,0.02,0.5,0.03389830508474576,0.01199400299850075,0.07065217391304347,0.010498687664041995,0.021505376344086023,0.006060606060606061,0.00949367088607595,0.06569343065693431,0.0851063829787234,0.3076923076923077,0.7560975609756098,0.3333333333333333,0.2,1.0,0.06532663316582915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
185,1610612755,Chris Webber,Chris Webber,185,PHI,15869.0,264,-7,477,475,100,83,56,952,25.0,39.0,2.0,8.0,6.0,29.0,17.0,45.0,,2.0,1.0,1.0,48.0,113,,2.0,10.0,106,511,1.0,5.0,24.0,1.0,,10.0,62.0,34.0,,2.0,,6.0,26.0,26.0,17.0,6.0,52.0,36.0,53.0,68.0,10.0,5.0,9.0,7.0,5.0,2.0,14.0,21.0,,17.0,3.0,9.0,5.0,4.0,5.0,5.0,10.0,100,0.6458333333333334,0.7209302325581395,,,0.4247787610619469,0.20833333333333334,0.41739130434782606,0.2,0.4344262295081967,0.2,0.017391304347826087,0.05309734513274336,0.15384615384615385,25.32588454376164,0.6428571428571429,0.22784810126582278,0.21100917431192662,0.24528301886792453,0.225,0.2153846153846154,1.0,0.3391304347826087,0.6410256410256411,0.7575757575757576,0.76,0.25217391304347825,0.20689655172413793,0.20689655172413793,0.391304347826087,0.37777777777777777,0.37777777777777777,0.017391304347826087,,,0.07142857142857142,0.32,0.25,0.04,0.3565217391304348,,0.45937739130434785,0.5113392857142857,0.439062,0.0743801652892562,0.07563025210084033,0.09433962264150944,8.998230088495577,26.75,0.20964360587002095,4.0,7.0,6.0,13.0,1.0,13.0,,,,,3.0,13.0,10.0,7.0,15.0,5.0,,1.0,,1.0,,2.0,7.0,17.0,,1.0,2.0,,,1.0,1.0,2.0,,0.46153846153846156,0.42857142857142855,0.4642857142857143,,,,,0.3888888888888889,0.06914893617021277,0.16666666666666666,0.07142857142857142,0.12962962962962962,0.058823529411764705,0.03614457831325301,0.19607843137254902,,0.16666666666666666,0.6470588235294118,0.5,0.5714285714285714,,0.12264150943396226,10.0,2.0,4.0,1.0,0.09090909090909091,0.10526315789473684,0.06557377049180328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2594,1610612755,Kyle Korver,Kyle Korver,2594,PHI,30943.0,516,-182,946,950,274,297,100,1896,15.0,18.0,4.0,4.0,6.0,15.0,41.0,107.0,20.0,49.0,6.0,8.0,62.0,140,26.0,62.0,31.0,233,1079,6.0,18.0,35.0,10.0,13.0,61.0,102.0,22.0,6.0,48.0,20.0,4.0,26.0,29.0,13.0,6.0,61.0,37.0,52.0,61.0,9.0,4.0,17.0,8.0,10.0,9.0,27.0,33.0,3.0,34.0,3.0,8.0,2.0,2.0,2.0,1.0,61.0,274,0.8225806451612904,0.8360655737704918,0.41935483870967744,0.4262295081967213,0.44285714285714284,0.5142857142857142,0.5,0.5333333333333333,0.5325581395348837,0.5769230769230769,0.3069306930693069,0.02857142857142857,,22.765757290686732,0.6296296296296297,0.12052117263843648,0.11933174224343675,0.08849557522123894,0.13513513513513514,0.14166666666666666,0.5,0.0891089108910891,0.8333333333333334,0.8333333333333334,0.7333333333333333,0.07425742574257425,0.4,0.46153846153846156,0.5297029702970297,0.38317757009345793,0.3904761904761905,0.24257425742574257,0.40816326530612246,0.40816326530612246,0.3,0.08888888888888889,1.0,0.17777777777777778,0.39603960396039606,0.4166666666666667,0.45372288557213925,0.46489705882352944,0.4289306818181818,0.04326923076923077,0.05517241379310345,0.26180257510729615,15.352142857142859,25.549999999999997,0.28964059196617337,3.0,3.0,8.0,14.0,2.0,27.0,,3.0,2.0,1.0,7.0,7.0,13.0,2.0,9.0,5.0,2.0,,,1.0,2.0,10.0,26.0,39.0,,2.0,4.0,5.0,4.0,7.0,,2.0,7.0,0.5714285714285714,0.625,0.6428571428571429,,0.13333333333333333,0.018691588785046728,,0.05128205128205128,0.01912568306010929,0.11607142857142858,0.018475750577367205,0.019417475728155338,0.012345679012345678,0.02197802197802198,0.1,0.15625,0.16666666666666666,0.9512195121951219,0.15,1.0,0.6666666666666666,0.11587982832618025,2.0,1.0,2.0,,0.014925373134328358,0.018867924528301886,0.018867924528301886,6.0,13.0,1.0,2.0,3.0,3.0,3.0,4.0,72.0,1.0,1.0,1.0,1.0,0.9230769230769231,0.5,0.4,0.034482758620689655,0.06435643564356436,0.46153846153846156,0.46153846153846156,1.0,0.9,0.5,0.6666666666666666,0.044444444444444446,0.5,0.375,0.015873015873015872,,,,,,,,,,,,,True,,
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,41582.0,693,-143,1251,1281,297,289,147,2532,49.0,86.0,8.0,15.0,7.0,19.0,26.0,70.0,10.0,30.0,2.0,9.0,82.0,175,14.0,39.0,67.0,273,1404,3.0,15.0,35.0,11.0,20.0,53.0,84.0,80.0,6.0,28.0,10.0,13.0,76.0,88.0,43.0,26.0,188.0,52.0,78.0,96.0,43.0,30.0,31.0,19.0,30.0,12.0,61.0,67.0,1.0,84.0,7.0,37.0,5.0,4.0,5.0,3.0,53.0,297,0.5121951219512195,0.525,0.358974358974359,0.3783783783783784,0.4685714285714286,0.42857142857142855,0.48130841121495327,0.358695652173913,0.5398406374501992,0.45689655172413796,0.1822429906542056,0.07428571428571429,0.12790697674418605,21.940928270042193,0.5081967213114754,0.11926605504587157,0.11858407079646018,0.08496732026143791,0.14414414414414414,0.13372093023255813,0.6,0.40186915887850466,0.5697674418604651,0.6533333333333333,0.6530612244897959,0.08878504672897196,0.3684210526315789,0.4117647058823529,0.32710280373831774,0.37142857142857144,0.37142857142857144,0.14018691588785046,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.32608695652173914,0.5333333333333333,0.1956521739130435,0.5841121495327103,0.35714285714285715,0.4921324644549764,0.49680999999999986,0.44633977272727265,0.1557377049180328,0.18048780487804877,0.19413919413919414,8.505714285714284,27.058974358974364,0.23741007194244604,5.0,13.0,9.0,19.0,,21.0,,12.0,8.0,4.0,7.0,14.0,15.0,11.0,18.0,13.0,8.0,2.0,2.0,3.0,6.0,15.0,18.0,48.0,,3.0,7.0,3.0,2.0,7.0,2.0,10.0,7.0,0.47368421052631576,0.4772727272727273,0.4772727272727273,,0.10526315789473684,,,0.2558139534883721,0.027559055118110236,0.11627906976744186,0.03125,0.041379310344827586,0.022727272727272728,0.021645021645021644,0.10679611650485436,0.15384615384615385,0.2857142857142857,0.3076923076923077,0.5909090909090909,0.38461538461538464,0.6,0.07692307692307693,4.0,4.0,5.0,,0.058823529411764705,0.07017543859649122,0.050505050505050504,4.0,9.0,,2.0,,1.0,1.0,1.0,36.0,2.0,,1.0,,0.8571428571428571,0.3333333333333333,0.09090909090909091,,0.04205607476635514,0.4444444444444444,0.4444444444444444,1.0,0.8,,,0.043478260869565216,,0.1111111111111111,0.02564102564102564,1.0,1.0,1.0,1.0,1.0,0.045454545454545456,1.0,1.0,,,,,True,,
1889,1610612755,Andre Miller,Andre Miller,1889,PHI,4677.0,78,-16,151,151,53,84,19,302,5.0,11.0,2.0,5.0,4.0,8.0,1.0,8.0,,,,,10.0,27,,1.0,10.0,30,159,,3.0,12.0,,10.0,16.0,2.0,18.0,,,,2.0,12.0,14.0,5.0,7.0,30.0,4.0,7.0,11.0,4.0,2.0,3.0,1.0,1.0,2.0,4.0,8.0,,16.0,,3.0,1.0,1.0,1.0,1.0,16.0,53,0.1,0.1,,,0.37037037037037035,0.25,0.35714285714285715,0.25,0.4166666666666667,0.4,0.03571428571428571,0.07407407407407407,0.18181818181818182,23.25581395348837,0.75,0.09302325581395349,0.07692307692307693,,,0.21052631578947367,1.0,0.39285714285714285,0.45454545454545453,0.5555555555555556,,0.2857142857142857,0.5,0.5,0.2857142857142857,0.125,0.125,,,,,0.4166666666666667,0.4,,0.42857142857142855,,0.4506535714285714,0.46524999999999994,0.4710083333333333,0.0967741935483871,0.1,0.5333333333333333,8.188888888888888,22.8,0.3509933774834437,,1.0,,2.0,2.0,2.0,,2.0,2.0,,,4.0,1.0,2.0,4.0,2.0,,,,,1.0,2.0,4.0,7.0,,,1.0,,,5.0,,,5.0,,,0.3333333333333333,,,,,0.2857142857142857,0.06153846153846154,0.045454545454545456,0.05405405405405406,0.1111111111111111,0.06666666666666667,0.03125,,0.125,0.25,,0.5,,,0.06666666666666667,,,2.0,,,,0.13333333333333333,,1.0,,,,,,,,,,,,,,,,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,True,,
200811,1610612755,Lou Amundson,Lou Amundson,200811,PHI,701.0,12,-6,21,23,7,4,2,44,,,,,,1.0,,,,,,,,1,,,2.0,2,19,,,,,,,,,,,,1.0,,,,,,2.0,3.0,3.0,,,,,1.0,,1.0,4.0,,4.0,,2.0,1.0,1.0,1.0,1.0,,7,,,,,,,,,0.3333333333333333,,,1.0,,16.666666666666668,,0.15384615384615385,0.2,0.16666666666666666,0.2,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.3883,,,0.6666666666666666,0.6666666666666666,,10.0,,0.3333333333333333,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,2.0,,,,1.0,,,,,,,,,,1.0,,,,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,True,,
693,1610612755,Joe Smith,Joe Smith,693,PHI,7397.0,123,-49,215,224,62,48,28,439,6.0,8.0,4.0,5.0,4.0,11.0,5.0,13.0,,,,,15.0,32,,,11.0,41,227,,5.0,10.0,,2.0,12.0,16.0,14.0,,,,1.0,2.0,3.0,,2.0,7.0,19.0,25.0,36.0,3.0,1.0,4.0,1.0,4.0,3.0,8.0,14.0,2.0,13.0,3.0,8.0,1.0,,1.0,1.0,12.0,62,0.5333333333333333,0.6153846153846154,,,0.46875,0.5,0.46875,0.5,0.5540540540540541,0.5454545454545454,,0.03125,,18.218623481781375,0.5,0.2111111111111111,0.20175438596491227,0.28125,0.2608695652173913,0.11428571428571428,1.0,0.25,0.75,0.75,0.8333333333333334,0.34375,0.36363636363636365,0.4,0.40625,0.38461538461538464,0.38461538461538464,,,,,0.5,0.8,,0.25,,0.42897187499999995,0.5230166666666667,0.46035999999999994,0.21621621621621623,0.21621621621621623,0.2926829268292683,10.125000000000004,,0.28837209302325584,1.0,3.0,4.0,6.0,4.0,12.0,,1.0,1.0,,,11.0,4.0,2.0,11.0,2.0,1.0,,,1.0,1.0,2.0,3.0,8.0,,,2.0,2.0,,,,,,0.6666666666666666,0.6666666666666666,0.75,,0.09090909090909091,,,0.3333333333333333,0.1134020618556701,0.16666666666666666,0.10091743119266056,0.19047619047619047,0.13333333333333333,0.08196721311475409,0.14285714285714285,0.2,,0.6,0.5,0.3333333333333333,,0.2926829268292683,4.0,,1.0,,,,0.0625,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,
2223,1610612755,Samuel Dalembert,Samuel Dalembert,2223,PHI,33570.0,560,-57,1013,1016,164,176,129,2029,45.0,71.0,6.0,15.0,23.0,45.0,6.0,19.0,,,,,74.0,135,,,24.0,172,1105,,9.0,22.0,,5.0,23.0,114.0,34.0,,,,7.0,14.0,15.0,11.0,3.0,31.0,66.0,104.0,155.0,12.0,9.0,10.0,6.0,25.0,4.0,35.0,34.0,2.0,33.0,1.0,15.0,41.0,30.0,41.0,23.0,23.0,164,0.7702702702702703,0.8636363636363636,,,0.5481481481481482,0.4090909090909091,0.5481481481481482,0.4090909090909091,0.5695364238410596,0.46,,0.05185185185185185,0.09859154929577464,16.11785095320624,0.2857142857142857,0.18696883852691218,0.20168067226890757,0.18181818181818182,0.16666666666666666,0.2076923076923077,0.5609756097560976,0.5259259259259259,0.6338028169014085,0.703125,0.7777777777777778,0.3333333333333333,0.5111111111111111,0.5111111111111111,0.14074074074074075,0.3157894736842105,0.3157894736842105,,,,,0.6818181818181818,0.4,,0.5259259259259259,,0.4800451851851852,0.4639749999999999,0.47332727272727265,0.10067114093959731,0.10067114093959731,0.13372093023255813,5.662222222222223,,0.16189536031589338,7.0,19.0,11.0,31.0,11.0,33.0,,1.0,1.0,,,48.0,30.0,8.0,51.0,3.0,3.0,1.0,,2.0,5.0,9.0,43.0,79.0,,6.0,9.0,6.0,,2.0,1.0,5.0,2.0,0.3548387096774194,0.3548387096774194,0.4342105263157895,,,,,0.2857142857142857,0.11678832116788321,0.24390243902439024,0.11062906724511931,0.1487603305785124,0.11304347826086956,0.09714285714285714,0.2717391304347826,0.16129032258064516,0.6956521739130435,1.0,0.6129032258064516,0.3684210526315789,0.2857142857142857,0.19186046511627908,16.0,3.0,4.0,,0.06,0.07142857142857142,0.07407407407407407,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,11.0,7.0,,,,,,,,True,,
200760,1610612755,Rodney Carney,Rodney Carney,200760,PHI,11188.0,186,-38,342,354,90,81,36,696,15.0,24.0,6.0,6.0,6.0,13.0,6.0,22.0,,3.0,,2.0,27.0,59,1.0,6.0,11.0,68,385,,8.0,13.0,3.0,2.0,18.0,32.0,22.0,,3.0,,1.0,3.0,4.0,3.0,,9.0,8.0,11.0,17.0,8.0,3.0,5.0,2.0,2.0,3.0,7.0,11.0,,15.0,1.0,8.0,5.0,3.0,5.0,2.0,18.0,90,0.5925925925925926,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.4576271186440678,0.6153846153846154,0.43846153846153846,0.5,0.4722222222222222,0.5294117647058824,0.09230769230769231,0.01694915254237288,0.041666666666666664,20.626631853785902,0.7142857142857143,0.06779661016949153,0.06707317073170732,0.04081632653061224,0.08823529411764706,0.08571428571428572,0.4,0.36923076923076925,0.625,0.6521739130434783,0.4666666666666667,0.2,0.46153846153846156,0.46153846153846156,0.3384615384615385,0.2727272727272727,0.2727272727272727,0.046153846153846156,,,,0.375,1.0,0.125,0.46153846153846156,,0.4740592307692308,0.5711375,0.496190625,0.1111111111111111,0.12121212121212122,0.2647058823529412,8.506779661016948,24.833333333333332,0.2631578947368421,4.0,7.0,5.0,8.0,,10.0,,1.0,1.0,,,6.0,3.0,,6.0,5.0,,1.0,,,,3.0,14.0,23.0,,1.0,,,,,,1.0,,0.625,0.625,0.625,,,,,,0.046511627906976744,0.06521739130434782,0.04081632653061224,0.075,0.038461538461538464,0.031746031746031744,0.058823529411764705,0.08333333333333333,0.6666666666666666,0.8333333333333334,0.875,0.5714285714285714,,0.14705882352941177,6.0,,2.0,1.0,,,0.05714285714285714,1.0,3.0,,1.0,,,,,3.0,,,,,1.0,,,,0.046153846153846156,0.3333333333333333,0.3333333333333333,1.0,,,,0.0625,,,,,,,1.0,,,,,1.0,,,,True,,
