EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Arc3Assists,AtRimAssists,LongMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,FG3APct,DefFTReboundPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyAtRimFGM,PenaltyArc3FGM,OffThreePtRebounds,Steals,LostBallSteals,LostBallOutOfBoundsTurnovers,ShootingFouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,OffThreePtReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceAtRimFGM,PtsPutbacks,ShortMidRangeAssists,DefThreePtRebounds,BlockedAtRim,ShortMidRangePctBlocked,DefThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3FGA,FTOffRebounds,BadPassSteals,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceTurnovers,DefensiveGoaltends,OffensiveGoaltends,DefCorner3ReboundPct,Travels,ShortMidRangePctAssisted,PtsUnassisted3s,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,on,HeaveAttempts,Fg3aBlocked,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3FGM,Clear Path Fouls,ThreePtShootingFoulsDrawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedCorner3,Arc3PctBlocked,3pt And 1 Free Throw Trips
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,742.0,12,11,26,25,11.0,12,6.0,51,3.0,2.0,1.0,1.0,2.0,6.0,4.0,4.0,22,2.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2,2.0,4,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,4.0,11.0,1.0,0.25,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.3333333333333333,29.41176470588235,0.5,0.2222222222222222,0.18181818181818182,0.15384615384615385,0.15384615384615385,0.5,0.25,0.4,0.2,0.5,0.16666666666666666,0.3333333333333333,1.0,1.0,0.5,0.47868333333333335,0.5458000000000001,0.5029,0.14285714285714285,0.14285714285714285,0.5,1.0,8.15,0.4230769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
101136,1610612737,Salim Stoudamire,Salim Stoudamire,101136,ATL,4942.0,82,6,168,162,64.0,72,25.0,330,7.0,1.0,2.0,1.0,14.0,22.0,7.0,50.0,163,3.0,2.0,9.0,7.0,3.0,10.0,1.0,2.0,4.0,,10.0,2.0,6.0,7,2.0,9,1.0,2.0,2.0,1.0,4.0,3.0,,6.0,,7.0,3.0,1.0,10.0,64.0,1.0,0.6282051282051282,0.9,0.32142857142857145,0.045454545454545456,0.14285714285714285,21.717171717171716,0.5,0.15384615384615385,0.03125,0.09836065573770492,0.023809523809523808,0.07142857142857142,0.034482758620689655,0.11538461538461539,0.058823529411764705,0.1891891891891892,0.02702702702702703,0.3783783783783784,0.25,0.15384615384615385,0.5945945945945946,0.4847054054054054,0.454425,0.4530076923076922,0.07894736842105263,0.13043478260869565,0.18,0.2,12.122727272727275,0.38095238095238093,4.0,1.0,6.0,4.0,6.0,1.0,1.0,1.0,2.0,3.0,9.0,4.0,11.0,7.0,15.0,2.0,1.0,1.0,2.0,1.0,6.0,14.0,8.0,21.0,9.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.6363636363636364,0.6363636363636364,1.0,0.4666666666666667,1.0,0.16666666666666666,0.4666666666666667,0.5,0.6666666666666666,0.2857142857142857,0.581081081081081,0.875,0.2692307692307692,0.40540540540540543,0.07692307692307693,0.2727272727272727,0.5714285714285714,0.6666666666666666,0.5,1.0,1.0,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.16216216216216217,0.6666666666666666,0.6666666666666666,1.0,0.24324324324324326,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,1.0,0.15384615384615385,0.5,0.3076923076923077,0.3333333333333333,25.033333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
200749,1610612737,Shelden Williams,Shelden Williams,200749,ATL,1601.0,27,-1,61,58,17.0,37,10.0,119,2.0,,1.0,,1.0,3.0,7.0,16.0,58,,2.0,2.0,1.0,3.0,8.0,,,1.0,,2.0,2.0,3.0,5,3.0,8,,,3.0,,3.0,2.0,1.0,4.0,,8.0,4.0,,8.0,17.0,,1.0,1.0,1.0,,,16.176470588235293,,0.21428571428571427,0.09523809523809523,0.15,0.1,0.125,0.09090909090909091,,,0.5,,0.25,,0.5,0.75,0.5799375,,0.673725,0.5,0.5714285714285714,0.125,0.5,6.6000000000000005,0.2786885245901639,2.0,,1.0,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,,,,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,0.6666666666666666,0.6666666666666666,1.0,1.0,,1.0,1.0,1.0,,1.0,1.125,,1.25,0.25,0.5,0.25,1.0,1.0,0.5,,,1.0,1.0,1.0,,,,,0.25,1.0,1.0,1.0,,,,,,0.5,1.0,25.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.25,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2767,1610612737,Royal Ivey,Royal Ivey,2767,ATL,1866.0,31,12,64,64,37.0,29,12.0,128,3.0,2.0,2.0,3.0,4.0,10.0,6.0,15.0,61,2.0,,2.0,7.0,4.0,11.0,4.0,1.0,4.0,,9.0,1.0,1.0,3,2.0,5,,,2.0,,2.0,,,5.0,,8.0,3.0,1.0,11.0,37.0,1.0,0.5,0.3333333333333333,0.5,0.4,0.6666666666666666,21.25,,0.047619047619047616,0.038461538461538464,0.10344827586206896,0.0625,,,,,0.2727272727272727,0.2727272727272727,0.36363636363636365,1.0,0.25,0.36363636363636365,0.45255454545454543,0.5891,0.45543749999999994,0.21428571428571427,0.23076923076923078,0.13333333333333333,0.7333333333333333,9.91,0.578125,1.0,,2.0,1.0,1.0,,,1.0,1.0,,,,3.0,1.0,1.0,1.0,,,2.0,1.0,1.0,2.0,4.0,3.0,,,3.0,1.0,,2.0,,,,1.0,1.0,,,0.3333333333333333,0.5,1.0,1.0,,1.0,1.0,0.3,0.5,0.2857142857142857,0.4090909090909091,0.5,0.4375,0.09090909090909091,,,0.3333333333333333,1.0,,,,0.5,0.5,0.5,0.09090909090909091,1.0,1.0,1.0,,,,,,,,0.125,1.0,,,24.6,1.0,,1.0,,,,,1.0,,1.0,1.0,0.16666666666666666,,0.3333333333333333,1.0,0.5,,1.0,2.0,1.0,2.0,1.0,0.6666666666666666,0.25,0.1111111111111111,0.2,0.2857142857142857,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2782,1610612737,Matt Freije,Matt Freije,2782,ATL,8819.0,147,6,293,290,113.0,132,42.0,583,13.0,5.0,6.0,5.0,14.0,32.0,5.0,40.0,277,8.0,2.0,10.0,14.0,4.0,12.0,4.0,5.0,7.0,3.0,19.0,6.0,11.0,16,8.0,24,,1.0,2.0,1.0,3.0,13.0,1.0,7.0,,6.0,2.0,1.0,12.0,113.0,1.0,0.3508771929824561,0.45454545454545453,0.2727272727272727,0.125,0.3076923076923077,17.59530791788856,0.3333333333333333,0.12087912087912088,0.06,0.1111111111111111,0.04861111111111111,,0.08695652173913043,0.10869565217391304,,0.24074074074074073,0.09259259259259259,0.25925925925925924,0.5,0.3,0.6481481481481481,0.4861962962962962,0.4945666666666667,0.4921050000000002,0.03571428571428571,0.058823529411764705,0.25,0.3,9.596875,0.3856655290102389,6.0,2.0,5.0,,4.0,,,,,3.0,18.0,6.0,13.0,3.0,22.0,4.0,,2.0,4.0,,6.0,10.0,16.0,9.0,18.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,4.0,,,0.38461538461538464,0.4166666666666667,1.0,0.13636363636363635,,,0.13636363636363635,0.40625,0.5,0.2857142857142857,0.32407407407407407,0.4,0.2,0.4074074074074074,0.13333333333333333,0.13333333333333333,0.46153846153846156,0.6666666666666666,0.3333333333333333,0.4,0.4,0.35714285714285715,0.35714285714285715,0.6,0.07407407407407407,,,,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,,,,,,0.3,0.16666666666666666,25.75909090909091,1.0,,1.0,3.0,1.0,,8.0,1.0,1.0,1.0,1.0,0.022727272727272728,,0.13333333333333333,1.0,0.16666666666666666,,4.0,2.0,,3.0,,,0.08571428571428572,0.07142857142857142,0.03571428571428571,0.15,0.8,2.0,1.0,2.0,1.0,2.0,0.1,0.25,0.2,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
200780,1610612737,Solomon Jones,Solomon Jones,200780,ATL,2220.0,37,12,75,72,52.0,38,16.0,147,4.0,4.0,2.0,3.0,3.0,10.0,6.0,12.0,70,5.0,,6.0,7.0,2.0,6.0,,,,,,3.0,,4,5.0,9,1.0,,2.0,,2.0,6.0,,7.0,1.0,8.0,4.0,,6.0,52.0,,0.4,0.6,0.3,,,17.52577319587629,,,0.08823529411764706,0.05555555555555555,0.12195121951219512,0.1111111111111111,,,0.14285714285714285,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8,0.25,0.45454545454545453,0.4290318181818181,0.55155,0.41290625,0.26666666666666666,0.2857142857142857,0.5,0.5,7.790000000000001,0.6933333333333334,2.0,1.0,,,,,,,,,1.0,1.0,3.0,,1.0,3.0,,,2.0,,1.0,,6.0,,1.0,,,,,,2.0,,,2.0,2.0,,,,,,,,,,0.3,0.6,0.2857142857142857,0.2727272727272727,0.6,0.25,0.09090909090909091,0.5,,0.5,0.5,,0.3333333333333333,0.3333333333333333,,,,,,,,0.09090909090909091,,,,,,,,,0.125,,31.6,1.0,,2.0,,,1.0,3.0,1.0,,1.0,1.0,0.2857142857142857,0.5,,1.0,0.5,,2.0,6.0,,2.0,1.0,,0.18181818181818182,0.18181818181818182,0.2,0.25,0.5,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,
953,1610612737,Lorenzen Wright,Lorenzen Wright,953,ATL,3360.0,56,6,108,109,18.0,40,11.0,217,4.0,,1.0,3.0,7.0,14.0,1.0,15.0,98,3.0,,2.0,4.0,1.0,3.0,1.0,1.0,1.0,,3.0,2.0,8.0,11,2.0,13,,3.0,1.0,1.0,4.0,12.0,1.0,2.0,,2.0,,1.0,3.0,18.0,1.0,0.5,0.3333333333333333,0.3,0.07142857142857142,0.25,15.573770491803279,0.75,0.25,0.07142857142857142,0.21739130434782608,0.043478260869565216,0.16666666666666666,0.07142857142857142,0.15384615384615385,,0.2857142857142857,0.21428571428571427,0.5,,0.25,0.2857142857142857,0.46834999999999993,0.42399999999999993,0.40545000000000003,,,0.13333333333333333,0.2,10.250000000000002,0.16666666666666666,3.0,1.0,3.0,,,,,,,,,,7.0,,,1.0,,,1.0,,,10.0,4.0,,,,,1.0,,,1.0,,2.0,1.0,1.0,,,0.7142857142857143,0.8333333333333334,,,,,,0.5,0.3333333333333333,0.25,0.5,0.3333333333333333,0.25,,0.16666666666666666,0.25,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.42857142857142855,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,7.0,,,,,,,0.42857142857142855,,1.0,,,2.0,,2.0,,,0.14285714285714285,,,0.1111111111111111,,,,1.0,1.0,1.0,,,,,,,0.2,,,,,,True,,,,,,,,,,,,,,,,,,
200841,1610612737,Cedric Bozeman,Cedric Bozeman,200841,ATL,2843.0,47,9,92,96,49.0,53,20.0,188,3.0,,1.0,2.0,2.0,7.0,,6.0,81,,,,4.0,,4.0,1.0,,1.0,,2.0,,3.0,4,,4,,2.0,1.0,1.0,3.0,8.0,,2.0,,,,,4.0,49.0,,0.3,,0.3333333333333333,0.14285714285714285,0.3333333333333333,11.403508771929825,0.6666666666666666,0.08823529411764706,,0.09302325581395349,,,,0.15384615384615385,,0.3,0.2,0.2,,0.16666666666666666,0.6,0.516285,0.60135,0.4892833333333333,,,,0.6666666666666666,8.985714285714286,0.532608695652174,2.0,1.0,,,2.0,,,,1.0,,1.0,1.0,3.0,,3.0,,,1.0,2.0,,2.0,4.0,2.0,,1.0,,1.0,,1.0,,,,1.0,1.0,2.0,,,0.6666666666666666,0.6666666666666666,,,,,,0.42857142857142855,,0.5,0.3,,0.3333333333333333,0.3,,0.06666666666666667,0.6666666666666666,1.0,0.5,0.5,0.5,,,,0.2,,,,0.1,,,,,,,0.16666666666666666,,0.16666666666666666,,23.366666666666664,1.0,,,3.0,1.0,,3.0,,,,,,,,,1.0,,,,,1.0,,,0.1111111111111111,,,0.16666666666666666,,1.0,,2.0,,3.0,,,1.0,,,,,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,
101212,1610612737,Esteban Batista,Esteban Batista,101212,ATL,184.0,3,-6,7,7,,7,,14,,,,,,,,,8,,,,,,,,,1.0,,2.0,,1.0,2,,2,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1731,1610612737,Tyronn Lue,Tyronn Lue,1731,ATL,4997.0,83,18,166,166,48.0,68,16.0,332,5.0,,3.0,2.0,9.0,16.0,11.0,36.0,151,,,,6.0,7.0,13.0,1.0,3.0,12.0,2.0,27.0,2.0,8.0,12,2.0,14,1.0,2.0,4.0,2.0,6.0,9.0,1.0,10.0,,12.0,4.0,1.0,13.0,48.0,1.0,0.5666666666666667,,0.6666666666666666,0.0625,0.2,19.565217391304348,0.3333333333333333,0.16326530612244897,0.04878048780487805,0.18461538461538463,0.0273972602739726,0.09090909090909091,0.05263157894736842,0.20689655172413793,0.07142857142857142,0.2,0.08,0.36,,0.5,0.56,0.43156999999999995,0.3609,0.43368333333333337,0.13793103448275862,0.2,,0.3611111111111111,11.81875,0.2891566265060241,2.0,,3.0,1.0,2.0,,,,,4.0,7.0,,5.0,5.0,9.0,,,1.0,3.0,,,2.0,8.0,9.0,7.0,4.0,9.0,1.0,6.0,3.0,,1.0,,1.0,2.0,,2.0,0.2,0.2,0.6,0.5555555555555556,,,0.5555555555555556,0.3125,,0.5,0.5,,0.5,0.36,,0.07142857142857142,0.4,0.5,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.08,0.5,0.5,1.0,0.28,0.5714285714285714,0.5714285714285714,0.5,,,,,,,0.5714285714285714,26.08888888888889,2.0,,,,,,4.0,,,,,,,0.16666666666666666,,0.6666666666666666,,,,,4.0,,,0.25,,,0.2222222222222222,,1.0,,,,2.0,,,1.0,,,,0.2857142857142857,,,6.0,1.0,,True,,,,,,,,,,,,,,,,,,
