EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,Usage,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,FTOffRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Clear Path Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,3SecondViolations,DefensiveGoaltends,BlockedCorner3,on
101117,1610612746,Yaroslav Korolev,Yaroslav Korolev,101117,LAC,51.0,1,-4,2,2,2,4,1.0,1.0,4,50.0,1.0,0.3355,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101137,1610612746,Daniel Ewing,Daniel Ewing,101137,LAC,22988.0,383,48,683,705,208,1388,41.0,59.0,673,14.775725593667547,0.5256410256410257,0.43458333333333327,14.010169491525424,191.0,67.0,3.0,9.0,1.0,1.0,2.0,4.0,9.0,19.0,3.0,5.0,1.0,2.0,4.0,14.0,2.0,2.0,5.0,26.0,7.0,19.0,13.0,86.0,3.0,5.0,2.0,6.0,5.0,15.0,3.0,7.0,4.0,23.0,28.0,24.0,21.0,4.0,14.0,4.0,5.0,32.0,16.0,48.0,15.0,1.0,10.0,10.0,12.0,112.0,2.0,3.0,11.0,21.0,2.0,34.0,5.0,39.0,1.0,18.0,6.0,12.0,15.0,2.0,10.0,11.0,5.0,2.0,3.0,26.0,7.0,15.0,28.0,4.0,16.0,3.0,17.0,1.0,7.0,2.0,3.0,2.0,1.0,3.0,2.0,23.0,191.0,1.0,2.0,0.5384615384615384,0.5833333333333334,1.0,0.3684210526315789,0.42857142857142855,0.3684210526315789,0.4406779661016949,0.6,0.3333333333333333,0.46794871794871795,0.42857142857142855,0.4318181818181818,0.5,0.42857142857142855,0.4791666666666667,0.24358974358974358,0.0847457627118644,0.2222222222222222,0.2222222222222222,0.024390243902439025,0.5769230769230769,0.0625,0.08015267175572519,0.013953488372093023,0.11827956989247312,0.02857142857142857,0.09014084507042254,0.017543859649122806,0.027777777777777776,0.03225806451612903,0.017857142857142856,0.07142857142857142,0.06382978723404255,0.078125,0.09615384615384616,0.11940298507462686,0.11538461538461539,0.02564102564102564,0.6666666666666666,0.11538461538461539,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.11538461538461539,0.4444444444444444,0.5714285714285714,0.5,0.4634146341463415,0.475,0.5263157894736842,0.0641025641025641,0.6,0.6,1.0,0.1794871794871795,0.2857142857142857,0.2857142857142857,1.0,0.14285714285714285,1.0,0.2857142857142857,0.09090909090909091,0.09090909090909091,0.5,0.22727272727272727,0.4,0.358974358974359,0.2857142857142857,0.48599000000000003,0.41921590909090906,0.08333333333333333,0.1076923076923077,0.06976744186046512,0.26744186046511625,25.24736842105263,0.2796486090775988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1501,1610612746,Tim Thomas,Tim Thomas,1501,LAC,123231.0,2054,168,3875,3878,1239,7753,109.0,367.0,3998,20.332801458855712,0.1507607192254495,0.49047364016736394,8.645231607629428,1238.0,437.0,89.0,131.0,22.0,40.0,37.0,51.0,127.0,23.0,24.0,59.0,6.0,17.0,112.0,297.0,19.0,33.0,103.0,163.0,136.0,356.0,102.0,836.0,27.0,53.0,26.0,102.0,47.0,89.0,39.0,120.0,47.0,258.0,214.0,112.0,399.0,34.0,293.0,112.0,19.0,165.0,6.0,171.0,3.0,3.0,54.0,55.0,56.0,348.0,5.0,55.0,79.0,201.0,35.0,315.0,63.0,378.0,10.0,55.0,37.0,18.0,47.0,8.0,28.0,59.0,19.0,,13.0,106.0,34.0,123.0,228.0,29.0,122.0,7.0,144.0,16.0,61.0,17.0,28.0,22.0,1.0,28.0,18.0,258.0,1238.0,20.0,17.0,0.656441717791411,0.7328767123287672,0.9779411764705882,0.38202247191011235,0.325,0.38636363636363635,0.444141689373297,0.5094339622641509,0.5280898876404494,0.5076071922544951,0.5506329113924051,0.5047846889952153,0.5311704834605598,0.6,0.5443037974683544,0.49239280774550487,0.051771117166212535,0.07633587786259542,0.047244094488188976,0.027522935779816515,0.44339622641509435,0.24305555555555555,0.1484490398818316,0.041014168530947054,0.15831663326653306,0.01440922190201729,0.15110631408526715,0.035545023696682464,0.049342105263157895,0.03529411764705882,0.010752688172043012,0.029411764705882353,0.11040339702760085,0.19130434782608696,0.15427509293680297,0.1589041095890411,0.15671641791044777,0.02570694087403599,0.6428571428571429,0.18118948824343015,0.6793893129770993,0.7355371900826446,0.6741573033707865,0.17565698478561548,0.4015748031496063,0.4214876033057851,0.5098039215686274,0.21100917431192662,0.2169811320754717,0.9130434782608695,0.08160442600276625,0.4067796610169492,0.41379310344827586,0.9583333333333334,0.4107883817427386,0.3771043771043771,0.3783783783783784,0.9821428571428571,0.5063291139240507,0.55,0.24050632911392406,0.17703349282296652,0.08133971291866028,0.35294117647058826,0.49282296650717705,0.32038834951456313,0.673582295988935,0.3822525597269625,0.5164959459459461,0.4879725490196078,0.08062418725617686,0.14805825242718446,0.12200956937799043,0.30861244019138756,25.751685393258423,0.31948387096774195,29.0,5.0,7.0,6.0,11.0,15.0,9.0,4.0,2.0,3.0,5.0,6.0,1.0,12.0,9.0,1.0,1.0,5.0,1.0,2.0,0.4230769230769231,0.0056179775280898875,0.01694915254237288,0.003367003367003367,0.02459016393442623,0.04084967320261438,0.2727272727272727,0.08860759493670886,0.7142857142857143,1.0,0.3157894736842105,1.0,0.7837837837837838,0.0028011204481792717,,,,,,,True
1749,1610612746,Cuttino Mobley,Cuttino Mobley,1749,LAC,78672.0,1311,141,2467,2468,841,4935,133.0,286.0,2515,18.5,0.33585858585858586,0.47713269720101775,10.528671328671326,835.0,286.0,57.0,96.0,8.0,12.0,35.0,27.0,57.0,53.0,17.0,37.0,4.0,14.0,29.0,73.0,3.0,8.0,25.0,137.0,46.0,110.0,97.0,509.0,12.0,25.0,4.0,36.0,41.0,90.0,12.0,39.0,59.0,177.0,162.0,112.0,123.0,10.0,71.0,29.0,16.0,80.0,15.0,95.0,12.0,3.0,31.0,26.0,23.0,205.0,7.0,21.0,22.0,73.0,4.0,99.0,28.0,127.0,5.0,42.0,18.0,24.0,32.0,11.0,19.0,39.0,13.0,,11.0,71.0,18.0,22.0,82.0,14.0,96.0,1.0,117.0,7.0,37.0,21.0,8.0,4.0,1.0,9.0,3.0,177.0,835.0,16.0,21.0,0.5912408759124088,0.6136363636363636,0.8913043478260869,0.41818181818181815,0.3076923076923077,0.42592592592592593,0.479020979020979,0.48,0.45555555555555555,0.5202020202020202,0.5172413793103449,0.4573643410852713,0.5626398210290827,0.5454545454545454,0.5403726708074534,0.2777777777777778,0.055944055944055944,0.13541666666666666,0.017543859649122806,0.015037593984962405,0.4507042253521127,0.041237113402061855,0.08295454545454546,0.024734982332155476,0.07534246575342465,0.028225806451612902,0.0810580204778157,0.02552415679124886,0.029411764705882353,0.02877697841726619,0.025906735751295335,0.03636363636363636,0.06984126984126984,0.08733624454148471,0.09226190476190477,0.08636363636363636,0.041666666666666664,0.026041666666666668,0.3333333333333333,0.24242424242424243,0.59375,0.6867469879518072,0.5789473684210527,0.14393939393939395,0.47368421052631576,0.48214285714285715,0.37037037037037035,0.39849624060150374,0.40458015267175573,0.7169811320754716,0.09343434343434344,0.4594594594594595,0.4594594594594595,0.9411764705882353,0.18434343434343434,0.3972602739726027,0.3972602739726027,0.8620689655172413,0.41379310344827586,0.6666666666666666,0.10344827586206896,0.2713178294573643,0.10852713178294573,0.2857142857142857,0.1937984496124031,0.32,0.5202020202020202,0.4084507042253521,0.46546200000000004,0.4684433593749999,0.0892018779342723,0.11708860759493671,0.07072691552062868,0.3477406679764244,25.422727272727283,0.3384677746250507,16.0,,1.0,2.0,2.0,6.0,15.0,2.0,,,1.0,7.0,,6.0,3.0,7.0,1.0,3.0,,,0.5,,,,,0.01907356948228883,0.25,0.034482758620689655,,,0.6666666666666666,0.5,0.45714285714285713,0.00909090909090909,1.0,1.0,1.0,,,,True
2078,1610612746,Jason Hart,Jason Hart,2078,LAC,19366.0,323,50,614,610,246,1224,61.0,82.0,610,15.819209039548022,0.6421052631578947,0.43689684210526325,15.221951219512196,201.0,81.0,9.0,13.0,3.0,5.0,5.0,4.0,8.0,24.0,3.0,5.0,1.0,1.0,1.0,8.0,3.0,,2.0,37.0,4.0,13.0,15.0,101.0,10.0,15.0,3.0,24.0,13.0,22.0,1.0,3.0,14.0,43.0,44.0,30.0,12.0,6.0,8.0,1.0,2.0,26.0,17.0,43.0,14.0,3.0,14.0,5.0,7.0,103.0,1.0,6.0,5.0,26.0,,31.0,7.0,38.0,1.0,19.0,9.0,10.0,4.0,,4.0,5.0,,1.0,2.0,9.0,3.0,17.0,30.0,1.0,18.0,1.0,16.0,,2.0,6.0,,,,,,43.0,201.0,4.0,6.0,0.5945945945945946,0.6470588235294118,1.0,0.3076923076923077,0.3333333333333333,0.3076923076923077,0.45121951219512196,0.6666666666666666,0.5909090909090909,0.45263157894736844,0.5555555555555556,0.58,0.49029126213592233,0.6,0.671875,0.1368421052631579,0.024390243902439025,0.07692307692307693,0.125,,0.4444444444444444,,0.12322274881516587,0.02553191489361702,0.06578947368421052,0.019230769230769232,0.10801393728222997,0.024390243902439025,0.0392156862745098,0.016129032258064516,0.02564102564102564,,0.03076923076923077,0.15254237288135594,0.1724137931034483,0.05172413793103448,0.1111111111111111,0.020833333333333332,,0.1368421052631579,0.6923076923076923,0.75,0.4444444444444444,0.08421052631578947,0.5,0.5714285714285714,0.25,0.39344262295081966,0.39344262295081966,0.7083333333333334,0.05263157894736842,0.6,0.6,1.0,0.08421052631578947,0.125,0.125,1.0,0.2777777777777778,0.6,0.16666666666666666,0.2,0.04,1.0,0.08,,0.2736842105263158,0.125,0.4506461538461538,0.471106,0.020618556701030927,0.023809523809523808,0.2376237623762376,0.42574257425742573,24.96923076923077,0.3273615635179153,4.0,,,,,4.0,,,,,1.0,,,,1.0,,,,,,,,,,,0.02459016393442623,,,,,,,0.8,,,,,,,,True
101189,1610612746,James Singleton,James Singleton,101189,LAC,7647.0,127,3,234,246,58,480,6.0,17.0,250,10.606060606060606,0.2727272727272727,0.47826818181818176,8.588235294117647,80.0,27.0,5.0,7.0,2.0,4.0,1.0,1.0,4.0,2.0,,2.0,,1.0,1.0,3.0,,,2.0,8.0,1.0,5.0,6.0,25.0,2.0,4.0,1.0,6.0,,5.0,,3.0,6.0,6.0,6.0,10.0,3.0,4.0,3.0,1.0,1.0,1.0,4.0,5.0,4.0,,1.0,,,14.0,1.0,5.0,8.0,14.0,2.0,24.0,6.0,30.0,,5.0,3.0,2.0,2.0,,1.0,1.0,1.0,,,3.0,1.0,12.0,17.0,,7.0,1.0,6.0,,,3.0,6.0,5.0,,7.0,4.0,6.0,80.0,,3.0,0.375,0.5,1.0,0.2,,0.2,0.47058823529411764,0.5,,0.4318181818181818,0.4,,0.5,0.5,0.2727272727272727,0.22727272727272727,0.058823529411764705,,0.25,,0.6666666666666666,0.2222222222222222,0.1794871794871795,0.056818181818181816,0.20512820512820512,0.045454545454545456,0.18803418803418803,0.05454545454545454,0.2,0.06060606060606061,0.05555555555555555,,0.16666666666666666,0.2,0.17647058823529413,0.25,0.09090909090909091,,0.5714285714285714,0.3181818181818182,0.7142857142857143,0.7142857142857143,0.2,0.18181818181818182,0.25,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.5,0.09090909090909091,,,,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.8,0.5,,0.125,0.125,,0.25,,0.5454545454545454,0.3333333333333333,0.58985,0.41885,,,0.24,0.24,24.1,0.3418803418803419,,,1.0,,,2.0,,,,,,,,2.0,2.0,,,1.0,,,,,,,,,,0.2,,,,,,,,1.0,1.0,1.0,,,True
1425,1610612746,Aaron Williams,Aaron Williams,1425,LAC,8957.0,149,9,275,277,101,552,8.0,23.0,266,10.062893081761006,0.3333333333333333,0.47350869565217385,7.556521739130434,83.0,34.0,6.0,10.0,5.0,7.0,4.0,1.0,5.0,3.0,,,,,,1.0,,,1.0,10.0,,1.0,7.0,27.0,5.0,8.0,,10.0,1.0,5.0,,1.0,4.0,6.0,10.0,10.0,,8.0,,,2.0,1.0,,1.0,,,1.0,,,2.0,2.0,9.0,7.0,18.0,3.0,28.0,11.0,39.0,,3.0,2.0,1.0,2.0,,1.0,2.0,1.0,,,4.0,1.0,12.0,23.0,1.0,9.0,2.0,8.0,,3.0,1.0,2.0,1.0,,2.0,2.0,6.0,83.0,2.0,1.0,0.5,0.8333333333333334,,,,,0.43478260869565216,0.625,0.2,0.4166666666666667,0.625,0.16666666666666666,0.48214285714285715,0.625,0.375,0.041666666666666664,0.08695652173913043,0.1,0.2,,0.5,0.2,0.1875,0.08108108108108109,0.175,0.08333333333333333,0.18382352941176472,0.08148148148148149,0.13636363636363635,0.1111111111111111,0.045454545454545456,0.5,0.20689655172413793,0.125,0.20930232558139536,0.14285714285714285,0.25,,1.0,0.4166666666666667,0.6,0.6666666666666666,0.16666666666666666,0.20833333333333334,0.2,0.25,1.0,0.375,0.375,1.0,,,,,0.041666666666666664,,,,0.875,0.7142857142857143,,0.6666666666666666,,,0.16666666666666666,,0.4583333333333333,,0.5418428571428571,0.5056800000000001,0.1111111111111111,0.11538461538461539,0.37037037037037035,0.2222222222222222,47.9,0.3018181818181818,1.0,,,,,,,1.0,,,,,,1.0,3.0,,,1.0,,1.0,,,,,,0.022727272727272728,,,,,,,0.25,,,,,1.0,,,True
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,71573.0,1193,136,2298,2280,707,4578,148.0,377.0,2345,25.18432285603415,0.36724565756823824,0.4831003749999998,9.042970822281168,760.0,241.0,105.0,163.0,14.0,27.0,52.0,24.0,66.0,59.0,,2.0,,2.0,3.0,24.0,2.0,2.0,15.0,188.0,3.0,26.0,285.0,670.0,21.0,44.0,2.0,66.0,59.0,114.0,2.0,17.0,132.0,256.0,238.0,138.0,9.0,26.0,21.0,3.0,35.0,77.0,23.0,100.0,9.0,14.0,31.0,20.0,26.0,223.0,10.0,40.0,43.0,111.0,35.0,189.0,51.0,240.0,16.0,34.0,25.0,9.0,34.0,13.0,15.0,65.0,19.0,3.0,7.0,99.0,29.0,40.0,114.0,24.0,231.0,9.0,346.0,30.0,142.0,36.0,5.0,2.0,1.0,6.0,5.0,256.0,760.0,19.0,32.0,0.6329787234042553,0.68,1.0,0.11538461538461539,0.11764705882352941,0.13043478260869565,0.4986737400530504,0.4772727272727273,0.5175438596491229,0.47766749379652607,0.4891304347826087,0.4732824427480916,0.5943738656987296,0.5689655172413793,0.6287128712871287,0.06451612903225806,0.09283819628647215,0.13496932515337423,0.15151515151515152,0.02027027027027027,0.3434343434343434,0.45454545454545453,0.148,0.05235602094240838,0.14381270903010032,0.05235602094240838,0.14680648236415633,0.05235602094240838,0.09782608695652174,0.05907172995780591,0.05625,0.03225806451612903,0.08949416342412451,0.15706806282722513,0.19205298013245034,0.15668202764976957,0.10975609756097561,0.09523809523809523,0.8333333333333334,0.4044665012406948,0.6441717791411042,0.7446808510638298,0.5619047619047619,0.16377171215880892,0.36363636363636365,0.42857142857142855,0.625,0.39864864864864863,0.4068965517241379,0.7627118644067796,0.004962779156327543,,,,0.05955334987593052,0.125,0.13636363636363635,1.0,0.5869565217391305,0.5185185185185185,0.043478260869565216,0.3969465648854962,0.015267175572519083,,0.11450381679389313,0.13333333333333333,0.46898263027295284,0.14285714285714285,0.49302820512820517,0.4791724806201551,0.2757281553398058,0.2903885480572597,0.09850746268656717,0.382089552238806,28.653846153846153,0.3307223672758921,38.0,,,1.0,1.0,21.0,,3.0,2.0,1.0,8.0,7.0,,11.0,9.0,20.0,,2.0,,3.0,0.5,0.07692307692307693,,0.08333333333333333,0.014285714285714285,0.023323615160349854,,,,,0.5,1.0,0.7307692307692307,,,1.0,1.0,3.0,,,True
2624,1610612746,Quinton Ross,Quinton Ross,2624,LAC,44375.0,740,22,1389,1413,444,2802,75.0,143.0,1513,11.536010197578076,0.5033557046979866,0.4706875838926174,10.096503496503498,440.0,155.0,41.0,60.0,12.0,18.0,14.0,5.0,8.0,30.0,,2.0,,1.0,2.0,4.0,,2.0,4.0,76.0,2.0,6.0,36.0,194.0,17.0,26.0,,38.0,25.0,39.0,2.0,5.0,19.0,75.0,98.0,54.0,6.0,24.0,4.0,2.0,8.0,28.0,14.0,42.0,9.0,5.0,12.0,9.0,7.0,98.0,7.0,24.0,12.0,46.0,4.0,62.0,31.0,93.0,2.0,35.0,19.0,16.0,3.0,1.0,2.0,8.0,1.0,,1.0,11.0,4.0,28.0,69.0,5.0,42.0,4.0,45.0,3.0,18.0,6.0,11.0,8.0,2.0,11.0,6.0,75.0,440.0,13.0,6.0,0.6447368421052632,0.765625,1.0,0.3333333333333333,0.4,0.3333333333333333,0.5314685314685315,0.6538461538461539,0.6410256410256411,0.5302013422818792,0.6538461538461539,0.6363636363636364,0.5705882352941176,0.6785714285714286,0.6818181818181818,0.040268456375838924,0.055944055944055944,0.11666666666666667,,0.013333333333333334,0.2727272727272727,0.0784313725490196,0.09349593495934959,0.0502092050209205,0.06417112299465241,0.06481481481481481,0.08541973490427099,0.052901023890784986,0.06542056074766354,0.05384615384615385,0.047619047619047616,0.125,0.10778443113772455,0.0847457627118644,0.08695652173913043,0.0661764705882353,0.058823529411764705,0.03333333333333333,0.5454545454545454,0.40268456375838924,0.6833333333333333,0.7735849056603774,0.5121951219512195,0.053691275167785234,0.625,0.625,0.4,0.4,0.40540540540540543,0.8666666666666667,0.013422818791946308,,,,0.026845637583892617,0.5,0.5,1.0,0.6923076923076923,0.6666666666666666,,0.3181818181818182,0.022727272727272728,,0.09090909090909091,0.5,0.4429530201342282,0.5,0.49766250000000006,0.43870340909090905,0.10975609756097561,0.11392405063291139,0.1958762886597938,0.3865979381443299,25.0,0.3167746580273578,11.0,,,,,4.0,,,,,1.0,1.0,,2.0,12.0,,,1.0,,,,,,,,0.04149377593360996,0.08333333333333333,,,,,,0.7857142857142857,,,,,,,,True
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,84988.0,1416,194,2717,2699,1042,5416,168.0,549.0,2767,24.476650563607084,0.3054545454545455,0.43859827272727264,9.18670309653916,1020.0,330.0,105.0,150.0,31.0,48.0,52.0,122.0,231.0,69.0,,,,,1.0,1.0,,1.0,1.0,296.0,1.0,1.0,191.0,786.0,48.0,85.0,,136.0,93.0,185.0,1.0,1.0,97.0,286.0,382.0,210.0,3.0,54.0,1.0,1.0,20.0,75.0,31.0,106.0,26.0,5.0,41.0,6.0,28.0,243.0,35.0,96.0,65.0,150.0,14.0,229.0,135.0,364.0,11.0,34.0,17.0,17.0,47.0,1.0,15.0,52.0,32.0,1.0,16.0,99.0,30.0,54.0,116.0,17.0,210.0,3.0,256.0,34.0,115.0,30.0,92.0,58.0,6.0,93.0,52.0,286.0,1020.0,15.0,30.0,0.6452702702702703,0.7100371747211895,1.0,1.0,1.0,1.0,0.5391621129326047,0.5647058823529412,0.5027027027027027,0.5409090909090909,0.5647058823529412,0.5080645161290323,0.594553706505295,0.6296296296296297,0.5789473684210527,0.0018181818181818182,0.03642987249544627,0.08,0.030303030303030304,0.005952380952380952,0.47474747474747475,0.14,0.16025641025641027,0.10278372591006424,0.1873198847262248,0.13725490196078433,0.16757599376461418,0.11017661900756939,0.15384615384615385,0.1016949152542373,0.09950248756218906,0.2777777777777778,0.15615615615615616,0.18106995884773663,0.15,0.1517509727626459,0.28888888888888886,0.04824561403508772,0.5591397849462365,0.2727272727272727,0.7,0.7608695652173914,0.580952380952381,0.42,0.5281385281385281,0.5446428571428571,0.6475409836065574,0.4107142857142857,0.41317365269461076,0.7391304347826086,,,,,0.0018181818181818182,1.0,1.0,1.0,0.5647058823529412,0.6458333333333334,,0.27956989247311825,,,0.005376344086021506,1.0,0.27454545454545454,1.0,0.49669558823529414,0.43562768817204306,0.18225039619651348,0.18253968253968253,0.17302798982188294,0.3638676844783715,27.1,0.37541405962458596,39.0,,,,,40.0,,,,4.0,7.0,17.0,1.0,10.0,9.0,,,28.0,,5.0,,,,,0.04597701149425287,0.07888631090487239,0.16129032258064516,,,,,,0.75,,,1.0,1.0,4.0,1.0,,True
