EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,LostBallSteals,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,FTOffRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,RecoveredBlocks,PenaltyFg3Pct,ShortMidRangePctBlocked,OffFTReboundPct,BlocksRecoveredPct,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceAtRimPctAssisted,Clear Path Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,Defensive 3 Seconds Violations,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3PctAssisted,LongMidRangePctBlocked,on,Blocked3s,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,BlockedArc3,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,OffensiveGoaltends,3pt And 1 Free Throw Trips,HeaveMakes
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,11653.0,194,-42.0,348,359,120.0,70.0,44,707,22.0,45.0,4.0,10.0,7.0,10.0,9.0,22.0,5.0,17.0,36.0,84.0,20.0,92.0,378,7.0,17.0,1.0,15.0,14.0,25.0,14.0,42.0,28.0,44.0,8.0,7.0,3.0,6.0,9.0,6.0,2.0,1.0,24.0,3.0,15.0,7.0,15.0,5.0,27.0,18.0,45,4.0,3.0,3.0,7.0,1.0,4.0,6.0,3.0,3.0,13.0,4.0,13.0,18.0,1.0,1.0,26.0,1.0,28.0,2.0,12.0,3.0,1.0,1.0,1.0,1.0,42.0,120.0,3.0,0.3888888888888889,0.4375,0.4285714285714285,0.4117647058823529,0.56,0.4285714285714285,0.4117647058823529,0.56,0.4742268041237113,0.3947368421052631,0.6176470588235294,0.0833333333333333,0.1555555555555555,27.093596059113302,0.5384615384615384,0.4545454545454545,0.1293103448275862,0.1094890510948905,0.1489361702127659,0.0833333333333333,0.1349693251533742,0.1040462427745664,0.1454545454545454,0.1052631578947368,0.0681818181818181,0.0714285714285714,0.125,0.1463414634146341,0.15625,0.0930232558139534,0.1714285714285714,0.0833333333333333,0.0975609756097561,0.5357142857142857,0.4888888888888889,0.5789473684210527,0.3636363636363636,0.2619047619047619,0.4090909090909091,0.4090909090909091,0.2222222222222222,0.2023809523809523,0.2941176470588235,0.2941176470588235,0.8,0.5882352941176471,0.4,0.4,0.7,0.5357142857142857,0.4736238095238095,0.500475,0.452408,0.1276595744680851,0.1276595744680851,0.1630434782608695,0.4565217391304347,5.828571428571429,0.3448275862068966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1088,1610612763,Chucky Atkins,Chucky Atkins,1088,MEM,7592.0,127,-17.0,229,236,90.0,66.0,30,465,7.0,13.0,,1.0,,3.0,1.0,2.0,4.0,9.0,12.0,24.0,19.0,46.0,253,,2.0,2.0,2.0,3.0,8.0,6.0,12.0,2.0,22.0,,2.0,7.0,2.0,9.0,1.0,3.0,3.0,20.0,,1.0,2.0,5.0,,7.0,1.0,8,,2.0,1.0,4.0,,4.0,4.0,,1.0,8.0,5.0,4.0,8.0,,,18.0,4.0,23.0,1.0,7.0,3.0,,,,,12.0,90.0,2.0,0.0833333333333333,0.0833333333333333,0.5,,0.375,0.3461538461538461,,0.2,0.4591836734693877,0.2,0.3157894736842105,0.0833333333333333,0.1538461538461538,21.428571428571427,0.5,,0.0625,0.0135135135135135,0.0606060606060606,,0.0619469026548672,0.0101010101010101,,0.0588235294117647,,,,0.0384615384615384,0.0434782608695652,0.0967741935483871,0.0714285714285714,,,0.3333333333333333,0.5384615384615384,0.6363636363636364,0.1428571428571428,0.0512820512820512,0.5,0.5,,0.2307692307692307,0.4444444444444444,0.4444444444444444,,0.25,,0.2,,0.717948717948718,0.5171166666666667,0.46275,0.4593291666666667,0.1739130434782608,0.2333333333333333,0.0434782608695652,0.2608695652173913,7.974999999999999,0.3930131004366812,2.0,1.0,13.0,2.0,7.0,1.0,15.0,2.0,7.0,3.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0666666666666666,0.0769230769230769,0.3846153846153846,0.0512820512820512,0.3333333333333333,0.0769230769230769,0.0769230769230769,1.0,0.5,0.4666666666666667,0.0909090909090909,0.0625,31.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
200752,1610612763,Rudy Gay,Rudy Gay,200752,MEM,5462.0,91,-20.0,162,168,52.0,72.0,24,330,4.0,6.0,1.0,1.0,3.0,4.0,4.0,12.0,4.0,12.0,12.0,30.0,4.0,31.0,168,3.0,4.0,,6.0,5.0,8.0,3.0,16.0,12.0,12.0,2.0,4.0,5.0,1.0,6.0,1.0,4.0,1.0,13.0,,3.0,2.0,5.0,,7.0,4.0,11,,4.0,3.0,5.0,,1.0,4.0,4.0,,9.0,2.0,4.0,11.0,,2.0,7.0,,9.0,1.0,3.0,2.0,1.0,1.0,1.0,,16.0,52.0,2.0,0.5,0.5454545454545454,0.4,0.75,0.625,0.3970588235294117,0.75,0.65,0.4078947368421052,0.6,0.6666666666666666,0.1333333333333333,0.3333333333333333,24.73684210526316,0.5555555555555556,,0.0980392156862745,0.0517241379310344,0.1,,0.0985915492957746,0.0394736842105263,0.0588235294117647,0.1052631578947368,,,,0.0588235294117647,0.1578947368421052,0.0666666666666666,0.0833333333333333,0.125,,0.1764705882352941,0.6666666666666666,1.0,0.5,0.3529411764705882,0.3333333333333333,0.4,0.25,0.3529411764705882,0.3333333333333333,0.3333333333333333,0.75,0.25,1.0,0.4,0.75,0.2941176470588235,0.4387441176470588,0.4234333333333333,0.5021199999999999,0.0833333333333333,0.09375,0.1935483870967742,0.5161290322580645,11.23,0.3209876543209876,2.0,1.0,2.0,,1.0,1.0,4.0,,2.0,3.0,,2.0,1.0,,,1.0,,,,2.0,1.0,0.25,0.25,0.1176470588235294,0.0588235294117647,0.0588235294117647,0.5,0.5,1.0,,0.1,0.5,,24.775,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.1666666666666666,0.0833333333333333,1.0,0.1,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
200814,1610612763,Tarence Kinsey,Tarence Kinsey,200814,MEM,926.0,15,10.0,29,31,14.0,12.0,5,60,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,3.0,,2.0,25,1.0,1.0,,2.0,1.0,3.0,,2.0,2.0,,,,1.0,,1.0,,,1.0,2.0,,,2.0,1.0,,3.0,,3,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,2.0,14.0,,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,12.12121212121212,,,0.0833333333333333,,0.3333333333333333,,0.1666666666666666,,,,,,,,,0.2,0.3333333333333333,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,,,,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.4798,,0.4798,,,1.0,1.0,9.733333333333334,0.4827586206896552,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2054,1610612763,Jake Tsakalidis,Jake Tsakalidis,2054,MEM,15451.0,258,-34.0,463,473,141.0,112.0,62,936,16.0,29.0,5.0,10.0,6.0,9.0,3.0,16.0,1.0,5.0,20.0,50.0,14.0,54.0,481,5.0,10.0,1.0,11.0,8.0,14.0,5.0,21.0,32.0,8.0,8.0,4.0,1.0,1.0,2.0,1.0,1.0,,5.0,5.0,19.0,8.0,29.0,3.0,40.0,24.0,64,1.0,7.0,6.0,6.0,1.0,3.0,15.0,3.0,3.0,21.0,8.0,16.0,34.0,4.0,6.0,17.0,1.0,24.0,4.0,11.0,3.0,11.0,8.0,11.0,4.0,21.0,141.0,3.0,0.8,1.0,0.4,0.5,0.5714285714285714,0.4,0.5,0.5714285714285714,0.45,0.4583333333333333,0.5833333333333334,0.08,0.0689655172413793,14.944649446494465,0.2857142857142857,0.1875,0.1823899371069182,0.1067415730337078,0.135593220338983,0.1020408163265306,0.1697247706422018,0.105726872246696,0.1194029850746268,0.12,0.081967213114754,0.0526315789473684,0.2727272727272727,0.2,0.1276595744680851,0.2096774193548387,0.0909090909090909,0.2666666666666666,0.0384615384615384,0.58,0.5517241379310345,0.5925925925925926,0.75,0.32,0.1875,0.2142857142857142,1.0,0.1,0.2,0.2,1.0,1.0,0.5,0.6428571428571429,0.6666666666666666,0.58,0.4950179999999999,0.56636,0.5097999999999999,0.1929824561403508,0.1929824561403508,0.2037037037037037,0.3888888888888889,4.382,0.3045356371490281,,,,,,,,,,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,3.0,6.0,,0.125,,0.5454545454545454,,,0.2,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,12064.0,201,-35.0,362,363,89.0,72.0,49,725,9.0,16.0,,2.0,1.0,3.0,4.0,6.0,4.0,8.0,17.0,30.0,9.0,85.0,375,,3.0,,3.0,3.0,5.0,3.0,18.0,12.0,22.0,,1.0,15.0,1.0,16.0,1.0,8.0,5.0,33.0,1.0,5.0,8.0,26.0,2.0,36.0,6.0,42,3.0,2.0,2.0,5.0,5.0,3.0,8.0,2.0,1.0,13.0,4.0,2.0,6.0,,1.0,20.0,2.0,14.0,2.0,7.0,1.0,2.0,2.0,2.0,,18.0,89.0,1.0,0.3529411764705882,0.3529411764705882,0.5666666666666667,,0.6,0.5846153846153846,0.25,0.75,0.5985915492957746,0.2142857142857142,0.6428571428571429,0.0333333333333333,0.0625,19.81132075471698,0.3846153846153846,0.1538461538461538,0.2063492063492063,0.036231884057971,0.1702127659574468,0.025,0.1965317919075144,0.0337078651685393,0.0350877192982456,0.0555555555555555,0.0222222222222222,0.03125,,0.15,0.1621621621621621,0.2857142857142857,0.1875,0.1333333333333333,0.0967741935483871,0.2461538461538461,0.5625,0.6,0.4444444444444444,0.0923076923076923,0.6666666666666666,0.6666666666666666,0.25,0.123076923076923,0.5,0.5,0.25,0.3333333333333333,,0.3,0.3333333333333333,0.7846153846153846,0.5293215384615384,0.55572,0.52112,0.1,0.2,0.0352941176470588,0.2117647058823529,7.056666666666668,0.2458563535911602,6.0,13.0,29.0,3.0,5.0,14.0,35.0,3.0,5.0,30.0,,29.0,13.0,,2.0,,1.0,,,,0.7142857142857143,0.4,0.4,0.5384615384615384,0.0923076923076923,0.4461538461538462,0.4482758620689655,0.4642857142857143,0.7692307692307693,0.5,0.5,0.4482758620689655,,25.26285714285714,,3.0,3.0,,,,2.0,0.6,,,1.0,,0.6,,,2.0,,,1.0,1.0,1.0,12.0,1.0,0.3333333333333333,0.0285714285714285,0.0344827586206896,0.1666666666666666,0.1666666666666666,0.3333333333333333,1.0,,,True,,,,,,,,,,,,,,,,
224,1610612763,Eddie Jones,Eddie Jones,224,MEM,4614.0,77,-5.0,137,141,20.0,23.0,18,278,1.0,6.0,,1.0,,1.0,,1.0,1.0,5.0,2.0,12.0,4.0,20.0,140,,2.0,,,,1.0,3.0,3.0,4.0,,,3.0,3.0,3.0,6.0,2.0,2.0,,15.0,,1.0,,4.0,,4.0,1.0,5,,4.0,2.0,3.0,1.0,3.0,1.0,,,4.0,,2.0,3.0,,,7.0,1.0,8.0,,4.0,,,,,,3.0,20.0,,1.0,1.0,0.1666666666666666,,,0.32,,,0.3448275862068966,,0.25,0.25,0.5,20.1219512195122,0.75,,0.0851063829787234,0.0169491525423728,,,0.0666666666666666,0.0128205128205128,,0.0416666666666666,,,,0.0625,0.0909090909090909,0.1,,,,0.24,0.1666666666666666,0.3333333333333333,1.0,0.04,,,,0.2,0.2,0.2,1.0,0.2,,0.3333333333333333,,0.76,0.5162375,0.4953333333333333,0.5461,0.1379310344827586,0.25,,0.15,9.433333333333334,0.145985401459854,3.0,3.0,10.0,3.0,2.0,4.0,13.0,3.0,2.0,12.0,,10.0,3.0,1.0,1.0,2.0,,,,,1.0,0.3076923076923077,0.3076923076923077,0.52,0.12,0.4,0.3,0.3,1.0,0.6,0.6666666666666666,0.3,,26.107692307692307,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,,,1.0,,True,,,,,,,,,,,,,,,,
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,7167.0,119,-29.0,213,220,69.0,41.0,25,433,7.0,12.0,,3.0,1.0,2.0,,1.0,10.0,20.0,17.0,33.0,8.0,42.0,230,,3.0,1.0,1.0,5.0,8.0,2.0,12.0,18.0,16.0,,2.0,4.0,,4.0,,4.0,,8.0,1.0,3.0,1.0,2.0,,3.0,4.0,7,,,,3.0,,2.0,2.0,1.0,,5.0,2.0,8.0,12.0,,2.0,8.0,1.0,9.0,1.0,5.0,,3.0,3.0,3.0,,12.0,69.0,,0.5294117647058824,0.5294117647058824,0.5151515151515151,,0.625,0.5151515151515151,,0.625,0.5675675675675675,0.125,0.6666666666666666,0.0606060606060606,0.0833333333333333,17.142857142857142,0.6,,0.0263157894736842,0.036144578313253,0.04,0.0555555555555555,0.0297029702970297,0.0396039603960396,0.0571428571428571,,0.03125,0.0666666666666666,,,,0.0689655172413793,0.0476190476190476,,,0.3636363636363636,0.5833333333333334,0.6363636363636364,0.2857142857142857,0.0303030303030303,,,,0.6060606060606061,0.5,0.5,0.7,1.0,,0.25,0.5,0.3636363636363636,0.4712848484848485,0.6053999999999999,0.4580249999999999,0.1351351351351351,0.1351351351351351,0.0238095238095238,0.2857142857142857,11.569696969696972,0.323943661971831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
757,1610612763,Damon Stoudamire,Damon Stoudamire,757,MEM,7838.0,131,-19.0,233,237,53.0,45.0,33,470,2.0,5.0,,,,1.0,3.0,10.0,5.0,15.0,10.0,30.0,8.0,40.0,227,2.0,5.0,,4.0,3.0,10.0,2.0,8.0,4.0,16.0,,4.0,17.0,5.0,22.0,5.0,9.0,6.0,49.0,,3.0,1.0,8.0,,9.0,3.0,12,1.0,2.0,1.0,4.0,1.0,4.0,4.0,,2.0,8.0,2.0,,5.0,,,10.0,2.0,9.0,,3.0,1.0,,,,,8.0,53.0,1.0,0.2,0.2,0.3333333333333333,0.4,0.3,0.4,0.3333333333333333,0.3,0.4431818181818182,0.3333333333333333,0.3636363636363636,0.1333333333333333,0.4,18.772563176895307,0.5,,0.0975609756097561,0.029126213592233,0.04,,0.0841121495327102,0.0234375,0.0294117647058823,,0.0555555555555555,,,0.0869565217391304,0.08,0.1176470588235294,,0.125,0.0454545454545454,0.125,0.4,0.6666666666666666,0.5,0.25,0.3,0.3333333333333333,,0.375,0.3333333333333333,0.3571428571428571,0.2,,,0.1,,0.375,0.46541125,0.4020799999999999,0.4417000000000001,0.0697674418604651,0.0909090909090909,0.1,0.2,12.493333333333334,0.2274678111587982,1.0,3.0,9.0,1.0,,4.0,10.0,1.0,,12.0,,9.0,3.0,,2.0,1.0,,1.0,,,1.0,0.4,0.4,0.25,0.025,0.225,0.3333333333333333,0.3333333333333333,1.0,0.1666666666666666,,0.3333333333333333,,25.54,,,,,,1.0,,,0.1,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,1.0,0.0666666666666666,True,,,,,,,,,,,,,,,,
200768,1610612763,Kyle Lowry,Kyle Lowry,200768,MEM,1516.0,25,34.0,51,47,32.0,4.0,4,98,5.0,6.0,,,2.0,3.0,,,,2.0,5.0,8.0,3.0,13.0,34,,,,,2.0,4.0,3.0,7.0,,10.0,,,4.0,1.0,5.0,1.0,1.0,2.0,11.0,,,1.0,4.0,,5.0,,5,,4.0,3.0,,,,,,,,,1.0,2.0,,,5.0,1.0,5.0,1.0,1.0,2.0,,,,,7.0,32.0,2.0,,,0.625,,0.5,0.625,,0.5,0.65,,0.5833333333333334,,,17.857142857142854,,,0.2666666666666666,,0.1428571428571428,,0.2272727272727272,,,,,,,,0.3333333333333333,0.3333333333333333,0.1666666666666666,,,0.75,0.8333333333333334,0.8333333333333334,,,,,,0.25,,,,,,0.75,0.6666666666666666,0.75,0.5991624999999999,,0.583925,0.125,0.125,,0.5384615384615384,4.9125,0.6274509803921569,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
