EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffFTReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,HeaveMakes,StepOutOfBoundsTurnovers,Technical Free Throw Trips,LongMidRangePctBlocked,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,PenaltyCorner3FGM,Clear Path Fouls,3pt And 1 Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Corner3PctBlocked,on,Blocked3s,BlockedArc3
101109,1610612766,Raymond Felton,Raymond Felton,101109,CHA,36756.0,613,-67,1195,1186,314,529,163,2381,42.0,98.0,3.0,8.0,10.0,23.0,2.0,16.0,26.0,72.0,2.0,10.0,3.0,1.0,14.0,54.0,1.0,5.0,1.0,18.0,70.0,186,16.0,64.0,66.0,254,1322,6.0,14.0,1.0,8.0,2.0,17.0,15.0,45.0,1.0,19.0,25.0,58.0,36.0,104.0,42.0,6.0,2.0,1.0,53.0,14.0,17.0,112.0,33.0,145.0,16.0,17.0,58.0,9.0,45.0,323.0,1.0,8.0,13.0,35.0,8.0,56.0,9.0,65,3.0,19.0,12.0,7.0,32.0,10.0,24.0,22.0,2.0,8.0,2.0,54.0,4.0,13.0,12.0,34,1.0,6.0,66,1.0,5.0,83,5.0,35.0,2.0,6.0,1.0,58.0,314,6.0,6.0,0.2571428571428571,0.2608695652173913,0.875,0.25,0.125,0.05263157894736842,0.25396825396825395,0.3763440860215054,0.42857142857142855,0.3333333333333333,0.376,0.3409090909090909,0.2578125,0.4409722222222222,0.3695652173913043,0.3717948717948718,0.256,0.0913978494623656,0.16326530612244897,0.0625,24.800580130529372,0.5925925925925926,0.14814814814814814,0.09308510638297872,0.01839080459770115,0.11403508771929824,0.008264462809917356,0.09795918367346938,0.01618705035971223,0.017341040462427744,0.05405405405405406,0.005319148936170213,0.012345679012345678,0.09375,0.05154639175257732,0.11920529801324503,0.1282051282051282,0.08333333333333333,0.02097902097902098,0.392,0.42857142857142855,0.5121951219512195,0.23809523809523808,0.064,0.125,0.13333333333333333,0.288,0.3611111111111111,0.3611111111111111,0.3076923076923077,0.04,0.2,0.2,1.0,0.216,0.25925925925925924,0.25925925925925924,0.8571428571428571,0.36363636363636365,0.375,0.3333333333333333,0.13636363636363635,0.22727272727272727,0.2,1.0,0.359375,0.43478260869565216,0.015625,0.28125,0.05555555555555555,0.648,0.2641509433962264,0.5061082329317269,0.4998333333333333,0.4880640625,0.13120567375886524,0.16203703703703703,0.030303030303030304,0.06692913385826772,0.2283464566929134,8.084946236559139,25.357812500000005,0.26276150627615064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101118,1610612766,Sean May,Sean May,101118,CHA,8335.0,139,23,270,262,82,123,40,532,17.0,32.0,5.0,8.0,3.0,8.0,2.0,11.0,6.0,20.0,,,,,,,,,,,25.0,63,,,15.0,65,275,7.0,11.0,,,5.0,19.0,5.0,18.0,,,5.0,15.0,36.0,14.0,,,8.0,,,,4.0,4.0,3.0,7.0,3.0,,2.0,,2.0,17.0,2.0,12.0,4.0,15.0,6.0,25.0,15.0,40,2.0,4.0,4.0,,4.0,1.0,3.0,3.0,,1.0,1.0,7.0,1.0,3.0,13.0,19,1.0,1.0,12,1.0,1.0,18,2.0,9.0,,1.0,1.0,15.0,82,2.0,1.0,0.72,0.8571428571428571,,,,,,0.3968253968253968,0.6363636363636364,0.2777777777777778,0.3968253968253968,0.6363636363636364,0.2777777777777778,0.45774647887323944,0.7307692307692307,0.35714285714285715,,0.06349206349206349,0.09375,0.09090909090909091,24.761904761904763,0.5714285714285714,0.4,0.17647058823529413,0.10619469026548672,0.15384615384615385,0.1111111111111111,0.17117117117117117,0.10687022900763359,0.16216216216216217,0.058823529411764705,0.0847457627118644,,0.18181818181818182,0.25925925925925924,0.1111111111111111,0.2,0.09090909090909091,0.06060606060606061,0.5079365079365079,0.53125,0.5862068965517241,0.6470588235294118,0.1746031746031746,0.18181818181818182,0.2,0.31746031746031744,0.3,0.3,0.8333333333333334,,,,,,,,,0.7272727272727273,0.625,0.2,,,,,0.4444444444444444,0.375,,,,0.5079365079365079,,0.4648904761904762,0.4829727272727272,0.45962777777777775,0.12857142857142856,0.12857142857142856,,0.2923076923076923,0.23076923076923078,7.7634920634920634,,0.3037037037037037,1.0,2.0,2.0,2.0,1.0,0.125,0.2222222222222222,0.5,1.0,,,,,,,,,,,,,,,,,,,,,True,,
101187,1610612766,Alan Anderson,Alan Anderson,101187,CHA,2072.0,35,-11,71,67,31,20,7,138,1.0,1.0,,,,,,2.0,2.0,3.0,,1.0,,1.0,,,,,,,3.0,6,,1.0,2.0,8,70,1.0,1.0,,,,2.0,1.0,3.0,,1.0,1.0,3.0,4.0,2.0,,,,,,,,2.0,,2.0,,,,1.0,1.0,4.0,1.0,,,4.0,,4.0,1.0,5,,1.0,,1.0,,1.0,,2.0,,,,2.0,,1.0,3.0,4,,1.0,2,,,3,1.0,1.0,,1.0,,3.0,31,,1.0,0.6666666666666666,0.6666666666666666,,,,,,0.5,1.0,0.3333333333333333,0.42857142857142855,1.0,0.25,0.5,1.0,0.3,0.14285714285714285,,,,12.658227848101266,,,0.16666666666666666,,,0.16666666666666666,0.12903225806451613,0.03125,,,,0.5,0.1111111111111111,0.3333333333333333,0.1111111111111111,,,,0.14285714285714285,1.0,1.0,,0.2857142857142857,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,0.25,,,0.2857142857142857,,0.4452071428571428,0.4273,0.3689875,0.14285714285714285,0.16666666666666666,,0.25,0.375,10.966666666666667,24.5,0.43661971830985913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200747,1610612766,Adam Morrison,Adam Morrison,200747,CHA,41839.0,697,-79,1335,1304,427,602,162,2639,26.0,42.0,4.0,7.0,6.0,14.0,30.0,63.0,39.0,109.0,2.0,10.0,1.0,3.0,28.0,74.0,1.0,1.0,11.0,28.0,95.0,214,30.0,84.0,38.0,318,1471,11.0,25.0,1.0,2.0,4.0,29.0,25.0,57.0,11.0,31.0,17.0,100.0,102.0,88.0,75.0,15.0,8.0,2.0,70.0,26.0,11.0,50.0,5.0,55.0,1.0,4.0,31.0,7.0,12.0,115.0,3.0,14.0,19.0,36.0,,55.0,18.0,73,3.0,7.0,5.0,2.0,23.0,1.0,12.0,20.0,,11.0,8.0,43.0,1.0,8.0,25.0,49,4.0,7.0,48,2.0,,53,5.0,20.0,,7.0,,100.0,427,7.0,5.0,0.5368421052631579,0.5604395604395604,0.8333333333333334,0.35714285714285715,0.5,0.3548387096774194,0.34146341463414637,0.4439252336448598,0.44,0.43859649122807015,0.4697986577181208,0.46296296296296297,0.4715909090909091,0.4921875,0.5,0.5208333333333334,0.28187919463087246,0.0514018691588785,0.14285714285714285,0.047619047619047616,23.812664907651715,0.5348837209302325,,0.08955223880597014,0.029723991507430998,0.16379310344827586,0.023809523809523808,0.10617760617760617,0.02847571189279732,0.02112676056338028,0.04,0.03056768558951965,0.022222222222222223,0.03875968992248062,0.10526315789473684,0.11949685534591195,0.18518518518518517,0.11428571428571428,0.01948051948051948,0.14093959731543623,0.6190476190476191,0.7222222222222222,0.5769230769230769,0.21140939597315436,0.47619047619047616,0.5,0.36577181208053694,0.3577981651376147,0.3644859813084112,0.5897435897435898,0.03355704697986577,0.2,0.2,1.0,0.2483221476510067,0.3783783783783784,0.3783783783783784,0.8214285714285714,0.25925925925925924,0.5714285714285714,0.25,0.037037037037037035,0.037037037037037035,1.0,1.0,0.1590909090909091,0.42857142857142855,0.03409090909090909,0.3181818181818182,0.39285714285714285,0.4228187919463087,0.37142857142857144,0.45251292517006797,0.47528571428571426,0.4496929411764707,0.06389776357827476,0.08733624454148471,,0.09119496855345911,0.31446540880503143,12.121028037383178,26.052380952380943,0.31985018726591763,1.0,,,,,0.0196078431372549,0.027777777777777776,,0.43333333333333335,2.0,1.0,4.0,0.01834862385321101,,,,,,,,,,,,,,,,,True,,
2063,1610612766,Jake Voskuhl,Jake Voskuhl,2063,CHA,62590.0,1043,-106,2001,1991,584,860,248,3992,69.0,109.0,22.0,36.0,21.0,31.0,14.0,39.0,38.0,107.0,,,,,,,,,,,121.0,255,,,77.0,319,2207,26.0,47.0,,,15.0,67.0,39.0,76.0,,,24.0,102.0,202.0,40.0,,,36.0,,,,18.0,34.0,10.0,44.0,5.0,5.0,21.0,3.0,10.0,98.0,12.0,69.0,27.0,116.0,29.0,172.0,84.0,256,4.0,30.0,12.0,18.0,20.0,3.0,8.0,36.0,2.0,12.0,5.0,56.0,4.0,12.0,99.0,199,17.0,20.0,98,18.0,6.0,113,11.0,52.0,,10.0,10.0,102.0,584,15.0,10.0,0.8347107438016529,0.9805825242718447,,,,,,0.4745098039215686,0.5531914893617021,0.5131578947368421,0.4745098039215686,0.5531914893617021,0.5131578947368421,0.5212418300653595,0.5982142857142857,0.5368421052631579,,0.07058823529411765,0.11009174311926606,0.1282051282051282,15.891132572431957,0.35714285714285715,0.34523809523809523,0.18619582664526485,0.0954356846473029,0.14516129032258066,0.06779661016949153,0.17676143386897405,0.09,0.13414634146341464,0.0979020979020979,0.0658682634730539,0.061946902654867256,0.22058823529411764,0.21686746987951808,0.1383399209486166,0.125,0.1896551724137931,0.03571428571428571,0.42745098039215684,0.6330275229357798,0.711340206185567,0.7391304347826086,0.15294117647058825,0.358974358974359,0.4117647058823529,0.4196078431372549,0.35514018691588783,0.3584905660377358,0.9736842105263158,,,,,,,,,0.7659574468085106,0.6111111111111112,0.18181818181818182,,,,,0.40789473684210525,0.6774193548387096,,,,0.42745098039215684,,0.4610427450980394,0.5218317073170733,0.4426000000000001,0.17567567567567569,0.17567567567567569,,0.21003134796238246,0.31974921630094044,8.75450980392157,,0.29185407296351823,3.0,24.0,16.0,24.0,11.0,0.03571428571428571,0.078125,0.4583333333333333,0.9285714285714286,,,,0.009345794392523364,1.0,7.0,1.0,2.0,4.0,,,,,,,,,,,,True,,
2774,1610612766,Bernard Robinson,Bernard Robinson,2774,CHA,2822.0,47,1,91,96,32,37,16,187,2.0,8.0,,1.0,1.0,1.0,,,,6.0,,,,,,1.0,,,,1.0,2.0,14,,1.0,2.0,6,94,,4.0,,,,,1.0,2.0,,1.0,2.0,4.0,2.0,2.0,,,,,1.0,,3.0,4.0,,4.0,,,1.0,1.0,2.0,8.0,,,2.0,2.0,,4.0,,4,,3.0,3.0,,4.0,,3.0,1.0,,1.0,,5.0,,3.0,2.0,6,1.0,1.0,2,,1.0,2,,,,1.0,,4.0,32,2.0,1.0,0.5,0.5,,,,,,0.14285714285714285,,0.5,0.13333333333333333,,0.3333333333333333,0.1875,,0.5,0.06666666666666667,0.21428571428571427,0.375,,19.266055045871557,0.8,,0.08333333333333333,,0.16666666666666666,,0.1111111111111111,,,,,,0.1,,0.1,0.09090909090909091,1.0,,0.5333333333333333,0.25,0.4,0.5,,,,0.4,,,,,,,,0.06666666666666667,,,,0.25,,,,,,,0.3333333333333333,1.0,,0.3333333333333333,,0.6,,0.46182142857142855,0.40840000000000004,0.44395,,,,,0.6666666666666666,8.049999999999999,38.4,0.3516483516483517,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,True,,
1507,1610612766,Derek Anderson,Derek Anderson,1507,CHA,17615.0,294,42,561,555,167,241,73,1116,6.0,9.0,2.0,3.0,1.0,1.0,2.0,4.0,6.0,17.0,4.0,9.0,2.0,4.0,7.0,20.0,1.0,2.0,1.0,3.0,14.0,30,11.0,29.0,26.0,87,580,3.0,4.0,2.0,4.0,4.0,16.0,2.0,9.0,3.0,7.0,18.0,31.0,22.0,6.0,33.0,,,,20.0,7.0,4.0,22.0,10.0,32.0,5.0,5.0,8.0,5.0,9.0,74.0,2.0,3.0,7.0,13.0,1.0,21.0,5.0,26,,4.0,2.0,2.0,7.0,3.0,3.0,7.0,1.0,4.0,2.0,14.0,2.0,4.0,9.0,30,3.0,1.0,24,1.0,4.0,31,2.0,8.0,1.0,7.0,,31.0,167,6.0,6.0,0.7857142857142857,0.7857142857142857,1.0,0.3793103448275862,0.5,0.42857142857142855,0.3793103448275862,0.4666666666666667,0.75,0.2222222222222222,0.5169491525423728,0.75,0.40625,0.5902777777777778,0.75,0.5961538461538461,0.4915254237288136,0.13333333333333333,0.3333333333333333,0.25,13.312693498452013,0.5,0.041666666666666664,0.06989247311827956,0.015544041450777202,0.1346153846153846,0.03389830508474576,0.08403361344537816,0.01984126984126984,0.014705882352941176,,0.02247191011235955,0.05,0.05970149253731343,0.043478260869565216,0.0958904109589041,0.17647058823529413,0.05555555555555555,,0.15254237288135594,0.6666666666666666,1.0,0.8333333333333334,0.06779661016949153,0.5,0.6666666666666666,0.288135593220339,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.15254237288135594,0.4444444444444444,0.4444444444444444,1.0,0.3389830508474576,0.35,0.35,1.0,0.375,0.6666666666666666,1.0,0.25,0.25,0.5,1.0,0.0625,1.0,0.25,0.1875,0.3333333333333333,0.6440677966101694,0.35,0.4947228813559322,0.5542916666666666,0.43180625000000006,0.13846153846153847,0.2222222222222222,0.034482758620689655,0.1839080459770115,0.3563218390804598,11.65,24.710344827586205,0.2976827094474153,,2.0,1.0,2.0,2.0,,,1.0,0.5,,,2.0,,,1.0,,,,,,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,,True,,
2222,1610612766,Gerald Wallace,Gerald Wallace,2222,CHA,37259.0,621,-141,1207,1212,315,497,141,2419,98.0,156.0,19.0,27.0,31.0,42.0,10.0,23.0,10.0,30.0,10.0,18.0,,7.0,3.0,9.0,1.0,1.0,1.0,4.0,118.0,209,13.0,27.0,90.0,365,1380,20.0,29.0,1.0,1.0,6.0,49.0,35.0,51.0,5.0,11.0,29.0,114.0,98.0,138.0,33.0,6.0,28.0,1.0,8.0,3.0,33.0,35.0,11.0,46.0,7.0,4.0,16.0,7.0,12.0,103.0,6.0,30.0,22.0,56.0,8.0,86.0,37.0,123,8.0,35.0,23.0,12.0,22.0,5.0,12.0,19.0,3.0,10.0,,41.0,6.0,5.0,19.0,41,2.0,5.0,100,3.0,9.0,124,22.0,65.0,,8.0,,114.0,315,9.0,5.0,0.4152542372881356,0.47115384615384615,0.8461538461538461,0.48148148148148145,1.0,0.45454545454545453,0.5,0.5645933014354066,0.6896551724137931,0.6862745098039216,0.5826271186440678,0.7166666666666667,0.6854838709677419,0.6358885017421603,0.7205882352941176,0.7215189873417721,0.11440677966101695,0.15789473684210525,0.16666666666666666,0.30434782608695654,24.061810154525386,0.5365853658536586,0.18604651162790697,0.15426997245179064,0.0702576112412178,0.205607476635514,0.05660377358490566,0.16595744680851063,0.0675422138836773,0.09316770186335403,0.09090909090909091,0.042328042328042326,0.043478260869565216,0.13953488372093023,0.1368421052631579,0.17985611510791366,0.225,0.14814814814814814,0.11267605633802817,0.6610169491525424,0.6282051282051282,0.7538461538461538,0.3979591836734694,0.09745762711864407,0.43478260869565216,0.625,0.1271186440677966,0.3333333333333333,0.3333333333333333,0.8,0.07627118644067797,0.5555555555555556,0.5555555555555556,1.0,0.038135593220338986,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9,0.7037037037037037,0.15789473684210525,,0.03333333333333333,1.0,,0.6774193548387096,0.7380952380952381,0.11290322580645161,0.06451612903225806,0.25,0.7754237288135594,0.375,0.5401970212765956,0.554445,0.5484942622950819,0.23297491039426524,0.25793650793650796,,0.13424657534246576,0.31232876712328766,3.458851674641149,25.388888888888886,0.2609776304888152,1.0,18.0,14.0,18.0,11.0,0.019230769230769232,0.08108108108108109,0.6111111111111112,0.2,,1.0,,,,4.0,1.0,2.0,1.0,,,,,4.0,,,,,0.5714285714285714,,True,,
2679,1610612766,Matt Carroll,Matt Carroll,2679,CHA,31841.0,531,-87,1011,1012,289,406,125,2023,16.0,28.0,1.0,2.0,4.0,9.0,8.0,14.0,27.0,64.0,20.0,41.0,11.0,14.0,14.0,31.0,3.0,4.0,6.0,13.0,51.0,106,34.0,72.0,46.0,250,1153,4.0,11.0,7.0,15.0,2.0,31.0,13.0,24.0,10.0,27.0,19.0,75.0,74.0,28.0,102.0,,2.0,,31.0,14.0,4.0,25.0,6.0,31.0,3.0,3.0,9.0,6.0,10.0,68.0,4.0,5.0,6.0,32.0,,38.0,9.0,47,2.0,16.0,8.0,8.0,10.0,2.0,5.0,17.0,3.0,5.0,3.0,27.0,1.0,8.0,23.0,62,1.0,6.0,39,,4.0,51,2.0,12.0,2.0,8.0,,75.0,289,18.0,8.0,0.7254901960784313,0.74,1.0,0.4722222222222222,0.4666666666666667,0.37037037037037035,0.4722222222222222,0.4811320754716981,0.36363636363636365,0.5416666666666666,0.5730337078651685,0.5576923076923077,0.5490196078431373,0.6142131979695431,0.5740740740740741,0.6147540983606558,0.4044943820224719,0.03773584905660377,0.14285714285714285,,19.46133796698523,0.37037037037037035,,0.10847457627118644,0.013157894736842105,0.061855670103092786,0.04819277108433735,0.09693877551020408,0.019438444924406047,0.007462686567164179,0.025974025974025976,0.011834319526627219,0.041666666666666664,0.0898876404494382,0.17073170731707318,0.08064516129032258,0.06349206349206349,0.058823529411764705,0.022988505747126436,0.15730337078651685,0.5714285714285714,0.6666666666666666,0.5625,0.07865168539325842,0.5714285714285714,0.5714285714285714,0.3595505617977528,0.421875,0.421875,0.8148148148148148,0.2303370786516854,0.4878048780487805,0.5,1.0,0.17415730337078653,0.45161290322580644,0.45161290322580644,1.0,0.07692307692307693,0.5,1.0,0.4230769230769231,0.15384615384615385,0.75,1.0,0.17647058823529413,0.4444444444444444,0.27450980392156865,0.2549019607843137,0.46153846153846156,0.5617977528089888,0.45161290322580644,0.4963095505617978,0.5394342105263159,0.5142588235294119,0.07407407407407407,0.10344827586206896,0.0273972602739726,0.124,0.3,12.80094339622642,23.85,0.2858555885262117,,1.0,1.0,1.0,1.0,,0.05714285714285714,1.0,0.75,,1.0,9.0,,,,,,,1.0,0.013888888888888888,,4.0,4.0,,1.0,0.36363636363636365,1.0,0.2857142857142857,0.024390243902439025,True,,
1510,1610612766,Brevin Knight,Brevin Knight,1510,CHA,18171.0,303,-80,577,578,160,243,67,1155,6.0,12.0,,,1.0,5.0,1.0,6.0,30.0,61.0,,1.0,,1.0,,1.0,,,,1.0,37.0,79,,2.0,22.0,96,664,2.0,5.0,,,,4.0,7.0,17.0,,2.0,9.0,23.0,36.0,38.0,,,,,1.0,,3.0,50.0,16.0,66.0,13.0,3.0,29.0,4.0,17.0,148.0,1.0,2.0,7.0,12.0,1.0,20.0,3.0,23,,17.0,7.0,10.0,12.0,4.0,12.0,7.0,1.0,,1.0,19.0,1.0,4.0,11.0,33,1.0,1.0,24,1.0,3.0,25,1.0,10.0,,2.0,,23.0,160,7.0,2.0,0.4864864864864865,0.4864864864864865,,,,,,0.46835443037974683,0.4,0.4117647058823529,0.4567901234567901,0.4,0.3684210526315789,0.5163043478260869,0.4,0.4782608695652174,0.024691358024691357,0.0379746835443038,0.16666666666666666,,17.050691244239633,0.631578947368421,0.043478260869565216,0.075,0.009174311926605505,0.1346153846153846,0.019230769230769232,0.08962264150943396,0.011111111111111112,0.0136986301369863,,0.008849557522123894,0.03225806451612903,0.023255813953488372,0.09090909090909091,0.0958904109589041,0.13513513513513514,0.13333333333333333,,0.14814814814814814,0.5,0.6,0.3333333333333333,0.07407407407407407,0.16666666666666666,0.16666666666666666,0.7530864197530864,0.4918032786885246,0.5,0.5333333333333333,0.012345679012345678,,,,0.012345679012345678,,,,,,,,,,,0.2631578947368421,0.2,0.05263157894736842,0.05263157894736842,,0.1728395061728395,,0.4218432098765432,0.3740333333333334,0.43327368421052637,0.1111111111111111,0.11363636363636363,,0.041666666666666664,0.23958333333333334,15.206329113924047,28.6,0.2772963604852686,,1.0,,1.0,1.0,,,1.0,,,,2.0,0.01639344262295082,1.0,,,,,,,,,,,,,,,,True,,
