EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGA,FG3A,NonHeaveArc3FGA,FG3APct,Corner3Frequency,Arc3Frequency,Avg3ptShotDistance,StepOutOfBoundsTurnovers,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,Corner3Assists,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,LongMidRangePctBlocked,Technical Free Throw Trips,BlockedArc3,on,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,HeaveMakes
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,56558.0,943,52.0,1725,1749,534,410,237,3474,83,140,26.0,53.0,28.0,48.0,25.0,66.0,23.0,56.0,131,262,72.0,334,1757,29.0,62.0,21.0,79,47,84,19.0,113,174.0,88.0,44.0,21.0,12.0,2.0,14,2.0,5.0,2.0,5.0,30,10.0,74.0,3.0,20.0,70.0,8.0,98,87,185,5.0,30.0,27.0,3.0,27.0,3.0,6.0,26.0,2.0,21.0,7.0,53.0,3.0,12.0,53.0,110,12.0,10.0,119,14.0,16.0,137,13.0,69.0,6.0,59.0,1.0,42.0,1.0,3.0,14.0,60.0,34.0,7.0,1.0,3.0,2.0,113,534,10.0,3.0,0.6641221374045801,0.7981651376146789,0.5,0.46774193548387094,0.5595238095238095,0.5,0.46774193548387094,0.5595238095238095,0.5154320987654321,0.5,0.5707070707070707,0.08015267175572519,0.10714285714285714,0.09090909090909091,18.700396825396826,0.5094339622641509,0.12698412698412698,0.038461538461538464,0.1044776119402985,0.1140215716486903,0.10204081632653061,0.06172839506172839,0.10392609699769054,0.10357583230579531,0.1308411214953271,0.11875,0.09818181818181818,0.057692307692307696,0.06896551724137931,0.09090909090909091,0.08666666666666667,0.12589928057553956,0.06557377049180328,0.16216216216216217,0.045871559633027525,0.5666666666666667,0.5343511450381679,0.5928571428571429,0.664,0.6265060240963856,0.25190839694656486,0.3787878787878788,0.4166666666666667,0.68,0.21374045801526717,0.4107142857142857,0.4107142857142857,0.782608695652174,0.8548387096774194,0.49056603773584906,0.11538461538461539,0.5714285714285714,0.5833333333333334,0.5343511450381679,0.49048244274809166,0.5152716981132077,0.492429761904762,0.2169811320754717,0.2169811320754717,0.23652694610778444,0.3383233532934132,6.074809160305343,0.3095652173913043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
101161,1610612765,Amir Johnson,Amir Johnson,101161,DET,6180.0,103,-10.0,199,203,75,49,23,402,13,17,7.0,9.0,,,1.0,4.0,,,14,21,8.0,36,209,7.0,9.0,1.0,15,1,1,3.0,5,14.0,14.0,10.0,1.0,,1.0,1,1.0,,,,3,1.0,9.0,1.0,4.0,17.0,,21,11,32,3.0,5.0,4.0,1.0,,1.0,,7.0,,,1.0,7.0,1.0,5.0,10.0,17,3.0,2.0,7,,,11,1.0,5.0,1.0,12.0,,10.0,,,2.0,12.0,6.0,,2.0,1.0,,5,75,2.0,1.0,0.5,0.7777777777777778,0.6666666666666666,0.7777777777777778,1.0,0.5833333333333334,0.7777777777777778,1.0,0.6206896551724138,0.75,0.8333333333333334,0.047619047619047616,,0.25,15.720524017467248,,,0.1,0.20481927710843373,0.13432835820895522,0.17391304347826086,0.05263157894736842,0.19811320754716982,0.11627906976744186,0.18181818181818182,0.07142857142857142,0.12903225806451613,0.08333333333333333,,0.2,0.26666666666666666,0.18421052631578946,0.07692307692307693,0.3,0.3333333333333333,0.5,0.7083333333333334,0.7647058823529411,0.7647058823529411,0.5384615384615384,0.16666666666666666,0.25,0.3333333333333333,,,,,,1.0,0.7777777777777778,0.14285714285714285,,,0.8333333333333334,0.5863895833333334,0.5579124999999999,0.5139,0.17857142857142858,0.2,0.4166666666666667,0.1388888888888889,1.7904761904761906,0.3768844221105528,1.0,2.0,3.0,2.0,0.125,0.041666666666666664,0.08333333333333333,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1737,1610612765,Nazr Mohammed,Nazr Mohammed,1737,DET,6833.0,114,-26.0,221,224,118,79,24,445,4,12,1.0,5.0,3.0,8.0,1.0,10.0,6.0,11.0,11,33,6.0,28,233,1.0,5.0,1.0,3,6,16,4.0,16,16.0,6.0,2.0,1.0,1.0,,1,,1.0,,,2,1.0,7.0,2.0,3.0,19.0,7.0,29,10,39,1.0,5.0,4.0,1.0,3.0,2.0,,3.0,,3.0,,6.0,2.0,4.0,17.0,24,4.0,,12,2.0,1.0,16,,5.0,3.0,5.0,,3.0,,1.0,1.0,5.0,5.0,,,,1.0,16,118,2.0,3.0,0.7272727272727273,0.8,0.3333333333333333,0.2,0.375,0.3333333333333333,0.2,0.375,0.34146341463414637,0.25,0.36363636363636365,0.030303030303030304,,0.1,18.57707509881423,0.5,0.4666666666666667,0.15384615384615385,0.2923076923076923,0.08235294117647059,0.1111111111111111,0.06666666666666667,0.2391304347826087,0.08,0.10344827586206896,0.05555555555555555,0.07894736842105263,,0.25,0.26666666666666666,0.3684210526315789,0.25806451612903225,,0.2727272727272727,0.047619047619047616,1.0,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.75,0.30303030303030304,0.1,0.1111111111111111,1.0,0.3333333333333333,0.5454545454545454,0.5454545454545454,0.6666666666666666,1.0,0.2,,0.5,0.375,0.36363636363636365,0.4431727272727273,0.5114799999999999,0.471075,0.13157894736842105,0.13157894736842105,0.10714285714285714,0.5714285714285714,8.763636363636364,0.5339366515837104,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2436,1610612765,Flip Murray,Flip Murray,2436,DET,31736.0,529,-25.0,967,971,258,183,113,1938,20,41,3.0,6.0,4.0,8.0,12.0,31.0,22.0,66.0,54,138,37.0,172,1010,4.0,12.0,4.0,18,15,35,14.0,53,34.0,74.0,6.0,9.0,61.0,11.0,72,,24.0,9.0,28.0,155,2.0,8.0,,8.0,23.0,,31,10,41,5.0,12.0,7.0,5.0,20.0,6.0,11.0,18.0,5.0,9.0,2.0,38.0,5.0,8.0,11.0,28,1.0,3.0,35,,3.0,48,2.0,21.0,4.0,3.0,,3.0,,,,3.0,2.0,,,,,53,258,,3.0,0.3148148148148148,0.3333333333333333,0.391304347826087,0.3333333333333333,0.42857142857142855,0.4017857142857143,0.4375,0.4148936170212766,0.450261780104712,0.47368421052631576,0.4732142857142857,0.06521739130434782,0.14634146341463414,0.0967741935483871,20.708446866485016,0.5263157894736842,,,0.06149732620320856,0.022598870056497175,0.07476635514018691,0.021739130434782608,0.06444906444906445,0.02242152466367713,0.03418803418803419,0.038461538461538464,0.006289308176100629,0.016666666666666666,0.03125,0.03875968992248062,0.03896103896103896,0.08928571428571429,0.07042253521126761,0.08333333333333333,0.05434782608695652,0.6666666666666666,0.24404761904761904,0.4878048780487805,0.5714285714285714,0.3,0.18452380952380953,0.3870967741935484,0.42857142857142855,0.25,0.39285714285714285,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.375,0.5,,0.1702127659574468,0.5,0.4226190476190476,0.4501290909090908,0.47633461538461536,0.4140622222222222,0.11229946524064172,0.1337579617834395,0.10465116279069768,0.3081395348837209,10.802173913043479,0.26680455015511895,6.0,24.0,30.0,21.0,0.17857142857142858,0.03571428571428571,0.14285714285714285,27.74666666666667,,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,11.0,9.0,2.0,4.0,3.0,12.0,27.0,3.0,8.0,11.0,1.0,0.3,0.5,0.25,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,0.125,0.5,1.0,0.125,0.5,1.0,0.02127659574468085,1.0,0.23404255319148937,0.18181818181818182,0.38095238095238093,,,,,True,,,,,,,,
2568,1610612765,Carlos Delfino,Carlos Delfino,2568,DET,34764.0,579,-27.0,1073,1085,322,225,146,2158,34,67,5.0,15.0,16.0,26.0,2.0,12.0,15.0,32.0,51,111,24.0,168,1102,6.0,19.0,,12,21,37,14.0,65,56.0,46.0,8.0,14.0,34.0,10.0,44,6.0,21.0,6.0,7.0,98,5.0,21.0,1.0,25.0,65.0,11.0,101,27,128,4.0,18.0,15.0,3.0,26.0,6.0,17.0,13.0,,9.0,1.0,39.0,4.0,10.0,18.0,38,3.0,2.0,33,2.0,5.0,34,2.0,15.0,3.0,1.0,,1.0,,,,1.0,1.0,,,,1.0,65,322,6.0,3.0,0.5490196078431373,0.5957446808510638,0.4594594594594595,0.3157894736842105,0.5675675675675675,0.44171779141104295,0.2727272727272727,0.5543478260869565,0.4692737430167598,0.2727272727272727,0.5909090909090909,0.12612612612612611,0.16417910447761194,0.16666666666666666,17.46794871794872,0.6666666666666666,0.2391304347826087,0.019230769230769232,0.16049382716049382,0.052763819095477386,0.19083969465648856,0.05,0.16791044776119404,0.05220883534136546,0.06153846153846154,0.010638297872340425,0.06896551724137931,0.046153846153846156,0.05714285714285714,0.14666666666666667,0.14457831325301204,0.18023255813953487,0.22093023255813954,0.13333333333333333,0.04819277108433735,1.0,0.4110429447852761,0.5074626865671642,0.6071428571428571,0.5294117647058824,0.0736196319018405,0.16666666666666666,0.2,0.5,0.19631901840490798,0.46875,0.4838709677419355,0.6,0.6818181818181818,0.3333333333333333,,0.5652173913043478,0.6153846153846154,0.7300613496932515,0.5241822085889569,0.528207894736842,0.5234826086956523,0.08522727272727272,0.12096774193548387,0.07142857142857142,0.3869047619047619,6.316216216216216,0.3000931966449208,19.0,33.0,52.0,33.0,0.31901840490797545,0.1165644171779141,0.20245398773006135,24.661538461538463,2.0,6.0,,,1.0,5.0,8.0,,3.0,2.0,4.0,14.0,,3.0,3.0,9.0,36.0,,8.0,4.0,0.8571428571428571,0.2692307692307692,,0.3333333333333333,0.2692307692307692,0.3157894736842105,0.3157894736842105,1.0,0.24242424242424243,0.24242424242424243,0.75,,,,0.13636363636363635,,,0.10869565217391304,0.2,0.08695652173913043,0.5,0.24242424242424243,6.0,0.03125,,,True,,,,,,,,
185,1610612765,Chris Webber,Chris Webber,185,DET,6329.0,105,12.0,196,198,47,27,24,394,7,15,3.0,5.0,3.0,5.0,7.0,15.0,5.0,12.0,19,42,7.0,45,201,3.0,6.0,,6,4,8,2.0,10,28.0,10.0,4.0,1.0,13.0,3.0,16,2.0,6.0,3.0,4.0,35,,5.0,,3.0,11.0,4.0,18,5,23,1.0,4.0,2.0,2.0,4.0,,3.0,2.0,,1.0,1.0,6.0,,2.0,4.0,7,1.0,,10,1.0,1.0,12,,6.0,,,,,,,,,,,,,,10,47,1.0,,0.7368421052631579,0.8235294117647058,0.4523809523809524,0.5,0.5,0.4523809523809524,0.5,0.5,0.46875,0.5,0.5555555555555556,0.023809523809523808,0.06666666666666667,,23.893805309734514,0.6666666666666666,0.5714285714285714,,0.15714285714285714,0.06666666666666667,0.13636363636363635,,0.15217391304347827,0.05813953488372093,0.030303030303030304,0.1111111111111111,0.08333333333333333,,,0.13333333333333333,0.1,0.2,0.18181818181818182,0.09090909090909091,0.045454545454545456,,0.35714285714285715,0.4666666666666667,0.5,0.7142857142857143,0.35714285714285715,0.4666666666666667,0.4666666666666667,0.5714285714285714,0.2857142857142857,0.4166666666666667,0.4166666666666667,1.0,0.8333333333333334,0.6,0.3333333333333333,0.625,0.6,0.35714285714285715,0.45442142857142853,0.5385,0.50155,0.125,0.125,0.13333333333333333,0.2222222222222222,8.09047619047619,0.23979591836734693,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,23787.0,396,72.0,714,726,225,186,111,1440,24,41,3.0,7.0,9.0,13.0,20.0,41.0,33.0,69.0,77,151,54.0,217,727,11.0,20.0,4.0,26,23,44,27.0,76,98.0,56.0,4.0,4.0,50.0,6.0,56,4.0,22.0,8.0,20.0,118,2.0,10.0,,4.0,17.0,1.0,22,12,34,5.0,9.0,5.0,4.0,12.0,7.0,8.0,19.0,2.0,4.0,3.0,31.0,4.0,11.0,7.0,30,2.0,7.0,45,,1.0,63,6.0,20.0,8.0,3.0,3.0,1.0,2.0,,2.0,6.0,5.0,,,,,76,225,4.0,8.0,0.6363636363636364,0.6533333333333333,0.5099337748344371,0.55,0.5227272727272727,0.5,0.5,0.5,0.5540540540540541,0.5217391304347826,0.6,0.026490066225165563,0.07317073170731707,,25.562130177514796,0.3870967741935484,0.043478260869565216,,0.06273062730627306,0.03690036900369004,0.05194805194805195,0.038461538461538464,0.0603448275862069,0.03715170278637771,0.06741573033707865,,0.0380952380952381,0.0625,,0.06382978723404255,0.012987012987012988,0.1,0.06976744186046512,0.029411764705882353,0.06329113924050633,0.8333333333333334,0.25153374233128833,0.5853658536585366,0.631578947368421,0.5833333333333334,0.25153374233128833,0.4878048780487805,0.4878048780487805,0.55,0.4233128834355828,0.4782608695652174,0.4852941176470588,0.7272727272727273,0.3181818181818182,0.42857142857142855,0.3333333333333333,0.2653061224489796,0.6923076923076923,0.32515337423312884,0.44391625766871157,0.44683157894736836,0.44448979591836735,0.11299435028248588,0.12121212121212122,0.11981566820276497,0.35023041474654376,10.490728476821191,0.31512605042016806,4.0,8.0,12.0,8.0,0.0736196319018405,0.024539877300613498,0.049079754601226995,24.71666666666667,,,,2.0,,2.0,3.0,,,1.0,3.0,3.0,,2.0,1.0,5.0,6.0,,3.0,2.0,0.6666666666666666,0.25,,0.2,0.25,,,,0.375,0.375,0.6666666666666666,0.09090909090909091,,,,,,0.04081632653061224,,0.061224489795918366,0.3333333333333333,0.375,3.0,0.014492753623188406,13.0,1.0,True,,,,,,,,
283,1610612765,Lindsey Hunter,Lindsey Hunter,283,DET,18518.0,309,-66.0,575,581,177,136,82,1156,6,14,1.0,2.0,2.0,3.0,3.0,7.0,13.0,27.0,22,48,9.0,116,628,2.0,4.0,,7,8,16,3.0,43,16.0,28.0,,3.0,49.0,3.0,52,2.0,17.0,4.0,28.0,107,3.0,2.0,,3.0,11.0,1.0,15,5,20,2.0,7.0,4.0,3.0,8.0,1.0,6.0,3.0,1.0,2.0,,11.0,3.0,4.0,12.0,24,,1.0,17,,4.0,10,,3.0,2.0,3.0,1.0,,,3.0,,4.0,3.0,1.0,,,1.0,43,177,4.0,2.0,0.36363636363636365,0.36363636363636365,0.4583333333333333,0.5,0.5,0.5194174757281553,0.2692307692307692,0.5555555555555556,0.5370370370370371,0.2692307692307692,0.5657894736842105,0.0625,0.14285714285714285,0.14285714285714285,17.62962962962963,0.7272727272727273,0.034482758620689655,,0.05238095238095238,0.009433962264150943,0.041666666666666664,0.04477611940298507,0.04964539007092199,0.017921146953405017,,0.025,0.01,0.05714285714285714,0.03125,0.013888888888888888,0.027777777777777776,0.08823529411764706,0.046511627906976744,0.034482758620689655,0.037037037037037035,0.75,0.13592233009708737,0.42857142857142855,0.5,,0.06796116504854369,0.42857142857142855,0.5,0.3333333333333333,0.2621359223300971,0.48148148148148145,0.48148148148148145,0.5384615384615384,0.15384615384615385,0.5,,0.08333333333333333,0.6666666666666666,0.6699029126213593,0.5037294117647059,0.5629722222222221,0.4706171428571429,0.02830188679245283,0.058823529411764705,0.0603448275862069,0.3706896551724138,11.80625,0.30782608695652175,25.0,30.0,55.0,29.0,0.5339805825242718,0.24271844660194175,0.2912621359223301,25.054545454545455,,10.0,1.0,5.0,3.0,10.0,11.0,,4.0,5.0,10.0,21.0,1.0,9.0,8.0,20.0,45.0,1.0,11.0,1.0,0.7142857142857143,0.38181818181818183,0.1111111111111111,0.4,0.3888888888888889,0.4,0.4,0.9,0.36666666666666664,0.36666666666666664,0.5454545454545454,0.38461538461538464,0.2,1.0,0.3076923076923077,,,0.2777777777777778,0.3,0.2777777777777778,0.5,0.3793103448275862,18.0,,,1.0,True,,,,,,,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,24240.0,404,43.0,720,724,159,117,115,1444,31,42,12.0,17.0,6.0,7.0,7.0,19.0,44.0,84.0,82,145,20.0,184,722,18.0,29.0,7.0,43,14,22,5.0,33,130.0,34.0,18.0,3.0,9.0,5.0,14,4.0,3.0,3.0,3.0,33,4.0,31.0,2.0,19.0,61.0,14.0,94,37,131,2.0,13.0,11.0,2.0,9.0,4.0,7.0,8.0,1.0,2.0,3.0,17.0,2.0,2.0,38.0,56,2.0,,33,4.0,2.0,33,5.0,17.0,2.0,22.0,,15.0,,1.0,6.0,22.0,13.0,,,,,33,159,5.0,2.0,0.7926829268292683,0.8904109589041096,0.5655172413793104,0.6206896551724138,0.6363636363636364,0.5655172413793104,0.6206896551724138,0.6363636363636364,0.5786163522012578,0.6515151515151515,0.6346153846153846,0.020689655172413793,0.023809523809523808,0.05263157894736842,20.5607476635514,0.5294117647058824,0.6086956521739131,0.06896551724137931,0.20677966101694914,0.1076388888888889,0.21839080459770116,0.06060606060606061,0.2094240837696335,0.09887005649717515,0.10344827586206896,0.15789473684210525,0.08,0.02631578947368421,0.10714285714285714,0.16037735849056603,0.19444444444444445,0.2564102564102564,0.26785714285714285,0.12903225806451613,0.03389830508474576,0.5909090909090909,0.2896551724137931,0.7380952380952381,0.7560975609756098,0.6451612903225806,0.1310344827586207,0.3684210526315789,0.3888888888888889,0.7142857142857143,0.5793103448275863,0.5238095238095238,0.5301204819277109,0.9090909090909091,0.5862068965517241,0.7058823529411765,0.16666666666666666,0.3181818181818182,0.8571428571428571,0.2896551724137931,0.43806275862068966,0.471184,0.4464545454545455,0.10828025477707007,0.10828025477707007,0.23369565217391305,0.1793478260869565,11.73103448275862,0.22083333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.011904761904761904,,,True,,,,,,,,
200807,1610612765,Will Blalock,Will Blalock,200807,DET,5619.0,94,,171,169,75,57,32,340,2,4,1.0,1.0,1.0,1.0,,3.0,,2.0,2,9,4.0,8,154,1.0,2.0,,2,1,3,,2,2.0,2.0,,1.0,6.0,1.0,7,1.0,3.0,,3.0,15,,3.0,,1.0,5.0,,6,3,9,,2.0,,2.0,6.0,2.0,4.0,3.0,,2.0,,9.0,,4.0,1.0,5,,1.0,5,,,4,,2.0,,,,,,,,,,,,,,2,75,1.0,,0.5,0.5,0.2222222222222222,0.5,0.3333333333333333,0.18181818181818182,0.5,0.25,0.3076923076923077,0.5,0.25,0.1111111111111111,0.25,,10.476190476190476,0.6666666666666666,,,0.0684931506849315,0.03614457831325301,0.06666666666666667,,0.06818181818181818,0.031914893617021274,0.037037037037037035,0.034482758620689655,0.037037037037037035,,,0.10714285714285714,0.058823529411764705,0.03571428571428571,0.1,,,,0.36363636363636365,0.5,0.6666666666666666,0.5,0.2727272727272727,,,,0.18181818181818182,,,,0.5,1.0,1.0,0.25,1.0,0.5454545454545454,0.51475,0.5319499999999999,0.4703333333333333,0.15384615384615385,0.18181818181818182,0.25,0.25,7.933333333333334,0.43859649122807015,1.0,1.0,2.0,,0.18181818181818182,0.09090909090909091,0.09090909090909091,31.7,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,True,,,,,,,,
