EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Travels,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,LongMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,Offensive Fouls,Technical Free Throw Trips,SecondChanceFg3Pct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,BlockedShortMidRange,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,PenaltyCorner3FGM,SecondChanceTurnovers,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,on,DefensiveGoaltends,OffensiveGoaltends,Blocked3s,BlockedCorner3,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Corner3PctBlocked,BlockedArc3,3pt And 1 Free Throw Trips
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,1173.0,20,6,37,37,12,17,1,74,1.0,3.0,1.0,2.0,1.0,1.0,2.0,4,3.0,7.0,39,2.0,3.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,1.0,4,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,5.0,12,1.0,1.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.7,0.8333333333333334,0.25,0.3333333333333333,23.684210526315788,1.0,0.18181818181818182,0.25,0.2,0.3333333333333333,0.16666666666666666,0.5,0.75,0.3333333333333333,0.5,1.0,0.25,1.0,1.0,1.0,0.6666666666666666,0.5,0.75,0.44122500000000003,0.4746333333333334,0.4,0.4,0.7142857142857143,5.625,0.32432432432432434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,6026.0,100,-33,200,199,99,101,25,399,11.0,14.0,6.0,8.0,3.0,6.0,17.0,27,11.0,57.0,240,8.0,14.0,10.0,32.0,22.0,4.0,1.0,2.0,1.0,5.0,3.0,7.0,14.0,21.0,4.0,2.0,2.0,5,3.0,7.0,9.0,10.0,,11.0,3.0,5.0,32.0,99,0.6470588235294118,0.7857142857142857,0.6296296296296297,0.5714285714285714,0.5476190476190477,0.55,0.6195652173913043,0.6666666666666666,0.14814814814814814,0.14285714285714285,22.368421052631582,0.8,0.1206896551724138,0.14285714285714285,0.12658227848101267,0.06666666666666667,0.13793103448275862,0.25,0.3333333333333333,0.7857142857142857,0.9166666666666666,0.5454545454545454,0.14285714285714285,0.5,0.75,1.0,0.4,0.75,0.6904761904761905,0.49902499999999994,0.49411000000000005,0.11363636363636363,0.1724137931034483,0.5614035087719298,5.84074074074074,0.495,4.0,5.0,3.0,7.0,3.0,1.0,2.0,4.0,12.0,2.0,4.0,4.0,15.0,5.0,7.0,1.0,2.0,12.0,2.0,6.0,12.0,9.0,3.0,6.0,12.0,4.0,1.0,1.0,2.0,5.0,4.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.75,0.26666666666666666,0.3333333333333333,0.26666666666666666,0.7142857142857143,0.625,0.75,0.35714285714285715,0.3333333333333333,0.36363636363636365,0.07692307692307693,0.08,0.07777777777777778,0.043478260869565216,0.125,0.07692307692307693,0.058823529411764705,0.125,0.14285714285714285,0.07692307692307693,1.0,0.16666666666666666,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.07142857142857142,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.75,0.625,0.8,0.25,0.125,0.1,0.2,0.5,0.3333333333333333,0.5156571428571429,0.21052631578947367,25.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1863,1610612749,Earl Boykins,Earl Boykins,1863,MIL,8998.0,150,-57,294,291,97,117,33,585,5.0,9.0,4.0,6.0,7.0,15.0,18.0,35,9.0,60.0,351,6.0,13.0,7.0,22.0,8.0,,17.0,24.0,12.0,55.0,,2.0,2.0,7.0,5.0,4.0,1.0,10,1.0,2.0,5.0,7.0,,11.0,2.0,3.0,22.0,97,0.2222222222222222,0.2222222222222222,0.5142857142857142,0.46153846153846156,0.5,0.39473684210526316,0.5277777777777778,0.47619047619047616,,,19.393939393939394,0.5,0.021739130434782608,,0.016666666666666666,0.034482758620689655,0.022222222222222223,,0.17647058823529413,0.5555555555555556,0.5555555555555556,0.2,0.29411764705882354,0.4666666666666667,0.4666666666666667,0.14285714285714285,0.3157894736842105,0.6666666666666666,0.49019607843137253,0.4783803921568628,0.5100631578947369,0.057692307692307696,0.08333333333333333,0.36666666666666664,9.511428571428572,0.3299319727891156,,,6.0,11.0,4.0,1.0,1.0,4.0,12.0,1.0,5.0,5.0,16.0,,1.0,2.0,,3.0,1.0,6.0,28.0,15.0,,,12.0,4.0,7.0,6.0,2.0,3.0,,5.0,6.0,2.0,4.0,5.0,2.0,,,2.0,,,,,2.0,1.0,0.3125,0.16666666666666666,0.3125,,0.5,0.5,0.3137254901960784,,,0.03125,0.05263157894736842,0.03731343283582089,0.025,0.047619047619047616,0.02857142857142857,0.03225806451612903,0.14285714285714285,,,,0.21568627450980393,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.0784313725490196,0.23529411764705882,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,0.05263157894736842,0.2631578947368421,0.2,0.3333333333333333,0.57855,0.05,24.924999999999994,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,0.5,0.037037037037037035,0.25,0.25,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2294,1610612749,Charlie Bell,Charlie Bell,2294,MIL,9260.0,154,-44,299,303,108,118,33,602,16.0,20.0,4.0,6.0,1.0,15.0,18.0,38,11.0,83.0,358,5.0,16.0,2.0,21.0,20.0,1.0,10.0,15.0,4.0,35.0,3.0,6.0,9.0,12.0,5.0,4.0,1.0,9,5.0,4.0,10.0,11.0,1.0,12.0,2.0,7.0,21.0,108,0.5555555555555556,0.5882352941176471,0.47368421052631576,0.3125,0.5901639344262295,0.4318181818181818,0.6287878787878788,0.4772727272727273,0.02631578947368421,,22.321428571428573,0.5555555555555556,0.06451612903225806,0.09375,0.072,0.07142857142857142,0.09523809523809523,0.1,0.32786885245901637,0.8,0.8,0.5625,0.2459016393442623,0.06666666666666667,0.07142857142857142,,0.2727272727272727,0.6666666666666666,0.7049180327868853,0.5197918032786886,0.4692659090909091,0.10606060606060606,0.16279069767441862,0.25301204819277107,8.450000000000001,0.3612040133779264,2.0,3.0,1.0,3.0,9.0,2.0,1.0,8.0,14.0,3.0,5.0,12.0,23.0,3.0,6.0,3.0,2.0,11.0,3.0,6.0,16.0,36.0,,2.0,14.0,8.0,5.0,5.0,1.0,2.0,,3.0,2.0,1.0,1.0,4.0,1.0,,,,,,,,,1.0,0.5217391304347826,0.5,0.5217391304347826,0.5,0.5,0.55,0.3770491803278688,0.06666666666666667,,0.020833333333333332,0.029411764705882353,0.023076923076923078,0.06060606060606061,,,,0.09090909090909091,,0.09090909090909091,,0.04918032786885246,0.3333333333333333,0.3333333333333333,1.0,0.14754098360655737,0.22950819672131148,0.5714285714285714,0.5714285714285714,1.0,0.3333333333333333,0.6666666666666666,,0.2222222222222222,0.045454545454545456,0.22727272727272727,0.6,0.5714285714285714,0.4551,0.13253012048192772,25.143478260869564,4.0,1.0,1.0,1.0,,3.0,3.0,2.0,,,,0.3333333333333333,0.06666666666666667,0.4444444444444444,0.4444444444444444,1.0,0.5,1.0,0.1111111111111111,1.0,1.0,3.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2876,1610612749,Jared Reiner,Jared Reiner,2876,MIL,14607.0,243,-72,477,478,161,209,57,955,12.0,27.0,4.0,5.0,1.0,5.0,15.0,43,3.0,33.0,568,6.0,12.0,,12.0,24.0,10.0,9.0,13.0,3.0,30.0,7.0,36.0,50.0,71.0,7.0,5.0,2.0,14,3.0,25.0,45.0,8.0,,10.0,1.0,5.0,12.0,161,0.8,0.9230769230769231,0.3488372093023256,0.5,0.3488372093023256,0.5,0.3404255319148936,0.5,0.23255813953488372,0.2962962962962963,11.296296296296296,0.5,0.24161073825503357,0.14583333333333334,0.2182741116751269,0.15555555555555556,0.25675675675675674,0.1875,0.627906976744186,0.4444444444444444,0.631578947368421,0.8333333333333334,0.11627906976744186,0.2,0.2,1.0,0.4166666666666667,0.8,0.627906976744186,0.48882325581395353,0.46362499999999995,0.10638297872340426,0.10638297872340426,0.36363636363636365,4.2953488372093025,0.33752620545073375,3.0,9.0,2.0,11.0,,,,,,,,,,3.0,11.0,,2.0,8.0,,,6.0,,,4.0,,,4.0,1.0,4.0,17.0,7.0,21.0,5.0,3.0,2.0,7.0,,3.0,,,6.0,3.0,6.0,1.0,,,,,,0.2727272727272727,0.2727272727272727,0.25,,,0.2916666666666667,0.10967741935483871,0.07017543859649122,0.09905660377358491,0.1935483870967742,0.029411764705882353,0.06779661016949153,0.1,,0.3333333333333333,0.125,0.16666666666666666,0.2558139534883721,0.18181818181818182,0.2222222222222222,0.5,,,,,,0.8181818181818182,0.3333333333333333,0.3333333333333333,,,,,,0.559811111111111,0.24242424242424243,,,,,,3.0,2.0,4.0,,,5.0,1.0,,,,,,,,,1.0,,1.0,3.0,1.0,1.0,0.18181818181818182,,,,,,,,,,,True,,,,,,,,,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,2695.0,45,-34,81,86,19,28,17,167,4.0,9.0,2.0,4.0,2.0,6.0,8.0,18,7.0,32.0,111,3.0,5.0,2.0,11.0,4.0,3.0,2.0,3.0,1.0,7.0,1.0,2.0,4.0,6.0,3.0,1.0,2.0,5,2.0,1.0,3.0,9.0,,12.0,3.0,6.0,11.0,19,0.25,0.2857142857142857,0.4444444444444444,0.6,0.44642857142857145,0.5,0.5,0.5,0.16666666666666666,0.3333333333333333,35.64356435643565,0.6,0.06451612903225806,0.2,0.08333333333333333,0.09090909090909091,0.09090909090909091,0.25,0.32142857142857145,0.4444444444444444,0.6666666666666666,,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.5,0.4444444444444444,0.5,0.6785714285714286,0.49737321428571424,0.5502777777777779,0.1935483870967742,0.2857142857142857,0.34375,8.116666666666667,0.2345679012345679,1.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,6.0,,3.0,3.0,10.0,2.0,4.0,2.0,,10.0,1.0,4.0,12.0,9.0,,2.0,6.0,1.0,1.0,,1.0,1.0,1.0,2.0,,,,2.0,,,,,1.0,,1.0,,,1.0,0.3,0.25,0.3,0.5,0.8333333333333334,0.8333333333333334,0.35714285714285715,,0.2,0.029411764705882353,0.1,0.045454545454545456,,,0.1,0.16666666666666666,,,,,0.10714285714285714,0.6666666666666666,0.6666666666666666,0.5,0.14285714285714285,0.21428571428571427,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.5,,0.3333333333333333,0.1111111111111111,0.3333333333333333,,0.16666666666666666,0.5162,0.3125,24.69,2.0,2.0,,2.0,1.0,,1.0,,,,3.0,1.0,,0.5,0.5,1.0,1.0,1.0,,1.0,,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,
2590,1610612749,Mo Williams,Mo Williams,2590,MIL,5854.0,98,-12,191,191,49,73,24,382,4.0,10.0,1.0,3.0,10.0,17.0,15.0,34,8.0,59.0,218,3.0,9.0,4.0,13.0,10.0,1.0,13.0,18.0,9.0,41.0,6.0,11.0,18.0,22.0,6.0,2.0,4.0,9,3.0,5.0,8.0,8.0,,9.0,1.0,4.0,13.0,49,0.3333333333333333,0.3333333333333333,0.4411764705882353,0.3333333333333333,0.5795454545454546,0.45,0.6145833333333334,0.5416666666666666,0.029411764705882353,,26.388888888888886,0.6666666666666666,0.1746031746031746,0.2857142857142857,0.20238095238095238,,0.29411764705882354,0.2857142857142857,0.22727272727272727,0.4,0.4,0.25,0.38636363636363635,0.5882352941176471,0.5882352941176471,0.3,0.3,0.3333333333333333,0.45454545454545453,0.456040909090909,0.384055,0.0851063829787234,0.10810810810810811,0.22033898305084745,11.117647058823529,0.25654450261780104,,1.0,1.0,7.0,,,,7.0,10.0,1.0,1.0,7.0,10.0,1.0,2.0,3.0,2.0,13.0,1.0,1.0,20.0,12.0,9.0,,10.0,7.0,5.0,3.0,2.0,2.0,1.0,4.0,5.0,3.0,2.0,3.0,,,1.0,1.0,,,,,1.0,0.5714285714285714,0.7,1.0,0.7,0.5,1.1,1.0833333333333333,0.22727272727272727,,0.1,0.03225806451612903,0.1111111111111111,0.05,,0.1111111111111111,0.041666666666666664,0.16666666666666666,,0.06666666666666667,0.2857142857142857,,0.1590909090909091,0.14285714285714285,0.16666666666666666,1.0,,0.22727272727272727,0.7,0.7,0.5714285714285714,0.2,,,,,0.1,1.0,0.7,0.44926666666666665,0.22033898305084745,26.110000000000003,,,3.0,3.0,2.0,1.0,3.0,1.0,,1.0,,1.0,0.05263157894736842,,,,,,0.6,,,,,,,0.14285714285714285,,2.0,,3.0,1.0,1.0,,,,,True,,,,,,,,,,,,,
1739,1610612749,Ruben Patterson,Ruben Patterson,1739,MIL,7553.0,126,-39,243,244,73,107,27,487,17.0,29.0,6.0,9.0,5.0,8.0,23.0,42,18.0,64.0,290,7.0,13.0,5.0,19.0,30.0,2.0,7.0,10.0,5.0,23.0,3.0,6.0,12.0,19.0,4.0,2.0,2.0,12,4.0,5.0,14.0,21.0,,28.0,4.0,13.0,19.0,73,0.6521739130434783,0.6521739130434783,0.5476190476190477,0.5384615384615384,0.5,0.4666666666666667,0.5517241379310345,0.5,0.047619047619047616,0.06896551724137931,25.54744525547445,0.3333333333333333,0.07692307692307693,0.12,0.08737864077669903,0.041666666666666664,0.10810810810810811,0.16666666666666666,0.6304347826086957,0.5862068965517241,0.6296296296296297,0.6470588235294118,0.17391304347826086,0.625,0.625,0.6,0.6,0.6666666666666666,0.717391304347826,0.5112299999999999,0.4913785714285715,0.23636363636363636,0.2549019607843137,0.296875,4.24047619047619,0.3004115226337449,,1.0,1.0,5.0,,,,,4.0,,2.0,,4.0,,1.0,,2.0,2.0,,2.0,16.0,,,,3.0,,3.0,1.0,3.0,3.0,3.0,7.0,10.0,5.0,5.0,8.0,1.0,1.0,,3.0,3.0,1.0,3.0,2.0,2.0,,,,,,,0.5,0.08695652173913043,,0.25,0.04,0.0967741935483871,0.05660377358490566,0.03125,0.13333333333333333,,0.05,0.18181818181818182,0.058823529411764705,0.10526315789473684,0.6666666666666666,0.10869565217391304,0.2,0.2,1.0,,0.08695652173913043,,,,1.0,,,,,0.13333333333333333,,,0.5484,0.03125,31.075000000000003,,,,,2.0,,2.0,1.0,2.0,2.0,,,0.05263157894736842,,,,,,,,,3.0,,,2.0,,,1.0,,,,,1.0,1.0,2.0,0.058823529411764705,True,,,,,,,,,,,,,
200786,1610612749,David Noel,David Noel,200786,MIL,6802.0,113,-42,221,226,64,109,28,447,3.0,7.0,,2.0,4.0,10.0,7.0,19,9.0,29.0,278,,3.0,2.0,2.0,10.0,2.0,5.0,9.0,3.0,22.0,5.0,5.0,14.0,17.0,3.0,2.0,1.0,5,1.0,8.0,11.0,10.0,1.0,12.0,2.0,6.0,2.0,64,0.7142857142857143,0.7142857142857143,0.3684210526315789,,0.37037037037037035,,0.453125,0.14285714285714285,0.10526315789473684,0.2857142857142857,14.624505928853756,0.6,0.08064516129032258,0.18518518518518517,0.11235955056179775,0.045454545454545456,0.08571428571428572,,0.25925925925925924,0.42857142857142855,0.6,1.0,0.37037037037037035,0.4,0.4,0.5,0.4,,0.5555555555555556,0.5057055555555556,0.57277,0.1935483870967742,0.2608695652173913,0.06896551724137931,11.257894736842106,0.2895927601809955,,,,2.0,5.0,,1.0,,3.0,,1.0,2.0,8.0,1.0,1.0,1.0,,2.0,,2.0,4.0,6.0,,,3.0,,4.0,2.0,,3.0,4.0,3.0,3.0,2.0,1.0,2.0,,,,1.0,1.0,,1.0,1.0,,1.0,0.25,,0.25,1.0,0.5,0.5,0.2962962962962963,,0.3076923076923077,0.03896103896103896,,0.02830188679245283,,0.1111111111111111,0.037037037037037035,,,0.2,0.2777777777777778,1.0,0.07407407407407407,,,,0.18518518518518517,0.1111111111111111,,,,,,,,0.2,0.2,,,0.483375,0.06896551724137931,24.2125,2.0,,1.0,,2.0,,2.0,,1.0,,,,,0.4,0.4,1.0,,,0.5,,,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,
101111,1610612749,Charlie Villanueva,Charlie Villanueva,101111,MIL,1240.0,21,-7,46,45,12,35,5,91,,2.0,,,2.0,2.0,3.0,6,,9.0,53,2.0,2.0,,4.0,4.0,1.0,1.0,2.0,,5.0,,,,1.0,1.0,1.0,,2,2.0,2.0,3.0,1.0,,,,,4.0,12,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5625,1.0,0.5625,1.0,0.16666666666666666,0.5,19.607843137254903,0.5,,,,,,,0.25,,,,0.25,1.0,1.0,1.0,,,0.5,0.44653125,0.37050000000000005,,,0.4444444444444444,8.533333333333333,0.2608695652173913,,,1.0,2.0,1.0,,,,1.0,,,1.0,2.0,,,,,,,,2.0,3.0,,,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,0.5,,0.5,,,,0.25,,,0.07142857142857142,,0.05,,0.3333333333333333,,,,,,,0.25,0.5,0.5,,0.125,0.125,,,,,,,,,,,,,,25.4,1.0,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
