EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,FTOffRebounds,SecondChanceTurnovers,Loose Ball Fouls Drawn,BlockedShortMidRange,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,Defensive 3 Seconds Violations,HeaveAttempts,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,on,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101117,1610612746,Yaroslav Korolev,Yaroslav Korolev,101117,LAC,2046.0,34,-16.0,67,69,44,27,11.0,136,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,7.0,4.0,3.0,7.0,75,1.0,1.0,2.0,1.0,3.0,2.0,3.0,5.0,4.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,9.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,5.0,44,2.0,0.2857142857142857,1.0,0.3333333333333333,0.18181818181818182,1.0,0.2,0.25,1.0,0.3125,0.36363636363636365,0.14285714285714285,0.5,19.23076923076923,1.0,0.07142857142857142,0.037037037037037035,0.2,0.10526315789473684,0.027777777777777776,0.05555555555555555,0.125,0.25,0.09090909090909091,1.0,1.0,0.18181818181818182,0.36363636363636365,0.25,0.25,0.09090909090909091,0.2727272727272727,1.0,1.0,0.2,1.0,0.2,0.2,0.45454545454545453,0.43547727272727266,0.5005,0.4474,0.2857142857142857,0.7142857142857143,12.542857142857143,24.575,0.6567164179104478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
101137,1610612746,Daniel Ewing,Daniel Ewing,101137,LAC,42701.0,712,46.0,1307,1329,419,450,149.0,2636,9.0,22.0,2.0,2.0,4.0,7.0,17.0,35.0,78.0,6.0,2.0,38.0,18.0,51.0,117.0,44.0,35.0,179.0,1312,5.0,8.0,10.0,16.0,32.0,20.0,16.0,75.0,52.0,6.0,38.0,10.0,62.0,28.0,90.0,25.0,28.0,208.0,7.0,17.0,43.0,64.0,9.0,73.0,32.0,12.0,29.0,20.0,50.0,18.0,41.0,45.0,8.0,75.0,419,8.0,0.4358974358974359,0.625,0.5,0.4472049689440994,0.5,0.5673076923076923,0.4890710382513661,0.5,0.5952380952380952,0.2732919254658385,0.08547008547008547,0.17647058823529413,15.850340136054422,0.58,0.09014675052410902,0.015384615384615385,0.11409395973154363,0.09584664536741214,0.01576182136602452,0.008333333333333333,0.12307692307692308,0.10476190476190476,0.13664596273291926,0.4090909090909091,0.5625,0.10559006211180125,0.484472049689441,0.44871794871794873,0.45454545454545453,0.037267080745341616,0.2360248447204969,0.2,1.0,0.1346153846153846,0.5714285714285714,0.038461538461538464,0.34615384615384615,0.40993788819875776,0.4441003105590062,0.4882928571428572,0.450960576923077,0.055865921787709494,0.41899441340782123,13.71111111111111,25.427272727272733,0.3205814843152257,7.0,3.0,1.0,11.0,2.0,8.0,14.0,2.0,9.0,50.0,39.0,3.0,11.0,3.0,19.0,15.0,2.0,4.0,4.0,20.0,5.0,21.0,9.0,3.0,4.0,26.0,62.0,1.0,7.0,4.0,1.0,15.0,4.0,3.0,1.0,4.0,2.0,8.0,0.49019607843137253,0.5208333333333334,0.9285714285714286,0.3181818181818182,0.45,0.3181818181818182,0.2727272727272727,0.01282051282051282,0.07142857142857142,0.017241379310344827,0.022727272727272728,0.023622047244094488,0.01020408163265306,0.05555555555555555,0.05454545454545454,0.08547008547008547,0.13636363636363635,0.047619047619047616,0.5,0.3333333333333333,0.4117647058823529,0.5,0.42857142857142855,0.5428571428571428,0.5,0.5,1.0,0.2894736842105263,0.2894736842105263,0.9090909090909091,0.2,0.5,0.4444444444444444,0.2894736842105263,0.08571428571428572,0.11450381679389313,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
101189,1610612746,James Singleton,James Singleton,101189,LAC,10502.0,175,-25.0,323,335,143,110,49.0,658,6.0,11.0,5.0,8.0,1.0,4.0,8.0,4.0,15.0,1.0,1.0,6.0,5.0,12.0,34.0,7.0,10.0,37.0,343,5.0,9.0,15.0,4.0,16.0,6.0,9.0,20.0,10.0,10.0,6.0,1.0,3.0,5.0,8.0,4.0,2.0,21.0,15.0,7.0,23.0,35.0,18.0,53.0,6.0,5.0,5.0,1.0,7.0,4.0,11.0,14.0,4.0,20.0,143,4.0,0.35294117647058826,0.5555555555555556,0.25,0.32926829268292684,0.65,0.25,0.3854166666666667,0.6818181818181818,0.35714285714285715,0.17073170731707318,0.029411764705882353,0.125,14.511873350923482,0.7142857142857143,0.22549019607843138,0.10714285714285714,0.21212121212121213,0.2222222222222222,0.09302325581395349,0.08571428571428572,0.19148936170212766,0.2692307692307692,0.2682926829268293,0.5454545454545454,0.5454545454545454,0.1951219512195122,0.36585365853658536,0.26666666666666666,0.26666666666666666,0.024390243902439025,0.14634146341463414,0.8,0.625,0.18181818181818182,0.25,0.045454545454545456,0.22727272727272727,0.43902439024390244,0.44033170731707316,0.53373,0.4124613636363637,0.40540540540540543,0.5405405405405406,10.391176470588235,25.485714285714288,0.44272445820433437,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,14.0,3.0,,1.0,1.0,1.0,,1.0,5.0,2.0,1.0,,2.0,4.0,,,9.0,15.0,2.0,,2.0,,3.0,8.0,7.0,,8.0,5.0,,0.5833333333333334,1.0,1.0,0.14285714285714285,0.16666666666666666,0.14285714285714285,,,0.3333333333333333,0.03125,0.21739130434782608,0.0851063829787234,0.034482758620689655,,0.25,0.2608695652173913,,0.08,0.625,0.16666666666666666,0.25,0.2857142857142857,1.0,1.0,,,,0.16666666666666666,0.16666666666666666,1.0,0.1,,0.2,0.16666666666666666,0.06818181818181818,0.08108108108108109,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.15384615384615385,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,
1749,1610612746,Cuttino Mobley,Cuttino Mobley,1749,LAC,24303.0,405,33.0,731,745,239,268,86.0,1476,11.0,23.0,4.0,6.0,1.0,3.0,20.0,14.0,50.0,10.0,1.0,32.0,10.0,38.0,93.0,42.0,36.0,181.0,723,4.0,10.0,18.0,8.0,21.0,11.0,22.0,47.0,32.0,4.0,32.0,3.0,34.0,3.0,37.0,3.0,13.0,77.0,4.0,4.0,25.0,31.0,7.0,38.0,16.0,6.0,17.0,11.0,24.0,6.0,26.0,39.0,6.0,47.0,239,6.0,0.40860215053763443,0.4,0.38095238095238093,0.5370370370370371,0.4583333333333333,0.390625,0.5933333333333334,0.6,0.5476190476190477,0.3111111111111111,0.03225806451612903,,21.14216281895504,0.7083333333333334,0.08532423208191127,0.015748031496062992,0.05128205128205128,0.07816711590296496,0.01818181818181818,0.007633587786259542,0.11304347826086956,0.03636363636363636,0.17037037037037037,0.4782608695652174,0.55,0.14814814814814814,0.37037037037037035,0.28,0.28,0.07407407407407407,0.23703703703703705,0.5,0.6666666666666666,0.09375,0.3333333333333333,0.03125,0.3125,0.48148148148148145,0.4671429629629629,0.5077875000000001,0.44154375,0.09944751381215469,0.2596685082872928,11.703225806451616,24.826190476190472,0.32694938440492477,13.0,6.0,,17.0,1.0,3.0,23.0,2.0,3.0,44.0,63.0,6.0,17.0,,9.0,12.0,2.0,2.0,1.0,10.0,2.0,7.0,6.0,,3.0,14.0,28.0,,2.0,1.0,4.0,13.0,4.0,3.0,1.0,4.0,,2.0,0.5789473684210527,0.6111111111111112,0.9130434782608695,0.5476190476190477,0.2727272727272727,0.5476190476190477,0.13043478260869565,,0.05555555555555555,0.02631578947368421,0.02040816326530612,0.02702702702702703,0.015873015873015872,0.07692307692307693,0.04,0.10256410256410256,0.08695652173913043,0.014285714285714285,,0.2727272727272727,0.65,0.65,0.5384615384615384,0.8571428571428571,0.6,0.6,1.0,0.53125,0.53125,0.8823529411764706,0.08333333333333333,,0.3,0.53125,0.09027777777777778,0.12745098039215685,1.0,1.0,7.0,1.0,4.0,2.0,,0.5,0.05,1.0,,1.0,5.0,0.25,0.08333333333333333,,,,,,,,,,,,,True,,,,,,,,
2078,1610612746,Jason Hart,Jason Hart,2078,LAC,1305.0,22,-24.0,44,48,17,20,4.0,92,,,,,,,3.0,,3.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,,2.0,48,,,,1.0,2.0,2.0,,2.0,2.0,,1.0,,1.0,,1.0,,,2.0,,1.0,4.0,5.0,,5.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,2.0,17,,0.16666666666666666,,0.5,0.125,,0.25,0.125,,0.25,0.25,,,18.75,1.0,0.36363636363636365,,0.14285714285714285,0.2777777777777778,,,0.5,,,,,0.375,0.375,,,0.125,0.125,,,,,0.25,0.25,0.25,0.38773124999999997,,0.4224375,,1.0,15.933333333333332,23.75,0.38636363636363635,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,0.3333333333333333,0.5,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,23753.0,396,49.0,728,723,242,288,87.0,1451,26.0,40.0,6.0,10.0,9.0,13.0,56.0,23.0,55.0,,,,,81.0,151.0,,44.0,206.0,732,8.0,16.0,25.0,25.0,50.0,,14.0,64.0,70.0,14.0,,5.0,17.0,9.0,26.0,9.0,5.0,61.0,20.0,13.0,36.0,52.0,29.0,81.0,9.0,5.0,13.0,6.0,25.0,5.0,51.0,60.0,8.0,64.0,242,8.0,0.5364238410596026,0.5,0.5,0.5364238410596026,0.5,0.5,0.5819209039548022,0.5681818181818182,0.5333333333333333,,0.033112582781456956,0.017857142857142856,24.6041412911084,0.52,0.13740458015267176,0.07662835249042145,0.15476190476190477,0.1416184971098266,0.09206349206349207,0.06923076923076923,0.14150943396226415,0.1016949152542373,0.26490066225165565,0.65,0.7027027027027027,0.3708609271523179,0.36423841059602646,0.41818181818181815,0.42592592592592593,,,0.625,0.6,0.26,0.6923076923076923,,,0.26490066225165565,0.43086158940397357,0.5036923076923077,0.417036,0.12135922330097088,0.3106796116504854,9.641059602649008,,0.3324175824175824,32.0,,,,,,,,,92.0,,,,,8.0,4.0,9.0,3.0,3.0,4.0,2.0,12.0,7.0,,1.0,14.0,29.0,,4.0,1.0,8.0,26.0,24.0,15.0,,24.0,14.0,4.0,0.5679012345679012,0.6216216216216216,,,,,0.075,0.01818181818181818,0.10714285714285714,0.16666666666666666,0.12307692307692308,0.045454545454545456,0.1836734693877551,,0.15217391304347827,0.109375,0.28,0.046153846153846156,0.5833333333333334,0.5384615384615384,0.5714285714285714,0.5818181818181818,0.5,0.6956521739130435,,,,,,,,,,,0.15384615384615385,0.15384615384615385,,,9.0,,6.0,3.0,9.0,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,True,,,,,,,,
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,27029.0,450,55.0,845,853,259,256,86.0,1698,33.0,50.0,2.0,3.0,9.0,16.0,30.0,26.0,81.0,1.0,1.0,13.0,8.0,71.0,161.0,14.0,124.0,278.0,852,7.0,18.0,22.0,13.0,38.0,9.0,62.0,94.0,70.0,4.0,12.0,14.0,32.0,7.0,39.0,1.0,10.0,85.0,13.0,13.0,43.0,67.0,16.0,83.0,15.0,9.0,12.0,5.0,29.0,4.0,105.0,151.0,18.0,94.0,259,17.0,0.4409937888198758,0.3888888888888889,0.34210526315789475,0.44,0.3684210526315789,0.3404255319148936,0.5684647302904564,0.44,0.58125,0.08,0.08695652173913043,0.23333333333333334,28.72340425531915,0.41379310344827586,0.14052287581699346,0.044673539518900345,0.1368421052631579,0.1396508728179551,0.04481792717086835,0.046357615894039736,0.2,0.171875,0.2857142857142857,0.66,0.717391304347826,0.17142857142857143,0.46285714285714286,0.32098765432098764,0.3333333333333333,0.005714285714285714,0.07428571428571429,0.15789473684210525,0.6666666666666666,0.3404255319148936,0.5625,0.02127659574468085,0.1702127659574468,0.3657142857142857,0.45705862068965514,0.4271,0.4629695652173914,0.07913669064748201,0.3381294964028777,11.20310559006211,28.2,0.30650887573964497,12.0,,,4.0,1.0,2.0,4.0,1.0,2.0,72.0,12.0,,4.0,6.0,11.0,11.0,3.0,11.0,3.0,6.0,6.0,17.0,7.0,1.0,1.0,20.0,44.0,4.0,5.0,4.0,14.0,62.0,3.0,2.0,,4.0,1.0,3.0,0.5070422535211268,0.5217391304347826,1.0,0.2857142857142857,0.2222222222222222,0.3076923076923077,0.08,0.037037037037037035,0.36666666666666664,0.045454545454545456,0.06666666666666667,0.025,0.05357142857142857,,0.0660377358490566,0.14666666666666667,0.06451612903225806,0.03614457831325301,0.25,0.3333333333333333,0.4,0.5217391304347826,0.6666666666666666,0.6538461538461539,,,,0.3076923076923077,0.3076923076923077,1.0,0.05263157894736842,,0.25,0.3333333333333333,0.27802690582959644,0.2966507177033493,,,8.0,,3.0,4.0,1.0,,,,,,5.0,,,3.0,,2.0,1.0,1.0,1.0,,,,,,,True,,,,,,,,
200781,1610612746,Paul Davis,Paul Davis,200781,LAC,6585.0,110,-4.0,211,218,128,101,32.0,429,12.0,14.0,4.0,5.0,8.0,9.0,11.0,3.0,9.0,,,,,17.0,34.0,,5.0,39.0,206,4.0,10.0,10.0,11.0,20.0,,2.0,24.0,16.0,6.0,,,2.0,1.0,3.0,1.0,2.0,7.0,6.0,2.0,10.0,13.0,14.0,27.0,2.0,2.0,3.0,3.0,5.0,1.0,8.0,7.0,,24.0,128,,0.5,0.4,0.55,0.5,0.4,0.55,0.527027027027027,0.45454545454545453,0.5454545454545454,,,,17.142857142857142,0.6,0.15151515151515152,0.07317073170731707,0.1,0.13953488372093023,0.09345794392523364,0.1,0.19047619047619047,,0.4117647058823529,0.8571428571428571,0.8571428571428571,0.3235294117647059,0.2647058823529412,0.3333333333333333,0.3333333333333333,,,0.5,0.8,0.45,0.8888888888888888,,,0.4117647058823529,0.45655882352941163,0.44838571428571433,0.46988,0.2564102564102564,0.6153846153846154,7.232352941176471,,0.6066350710900474,2.0,,,,,,,,,18.0,,,,,,,4.0,1.0,1.0,,,2.0,,,1.0,6.0,17.0,3.0,1.0,,1.0,4.0,3.0,2.0,,3.0,1.0,8.0,0.5294117647058824,0.6428571428571429,,,,,,,0.07142857142857142,0.16,0.14285714285714285,,0.2,,0.125,0.14285714285714285,0.2857142857142857,0.0625,0.3333333333333333,0.4166666666666667,0.18181818181818182,0.18181818181818182,1.0,0.6666666666666666,,,,,,,,,,,0.10810810810810811,0.10810810810810811,,,2.0,4.0,,,1.0,,0.36363636363636365,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2549,1610612746,Chris Kaman,Chris Kaman,2549,LAC,22415.0,374,76.0,668,669,128,149,68.0,1337,30.0,46.0,9.0,16.0,6.0,10.0,51.0,1.0,5.0,,,1.0,1.0,59.0,102.0,1.0,22.0,140.0,631,12.0,22.0,28.0,12.0,19.0,1.0,10.0,34.0,46.0,20.0,,7.0,13.0,3.0,16.0,3.0,4.0,35.0,14.0,11.0,48.0,68.0,21.0,89.0,8.0,5.0,15.0,5.0,26.0,4.0,28.0,27.0,3.0,34.0,128,3.0,0.5784313725490197,0.5454545454545454,0.631578947368421,0.5728155339805825,0.5454545454545454,0.6,0.6140350877192983,0.5833333333333334,0.6538461538461539,0.009708737864077669,0.06862745098039216,0.058823529411764705,18.893387314439945,0.5769230769230769,0.17647058823529413,0.06511627906976744,0.1375,0.16761363636363635,0.07806691449814127,0.05504587155963303,0.14655172413793102,0.14545454545454545,0.44660194174757284,0.6521739130434783,0.7142857142857143,0.49514563106796117,0.04854368932038835,0.2,0.2,,0.009708737864077669,0.7272727272727273,0.5625,0.5,0.6,,0.05,0.4563106796116505,0.4492186274509804,0.4815857142857144,0.46068947368421054,0.2,0.24285714285714285,4.749019607843137,62.0,0.19161676646706588,28.0,,,,,,,,,72.0,,,,,6.0,3.0,7.0,9.0,2.0,3.0,1.0,11.0,10.0,,8.0,19.0,36.0,1.0,2.0,2.0,5.0,13.0,22.0,15.0,1.0,23.0,12.0,1.0,0.6101694915254238,0.7346938775510204,,,,,0.08695652173913043,,0.45,0.12962962962962962,0.10869565217391304,0.05,0.15555555555555556,,0.1956521739130435,0.203125,0.12,0.058823529411764705,0.5217391304347826,0.5333333333333333,0.5490196078431373,0.5833333333333334,0.6785714285714286,1.0,,,,,,,,,,,0.11711711711711711,0.11818181818181818,,,4.0,,2.0,5.0,6.0,,,,,,,0.1111111111111111,,,2.0,1.0,1.0,1.0,,1.0,,,,,,True,,,,,,,,
2624,1610612746,Quinton Ross,Quinton Ross,2624,LAC,14667.0,244,-9.0,452,465,133,174,44.0,917,8.0,10.0,1.0,1.0,2.0,2.0,,11.0,27.0,,,1.0,,19.0,37.0,1.0,12.0,50.0,479,1.0,4.0,2.0,5.0,11.0,,5.0,15.0,8.0,2.0,1.0,1.0,14.0,2.0,16.0,1.0,7.0,34.0,4.0,1.0,13.0,14.0,5.0,19.0,3.0,3.0,1.0,1.0,4.0,1.0,15.0,14.0,2.0,15.0,133,2.0,0.5135135135135135,0.25,0.45454545454545453,0.5,0.25,0.45454545454545453,0.5681818181818182,0.25,0.5357142857142857,0.02631578947368421,0.02702702702702703,,9.56175298804781,0.25,0.07975460122699386,0.026845637583892617,0.021739130434782608,0.06698564593301436,0.027624309392265192,0.01282051282051282,0.07352941176470588,0.030303030303030304,0.2631578947368421,0.8,0.8888888888888888,,0.7105263157894737,0.4074074074074074,0.4074074074074074,,0.02631578947368421,0.25,1.0,0.18181818181818182,1.0,,,0.2894736842105263,0.4501697368421052,0.427325,0.45709090909090916,0.04,0.3,13.402702702702703,26.1,0.2942477876106195,,,,,,,,,,30.0,,,,1.0,3.0,4.0,1.0,,,,,3.0,,,1.0,11.0,27.0,2.0,2.0,4.0,2.0,6.0,7.0,5.0,,7.0,4.0,2.0,0.7894736842105263,0.8333333333333334,,,,,0.1,,,0.03125,0.0625,0.02564102564102564,0.04,,0.06666666666666667,0.11428571428571428,,,0.5714285714285714,0.625,,,,0.9090909090909091,,,,,,,,,,,0.14285714285714285,0.14634146341463414,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
