EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3A,PtsAssisted3s,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,Avg3ptShotDistance,PenaltyCorner3FGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Travels,2pt And 1 Free Throw Trips,OffensiveGoaltends,PenaltyFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveMakes,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,Clear Path Fouls,3pt And 1 Free Throw Trips,Corner3PctBlocked,BlockedCorner3
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,13743.0,229,10,429,418,143,127,57.0,847,11.0,20.0,4.0,6.0,4.0,7.0,8.0,18.0,6.0,12.0,25.0,50.0,5.0,55,468,5.0,8.0,10.0,7.0,15.0,3.0,17.0,38.0,12.0,4.0,3.0,8.0,7.0,15,6.0,1.0,5.0,1.0,2.0,37,5.0,13.0,1.0,6.0,23.0,4.0,33.0,19.0,52,2.0,2.0,1.0,1.0,6.0,1.0,4.0,6.0,2.0,1.0,12.0,1.0,5.0,18.0,38,8.0,4.0,14.0,4.0,3.0,6.0,2.0,1.0,5.0,3.0,2.0,5.0,3.0,17.0,143,2.0,1.0,0.76,0.8260869565217391,0.5,0.625,0.4666666666666667,0.5,0.625,0.4666666666666667,0.5188679245283019,0.625,0.5,0.06,0.15,13.131313131313131,0.5,0.36363636363636365,0.1111111111111111,0.1503267973856209,0.09774436090225563,0.17142857142857143,0.08196721311475409,0.15425531914893617,0.09278350515463918,0.034482758620689655,0.10638297872340426,0.12280701754385964,0.07317073170731707,0.1,0.16129032258064516,0.15384615384615385,0.14285714285714285,0.17857142857142858,0.14285714285714285,0.09523809523809523,0.6,0.4,0.55,0.6470588235294118,0.7272727272727273,0.36,0.4444444444444444,0.4444444444444444,0.75,0.24,0.5,0.5,0.8333333333333334,0.75,0.6666666666666666,0.5,0.4666666666666667,0.5714285714285714,0.4,0.44254599999999994,0.4704999999999999,0.4298333333333334,0.038461538461538464,0.038461538461538464,0.18181818181818182,0.3090909090909091,8.126,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
109,1610612759,Robert Horry,Robert Horry,109,SAS,683.0,11,2,22,20,10,7,5.0,42,,,,,,,,,,,,,1.0,4,26,,,4.0,,,1.0,1.0,,,,,,1.0,1,1.0,,,,,3,,2.0,,,,,,2.0,2,,,,,,,,1.0,,,1.0,,,,1,,1.0,1.0,1.0,,2.0,,1.0,1.0,,1.0,1.0,,1.0,10,,1.0,,,,,,0.75,1.5,,0.6666666666666666,1.0,0.25,,,14.814814814814813,,,,,0.2222222222222222,,,,0.18181818181818182,0.2,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.520125,0.594,0.44625,,,1.0,0.25,,0.45454545454545453,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,39202.0,653,29,1233,1207,399,361,150.0,2440,29.0,47.0,16.0,26.0,10.0,14.0,22.0,59.0,19.0,37.0,70.0,143.0,27.0,275,1271,20.0,39.0,58.0,22.0,35.0,11.0,82.0,82.0,58.0,30.0,7.0,14.0,8.0,22,4.0,4.0,6.0,1.0,7.0,52,23.0,39.0,2.0,16.0,66.0,10.0,92.0,64.0,156,10.0,17.0,11.0,6.0,9.0,2.0,6.0,16.0,3.0,,25.0,3.0,7.0,34.0,67,8.0,4.0,34.0,6.0,1.0,38.0,14.0,7.0,11.0,6.0,5.0,11.0,8.0,82.0,399,6.0,6.0,0.5857142857142857,0.7454545454545455,0.48951048951048953,0.5128205128205128,0.6285714285714286,0.5232067510548524,0.5652173913043478,0.5916666666666667,0.5413385826771654,0.58,0.6119402985074627,0.04895104895104895,0.0851063829787234,19.871794871794872,0.36,0.23809523809523808,0.05555555555555555,0.15137614678899083,0.09701492537313433,0.1415929203539823,0.12432432432432433,0.1493624772313297,0.10562180579216354,0.09836065573770492,0.11510791366906475,0.07801418439716312,0.11904761904761904,0.13559322033898305,0.11450381679389313,0.1678832116788321,0.16666666666666666,0.15294117647058825,0.10714285714285714,0.08196721311475409,0.7272727272727273,0.19831223628691982,0.6170212765957447,0.6744186046511628,0.3448275862068966,0.2489451476793249,0.3728813559322034,0.38596491228070173,0.6363636363636364,0.15611814345991562,0.5135135135135135,0.5277777777777778,0.8947368421052632,0.5652173913043478,0.6153846153846154,0.125,0.23333333333333334,0.7142857142857143,0.5949367088607594,0.4759257383966245,0.5096393939393938,0.4751208333333334,0.05668016194331984,0.0915032679738562,0.2109090909090909,0.29818181818181816,8.737762237762237,0.3236009732360097,5.0,18.0,,1.0,9.0,36.0,94.0,4.0,7.0,6.0,25.0,105.0,0.9722222222222222,0.3829787234042553,0.5714285714285714,0.3829787234042553,0.39662447257383965,0.0759493670886076,0.2777777777777778,0.2777777777777778,0.8,0.021739130434782608,,,0.15,24.79787234042554,1.0,31.0,76.0,4.0,6.0,8.0,16.0,9.0,3.0,76.0,31.0,9.0,4.0,1.0,0.36,0.03389830508474576,0.02702702702702703,0.3206751054852321,0.40789473684210525,0.40789473684210525,1.0,0.13043478260869565,0.6666666666666666,1.0,0.1111111111111111,0.26666666666666666,0.5,0.40789473684210525,,,,,,,,,,,,True,,,,,,,,
2757,1610612759,Beno Udrih,Beno Udrih,2757,SAS,19979.0,333,-48,624,613,177,218,82.0,1237,16.0,31.0,,2.0,3.0,6.0,3.0,16.0,15.0,39.0,34.0,86.0,21.0,113,666,2.0,9.0,10.0,8.0,25.0,11.0,33.0,44.0,24.0,,8.0,24.0,20.0,44,12.0,8.0,13.0,3.0,8.0,108,1.0,4.0,,8.0,18.0,1.0,27.0,5.0,32,1.0,9.0,8.0,1.0,12.0,3.0,8.0,9.0,4.0,,21.0,2.0,6.0,10.0,21,,2.0,22.0,,2.0,23.0,7.0,5.0,1.0,,1.0,1.0,1.0,33.0,177,2.0,5.0,0.6470588235294118,0.6470588235294118,0.3953488372093023,0.2222222222222222,0.32,0.38016528925619836,0.38461538461538464,0.3055555555555556,0.42803030303030304,0.38461538461538464,0.39285714285714285,0.09302325581395349,0.16129032258064516,21.309192200557103,0.5714285714285714,0.047619047619047616,,0.08181818181818182,0.01834862385321101,0.125,0.011494252873563218,0.09154929577464789,0.01639344262295082,0.05172413793103448,0.012048192771084338,,,0.043478260869565216,0.0625,0.09876543209876543,0.07692307692307693,0.14285714285714285,0.06666666666666667,0.015151515151515152,1.0,0.256198347107438,0.5161290322580645,0.6153846153846154,0.625,0.1322314049586777,0.1875,0.23076923076923078,0.3333333333333333,0.32231404958677684,0.38461538461538464,0.38461538461538464,0.7333333333333333,0.15384615384615385,,,0.16666666666666666,0.5,0.5454545454545454,0.4725135593220339,0.4800181818181819,0.4255818181818182,0.05511811023622047,0.07608695652173914,0.08849557522123894,0.2920353982300885,10.648837209302327,0.28365384615384615,2.0,11.0,,1.0,2.0,8.0,35.0,2.0,4.0,,11.0,18.0,0.75,0.22857142857142856,0.5,0.25,0.2892561983471074,0.09090909090909091,0.18181818181818182,0.18181818181818182,1.0,0.07692307692307693,,,0.05555555555555555,26.485714285714288,,6.0,24.0,2.0,3.0,2.0,9.0,2.0,6.0,21.0,6.0,2.0,1.0,,0.18181818181818182,0.1875,,0.19834710743801653,0.25,0.25,0.6666666666666666,0.23076923076923078,0.6666666666666666,1.0,,0.25,0.2222222222222222,0.2857142857142857,3.0,,,,,,,,,,,True,,,,,,,,
714,1610612759,Michael Finley,Michael Finley,714,SAS,18629.0,310,3,586,562,166,174,83.0,1148,5.0,9.0,,1.0,3.0,5.0,7.0,12.0,16.0,38.0,28.0,59.0,12.0,113,608,3.0,7.0,13.0,6.0,14.0,6.0,33.0,42.0,14.0,,1.0,13.0,5.0,18,,5.0,5.0,6.0,2.0,41,2.0,4.0,,4.0,22.0,1.0,27.0,6.0,33,1.0,8.0,4.0,4.0,5.0,1.0,3.0,5.0,2.0,,10.0,1.0,3.0,6.0,14,,3.0,8.0,,,13.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,33.0,166,2.0,2.0,0.75,0.75,0.4745762711864407,0.42857142857142855,0.42857142857142855,0.47641509433962265,0.45,0.48214285714285715,0.5045045045045045,0.5416666666666666,0.532258064516129,0.01694915254237288,0.1111111111111111,17.673048600883654,0.5,0.05263157894736842,,0.10679611650485436,0.02030456852791878,0.09090909090909091,0.021052631578947368,0.104,0.02054794520547945,0.016666666666666666,0.016666666666666666,0.025974025974025976,0.016666666666666666,0.02857142857142857,0.10526315789473684,0.1875,0.047058823529411764,0.05263157894736842,0.3333333333333333,0.01694915254237288,1.0,0.08490566037735849,0.5555555555555556,0.625,1.0,0.11320754716981132,0.5833333333333334,0.5833333333333334,0.42857142857142855,0.3584905660377358,0.42105263157894735,0.42105263157894735,0.8125,0.1,,,0.17857142857142858,0.6,0.5283018867924528,0.4774384615384616,0.43803571428571425,0.49250925925925926,0.037037037037037035,0.06557377049180328,0.11504424778761062,0.2920353982300885,14.04915254237288,0.2832764505119454,9.0,23.0,1.0,2.0,7.0,15.0,47.0,1.0,3.0,4.0,14.0,42.0,0.9333333333333333,0.3191489361702128,0.3333333333333333,0.32608695652173914,0.44339622641509435,0.2169811320754717,0.391304347826087,0.391304347826087,0.8888888888888888,0.2,0.5,1.0,0.25,25.321276595744678,4.0,6.0,24.0,,1.0,1.0,7.0,5.0,3.0,23.0,6.0,,2.0,,0.35714285714285715,,,0.22641509433962265,0.25,0.25,1.0,0.1,,,0.5714285714285714,0.25,0.14285714285714285,0.2608695652173913,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,11380.0,190,34,352,353,132,79,33.0,705,2.0,5.0,,,2.0,4.0,,2.0,2.0,6.0,4.0,13.0,3.0,38,349,,,,4.0,8.0,2.0,19.0,8.0,,,1.0,7.0,3.0,10,2.0,1.0,2.0,3.0,2.0,23,,,1.0,2.0,13.0,1.0,16.0,1.0,17,,7.0,5.0,2.0,4.0,1.0,4.0,3.0,,,7.0,,2.0,3.0,9,2.0,1.0,9.0,1.0,3.0,5.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,19.0,132,,1.0,1.0,1.0,0.3076923076923077,,0.5,0.5,,0.53125,0.5135135135135135,,0.5588235294117647,0.07692307692307693,0.2,11.369509043927648,0.5714285714285714,0.08333333333333333,0.07142857142857142,0.104,,0.06060606060606061,,0.0949367088607595,,,,,,,0.10204081632653061,0.058823529411764705,0.14285714285714285,0.04,0.125,,0.6666666666666666,0.14285714285714285,0.4,0.5,1.0,0.05714285714285714,,,,0.17142857142857143,0.3333333333333333,0.3333333333333333,1.0,,,,0.25,0.5,0.7714285714285715,0.54723,,0.5495625000000001,0.05555555555555555,0.14285714285714285,,0.5,11.607692307692307,0.375,9.0,21.0,,,8.0,9.0,22.0,,,,8.0,27.0,1.0,0.4090909090909091,,0.4090909090909091,0.6285714285714286,0.6,0.42857142857142855,0.42857142857142855,1.0,,,,0.5,23.33181818181818,3.0,,1.0,,,,,3.0,,1.0,,,1.0,,0.375,,,0.02857142857142857,,,,,,,0.375,,,,,,,1.0,,,,,,,,True,,,,,,,,
1521,1610612759,Jacque Vaughn,Jacque Vaughn,1521,SAS,14651.0,244,20,444,434,164,141,59.0,878,4.0,13.0,,2.0,1.0,5.0,,3.0,10.0,26.0,14.0,42.0,25.0,56,451,1.0,5.0,3.0,6.0,15.0,13.0,28.0,18.0,10.0,,5.0,37.0,17.0,54,14.0,3.0,13.0,7.0,17.0,125,,3.0,,7.0,11.0,1.0,19.0,3.0,22,,4.0,2.0,2.0,3.0,1.0,3.0,4.0,,1.0,7.0,,4.0,6.0,20,,,28.0,,4.0,31.0,8.0,8.0,,,,,,28.0,164,3.0,8.0,0.6428571428571429,0.6428571428571429,0.3333333333333333,0.2,0.4,0.36046511627906974,0.2,0.46875,0.4827586206896552,0.25,0.5833333333333334,0.11904761904761904,0.15384615384615385,12.62135922330097,0.42857142857142855,0.05263157894736842,,0.06285714285714286,0.01910828025477707,0.16279069767441862,,0.08256880733944955,0.014354066985645933,,0.03571428571428571,0.015873015873015872,,,0.08333333333333333,0.016666666666666666,0.08955223880597014,0.18181818181818182,0.1,,,0.3023255813953488,0.3076923076923077,0.36363636363636365,0.5,0.06976744186046512,,,,0.6046511627906976,0.38461538461538464,0.4,0.7,0.4,,,0.3125,0.2,0.32558139534883723,0.4286023255813953,0.37812,0.43323125,0.16,0.16326530612244897,0.05357142857142857,0.5,11.869047619047617,0.36936936936936937,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,3.0,1.0,1.0,,1.0,0.023255813953488372,0.023255813953488372,1.0,1.0,1.0,,,,0.0625,23.6,1.0,,,,,,,1.0,,,,2.0,1.0,,1.0,0.6666666666666666,0.038461538461538464,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,16150.0,269,93,525,506,152,115,55.0,1031,25.0,37.0,5.0,6.0,9.0,11.0,6.0,19.0,4.0,16.0,35.0,72.0,48.0,184,499,5.0,11.0,22.0,9.0,16.0,10.0,49.0,30.0,40.0,2.0,7.0,36.0,7.0,43,3.0,4.0,13.0,4.0,19.0,93,2.0,3.0,,11.0,25.0,,36.0,5.0,41,,24.0,12.0,12.0,12.0,3.0,8.0,4.0,4.0,,16.0,1.0,3.0,10.0,18,,,50.0,1.0,7.0,57.0,22.0,4.0,,,,,,49.0,152,3.0,3.0,0.42857142857142855,0.4411764705882353,0.4861111111111111,0.45454545454545453,0.5625,0.5271317829457365,0.6153846153846154,0.5909090909090909,0.5882352941176471,0.6875,0.6153846153846154,0.09722222222222222,0.10810810810810811,28.741496598639458,0.75,,,0.14367816091954022,0.01948051948051948,0.2558139534883721,0.022727272727272728,0.16589861751152074,0.02066115702479339,,0.019230769230769232,0.04,0.01639344262295082,0.037037037037037035,0.05084745762711865,0.1346153846153846,0.23809523809523808,0.2727272727272727,0.2,,,0.2868217054263566,0.6756756756756757,0.7575757575757576,0.48,0.14728682170542637,0.3157894736842105,0.375,0.16666666666666666,0.12403100775193798,0.25,0.25,0.5,0.46153846153846156,0.8333333333333334,0.4,0.3333333333333333,0.8181818181818182,0.7286821705426356,0.525981007751938,0.49250000000000005,0.5424545454545454,0.15436241610738255,0.24175824175824176,0.11956521739130435,0.266304347826087,6.361111111111111,0.2895238095238095,8.0,15.0,1.0,1.0,5.0,22.0,57.0,2.0,2.0,6.0,17.0,51.0,0.7727272727272727,0.38596491228070173,1.0,0.38596491228070173,0.4418604651162791,0.11627906976744186,0.5333333333333333,0.5333333333333333,0.75,0.07692307692307693,1.0,1.0,0.15151515151515152,24.7140350877193,3.0,14.0,42.0,1.0,1.0,4.0,12.0,7.0,15.0,42.0,14.0,1.0,3.0,,0.4117647058823529,0.15789473684210525,,0.32558139534883723,0.3333333333333333,0.3333333333333333,0.7857142857142857,0.07692307692307693,1.0,1.0,0.6,0.36363636363636365,0.3333333333333333,0.3333333333333333,,,5.0,,1.0,0.017241379310344827,,,,,,True,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,12814.0,214,37,411,403,148,106,48.0,814,26.0,47.0,3.0,3.0,14.0,24.0,8.0,13.0,11.0,28.0,45.0,88.0,28.0,121,418,6.0,8.0,15.0,27.0,49.0,18.0,72.0,28.0,62.0,,6.0,27.0,24.0,51,14.0,10.0,12.0,7.0,8.0,126,,1.0,,6.0,11.0,,17.0,1.0,18,,5.0,5.0,,6.0,3.0,3.0,10.0,3.0,,16.0,1.0,4.0,8.0,17,,3.0,26.0,,2.0,39.0,14.0,7.0,1.0,1.0,,1.0,1.0,72.0,148,,7.0,0.3111111111111111,0.3111111111111111,0.5113636363636364,0.75,0.5510204081632653,0.510989010989011,0.75,0.5510204081632653,0.555045871559633,0.75,0.5901639344262295,0.06818181818181818,0.1276595744680851,26.824034334763947,0.375,,,0.07857142857142857,0.008547008547008548,0.16666666666666666,,0.09659090909090909,0.005263157894736842,,0.03333333333333333,,,,0.07272727272727272,0.027777777777777776,0.12244897959183673,0.16,0.18181818181818182,,1.0,0.5164835164835165,0.5531914893617021,0.6341463414634146,0.2692307692307692,0.14285714285714285,0.6153846153846154,0.6153846153846154,0.25,0.3076923076923077,0.39285714285714285,0.39285714285714285,0.45454545454545453,0.375,1.0,,0.4897959183673469,0.5833333333333334,0.5494505494505495,0.5084422222222222,0.40449999999999997,0.4898938775510205,0.13725490196078433,0.1414141414141414,0.12396694214876033,0.5950413223140496,7.332954545454545,0.36009732360097324,,1.0,,,,1.0,3.0,,,3.0,,3.0,1.0,0.3333333333333333,,,0.03296703296703297,0.01098901098901099,,,,,,,,29.766666666666666,,1.0,2.0,,,,,,,,,2.0,3.0,,,,,0.02197802197802198,0.5,0.5,1.0,,,,,,,,1.0,2.0,,1.0,,,1.0,,,,,True,,,,,,,,
699,1610612759,Brent Barry,Brent Barry,699,SAS,15323.0,255,-56,482,477,192,143,58.0,959,2.0,5.0,1.0,3.0,1.0,2.0,1.0,4.0,5.0,15.0,8.0,24.0,16.0,89,537,1.0,4.0,12.0,4.0,10.0,5.0,28.0,10.0,6.0,2.0,1.0,16.0,5.0,21,2.0,3.0,8.0,1.0,7.0,47,1.0,2.0,,8.0,21.0,,29.0,3.0,32,,6.0,4.0,2.0,5.0,,3.0,2.0,2.0,,7.0,,3.0,11.0,15,,2.0,11.0,,3.0,17.0,7.0,,4.0,4.0,,4.0,2.0,28.0,192,2.0,,0.625,0.7142857142857143,0.3333333333333333,0.25,0.4,0.5703125,0.7857142857142857,0.5,0.6071428571428571,0.8571428571428571,0.54,0.041666666666666664,0.2,14.102564102564102,0.7142857142857143,,,0.12138728323699421,0.012578616352201259,0.18181818181818182,0.012987012987012988,0.1336405529953917,0.012711864406779662,,0.01694915254237288,0.0196078431372549,0.017241379310344827,,0.04918032786885246,0.14545454545454545,0.17543859649122806,0.21428571428571427,0.125,,0.5,0.078125,0.4,0.5,0.5,0.0625,0.25,0.25,,0.234375,0.3333333333333333,0.3333333333333333,0.8,0.42857142857142855,0.3333333333333333,,0.08695652173913043,0.5,0.703125,0.49870312499999997,0.5081625,0.48912173913043483,0.1,0.23333333333333334,0.1348314606741573,0.3146067415730337,13.383333333333335,0.3983402489626556,9.0,13.0,,,7.0,19.0,40.0,3.0,3.0,1.0,13.0,57.0,1.0,0.475,1.0,0.475,0.625,0.203125,0.6923076923076923,0.6923076923076923,1.0,,,,0.30434782608695654,24.8075,4.0,10.0,27.0,3.0,3.0,1.0,6.0,5.0,,27.0,10.0,,1.0,,0.38461538461538464,,,0.421875,0.37037037037037035,0.37037037037037035,1.0,0.42857142857142855,1.0,1.0,0.5714285714285714,0.2608695652173913,0.16666666666666666,0.37037037037037035,,,4.0,,,,,,,,,True,,,,,,,,
