EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,BlockedCorner3,StepOutOfBoundsTurnovers,OffensiveGoaltends,LongMidRangePctBlocked,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,on,3pt And 1 Free Throw Trips
101143,1610612753,Travis Diener,Travis Diener,101143,ORL,2362.0,39,-4.0,78,78,35,37,3,156,1.0,1,1.0,1.0,3.0,1.0,5.0,1.0,1.0,1,4,1.0,5.0,4.0,9,85,1.0,1.0,4,1.0,1.0,3,2.0,3.0,5.0,1.0,1,2,3,1.0,1.0,1,8,2.0,1,3,3,2.0,3.0,3.0,2.0,5,1.0,4,4.0,1.0,1.0,1.0,3,35,1,1.0,1.0,1.0,0.2,0.2,0.25,0.25,0.2777777777777778,0.2,0.45,0.3,0.5555555555555556,15.853658536585368,0.03571428571428571,0.16666666666666666,0.075,0.1,0.2857142857142857,0.1111111111111111,1.0,1.0,1.0,0.3333333333333333,0.5555555555555556,0.2,0.2,1.0,1.0,0.2,1.0,0.2,0.6666666666666666,0.2,0.5301,0.51024,0.2,0.25,0.16666666666666666,0.3333333333333333,14.225,24.839999999999996,0.44871794871794873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,64004.0,1067,54.0,1962,1968,384,306,229,3930,61.0,89,13.0,18.0,69.0,,1.0,,,129,247,,1.0,44.0,302,2016,,23.0,38,,14.0,60,184.0,,1.0,,20,5,25,4.0,1.0,14,55,41.0,116,176,238,2.0,18.0,35.0,8.0,115,3.0,61,64.0,8.0,27.0,,60,384,7,0.7131782945736435,0.8518518518518519,,,,0.5222672064777328,0.6052631578947368,0.5201612903225806,0.6052631578947368,0.5451263537906137,0.6122448979591837,0.004032258064516129,13.920071845532107,0.15782312925170067,0.20398009950248755,0.16773504273504272,0.14242424242424243,0.2064516129032258,0.3588709677419355,0.6853932584269663,0.7530864197530864,0.639344262295082,0.2782258064516129,0.004032258064516129,,,,,0.47368421052631576,0.7222222222222222,,0.3629032258064516,,0.459046975806452,0.46803684210526314,0.10112359550561797,0.10150375939849623,,0.1986754966887417,8.01336032388664,24.8,0.19571865443425077,24.0,37.0,43.0,89.0,25.0,33.0,51.0,9.0,75.0,74.0,42.0,13.0,2.0,4.0,10.0,49.0,3.0,19.0,62.0,2.0,22.0,12.0,10.0,17.0,10.0,1.0,7.0,3.0,2.0,83.0,5.0,12.0,7.0,10.0,24.0,20.0,4.0,24.0,16.0,2.0,7.0,6.0,7.0,0.6470588235294118,0.6470588235294118,0.646551724137931,0.05263157894736842,0.0898876404494382,0.056179775280898875,0.4857142857142857,0.31666666666666665,0.037037037037037035,0.06950354609929078,0.07246376811594203,0.06998813760379596,0.08296943231441048,0.07834101382488479,0.05019305019305019,0.053763440860215055,0.1111111111111111,0.14883720930232558,0.19473684210526315,0.1956521739130435,0.019230769230769232,0.6666666666666666,0.3588709677419355,0.48314606741573035,0.5119047619047619,0.7441860465116279,0.36231884057971014,0.36231884057971014,0.84,0.7254901960784313,0.6486486486486487,0.25,0.5275772727272726,0.24834437086092714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,3224.0,54,11.0,109,103,36,56,11,212,,1,,,1.0,4.0,8.0,,3.0,1,3,4.0,8.0,2.0,16,110,,,1,3.0,2.0,8,,12.0,8.0,4.0,3,1,4,1.0,,3,9,,1,1,4,1.0,3.0,4.0,1.0,8,1.0,2,2.0,,,,8,36,3,,,1.0,0.5,0.5,0.3333333333333333,,0.6363636363636364,0.75,0.6666666666666666,0.8,0.7272727272727273,12.903225806451614,0.03333333333333333,,0.02631578947368421,,,0.09090909090909091,,,,0.09090909090909091,0.7272727272727273,0.5,0.5,1.0,,,,0.75,0.8181818181818182,0.5,0.4892909090909091,0.49695,,,,0.5,8.666666666666666,25.900000000000002,0.3302752293577982,,,1.0,1.0,,1.0,2.0,,2.0,2.0,2.0,,,,1.0,2.0,,,3.0,1.0,3.0,2.0,1.0,1.0,1.0,,,1.0,,3.0,,,1.0,1.0,,,,,,,,,1.0,0.5,0.5,0.5,,,,0.25,,,0.0625,0.07142857142857142,0.06521739130434782,0.1,,0.07692307692307693,,0.3333333333333333,0.125,,,0.16666666666666666,,0.09090909090909091,1.0,1.0,,,,,,,,0.402,0.125,2.0,2.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,136093.0,2268,149.0,4261,4252,1258,1319,523,8513,102.0,184,17.0,40.0,214.0,83.0,217.0,23.0,72.0,236,542,109.0,281.0,171.0,970,4440,29.0,45.0,122,93.0,73.0,256,192.0,309.0,214.0,83.0,210,23,233,12.0,11.0,140,489,54.0,156,236,293,19.0,60.0,143.0,43.0,221,11.0,167,219.0,16.0,84.0,4.0,256,1258,32,0.4067796610169492,0.4247787610619469,0.944954128440367,0.3879003558718861,0.3920863309352518,0.4354243542435424,0.36885245901639346,0.48541919805589306,0.4255813953488372,0.52453653217012,0.5,0.34143377885783716,21.73913043478261,0.10519217801753203,0.11946902654867257,0.10852713178294573,0.12364760432766615,0.1033434650455927,0.2235722964763062,0.5543478260869565,0.5862068965517241,0.4803921568627451,0.2600243013365735,0.26366950182260024,0.3824884792626728,0.3824884792626728,0.927710843373494,0.26436781609195403,0.18604651162790697,0.425,0.33488372093023255,0.5650060753341434,0.3878504672897196,0.4888048288508559,0.47202914691943115,0.09832402234636871,0.1377049180327869,0.014035087719298246,0.2639175257731959,9.832656826568272,25.33060498220641,0.2952358601267308,11.0,33.0,60.0,144.0,74.0,21.0,58.0,14.0,83.0,280.0,20.0,16.0,43.0,27.0,13.0,39.0,5.0,26.0,57.0,16.0,70.0,45.0,25.0,83.0,59.0,5.0,24.0,20.0,8.0,116.0,8.0,4.0,13.0,22.0,16.0,8.0,6.0,16.0,7.0,,,4.0,21.0,0.3620689655172414,0.39655172413793105,0.44148936170212766,0.02952029520295203,0.05434782608695652,0.041666666666666664,0.5804195804195804,0.15384615384615385,0.02512562814070352,0.027464788732394368,0.037142857142857144,0.02937853107344633,0.052742616033755275,0.018912529550827423,0.011472275334608031,0.02857142857142857,0.05714285714285714,0.07158351409978309,0.11466666666666667,0.16260162601626016,0.035398230088495575,0.4375,0.17496962332928312,0.4166666666666667,0.43478260869565216,0.2,0.34579439252336447,0.34579439252336447,0.47297297297297297,0.3793103448275862,0.3333333333333333,0.09090909090909091,0.5076807142857142,0.08556701030927835,24.0,31.0,0.3333333333333333,0.3333333333333333,26.0,64.0,1.0,6.0,7.0,21.0,8.0,9.0,18.0,3.0,11.0,2.0,0.3103448275862069,0.07776427703523693,0.40625,0.40625,1.0,0.06896551724137931,0.16666666666666666,1.0,0.34782608695652173,0.75,0.09767441860465116,0.3333333333333333,,,,,,,,,,,,True,
2772,1610612753,Trevor Ariza,Trevor Ariza,2772,ORL,18557.0,309,60.0,586,583,293,292,93,1169,38.0,60,14.0,23.0,21.0,,2.0,,2.0,47,90,,4.0,38.0,132,574,,20.0,36,3.0,22.0,62,50.0,,1.0,,9,2,11,1.0,1.0,8,24,12.0,17,35,65,,7.0,13.0,6.0,46,3.0,36,56.0,6.0,28.0,,62,293,12,0.5319148936170213,0.6410256410256411,,,,0.5222222222222223,0.5555555555555556,0.5,0.5128205128205128,0.5546218487394958,0.5740740740740741,0.0425531914893617,18.61777150916784,0.08808290155440414,0.16216216216216217,0.10861423220973783,0.10256410256410256,0.16666666666666666,0.6382978723404256,0.6333333333333333,0.6785714285714286,0.5,0.22340425531914893,0.02127659574468085,,,,,0.5897435897435898,0.6086956521739131,0.05128205128205128,0.6808510638297872,,0.5259989247311827,0.5211092105263158,0.2413793103448276,0.25,,0.4696969696969697,5.432222222222222,27.924999999999997,0.5,10.0,17.0,2.0,9.0,7.0,10.0,18.0,7.0,27.0,44.0,16.0,4.0,,1.0,5.0,25.0,,6.0,30.0,2.0,18.0,9.0,9.0,6.0,5.0,,1.0,3.0,1.0,18.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,6.0,4.0,,,,3.0,0.5555555555555556,0.5555555555555556,0.5869565217391305,0.044444444444444446,0.06666666666666667,,0.46153846153846156,0.2727272727272727,,0.11627906976744186,0.10416666666666667,0.11406844106463879,0.1125,0.1320754716981132,0.10975609756097561,0.13333333333333333,0.05555555555555555,0.06578947368421052,0.10256410256410256,0.15,0.05263157894736842,0.6666666666666666,0.09574468085106383,0.2222222222222222,0.2222222222222222,,0.3333333333333333,0.3333333333333333,0.8571428571428571,0.9444444444444444,0.5882352941176471,,0.5512133333333333,0.20454545454545456,,,,,,2.0,,,,1.0,,,,1.0,,,,0.02127659574468085,,,,,,,,,0.02564102564102564,,2.0,1.0,1.0,,,,,,,,,True,
2306,1610612753,Carlos Arroyo,Carlos Arroyo,2306,ORL,25168.0,419,85.0,777,783,263,319,85,1560,17.0,32,8.0,13.0,74.0,2.0,9.0,,2.0,62,126,3.0,12.0,35.0,168,779,,27.0,46,3.0,12.0,66,30.0,9.0,9.0,2.0,50,28,78,21.0,7.0,30,184,7.0,28,35,42,1.0,19.0,29.0,14.0,34,8.0,42,48.0,7.0,23.0,,66,263,5,0.24193548387096775,0.2459016393442623,1.0,0.25,0.25,0.49206349206349204,0.5869565217391305,0.48188405797101447,0.5510204081632653,0.5284810126582279,0.5689655172413793,0.08695652173913043,21.27417519908988,0.099644128113879,0.08235294117647059,0.09562841530054644,0.1111111111111111,0.046875,0.2318840579710145,0.53125,0.6296296296296297,0.35294117647058826,0.5362318840579711,0.06521739130434782,0.2222222222222222,0.2222222222222222,1.0,,0.2653061224489796,0.6153846153846154,0.04081632653061224,0.3188405797101449,0.2222222222222222,0.4461817518248175,0.44636632653061226,0.14935064935064934,0.1619718309859155,,0.39285714285714285,12.453174603174604,26.125000000000004,0.3384813384813385,1.0,2.0,10.0,20.0,35.0,6.0,10.0,,12.0,94.0,2.0,6.0,7.0,13.0,2.0,5.0,,,7.0,2.0,14.0,7.0,7.0,10.0,7.0,1.0,3.0,5.0,,11.0,,2.0,7.0,4.0,,,,,,,,,4.0,0.6,0.6,0.6,0.047619047619047616,0.15625,0.05,0.3448275862068966,,,0.021551724137931036,0.03076923076923077,0.02356902356902357,0.013888888888888888,0.012987012987012988,0.03614457831325301,0.020833333333333332,0.058823529411764705,0.052083333333333336,0.14285714285714285,0.19047619047619047,0.031746031746031744,,0.14492753623188406,0.5,0.5263157894736842,0.3,0.47297297297297297,0.47297297297297297,0.17142857142857143,0.2,0.5,,0.39808571428571426,0.07142857142857142,,,,,1.0,3.0,,,,1.0,,,,,1.0,,,0.021739130434782608,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.02040816326530612,,,,,,,,,,,,,True,
2545,1610612753,Darko Milicic,Darko Milicic,2545,ORL,54722.0,912,41.0,1700,1703,547,592,203,3403,89.0,141,29.0,39.0,27.0,,1.0,,,135,274,,1.0,67.0,337,1825,,40.0,71,,24.0,104,166.0,,1.0,,28,12,40,12.0,,12,92,30.0,85,133,212,1.0,16.0,47.0,13.0,99,4.0,86,104.0,8.0,43.0,,104,547,10,0.6148148148148148,0.7155172413793104,,,,0.4927007299270073,0.5633802816901409,0.4909090909090909,0.5633802816901409,0.521671826625387,0.5652173913043478,0.0036363636363636364,19.05252317198764,0.14554794520547945,0.16483516483516483,0.15013054830287206,0.15677966101694915,0.17692307692307693,0.5127272727272727,0.6312056737588653,0.6953125,0.6067415730337079,0.09818181818181818,0.0036363636363636364,,,,,0.5492957746478874,0.7435897435897436,,0.5163636363636364,,0.4773956204379562,0.4802464788732394,0.13870967741935483,0.13915857605177995,,0.3086053412462908,4.947445255474453,38.1,0.32176470588235295,29.0,53.0,36.0,106.0,10.0,31.0,58.0,15.0,77.0,104.0,38.0,18.0,5.0,11.0,8.0,65.0,6.0,18.0,79.0,11.0,19.0,14.0,5.0,31.0,17.0,1.0,14.0,4.0,6.0,57.0,4.0,7.0,6.0,13.0,65.0,37.0,20.0,65.0,36.0,,5.0,2.0,11.0,0.5344827586206896,0.5344827586206896,0.5746268656716418,0.06569343065693431,0.09219858156028368,0.04716981132075472,0.6595744680851063,0.23376623376623376,0.07692307692307693,0.11839708561020036,0.057971014492753624,0.10625909752547306,0.17553191489361702,0.09770114942528736,0.08021390374331551,0.06060606060606061,0.05128205128205128,0.11229946524064172,0.16770186335403728,0.1346153846153846,0.09090909090909091,0.5538461538461539,0.38545454545454544,0.33962264150943394,0.3564356435643564,0.5277777777777778,0.37037037037037035,0.37037037037037035,1.0,0.9137931034482759,0.5471698113207547,0.1724137931034483,0.5554098039215685,0.228486646884273,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,True,
255,1610612753,Grant Hill,Grant Hill,255,ORL,77781.0,1296,18.0,2434,2425,640,602,310,4859,110.0,152,28.0,43.0,171.0,,4.0,,1.0,211,399,1.0,8.0,144.0,569,2529,,55.0,104,2.0,55.0,168,226.0,3.0,4.0,,65,15,80,12.0,3.0,39,175,24.0,81,111,141,7.0,45.0,79.0,20.0,86,14.0,138,189.0,24.0,87.0,,168,640,16,0.5355450236966824,0.551219512195122,1.0,0.125,0.125,0.5288220551378446,0.5288461538461539,0.5221130221130221,0.5330188679245284,0.5795454545454546,0.6,0.019656019656019656,20.107142857142858,0.09278350515463918,0.09795918367346938,0.09391771019677997,0.13451776649746192,0.10810810810810811,0.37346437346437344,0.7236842105263158,0.7857142857142857,0.5818181818181818,0.4201474201474201,0.009828009828009828,,,,,0.4056603773584906,0.6511627906976745,0.009433962264150943,0.3931203931203931,,0.48378550368550377,0.4857202830188678,0.1851063829787234,0.18831168831168832,,0.29525483304042177,9.651127819548872,25.575,0.2629416598192276,11.0,15.0,34.0,76.0,67.0,19.0,36.0,7.0,45.0,196.0,12.0,20.0,11.0,15.0,1.0,26.0,3.0,6.0,30.0,7.0,39.0,34.0,5.0,34.0,21.0,6.0,13.0,10.0,12.0,35.0,5.0,4.0,12.0,14.0,19.0,14.0,2.0,19.0,11.0,,,3.0,13.0,0.5277777777777778,0.5277777777777778,0.5641025641025641,0.05012531328320802,0.07894736842105263,0.039473684210526314,0.43037974683544306,0.07058823529411765,0.02631578947368421,0.02968036529680365,0.006172839506172839,0.02601156069364162,0.037037037037037035,0.024,0.02735562310030395,0.008620689655172414,,0.05747126436781609,0.05963302752293578,0.06666666666666667,0.040697674418604654,0.5789473684210527,0.18673218673218672,0.4473684210526316,0.4657534246575342,0.2647058823529412,0.391812865497076,0.4036144578313253,0.5970149253731343,0.4166666666666667,0.7333333333333333,0.36363636363636365,0.44998484848484854,0.07908611599297012,,1.0,0.5,,1.0,4.0,,,1.0,1.0,,,,,11.0,3.0,,0.009828009828009828,0.25,0.25,1.0,,,,,,0.009433962264150943,1.0,,,,3.0,1.0,0.029239766081871343,,,,,,True,
2730,1610612753,Dwight Howard,Dwight Howard,2730,ORL,115314.0,1922,127.0,3611,3590,991,1078,445,7201,275.0,388,62.0,89.0,7.0,1.0,1.0,,1.0,354,579,1.0,1.0,237.0,948,3770,,78.0,130,1.0,99.0,258,408.0,3.0,1.0,1.0,72,26,98,16.0,10.0,39,222,106.0,286,449,622,11.0,115.0,207.0,48.0,147,29.0,331,404.0,45.0,188.0,,258,991,21,0.576271186440678,0.6962457337883959,1.0,1.0,1.0,0.6113989637305699,0.6,0.6129310344827587,0.6068702290076335,0.6236842105263158,0.6354679802955665,0.0017241379310344827,23.459485686559923,0.2266244057052298,0.2796833773087071,0.238878732480195,0.2328042328042328,0.28205128205128205,0.6689655172413793,0.7087628865979382,0.7971014492753623,0.6036363636363636,0.01206896551724138,0.0017241379310344827,1.0,1.0,1.0,,0.6793893129770993,0.6966292134831461,0.007633587786259542,0.6706896551724137,1.0,0.5115502586206898,0.509701145038168,0.2600276625172891,0.26038781163434904,,0.2721518987341772,2.6172711571675293,28.0,0.274439213514262,77.0,107.0,77.0,184.0,2.0,85.0,125.0,58.0,228.0,300.0,122.0,55.0,7.0,26.0,28.0,142.0,3.0,57.0,173.0,9.0,45.0,24.0,21.0,92.0,30.0,3.0,62.0,32.0,20.0,70.0,13.0,21.0,7.0,37.0,105.0,73.0,29.0,105.0,55.0,21.0,17.0,10.0,35.0,0.68,0.68,0.6745562130177515,0.09499136442141623,0.11082474226804123,0.06521739130434782,0.4444444444444444,0.40425531914893614,0.01775147928994083,0.11973018549747048,0.09556313993174062,0.11494252873563218,0.1564102564102564,0.11173184357541899,0.09360730593607305,0.07804878048780488,0.13636363636363635,0.1918158567774936,0.2598684210526316,0.27358490566037735,0.05325443786982249,0.5238095238095238,0.31724137931034485,0.41847826086956524,0.4476744186046512,0.4805194805194805,0.2857142857142857,0.2857142857142857,0.5,0.856,0.719626168224299,0.16883116883116883,0.5357141509433963,0.24050632911392406,1.0,1.0,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,10.0,6.0,,,,,,,True,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,9861.0,164,41.0,347,340,191,192,39,687,3.0,6,3.0,6.0,17.0,4.0,14.0,2.0,6.0,10,23,6.0,23.0,22.0,60,348,3.0,6.0,14,8.0,14.0,35,10.0,15.0,13.0,4.0,9,2,11,2.0,,7,24,2.0,11,13,17,1.0,4.0,7.0,6.0,16,1.0,15,23.0,1.0,5.0,1.0,35,191,8,0.5,0.5,0.8333333333333334,0.2608695652173913,0.2727272727272727,0.43478260869565216,0.42857142857142855,0.41304347826086957,0.4772727272727273,0.5267857142857143,0.603448275862069,0.5,15.949367088607595,0.12222222222222222,0.05263157894736842,0.1015625,0.0975609756097561,0.041666666666666664,0.13043478260869565,0.5,0.6,0.3333333333333333,0.3695652173913043,0.30434782608695654,0.2857142857142857,0.2857142857142857,0.75,0.4,0.2727272727272727,0.5,0.2727272727272727,0.6304347826086957,0.3076923076923077,0.4954931818181818,0.49172249999999995,0.11764705882352941,0.18518518518518517,0.041666666666666664,0.5833333333333334,13.786956521739128,26.09130434782608,0.5504322766570605,,1.0,,,7.0,1.0,2.0,2.0,4.0,10.0,,1.0,1.0,1.0,1.0,2.0,1.0,,4.0,,5.0,4.0,1.0,3.0,3.0,,,2.0,,5.0,,1.0,3.0,5.0,,,,,,,,,5.0,0.5,0.2,0.3333333333333333,0.043478260869565216,0.16666666666666666,,0.42857142857142855,,0.043478260869565216,0.020618556701030927,0.02857142857142857,0.022727272727272728,,0.08,,0.043478260869565216,,0.2,0.08333333333333333,0.07142857142857142,,,,,,,0.4117647058823529,0.4117647058823529,0.5714285714285714,0.2,,,0.5067875000000001,0.06666666666666667,2.0,3.0,0.375,0.3333333333333333,2.0,9.0,,1.0,1.0,2.0,,,3.0,1.0,1.0,,,0.1956521739130435,0.2222222222222222,0.2222222222222222,1.0,0.2,,,,,0.09090909090909091,0.5,,,,,,,,,,,,True,
