EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PtsPutbacks,FTOffRebounds,FTDefRebounds,StepOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Corner3PctBlocked,DefFTReboundPct,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Accuracy,BlockedLongMidRange,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,Clear Path Fouls,BlockedCorner3,DefensiveGoaltends,on,3pt And 1 Free Throw Trips
965,1610612762,Derek Fisher,Derek Fisher,965,UTA,28062.0,468,81.0,879,871,355,329,126,1750,17.0,43.0,1.0,3.0,5.0,16.0,5.0,11.0,32.0,69.0,,3.0,1.0,7.0,24.0,2.0,4.0,3.0,11.0,54.0,123.0,7.0,27.0,72.0,201.0,862,5.0,12.0,2.0,5.0,5.0,21.0,16.0,41.0,3.0,12.0,38.0,79.0,40.0,68.0,15.0,6.0,1.0,23.0,7.0,8.0,,63.0,13.0,76.0,11.0,2.0,23.0,6.0,34.0,165.0,1.0,3.0,12.0,16.0,28.0,5.0,33.0,1.0,25.0,11.0,14.0,20.0,5.0,14.0,13.0,,6.0,,33.0,2.0,17.0,13.0,38.0,8.0,64.0,9.0,83.0,3.0,10.0,22.0,,16.0,,,,1.0,1.0,79.0,355,7.0,14.0,0.37037037037037035,0.37037037037037035,0.7142857142857143,0.25925925925925924,0.4,0.25,0.2692307692307692,0.43902439024390244,0.4166666666666667,0.3902439024390244,0.43,0.47058823529411764,0.3867924528301887,0.5216216216216216,0.5,0.5205479452054794,0.18,,0.06504065040650407,0.16279069767441862,,0.014492753623188406,,21.185617103984452,0.6060606060606061,0.05673758865248227,0.009202453987730062,0.12903225806451613,0.01818181818181818,0.07466666666666667,0.010498687664041995,0.009615384615384616,,0.013513513513513514,0.025,,0.025974025974025976,0.05405405405405406,0.07633587786259542,0.14925373134328357,0.07692307692307693,0.0136986301369863,1.0,0.2866666666666667,0.3953488372093023,0.4722222222222222,0.17647058823529413,0.07333333333333333,0.45454545454545453,0.45454545454545453,0.2,0.46,0.463768115942029,0.47058823529411764,0.5,0.02,,,,0.16,0.2916666666666667,0.2916666666666667,0.7142857142857143,0.17647058823529413,0.3333333333333333,,0.23529411764705882,0.5,0.3018867924528302,0.3125,0.018867924528301886,0.20754716981132076,0.2727272727272727,0.4666666666666667,0.30434782608695654,0.4559628378378379,0.46012187499999996,0.4348656862745098,0.1301775147928994,0.15492957746478872,,0.1044776119402985,0.39303482587064675,11.81951219512195,26.72962962962963,0.40386803185437997,,1.0,,,1.0,,,,5.0,1.0,,,,,,,0.022222222222222223,0.058823529411764705,,,,,1.0,,1.0,,True,
200758,1610612762,Ronnie Brewer,Ronnie Brewer,200758,UTA,3923.0,65,44.0,121,122,54,60,21,243,11.0,13.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,7.0,,,,,,,,,,14.0,23.0,,,5.0,33.0,115,2.0,3.0,,,,4.0,4.0,5.0,,,1.0,9.0,20.0,8.0,,,,,,1.0,,1.0,,1.0,,,,,1.0,2.0,3.0,1.0,1.0,5.0,6.0,4.0,10.0,,5.0,3.0,2.0,2.0,,2.0,1.0,,,,3.0,1.0,2.0,,4.0,1.0,3.0,,5.0,1.0,,3.0,,,,,,,,9.0,54,,,0.7142857142857143,0.7692307692307693,,,,,,0.6086956521739131,0.6666666666666666,0.8,0.6086956521739131,0.6666666666666666,0.8,0.66,0.6666666666666666,0.9,,,0.043478260869565216,0.07692307692307693,,,,19.047619047619047,0.6666666666666666,0.20833333333333334,0.030303030303030304,0.058823529411764705,0.2727272727272727,0.14634146341463414,0.09090909090909091,0.14285714285714285,,,0.3,,,0.2857142857142857,0.25,,0.16666666666666666,,,0.5652173913043478,0.8461538461538461,0.9166666666666666,0.7272727272727273,0.13043478260869565,0.3333333333333333,0.3333333333333333,,0.30434782608695654,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,1.0,0.6666666666666666,,,,0.4,1.0,,,,0.5652173913043478,,0.5247956521739131,0.6194999999999999,0.49718,0.12,0.12,,0.12121212121212122,0.2727272727272727,6.817391304347825,,0.4462809917355372,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,True,
200793,1610612762,Dee Brown,Dee Brown,200793,UTA,7538.0,126,19.0,233,229,107,116,38,462,7.0,14.0,1.0,1.0,2.0,5.0,,4.0,2.0,7.0,,,,1.0,6.0,,,,3.0,9.0,25.0,1.0,6.0,10.0,31.0,244,1.0,5.0,,,,2.0,2.0,11.0,,3.0,6.0,10.0,6.0,12.0,3.0,,,6.0,1.0,3.0,,28.0,6.0,34.0,6.0,,8.0,2.0,18.0,74.0,,,3.0,4.0,8.0,1.0,9.0,,8.0,5.0,3.0,6.0,2.0,5.0,4.0,,1.0,1.0,10.0,,5.0,12.0,18.0,1.0,11.0,1.0,16.0,1.0,1.0,5.0,,3.0,2.0,2.0,,2.0,1.0,10.0,107,,3.0,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,,,0.16666666666666666,0.36,0.2,0.18181818181818182,0.3387096774193548,0.2,0.14285714285714285,0.40789473684210525,0.2,0.2631578947368421,0.1935483870967742,,0.12,0.07142857142857142,0.5,,,17.204301075268816,0.6,0.06896551724137931,,0.1,,0.07954545454545454,,,,,,,,0.11764705882352941,0.07407407407407407,0.11764705882352941,0.07692307692307693,,0.5,0.45161290322580644,0.5,0.5384615384615384,0.2857142857142857,0.12903225806451613,,,,0.22580645161290322,0.2857142857142857,0.2857142857142857,0.5,,,,,0.1935483870967742,0.16666666666666666,0.16666666666666666,1.0,0.2,1.0,1.0,,,0.35714285714285715,0.4,,0.21428571428571427,,0.6451612903225806,0.16666666666666666,0.507445,0.37542,0.44275,0.14285714285714285,0.1724137931034483,,0.06451612903225806,0.3225806451612903,7.068,27.166666666666668,0.4592274678111588,,,,,1.0,1.0,,,,,,,,,,0.08333333333333333,0.07692307692307693,,,,,,,,,,True,
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,138429.0,2307,77.0,4459,4462,1298,1426,575,8921,162.0,279.0,11.0,19.0,41.0,72.0,33.0,84.0,130.0,284.0,4.0,12.0,5.0,54.0,175.0,2.0,14.0,18.0,65.0,325.0,647.0,58.0,187.0,171.0,995.0,4847,33.0,57.0,2.0,14.0,8.0,80.0,88.0,174.0,20.0,70.0,75.0,311.0,236.0,414.0,120.0,54.0,5.0,170.0,54.0,65.0,1.0,494.0,99.0,593.0,88.0,11.0,246.0,73.0,175.0,1285.0,6.0,24.0,56.0,121.0,180.0,31.0,211.0,8.0,65.0,34.0,31.0,109.0,35.0,68.0,78.0,9.0,41.0,8.0,187.0,16.0,49.0,104.0,196.0,12.0,189.0,23.0,225.0,13.0,5.0,76.0,4.0,35.0,10.0,5.0,4.0,11.0,6.0,311.0,1298,26.0,31.0,0.3630769230769231,0.36875,0.6896551724137931,0.31016042780748665,0.14285714285714285,0.2857142857142857,0.31868131868131866,0.5023183925811437,0.5789473684210527,0.5057471264367817,0.4940047961630695,0.5070422535211268,0.48360655737704916,0.5293803418803419,0.5263157894736842,0.5238095238095238,0.22422062350119903,0.0053475935828877,0.10046367851622875,0.1827956989247312,0.10714285714285714,0.017605633802816902,0.005714285714285714,21.858562244301577,0.5828877005347594,0.08350586611456176,0.015635179153094463,0.10646387832699619,0.014598540145985401,0.08962025316455696,0.015416238437821172,0.024163568773234202,0.017191977077363897,0.007716049382716049,0.014970059880239521,0.012987012987012988,0.08264462809917356,0.07272727272727272,0.09137931034482759,0.11170212765957446,0.09333333333333334,0.021505376344086023,0.5454545454545454,0.3345323741007194,0.5806451612903226,0.7105263157894737,0.30864197530864196,0.10071942446043165,0.39285714285714285,0.44,0.12121212121212122,0.3405275779376499,0.45774647887323944,0.4659498207885305,0.49230769230769234,0.014388489208633094,0.3333333333333333,0.3333333333333333,1.0,0.20983213429256595,0.30857142857142855,0.3103448275862069,0.6666666666666666,0.2676056338028169,0.5789473684210527,0.2727272727272727,0.19718309859154928,0.14285714285714285,0.29508196721311475,0.5694444444444444,0.020491803278688523,0.26639344262295084,0.27692307692307694,0.5587529976019184,0.3176470588235294,0.48869420289855064,0.4628375,0.4676824267782426,0.08879023307436182,0.10704225352112676,0.020942408376963352,0.08040201005025126,0.31256281407035175,9.493353941267388,25.898930481283426,0.2910966584435972,,,2.0,10.0,1.0,3.0,3.0,1.0,,1.0,1.0,,1.0,2.0,,0.01948051948051948,0.005555555555555556,,,0.4,1.0,,1.0,,,,False,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,20607.0,343,-61.0,675,671,205,203,99,1346,11.0,25.0,3.0,5.0,5.0,8.0,1.0,10.0,16.0,41.0,,7.0,3.0,5.0,22.0,,5.0,2.0,7.0,28.0,76.0,5.0,29.0,13.0,84.0,733,4.0,11.0,,5.0,1.0,9.0,11.0,20.0,2.0,10.0,6.0,34.0,30.0,26.0,15.0,,,22.0,5.0,8.0,,21.0,1.0,22.0,,1.0,12.0,2.0,7.0,45.0,1.0,9.0,5.0,19.0,24.0,10.0,34.0,1.0,10.0,7.0,3.0,12.0,3.0,8.0,15.0,1.0,4.0,1.0,27.0,5.0,9.0,29.0,56.0,2.0,16.0,2.0,21.0,,,7.0,1.0,2.0,3.0,3.0,,3.0,2.0,34.0,205,7.0,2.0,0.5357142857142857,0.5769230769230769,1.0,0.1724137931034483,,0.2,0.1724137931034483,0.3684210526315789,0.36363636363636365,0.55,0.3380952380952381,0.25,0.4666666666666667,0.3652173913043478,0.2647058823529412,0.5,0.2761904761904762,,0.10526315789473684,0.16,0.3,0.024390243902439025,,17.884130982367758,0.4444444444444444,0.08444444444444445,0.03474903474903475,0.06756756756756757,0.015873015873015872,0.0802675585284281,0.031055900621118012,0.022222222222222223,0.03389830508474576,0.045454545454545456,0.02,,0.08450704225352113,0.04081632653061224,0.10476190476190476,0.0625,0.07692307692307693,0.015873015873015872,0.6666666666666666,0.23809523809523808,0.44,0.5238095238095238,0.45454545454545453,0.09523809523809523,0.1,0.14285714285714285,,0.3904761904761905,0.3902439024390244,0.4,0.625,0.06666666666666667,,,,0.20952380952380953,0.22727272727272727,0.22727272727272727,1.0,0.3125,0.6,,0.3125,,0.26666666666666666,0.625,0.1,0.23333333333333334,0.2857142857142857,0.5142857142857142,0.22727272727272727,0.48321298076923075,0.4978208333333334,0.45967586206896555,0.07079646017699115,0.08433734939759036,0.03333333333333333,0.10714285714285714,0.40476190476190477,11.556578947368424,25.089655172413792,0.3037037037037037,,,,4.0,,,2.0,3.0,1.0,,,,2.0,,,,,,,,,,,,,1.0,False,
101232,1610612762,Roger Powell,Roger Powell,101232,UTA,798.0,13,-10.0,25,23,19,23,5,48,,2.0,,1.0,,2.0,,,,,,,,,1.0,,,,1.0,,2.0,,1.0,2.0,2.0,34,,1.0,,,2.0,2.0,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,2.0,,,,3.0,3.0,,,,,,,,3.0,,,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,,2.0,,,1.0,,,,,,,,,19,,,,,,,,,,,,,,,,0.25,0.5,,0.3333333333333333,,,,,,,21.21212121212121,,,0.2222222222222222,,0.2,,0.21428571428571427,0.3333333333333333,,0.25,0.2,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,0.3333333333333333,,,,1.0,,,,,0.6666666666666666,,,0.3333333333333333,,1.0,,0.5004666666666666,0.5687,0.5004666666666666,0.25,0.3333333333333333,,1.0,,,24.2,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
200758,1610612762,Ronnie Brewer,Ronnie Brewer,200758,UTA,36582.0,610,-57.0,1192,1198,425,395,161,2390,69.0,100.0,14.0,21.0,24.0,37.0,2.0,13.0,17.0,48.0,,4.0,1.0,,5.0,,,,3.0,88.0,161.0,,9.0,51.0,227.0,1288,15.0,27.0,,,10.0,40.0,28.0,60.0,,4.0,22.0,78.0,134.0,42.0,,,1.0,4.0,,15.0,,20.0,3.0,23.0,3.0,,7.0,2.0,11.0,49.0,6.0,27.0,10.0,22.0,32.0,33.0,65.0,2.0,32.0,26.0,6.0,9.0,1.0,7.0,12.0,,2.0,5.0,21.0,2.0,7.0,26.0,40.0,,57.0,7.0,78.0,8.0,,38.0,,5.0,6.0,2.0,1.0,6.0,4.0,78.0,425,3.0,4.0,0.7613636363636364,0.8589743589743589,,,,,,0.546583850931677,0.5555555555555556,0.4666666666666667,0.5176470588235295,0.5555555555555556,0.4375,0.5536585365853659,0.5882352941176471,0.4875,0.052941176470588235,,0.09316770186335403,0.12,0.23076923076923078,,,16.351744186046513,0.42857142857142855,0.056555269922879174,0.06206896551724138,0.09174311926605505,0.06666666666666667,0.0642570281124498,0.06285714285714286,0.0784313725490196,0.07446808510638298,0.0425531914893617,0.075,,0.0546875,0.021505376344086023,0.07738095238095238,0.10975609756097561,0.037037037037037035,0.03225806451612903,0.6666666666666666,0.5882352941176471,0.69,0.7840909090909091,0.6956521739130435,0.07647058823529412,0.15384615384615385,0.2,1.0,0.2823529411764706,0.3541666666666667,0.3541666666666667,1.0,0.023529411764705882,,,,0.029411764705882353,,,,0.7777777777777778,0.6666666666666666,0.2857142857142857,,,0.578125,0.6486486486486487,0.015625,0.046875,,0.6411764705882353,,0.534733630952381,0.5396565217391304,0.5185032258064515,0.19,0.19895287958115182,,0.1762114537444934,0.3436123348017621,6.611180124223603,27.6,0.3565436241610738,,,,20.0,,,,1.0,,,,,1.0,1.0,,,,,,,3.0,,,,,1.0,False,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,124186.0,2070,-26.0,3994,4009,1164,1285,520,8003,114.0,207.0,23.0,46.0,32.0,58.0,56.0,141.0,112.0,228.0,6.0,13.0,7.0,100.0,252.0,11.0,32.0,42.0,102.0,282.0,576.0,106.0,265.0,219.0,1101.0,4447,36.0,80.0,11.0,33.0,35.0,140.0,72.0,150.0,45.0,109.0,87.0,366.0,384.0,180.0,309.0,9.0,,252.0,100.0,32.0,,90.0,28.0,118.0,23.0,5.0,41.0,7.0,42.0,264.0,23.0,85.0,82.0,218.0,327.0,122.0,449.0,14.0,28.0,22.0,6.0,44.0,10.0,27.0,64.0,2.0,17.0,19.0,108.0,14.0,32.0,118.0,205.0,19.0,220.0,24.0,290.0,20.0,11.0,116.0,5.0,26.0,31.0,19.0,9.0,31.0,18.0,366.0,1164,24.0,26.0,0.6808510638297872,0.732824427480916,0.9716981132075472,0.4,0.3333333333333333,0.41284403669724773,0.4,0.4895833333333333,0.45,0.48,0.5243757431629013,0.4646017699115044,0.5386100386100386,0.5640495867768595,0.5185185185185185,0.5857605177993528,0.3151010701545779,,0.05555555555555555,0.12077294685990338,0.04964539007092199,,,23.42695406052689,0.4074074074074074,0.16808018504240554,0.0619533527696793,0.17634408602150536,0.06182795698924731,0.170261066969353,0.06192660550458716,0.06147540983606557,0.036065573770491806,0.07599309153713299,0.05211726384364821,0.1076923076923077,0.1548974943052392,0.18181818181818182,0.1702127659574468,0.17507418397626112,0.1796875,0.03357314148681055,0.5806451612903226,0.24613555291319858,0.5507246376811594,0.6263736263736264,0.6754385964912281,0.16765755053507728,0.3971631205673759,0.417910447761194,0.5178571428571429,0.27110582639714625,0.49122807017543857,0.49122807017543857,0.7678571428571429,0.015457788347205707,0.46153846153846156,0.46153846153846156,1.0,0.29964328180737215,0.3968253968253968,0.3968253968253968,0.97,0.40707964601769914,0.5,0.21739130434782608,0.2831858407079646,0.34375,0.22393822393822393,0.5517241379310345,0.02702702702702703,0.3938223938223938,0.4117647058823529,0.5612366230677764,0.3968253968253968,0.48609583828775255,0.5136078947368421,0.48274401544401546,0.12845010615711253,0.17261904761904762,0.018518518518518517,0.1271571298819255,0.33242506811989103,9.780555555555555,24.949056603773574,0.2914371557336004,,1.0,3.0,40.0,14.0,27.0,2.0,19.0,16.0,,,2.0,4.0,4.0,,0.19148936170212766,0.09333333333333334,0.008849557522123894,,0.42857142857142855,3.0,,1.0,1.0,,2.0,False,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,70716.0,1179,125.0,2281,2286,1001,1090,377,4567,96.0,144.0,22.0,30.0,47.0,66.0,21.0,61.0,60.0,138.0,6.0,20.0,14.0,3.0,9.0,,,2.0,7.0,177.0,343.0,9.0,29.0,139.0,520.0,2505,31.0,57.0,2.0,4.0,17.0,85.0,74.0,136.0,8.0,21.0,75.0,247.0,292.0,62.0,27.0,,1.0,8.0,3.0,22.0,,53.0,8.0,61.0,7.0,1.0,25.0,11.0,17.0,130.0,17.0,50.0,35.0,91.0,146.0,69.0,215.0,4.0,29.0,16.0,13.0,36.0,4.0,21.0,31.0,3.0,15.0,6.0,67.0,10.0,29.0,64.0,149.0,12.0,153.0,14.0,182.0,13.0,4.0,63.0,,33.0,4.0,,3.0,5.0,5.0,247.0,1001,34.0,29.0,0.8248587570621468,0.8902439024390244,1.0,0.3103448275862069,0.5,0.38095238095238093,0.32142857142857145,0.5160349854227405,0.543859649122807,0.5441176470588235,0.5120967741935484,0.5573770491803278,0.5477707006369427,0.5681318681318681,0.5902777777777778,0.6004901960784313,0.07795698924731183,,0.0641399416909621,0.10416666666666667,0.09836065573770492,0.007246376811594203,,19.210914454277287,0.5373134328358209,0.1426332288401254,0.061274509803921566,0.11705685618729098,0.08173076923076923,0.1344717182497332,0.0654296875,0.06028368794326241,0.07653061224489796,0.05325443786982249,0.0963855421686747,0.023809523809523808,0.09947643979057591,0.125,0.1827956989247312,0.13333333333333333,0.07865168539325842,0.024539877300613498,1.0,0.3870967741935484,0.6666666666666666,0.7441860465116279,0.7604166666666666,0.1639784946236559,0.3442622950819672,0.38181818181818183,0.8095238095238095,0.3709677419354839,0.43478260869565216,0.43795620437956206,0.9333333333333333,0.053763440860215055,0.3,0.3,1.0,0.024193548387096774,0.3333333333333333,0.3333333333333333,1.0,0.4918032786885246,0.7333333333333333,0.4090909090909091,,,0.42038216560509556,0.7121212121212122,0.08917197452229299,0.044585987261146494,0.2857142857142857,0.4650537634408602,0.375,0.48262229729729716,0.49069313725490205,0.4956246794871794,0.14928909952606634,0.16030534351145037,,0.16346153846153846,0.475,8.852769679300291,26.168965517241375,0.4388426128890837,2.0,4.0,6.0,26.0,2.0,20.0,1.0,11.0,5.0,1.0,,,3.0,2.0,,0.1834862385321101,0.020202020202020204,0.06557377049180328,0.5,0.42857142857142855,1.0,1.0,,,1.0,,False,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,101500.0,1692,16.0,3244,3253,940,1036,398,6497,122.0,174.0,26.0,39.0,39.0,52.0,5.0,30.0,27.0,84.0,4.0,17.0,7.0,10.0,44.0,,3.0,3.0,14.0,154.0,288.0,14.0,61.0,133.0,483.0,3523,29.0,47.0,,3.0,18.0,76.0,47.0,75.0,6.0,21.0,58.0,170.0,226.0,82.0,36.0,6.0,,44.0,10.0,14.0,,141.0,20.0,161.0,18.0,2.0,88.0,13.0,40.0,342.0,14.0,56.0,44.0,129.0,188.0,73.0,261.0,12.0,61.0,31.0,30.0,69.0,17.0,53.0,47.0,5.0,16.0,13.0,116.0,13.0,24.0,78.0,144.0,6.0,161.0,14.0,183.0,11.0,2.0,79.0,,18.0,122.0,85.0,32.0,123.0,80.0,170.0,940,23.0,14.0,0.7337662337662337,0.837037037037037,0.8571428571428571,0.22950819672131148,,0.2857142857142857,0.22950819672131148,0.5347222222222222,0.6170212765957447,0.6266666666666667,0.501432664756447,0.58,0.5833333333333334,0.5528735632183908,0.6333333333333333,0.65625,0.17478510028653296,,0.04861111111111111,0.06896551724137931,0.06666666666666667,,,14.77792732166891,0.5948275862068966,0.11590296495956873,0.050359712230215826,0.1134020618556701,0.046511627906976744,0.11525649566955364,0.04953998584571833,0.05970149253731343,0.053497942386831275,0.04068522483940043,0.04526748971193416,0.05172413793103448,0.08900523560209424,0.10921501706484642,0.14383561643835616,0.099644128113879,0.14953271028037382,0.0736196319018405,0.6504065040650406,0.498567335243553,0.7011494252873564,0.7530864197530864,0.6967213114754098,0.08595988538681948,0.16666666666666666,0.17857142857142858,0.8,0.24068767908309455,0.32142857142857145,0.32142857142857145,0.8888888888888888,0.04871060171919771,0.23529411764705882,0.23529411764705882,1.0,0.12607449856733524,0.22727272727272727,0.22727272727272727,0.8,0.78,0.6666666666666666,0.23076923076923078,0.06,,0.5416666666666666,0.75,0.07291666666666667,0.14583333333333334,0.21428571428571427,0.673352435530086,0.22727272727272727,0.5140124641833811,0.5517877777777779,0.5088697916666667,0.18944844124700239,0.22191011235955055,,0.15734989648033126,0.35196687370600416,6.545138888888889,24.578688524590167,0.28976572133168926,,,3.0,38.0,3.0,15.0,1.0,4.0,12.0,1.0,,,2.0,,,0.13761467889908258,0.022900763358778626,,,0.42857142857142855,5.0,,,,1.0,5.0,False,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,121321.0,2022,81.0,3941,3935,1277,1396,496,7876,316.0,452.0,74.0,106.0,102.0,132.0,110.0,238.0,95.0,245.0,,,,,,,,,,521.0,935.0,,,211.0,1253.0,4268,89.0,148.0,,,34.0,212.0,162.0,264.0,,,75.0,399.0,732.0,310.0,,,,,,74.0,,147.0,22.0,169.0,16.0,6.0,82.0,14.0,51.0,360.0,39.0,125.0,105.0,324.0,508.0,182.0,690.0,19.0,56.0,25.0,31.0,73.0,10.0,37.0,83.0,6.0,36.0,13.0,156.0,13.0,50.0,75.0,180.0,32.0,226.0,5.0,299.0,42.0,,148.0,,23.0,19.0,10.0,6.0,19.0,14.0,399.0,1277,28.0,21.0,0.7024952015355086,0.7939262472885033,,,,,,0.5572192513368984,0.6013513513513513,0.6136363636363636,0.5572192513368984,0.6013513513513513,0.6136363636363636,0.5888157894736842,0.6272189349112426,0.6414790996784566,,,0.07914438502673797,0.1172566371681416,0.07563025210084033,0.012244897959183673,,27.062999112688555,0.46794871794871795,0.24770642201834864,0.09300595238095238,0.22105263157894736,0.11271676300578035,0.2406057206954571,0.0970414201183432,0.1388888888888889,0.07357859531772576,0.0658578856152513,0.11636363636363636,0.09859154929577464,0.22916666666666666,0.27485380116959063,0.24531835205992508,0.22514619883040934,0.21052631578947367,0.05621301775147929,0.7368421052631579,0.4834224598930481,0.6991150442477876,0.7919799498746867,0.689873417721519,0.2545454545454545,0.46218487394957986,0.5,0.6636363636363637,0.2620320855614973,0.3877551020408163,0.3925619834710744,0.7894736842105263,,,,,,,,,0.7162162162162162,0.6981132075471698,0.24324324324324326,,,0.5,0.7727272727272727,,,,0.4834224598930481,,0.48700096256684494,0.5109429824561403,0.48655757575757574,0.14217098943323728,0.14217098943323728,,0.16919393455706305,0.31843575418994413,6.946096256684491,,0.32402943415376806,,,,120.0,18.0,79.0,2.0,22.0,10.0,,,,9.0,4.0,,0.541095890410959,0.10843373493975904,,,,3.0,,,,,,False,
