EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,Fouls,PenaltyOffPossExcludingTakeFouls,Usage,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyArc3FGM,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BadPassTurnovers,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,PenaltyArc3Accuracy,FTOffRebounds,Offensive Fouls Drawn,OffFTReboundPct,PtsPutbacks,HeaveAttempts,ShortMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffShortMidRangeReboundPct,SelfORebPct,PtsUnassisted3s,StepOutOfBoundsTurnovers,Technical Free Throw Trips,on,ShortMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Blocked3s,BlockedCorner3,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,3pt And 1 Free Throw Trips
101125,1610612743,Julius Hodge,Julius Hodge,101125,DEN,608.0,10,6,20,21,1,1.0,3,41,15,7.0,7.0,7.0,14.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.3478260869565215,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,2886.0,48,-21,99,100,44,50.0,12,199,107,,1.0,,3.0,,,,4.0,2.0,5.0,5.0,44,29.357798165137613,0.4444444444444444,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,10.0,1.0,3.0,1.0,2.0,1.0,5.0,2.0,1.0,8.0,17.0,2.0,8.0,3.0,25.0,2.0,2.0,2.0,1.0,5.0,2.0,6.0,1.0,3.0,2.0,9.0,14.0,2.0,6.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,6.0,6.0,1.0,1.0,3.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,0.875,0.875,1.0,0.25,0.3333333333333333,0.25,0.47058823529411764,1.0,0.3333333333333333,0.44,0.5,0.3888888888888889,0.46296296296296297,0.5,0.4090909090909091,0.32,0.2,0.2,0.07407407407407407,0.23076923076923078,0.125,0.1,0.09090909090909091,0.14285714285714285,0.3333333333333333,1.0,0.16,1.0,1.0,1.0,0.12,0.6666666666666666,0.6666666666666666,0.5,0.4,0.2,0.2,1.0,0.12,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2,0.2,1.0,0.5,1.0,1.0,0.5,0.2222222222222222,1.0,0.2222222222222222,0.5,0.1111111111111111,0.48,0.2,0.474382,0.5968833333333333,0.5128222222222223,0.07692307692307693,0.1111111111111111,0.2,0.36,12.676470588235293,25.887500000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,5907.0,98,-23,201,202,78,73.0,23,403,213,5.0,10.0,4.0,25.0,4.0,2.0,2.0,4.0,,5.0,9.0,78,16.0,0.3880597014925373,6.0,8.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,,2.0,1.0,8.0,1.0,2.0,9.0,14.0,2.0,12.0,8.0,32.0,2.0,3.0,1.0,2.0,6.0,3.0,4.0,1.0,4.0,5.0,14.0,10.0,8.0,6.0,8.0,1.0,5.0,3.0,1.0,4.0,,5.0,11.0,1.0,,2.0,3.0,10.0,11.0,1.0,5.0,1.0,,,,,14.0,2.0,1.0,0.5555555555555556,0.5555555555555556,1.0,0.16666666666666666,0.25,0.16666666666666666,0.6428571428571429,0.6666666666666666,0.75,0.46153846153846156,0.5,0.5625,0.5161290322580645,0.6,0.7,0.46153846153846156,0.2,,0.057971014492753624,0.05263157894736842,0.056818181818181816,0.038461538461538464,0.07692307692307693,,0.25,,0.3076923076923077,0.75,0.8571428571428571,0.8333333333333334,0.11538461538461539,0.6666666666666666,0.6666666666666666,,0.11538461538461539,0.3333333333333333,0.3333333333333333,,0.15384615384615385,0.25,0.25,1.0,0.3076923076923077,0.125,0.125,1.0,0.5,1.0,0.5,0.25,0.25,1.0,0.25,,0.25,0.7692307692307693,0.125,0.5415153846153846,0.529,0.53180625,0.16666666666666666,0.2777777777777778,0.1875,0.4375,5.1,24.875,1.0,1.0,2.0,1.0,2.0,4.0,6.0,1.0,1.0,4.0,1.0,0.07142857142857142,0.125,0.08888888888888889,0.058823529411764705,0.0759493670886076,0.2,0.047619047619047616,0.043478260869565216,0.09090909090909091,0.058823529411764705,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,5254.0,88,-6,182,179,72,63.0,24,361,184,2.0,3.0,2.0,7.0,5.0,4.0,1.0,3.0,2.0,7.0,5.0,72,25.48076923076923,0.3956043956043956,7.0,10.0,,1.0,3.0,5.0,1.0,3.0,3.0,10.0,3.0,7.0,1.0,2.0,3.0,14.0,,5.0,11.0,23.0,6.0,21.0,3.0,43.0,,2.0,,,,5.0,12.0,2.0,7.0,1.0,17.0,14.0,8.0,18.0,14.0,3.0,1.0,,5.0,5.0,,10.0,12.0,4.0,2.0,2.0,2.0,4.0,5.0,1.0,3.0,,1.0,1.0,1.0,,17.0,1.0,,0.6363636363636364,0.6363636363636364,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.4782608695652174,,0.4166666666666667,0.45454545454545453,,0.42105263157894735,0.4673913043478261,,0.425,0.4772727272727273,0.5714285714285714,,0.08771929824561403,0.22727272727272727,0.12658227848101267,0.09523809523809523,0.13333333333333333,0.25,0.16666666666666666,,0.22727272727272727,0.7,0.7777777777777778,0.5714285714285714,0.06818181818181818,0.3333333333333333,0.3333333333333333,1.0,0.22727272727272727,0.3,0.3,0.6666666666666666,0.1590909090909091,0.42857142857142855,0.42857142857142855,1.0,0.3181818181818182,0.21428571428571427,0.21428571428571427,1.0,0.5,,,,0.2631578947368421,0.6,0.10526315789473684,0.5,0.2631578947368421,0.7045454545454546,0.21428571428571427,0.5180874999999999,0.5173,0.4743368421052631,0.06521739130434782,0.12,,0.3953488372093023,8.98695652173913,24.695238095238096,1.0,1.0,1.0,,,1.0,2.0,2.0,,1.0,,0.043478260869565216,0.1,0.021739130434782608,,0.012658227848101266,,0.047619047619047616,,,0.047619047619047616,0.2,1.0,1.0,0.07692307692307693,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2441,1610612743,Jamal Sampson,Jamal Sampson,2441,DEN,7467.0,124,-12,253,250,95,86.0,31,503,260,5.0,5.0,2.0,10.0,2.0,2.0,,5.0,,10.0,17.0,95,10.87719298245614,0.37549407114624506,9.0,13.0,3.0,5.0,2.0,4.0,,,,,,,,,,1.0,,,9.0,13.0,,1.0,6.0,24.0,3.0,5.0,,1.0,7.0,2.0,4.0,,,3.0,7.0,14.0,4.0,,,,,,3.0,24.0,6.0,33.0,48.0,5.0,2.0,3.0,,10.0,14.0,,7.0,,7.0,5.0,7.0,5.0,7.0,1.0,,0.7777777777777778,1.0,,,,,0.6923076923076923,0.6,0.5,0.6428571428571429,0.6,0.5,0.5714285714285714,0.5833333333333334,0.4375,0.07142857142857142,0.5,0.5454545454545454,0.27586206896551724,0.10344827586206896,0.23275862068965517,0.25806451612903225,0.20689655172413793,0.15,,0.7142857142857143,0.9285714285714286,0.6923076923076923,0.9,0.7777777777777778,,,,,,,,,,,,,0.07142857142857142,,,,1.0,0.6,0.3333333333333333,,1.0,0.5,,,,1.0,,0.5445461538461538,0.5457,0.57315,0.3333333333333333,0.35,0.2916666666666667,0.2916666666666667,0.46153846153846156,75.8,,3.0,,2.0,3.0,12.0,15.0,3.0,3.0,10.0,2.0,0.23076923076923078,0.23076923076923078,0.2033898305084746,0.06666666666666667,0.14423076923076922,0.2631578947368421,0.14285714285714285,0.0625,0.07692307692307693,0.37037037037037035,,,,,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.25,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,1240.0,21,-9,42,42,28,28.0,4,84,52,,1.0,,3.0,,,,,,,2.0,28,20.0,0.6666666666666666,2.0,2.0,,,1.0,1.0,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,2.0,3.0,2.0,4.0,3.0,13.0,,,,,,1.0,2.0,2.0,2.0,3.0,11.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,2.0,4.0,,1.0,1.0,,,,,11.0,,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.6666666666666666,,0.5,0.7142857142857143,,1.0,0.7222222222222222,,0.9166666666666666,0.5714285714285714,,,,,,,,,,,0.2857142857142857,1.0,1.0,0.5,,,,,0.14285714285714285,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,1.0,1.0,,,,,,0.25,1.0,0.25,1.0,0.25,0.8571428571428571,1.0,0.5563571428571429,,0.5035375,0.125,0.25,,0.8461538461538461,6.2,23.6,1.0,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,3062.0,51,8,101,100,16,12.0,9,201,98,3.0,4.0,1.0,9.0,1.0,1.0,,,,1.0,3.0,16,15.178571428571427,0.15841584158415842,3.0,6.0,,1.0,1.0,2.0,,1.0,4.0,8.0,1.0,1.0,,,,,,,7.0,15.0,1.0,1.0,,17.0,,1.0,,,,1.0,3.0,,,,2.0,12.0,2.0,3.0,,,1.0,,1.0,10.0,1.0,12.0,13.0,1.0,1.0,,,1.0,,,,,,,,,2.0,1.0,,0.8571428571428571,0.8571428571428571,1.0,1.0,,1.0,0.4666666666666667,,0.3333333333333333,0.53125,,0.3333333333333333,0.53125,,0.3333333333333333,0.0625,1.0,0.25,0.29411764705882354,0.125,0.2619047619047619,0.5833333333333334,0.1875,0.2,,,0.375,0.5,0.6,0.6666666666666666,0.0625,,,,0.5,0.5,0.5,1.0,0.0625,1.0,1.0,1.0,,,,,1.0,,,,0.6666666666666666,0.5,,,,0.4375,,0.48475625,0.4484,0.4219333333333333,,,,0.11764705882352941,10.133333333333333,24.1,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,0.06666666666666667,0.16666666666666666,0.04,,0.02702702702702703,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,0.2,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
947,1610612743,Allen Iverson,Allen Iverson,947,DEN,2769.0,46,6,92,90,22,14.0,8,182,93,5.0,8.0,3.0,19.0,2.0,2.0,,4.0,,8.0,5.0,22,34.95145631067961,0.2391304347826087,7.0,10.0,,1.0,,,2.0,5.0,3.0,5.0,,1.0,,,1.0,3.0,,1.0,12.0,20.0,1.0,4.0,5.0,32.0,,1.0,,,,1.0,3.0,,1.0,,2.0,4.0,20.0,3.0,3.0,1.0,3.0,,,1.0,,1.0,1.0,4.0,1.0,3.0,2.0,8.0,9.0,,4.0,,,,,,2.0,,,0.16666666666666666,0.16666666666666666,1.0,0.25,,0.25,0.6,,0.3333333333333333,0.5625,,0.25,0.5535714285714286,,0.25,0.16666666666666666,0.5,,0.029411764705882353,,0.025,,0.07692307692307693,,,,0.4166666666666667,0.7,0.7777777777777778,0.14285714285714285,0.20833333333333334,0.4,0.4,,0.20833333333333334,0.6,0.6,0.3333333333333333,0.041666666666666664,,,,0.125,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,0.25,0.5833333333333334,0.3333333333333333,0.509725,0.5481,0.44545,0.14285714285714285,0.16666666666666666,,0.0625,6.475,25.45,,1.0,3.0,2.0,,,,3.0,,1.0,,0.05,0.1,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,1133.0,19,5,41,39,15,15.0,8,80,35,3.0,6.0,3.0,15.0,,,,,,3.0,,15,12.244897959183673,0.36585365853658536,,,,,,,,,1.0,2.0,,,,,,1.0,1.0,1.0,1.0,2.0,,1.0,,2.0,,,1.0,,,,,,1.0,,,2.0,,,1.0,,3.0,3.0,,,,,,3.0,2.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,0.3333333333333333,,,,,,,1.0,,,,,1.0,0.3333333333333333,,0.4593833333333333,0.52965,0.52965,,,,,21.1,25.8,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2501,1610612743,Reggie Evans,Reggie Evans,2501,DEN,2382.0,40,-8,79,75,36,35.0,13,154,79,,1.0,,3.0,1.0,1.0,,1.0,,5.0,5.0,36,21.73913043478261,0.45569620253164556,5.0,7.0,1.0,2.0,2.0,4.0,,2.0,,,,,,,,,,,5.0,9.0,,,7.0,17.0,1.0,3.0,,,2.0,2.0,6.0,,,1.0,5.0,4.0,6.0,,,,1.0,1.0,1.0,12.0,1.0,14.0,19.0,4.0,3.0,2.0,,8.0,12.0,,6.0,,1.0,1.0,1.0,,5.0,1.0,,0.4,0.5,,,,,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.5666666666666667,0.3333333333333333,0.35714285714285715,,0.8,0.3333333333333333,0.375,0.08333333333333333,0.29545454545454547,0.3333333333333333,0.3,0.14285714285714285,,,0.7777777777777778,0.7142857142857143,0.7142857142857143,0.4,0.2222222222222222,,,,,,,,,,,,,,,,0.6666666666666666,0.5,,,0.6666666666666666,0.5,,,,0.7777777777777778,,0.4704666666666666,0.5054666666666666,0.4935333333333333,0.4,0.4,0.11764705882352941,0.29411764705882354,3.811111111111112,,,,,,,4.0,5.0,1.0,1.0,2.0,,,,0.19047619047619047,,0.1,0.16666666666666666,0.2,,,0.46153846153846156,,1.0,2.0,0.1111111111111111,2.0,,,,,,2.0,,,1.0,,0.2,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
