EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsAssisted2s,AtRimAssists,ShortMidRangeAssists,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,Travels,Loose Ball Fouls,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,BadPassSteals,PenaltyTurnovers,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,OffAtRimReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,ShortMidRangePctAssisted,OffArc3ReboundPct,SelfOReb,DefAtRimReboundPct,SelfORebPct,BadPassOutOfBoundsTurnovers,BlockedLongMidRange,PtsUnassisted3s,Corner3Assists,Technical Free Throw Trips,Loose Ball Fouls Drawn,on,SecondChanceCorner3FGA,PenaltyCorner3FGA,Fg3aBlocked,ThreePtShootingFoulsDrawn,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,HeaveMakes,HeaveAttempts,3pt And 1 Free Throw Trips,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Arc3PctBlocked,Clear Path Fouls
101108,1610612740,Chris Paul,Chris Paul,101108,NOK,983.0,16,6.0,29,29,3.0,5,5,58,2.0,4.0,1.0,3.0,4.0,1.0,2.0,2.0,5.0,9,2.0,2.0,2.0,18,40,1.0,2.0,2.0,10.0,6.0,2.0,2.0,1.0,4.0,1.0,5.0,1.0,4.0,11.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.5,0.7272727272727273,0.5,0.75,0.5,0.18181818181818182,0.1111111111111111,0.25,37.142857142857146,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,1.0,0.36363636363636365,0.5,0.6666666666666666,0.36363636363636365,0.75,0.75,0.09090909090909091,0.18181818181818182,1.0,1.0,1.0,0.5,0.5454545454545454,1.0,0.5462227272727272,0.5609,0.25,0.3,0.1111111111111111,5.2555555555555555,25.200000000000003,0.10344827586206896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,1610612740,Bobby Jackson,Bobby Jackson,1517,NOK,2092.0,35,-20.0,64,63,,3,4,127,,1.0,,2.0,2.0,5.0,2.0,7.0,4.0,8,2.0,7.0,2.0,16,89,,,,6.0,6.0,7.0,2.0,,5.0,3.0,8.0,3.0,2.0,19.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,7.0,,,1.0,1.0,2.0,,1.0,,,,1.0,0.2857142857142857,0.2857142857142857,0.5,,0.4666666666666667,,0.5,,0.4666666666666667,,,33.333333333333336,0.42857142857142855,0.06666666666666667,0.1111111111111111,0.08333333333333333,,,0.06666666666666667,,,0.13333333333333333,1.0,1.0,0.3333333333333333,0.4666666666666667,0.2857142857142857,0.2857142857142857,1.0,,0.5333333333333333,0.2857142857142857,0.4849766666666666,,0.0625,0.1111111111111111,,14.3625,25.657142857142855,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,0.25,0.25,0.16666666666666666,0.16666666666666666,0.4,0.4,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
200756,1610612740,Hilton Armstrong,Hilton Armstrong,200756,NOK,3612.0,60,-18.0,115,116,16.0,45,11,231,7.0,7.0,1.0,1.0,4.0,6.0,,,10.0,17,,,4.0,24,135,2.0,3.0,4.0,10.0,,,,,1.0,,1.0,,,2.0,5.0,1.0,8.0,12.0,,,1.0,,4.0,1.0,2.0,6.0,5.0,6.0,2.0,4.0,4.0,16.0,2.0,,,,0.5882352941176471,0.6666666666666666,0.5882352941176471,0.6666666666666666,0.631578947368421,0.6666666666666666,,,,18.11023622047244,0.25,0.047619047619047616,0.23809523809523808,0.14285714285714285,,0.16666666666666666,0.4117647058823529,1.0,1.0,0.23529411764705882,0.25,0.25,0.35294117647058826,,,,,0.3333333333333333,0.4117647058823529,,0.46540588235294117,0.428,0.21052631578947367,0.21052631578947367,0.16666666666666666,8.552941176470586,,0.1391304347826087,2.0,,,10.0,1.0,,1.0,3.0,,,2.0,0.5,0.625,0.125,0.26666666666666666,0.3333333333333333,0.3333333333333333,,,2.0,2.0,1.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.06060606060606061,0.1111111111111111,0.07142857142857142,0.125,0.05,0.5,0.7142857142857143,0.6666666666666666,1.0,1.0,0.5047666666666667,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
200790,1610612740,Marcus Vinicius,Marcus Vinicius,200790,NOK,6201.0,103,-33.0,197,197,31.0,66,22,394,4.0,5.0,3.0,,1.0,2.0,2.0,5.0,4.0,8,3.0,7.0,5.0,22,235,3.0,3.0,11.0,2.0,9.0,5.0,2.0,,3.0,2.0,5.0,2.0,1.0,12.0,3.0,5.0,9.0,11.0,2.0,,3.0,1.0,6.0,1.0,4.0,10.0,8.0,7.0,1.0,3.0,11.0,31.0,2.0,1.0,0.42857142857142855,0.42857142857142855,0.5,1.0,0.5666666666666667,1.125,0.6111111111111112,1.1,0.4666666666666667,,,10.909090909090908,0.5,0.10638297872340426,0.0967741935483871,0.10256410256410256,0.15789473684210525,0.2222222222222222,0.3333333333333333,0.8,0.8,0.06666666666666667,,,0.13333333333333333,0.3333333333333333,0.4,0.4,1.0,0.75,0.8,0.4,0.49643666666666675,0.5067125,0.17647058823529413,0.3,0.5,5.8375,24.657142857142855,0.15736040609137056,,1.0,1.0,6.0,1.0,1.0,2.0,3.0,,,2.0,0.75,1.0,0.14285714285714285,0.045454545454545456,,,,0.3333333333333333,2.0,2.0,3.0,2.0,2.0,9.0,2.0,,2.0,,1.0,2.0,1.0,,2.0,1.0,,1.0,,1.0,1.1666666666666667,1.125,0.2,,0.03225806451612903,,0.024691358024691357,0.08333333333333333,,,0.75,0.6666666666666666,1.0,1.0,0.5837833333333333,0.4090909090909091,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05555555555555555,1.0,0.13333333333333333,0.5,0.5,1.0,0.5,1.0,1.0,0.25,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,1610612740,Linton Johnson,Linton Johnson,2669,NOK,1784.0,30,-14.0,56,57,12.0,33,7,113,,,,,,4.0,,,2.0,4,,1.0,2.0,6,68,,,1.0,,,,,,,,,,,,1.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,,1.0,3.0,3.0,4.0,,1.0,1.0,12.0,,,,,0.5,,0.4,,0.42857142857142855,0.5,0.2,,,14.516129032258064,0.5,0.2222222222222222,0.1,0.15789473684210525,0.16666666666666666,,,,,,,,0.8,,,,,,0.2,,0.39144999999999996,,0.16666666666666666,0.2,0.16666666666666666,17.15,24.2,0.21428571428571427,2.0,,,4.0,,,,1.0,,,1.0,1.0,1.0,1.0,0.125,0.5,0.5,1.0,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,0.05555555555555555,,0.05,,0.08333333333333333,,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,0.2,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,1610612740,Marc Jackson,Marc Jackson,1531,NOK,1992.0,33,-9.0,64,63,3.0,5,6,127,2.0,2.0,,1.0,1.0,5.0,,,5.0,8,,,3.0,13,78,,,,2.0,,,,,1.0,2.0,3.0,2.0,1.0,8.0,2.0,2.0,4.0,5.0,,,2.0,1.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,,3.0,,,,,0.625,,0.625,,0.7222222222222222,,,,,17.142857142857142,0.6666666666666666,0.11764705882352941,0.2857142857142857,0.16666666666666666,0.125,,0.25,1.0,1.0,0.125,1.0,1.0,0.625,,,,,,0.25,,0.4390625,,0.2222222222222222,0.2222222222222222,,11.350000000000001,,0.046875,2.0,,,8.0,,,1.0,1.0,,,,0.8,0.8,0.2,0.5,0.4,0.4,1.0,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,0.1111111111111111,0.03571428571428571,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,1610612740,Devin Brown,Devin Brown,2484,NOK,2049.0,34,-6.0,66,65,15.0,16,8,131,4.0,8.0,2.0,1.0,1.0,1.0,2.0,4.0,6.0,10,2.0,4.0,2.0,20,84,1.0,3.0,5.0,8.0,6.0,4.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,11.0,3.0,1.0,4.0,7.0,,,,,,,2.0,2.0,2.0,2.0,,1.0,5.0,15.0,,1.0,0.5,0.5,0.6,0.3333333333333333,0.6428571428571429,0.625,0.6666666666666666,0.625,0.2857142857142857,0.2,0.25,20.0,,0.0625,0.3,0.15384615384615385,,0.25,0.5714285714285714,0.5,0.6666666666666666,0.07142857142857142,1.0,1.0,0.07142857142857142,0.2857142857142857,0.5,0.5,1.0,0.5,0.8571428571428571,0.5,0.5527464285714286,0.5242125,0.06666666666666667,0.09090909090909091,0.25,3.0,24.25,0.22727272727272727,1.0,,,4.0,3.0,,,,,,,0.3333333333333333,0.4,0.25,0.3333333333333333,1.0,1.0,1.0,,2.0,3.0,,2.0,3.0,4.0,2.0,1.0,2.0,,,3.0,,,1.0,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,0.07142857142857142,0.14285714285714285,0.08571428571428572,,0.08333333333333333,,0.25,1.0,0.6666666666666666,,0.5245500000000001,0.2,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,0.09090909090909091,,,,,,,,,0.25,1.0,,0.14285714285714285,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,1610612740,David West,David West,2561,NOK,1243.0,21,6.0,40,38,3.0,6,5,78,,2.0,1.0,2.0,3.0,5.0,,3.0,5.0,10,,3.0,,10,44,,1.0,,2.0,,3.0,,2.0,1.0,,1.0,,,2.0,1.0,2.0,3.0,6.0,1.0,1.0,,,,,,,,,,,,3.0,,,,,0.5,,0.38461538461538464,,0.38461538461538464,,0.23076923076923078,0.2,1.0,27.659574468085108,,0.2857142857142857,0.125,0.2,0.3333333333333333,0.5,0.15384615384615385,,,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.38461538461538464,0.23076923076923078,,,,0.5,0.38461538461538464,,0.4484423076923077,0.493125,,,,11.42,25.5,0.075,3.0,,,8.0,1.0,,,,,,,0.8,0.8,,,0.6,0.6,1.0,,,,,1.0,1.0,2.0,,2.0,1.0,,,3.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,0.07142857142857142,0.2857142857142857,0.14285714285714285,,,,,,,,,0.2,,,,,1.0,,,,1.0,,,,,,,,,,0.2,,,,,,,,,0.5,,0.5,0.2857142857142857,1.0,0.5,0.16666666666666666,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,1610612740,Desmond Mason,Desmond Mason,2046,NOK,485.0,8,1.0,16,16,12.0,12,3,32,1.0,4.0,3.0,,1.0,,,,1.0,5,,,,2,17,1.0,3.0,2.0,,,,,1.0,2.0,1.0,3.0,1.0,1.0,7.0,,,,,1.0,1.0,,,,,,,1.0,,,,2.0,12.0,,,,,0.2,0.3333333333333333,0.2,0.3333333333333333,0.2,0.3333333333333333,,0.2,0.25,26.31578947368421,,,,,,,0.8,0.25,0.3333333333333333,0.2,,,,,,,,1.0,0.8,,0.5182599999999999,0.5994333333333334,,,1.0,1.04,,0.75,,,,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,0.3333333333333333,0.4805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,1610612740,Tyson Chandler,Tyson Chandler,2199,NOK,707.0,12,,22,23,12.0,18,4,45,,1.0,,,1.0,,,,,2,,,3.0,3,26,,1.0,3.0,,,,,,,,,,,,1.0,1.0,3.0,3.0,,,,,1.0,,,,1.0,4.0,,,3.0,12.0,,,,,,,,,0.375,0.5,,,,19.23076923076923,,0.125,0.3333333333333333,0.18181818181818182,,1.0,0.5,,,0.5,,,,,,,,,0.5,,0.4569,0.4182,,,1.0,3.9,,0.5454545454545454,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,0.25,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
