EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,Steals,BadPassSteals,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FtPoints,SecondChanceFG2A,PenaltyFtPoints,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,SecondChanceArc3FGA,SecondChanceFG3A,PtsAssisted2s,OffTwoPtRebounds,DefThreePtRebounds,LostBallSteals,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,DefensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,FTDefRebounds,DefFTReboundPct,DefAtRimReboundPct,ShortMidRangeAssists,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceFtPoints,HeaveAttempts,SelfOReb,Loose Ball Fouls Drawn,3SecondViolations,AtRimPctBlocked,SelfORebPct,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,on,ShortMidRangePctBlocked,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,Corner3Assists,FTOffRebounds,StepOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked3s,BlockedCorner3,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,3pt And 1 Free Throw Trips
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,372.0,6,6,13,14,5,5,3,27,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,2,14,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,12.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.682425,0.682425,1.0,23.8,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,1849.0,31,1,61,60,36,32,11,121,,1,,1.0,,,4,8,1.0,17,65,1.0,4.0,1.0,9.0,8.0,,,9.0,36,0.5,0.25,0.4444444444444444,0.2,0.6071428571428571,0.5,0.1111111111111111,22.972972972972972,0.1111111111111111,,,,0.2,,,0.2222222222222222,0.3977555555555556,0.39509999999999995,0.5294117647058824,27.1,0.5901639344262295,3.0,4.0,1.0,3.0,1.0,1.0,9.0,2.0,7.0,1.0,1.0,4.0,2.0,6.0,2.0,3.0,1.0,14.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,5.0,10.0,3.0,2.0,2.0,0.125,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.1,0.08695652173913043,0.03125,0.3333333333333333,0.2857142857142857,0.4444444444444444,0.75,0.75,0.3333333333333333,0.3333333333333333,0.5,0.1111111111111111,0.2,0.30569999999999997,0.25,0.2727272727272727,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,1165.0,19,-2,38,44,16,18,9,82,1.0,2,,,,,1,2,3.0,2,41,,,2.0,,,1.0,,,16,0.5,,0.2,,0.2,,0.6,10.638297872340425,0.4,0.5,0.5,,,,,1.0,0.5646800000000001,0.494025,,26.2,0.42105263157894735,,,,,3.0,2.0,,,,3.0,,2.0,,2.0,,2.0,,4.0,,1.0,2.0,1.0,3.0,,,,,,,,,2.0,4.0,1.0,,,,,,,,0.09090909090909091,,0.11764705882352941,0.05555555555555555,,0.125,,,,,,,0.6,1.0,0.49965,,,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.09090909090909091,0.16666666666666666,0.25,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,3756.0,63,-9,132,134,62,50,17,266,6.0,7,2.0,3.0,1.0,,8,15,1.0,19,138,3.0,8.0,,6.0,2.0,,,6.0,62,0.5333333333333333,0.375,0.5,0.375,0.4523809523809524,0.3333333333333333,0.0625,17.218543046357617,0.4375,0.8571428571428571,0.8571428571428571,0.0625,0.375,0.6666666666666666,,0.5,0.49381875,0.461375,0.3157894736842105,22.8,0.4696969696969697,,2.0,2.0,6.0,,,3.0,3.0,,,,1.0,,1.0,,,1.0,2.0,2.0,13.0,14.0,6.0,20.0,1.0,,4.0,,,5.0,1.0,3.0,4.0,10.0,9.0,12.0,7.0,,,,,0.2,0.29545454545454547,0.14285714285714285,0.2545454545454545,0.0967741935483871,0.3333333333333333,0.36,0.125,,,0.375,0.3333333333333333,0.3333333333333333,,,0.60705,0.3333333333333333,0.35,9.013333333333334,,,14.0,4.0,1.0,,2.0,0.875,1.0,0.08333333333333333,0.09090909090909091,0.09090909090909091,0.1,0.8333333333333334,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.11764705882352941,0.09090909090909091,0.36363636363636365,1.0,0.6666666666666666,0.5,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,464.0,8,6,17,17,8,5,3,34,2.0,2,1.0,1.0,,,3,3,,6,15,1.0,1.0,,2.0,2.0,,,2.0,8,1.0,1.0,1.0,1.0,1.0,1.0,,25.0,0.6666666666666666,1.0,1.0,,1.0,1.0,,0.6666666666666666,0.5189333333333334,0.5946,0.3333333333333333,,0.47058823529411764,1.0,1.0,,,,,,1.0,,,,,,,,,,,,1.0,4.0,2.0,6.0,1.0,1.0,1.0,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,0.5,0.3333333333333333,,0.5,0.4,,,0.3333333333333333,1.0,1.0,,,,,,0.398,,,2.3333333333333335,,,4.0,2.0,2.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.6666666666666666,1.0,,,,1.0,2.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,0.3333333333333333,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,3292.0,55,-15,115,117,54,45,14,232,1.0,2,1.0,1.0,,,5,11,,12,123,1.0,2.0,,2.0,,,,2.0,54,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,0.5,,9.923664122137405,0.18181818181818182,0.5,0.5,,0.5,1.0,,0.18181818181818182,0.4392454545454545,0.48025,0.16666666666666666,,0.46956521739130436,,2.0,4.0,7.0,,,2.0,1.0,,,,2.0,1.0,3.0,1.0,1.0,,7.0,2.0,13.0,18.0,3.0,21.0,1.0,,,,,1.0,,,1.0,3.0,4.0,2.0,1.0,,,,,1.0,0.3170731707317073,0.16666666666666666,0.30612244897959184,0.05263157894736842,0.5,0.30434782608695654,0.18181818181818182,,,0.6363636363636364,0.5714285714285714,0.5714285714285714,,,,0.08333333333333333,0.08333333333333333,13.909090909090908,,,10.0,1.0,2.0,,1.0,1.0,1.0,0.022222222222222223,0.25,,0.2857142857142857,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,0.1,0.45454545454545453,1.0,,,,3.0,1.0,0.14285714285714285,1.0,5.0,2.0,1.0,2.0,5.0,3.0,0.125,0.6,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,3123.0,52,-18,110,112,54,45,14,222,2.0,9,,6.0,,,5,19,1.0,15,118,,9.0,1.0,5.0,10.0,4.0,2.0,5.0,54,0.2631578947368421,,0.25,,0.32608695652173914,0.19230769230769232,0.05,21.428571428571427,0.45,0.2222222222222222,0.3333333333333333,,0.6,,,0.5,0.47840000000000005,0.5145666666666666,0.3333333333333333,80.4,0.4909090909090909,2.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,,4.0,13.0,1.0,14.0,1.0,11.0,2.0,29.0,,2.0,4.0,1.0,5.0,,,4.0,,,4.0,,1.0,1.0,3.0,4.0,6.0,1.0,2.0,2.0,0.21052631578947367,0.2,,0.05,,0.0851063829787234,0.017857142857142856,,0.08695652173913043,0.25,0.4,0.4,0.25,0.2,0.25,0.05,0.1,0.5286,0.047619047619047616,0.05,7.342105263157895,,,,1.0,2.0,2.0,,,,0.022727272727272728,0.2857142857142857,,0.2857142857142857,,,,1.0,,2.0,,2.0,,,1.0,1.0,,,,,0.5,,,,,1.0,,0.13333333333333333,,,,,,,,,,,0.125,,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,2668.0,44,-4,95,95,39,35,7,190,11.0,16,4.0,5.0,1.0,1.0,16,30,6.0,38,96,6.0,10.0,6.0,18.0,14.0,,,18.0,39,0.5333333333333333,0.6,0.4861111111111111,0.46875,0.5,0.5,0.16666666666666666,40.38461538461538,0.4444444444444444,0.6875,0.7857142857142857,0.027777777777777776,0.3125,0.8,0.0625,0.6111111111111112,0.5055722222222223,0.47828125,0.47368421052631576,26.333333333333332,0.4105263157894737,2.0,3.0,3.0,11.0,5.0,5.0,3.0,3.0,3.0,5.0,2.0,3.0,,3.0,,1.0,2.0,6.0,1.0,2.0,3.0,3.0,6.0,1.0,,3.0,,,4.0,,2.0,1.0,6.0,7.0,5.0,1.0,2.0,2.0,0.06666666666666667,,0.25,0.058823529411764705,0.16666666666666666,0.07692307692307693,0.075,,0.1111111111111111,0.08333333333333333,0.6666666666666666,0.6666666666666666,0.3055555555555556,0.2727272727272727,0.2727272727272727,0.1388888888888889,0.3125,0.5078833333333334,0.027777777777777776,0.03333333333333333,7.566666666666666,2.0,2.0,18.0,2.0,1.0,,,0.5625,0.6,0.058823529411764705,0.2,,0.25,0.7272727272727273,0.4,1.0,3.0,1.0,2.0,2.0,,1.0,1.0,1.0,,1.0,,0.3333333333333333,0.2,0.2,0.18181818181818182,0.2,,,0.6,0.3333333333333333,0.05263157894736842,,,,,,,,,,,,,,,2.0,,,0.125,0.125,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.2,0.2,1.0,0.2,0.2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,2091.0,35,-10,79,77,36,15,7,156,4.0,5,3.0,4.0,,,4,6,7.0,18,80,3.0,4.0,4.0,15.0,2.0,1.0,,15.0,36,0.6666666666666666,0.75,0.6538461538461539,0.9375,0.6923076923076923,0.9375,0.5384615384615384,17.441860465116278,0.38461538461538464,0.8,0.8,,0.5,0.75,,0.9230769230769231,0.6273692307692307,0.6615875,0.8333333333333334,26.485714285714288,0.45569620253164556,,,,1.0,7.0,4.0,1.0,,,7.0,,2.0,,2.0,,2.0,,4.0,,1.0,1.0,,1.0,2.0,,,,,2.0,,2.0,4.0,6.0,3.0,1.0,1.0,,,,,1.0,0.03333333333333333,,0.030303030303030304,,,0.058823529411764705,,,,0.07692307692307693,,,0.5384615384615384,0.5,,0.07692307692307693,0.16666666666666666,3.15,,,6.0,,,1.0,,0.75,0.75,,,,,0.75,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,3.0,3.0,3.0,3.0,9.0,3.0,1.0,0.42857142857142855,0.75,0.42857142857142855,,0.42857142857142855,0.42857142857142855,1.0,0.75,0.42857142857142855,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101125,1610612743,Julius Hodge,Julius Hodge,101125,DEN,2204.0,37,-10,75,76,25,12,10,151,2.0,3,,,,,2,5,,6,86,,1.0,,2.0,2.0,3.0,1.0,2.0,25,0.4,,0.4,,0.5,0.5,,7.954545454545454,0.6,0.6666666666666666,1.0,,,,,0.6,0.4603,0.401,0.3333333333333333,,0.3333333333333333,,2.0,,,,,2.0,,2.0,,2.0,9.0,1.0,10.0,1.0,7.0,1.0,21.0,,2.0,2.0,1.0,3.0,,,1.0,,1.0,1.0,,,1.0,3.0,1.0,2.0,,1.0,1.0,0.4,,,0.07692307692307693,,0.05555555555555555,0.02631578947368421,,0.2,0.4,,,,,,,,,,,4.159999999999999,,,2.0,1.0,,2.0,,0.5,0.5,0.03571428571428571,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.14285714285714285,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,False,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
