EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,HeaveAttempts,FG3APct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,BadPassOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,OffFTReboundPct,SelfORebPct,Clear Path Fouls,Blocked3s,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,LongMidRangePctBlocked,BlockedArc3,DefensiveGoaltends,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,20897.0,348,-24,687,682,179,201,75.0,1369,37.0,52.0,10.0,11.0,7.0,11.0,5.0,26.0,14.0,26.0,56.0,104.0,42.0,154.0,733,11.0,16.0,9.0,31.0,13.0,31.0,9.0,35.0,74.0,38.0,18.0,9.0,13.0,4.0,17.0,3.0,1.0,6.0,4.0,3.0,38.0,5.0,16.0,11.0,27.0,7.0,45.0,21.0,66.0,8.0,7.0,1.0,14.0,4.0,10.0,10.0,2.0,24.0,2.0,3.0,15.0,30.0,3.0,5.0,37.0,5.0,51.0,4.0,1.0,22.0,5.0,3.0,3.0,3.0,2.0,1.0,1.0,35.0,179,2.0,3.0,0.6607142857142857,0.7872340425531915,0.5384615384615384,0.6875,0.41935483870967744,0.5384615384615384,0.6875,0.41935483870967744,0.6023622047244095,0.7380952380952381,0.47297297297297297,0.08653846153846154,0.15384615384615385,0.038461538461538464,19.534282018111252,0.5833333333333334,0.3181818181818182,0.12385321100917432,0.06751054852320675,0.1506849315068493,0.09803921568627451,0.13058419243986255,0.07291666666666667,0.09722222222222222,0.01694915254237288,0.07547169811320754,0.047619047619047616,0.3333333333333333,0.16470588235294117,0.06,0.12048192771084337,0.12,0.21739130434782608,0.6666666666666666,0.5,0.7115384615384616,0.8409090909090909,0.6216216216216216,0.25,0.19230769230769232,0.2,0.6,0.25,0.5384615384615384,0.5384615384615384,0.7857142857142857,0.6875,0.9090909090909091,0.1,0.3548387096774194,0.6363636363636364,0.5,0.4687096153846154,0.4928230769230769,0.4379903225806451,0.18032786885245902,0.18032786885245902,0.2012987012987013,0.22727272727272727,7.167307692307692,0.26055312954876275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
101160,1610612763,Lawrence Roberts,Lawrence Roberts,101160,MEM,3970.0,66,17,128,136,64,46,14.0,264,7.0,11.0,2.0,2.0,3.0,5.0,,1.0,,2.0,7.0,14.0,5.0,19.0,133,2.0,3.0,,4.0,3.0,8.0,4.0,10.0,8.0,6.0,4.0,,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,1.0,3.0,2.0,7.0,2.0,11.0,4.0,15.0,3.0,2.0,1.0,2.0,1.0,,1.0,,2.0,,2.0,8.0,10.0,,,3.0,1.0,5.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,10.0,64,,2.0,0.5714285714285714,0.8,0.5,0.6666666666666666,0.375,0.4666666666666667,0.6666666666666666,0.3333333333333333,0.5588235294117647,0.6666666666666666,0.45454545454545453,,,,13.194444444444445,1.0,0.4,0.14285714285714285,0.06976744186046512,0.2,0.125,0.15254237288135594,0.0784313725490196,0.125,0.1,,0.14285714285714285,,0.1,0.3,0.10526315789473684,0.4,,1.0,0.7333333333333333,0.6363636363636364,0.6363636363636364,0.5714285714285714,0.06666666666666667,,,,0.13333333333333333,,,,0.6666666666666666,1.0,,0.5555555555555556,0.6,0.8,0.5549785714285714,0.5682999999999999,0.5385624999999999,0.06666666666666667,0.07142857142857142,0.21052631578947367,0.5263157894736842,3.5142857142857147,0.5,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.06666666666666667,0.1111111111111111,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1088,1610612763,Chucky Atkins,Chucky Atkins,1088,MEM,6533.0,109,22,211,213,92,82,23.0,424,7.0,17.0,,1.0,3.0,10.0,,,2.0,7.0,9.0,24.0,18.0,66.0,233,,1.0,,6.0,3.0,11.0,11.0,23.0,4.0,14.0,,2.0,11.0,1.0,12.0,1.0,,5.0,1.0,5.0,25.0,,,1.0,4.0,,5.0,,5.0,2.0,2.0,,4.0,2.0,3.0,2.0,1.0,7.0,,1.0,,4.0,,1.0,14.0,,22.0,2.0,2.0,6.0,5.0,,,,,,,23.0,92,,5.0,0.2222222222222222,0.2222222222222222,0.375,,0.2727272727272727,0.5853658536585366,0.6,0.375,0.65,0.5,0.5227272727272727,0.08333333333333333,0.11764705882352941,,23.75,0.5714285714285714,,0.06060606060606061,,0.03571428571428571,,0.05319148936170213,,,,,,,,0.2,0.038461538461538464,0.05555555555555555,,,0.4146341463414634,0.4117647058823529,0.4666666666666667,0.14285714285714285,,,,,0.17073170731707318,0.2857142857142857,0.2857142857142857,0.5,0.2,,,0.625,0.3,0.8292682926829268,0.5457963414634146,0.5871999999999999,0.548096875,0.13333333333333333,0.21428571428571427,0.09090909090909091,0.3484848484848485,5.608333333333334,0.43601895734597157,15.0,4.0,17.0,5.0,,0.4146341463414634,0.36585365853658536,0.25,25.17058823529412,2.0,2.0,1.0,1.0,8.0,2.0,4.0,1.0,10.0,2.0,4.0,2.0,21.0,9.0,15.0,8.0,1.0,0.7,0.5882352941176471,0.5,0.4,0.5882352941176471,0.04878048780487805,1.0,1.0,1.0,0.5333333333333333,0.5333333333333333,0.625,0.8,0.5,1.0,0.0625,1.0,0.25,0.5333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
200814,1610612763,Tarence Kinsey,Tarence Kinsey,200814,MEM,23682.0,395,1,780,791,272,247,90.0,1571,25.0,41.0,5.0,7.0,11.0,18.0,7.0,16.0,32.0,55.0,64.0,112.0,32.0,181.0,826,7.0,12.0,,17.0,29.0,45.0,22.0,83.0,76.0,52.0,10.0,9.0,10.0,,10.0,,,5.0,1.0,4.0,20.0,3.0,9.0,12.0,19.0,1.0,32.0,13.0,45.0,16.0,10.0,6.0,10.0,7.0,9.0,3.0,4.0,19.0,,5.0,11.0,22.0,2.0,,30.0,1.0,38.0,,2.0,14.0,4.0,,,,,,,83.0,272,2.0,4.0,0.59375,0.6440677966101694,0.5714285714285714,0.5833333333333334,0.6444444444444445,0.5477941176470589,0.6071428571428571,0.5648148148148148,0.5811688311688312,0.6071428571428571,0.6102941176470589,0.08035714285714286,0.12195121951219512,0.25,19.681456200227533,0.5263157894736842,0.05263157894736842,0.07450980392156863,0.033582089552238806,0.12244897959183673,0.05454545454545454,0.08781869688385269,0.03715170278637771,0.012195121951219513,0.05970149253731343,0.03361344537815126,0.046511627906976744,0.08333333333333333,0.07,0.03508771929824561,0.10204081632653061,0.09523809523809523,0.17142857142857143,,0.3014705882352941,0.6097560975609756,0.6944444444444444,0.52,0.11764705882352941,0.4375,0.5833333333333334,0.7142857142857143,0.40441176470588236,0.5818181818181818,0.5818181818181818,0.625,0.5,0.7142857142857143,,0.3333333333333333,0.6111111111111112,0.47794117647058826,0.48460148148148136,0.5131416666666667,0.488027358490566,0.09333333333333334,0.1111111111111111,0.09392265193370165,0.4585635359116022,10.602678571428571,0.3487179487179487,12.0,4.0,24.0,9.0,1.0,0.17647058823529413,0.08823529411764706,0.07407407407407407,25.974999999999994,4.0,12.0,1.0,5.0,3.0,1.0,2.0,,7.0,1.0,2.0,1.0,18.0,3.0,11.0,3.0,,0.8571428571428571,0.2916666666666667,0.5,0.1111111111111111,0.30434782608695654,0.08823529411764706,0.3333333333333333,0.3333333333333333,0.75,0.25,0.25,1.0,0.14285714285714285,0.5,1.0,0.09259259259259259,0.2,,0.2727272727272727,1.0,3.0,2.0,1.0,6.0,0.05,0.05454545454545454,,,,,,,,,True,,,,,,,,,,,,
2454,1610612763,Junior Harrington,Junior Harrington,2454,MEM,32575.0,543,-26,1069,1075,359,352,122.0,2144,22.0,34.0,1.0,1.0,8.0,12.0,7.0,15.0,21.0,62.0,50.0,111.0,31.0,152.0,1155,2.0,5.0,2.0,6.0,19.0,39.0,11.0,55.0,34.0,66.0,,10.0,74.0,15.0,89.0,12.0,3.0,38.0,10.0,26.0,193.0,2.0,10.0,12.0,44.0,,56.0,12.0,68.0,21.0,15.0,6.0,25.0,16.0,27.0,9.0,4.0,52.0,2.0,14.0,33.0,79.0,1.0,12.0,39.0,2.0,46.0,,,18.0,5.0,4.0,2.0,5.0,2.0,,,55.0,359,14.0,3.0,0.34,0.34,0.45045045045045046,0.4,0.48717948717948717,0.4416058394160584,0.3333333333333333,0.5238095238095238,0.475,0.375,0.5392156862745098,0.09009009009009009,0.23529411764705882,,17.50619322873658,0.4807692307692308,,0.12790697674418605,0.026954177897574125,0.096,0.02702702702702703,0.11940298507462686,0.02696629213483146,0.04201680672268908,0.031914893617021274,0.012658227848101266,0.03389830508474576,,0.11538461538461539,0.14666666666666667,0.12949640287769784,0.0963855421686747,0.09523809523809523,0.4,0.24817518248175183,0.6470588235294118,0.8461538461538461,0.22727272727272727,0.10948905109489052,0.4666666666666667,0.4666666666666667,0.14285714285714285,0.45255474452554745,0.3387096774193548,0.35,0.5238095238095238,0.16666666666666666,1.0,,0.2857142857142857,0.6666666666666666,0.43795620437956206,0.46875255474452565,0.42477,0.4642369047619048,0.11612903225806452,0.13953488372093023,0.039473684210526314,0.3618421052631579,12.013513513513514,0.33582787652011226,25.0,3.0,26.0,3.0,,0.1897810218978102,0.18248175182481752,0.07142857142857142,25.74615384615384,,1.0,,,7.0,,1.0,2.0,7.0,,1.0,2.0,21.0,,25.0,7.0,3.0,1.0,0.2692307692307692,,0.6666666666666666,0.2692307692307692,0.0072992700729927005,,,,0.28,0.28,1.0,0.16666666666666666,,,,,0.6666666666666666,0.28,,1.0,5.0,,4.0,,0.014705882352941176,1.0,1.0,1.0,1.0,1.0,0.03225806451612903,,,True,,,,,,,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,7520.0,125,-36,253,255,81,133,26.0,508,7.0,14.0,,,2.0,6.0,2.0,2.0,5.0,12.0,14.0,28.0,15.0,76.0,289,,,,9.0,4.0,9.0,10.0,27.0,14.0,14.0,,2.0,13.0,2.0,15.0,2.0,,6.0,2.0,5.0,32.0,1.0,,3.0,5.0,,8.0,1.0,9.0,2.0,2.0,,4.0,1.0,2.0,3.0,,6.0,2.0,2.0,2.0,5.0,,1.0,15.0,2.0,21.0,2.0,5.0,7.0,2.0,,,,,,,27.0,81,2.0,2.0,0.5,0.5,0.5,,0.4444444444444444,0.5754716981132075,1.125,0.5666666666666667,0.6,1.125,0.6190476190476191,0.07142857142857142,0.14285714285714285,,23.487544483985765,0.6666666666666666,,0.06666666666666667,,0.15789473684210525,0.03571428571428571,0.0851063829787234,0.009900990099009901,,,,0.041666666666666664,,0.038461538461538464,0.058823529411764705,0.09375,0.14285714285714285,0.2,,0.2641509433962264,0.5,0.5833333333333334,0.7142857142857143,0.03773584905660377,1.0,1.0,,0.22641509433962265,0.4166666666666667,0.4166666666666667,0.4,,,,0.4,0.3333333333333333,0.7358490566037735,0.5085716981132076,0.56085,0.4890766666666666,0.1206896551724138,0.21212121212121213,0.11842105263157894,0.35526315789473684,9.514285714285716,0.3201581027667984,24.0,6.0,25.0,6.0,,0.4716981132075472,0.4528301886792453,0.4,25.5,,1.0,,,11.0,3.0,4.0,3.0,11.0,3.0,4.0,3.0,24.0,9.0,24.0,11.0,,0.7272727272727273,0.44,0.75,0.5,0.44,0.018867924528301886,,,,0.4583333333333333,0.4583333333333333,0.7272727272727273,1.0,0.75,0.6666666666666666,,,0.5,0.4583333333333333,,1.0,,1.0,1.0,,0.038461538461538464,,,,,,,,,True,,,,,,,,,,,,
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,9774.0,163,13,312,313,136,106,38.0,625,22.0,29.0,2.0,5.0,11.0,15.0,7.0,16.0,7.0,28.0,36.0,73.0,21.0,96.0,335,3.0,9.0,,6.0,16.0,30.0,10.0,42.0,26.0,46.0,4.0,8.0,9.0,1.0,10.0,,1.0,5.0,,4.0,21.0,2.0,6.0,6.0,12.0,2.0,20.0,8.0,28.0,5.0,2.0,3.0,2.0,1.0,5.0,1.0,3.0,7.0,,3.0,4.0,13.0,,,18.0,,27.0,3.0,,14.0,1.0,4.0,3.0,4.0,1.0,,,42.0,136,4.0,1.0,0.3611111111111111,0.38235294117647056,0.4931506849315068,0.3333333333333333,0.5333333333333333,0.4934210526315789,0.3333333333333333,0.5,0.5454545454545454,0.3,0.5526315789473685,0.1095890410958904,0.13793103448275862,0.1875,26.315789473684212,0.2857142857142857,0.2857142857142857,0.11320754716981132,0.04878048780487805,0.2,0.18181818181818182,0.1323529411764706,0.05970149253731343,0.05714285714285714,0.05555555555555555,0.038461538461538464,,0.4,0.08108108108108109,0.13636363636363635,0.1276595744680851,0.16666666666666666,0.3333333333333333,0.25,0.3815789473684211,0.7586206896551724,0.88,0.45454545454545453,0.21052631578947367,0.4375,0.5384615384615384,0.14285714285714285,0.3684210526315789,0.25,0.25925925925925924,0.2857142857142857,0.5555555555555556,0.4,,0.46875,0.7333333333333333,0.42105263157894735,0.4809966666666667,0.47401428571428567,0.49104032258064517,0.16091954022988506,0.16666666666666666,0.0625,0.4375,9.37945205479452,0.4358974358974359,2.0,1.0,3.0,2.0,1.0,0.039473684210526314,0.02631578947368421,0.03125,32.333333333333336,,1.0,,1.0,1.0,,,,1.0,,,,3.0,,1.0,1.0,,1.0,0.3333333333333333,,,0.5,0.013157894736842105,,,,0.5,0.5,1.0,,,,0.03125,,,1.0,,1.0,1.0,,,,0.03333333333333333,,,,,1.0,0.03571428571428571,,,True,,,,,,,,,,,,
200752,1610612763,Rudy Gay,Rudy Gay,200752,MEM,18787.0,313,-20,616,618,166,168,76.0,1234,16.0,30.0,5.0,9.0,1.0,9.0,15.0,29.0,8.0,33.0,39.0,92.0,21.0,123.0,646,8.0,16.0,4.0,20.0,7.0,21.0,4.0,30.0,30.0,48.0,6.0,7.0,13.0,3.0,16.0,3.0,,6.0,,7.0,35.0,3.0,10.0,16.0,24.0,1.0,41.0,14.0,55.0,6.0,5.0,1.0,13.0,8.0,19.0,5.0,5.0,32.0,3.0,10.0,9.0,24.0,1.0,5.0,17.0,,25.0,3.0,,13.0,1.0,9.0,7.0,10.0,3.0,1.0,,30.0,166,2.0,1.0,0.38461538461538464,0.4166666666666667,0.42391304347826086,0.5,0.3333333333333333,0.4322033898305085,0.47058823529411764,0.43333333333333335,0.47674418604651164,0.5263157894736842,0.45454545454545453,0.07608695652173914,0.16666666666666666,0.06896551724137931,22.869318181818183,0.40625,0.06666666666666667,0.12060301507537688,0.044444444444444446,0.19753086419753085,0.06976744186046512,0.14285714285714285,0.048507462686567165,0.06666666666666667,0.016666666666666666,0.044444444444444446,0.08333333333333333,,0.12,0.04878048780487805,0.1566265060240964,0.25,0.10344827586206896,0.3,0.2542372881355932,0.5333333333333333,0.64,0.375,0.2457627118644068,0.5172413793103449,0.5555555555555556,0.3333333333333333,0.2796610169491525,0.24242424242424243,0.24242424242424243,0.5,0.5294117647058824,0.5555555555555556,0.2,0.3,0.1111111111111111,0.4745762711864407,0.4708696581196581,0.46547857142857146,0.45446896551724136,0.1015625,0.12745098039215685,0.16260162601626016,0.24390243902439024,9.71304347826087,0.2694805194805195,21.0,7.0,26.0,9.0,1.0,0.22033898305084745,0.17796610169491525,0.23333333333333334,26.680769230769233,1.0,5.0,1.0,2.0,7.0,,1.0,3.0,8.0,,1.0,4.0,21.0,3.0,20.0,7.0,4.0,0.875,0.3076923076923077,,0.4444444444444444,0.32,0.0423728813559322,0.2,0.2,1.0,0.3333333333333333,0.3333333333333333,0.8571428571428571,0.058823529411764705,,,0.06666666666666667,0.5,0.42857142857142855,0.35,1.0,4.0,1.0,,,0.0625,0.06557377049180328,,1.0,1.0,,2.0,,,,True,,,,,,,,,,,,
1909,1610612763,Scott Padgett,Scott Padgett,1909,MEM,744.0,12,-4,25,26,9,14,3.0,51,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,1.0,2.0,3.0,5.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,2.0,,,1.0,,,,,,,,,9,,,,,,,,,,,,,,,,,6.666666666666667,1.0,0.5,0.3333333333333333,0.375,,,0.16666666666666666,0.2727272727272727,0.3333333333333333,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,22703.0,378,-24,747,751,205,206,82.0,1498,23.0,46.0,6.0,10.0,7.0,13.0,30.0,50.0,12.0,25.0,65.0,121.0,42.0,172.0,809,11.0,17.0,7.0,29.0,17.0,30.0,16.0,50.0,54.0,76.0,8.0,13.0,26.0,9.0,35.0,8.0,1.0,11.0,7.0,8.0,79.0,2.0,19.0,13.0,53.0,11.0,77.0,21.0,98.0,7.0,7.0,,16.0,10.0,9.0,6.0,3.0,25.0,2.0,4.0,14.0,19.0,1.0,1.0,49.0,2.0,53.0,1.0,,21.0,6.0,18.0,11.0,18.0,13.0,2.0,1.0,50.0,205,,6.0,0.4153846153846154,0.4426229508196721,0.5371900826446281,0.6470588235294118,0.5666666666666667,0.5327868852459017,0.6470588235294118,0.5483870967741935,0.581081081081081,0.6590909090909091,0.5952380952380952,0.10743801652892562,0.1956521739130435,0.08,20.619785458879615,0.64,0.5238095238095238,0.2145748987854251,0.07818930041152264,0.14130434782608695,0.03508771929824561,0.19469026548672566,0.07,0.09722222222222222,0.078125,0.06542056074766354,0.043478260869565216,,0.16483516483516483,0.2545454545454545,0.2376237623762376,0.13114754098360656,0.16129032258064516,0.7222222222222222,0.3770491803278688,0.5,0.6216216216216216,0.4782608695652174,0.4098360655737705,0.6,0.6521739130434783,0.23333333333333334,0.20491803278688525,0.48,0.48,0.75,0.5882352941176471,0.6,0.16666666666666666,0.41935483870967744,0.5384615384615384,0.38524590163934425,0.44921570247933884,0.48599285714285717,0.4433299999999999,0.14788732394366197,0.14893617021276595,0.1686046511627907,0.29069767441860467,7.3975206611570234,0.2744310575635877,1.0,1.0,1.0,1.0,1.0,0.00819672131147541,0.00819672131147541,0.03225806451612903,40.1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,5.0,,0.11627906976744186,,,,3.0,4.0,,,,True,,,,,,,,,,,,
