EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,PenaltyCorner3FGM,ShortMidRangeAssists,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls,Offensive Fouls Drawn,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,ThreePtAssists,Arc3Assists,LongMidRangeAssists,FTDefRebounds,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3FGA,SecondChanceFtPoints,PtsUnassisted3s,Corner3Assists,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ShortMidRangePctBlocked,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,BlockedShortMidRange,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,on,3SecondViolations,Corner3PctBlocked,DefensiveGoaltends,Blocked3s,BlockedArc3,HeaveMakes,Clear Path Fouls
101119,1610612750,Rashad McCants,Rashad McCants,101119,MIN,4316.0,72,-8,145,145,48,50,21,290,5.0,10.0,3.0,3.0,1,4.0,7.0,2.0,5.0,1.0,1.0,1.0,11.0,1.0,5.0,9.0,18,3.0,16.0,6.0,33.0,149,1.0,1.0,1.0,2.0,4.0,4,1.0,6.0,2.0,13.0,10.0,8.0,9.0,1.0,10.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,5,1.0,6,6.0,5.0,1.0,4.0,4.0,2.0,1.0,6.0,1.0,4.0,10,7.0,1.0,10.0,3.0,2.0,1.0,13.0,48,2.0,0.5555555555555556,0.5555555555555556,1.0,0.1875,0.16666666666666666,0.2,0.5,1.0,1.0,0.39705882352941174,0.5,0.55,0.4230769230769231,0.3333333333333333,0.5416666666666666,0.47058823529411764,0.1111111111111111,0.2,26.47058823529412,0.6666666666666666,0.02564102564102564,0.017241379310344827,0.17391304347826086,0.08064516129032258,0.013157894736842105,0.038461538461538464,0.1,0.15789473684210525,0.25,0.29411764705882354,0.5,0.625,0.6,0.029411764705882353,0.20588235294117646,0.5714285714285714,0.5714285714285714,0.5,0.14705882352941177,0.4,0.4,1.0,0.3235294117647059,0.09090909090909091,0.09090909090909091,1.0,0.5,0.3,1.0,0.1,0.5,0.2,0.7647058823529411,0.1,0.5173212121212121,0.45715000000000006,0.5049611111111111,0.08108108108108109,0.14285714285714285,0.06060606060606061,0.3939393939393939,7.577777777777778,25.8375,0.3310344827586207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101152,1610612750,Bracey Wright,Bracey Wright,101152,MIN,4590.0,76,30,156,162,55,71,23,318,3.0,3.0,1.0,1.0,4,4.0,9.0,2.0,4.0,1.0,2.0,1.0,4.0,,1.0,9.0,16,3.0,8.0,4.0,31.0,150,,,1.0,,2.0,4,1.0,3.0,2.0,9.0,14.0,4.0,9.0,,4.0,1.0,,4.0,4.0,3.0,8.0,,3.0,4.0,7,1.0,8,4.0,2.0,2.0,3.0,2.0,2.0,,5.0,,,1,6.0,,6.0,3.0,,,9.0,55,,0.7777777777777778,0.7777777777777778,1.0,0.375,0.3333333333333333,0.375,0.5625,,0.5,0.5625,,0.5,0.5740740740740741,,0.5,0.3333333333333333,,,17.297297297297295,0.6,0.09302325581395349,,0.15,0.1111111111111111,0.01282051282051282,,,0.13333333333333333,0.2,0.125,1.0,1.0,0.6666666666666666,0.16666666666666666,0.375,0.4444444444444444,0.4444444444444444,1.0,0.16666666666666666,0.5,0.5,1.0,0.16666666666666666,0.25,0.25,1.0,1.0,0.14285714285714285,1.0,0.2857142857142857,0.14285714285714285,,0.4583333333333333,0.25,0.455525,0.4917,0.44545,0.1111111111111111,0.15789473684210525,,0.2903225806451613,14.143749999999999,24.0875,0.3525641025641026,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05263157894736842,0.08333333333333333,0.08333333333333333,0.13636363636363635,0.08333333333333333,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1548,1610612750,Mark Blount,Mark Blount,1548,MIN,6400.0,107,-69,205,207,40,60,26,412,6.0,9.0,3.0,3.0,4,5.0,18.0,,,,,,1.0,,1.0,15.0,31,,1.0,3.0,33.0,263,4.0,6.0,,8.0,4.0,8,,1.0,,8.0,20.0,10.0,,,1.0,,,3.0,5.0,1.0,12.0,6.0,2.0,9.0,17,8.0,25,1.0,1.0,,2.0,,5.0,,7.0,1.0,8.0,12,7.0,2.0,4.0,3.0,,,8.0,40,,0.6666666666666666,0.7692307692307693,,,,,0.4838709677419355,0.6666666666666666,0.5,0.46875,0.6666666666666666,0.4444444444444444,0.5,0.6666666666666666,0.4444444444444444,0.03125,,,17.02127659574468,0.2857142857142857,0.14754098360655737,0.06976744186046512,0.07692307692307693,0.12643678160919541,0.07272727272727272,0.05,0.25,0.058823529411764705,0.1111111111111111,0.28125,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.125,0.5625,0.2777777777777778,0.2777777777777778,1.0,,,,,0.03125,,,,,0.3333333333333333,1.0,,0.1111111111111111,,0.3125,,0.46825625000000004,0.5422,0.4807666666666667,0.09090909090909091,0.09375,0.24242424242424243,0.24242424242424243,11.845161290322583,24.1,0.1951219512195122,4.0,,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,0.08333333333333333,0.05263157894736842,,0.17647058823529413,,1.0,1.0,0.25,,3.0,5.0,4.0,2.0,2.0,1.0,6.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.5454545454545454,0.06896551724137931,0.11764705882352941,0.2,0.3333333333333333,0.8333333333333334,0.6,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
200751,1610612750,Randy Foye,Randy Foye,200751,MIN,12329.0,205,-1,412,412,120,144,51,824,11.0,18.0,1.0,3.0,13,14.0,27.0,2.0,5.0,,,7.0,17.0,2.0,3.0,30.0,58,9.0,22.0,13.0,100.0,451,4.0,4.0,2.0,12.0,9.0,19,2.0,3.0,3.0,27.0,14.0,46.0,21.0,,17.0,7.0,6.0,21.0,27.0,11.0,60.0,6.0,5.0,13.0,22,8.0,30,8.0,6.0,2.0,6.0,5.0,6.0,1.0,12.0,4.0,11.0,20,15.0,,15.0,4.0,2.0,,27.0,120,2.0,0.23333333333333334,0.2413793103448276,0.7777777777777778,0.4090909090909091,0.6666666666666666,0.4090909090909091,0.5172413793103449,1.0,0.47368421052631576,0.54375,0.6666666666666666,0.5454545454545454,0.5747126436781609,0.75,0.5625,0.275,0.10344827586206896,0.2777777777777778,21.019108280254777,0.5,0.10569105691056911,0.04225352112676056,0.09433962264150944,0.10227272727272728,0.043478260869565216,0.03076923076923077,0.2,0.11627906976744186,,0.225,0.6111111111111112,0.8461538461538461,0.2727272727272727,0.1625,0.3375,0.5185185185185185,0.5185185185185185,0.21428571428571427,0.0625,0.4,0.4,1.0,0.2125,0.4117647058823529,0.4117647058823529,0.7142857142857143,,0.13636363636363635,0.3333333333333333,,0.13636363636363635,0.6666666666666666,0.5,0.4117647058823529,0.4759246835443038,0.49134166666666673,0.43072142857142864,0.058823529411764705,0.06451612903225806,0.12,0.27,10.213793103448278,25.131818181818176,0.2912621359223301,5.0,,2.0,2.0,2.0,2.0,1.0,,1.0,2.0,0.047619047619047616,0.03571428571428571,0.02702702702702703,0.11475409836065574,0.058823529411764705,0.38461538461538464,0.4166666666666667,0.2,,2.0,2.0,2.0,6.0,3.0,8.0,4.0,1.0,,2.0,1.0,2.0,2.0,,2.0,0.2222222222222222,0.023809523809523808,0.08571428571428572,0.07142857142857142,1.0,0.3333333333333333,1.0,0.5,2.0,4.0,6.0,3.0,1.0,1.0,0.07692307692307693,0.3333333333333333,0.043478260869565216,,,,,,,,,,,,,,,,,,,True,,,,,,,
2770,1610612750,Justin Reed,Justin Reed,2770,MIN,19079.0,318,-63,636,634,200,211,80,1270,21.0,46.0,6.0,13.0,18,14.0,43.0,,,,,,,,,40.0,107,,,26.0,106.0,704,7.0,14.0,,15.0,14.0,31,,,8.0,36.0,58.0,22.0,,,,,19.0,12.0,17.0,2.0,39.0,11.0,9.0,20.0,31,15.0,46,5.0,2.0,3.0,10.0,3.0,12.0,5.0,22.0,5.0,22.0,44,32.0,2.0,30.0,13.0,3.0,,36.0,200,3.0,0.725,0.8285714285714286,,,,,0.37383177570093457,0.5,0.45161290322580644,0.37383177570093457,0.5,0.45161290322580644,0.4380165289256198,0.5,0.5142857142857142,,0.17757009345794392,0.2826086956521739,19.642857142857142,0.45454545454545453,0.1092896174863388,0.045454545454545456,0.10975609756097561,0.10943396226415095,0.049342105263157895,0.03508771929824561,0.02631578947368421,0.1076923076923077,0.11764705882352941,0.42990654205607476,0.45652173913043476,0.6363636363636364,0.6666666666666666,0.16822429906542055,0.40186915887850466,0.32558139534883723,0.3333333333333333,1.0,,,,,,,,,,0.41935483870967744,0.46153846153846156,,,,0.42990654205607476,,0.4548644859813084,0.4758090909090909,0.4482548387096775,0.11016949152542373,0.11016949152542373,0.14150943396226415,0.33962264150943394,8.814018691588783,,0.31446540880503143,5.0,,2.0,4.0,1.0,1.0,7.0,,4.0,9.0,0.06451612903225806,0.022727272727272728,0.07692307692307693,0.16129032258064516,0.02127659574468085,0.2777777777777778,0.38461538461538464,0.2,,5.0,10.0,10.0,5.0,4.0,8.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,,6.0,0.07142857142857142,0.04054054054054054,0.07407407407407407,0.16666666666666666,0.6666666666666666,0.7142857142857143,0.5,0.2,,1.0,,1.0,,,0.2777777777777778,,,3.0,0.023255813953488372,,,,,,,,,,,,,,,,,True,,,,,,,
2229,1610612750,Mike James,Mike James,2229,MIN,7536.0,126,-85,250,252,72,72,34,502,6.0,12.0,2.0,4.0,5,7.0,19.0,,1.0,,,4.0,10.0,1.0,3.0,14.0,36,4.0,11.0,9.0,49.0,327,1.0,3.0,,2.0,3.0,11,1.0,3.0,5.0,14.0,10.0,18.0,9.0,1.0,9.0,4.0,2.0,14.0,17.0,6.0,37.0,1.0,2.0,4.0,6,1.0,7,3.0,2.0,1.0,1.0,1.0,4.0,,5.0,1.0,2.0,6,11.0,,10.0,4.0,2.0,,14.0,72,2.0,0.35714285714285715,0.35714285714285715,0.75,0.36363636363636365,0.3333333333333333,0.4,0.3888888888888889,0.3333333333333333,0.2727272727272727,0.425531914893617,0.3333333333333333,0.32142857142857145,0.4803921568627451,0.3333333333333333,0.4117647058823529,0.23404255319148937,0.05555555555555555,0.16666666666666666,19.377162629757784,0.2,0.06349206349206349,0.009259259259259259,0.05714285714285714,0.061224489795918366,0.007874015748031496,,,0.07692307692307693,,0.2553191489361702,0.5,0.6,0.16666666666666666,0.10638297872340426,0.40425531914893614,0.3684210526315789,0.3684210526315789,0.42857142857142855,0.02127659574468085,,,,0.2127659574468085,0.4,0.4444444444444444,0.75,,0.2857142857142857,0.5,,0.21428571428571427,0.3333333333333333,0.48936170212765956,0.4444444444444444,0.45449021739130424,0.41586666666666666,0.4324392857142857,0.08163265306122448,0.10526315789473684,0.04081632653061224,0.2857142857142857,10.666666666666664,29.8,0.288,1.0,,2.0,,1.0,1.0,,,2.0,,,,,0.15384615384615385,0.04,0.2,0.2,1.0,,,,,3.0,2.0,6.0,,1.0,2.0,2.0,2.0,2.0,,,,,,0.05263157894736842,,,,,,,,3.0,1.0,,,,,,,,1.0,0.09090909090909091,0.1,,,,,,,,,,,,,,True,,,,,,,
1607,1610612750,Troy Hudson,Troy Hudson,1607,MIN,4076.0,68,12,138,133,55,45,12,271,,2.0,,,2,1.0,5.0,,3.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,9,3.0,9.0,4.0,17.0,112,,,2.0,,,2,1.0,2.0,4.0,7.0,,4.0,6.0,,6.0,3.0,2.0,11.0,13.0,4.0,28.0,,,6.0,6,,6,1.0,1.0,,2.0,1.0,3.0,,5.0,3.0,,2,2.0,,4.0,,2.0,,7.0,55,2.0,,,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.2222222222222222,,,0.3611111111111111,,0.375,0.425,,0.5833333333333334,0.5,0.2222222222222222,0.5,16.44736842105263,0.4,0.1276595744680851,,,0.09836065573770492,,,0.16666666666666666,,,0.1111111111111111,,,,0.1111111111111111,0.2777777777777778,0.2,0.25,,0.16666666666666666,,,,0.3333333333333333,0.5,0.5,0.6666666666666666,0.5,,,0.25,0.25,1.0,0.6111111111111112,0.5,0.5039722222222223,0.604725,0.46553750000000005,,,,0.4117647058823529,13.177777777777777,24.311111111111114,0.39855072463768115,1.0,,4.0,,,1.0,1.0,1.0,,,,,0.18181818181818182,0.1,,0.5,0.5,,,,,,2.0,1.0,3.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,,3.0,1.0,,1.0,,0.5,,,0.2,,,,1.0,,,,,,,,,,,,,True,,,,,,,
200783,1610612750,Craig Smith,Craig Smith,200783,MIN,8055.0,134,-1,271,272,85,96,29,543,14.0,22.0,7.0,8.0,6,2.0,5.0,,,,,,2.0,,2.0,19.0,33,,2.0,16.0,54.0,281,6.0,7.0,1.0,19.0,10.0,13,,2.0,7.0,27.0,26.0,12.0,,1.0,1.0,,2.0,6.0,6.0,2.0,12.0,12.0,8.0,19.0,30,13.0,43,6.0,4.0,2.0,5.0,3.0,1.0,,6.0,,12.0,20,21.0,2.0,28.0,14.0,2.0,,27.0,85,2.0,0.6842105263157895,1.0,,,,,0.5757575757575758,0.8571428571428571,0.7692307692307693,0.5428571428571428,0.75,0.6666666666666666,0.574468085106383,0.7307692307692307,0.7105263157894737,0.05714285714285714,0.06060606060606061,0.09090909090909091,17.549668874172184,0.8333333333333334,0.2638888888888889,0.1348314606741573,0.2,0.24107142857142858,0.11403508771929824,0.13636363636363635,0.15384615384615385,0.2,0.2,0.6285714285714286,0.6363636363636364,0.7,0.5714285714285714,0.17142857142857143,0.14285714285714285,0.4,0.4,1.0,,,,,0.05714285714285714,,,,,0.5333333333333333,0.875,,0.13333333333333333,,0.6857142857142857,,0.5037367647058825,0.49215,0.4908535714285714,0.3111111111111111,0.32558139534883723,0.35185185185185186,0.5,4.13030303030303,36.15,0.31365313653136534,3.0,,,1.0,,1.0,2.0,,,1.0,0.04,0.05,0.3333333333333333,0.2631578947368421,,0.5,0.5,1.0,,6.0,7.0,12.0,,,4.0,3.0,,4.0,4.0,2.0,4.0,1.0,,5.0,0.3333333333333333,0.12,0.15,,0.25,0.875,0.8571428571428571,,1.0,7.0,,,,1.0,,0.125,,2.0,,,,,,1.0,,,,,,,,,,,,True,,,,,,,
2058,1610612750,Mark Madsen,Mark Madsen,2058,MIN,2970.0,50,27,107,106,47,39,16,213,3.0,5.0,1.0,2.0,5,,2.0,,,,,,,,,5.0,12,,,3.0,13.0,97,1.0,3.0,,2.0,1.0,5,,,3.0,5.0,10.0,,,,,,1.0,1.0,2.0,,5.0,4.0,1.0,5.0,7,7.0,14,1.0,,1.0,,,1.0,,1.0,1.0,5.0,7,2.0,,6.0,1.0,2.0,,5.0,47,1.0,1.0,1.0,,,,,0.4166666666666667,0.3333333333333333,0.2,0.4166666666666667,0.3333333333333333,0.2,0.43333333333333335,0.3333333333333333,0.35714285714285715,,0.08333333333333333,0.2,12.698412698412698,,0.1388888888888889,0.10810810810810811,0.125,0.13636363636363635,0.10638297872340426,0.13333333333333333,0.3333333333333333,0.2,,0.4166666666666667,0.6,0.75,1.0,0.4166666666666667,0.16666666666666666,,,,,,,,,,,,,0.4,0.5,,,,0.4166666666666667,,0.45307500000000006,0.49973333333333336,0.42534,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.38461538461538464,6.083333333333333,,0.4392523364485981,2.0,,,1.0,,,,,1.0,,0.1,,0.1,0.058823529411764705,,0.4,0.4,1.0,,1.0,2.0,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,0.16666666666666666,0.13333333333333333,,0.16666666666666666,1.0,0.6666666666666666,0.5,1.0,,,,1.0,,,,,,,,,,,,1.0,2.0,0.6666666666666666,,,,,,,,,,True,,,,,,,
1729,1610612750,Ricky Davis,Ricky Davis,1729,MIN,9012.0,150,-73,302,298,85,87,42,600,10.0,15.0,4.0,5.0,10,9.0,27.0,2.0,5.0,2.0,1.0,4.0,15.0,3.0,6.0,23.0,52,6.0,20.0,15.0,79.0,367,3.0,7.0,4.0,13.0,7.0,14,4.0,7.0,10.0,36.0,20.0,26.0,15.0,,15.0,4.0,3.0,16.0,22.0,6.0,50.0,2.0,2.0,10.0,13,4.0,17,3.0,3.0,,6.0,5.0,3.0,,9.0,2.0,5.0,7,14.0,,18.0,8.0,2.0,,36.0,85,2.0,0.43478260869565216,0.47619047619047616,0.8333333333333334,0.3,0.5714285714285714,0.3,0.4423076923076923,0.42857142857142855,0.5,0.4444444444444444,0.5454545454545454,0.6190476190476191,0.49375,0.5416666666666666,0.6923076923076923,0.2777777777777778,0.057692307692307696,0.13333333333333333,25.648414985590776,0.6666666666666666,0.125,0.015748031496062992,0.04878048780487805,0.09917355371900827,0.01935483870967742,0.034482758620689655,0.0625,,0.16666666666666666,0.20833333333333334,0.6666666666666666,0.7692307692307693,0.5,0.1388888888888889,0.375,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.06944444444444445,0.4,0.4,1.0,0.20833333333333334,0.26666666666666666,0.26666666666666666,0.75,0.18181818181818182,0.23809523809523808,0.8,0.047619047619047616,0.2857142857142857,0.5,0.4861111111111111,0.26666666666666666,0.4704527777777778,0.4439222222222222,0.46904999999999997,0.10256410256410256,0.13793103448275862,0.16455696202531644,0.45569620253164556,11.684615384615386,25.009999999999998,0.2814569536423841,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,0.03571428571428571,0.047619047619047616,0.05,0.18181818181818182,0.05128205128205128,0.4,0.4444444444444444,,1.0,2.0,3.0,4.0,6.0,4.0,9.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,1.0,0.07692307692307693,,,,0.5,0.2727272727272727,0.6666666666666666,,2.0,1.0,3.0,2.0,,,0.1,0.18181818181818182,,,,,,,,,1.0,0.14285714285714285,1.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,,True,,,,,,,
