EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Travels,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGA,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,BlockedLongMidRange,Corner3Frequency,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,on,Blocked3s,BlockedArc3,Clear Path Fouls,Corner3PctBlocked
1112,1610612741,Ben Wallace,Ben Wallace,1112,CHI,19044.0,317,10,627,640,259,297,74.0,1267,20,37,4.0,9.0,3.0,5.0,3.0,13.0,4,2.0,2.0,23,54,2.0,13.0,59,627,5.0,11.0,1.0,11.0,5.0,14.0,2.0,3.0,13.0,26,20,6.0,1.0,1.0,1.0,13,7.0,20,4.0,3.0,5.0,1.0,7.0,47,9.0,26.0,2.0,12.0,36.0,8.0,56,37.0,93,5.0,21.0,15.0,6.0,14.0,2.0,8.0,7,1.0,6.0,21,2.0,7.0,11.0,23,2.0,3.0,27.0,3.0,3.0,29.0,1.0,14.0,1.0,13.0,7.0,6.0,13.0,8.0,1.0,13.0,259,6.0,1.0,0.5652173913043478,0.65,0.42592592592592593,0.45454545454545453,0.35714285714285715,0.4107142857142857,0.45454545454545453,0.3125,0.42142857142857143,0.39285714285714285,0.30952380952380953,0.03571428571428571,0.018518518518518517,0.02702702702702703,12.762973352033661,0.6666666666666666,0.32,0.06666666666666667,0.1722488038277512,0.12037037037037036,0.19047619047619047,0.14285714285714285,0.17647058823529413,0.12544802867383512,0.15714285714285714,0.125,0.09183673469387756,0.16326530612244897,0.07142857142857142,0.18309859154929578,0.125,0.18888888888888888,0.15217391304347827,0.29411764705882354,0.16666666666666666,0.6153846153846154,0.6607142857142857,0.5405405405405406,0.5555555555555556,0.65,0.23214285714285715,0.23076923076923078,0.23076923076923078,0.07142857142857142,0.03571428571428571,0.8181818181818182,0.4444444444444444,0.25,0.3125,0.6,0.125,0.6964285714285714,0.5239781818181818,0.5399090909090909,0.46636666666666665,0.2028985507246377,0.208955223880597,0.1864406779661017,0.22033898305084745,3.1981481481481486,33.9,0.4130781499202552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
136,1610612741,P.J. Brown,P.J. Brown,136,CHI,14683.0,245,60,483,477,119,136,55.0,960,8,19,1.0,5.0,3.0,7.0,2.0,8.0,40,1.0,1.0,24,67,1.0,9.0,57,439,3.0,8.0,2.0,8.0,5.0,16.0,1.0,,10.0,42,6,4.0,1.0,,4.0,6,2.0,8,2.0,,2.0,1.0,3.0,18,5.0,12.0,,10.0,23.0,5.0,38,17.0,55,1.0,5.0,3.0,2.0,4.0,2.0,3.0,9,,1.0,13,1.0,2.0,17.0,30,3.0,3.0,11.0,1.0,2.0,11.0,1.0,6.0,,11.0,10.0,1.0,11.0,8.0,,10.0,119,2.0,,0.875,0.9545454545454546,0.3582089552238806,0.375,0.3125,0.35294117647058826,0.375,0.29411764705882354,0.3904109589041096,0.4444444444444444,0.29411764705882354,0.014705882352941176,0.05970149253731343,0.15789473684210525,15.808823529411763,0.3076923076923077,0.2777777777777778,,0.13450292397660818,0.06741573033707865,0.22727272727272727,0.14705882352941177,0.15348837209302327,0.08018867924528301,0.09259259259259259,0.11428571428571428,0.033707865168539325,0.15384615384615385,0.125,0.16071428571428573,0.1,0.13333333333333333,0.23333333333333334,0.21428571428571427,0.02564102564102564,0.7272727272727273,0.27941176470588236,0.42105263157894735,0.5,0.875,0.11764705882352941,0.25,0.2857142857142857,0.5882352941176471,0.014705882352941176,0.625,0.2,,0.4117647058823529,0.42857142857142855,0.058823529411764705,0.29411764705882354,0.4427044776119404,0.49807142857142855,0.48596874999999995,0.0821917808219178,0.08333333333333333,0.14035087719298245,0.17543859649122806,11.252238805970148,44.9,0.2463768115942029,14.0,1.0,1.0,3.0,1.0,0.125,0.5,0.35,0.35,0.9285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
200748,1610612741,Tyrus Thomas,Tyrus Thomas,200748,CHI,17345.0,289,-4,583,585,212,303,83.0,1168,34,53,9.0,14.0,12.0,16.0,5.0,18.0,17,1.0,1.0,42,88,2.0,27.0,111,555,9.0,16.0,5.0,23.0,13.0,20.0,2.0,11.0,37.0,60,24,14.0,,1.0,8.0,13,,13,,,4.0,4.0,5.0,26,4.0,22.0,2.0,8.0,32.0,10.0,50,28.0,78,3.0,17.0,8.0,9.0,12.0,2.0,9.0,21,1.0,3.0,33,5.0,10.0,21.0,43,3.0,6.0,34.0,1.0,1.0,50.0,3.0,24.0,3.0,19.0,14.0,4.0,19.0,8.0,2.0,37.0,212,8.0,2.0,0.7142857142857143,0.8571428571428571,0.4772727272727273,0.5625,0.65,0.4666666666666667,0.5625,0.5909090909090909,0.4868421052631579,0.5476190476190477,0.6166666666666667,0.022222222222222223,0.09090909090909091,0.11320754716981132,21.15942028985507,0.36363636363636365,0.3448275862068966,0.07142857142857142,0.17777777777777778,0.088,0.14035087719298245,0.09302325581395349,0.16877637130801687,0.08873720136518772,0.10714285714285714,0.07142857142857142,0.08181818181818182,0.1111111111111111,,0.12727272727272726,0.13636363636363635,0.2345679012345679,0.1111111111111111,0.19047619047619047,0.07692307692307693,0.42105263157894735,0.5888888888888889,0.6415094339622641,0.723404255319149,0.6764705882352942,0.2,0.2777777777777778,0.3125,0.18888888888888888,0.011111111111111112,0.875,0.6428571428571429,0.2222222222222222,0.7272727272727273,0.75,0.045454545454545456,0.6111111111111112,0.5141466666666665,0.5750692307692308,0.5528272727272727,0.21621621621621623,0.22018348623853212,0.2072072072072072,0.3333333333333333,5.148863636363636,23.8,0.36363636363636365,3.0,2.0,5.0,5.0,1.0,0.1111111111111111,1.0,0.17647058823529413,0.17647058823529413,0.6666666666666666,1.0,1.0,1.0,1.0,0.011111111111111112,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
200757,1610612741,Thabo Sefolosha,Thabo Sefolosha,200757,CHI,52064.0,868,85,1720,1728,614,802,215.0,3448,48,87,7.0,14.0,21.0,35.0,10.0,27.0,100,27.0,7.0,94,214,42.0,23.0,256,1653,11.0,32.0,3.0,31.0,39.0,80.0,15.0,12.0,108.0,120,68,10.0,2.0,25.0,11.0,47,13.0,60,11.0,2.0,18.0,4.0,25.0,133,4.0,30.0,1.0,24.0,85.0,9.0,118,35.0,153,5.0,33.0,13.0,20.0,34.0,8.0,21.0,26,1.0,13.0,60,4.0,24.0,46.0,100,2.0,4.0,39.0,4.0,3.0,45.0,5.0,19.0,6.0,11.0,7.0,3.0,11.0,5.0,,108.0,614,22.0,4.0,0.6382978723404256,0.6741573033707865,0.4392523364485981,0.34375,0.4875,0.455078125,0.4117647058823529,0.5052631578947369,0.463768115942029,0.4305555555555556,0.5142857142857142,0.1640625,0.0514018691588785,0.09195402298850575,16.996448503297817,0.5666666666666667,0.12162162162162163,0.014492753623188406,0.15232974910394265,0.048154093097913325,0.13043478260869565,0.025806451612903226,0.14690026954177898,0.043701799485861184,0.03571428571428571,0.07194244604316546,0.04513888888888889,0.024390243902439025,0.03125,0.11666666666666667,0.18699186991869918,0.1607843137254902,0.15503875968992248,0.07272727272727272,0.03875968992248062,0.45454545454545453,0.33984375,0.5517241379310345,0.6075949367088608,0.6458333333333334,0.10546875,0.37037037037037035,0.38461538461538464,0.390625,0.10546875,0.4117647058823529,0.5,0.14285714285714285,0.3684210526315789,0.6,0.07368421052631578,0.50390625,0.4917581027667983,0.4822462962962963,0.494352688172043,0.07037037037037037,0.08333333333333333,0.12109375,0.421875,9.685981308411218,25.91904761904761,0.3569767441860465,36.0,9.0,,,4.0,0.037037037037037035,0.6,0.36,0.3673469387755102,0.6388888888888888,15.0,8.0,1.0,1.0,0.05859375,0.08421052631578947,8.0,2.0,2.0,5.0,7.0,1.0,15.0,2.0,2.0,6.0,42.0,3.0,7.0,0.9333333333333333,0.35714285714285715,1.0,0.4,0.375,0.02,0.5333333333333333,0.5333333333333333,0.875,0.25925925925925924,0.25925925925925924,1.0,0.058823529411764705,1.0,0.5,0.625,0.14285714285714285,0.28,,,,,,,,,,,,,True,,,,
2732,1610612741,Ben Gordon,Ben Gordon,2732,CHI,25477.0,425,39,849,848,306,353,101.0,1697,19,35,3.0,3.0,8.0,17.0,13.0,24.0,97,50.0,22.0,83,156,60.0,65.0,312,845,5.0,11.0,3.0,22.0,25.0,59.0,23.0,39.0,122.0,46,120,2.0,,50.0,9.0,55,5.0,60,3.0,2.0,31.0,5.0,19.0,125,1.0,7.0,1.0,7.0,22.0,1.0,30,9.0,39,2.0,11.0,6.0,5.0,14.0,5.0,10.0,19,1.0,4.0,33,2.0,12.0,14.0,34,,6.0,63.0,2.0,4.0,77.0,5.0,25.0,11.0,1.0,,,1.0,1.0,,122.0,306,6.0,12.0,0.27710843373493976,0.2804878048780488,0.532051282051282,0.45454545454545453,0.423728813559322,0.5717592592592593,0.59375,0.5060975609756098,0.6189516129032258,0.6111111111111112,0.595,0.2777777777777778,0.057692307692307696,0.17142857142857143,29.028925619834713,0.42424242424242425,0.02857142857142857,0.030303030303030304,0.07534246575342465,0.023178807947019868,0.08433734939759036,0.011494252873563218,0.07733333333333334,0.02056555269922879,0.010638297872340425,0.031746031746031744,0.027586206896551724,0.014925373134328358,,0.03125,0.06060606060606061,0.11538461538461539,0.06666666666666667,0.13043478260869565,0.02127659574468085,1.0,0.16203703703703703,0.5428571428571428,0.6551724137931034,0.2631578947368421,0.1111111111111111,0.5416666666666666,0.5909090909090909,0.44907407407407407,0.23148148148148148,0.1875,1.0,,0.2073170731707317,0.47058823529411764,0.2682926829268293,0.4398148148148148,0.4647238425925925,0.4433821428571429,0.45503414634146355,0.11392405063291139,0.14204545454545456,0.07051282051282051,0.391025641025641,13.337179487179489,25.316666666666663,0.36042402826855124,51.0,3.0,,,,0.08333333333333333,0.3076923076923077,0.5257731958762887,0.53125,0.27450980392156865,10.0,1.0,2.0,1.0,0.046296296296296294,0.012195121951219513,3.0,,,,24.0,11.0,27.0,3.0,5.0,11.0,42.0,39.0,24.0,0.5185185185185185,0.45,0.6,0.4782608695652174,0.45,0.010309278350515464,0.3,0.3,1.0,0.48,0.4897959183673469,0.4583333333333333,,,,,0.5,0.48,3.0,5.0,1.0,1.0,6.0,2.0,0.016666666666666666,0.02,0.3125,0.6,1.0,0.03278688524590164,True,,,,
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,21081.0,351,40,696,701,225,327,81.0,1397,16,23,1.0,1.0,5.0,8.0,5.0,11.0,50,47.0,21.0,40,84,55.0,39.0,185,685,2.0,4.0,2.0,18.0,11.0,26.0,22.0,22.0,77.0,18,62,,2.0,45.0,5.0,54,12.0,66,9.0,3.0,26.0,12.0,16.0,144,,3.0,,4.0,26.0,1.0,31,3.0,34,1.0,14.0,4.0,10.0,14.0,3.0,8.0,10,1.0,6.0,24,3.0,8.0,12.0,28,1.0,3.0,40.0,3.0,5.0,42.0,4.0,10.0,11.0,2.0,1.0,1.0,2.0,,,77.0,225,6.0,9.0,0.225,0.225,0.47619047619047616,0.5,0.4230769230769231,0.5251798561151079,0.6153846153846154,0.5729166666666666,0.5859872611464968,0.6428571428571429,0.6551724137931034,0.39568345323741005,0.05952380952380952,0.08695652173913043,22.96954314720812,0.5833333333333334,0.04,,0.10612244897959183,0.012396694214876033,0.05333333333333334,,0.09375,0.009584664536741214,0.02564102564102564,,0.008547008547008548,,,0.10465116279069768,0.018518518518518517,0.1523809523809524,0.057692307692307696,0.043478260869565216,0.014492753623188406,,0.16546762589928057,0.6956521739130435,0.7619047619047619,0.3125,0.07913669064748201,0.45454545454545453,0.5,0.3597122302158273,0.3381294964028777,0.07692307692307693,1.0,,0.16666666666666666,0.625,0.4375,0.5611510791366906,0.4858956204379562,0.49407499999999993,0.48002446808510624,0.07534246575342465,0.1111111111111111,0.0972972972972973,0.41621621621621624,12.55952380952381,26.392727272727285,0.3232758620689655,19.0,,,,,0.09090909090909091,,0.38,0.3958333333333333,0.21052631578947367,8.0,1.0,1.0,,0.05755395683453238,0.020833333333333332,3.0,,1.0,1.0,19.0,10.0,22.0,4.0,9.0,11.0,42.0,24.0,19.0,0.6363636363636364,0.4,0.4444444444444444,0.5,0.41509433962264153,0.04,0.375,0.375,1.0,0.40425531914893614,0.40425531914893614,0.5789473684210527,0.07692307692307693,,,1.0,0.47619047619047616,0.4222222222222222,4.0,8.0,,,1.0,1.0,,,0.6153846153846154,0.5,1.0,0.017857142857142856,True,,,,
2736,1610612741,Luol Deng,Luol Deng,2736,CHI,24902.0,415,109,822,830,341,379,94.0,1652,50,66,17.0,22.0,22.0,24.0,9.0,25.0,71,1.0,,95,162,1.0,47.0,237,763,18.0,25.0,7.0,43.0,38.0,55.0,,20.0,96.0,134,56,24.0,1.0,,11.0,14,7.0,21,5.0,2.0,11.0,1.0,2.0,49,2.0,15.0,3.0,13.0,50.0,9.0,72,20.0,92,3.0,15.0,11.0,4.0,7.0,,2.0,10,3.0,5.0,17,,6.0,20.0,32,1.0,4.0,46.0,1.0,4.0,56.0,8.0,26.0,6.0,5.0,4.0,1.0,5.0,3.0,,96.0,341,3.0,5.0,0.7052631578947368,0.8072289156626506,0.5864197530864198,0.72,0.6909090909090909,0.5828220858895705,0.72,0.6909090909090909,0.6336898395721925,0.7678571428571429,0.7272727272727273,0.006134969325153374,0.06790123456790123,0.10606060606060606,21.93548387096774,0.4117647058823529,0.21951219512195122,0.07894736842105263,0.18450184501845018,0.05555555555555555,0.13541666666666666,0.02666666666666667,0.17166212534059946,0.04927536231884058,0.10126582278481013,0.03389830508474576,0.03787878787878788,0.03278688524590164,,0.18823529411764706,0.1791044776119403,0.18487394957983194,0.15942028985507245,0.07407407407407407,0.05357142857142857,0.6,0.4049079754601227,0.7575757575757576,0.847457627118644,0.6,0.15337423312883436,0.36,0.42857142857142855,0.43558282208588955,0.006134969325153374,0.88,0.7727272727272727,0.17647058823529413,0.43636363636363634,0.9166666666666666,,0.4110429447852761,0.475458024691358,0.5564956521739132,0.4847781818181818,0.143646408839779,0.14444444444444443,0.18143459915611815,0.4050632911392405,9.871604938271602,66.7,0.4148418491484185,36.0,3.0,1.0,,1.0,0.16,0.5555555555555556,0.5070422535211268,0.5070422535211268,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2804,1610612741,Andres Nocioni,Andres Nocioni,2804,CHI,18934.0,316,-23,615,628,201,220,64.0,1243,14,29,2.0,3.0,3.0,7.0,9.0,19.0,24,31.0,7.0,35,72,39.0,29.0,126,628,2.0,5.0,5.0,9.0,9.0,18.0,9.0,16.0,37.0,46,24,4.0,,31.0,6.0,10,7.0,17,5.0,2.0,7.0,,3.0,41,2.0,4.0,2.0,12.0,37.0,5.0,54,8.0,62,1.0,9.0,7.0,2.0,11.0,2.0,8.0,14,2.0,3.0,25,3.0,8.0,19.0,29,2.0,2.0,39.0,2.0,14.0,34.0,3.0,10.0,9.0,9.0,7.0,2.0,9.0,4.0,,37.0,201,3.0,5.0,0.6571428571428571,0.696969696969697,0.4861111111111111,0.4,0.5,0.4369369369369369,0.4,0.3888888888888889,0.49606299212598426,0.5625,0.5138888888888888,0.35135135135135137,0.08333333333333333,0.20689655172413793,21.91582002902758,0.44,0.25,0.06896551724137931,0.18686868686868688,0.019417475728155338,0.17142857142857143,0.0273972602739726,0.1828358208955224,0.021505376344086023,0.028985507246376812,,0.022988505747126436,0.03636363636363636,,0.13432835820895522,0.23809523809523808,0.20224719101123595,0.20833333333333334,0.09090909090909091,0.01639344262295082,0.4444444444444444,0.26126126126126126,0.4827586206896552,0.6086956521739131,0.5,0.17117117117117117,0.47368421052631576,0.47368421052631576,0.21621621621621623,0.27927927927927926,0.6,0.6666666666666666,,0.25925925925925924,0.42857142857142855,0.25925925925925924,0.6126126126126126,0.5125112612612612,0.5225749999999999,0.4961314814814814,0.0847457627118644,0.12658227848101267,0.07142857142857142,0.29365079365079366,8.176388888888889,24.641025641025642,0.32682926829268294,12.0,4.0,,1.0,1.0,,0.6666666666666666,0.5,0.5,0.8333333333333334,8.0,2.0,1.0,,0.07207207207207207,0.07407407407407407,2.0,,,,7.0,1.0,9.0,,,1.0,27.0,,7.0,1.0,0.23076923076923078,,0.1111111111111111,0.23076923076923078,,0.25,0.25,1.0,0.22580645161290322,0.22580645161290322,1.0,,,,,0.14285714285714285,0.22580645161290322,,,,,,,,,,,,,True,,,,
2768,1610612741,Chris Duhon,Chris Duhon,2768,CHI,23520.0,392,23,772,776,252,382,104.0,1548,18,33,1.0,4.0,6.0,12.0,3.0,7.0,11,56.0,20.0,23,51,68.0,12.0,142,730,1.0,5.0,1.0,12.0,7.0,18.0,23.0,2.0,37.0,10,36,2.0,1.0,55.0,4.0,67,6.0,73,4.0,2.0,36.0,4.0,27.0,152,1.0,4.0,,8.0,18.0,1.0,27,5.0,32,,18.0,9.0,9.0,17.0,3.0,13.0,5,,4.0,22,2.0,9.0,14.0,28,,1.0,22.0,,7.0,18.0,2.0,8.0,1.0,2.0,1.0,,2.0,1.0,,37.0,252,4.0,1.0,0.21739130434782608,0.22727272727272727,0.45098039215686275,0.2,0.3888888888888889,0.5462184873949579,0.6111111111111112,0.4268292682926829,0.5555555555555556,0.55,0.4186046511627907,0.5714285714285714,0.0784313725490196,0.06060606060606061,16.55480984340045,0.7727272727272727,0.02631578947368421,,0.075,0.013745704467353952,0.10810810810810811,0.014492753623188406,0.08280254777070063,0.013888888888888888,0.010101010101010102,0.030303030303030304,0.007936507936507936,,0.08333333333333333,0.05,0.13043478260869565,0.07017543859649122,0.05660377358490566,0.23809523809523808,,0.5,0.2773109243697479,0.5454545454545454,0.5806451612903226,0.2222222222222222,0.058823529411764705,0.42857142857142855,0.5,0.09243697478991597,0.47058823529411764,0.4444444444444444,0.25,,0.2926829268292683,0.5,0.4878048780487805,0.8487394957983193,0.5137820512820512,0.49034999999999995,0.5046487179487179,0.064,0.14035087719298245,0.08450704225352113,0.2605633802816901,5.594117647058822,25.5485294117647,0.32642487046632124,2.0,,,,,0.14285714285714285,,0.18181818181818182,0.2,0.5,12.0,3.0,1.0,1.0,0.10084033613445378,0.07317073170731707,6.0,1.0,1.0,1.0,22.0,6.0,28.0,3.0,4.0,7.0,75.0,9.0,22.0,0.8928571428571429,0.4117647058823529,0.75,0.30434782608695654,0.417910447761194,0.09090909090909091,0.5,0.5,1.0,0.39285714285714285,0.39285714285714285,0.8636363636363636,0.1111111111111111,1.0,1.0,0.3333333333333333,0.3,0.4,2.0,3.0,,,2.0,,,,0.3333333333333333,0.6666666666666666,1.0,,True,,,,
1559,1610612741,Adrian Griffin,Adrian Griffin,1559,CHI,10143.0,169,52,336,342,141,207,49.0,678,11,20,4.0,5.0,2.0,5.0,3.0,8.0,15,1.0,1.0,21,43,1.0,6.0,48,307,5.0,9.0,,10.0,8.0,18.0,1.0,5.0,21.0,26,16,6.0,1.0,,3.0,16,8.0,24,6.0,2.0,9.0,,7.0,56,3.0,11.0,,3.0,13.0,2.0,18,14.0,32,3.0,16.0,9.0,7.0,3.0,,2.0,5,,1.0,8,2.0,4.0,6.0,13,,,7.0,,1.0,8.0,,1.0,3.0,,,,,,,21.0,141,2.0,3.0,0.6190476190476191,0.7222222222222222,0.4883720930232558,0.5555555555555556,0.4444444444444444,0.4772727272727273,0.5555555555555556,0.42105263157894735,0.5,0.5555555555555556,0.4772727272727273,0.022727272727272728,0.06976744186046512,0.1,14.177215189873417,0.375,0.15384615384615385,,0.13402061855670103,0.09090909090909091,0.08333333333333333,0.17647058823529413,0.12030075187969924,0.10144927536231885,0.06818181818181818,0.09090909090909091,0.10909090909090909,0.2,,0.1,0.058823529411764705,0.16666666666666666,0.07407407407407407,0.1111111111111111,0.15789473684210525,,0.45454545454545453,0.55,0.6111111111111112,0.45454545454545453,0.18181818181818182,0.375,0.42857142857142855,0.3409090909090909,0.022727272727272728,0.5555555555555556,0.8,0.25,0.2631578947368421,0.4,0.05263157894736842,0.4772727272727273,0.47013720930232555,0.4909625000000001,0.39785555555555546,0.022222222222222223,0.022727272727272728,0.20833333333333334,0.4375,7.82093023255814,45.7,0.41964285714285715,7.0,3.0,,1.0,1.0,0.125,0.3333333333333333,0.4666666666666667,0.4666666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
