EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,Loose Ball Fouls,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,OffShortMidRangeReboundPct,SecondChanceFtPoints,OffThreePtRebounds,FTDefRebounds,Travels,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,SelfOReb,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,SelfORebPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceTurnovers,BlockedLongMidRange,OffensiveGoaltends,ShortMidRangePctBlocked,OffCorner3ReboundPct,DefensiveGoaltends,3SecondViolations,on,HeaveAttempts,LongMidRangePctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
101143,1610612753,Travis Diener,Travis Diener,101143,ORL,17293.0,288,6.0,541,534,207,180,71,1075,4,5,1.0,1.0,2.0,2.0,2.0,4.0,10.0,21.0,4.0,10.0,2.0,4.0,14.0,40.0,1.0,3.0,3.0,15.0,16,30,18.0,50.0,12.0,98,564,2.0,5.0,1.0,3.0,7.0,7,11,5.0,19.0,6.0,35,14.0,18.0,45.0,9.0,2.0,40.0,14.0,22.0,13.0,35.0,8.0,5.0,5.0,3.0,14.0,83.0,2.0,1.0,7.0,8,15,3.0,18,4.0,1.0,3.0,4.0,5.0,2.0,9.0,2.0,1.0,13.0,5.0,8.0,27,3.0,10,15.0,1.0,5.0,1.0,1.0,3.0,35,207,8.0,3.0,0.4375,0.4666666666666667,0.8333333333333334,0.36,0.3333333333333333,0.2631578947368421,0.36,0.5333333333333333,0.4,0.6363636363636364,0.5375,0.4375,0.48333333333333334,0.5654761904761905,0.4375,0.5303030303030303,0.625,15.52,0.3076923076923077,0.06666666666666667,0.041884816753926704,0.0111731843575419,0.1206896551724138,0.060240963855421686,0.00819672131147541,0.017857142857142856,0.0125,0.015625,0.022222222222222223,0.07317073170731707,0.07894736842105263,0.2,0.0625,0.8,0.8,0.75,0.05,0.5,0.5,0.5,0.2625,0.47619047619047616,0.47619047619047616,0.3,0.125,0.4,0.4,0.75,0.5,0.35,0.35,0.8571428571428571,0.125,1.0,0.375,0.3333333333333333,1.0,0.06666666666666667,1.0,0.13333333333333333,0.5,0.5,0.2,0.6875,0.35,0.48790187499999993,0.42667,0.4854616666666668,0.024691358024691357,0.03333333333333333,0.0196078431372549,0.07142857142857142,0.35714285714285715,15.386666666666668,25.070000000000004,0.3826247689463956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,2991.0,50,-9.0,94,92,30,6,10,186,1,3,1.0,2.0,,,2.0,4.0,2.0,2.0,,,,,,,,,,,5,9,,,,10,95,1.0,2.0,,,2.0,1,2,,,,2,6.0,4.0,,,2.0,,,,,,,,,,,,4.0,,,5,5,4.0,9,3.0,2.0,1.0,3.0,,3.0,,,,3.0,,3.0,6,,1,,,,,,,2,30,,,0.6,0.75,,,,,,0.5555555555555556,0.5,0.5,0.5555555555555556,0.5,0.5,0.5555555555555556,0.5,0.5,,11.11111111111111,1.0,,0.12195121951219512,0.10810810810810811,,0.10638297872340426,0.0851063829787234,0.09090909090909091,0.06666666666666667,0.17647058823529413,0.2222222222222222,,,,0.3333333333333333,0.3333333333333333,0.5,,0.4444444444444444,0.5,0.5,0.5,0.2222222222222222,1.0,1.0,1.0,,,,,,,,,1.0,0.5,,,,,,,,,,0.3333333333333333,,0.4442,0.55555,0.37655,,,,0.2,0.2,7.944444444444443,,0.3191489361702128,1.0,1.0,1.0,0.1111111111111111,0.3333333333333333,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,4753.0,79,8.0,146,141,54,45,16,287,1,5,,,1.0,3.0,,,4.0,12.0,,,,,4.0,9.0,,,2.0,4.0,5,17,4.0,9.0,5.0,27,146,,,,,2.0,3,7,2.0,4.0,4.0,16,10.0,,12.0,,,9.0,4.0,4.0,1.0,5.0,1.0,,2.0,1.0,1.0,11.0,2.0,,6.0,9,16,3.0,19,2.0,1.0,1.0,2.0,,2.0,4.0,,,6.0,,7.0,10,1.0,5,5.0,,1.0,2.0,,,16,54,1.0,,1.0,1.0,1.0,0.4444444444444444,,0.5,0.4444444444444444,0.29411764705882354,,0.42857142857142855,0.4230769230769231,,0.5454545454545454,0.4642857142857143,1.0,0.6153846153846154,0.34615384615384615,20.98765432098765,0.3333333333333333,,0.1836734693877551,0.045454545454545456,0.4,0.234375,0.04918032786885246,0.09090909090909091,0.04,0.26666666666666666,,0.18518518518518517,0.5555555555555556,0.16666666666666666,0.19230769230769232,0.2,0.3333333333333333,1.0,,,,,0.46153846153846156,0.3333333333333333,0.3333333333333333,1.0,,,,,0.34615384615384615,0.4444444444444444,0.4444444444444444,1.0,,,,,,0.2727272727272727,0.3333333333333333,,,0.36363636363636365,0.5,0.5384615384615384,0.4444444444444444,0.4681269230769231,,0.46098636363636364,0.07142857142857142,0.10526315789473684,,0.07407407407407407,0.5925925925925926,12.423529411764704,25.37777777777778,0.3698630136986301,2.0,,,0.11764705882352941,0.4,,2.0,1.0,1.0,3.0,0.1111111111111111,0.058823529411764705,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,6796.0,113,12.0,219,213,96,65,26,432,2,3,,,,1.0,2.0,2.0,5.0,14.0,4.0,5.0,1.0,1.0,5.0,15.0,2.0,3.0,1.0,10.0,9,19,9.0,20.0,7.0,52,213,1.0,2.0,2.0,3.0,8.0,5,9,2.0,11.0,4.0,20,16.0,2.0,27.0,,,15.0,5.0,7.0,2.0,9.0,1.0,1.0,4.0,2.0,1.0,20.0,,,2.0,8,11,,11,4.0,2.0,2.0,2.0,,1.0,2.0,1.0,2.0,4.0,2.0,4.0,6,,7,7.0,,,1.0,1.0,2.0,20,96,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0,0.45,0.6666666666666666,0.18181818181818182,0.45,0.47368421052631576,0.5,0.5555555555555556,0.5769230769230769,0.8,0.4,0.6190476190476191,0.8,0.45454545454545453,0.5128205128205128,18.218623481781375,0.5,,0.10126582278481013,,0.08,0.09615384615384616,,,,0.06896551724137931,,0.18181818181818182,0.058823529411764705,0.125,0.07692307692307693,0.6666666666666666,0.6666666666666666,1.0,0.05128205128205128,1.0,1.0,1.0,0.358974358974359,0.35714285714285715,0.35714285714285715,0.8,0.1282051282051282,0.8,0.8,1.0,0.38461538461538464,0.3333333333333333,0.3333333333333333,1.0,,,0.6,0.6666666666666666,1.0,0.05,,0.05,1.0,0.5,0.1,0.5897435897435898,0.3333333333333333,0.45685256410256414,0.5268999999999999,0.4215350000000001,0.05,0.05,0.05,0.15384615384615385,0.38461538461538464,15.515789473684212,25.115,0.4383561643835616,,1.0,,,,,,,1.0,,0.09090909090909091,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2772,1610612753,Trevor Ariza,Trevor Ariza,2772,ORL,5446.0,91,18.0,170,170,78,73,26,340,11,17,2.0,3.0,5.0,6.0,,1.0,3.0,7.0,,,,,,1.0,,,,1.0,14,25,,1.0,8.0,36,183,3.0,4.0,,,9.0,5,9,,1.0,7.0,17,14.0,14.0,,,2.0,1.0,,7.0,3.0,10.0,3.0,,4.0,3.0,,23.0,3.0,,2.0,12,16,4.0,20,3.0,1.0,2.0,3.0,,1.0,1.0,2.0,,4.0,1.0,2.0,8,,8,11.0,1.0,,3.0,,3.0,17,78,,2.0,0.5,0.5384615384615384,,,,,,0.56,0.75,0.5555555555555556,0.5384615384615384,0.75,0.5,0.5806451612903226,0.75,0.6071428571428571,0.038461538461538464,17.766497461928935,0.75,,0.2222222222222222,0.05172413793103448,0.14285714285714285,0.20588235294117646,0.0547945205479452,0.058823529411764705,,0.14285714285714285,0.25,0.25,0.18181818181818182,,0.6538461538461539,0.6470588235294118,0.7857142857142857,0.45454545454545453,0.038461538461538464,,,,0.2692307692307692,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,,0.038461538461538464,,,,0.75,0.6666666666666666,,,,0.6,0.8333333333333334,,,0.1,,0.6923076923076923,,0.5198596153846153,0.5620666666666666,0.47218499999999997,0.10714285714285714,0.1111111111111111,,0.25,0.4722222222222222,5.772,29.8,0.4588235294117647,3.0,2.0,,0.12,0.17647058823529413,0.16666666666666666,3.0,1.0,2.0,,0.25,0.06666666666666667,0.1,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,8789.0,146,9.0,266,260,93,82,42,526,8,16,2.0,2.0,1.0,2.0,5.0,10.0,2.0,13.0,1.0,6.0,,3.0,3.0,5.0,,2.0,1.0,2.0,15,39,4.0,11.0,17.0,59,271,2.0,2.0,1.0,3.0,7.0,4,11,1.0,5.0,11.0,22,12.0,18.0,12.0,,,5.0,3.0,6.0,6.0,12.0,2.0,4.0,3.0,2.0,1.0,30.0,,,2.0,5,7,1.0,8,6.0,3.0,3.0,3.0,,3.0,3.0,,,6.0,2.0,2.0,11,1.0,19,19.0,1.0,,6.0,,4.0,22,93,3.0,4.0,0.4,0.4,1.0,0.36363636363636365,0.3333333333333333,0.2,0.36363636363636365,0.38461538461538464,1.0,0.36363636363636365,0.42,0.7,0.34375,0.5,0.7,0.5,0.22,20.249221183800625,0.5,,0.04672897196261682,,0.06896551724137931,0.051470588235294115,0.007462686567164179,,,0.030303030303030304,0.11764705882352941,,0.05,0.1111111111111111,0.32,0.5,0.7272727272727273,0.625,0.2,0.5,0.5,,0.26,0.15384615384615385,0.15384615384615385,0.5,0.12,0.16666666666666666,0.16666666666666666,1.0,0.1,0.6,0.6,1.0,0.4,1.0,0.4,,,0.125,0.5,0.1875,,0.125,0.5,0.54,0.6,0.4808009999999999,0.5318625,0.435728125,0.10909090909090909,0.13636363636363635,,0.11864406779661017,0.3728813559322034,9.394871794871795,24.38181818181818,0.34962406015037595,5.0,,,0.1282051282051282,0.3125,,,1.0,,2.0,,0.02631578947368421,0.034482758620689655,3.0,,,,1.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,0.5,0.5,0.2,1.0,1.0,,,,,,,,True,,,,,,,,,,
2306,1610612753,Carlos Arroyo,Carlos Arroyo,2306,ORL,4525.0,75,-8.0,146,144,41,41,23,290,2,6,,,,1.0,3.0,8.0,11.0,20.0,,,,,,5.0,,1.0,,,16,34,,5.0,11.0,43,164,4.0,4.0,,1.0,8.0,3,7,,,3.0,9,4.0,28.0,,,4.0,5.0,,4.0,5.0,9.0,5.0,,3.0,1.0,,23.0,3.0,1.0,1.0,1,2,5.0,7,3.0,,3.0,4.0,2.0,3.0,2.0,1.0,,6.0,2.0,4.0,9,,13,14.0,2.0,2.0,6.0,,1.0,9,41,3.0,1.0,0.125,0.14285714285714285,,,,,,0.47058823529411764,1.0,0.42857142857142855,0.41025641025641024,0.8,0.42857142857142855,0.48863636363636365,0.8,0.5625,0.1282051282051282,29.411764705882355,0.6666666666666666,0.16666666666666666,0.022222222222222223,0.06818181818181818,0.07142857142857142,0.03389830508474576,0.06060606060606061,0.08333333333333333,0.09090909090909091,0.058823529411764705,,,,0.3333333333333333,0.15384615384615385,0.3333333333333333,0.5,,0.20512820512820512,0.375,0.375,0.3333333333333333,0.5128205128205128,0.55,0.55,0.09090909090909091,,,,,0.1282051282051282,,,,,,0.2,,,0.14285714285714285,,,,,,0.28205128205128205,,0.4427153846153845,0.45557499999999995,0.39907142857142863,0.13953488372093023,0.15789473684210525,,0.18604651162790697,0.20930232558139536,12.279411764705882,24.640000000000004,0.2808219178082192,2.0,,,0.058823529411764705,0.3333333333333333,,,1.0,,,,0.045454545454545456,0.058823529411764705,1.0,,1.0,,,,,,0.047619047619047616,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,2362.0,39,-4.0,78,78,35,37,3,156,1,2,,,1.0,2.0,4.0,7.0,,2.0,1.0,2.0,,1.0,3.0,7.0,,1.0,3.0,6.0,5,11,4.0,9.0,6.0,28,85,,,,1.0,,2,5,3.0,7.0,2.0,15,4.0,6.0,9.0,3.0,,7.0,3.0,1.0,1.0,2.0,,1.0,1.0,,,5.0,1.0,,4.0,3,11,1.0,12,1.0,1.0,,1.0,,1.0,1.0,,,2.0,,3.0,8,,5,7.0,3.0,,5.0,,,15,35,3.0,,0.4,0.4,0.75,0.4444444444444444,,0.42857142857142855,0.4444444444444444,0.45454545454545453,,0.4,0.55,,0.5416666666666666,0.6363636363636364,,0.625,0.45,29.26829268292683,0.5,,0.10714285714285714,0.05,0.3333333333333333,0.175,0.03333333333333333,,0.125,,0.16666666666666666,0.2,0.14285714285714285,0.6,0.1,0.5,0.5,1.0,0.35,0.5714285714285714,0.5714285714285714,0.25,0.1,,,,0.1,0.5,0.5,1.0,0.35,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,1.0,,,0.16666666666666666,0.5,0.08333333333333333,,0.5,0.5,0.55,0.42857142857142855,0.436125,0.5964,0.45376250000000007,0.22727272727272727,0.38461538461538464,,,0.5357142857142857,9.054545454545455,25.611111111111114,0.44871794871794873,,,,,,,,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
255,1610612753,Grant Hill,Grant Hill,255,ORL,4391.0,73,-29.0,141,142,55,42,20,283,7,11,1.0,3.0,2.0,3.0,,3.0,4.0,12.0,,,,,1.0,1.0,,,1.0,1.0,11,26,1.0,1.0,11.0,36,160,2.0,7.0,,,4.0,2,4,1.0,1.0,3.0,10,6.0,16.0,3.0,,2.0,1.0,1.0,3.0,1.0,4.0,,1.0,1.0,,2.0,9.0,2.0,,2.0,7,13,2.0,15,,,,5.0,,1.0,4.0,4.0,,9.0,4.0,5.0,9,4.0,10,12.0,4.0,,8.0,,,10,55,,,0.2727272727272727,0.3,1.0,1.0,,1.0,1.0,0.4230769230769231,0.2857142857142857,0.5,0.46296296296296297,0.2857142857142857,0.7,0.5806451612903226,0.2857142857142857,0.8333333333333334,0.037037037037037035,23.80952380952381,0.5555555555555556,,0.14285714285714285,0.038461538461538464,0.15384615384615385,0.14516129032258066,0.029411764705882353,0.08333333333333333,,0.13333333333333333,,0.21739130434782608,0.125,0.2,0.4074074074074074,0.6363636363636364,0.7,0.2857142857142857,0.1111111111111111,,,,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.25,,,,,0.037037037037037035,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,,,,0.6,0.6666666666666666,,,0.2,1.0,0.4444444444444444,1.0,0.46111111111111114,0.45382857142857136,0.5246,0.25806451612903225,0.26666666666666666,,0.1111111111111111,0.2777777777777778,9.21923076923077,25.3,0.3900709219858156,1.0,,,0.038461538461538464,0.09090909090909091,,,,4.0,,0.5,,,,,1.0,,1.0,,,,0.07142857142857142,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,1033.0,17,11.0,43,43,30,24,5,86,1,4,,,1.0,4.0,1.0,2.0,1.0,2.0,,,,,,,,,,,3,8,,,4.0,10,36,,,,,,2,5,,,3.0,7,,6.0,,,,,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,,2.0,1,3,,3,1.0,1.0,,,,,1.0,,,1.0,1.0,,3,,4,6.0,,,1.0,,2.0,7,30,3.0,2.0,,,,,,,,0.375,,0.4,0.375,,0.4,0.45454545454545453,,0.5,,24.489795918367346,,,0.1,,0.25,0.16666666666666666,,,,0.2,,,0.5,,0.5,0.25,0.25,,0.25,0.5,0.5,,0.25,0.5,0.5,,,,,,,,,,,,,,,0.8,0.25,,,,,0.5,,0.49596250000000003,,0.5506200000000001,0.1111111111111111,0.1111111111111111,,,0.7,7.2375,,0.6976744186046512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
