EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,OffThreePtRebounds,SelfOReb,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,LongMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3FGA,SecondChanceFtPoints,FTOffRebounds,FTDefRebounds,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceCorner3Frequency,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,on,SecondChanceCorner3FGM,HeaveMakes,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,BlockedCorner3
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,25850.0,431,-43,833,839,171,187,107,1672,19.0,33.0,6.0,9.0,3.0,10.0,12.0,36,1.0,4.0,1.0,1.0,24.0,57.0,2.0,6.0,4.0,13.0,34.0,79,25.0,61.0,15.0,158,925,1.0,4.0,2.0,6.0,8.0,10.0,18.0,5.0,14.0,8.0,43.0,12.0,56.0,48.0,27.0,1.0,56.0,24.0,3.0,96.0,13.0,109,11.0,2.0,44.0,21.0,31.0,231,2.0,3.0,23.0,26.0,2,28,17.0,12.0,5.0,14.0,5.0,12.0,10.0,2.0,24,4.0,5.0,14.0,1.0,17.0,3.0,4.0,3.0,43.0,171,3.0,0.17647058823529413,0.17647058823529413,0.64,0.4098360655737705,0.3333333333333333,0.35714285714285715,0.4166666666666667,0.43037974683544306,0.25,0.5555555555555556,0.5107142857142857,0.4,0.546875,0.5306122448979592,0.4,0.5833333333333334,0.4357142857142857,0.0379746835443038,0.09090909090909091,17.831074035453597,0.5833333333333334,0.07666666666666666,0.006514657980456026,0.046875,0.07142857142857142,0.004987531172069825,0.0196078431372549,0.08421052631578947,0.045454545454545456,0.09401709401709402,0.01818181818181818,0.2222222222222222,0.2357142857142857,0.5757575757575758,0.6333333333333333,0.21052631578947367,0.07142857142857142,0.3,0.3,0.2571428571428571,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.02857142857142857,0.25,0.25,1.0,0.40714285714285714,0.42105263157894735,0.42105263157894735,0.625,0.6,0.3333333333333333,1.0,0.28125,0.6666666666666666,0.03125,1.0,0.40625,0.3076923076923077,0.6714285714285714,0.42857142857142855,0.5302730215827339,0.49389444444444447,0.5213983870967742,0.027777777777777776,0.04819277108433735,0.05063291139240506,0.2721518987341772,9.702531645569621,25.886885245901635,0.20528211284513806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,9009.0,150,-2,293,293,96,111,41,586,10.0,23.0,5.0,12.0,4.0,9.0,9.0,29,1.0,3.0,,,,3.0,,1.0,,,23.0,61,1.0,6.0,11.0,60,287,3.0,7.0,,1.0,6.0,7.0,21.0,,,6.0,20.0,28.0,18.0,3.0,,,3.0,,4.0,6.0,2.0,8,1.0,1.0,3.0,1.0,2.0,18,5.0,6.0,11.0,17.0,6,23,5.0,2.0,3.0,9.0,,5.0,5.0,4.0,14,4.0,8.0,14.0,2.0,14.0,,7.0,1.0,20.0,96,2.0,0.6086956521739131,0.6363636363636364,1.0,0.16666666666666666,,,0.16666666666666666,0.3770491803278688,0.42857142857142855,0.3333333333333333,0.3656716417910448,0.375,0.3333333333333333,0.410958904109589,0.375,0.4166666666666667,0.08955223880597014,0.06557377049180328,0.13043478260869565,25.58823529411765,0.6428571428571429,0.10091743119266056,0.0390625,0.21428571428571427,0.12408759124087591,0.04,0.02857142857142857,0.05714285714285714,0.16666666666666666,0.09090909090909091,0.25,,0.34328358208955223,0.43478260869565216,0.5,0.5,0.13432835820895522,0.4444444444444444,0.4444444444444444,0.43283582089552236,0.3103448275862069,0.32142857142857145,0.7777777777777778,0.04477611940298507,0.3333333333333333,0.3333333333333333,1.0,0.04477611940298507,,,,0.125,,,0.5714285714285714,0.4166666666666667,,,,,0.43283582089552236,,0.48317388059701494,0.53846875,0.5083619047619047,0.09722222222222222,0.10606060606060606,0.1,0.3333333333333333,9.636065573770493,24.316666666666663,0.32764505119453924,2.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.034482758620689655,0.045454545454545456,0.08,0.3333333333333333,0.05128205128205128,0.5,0.625,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1899,1610612763,James Posey,James Posey,1899,MEM,24782.0,413,-14,783,785,110,86,94,1568,28.0,51.0,4.0,8.0,11.0,23.0,7.0,16,8.0,17.0,3.0,5.0,15.0,35.0,1.0,2.0,3.0,5.0,46.0,90,23.0,52.0,59.0,220,852,3.0,9.0,1.0,3.0,15.0,7.0,13.0,6.0,10.0,14.0,46.0,58.0,34.0,54.0,15.0,,35.0,15.0,14.0,9.0,10.0,19,10.0,,5.0,2.0,2.0,48,10.0,2.0,47.0,51.0,13,64,25.0,11.0,14.0,9.0,3.0,6.0,11.0,3.0,20,1.0,12.0,39.0,5.0,74.0,5.0,28.0,9.0,46.0,110,2.0,0.6304347826086957,0.6744186046511628,0.782608695652174,0.4423076923076923,0.3333333333333333,0.6,0.4423076923076923,0.5111111111111111,0.3333333333333333,0.5384615384615384,0.5669014084507042,0.375,0.6956521739130435,0.6213872832369942,0.46875,0.7666666666666667,0.36619718309859156,0.15555555555555556,0.1568627450980392,21.476510067114095,0.45,0.16095890410958905,0.035842293906810034,0.037037037037037035,0.1416184971098266,0.03225806451612903,0.042105263157894736,0.11702127659574468,0.19767441860465115,0.16964285714285715,0.0425531914893617,,0.3591549295774648,0.5490196078431373,0.6511627906976745,0.75,0.1619718309859155,0.4782608695652174,0.5789473684210527,0.11267605633802817,0.4375,0.5,0.42857142857142855,0.11971830985915492,0.47058823529411764,0.47058823529411764,0.75,0.24647887323943662,0.42857142857142855,0.42857142857142855,0.8,0.16666666666666666,0.5,1.0,0.34782608695652173,0.5,0.21739130434782608,0.6,0.21739130434782608,0.6,0.7253521126760564,0.42857142857142855,0.5366288732394366,0.5131318181818183,0.5170086956521739,0.17073170731707318,0.25,0.06818181818181818,0.20909090909090908,5.224444444444444,25.023076923076925,0.140485312899106,3.0,6.0,6.0,2.0,3.0,,,2.0,6.0,0.125,0.021505376344086023,0.04950495049504951,0.047619047619047616,0.05172413793103448,0.45454545454545453,0.5,0.5,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.17391304347826086,0.09090909090909091,0.034482758620689655,0.012048192771084338,0.013888888888888888,0.08333333333333333,,,,,,,,,,,,,,True,,,,,,,,,
2054,1610612763,Jake Tsakalidis,Jake Tsakalidis,2054,MEM,31900.0,532,-23,1016,1022,229,242,130,2038,40.0,63.0,9.0,13.0,19.0,46.0,8.0,24,,,,,,,,,,,67.0,133,,,36.0,170,1090,12.0,23.0,,,34.0,14.0,30.0,,,11.0,39.0,104.0,30.0,,,,,,12.0,13.0,5.0,18,4.0,1.0,8.0,2.0,3.0,41,28.0,12.0,68.0,91.0,37,128,9.0,5.0,4.0,11.0,4.0,5.0,12.0,6.0,23,3.0,49.0,79.0,4.0,61.0,,27.0,6.0,39.0,229,2.0,0.7761194029850746,0.8666666666666667,,,,,,0.5037593984962406,0.5217391304347826,0.4666666666666667,0.5037593984962406,0.5217391304347826,0.4666666666666667,0.5279503105590062,0.5,0.5,,0.09022556390977443,0.1746031746031746,15.713065755764303,0.4782608695652174,0.18037135278514588,0.07466666666666667,0.15789473684210525,0.17660044150110377,0.07039337474120083,0.09836065573770492,0.14285714285714285,0.1651376146788991,0.2214765100671141,0.16923076923076924,0.09090909090909091,0.47368421052631576,0.6349206349206349,0.7692307692307693,0.775,0.3458646616541353,0.41304347826086957,0.4222222222222222,0.18045112781954886,0.3333333333333333,0.3333333333333333,0.875,,,,,,,,,,,,0.43333333333333335,0.6923076923076923,,,,,0.47368421052631576,,0.4812609022556391,0.4909444444444444,0.45917,0.17419354838709677,0.17419354838709677,0.2,0.22941176470588234,5.769172932330826,,0.22539370078740156,9.0,15.0,14.0,6.0,2.0,,1.0,1.0,5.0,,0.05555555555555555,0.08888888888888889,0.037037037037037035,0.037037037037037035,0.7368421052631579,0.6521739130434783,0.6,,10.0,3.0,11.0,8.0,22.0,15.0,22.0,,,0.021739130434782608,0.3142857142857143,0.09090909090909091,0.03389830508474576,0.06172839506172839,,7.0,15.0,1.0,0.6818181818181818,0.2222222222222222,,,,,,,,,True,,,,,,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,22649.0,377,-28,722,726,130,153,90,1448,37.0,64.0,9.0,13.0,33.0,76.0,15.0,32,,,,,,2.0,,1.0,,1.0,85.0,172,,2.0,33.0,203,814,16.0,35.0,,1.0,36.0,19.0,32.0,,1.0,12.0,50.0,84.0,86.0,,,,2.0,,23.0,23.0,11.0,34,9.0,2.0,15.0,5.0,3.0,79,27.0,18.0,32.0,59.0,40,99,10.0,9.0,1.0,13.0,1.0,6.0,10.0,7.0,23,5.0,14.0,23.0,2.0,50.0,,24.0,4.0,50.0,130,2.0,0.49411764705882355,0.5675675675675675,,,,,,0.4941860465116279,0.45714285714285713,0.59375,0.4885057471264368,0.4444444444444444,0.5757575757575758,0.5178571428571429,0.46153846153846156,0.6410256410256411,0.011494252873563218,0.13372093023255813,0.234375,26.385542168674696,0.5652173913043478,0.12260536398467432,0.10384615384615385,0.3157894736842105,0.15723270440251572,0.11209439528023599,0.10227272727272728,0.13513513513513514,0.125,0.11214953271028037,0.2916666666666667,0.4444444444444444,0.367816091954023,0.578125,0.7551020408163265,0.4594594594594595,0.4367816091954023,0.4342105263157895,0.4782608695652174,0.1839080459770115,0.46875,0.4838709677419355,0.7333333333333333,,,,,0.011494252873563218,,,,0.027777777777777776,,,0.3939393939393939,0.6923076923076923,,,0.030303030303030304,,0.3793103448275862,,0.4631718390804597,0.5296277777777778,0.44995909090909086,0.125,0.12631578947368421,0.17733990147783252,0.24630541871921183,6.566860465116279,26.1,0.18005540166204986,12.0,23.0,22.0,11.0,5.0,1.0,2.0,2.0,6.0,0.03125,0.13924050632911392,0.11578947368421053,0.11764705882352941,0.07692307692307693,0.42424242424242425,0.6388888888888888,0.5217391304347826,,4.0,2.0,9.0,2.0,6.0,3.0,6.0,,,0.09210526315789473,0.36,0.09090909090909091,0.09090909090909091,0.14516129032258066,,3.0,2.0,1.0,0.3333333333333333,0.08333333333333333,1.0,0.5,0.5,,,,,,True,,,,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,9509.0,158,-2,308,311,150,170,49,619,3.0,9.0,,2.0,1.0,7.0,7.0,14,3.0,10.0,2.0,3.0,1.0,5.0,,,,1.0,11.0,30,4.0,15.0,14.0,48,321,6.0,8.0,,1.0,13.0,3.0,10.0,2.0,4.0,10.0,22.0,16.0,6.0,12.0,,,5.0,1.0,4.0,6.0,4.0,10,2.0,2.0,1.0,4.0,1.0,24,5.0,3.0,8.0,11.0,5,16,6.0,4.0,2.0,2.0,,2.0,3.0,,5,3.0,9.0,13.0,1.0,18.0,1.0,3.0,5.0,22.0,150,2.0,0.7272727272727273,1.0,1.0,0.26666666666666666,,0.5,0.26666666666666666,0.36666666666666664,0.75,0.3,0.37777777777777777,0.6666666666666666,0.42857142857142855,0.44339622641509435,0.65,0.55,0.3333333333333333,0.13333333333333333,0.2222222222222222,15.846994535519125,0.4,0.07142857142857142,0.040983606557377046,0.1,0.07746478873239436,0.03355704697986577,0.025,0.058823529411764705,0.058823529411764705,0.09090909090909091,0.12,,0.2,0.3333333333333333,0.42857142857142855,,0.15555555555555556,0.14285714285714285,0.2,0.3111111111111111,0.5,0.5,1.0,0.2222222222222222,0.3,0.3,1.0,0.1111111111111111,0.2,0.2,1.0,,,,0.14285714285714285,,0.21428571428571427,0.6666666666666666,0.07142857142857142,,0.5333333333333333,0.2,0.46755222222222226,0.44226111111111105,0.44189285714285703,0.08333333333333333,0.09090909090909091,0.2708333333333333,0.4583333333333333,9.766666666666667,23.900000000000002,0.487012987012987,3.0,4.0,6.0,,1.0,,,,,,,0.044444444444444446,,0.038461538461538464,1.0,0.4444444444444444,0.75,1.0,1.0,,,,5.0,2.0,5.0,,,0.2857142857142857,,,0.05405405405405406,,0.1111111111111111,2.0,3.0,,0.6,,,,,2.0,1.0,1.0,1.0,0.06666666666666667,True,,,,,,,,,
448,1610612763,Bo Outlaw,Bo Outlaw,448,MEM,4917.0,82,-4,144,148,62,51,19,292,5.0,9.0,2.0,3.0,1.0,5.0,,2,,,,,,,,,,,6.0,16,,,4.0,16,143,1.0,2.0,,,2.0,2.0,6.0,,,3.0,7.0,8.0,4.0,,,,,,1.0,6.0,,6,,,6.0,,,12,3.0,1.0,14.0,16.0,4,20,6.0,5.0,1.0,,,,1.0,,1,,1.0,5.0,1.0,6.0,,2.0,1.0,7.0,62,,0.6666666666666666,0.8,,,,,,0.375,0.5,0.3333333333333333,0.375,0.5,0.3333333333333333,0.42105263157894735,0.5,0.4375,,0.0625,,11.904761904761905,,0.21212121212121213,0.05454545454545454,0.08333333333333333,0.19230769230769232,0.05555555555555555,0.0625,0.25,0.2222222222222222,0.17857142857142858,0.09090909090909091,,0.5625,0.5555555555555556,0.5555555555555556,0.8,0.3125,0.2,0.25,0.125,,,,,,,,,,,,,,,0.5,0.6666666666666666,,,,,0.5625,,0.46328125000000003,0.5495,0.42488333333333334,0.1111111111111111,0.1111111111111111,0.125,0.4375,4.275,,0.4305555555555556,1.0,2.0,2.0,1.0,,,,,,,0.058823529411764705,,0.2,,,1.0,0.5,,,,1.0,,1.0,1.0,1.0,,,0.2,0.25,,0.1,,,,,,,,,,,,,,,,True,,,,,,,,,
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,928.0,15,-4,26,28,20,18,5,54,1.0,2.0,,,,1.0,1.0,2,,,,,,,,,,,2.0,5,,,,4,28,,1.0,,,,1.0,2.0,,,,2.0,4.0,,,,,,,,1.0,,1,,,1.0,,,2,1.0,,2.0,2.0,1,3,1.0,1.0,,2.0,,1.0,,1.0,2,2.0,,1.0,,,,,,2.0,20,1.0,1.0,1.0,,,,,,0.4,,0.5,0.4,,0.5,0.4,,0.5,,,,21.21212121212121,1.0,0.16666666666666666,0.1111111111111111,,0.16666666666666666,0.08333333333333333,,,1.0,0.1111111111111111,,,0.4,0.5,0.5,1.0,0.2,,,0.4,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,0.4,,0.42397999999999997,0.4113,0.39790000000000003,,,,0.5,9.040000000000001,,0.7692307692307693,,1.0,,,,,,,,,,0.25,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,True,,,,,,,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,4089.0,68,5,137,137,31,35,19,274,4.0,7.0,2.0,2.0,5.0,16.0,3.0,7,,,,,,,,,,,12.0,30,,,3.0,27,120,1.0,3.0,,,4.0,6.0,8.0,,,,12.0,18.0,6.0,,,,,,5.0,3.0,,3,,,3.0,,,6,4.0,,8.0,12.0,8,20,4.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,6,2.0,4.0,6.0,,5.0,,3.0,,12.0,31,,0.75,0.8181818181818182,,,,,,0.4,0.3333333333333333,0.75,0.4,0.3333333333333333,0.75,0.421875,0.5,0.75,,0.16666666666666666,0.2857142857142857,24.050632911392405,0.5,0.16666666666666666,0.07017543859649122,,0.14545454545454545,0.08695652173913043,0.11764705882352941,0.20833333333333334,0.1,0.14285714285714285,,,0.23333333333333334,0.5714285714285714,0.8,0.75,0.5333333333333333,0.3125,0.35714285714285715,0.23333333333333334,0.42857142857142855,0.5,0.6666666666666666,,,,,,,,,,,,0.25,1.0,,,,,0.23333333333333334,,0.4455266666666667,0.4285,0.44405000000000006,0.09375,0.09375,0.14814814814814814,0.4444444444444444,8.583333333333334,,0.22627737226277372,1.0,2.0,2.0,2.0,1.0,,,2.0,1.0,0.14285714285714285,0.16666666666666666,,0.4,0.07692307692307693,0.8,0.6666666666666666,0.5,,2.0,2.0,4.0,,3.0,1.0,3.0,,,0.125,0.6666666666666666,0.2857142857142857,0.1,,,2.0,1.0,,0.3333333333333333,,,,,1.0,,,,,True,,,,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,18762.0,313,-17,602,605,66,81,69,1207,19.0,34.0,1.0,3.0,3.0,6.0,12.0,24,1.0,5.0,,,14.0,33.0,,,,1.0,34.0,64,15.0,38.0,18.0,131,665,2.0,5.0,,,6.0,1.0,3.0,,1.0,1.0,3.0,44.0,24.0,45.0,,,33.0,14.0,2.0,14.0,6.0,20,4.0,2.0,7.0,5.0,2.0,46,4.0,5.0,24.0,30.0,6,36,7.0,6.0,1.0,17.0,3.0,11.0,9.0,6.0,26,1.0,10.0,25.0,2.0,22.0,1.0,11.0,,3.0,66,2.0,0.6470588235294118,0.6666666666666666,1.0,0.39473684210526316,,,0.39473684210526316,0.53125,0.4,0.3333333333333333,0.553921568627451,0.4,0.25,0.5803571428571429,0.5,0.3,0.37254901960784315,0.03125,0.058823529411764705,20.145985401459853,0.6538461538461539,0.10619469026548672,0.019801980198019802,0.13513513513513514,0.11026615969581749,0.02214022140221402,,0.0410958904109589,0.1076923076923077,0.1590909090909091,0.15625,,0.3333333333333333,0.5588235294117647,0.59375,0.5263157894736842,0.058823529411764705,0.5,0.5,0.23529411764705882,0.5,0.5,0.9166666666666666,0.049019607843137254,0.2,0.2,1.0,0.3235294117647059,0.42424242424242425,0.4375,1.0,,,,0.75,0.3333333333333333,,,0.25,,0.7058823529411765,0.42424242424242425,0.5397612745098038,0.49307999999999996,0.638675,0.09821428571428571,0.14864864864864866,0.04580152671755725,0.022900763358778626,8.207812500000001,25.213157894736838,0.10963455149501661,1.0,3.0,2.0,2.0,2.0,1.0,,5.0,1.0,,0.028985507246376812,0.043478260869565216,,0.04,0.3333333333333333,0.6,0.3333333333333333,,2.0,,1.0,,1.0,1.0,1.0,,1.0,,0.05555555555555555,,0.015625,0.03773584905660377,,,,,,,1.0,0.02631578947368421,0.030303030303030304,1.0,,,,,True,,,,,,,,,
