EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyAtRimFGM,SecondChanceFtPoints,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceCorner3FGA,PenaltyCorner3FGA,Corner3Assists,FTOffRebounds,SelfOReb,Travels,SecondChanceTurnovers,Offensive Fouls,Technical Free Throw Trips,BlockedShortMidRange,ShortMidRangePctBlocked,OffFTReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceCorner3FGM,HeaveAttempts,LostBallOutOfBoundsTurnovers,SecondChanceCorner3Accuracy,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,on,PenaltyCorner3FGM,HeaveMakes,Blocked3s,BlockedCorner3,PenaltyCorner3Accuracy,BlockedArc3,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,Clear Path Fouls
1904,1610612747,Devean George,Devean George,1904,LAL,559.0,9,5.0,22,26,17,18,48,1.0,1.0,1.0,1,2,17,2.0,1.0,1,1.0,3,3,17,1.0,1.0,1.0,1.0,1.0,4.545454545454546,0.5,0.125,0.3333333333333333,0.18181818181818182,0.25,0.5,1.0,1.0,1.0,1.0,1.0,0.6728,0.7727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2416,1610612747,Kareem Rush,Kareem Rush,2416,LAL,9122.0,152,18.0,283,284,89,73,567,4.0,8.0,15.0,26,55,290,20.0,,9,1.0,10,11,89,0.6666666666666666,0.7142857142857143,0.5769230769230769,0.5666666666666667,0.5612244897959183,16.666666666666664,0.09090909090909091,0.08108108108108109,,0.0661764705882353,0.0625,,0.17777777777777778,0.5,0.5,0.75,0.6,0.49776777777777775,0.31448763250883394,31.0,1.0,1.0,2.0,2.0,2.0,9.0,16.0,2.0,3.0,5.0,16.0,1.0,3.0,1.0,3.0,7.0,19.0,4.0,1.0,1.0,1.0,3.0,5.0,3.0,6.0,1.0,3.0,2.0,11.0,10.0,18.0,3.0,2.0,16.0,5.0,5.0,5.0,3.0,2.0,10.0,1.0,1.0,6.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,8.0,12.0,1.0,8.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,11.0,1.0,0.8571428571428571,0.3684210526315789,0.3333333333333333,0.3333333333333333,0.3684210526315789,1.0,0.5,0.625,0.5,0.625,0.4583333333333333,0.4222222222222222,0.5,0.010638297872340425,0.00819672131147541,0.038461538461538464,0.047619047619047616,0.10344827586206896,1.0,0.044444444444444446,1.0,1.0,0.5,0.35555555555555557,0.5625,0.5625,0.6666666666666666,0.06666666666666667,0.6666666666666666,0.6666666666666666,0.5,0.35555555555555557,0.3125,0.3125,1.0,0.25,1.0,0.75,0.3333333333333333,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3125,0.5297999999999999,0.49860555555555564,0.021739130434782608,0.037037037037037035,0.09090909090909091,0.2,11.788461538461538,25.13684210526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,6018.0,100,24.0,187,185,91,98,372,6.0,7.0,6.0,9,29,185,10.0,2.0,8,2.0,12,16,91,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.7,0.725,11.111111111111112,0.25,0.125,0.11764705882352941,0.12345679012345678,0.13636363636363635,0.16666666666666666,0.4666666666666667,0.8571428571428571,1.0,0.8333333333333334,0.8666666666666667,0.5445966666666667,0.48663101604278075,20.0,1.0,2.0,3.0,,1.0,,1.0,1.0,2.0,2.0,4.0,,,1.0,2.0,3.0,6.0,8.0,1.0,2.0,,,3.0,2.0,4.0,1.0,2.0,7.0,14.0,2.0,9.0,,,4.0,2.0,7.0,9.0,5.0,1.0,20.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,,3.0,3.0,4.0,7.0,,11.0,3.0,3.0,,,,,,14.0,,1.0,0.5,,0.5,0.5,0.5,0.5,0.5,0.5833333333333334,0.5,0.7,0.4,0.3333333333333333,0.05555555555555555,0.057971014492753624,,0.1111111111111111,0.12121212121212122,,0.06666666666666667,,,,0.06666666666666667,,,,0.13333333333333333,0.5,0.5,1.0,0.26666666666666666,0.5,0.5,1.0,1.0,0.5,,,,0.5,0.3333333333333333,0.5,0.5,0.5045,0.5213333333333333,0.17647058823529413,0.2727272727272727,0.10344827586206896,0.4827586206896552,2.7444444444444445,25.100000000000005,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.14285714285714285,0.06666666666666667,0.14285714285714285,0.05,0.25,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
296,1610612747,Rick Fox,Rick Fox,296,LAL,50776.0,846,73.0,1619,1624,494,416,3243,34.0,63.0,58.0,125,183,1670,84.0,10.0,54,9.0,73,102,494,0.7241379310344828,0.7924528301886793,0.464,0.4327956989247312,0.457286432160804,13.344138303619664,0.2,0.08411214953271028,0.06578947368421052,0.08060453400503778,0.06565656565656566,0.06896551724137931,0.3387096774193548,0.5396825396825397,0.68,0.7352941176470589,0.6666666666666666,0.5209244623655913,0.3051266213712168,197.0,6.0,8.0,15.0,15.0,27.0,9.0,35.0,1.0,15.0,14.0,46.0,2.0,6.0,3.0,11.0,15.0,61.0,22.0,6.0,10.0,2.0,8.0,19.0,18.0,34.0,3.0,16.0,8.0,53.0,32.0,36.0,9.0,10.0,46.0,14.0,91.0,98.0,49.0,24.0,203.0,20.0,29.0,29.0,17.0,12.0,34.0,10.0,25.0,14.0,9.0,48.0,14.0,48.0,99.0,6.0,30.0,12.0,4.0,4.0,2.0,1.0,4.0,2.0,53.0,13.0,0.8,0.2459016393442623,0.25,0.1875,0.2459016393442623,0.6,0.5294117647058824,0.5,0.45,0.5,0.48148148148148145,0.3279569892473118,0.7083333333333334,0.03367003367003367,0.03591160220994475,0.045,0.06474820143884892,0.10491803278688525,0.5,0.14516129032258066,0.5555555555555556,0.6,0.6,0.1881720430107527,0.2571428571428571,0.2571428571428571,0.8888888888888888,0.08064516129032258,0.06666666666666667,0.06666666666666667,1.0,0.24731182795698925,0.30434782608695654,0.30434782608695654,0.7857142857142857,0.4444444444444444,0.75,0.3333333333333333,0.3333333333333333,1.0,0.3,0.22,0.2727272727272727,0.30434782608695654,0.5162153846153846,0.49264399999999997,0.06153846153846154,0.08955223880597014,0.10382513661202186,0.2896174863387978,7.453599999999999,24.85737704918032,11.0,1.0,15.0,7.0,4.0,18.0,6.0,,3.0,0.12,0.20634920634920634,0.046153846153846156,0.02512562814070352,0.03076923076923077,0.06666666666666667,0.16666666666666666,0.7333333333333333,2.0,5.0,3.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,0.07407407407407407,0.03296703296703297,0.04,0.05555555555555555,0.04081632653061224,0.1111111111111111,0.1,,,,,,,,,,,,,True,,,,,,,,,,,
56,1610612747,Gary Payton,Gary Payton,56,LAL,45658.0,761,46.0,1456,1465,428,352,2921,76.0,117.0,125.0,236,335,1512,142.0,23.0,60,1.0,84,103,428,0.568,0.5867768595041323,0.5296610169491526,0.5324909747292419,0.5493421052631579,20.156438026474127,0.02702702702702703,0.10238907849829351,0.1619718309859155,0.11401098901098901,0.0972972972972973,0.14018691588785046,0.4223826714801444,0.6495726495726496,0.6785714285714286,0.631578947368421,0.5703971119133574,0.50223134057971,0.29395604395604397,175.0,4.0,6.0,31.0,31.0,71.0,18.0,48.0,4.0,6.0,11.0,35.0,,3.0,6.0,13.0,15.0,41.0,40.0,7.0,12.0,1.0,5.0,19.0,30.0,59.0,6.0,13.0,21.0,99.0,108.0,42.0,3.0,8.0,34.0,11.0,89.0,104.0,45.0,25.0,223.0,14.0,19.0,25.0,14.0,11.0,20.0,4.0,11.0,11.0,9.0,31.0,9.0,19.0,32.0,,59.0,22.0,8.0,4.0,3.0,,4.0,1.0,99.0,4.0,0.9333333333333333,0.36585365853658536,0.2,0.46153846153846156,0.375,0.5833333333333334,0.5084745762711864,0.5,0.5416666666666666,0.5277777777777778,0.5689655172413793,0.148014440433213,0.6451612903225806,0.02578268876611418,0.028875379939209727,0.03783783783783784,0.05511811023622047,0.12773722627737227,0.25,0.2563176895306859,0.43661971830985913,0.484375,0.3870967741935484,0.17328519855595667,0.375,0.375,0.6111111111111112,0.021660649819494584,0.6666666666666666,0.6666666666666666,0.75,0.1263537906137184,0.3142857142857143,0.3142857142857143,1.0,0.35294117647058826,0.6666666666666666,0.17647058823529413,,,0.4305555555555556,0.18055555555555555,0.46153846153846156,0.3235294117647059,0.524725,0.49201267605633797,0.07432432432432433,0.08627450980392157,0.056716417910447764,0.2955223880597015,6.489406779661018,25.648780487804874,17.0,2.0,12.0,15.0,11.0,19.0,5.0,,3.0,0.05084745762711865,0.042735042735042736,0.043478260869565216,0.03225806451612903,0.005813953488372093,,0.25,0.5483870967741935,2.0,,4.0,,4.0,1.0,2.0,1.0,1.0,1.0,0.09859154929577464,,0.05555555555555555,0.22857142857142856,0.032520325203252036,0.11764705882352941,,1.0,1.0,5.0,0.5,,,,,,,,,True,,,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,10440.0,174,8.0,327,325,136,146,652,6.0,12.0,20.0,43,63,333,20.0,2.0,12,,14,16,136,0.5,0.5,0.46511627906976744,0.4482758620689655,0.48412698412698413,17.914438502673796,,0.09302325581395349,0.09090909090909091,0.09271523178807947,0.08823529411764706,0.1,0.20689655172413793,0.5,0.5,0.3333333333333333,0.46551724137931033,0.48293362068965523,0.41590214067278286,42.0,,1.0,4.0,2.0,3.0,12.0,28.0,3.0,9.0,1.0,6.0,,,,3.0,4.0,15.0,11.0,,2.0,,,,4.0,16.0,,6.0,7.0,15.0,20.0,12.0,,,6.0,1.0,12.0,14.0,7.0,4.0,30.0,1.0,2.0,12.0,8.0,4.0,3.0,,3.0,1.0,,4.0,1.0,1.0,5.0,2.0,14.0,4.0,2.0,,,,,,15.0,2.0,1.0,0.26666666666666666,,,0.26666666666666666,,0.25,,0.18181818181818182,,0.26,0.25862068965517243,0.75,0.008,0.006369426751592357,,0.1,0.09230769230769231,,0.05172413793103448,0.6666666666666666,0.6666666666666666,,0.4827586206896552,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.15517241379310345,0.3333333333333333,0.3333333333333333,1.0,0.10344827586206896,0.16666666666666666,0.16666666666666666,1.0,0.5,,,,,0.18181818181818182,0.13636363636363635,,0.16666666666666666,0.39559999999999995,0.4444181818181818,0.06557377049180328,0.08695652173913043,,0.23809523809523808,12.872093023255811,24.09333333333333,1.0,,,2.0,2.0,1.0,,,1.0,,,,,0.0196078431372549,,,0.25,,3.0,,1.0,,1.0,,,2.0,,,0.047619047619047616,,,,,0.13636363636363635,,,,,,,,,,,,,True,,,,,,,,,,,
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,44151.0,736,91.0,1401,1403,385,294,2804,127.0,170.0,165.0,281,406,1451,244.0,31.0,107,7.0,145,207,385,0.7393939393939394,0.8591549295774648,0.5871886120996441,0.5871886120996441,0.5750708215297451,25.202240199128813,0.21875,0.18673647469458987,0.23484848484848486,0.19574468085106383,0.19889502762430938,0.2222222222222222,0.604982206405694,0.7470588235294118,0.7559523809523809,0.7637795275590551,0.604982206405694,0.5038480427046265,0.27480371163454675,176.0,32.0,51.0,46.0,38.0,110.0,,1.0,,,,,,,,,,,76.0,35.0,61.0,,,84.0,42.0,81.0,,,28.0,112.0,86.0,,,46.0,,,53.0,59.0,30.0,13.0,124.0,49.0,62.0,10.0,6.0,4.0,17.0,8.0,12.0,36.0,5.0,53.0,19.0,39.0,64.0,2.0,167.0,79.0,18.0,47.0,27.0,1.0,47.0,27.0,112.0,4.0,,,,,,0.5737704918032787,0.5185185185185185,0.5737704918032787,0.5185185185185185,0.5675675675675675,0.49557522123893805,,0.32075471698113206,0.0945945945945946,0.09693053311793215,0.13636363636363635,0.1532258064516129,0.19402985074626866,0.574468085106383,0.3914590747330961,0.34545454545454546,0.35514018691588783,0.6578947368421053,0.0035587188612099642,,,,,,,,,,,,0.8360655737704918,0.6274509803921569,,,,0.5679012345679012,,,,0.5452654545454545,0.4892740740740741,0.23582089552238805,0.23582089552238805,0.20689655172413793,0.27586206896551724,3.120284697508897,,33.0,14.0,5.0,6.0,6.0,10.0,11.0,,25.0,0.017793594306049824,0.011764705882352941,0.10891089108910891,0.07344632768361582,0.07272727272727272,0.08333333333333333,0.3125,0.717391304347826,,,,2.0,8.0,4.0,10.0,10.0,,19.0,0.02727272727272727,0.024691358024691357,0.11688311688311688,0.2727272727272727,0.07207207207207207,,,,,1.0,,5.0,1.0,8.0,2.0,,,,,True,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,35494.0,592,82.0,1151,1153,327,251,2304,60.0,96.0,116.0,224,368,1174,102.0,12.0,62,3.0,77,100,327,0.4396551724137931,0.4766355140186916,0.5178571428571429,0.5145454545454545,0.5712025316455697,26.812688821752264,0.10344827586206896,0.13777777777777778,0.10526315789473684,0.13120567375886524,0.09859154929577464,0.11764705882352941,0.3490909090909091,0.625,0.7058823529411765,0.4666666666666667,0.5345454545454545,0.4926320512820513,0.2841007819287576,144.0,11.0,15.0,27.0,33.0,70.0,23.0,58.0,4.0,10.0,13.0,41.0,2.0,3.0,6.0,19.0,17.0,51.0,85.0,15.0,27.0,5.0,7.0,49.0,32.0,62.0,6.0,20.0,46.0,128.0,130.0,45.0,6.0,18.0,39.0,13.0,86.0,100.0,53.0,18.0,214.0,18.0,23.0,28.0,24.0,4.0,24.0,2.0,10.0,15.0,14.0,39.0,15.0,14.0,37.0,,99.0,35.0,13.0,9.0,4.0,3.0,9.0,4.0,128.0,3.0,0.8823529411764706,0.3333333333333333,0.7142857142857143,0.3,0.3469387755102041,0.5555555555555556,0.5161290322580645,0.6617647058823529,0.5,0.6805555555555556,0.6037735849056604,0.18545454545454546,0.6153846153846154,0.04326923076923077,0.043824701195219126,0.04827586206896552,0.09090909090909091,0.18660287081339713,0.4444444444444444,0.2545454545454545,0.4714285714285714,0.5238095238095238,0.30303030303030304,0.2109090909090909,0.39655172413793105,0.40350877192982454,0.5652173913043478,0.03636363636363636,0.4,0.4,0.75,0.14909090909090908,0.3170731707317073,0.3170731707317073,0.9230769230769231,0.4411764705882353,0.7333333333333333,0.08823529411764706,0.6666666666666666,1.0,0.32926829268292684,0.23170731707317074,0.3157894736842105,0.3333333333333333,0.5124120689655173,0.4818296296296296,0.1188118811881188,0.1394422310756972,0.1331521739130435,0.34782608695652173,7.388392857142856,26.494117647058825,16.0,4.0,19.0,14.0,11.0,15.0,4.0,1.0,8.0,0.08482142857142858,0.11458333333333333,0.046511627906976744,0.04081632653061224,0.04032258064516129,0.0625,0.18181818181818182,0.5925925925925926,4.0,1.0,3.0,1.0,5.0,3.0,6.0,5.0,7.0,2.0,0.1,0.017241379310344827,0.04285714285714286,0.06896551724137931,0.041666666666666664,0.11764705882352941,0.012195121951219513,3.0,2.0,1.0,0.75,,,,,1.0,0.017241379310344827,0.6666666666666666,0.019230769230769232,True,,,,,,,,,,,
252,1610612747,Karl Malone,Karl Malone,252,LAL,19714.0,329,25.0,642,644,206,139,1286,17.0,29.0,40.0,87,121,658,54.0,13.0,43,5.0,61,71,206,0.675,0.7105263157894737,0.45977011494252873,0.45454545454545453,0.5307017543859649,19.694868238557557,0.38461538461538464,0.15925925925925927,0.203125,0.16766467065868262,0.21505376344086022,0.17647058823529413,0.32954545454545453,0.5862068965517241,0.68,0.7058823529411765,0.3409090909090909,0.46355965909090907,0.32087227414330216,65.0,2.0,3.0,8.0,6.0,15.0,17.0,43.0,,,,1.0,,,,1.0,,1.0,41.0,4.0,6.0,,,13.0,11.0,19.0,,1.0,16.0,38.0,26.0,,,4.0,1.0,,38.0,43.0,32.0,4.0,91.0,8.0,10.0,13.0,3.0,10.0,17.0,5.0,16.0,11.0,1.0,28.0,8.0,15.0,32.0,1.0,55.0,24.0,5.0,4.0,2.0,,4.0,2.0,38.0,2.0,,,,,,0.6666666666666666,0.5789473684210527,0.6666666666666666,0.55,0.65,0.6129032258064516,0.011363636363636364,0.6071428571428571,0.034782608695652174,0.03773584905660377,0.03614457831325301,0.09433962264150944,0.14516129032258066,0.5,0.17045454545454544,0.4,0.42857142857142855,0.8333333333333334,0.48863636363636365,0.3953488372093023,0.3953488372093023,0.5882352941176471,,,,,0.011363636363636364,,,,0.5,0.6666666666666666,,,,0.4,0.05,,,0.4727,0.4792525,0.22018348623853212,0.2222222222222222,0.10743801652892562,0.3140495867768595,10.554022988505746,24.8,6.0,5.0,5.0,5.0,5.0,2.0,2.0,,3.0,0.05747126436781609,0.13793103448275862,0.05714285714285714,0.03896103896103896,0.02857142857142857,,,0.75,,,,,,1.0,1.0,4.0,,2.0,0.06666666666666667,,0.07142857142857142,0.3076923076923077,,,,,,1.0,,,,,1.0,,,,,True,,,,,,,,,,,
270,1610612747,Horace Grant,Horace Grant,270,LAL,7726.0,129,15.0,245,245,90,127,490,6.0,10.0,11.0,30,28,244,16.0,8.0,18,3.0,29,39,90,0.7272727272727273,1.0,0.36666666666666664,0.36666666666666664,0.4375,11.785714285714286,0.21428571428571427,0.225,0.2857142857142857,0.24074074074074073,0.2692307692307692,0.28,0.3333333333333333,0.6,0.6666666666666666,0.5,0.3333333333333333,0.43827,0.3673469387755102,30.0,3.0,3.0,2.0,,3.0,5.0,17.0,,,,,,,,,,,6.0,3.0,4.0,,,9.0,3.0,12.0,,,3.0,9.0,6.0,,,6.0,,,7.0,8.0,3.0,3.0,17.0,7.0,10.0,3.0,1.0,2.0,,1.0,,1.0,,1.0,,5.0,6.0,,6.0,4.0,,3.0,2.0,,3.0,2.0,9.0,,,,,,,0.75,0.25,0.75,0.25,0.9,0.34615384615384615,,,0.07446808510638298,0.08,0.03125,0.21052631578947367,0.2,0.6666666666666666,0.1,,,,0.5666666666666667,0.29411764705882354,0.29411764705882354,1.0,,,,,,,,,0.75,1.0,,,,0.16666666666666666,,,,0.552025,0.4076416666666667,0.125,0.125,0.32142857142857145,0.32142857142857145,11.233333333333336,,1.0,3.0,1.0,1.0,1.0,1.0,3.0,,2.0,0.03333333333333333,0.1,0.0967741935483871,0.14814814814814814,0.05714285714285714,,,0.5,,,,,1.0,,,,,1.0,,,0.13043478260869565,0.3333333333333333,0.05555555555555555,,,,,,,,,,,,,,,True,,,,,,,,,,,
