EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsPutbacks,FTDefRebounds,Travels,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceFtPoints,PenaltyFtPoints,Fg2aBlocked,SelfOReb,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,FTOffRebounds,SecondChanceTurnovers,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,StepOutOfBoundsTurnovers,Clear Path Fouls,HeaveMakes,HeaveAttempts,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips
1065,1610612749,Erick Strickland,Erick Strickland,1065,MIL,5472.0,91.0,53.0,189.0,181.0,63.0,70.0,17.0,370.0,4.0,4.0,2.0,4.0,4.0,15.0,1.0,3.0,1.0,1.0,9.0,14.0,4.0,7.0,10.0,23.0,10.0,17.0,6.0,56.0,169.0,1.0,1.0,2.0,3.0,6.0,5.0,8.0,21.0,8.0,12.0,30.0,14.0,9.0,14.0,3.0,17.0,2.0,1.0,5.0,1.0,8.0,37.0,1.0,1.0,5.0,5.0,10.0,2.0,12.0,7.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,5.0,2.0,6.0,8.0,1.0,8.0,4.0,21.0,63.0,0.4,0.4,1.0,0.5882352941176471,0.625,0.5882352941176471,0.43478260869565216,1.0,0.5,0.625,1.0,0.75,0.6363636363636364,1.0,0.7,0.425,23.671497584541065,0.6,0.09433962264150944,0.017543859649122806,0.2,0.05263157894736842,0.1282051282051282,0.02631578947368421,0.03571428571428571,0.07142857142857142,0.047619047619047616,0.1,0.13636363636363635,0.1111111111111111,0.42857142857142855,0.1,1.0,1.0,0.25,0.1,0.5,0.5,0.5,0.375,0.26666666666666666,0.26666666666666666,0.5,0.075,0.3333333333333333,0.3333333333333333,1.0,0.35,0.6428571428571429,0.6428571428571429,1.0,0.07142857142857142,1.0,0.5,0.5714285714285714,0.525,0.6428571428571429,0.46162000000000003,0.4402,0.436625,0.09090909090909091,0.14814814814814814,0.03571428571428571,0.375,14.430434782608698,25.558823529411768,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1496,1610612749,Keith Van Horn,Keith Van Horn,1496,MIL,1777.0,30.0,2.0,54.0,53.0,18.0,11.0,4.0,107.0,2.0,4.0,1.0,3.0,,2.0,,,,,1.0,1.0,,,3.0,9.0,1.0,1.0,,9.0,57.0,1.0,1.0,2.0,2.0,3.0,,,4.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,,1.0,,,8.0,,1.0,,3.0,5.0,1.0,6.0,,,,,,,2.0,,2.0,1.0,2.0,5.0,1.0,,,4.0,18.0,0.6666666666666666,1.0,1.0,1.0,,1.0,0.3333333333333333,1.0,0.6666666666666666,0.45,1.0,0.6666666666666666,0.45,1.0,0.6666666666666666,0.1,20.689655172413794,,0.23076923076923078,0.05555555555555555,,,0.17647058823529413,0.045454545454545456,0.14285714285714285,,,0.25,0.3333333333333333,,,0.4,0.5,0.5,0.5,0.3,0.3333333333333333,0.3333333333333333,1.0,0.2,,,,,,,,0.1,1.0,1.0,1.0,,,,,0.5,1.0,0.476055,0.5301,0.5077666666666667,,,0.2222222222222222,0.4444444444444444,6.744444444444444,26.1,0.3333333333333333,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2046,1610612749,Desmond Mason,Desmond Mason,2046,MIL,23843.0,397.0,42.0,766.0,772.0,181.0,168.0,77.0,1538.0,36.0,58.0,9.0,26.0,16.0,47.0,2.0,5.0,1.0,3.0,,1.0,,,61.0,131.0,2.0,6.0,51.0,179.0,760.0,7.0,14.0,19.0,16.0,32.0,1.0,3.0,52.0,76.0,46.0,6.0,1.0,,26.0,6.0,32.0,2.0,4.0,17.0,4.0,5.0,70.0,3.0,15.0,12.0,36.0,51.0,18.0,69.0,8.0,6.0,2.0,14.0,3.0,6.0,11.0,8.0,25.0,4.0,15.0,26.0,4.0,71.0,26.0,52.0,181.0,0.6229508196721312,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.46564885496183206,0.5,0.5,0.46715328467153283,0.5,0.5,0.5203488372093024,0.5277777777777778,0.5531914893617021,0.043795620437956206,22.933643771827708,0.56,0.12857142857142856,0.04983388704318937,0.1518987341772152,0.061224489795918366,0.13370473537604458,0.05142857142857143,0.05217391304347826,0.08333333333333333,0.07692307692307693,0.1111111111111111,0.1794871794871795,0.16666666666666666,0.12,0.4233576642335766,0.6206896551724138,0.72,0.6111111111111112,0.1897810218978102,0.34615384615384615,0.36,0.4444444444444444,0.34306569343065696,0.3404255319148936,0.3404255319148936,0.75,0.0364963503649635,0.4,0.4,1.0,0.0072992700729927005,,,,0.08571428571428572,0.3333333333333333,,,0.46715328467153283,,0.4793160583941605,0.45713076923076923,0.4750628571428571,0.16049382716049382,0.16666666666666666,0.10614525139664804,0.2905027932960894,8.30763358778626,24.21666666666667,0.2362924281984334,5.0,8.0,9.0,15.0,8.0,3.0,2.0,2.0,0.12,0.5714285714285714,0.625,0.42857142857142855,0.6,5.0,17.0,9.0,4.0,2.0,1.0,1.0,10.0,2.0,2.0,2.0,1.0,0.06870229007633588,0.13793103448275862,0.038461538461538464,0.038834951456310676,0.060240963855421686,0.06349206349206349,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,34297.0,572.0,-33.0,1088.0,1097.0,196.0,186.0,118.0,2185.0,32.0,63.0,33.0,76.0,36.0,75.0,10.0,20.0,4.0,4.0,22.0,62.0,3.0,11.0,101.0,214.0,32.0,82.0,62.0,360.0,1154.0,6.0,20.0,28.0,15.0,36.0,7.0,15.0,81.0,138.0,64.0,93.0,62.0,22.0,33.0,10.0,43.0,8.0,2.0,15.0,10.0,8.0,96.0,3.0,18.0,10.0,40.0,55.0,22.0,77.0,23.0,14.0,9.0,20.0,1.0,9.0,10.0,11.0,30.0,7.0,5.0,27.0,3.0,68.0,21.0,81.0,196.0,0.6831683168316832,0.7040816326530612,0.96875,0.3902439024390244,0.4666666666666667,0.3902439024390244,0.4719626168224299,0.3,0.4166666666666667,0.5033783783783784,0.42857142857142855,0.5,0.5450310559006211,0.45,0.6,0.27702702702702703,28.64117168429618,0.6666666666666666,0.09345794392523364,0.04054054054054054,0.11494252873563218,0.038461538461538464,0.0970873786407767,0.040229885057471264,0.02666666666666667,0.01639344262295082,0.08641975308641975,0.04672897196261682,0.1320754716981132,0.12307692307692308,0.09090909090909091,0.21283783783783783,0.5079365079365079,0.5925925925925926,0.71875,0.25675675675675674,0.4342105263157895,0.4520547945205479,0.6060606060606061,0.2533783783783784,0.48,0.4864864864864865,0.7222222222222222,0.06756756756756757,0.5,0.5,0.9,0.20945945945945946,0.3548387096774194,0.3548387096774194,1.0,0.0784313725490196,1.0,0.21568627450980393,0.2727272727272727,0.48986486486486486,0.3548387096774194,0.49640540540540534,0.515702,0.527678431372549,0.06752411575562701,0.09170305676855896,0.07777777777777778,0.225,9.607476635514018,24.901219512195123,0.1801470588235294,2.0,10.0,7.0,17.0,6.0,5.0,1.0,5.0,0.16129032258064516,0.35714285714285715,0.2,0.3333333333333333,0.4117647058823529,4.0,30.0,13.0,6.0,1.0,3.0,6.0,11.0,2.0,1.0,2.0,1.0,0.06074766355140187,0.14285714285714285,0.039473684210526314,0.0472972972972973,0.04794520547945205,0.04,0.5,1.0,1.0,3.0,7.0,4.0,8.0,3.0,1.0,1.0,9.0,1.0,0.5,0.013333333333333334,0.034482758620689655,0.11764705882352941,0.03571428571428571,1.0,1.0,0.25,0.42857142857142855,1.0,,,,,,,,,,,True,,,,,,,,,,
2091,1610612749,Daniel Santiago,Daniel Santiago,2091,MIL,42530.0,709.0,29.0,1365.0,1371.0,307.0,273.0,142.0,2736.0,49.0,90.0,25.0,62.0,4.0,11.0,,,,,,,,,78.0,163.0,,,61.0,217.0,1392.0,13.0,26.0,32.0,16.0,40.0,,,54.0,116.0,40.0,,,,18.0,6.0,24.0,6.0,,9.0,4.0,5.0,54.0,7.0,26.0,18.0,71.0,97.0,35.0,132.0,19.0,14.0,5.0,15.0,4.0,9.0,17.0,6.0,32.0,4.0,51.0,98.0,5.0,89.0,42.0,54.0,307.0,0.7435897435897436,0.8529411764705882,,,,,0.4785276073619632,0.5,0.4,0.4785276073619632,0.5,0.4,0.5292682926829269,0.5,0.4909090909090909,,15.394651011089367,0.46875,0.1378640776699029,0.04887218045112782,0.14754098360655737,0.0673076923076923,0.13971742543171115,0.05188679245283019,0.016304347826086956,0.05128205128205128,0.13368983957219252,0.15151515151515152,0.1326530612244898,0.14444444444444443,0.15625,0.5521472392638037,0.5444444444444444,0.6712328767123288,0.7755102040816326,0.3803680981595092,0.4032258064516129,0.45454545454545453,0.68,0.06748466257668712,0.36363636363636365,0.4,0.75,,,,,,,,,,,,,0.5521472392638037,,0.4828993865030675,0.516855,0.47521,0.21105527638190955,0.21105527638190955,0.14746543778801843,0.2488479262672811,4.6656441717791415,,0.22490842490842491,10.0,20.0,9.0,20.0,20.0,8.0,2.0,6.0,0.1951219512195122,0.7692307692307693,0.5,0.5,0.45,6.0,22.0,25.0,3.0,1.0,7.0,6.0,6.0,20.0,14.0,21.0,12.0,0.15337423312883436,0.18888888888888888,0.11290322580645161,0.08522727272727272,0.046511627906976744,0.05084745762711865,0.5714285714285714,,,,,,,,2.0,5.0,,1.0,,0.09090909090909091,0.05555555555555555,0.11538461538461539,,,,,,,1.0,1.0,5.0,3.0,1.0,2.0,2.0,0.1,,,True,,,,,,,,,,
389,1610612749,Toni Kukoc,Toni Kukoc,389,MIL,9003.0,150.0,37.0,290.0,292.0,108.0,92.0,31.0,582.0,11.0,21.0,2.0,4.0,4.0,9.0,1.0,2.0,,,4.0,16.0,2.0,7.0,17.0,34.0,5.0,18.0,17.0,66.0,295.0,4.0,4.0,11.0,5.0,12.0,2.0,7.0,25.0,20.0,14.0,15.0,16.0,4.0,15.0,5.0,20.0,2.0,3.0,10.0,4.0,1.0,45.0,,4.0,5.0,12.0,23.0,4.0,27.0,10.0,8.0,2.0,5.0,2.0,4.0,4.0,1.0,9.0,2.0,5.0,12.0,1.0,23.0,9.0,25.0,108.0,0.5882352941176471,0.6666666666666666,1.0,0.2777777777777778,0.2857142857142857,0.2777777777777778,0.5,1.0,0.4166666666666667,0.47115384615384615,0.8,0.42105263157894735,0.532258064516129,0.9166666666666666,0.5208333333333334,0.34615384615384615,21.646341463414636,0.5555555555555556,0.13186813186813187,0.041237113402061855,0.14285714285714285,,0.1349206349206349,0.03007518796992481,0.05405405405405406,,0.08571428571428572,0.17647058823529413,0.15384615384615385,0.17391304347826086,0.08333333333333333,0.40384615384615385,0.5238095238095238,0.55,0.36363636363636365,0.07692307692307693,0.5,0.5,1.0,0.17307692307692307,0.4444444444444444,0.4444444444444444,1.0,0.038461538461538464,0.5,0.5,1.0,0.3076923076923077,0.25,0.25,1.0,,,0.3684210526315789,0.2857142857142857,0.75,0.25,0.5313346153846155,0.56435,0.5446973684210527,0.15517241379310345,0.225,0.16666666666666666,0.3787878787878788,6.105882352941177,25.516666666666666,0.3724137931034483,4.0,4.0,4.0,8.0,4.0,6.0,,3.0,0.5454545454545454,0.8,1.0,0.42105263157894735,0.5,3.0,9.0,1.0,1.0,,,3.0,4.0,2.0,2.0,2.0,1.0,0.029411764705882353,0.047619047619047616,,0.024390243902439025,0.05263157894736842,0.034482758620689655,0.5,,1.0,,,,1.0,,,1.0,,,,,,,0.2,,,,,,,,,,,,,0.25,,,True,,,,,,,,,,
1510,1610612749,Brevin Knight,Brevin Knight,1510,MIL,1628.0,27.0,9.0,53.0,50.0,23.0,24.0,5.0,103.0,2.0,2.0,,2.0,2.0,7.0,,,,,,,,,4.0,11.0,,,5.0,13.0,45.0,,2.0,,1.0,3.0,,,6.0,8.0,,,,,6.0,3.0,9.0,3.0,,3.0,,3.0,21.0,,1.0,,3.0,3.0,1.0,4.0,,,,1.0,,1.0,,,1.0,,,4.0,,6.0,3.0,6.0,23.0,1.0,1.0,,,,,0.36363636363636365,,0.3333333333333333,0.36363636363636365,,0.3333333333333333,0.5,,0.6,,23.728813559322035,1.0,0.21428571428571427,0.047619047619047616,,,0.17647058823529413,0.04,0.125,,0.25,0.5,0.125,,,0.18181818181818182,1.0,1.0,1.0,0.18181818181818182,,,,0.6363636363636364,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,,,,,0.18181818181818182,,0.4231363636363637,0.39425,0.4053333333333333,0.25,0.25,,0.46153846153846156,13.0,,0.4339622641509434,,,,,,,,1.0,,,,,,,4.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,
1730,1610612749,Brian Skinner,Brian Skinner,1730,MIL,1116.0,19.0,-20.0,36.0,37.0,,10.0,7.0,73.0,2.0,4.0,,2.0,,,,,,,,,,,2.0,6.0,,,,4.0,52.0,,1.0,,,,,,,2.0,2.0,,,,1.0,,1.0,,,1.0,,,2.0,1.0,2.0,,2.0,3.0,3.0,6.0,,,,,1.0,,2.0,,2.0,,,1.0,,2.0,1.0,,,0.5,0.5,,,,,0.3333333333333333,,,0.3333333333333333,,,0.2857142857142857,,,,20.454545454545453,,0.3333333333333333,0.10526315789473684,,0.25,0.16666666666666666,0.13043478260869565,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,0.6666666666666666,0.5,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.4564333333333333,0.5565,,0.14285714285714285,0.14285714285714285,,,3.75,,,,1.0,,,,1.0,,1.0,0.5,1.0,,,,,,1.0,,,,,,,,,,0.16666666666666666,,0.5,,0.2,,,,,,,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2409,1610612749,Marcus Haislip,Marcus Haislip,2409,MIL,3178.0,53.0,8.0,114.0,108.0,49.0,49.0,13.0,222.0,5.0,6.0,1.0,5.0,1.0,2.0,,,,,,,,,7.0,13.0,,,4.0,18.0,101.0,2.0,3.0,4.0,2.0,3.0,,,5.0,12.0,2.0,,,,,,,,,,,,,,1.0,1.0,2.0,4.0,1.0,5.0,,,,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,,7.0,3.0,5.0,49.0,0.8571428571428571,0.8571428571428571,,,,,0.5384615384615384,0.6666666666666666,0.6666666666666666,0.5384615384615384,0.6666666666666666,0.6666666666666666,0.5625,0.6666666666666666,0.625,,14.173228346456693,0.5,0.04878048780487805,0.02127659574468085,0.08333333333333333,,0.05660377358490566,0.01818181818181818,,,0.08333333333333333,,0.05263157894736842,0.1,,0.46153846153846156,0.8333333333333334,0.8333333333333334,1.0,0.38461538461538464,0.2,0.25,1.0,0.15384615384615385,0.5,0.5,,,,,,,,,,,,,,0.46153846153846156,,0.4842692307692308,0.49456666666666665,0.5055999999999999,0.2,0.2,0.2222222222222222,0.2777777777777778,6.6692307692307695,,0.4298245614035088,1.0,2.0,2.0,2.0,,1.0,,,0.25,0.6666666666666666,0.5,0.6666666666666666,1.0,,1.0,1.0,,,,1.0,1.0,3.0,2.0,3.0,2.0,0.07692307692307693,,0.2,0.07692307692307693,,,0.6666666666666666,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,True,,,,,,,,,,
2429,1610612749,Dan Gadzuric,Dan Gadzuric,2429,MIL,2562.0,43.0,,93.0,90.0,40.0,53.0,10.0,183.0,3.0,6.0,1.0,7.0,3.0,3.0,,,,,,,,,7.0,16.0,,,2.0,16.0,81.0,1.0,4.0,3.0,6.0,13.0,,,13.0,10.0,4.0,,,,1.0,,1.0,,,,,1.0,2.0,1.0,3.0,,8.0,9.0,4.0,13.0,2.0,2.0,,2.0,,1.0,1.0,1.0,3.0,,1.0,3.0,,6.0,2.0,13.0,40.0,0.7142857142857143,0.8333333333333334,,,,,0.4375,0.25,0.46153846153846156,0.4375,0.25,0.46153846153846156,0.42105263157894735,0.3,0.4642857142857143,,21.359223300970875,0.6666666666666666,0.26666666666666666,0.07692307692307693,,0.125,0.21621621621621623,0.0851063829787234,,0.16666666666666666,0.08333333333333333,0.375,0.4,,,0.375,0.5,0.75,0.3333333333333333,0.4375,0.14285714285714285,0.14285714285714285,1.0,0.1875,1.0,1.0,1.0,,,,,,,,,,,,,0.375,,0.39683749999999995,0.457275,0.40607692307692306,0.1111111111111111,0.1111111111111111,0.1875,0.8125,6.7875000000000005,,0.43010752688172044,1.0,3.0,3.0,5.0,2.0,1.0,1.0,2.0,0.3333333333333333,0.75,0.3333333333333333,0.38461538461538464,0.6,1.0,1.0,2.0,1.0,,,,1.0,4.0,2.0,4.0,1.0,0.125,0.3333333333333333,,0.1111111111111111,0.1111111111111111,0.14285714285714285,0.25,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,True,,,,,,,,,,
