EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Corner3PctBlocked,on,HeaveMakes,Arc3PctBlocked,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,3pt And 1 Free Throw Trips,BlockedCorner3
1502,1610612744,Adonal Foyle,Adonal Foyle,1502,GSW,34474.0,575,-83.0,1055,1065,266,259,141.0,2120,37.0,62.0,9.0,24.0,9.0,13.0,19.0,51.0,3.0,17.0,59.0,130.0,19.0,137.0,1124,12.0,35.0,5.0,29.0,14.0,29.0,9.0,37.0,76.0,42.0,14.0,11.0,12.0,5.0,17.0,2.0,3.0,8.0,1.0,3.0,39.0,13.0,40.0,1.0,20.0,84.0,9.0,113.0,54.0,167.0,4.0,6.0,4.0,2.0,6.0,3.0,4.0,15.0,1.0,2.0,4.0,21.0,1.0,4.0,38.0,68.0,6.0,5.0,35.0,5.0,14.0,6.0,46.0,29.0,1.0,16.0,46.0,31.0,1.0,1.0,37.0,266,3.0,0.6440677966101694,0.7307692307692307,0.45384615384615384,0.34285714285714286,0.4827586206896552,0.45384615384615384,0.34285714285714286,0.4827586206896552,0.4724137931034483,0.3815789473684211,0.5138888888888888,0.08461538461538462,0.11290322580645161,0.058823529411764705,0.058823529411764705,13.484971567831032,0.2857142857142857,0.3,0.023255813953488372,0.18876404494382024,0.0975609756097561,0.2127659574468085,0.11711711711711711,0.19294990723562153,0.1017274472168906,0.10619469026548672,0.1079136690647482,0.08227848101265822,0.07894736842105263,0.2,0.12173913043478261,0.20134228187919462,0.22099447513812154,0.19672131147540983,0.24242424242424243,0.06666666666666667,0.6739130434782609,0.47692307692307695,0.5967741935483871,0.6727272727272727,0.6756756756756757,0.3923076923076923,0.37254901960784315,0.3958333333333333,0.5263157894736842,0.13076923076923078,0.17647058823529413,0.1875,1.0,0.6857142857142857,0.375,0.1111111111111111,0.4482758620689655,0.6923076923076923,0.47692307692307695,0.4574861538461538,0.48702758620689657,0.4516137931034483,0.10071942446043165,0.10071942446043165,0.2116788321167883,0.27007299270072993,5.197692307692307,0.25213270142180094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1601,1610612744,Rusty LaRue,Rusty LaRue,1601,GSW,501.0,8,-17.0,14,16,1,2,2.0,30,,,,,,,,,,,,,1.0,1.0,25,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,1.0,,1.0,,1.0,,1.0,,1.0,2.0,1.0,1.0,1.0,,1.0,,3.0,1.0,,,,,,2.0,,1.0,,,,,,,,,,,1,,,,,,,,,,0.5,,,,,,,23.52941176470588,0.6666666666666666,,,0.2,,,,0.16666666666666666,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2073,1610612744,Brian Cardinal,Brian Cardinal,2073,GSW,11085.0,185,-54.0,333,338,98,92,46.0,671,11.0,15.0,3.0,5.0,4.0,6.0,1.0,8.0,8.0,16.0,20.0,39.0,33.0,94.0,392,5.0,8.0,10.0,20.0,5.0,11.0,12.0,25.0,30.0,10.0,6.0,5.0,15.0,1.0,16.0,,1.0,10.0,1.0,4.0,33.0,1.0,9.0,2.0,3.0,17.0,,20.0,12.0,32.0,2.0,9.0,7.0,2.0,8.0,2.0,6.0,4.0,,2.0,,12.0,,5.0,9.0,19.0,3.0,,40.0,3.0,15.0,6.0,1.0,1.0,,,1.0,,,,25.0,98,3.0,0.75,0.8823529411764706,0.5128205128205128,0.625,0.45454545454545453,0.5258620689655172,0.625,0.43333333333333335,0.618421052631579,0.7692307692307693,0.5681818181818182,0.1282051282051282,0.06666666666666667,0.5,,22.797927461139896,0.6666666666666666,,0.125,0.12142857142857143,0.07563025210084033,0.09375,0.02857142857142857,0.11627906976744186,0.06493506493506493,0.041666666666666664,0.0851063829787234,0.08333333333333333,,0.09090909090909091,0.09375,0.22916666666666666,0.05,,0.42857142857142855,0.08,,0.25862068965517243,0.7333333333333333,0.7857142857142857,0.6363636363636364,0.13793103448275862,0.125,0.25,,0.27586206896551724,0.5,0.5,1.0,0.625,0.6,,0.4,0.6666666666666666,0.5862068965517241,0.48974824561403507,0.47626666666666667,0.4819428571428572,0.21428571428571427,0.29411764705882354,0.2127659574468085,0.26595744680851063,8.866666666666667,0.29429429429429427,4.0,12.0,2.0,3.0,7.0,1.0,2.0,7.0,19.0,1.0,4.0,21.0,1.0,6.0,3.0,1.0,1.0,0.3684210526315789,0.25,0.3888888888888889,0.3275862068965517,0.20689655172413793,0.3333333333333333,0.3333333333333333,1.0,0.1206896551724138,0.42857142857142855,0.42857142857142855,1.0,0.13333333333333333,0.13333333333333333,0.5,0.5,25.447368421052634,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2202,1610612744,Jason Richardson,Jason Richardson,2202,GSW,22185.0,370,-34.0,678,681,137,121,99.0,1359,40.0,57.0,7.0,15.0,8.0,11.0,13.0,36.0,12.0,39.0,65.0,132.0,21.0,178.0,711,10.0,25.0,2.0,22.0,12.0,21.0,7.0,43.0,44.0,86.0,10.0,9.0,25.0,14.0,39.0,9.0,5.0,7.0,9.0,9.0,92.0,3.0,19.0,1.0,5.0,42.0,1.0,48.0,23.0,71.0,4.0,9.0,5.0,4.0,19.0,2.0,14.0,7.0,1.0,5.0,,26.0,2.0,3.0,4.0,17.0,3.0,2.0,35.0,6.0,18.0,2.0,7.0,3.0,1.0,3.0,7.0,3.0,,,43.0,137,2.0,0.3384615384615385,0.36666666666666664,0.49242424242424243,0.4,0.5714285714285714,0.4563953488372093,0.37037037037037035,0.5294117647058824,0.478494623655914,0.3793103448275862,0.581081081081081,0.06818181818181818,0.08771929824561403,0.1111111111111111,,26.400996264009965,0.7307692307692307,0.058823529411764705,0.038461538461538464,0.14334470989761092,0.06985294117647059,0.07575757575757576,0.03896103896103896,0.1309192200557103,0.06303724928366762,0.04819277108433735,0.09473684210526316,0.06382978723404255,0.038461538461538464,0.04,0.11688311688311688,0.13333333333333333,0.16666666666666666,0.075,0.07692307692307693,0.047058823529411764,0.42857142857142855,0.3313953488372093,0.7017543859649122,0.7692307692307693,0.375,0.20930232558139536,0.3611111111111111,0.40625,0.3076923076923077,0.22674418604651161,0.3076923076923077,0.3076923076923077,0.25,0.5555555555555556,0.4666666666666667,0.14285714285714285,0.3235294117647059,0.7272727272727273,0.563953488372093,0.48721242603550285,0.506532,0.4837779411764706,0.09782608695652174,0.125,0.12359550561797752,0.24157303370786518,7.749242424242427,0.20206489675516223,2.0,9.0,3.0,7.0,31.0,3.0,10.0,9.0,40.0,4.0,13.0,24.0,2.0,29.0,7.0,1.0,0.8888888888888888,0.225,0.3076923076923077,0.23684210526315788,0.23255813953488372,0.05232558139534884,0.2222222222222222,0.2222222222222222,1.0,0.18023255813953487,0.22580645161290322,0.22580645161290322,0.8571428571428571,0.08823529411764706,0.29411764705882354,0.3,0.2413793103448276,26.340000000000003,1.0,2.0,2.0,3.0,0.07407407407407407,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,,,
2211,1610612744,Troy Murphy,Troy Murphy,2211,GSW,8730.0,146,2.0,272,273,60,66,33.0,545,9.0,18.0,2.0,4.0,1.0,2.0,4.0,11.0,12.0,33.0,25.0,62.0,18.0,77.0,272,3.0,10.0,2.0,11.0,1.0,6.0,2.0,4.0,46.0,4.0,2.0,7.0,5.0,1.0,6.0,1.0,,2.0,,3.0,13.0,,10.0,1.0,4.0,25.0,3.0,32.0,11.0,43.0,3.0,3.0,,3.0,8.0,,4.0,2.0,,4.0,,10.0,1.0,1.0,3.0,9.0,2.0,1.0,22.0,3.0,11.0,1.0,1.0,1.0,,,1.0,,1.0,,4.0,60,2.0,0.92,0.9583333333333334,0.4032258064516129,0.3,0.16666666666666666,0.44696969696969696,0.375,0.16666666666666666,0.5066666666666667,0.4230769230769231,0.2857142857142857,0.11290322580645161,0.16666666666666666,0.18181818181818182,0.06060606060606061,27.508090614886733,0.8,0.3333333333333333,0.07692307692307693,0.21551724137931033,0.09345794392523364,0.17391304347826086,,0.20863309352517986,0.08130081300813008,0.07692307692307693,0.21428571428571427,0.03773584905660377,,,0.20588235294117646,0.25,0.19047619047619047,0.23076923076923078,0.1,0.0967741935483871,,0.2727272727272727,0.5,0.6,0.8888888888888888,0.16666666666666666,0.36363636363636365,0.4444444444444444,1.0,0.5,0.36363636363636365,0.3870967741935484,0.9166666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.45265909090909084,0.4619958333333334,0.4814333333333333,0.14864864864864866,0.15714285714285714,0.14285714285714285,0.05194805194805195,11.816129032258065,0.22058823529411764,3.0,3.0,,,1.0,,,3.0,4.0,,,9.0,,1.0,,1.0,1.0,0.75,,0.75,0.06060606060606061,0.045454545454545456,1.0,1.0,1.0,0.015151515151515152,,,,,,,,24.0,,1.0,2.0,,0.08333333333333333,,1.0,1.0,1.0,0.5,0.08333333333333333,1.0,1.0,,,,,,,,,,,True,,,,,,,,
2554,1610612744,Mickael Pietrus,Mickael Pietrus,2554,GSW,14422.0,240,-13.0,452,452,101,127,65.0,904,15.0,29.0,3.0,6.0,3.0,4.0,3.0,9.0,4.0,11.0,22.0,49.0,15.0,95.0,454,4.0,10.0,2.0,16.0,5.0,8.0,5.0,18.0,22.0,22.0,6.0,4.0,4.0,2.0,6.0,1.0,1.0,3.0,1.0,,14.0,3.0,12.0,,3.0,15.0,,18.0,15.0,33.0,3.0,13.0,9.0,4.0,6.0,1.0,6.0,10.0,1.0,,2.0,16.0,,4.0,9.0,32.0,1.0,4.0,22.0,2.0,8.0,1.0,1.0,,,1.0,1.0,1.0,,,18.0,101,6.0,0.5,0.5789473684210527,0.4489795918367347,0.4,0.625,0.47058823529411764,0.5,0.325,0.5053191489361702,0.5333333333333333,0.391304347826087,0.08163265306122448,0.06896551724137931,0.2222222222222222,,20.560747663551403,0.375,,,0.08108108108108109,0.06779661016949153,0.075,0.05084745762711865,0.08,0.0635593220338983,0.07017543859649122,0.09433962264150944,0.04477611940298507,0.06976744186046512,,0.0625,0.058823529411764705,0.11594202898550725,0.11538461538461539,,0.06382978723404255,1.0,0.3411764705882353,0.5172413793103449,0.5555555555555556,0.6,0.10588235294117647,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.12941176470588237,0.36363636363636365,0.36363636363636365,0.25,0.42857142857142855,0.5,0.3333333333333333,0.2,0.75,0.7647058823529411,0.5328552941176471,0.53605,0.5374450000000001,0.10752688172043011,0.14545454545454545,0.16842105263157894,0.18947368421052632,5.804081632653061,0.2234513274336283,8.0,19.0,5.0,4.0,17.0,,7.0,12.0,36.0,1.0,12.0,33.0,,17.0,4.0,,0.9166666666666666,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.4235294117647059,0.2235294117647059,0.42105263157894735,0.42105263157894735,1.0,0.2,0.23529411764705882,0.23529411764705882,0.75,0.25,0.35,,0.23529411764705882,24.17222222222222,1.0,1.0,4.0,3.0,0.07142857142857142,0.2,2.0,3.0,2.0,0.5,0.21428571428571427,0.6666666666666666,1.0,1.0,2.0,0.05263157894736842,,,,,,,,True,,,,,,,,
384,1610612744,Calbert Cheaney,Calbert Cheaney,384,GSW,19903.0,332,-47.0,598,608,174,159,76.0,1206,14.0,17.0,5.0,5.0,6.0,6.0,10.0,24.0,27.0,56.0,51.0,97.0,6.0,108.0,655,8.0,10.0,,16.0,17.0,25.0,2.0,36.0,78.0,24.0,6.0,5.0,13.0,5.0,18.0,2.0,3.0,8.0,2.0,3.0,41.0,2.0,6.0,,6.0,24.0,3.0,33.0,8.0,41.0,1.0,7.0,3.0,4.0,7.0,,4.0,2.0,,3.0,,9.0,1.0,1.0,13.0,24.0,1.0,1.0,9.0,1.0,4.0,1.0,2.0,1.0,,1.0,2.0,2.0,,,36.0,174,1.0,0.7647058823529411,0.8125,0.5257731958762887,0.8,0.68,0.5257731958762887,0.8,0.68,0.5346534653465347,0.8,0.6666666666666666,0.05154639175257732,,0.16666666666666666,0.017857142857142856,16.034985422740522,0.7777777777777778,0.17647058823529413,,0.0975609756097561,0.02575107296137339,0.12244897959183673,0.04,0.1016949152542373,0.028268551236749116,0.038461538461538464,0.012345679012345678,0.03,0.03225806451612903,0.05263157894736842,0.1774193548387097,0.10588235294117647,0.04040404040404041,0.1,0.15789473684210525,0.024390243902439025,1.0,0.17525773195876287,0.8235294117647058,0.8235294117647058,0.7142857142857143,0.24742268041237114,0.4166666666666667,0.5,0.7,0.5773195876288659,0.48214285714285715,0.4909090909090909,0.8148148148148148,0.5,1.0,0.2,0.24,1.0,0.17525773195876287,0.4158515463917524,0.4557875,0.443128,0.04,0.04,0.14814814814814814,0.3333333333333333,12.259793814432994,0.2909698996655518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2399,1610612744,Mike Dunleavy,Mike Dunleavy,2399,GSW,20039.0,334,-71.0,621,620,165,154,74.0,1241,12.0,20.0,1.0,2.0,3.0,5.0,5.0,14.0,9.0,23.0,26.0,57.0,21.0,109.0,659,1.0,2.0,,5.0,6.0,14.0,5.0,32.0,34.0,18.0,2.0,2.0,23.0,10.0,33.0,7.0,3.0,13.0,3.0,7.0,76.0,3.0,7.0,2.0,7.0,39.0,4.0,50.0,12.0,62.0,2.0,11.0,7.0,4.0,20.0,3.0,12.0,8.0,,8.0,1.0,28.0,2.0,12.0,11.0,25.0,2.0,1.0,29.0,2.0,10.0,2.0,,,,,,,,,32.0,165,3.0,0.6538461538461539,0.68,0.45614035087719296,0.5,0.42857142857142855,0.4943820224719101,0.625,0.5192307692307693,0.53,0.625,0.5517241379310345,0.03508771929824561,0.05,0.07142857142857142,,17.663421418636993,0.7142857142857143,0.3076923076923077,0.09090909090909091,0.15725806451612903,0.030837004405286344,0.11864406779661017,0.04,0.1498371335504886,0.033112582781456956,0.045454545454545456,0.014084507042253521,0.03333333333333333,0.037037037037037035,0.047619047619047616,0.13636363636363635,0.10227272727272728,0.22340425531914893,0.10256410256410256,0.15,0.04081632653061224,,0.2247191011235955,0.6,0.631578947368421,0.6666666666666666,0.15730337078651685,0.35714285714285715,0.38461538461538464,0.8,0.25842696629213485,0.391304347826087,0.391304347826087,0.5555555555555556,0.5,0.5,,0.19230769230769232,0.6,0.5842696629213483,0.4715449438202248,0.442925,0.4906942307692309,0.11224489795918367,0.15384615384615385,0.045871559633027525,0.29357798165137616,9.736842105263158,0.26570048309178745,3.0,6.0,2.0,9.0,26.0,4.0,10.0,12.0,32.0,5.0,12.0,30.0,,26.0,9.0,4.0,0.8333333333333334,0.375,0.4166666666666667,0.375,0.3595505617977528,0.06741573033707865,0.5,0.5,1.0,0.29213483146067415,0.34615384615384615,0.34615384615384615,0.7777777777777778,0.07692307692307693,0.38461538461538464,0.4,0.34615384615384615,25.362500000000004,1.0,2.0,2.0,6.0,0.5,0.5,,,1.0,0.5,,,,1.0,1.0,0.030303030303030304,1.0,0.5,1.0,,,,,True,,,,,,,,
361,1610612744,Clifford Robinson,Clifford Robinson,361,GSW,18091.0,302,-54.0,553,562,128,108,72.0,1115,2.0,10.0,,4.0,,1.0,9.0,26.0,6.0,19.0,17.0,55.0,7.0,86.0,594,2.0,8.0,,4.0,2.0,10.0,3.0,16.0,10.0,24.0,,6.0,28.0,3.0,31.0,3.0,,14.0,7.0,7.0,65.0,,8.0,,3.0,11.0,3.0,17.0,8.0,25.0,3.0,5.0,1.0,4.0,9.0,6.0,6.0,11.0,2.0,3.0,,20.0,2.0,2.0,9.0,20.0,,2.0,11.0,2.0,5.0,1.0,4.0,2.0,,2.0,4.0,2.0,,,16.0,128,1.0,0.29411764705882354,0.29411764705882354,0.3090909090909091,0.25,0.2,0.41578947368421054,0.13333333333333333,0.40625,0.4292929292929293,0.13333333333333333,0.4444444444444444,0.10909090909090909,0.2,0.11538461538461539,0.05263157894736842,18.42105263157895,0.45,0.25,,0.04680851063829787,0.037209302325581395,0.058823529411764705,,0.04895104895104895,0.02857142857142857,0.09523809523809523,0.023809523809523808,,,,0.031746031746031744,0.05555555555555555,0.05,0.02857142857142857,0.125,0.05454545454545454,0.5,0.10526315789473684,0.2,0.25,,0.2736842105263158,0.34615384615384615,0.391304347826087,0.2222222222222222,0.2,0.3157894736842105,0.3333333333333333,0.5,0.26666666666666666,,,0.0625,,0.5263157894736842,0.46603473684210533,0.49233928571428576,0.437271875,0.05102040816326531,0.08620689655172414,0.046511627906976744,0.18604651162790697,9.723636363636363,0.2314647377938517,1.0,6.0,2.0,14.0,34.0,3.0,4.0,15.0,40.0,3.0,6.0,45.0,,34.0,14.0,1.0,1.0,0.375,0.5,0.375,0.42105263157894735,0.06315789473684211,0.16666666666666666,0.16666666666666666,1.0,0.35789473684210527,0.4117647058823529,0.4117647058823529,1.0,0.125,0.25,0.75,0.4117647058823529,25.1475,,6.0,7.0,,0.4,,,1.0,,,0.06666666666666667,,,,,,,,,,,,,True,,,,,,,,
2049,1610612744,Speedy Claxton,Speedy Claxton,2049,GSW,8886.0,148,7.0,277,281,105,74,36.0,558,5.0,13.0,,1.0,1.0,4.0,3.0,15.0,9.0,24.0,17.0,52.0,24.0,58.0,273,2.0,6.0,,4.0,4.0,16.0,9.0,17.0,14.0,20.0,,8.0,22.0,12.0,34.0,9.0,3.0,9.0,4.0,9.0,80.0,,3.0,,2.0,11.0,,13.0,3.0,16.0,1.0,10.0,2.0,8.0,7.0,2.0,3.0,4.0,,4.0,,11.0,,4.0,2.0,10.0,2.0,,28.0,,9.0,4.0,1.0,,,1.0,1.0,,,1.0,17.0,105,,0.4117647058823529,0.4117647058823529,0.3269230769230769,0.3333333333333333,0.25,0.3148148148148148,0.3333333333333333,0.2222222222222222,0.417910447761194,0.3333333333333333,0.3333333333333333,0.15384615384615385,0.15384615384615385,0.3333333333333333,0.041666666666666664,24.074074074074073,0.6363636363636364,,,0.088,0.026785714285714284,0.1,,0.0896551724137931,0.020689655172413793,0.034482758620689655,0.027777777777777776,0.02127659574468085,,,0.03333333333333333,0.10256410256410256,0.10714285714285714,0.07692307692307693,0.14285714285714285,0.038461538461538464,,0.24074074074074073,0.38461538461538464,0.45454545454545453,0.6,0.2777777777777778,0.2,0.3,0.3333333333333333,0.4444444444444444,0.375,0.391304347826087,0.3333333333333333,0.16666666666666666,,,0.2222222222222222,0.25,0.2777777777777778,0.4494096153846153,0.4128666666666667,0.44754374999999996,0.14285714285714285,0.14754098360655737,0.06896551724137931,0.29310344827586204,10.742307692307694,0.37906137184115524,,,,,2.0,,2.0,,2.0,,2.0,,2.0,,,2.0,,,,,0.037037037037037035,,,,,0.037037037037037035,,,,,0.1111111111111111,,,45.35,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
