EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,Corner3Assists,BlockedLongMidRange,OffLongMidRangeReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTDefRebounds,3SecondViolations,LongMidRangePctBlocked,DefFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,FTOffRebounds,SecondChanceTurnovers,BlockedShortMidRange,Defensive 3 Seconds Violations,OffFTReboundPct,Fg3aBlocked,Blocked3s,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,Corner3PctBlocked,DefensiveGoaltends,OffensiveGoaltends,Clear Path Fouls,BlockedArc3,on,HeaveMakes
120,1610612740,Steven Smith,Steven Smith,120,NOH,21008.0,350,-83,643,646,175,165,99,1289,11.0,20.0,1.0,5.0,5.0,5.0,12.0,30.0,8.0,26.0,5.0,12.0,1.0,2.0,1.0,2.0,13.0,28.0,2.0,3.0,8.0,31.0,76,18.0,40.0,23.0,139,696,4.0,12.0,1.0,4.0,4.0,15.0,9.0,18.0,4.0,10.0,9.0,39.0,36.0,26.0,42.0,12.0,4.0,28.0,13.0,3.0,16.0,1.0,17.0,1.0,10.0,2.0,4.0,35.0,2.0,7.0,5.0,17.0,22.0,9.0,31.0,2.0,8.0,2.0,6.0,4.0,3.0,2.0,16.0,2.0,2.0,3.0,2.0,20,2.0,12.0,29.0,3.0,6.0,27.0,1.0,1.0,3.0,8.0,1.0,4.0,1.0,1.0,1.0,1.0,39.0,175,4.0,0.5806451612903226,0.6206896551724138,0.7777777777777778,0.45,0.25,0.4,0.45,0.40789473684210525,0.3333333333333333,0.5,0.5,0.34375,0.5357142857142857,0.5354330708661418,0.39473684210526316,0.5757575757575758,0.3448275862068966,0.039473684210526314,0.1,0.03333333333333333,19.291338582677167,0.2,0.08173076923076923,0.030042918454935622,0.08928571428571429,0.02040816326530612,0.08333333333333333,0.027190332326283987,0.05,0.047619047619047616,0.02631578947368421,0.07462686567164178,0.037037037037037035,0.11494252873563218,0.07317073170731707,0.13333333333333333,0.034482758620689655,1.0,0.1724137931034483,0.55,0.6111111111111112,0.5454545454545454,0.25862068965517243,0.4,0.41379310344827586,0.5,0.22413793103448276,0.3076923076923077,0.3076923076923077,0.75,0.10344827586206896,0.4166666666666667,0.4166666666666667,1.0,0.2413793103448276,0.4642857142857143,0.4642857142857143,0.6923076923076923,0.3125,0.2,0.125,0.5,1.0,0.125,0.17857142857142858,1.0,0.07142857142857142,0.5,0.2857142857142857,0.375,0.5172413793103449,0.4642857142857143,0.46539565217391304,0.520885,0.44504259259259266,0.07317073170731707,0.0963855421686747,0.025,0.1079136690647482,0.2805755395683453,9.565789473684212,24.89,0.27216174183514774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
133,1610612740,David Wesley,David Wesley,133,NOH,20728.0,345,-68,650,651,204,208,106,1301,6.0,18.0,,3.0,1.0,6.0,3.0,7.0,21.0,56.0,3.0,14.0,,2.0,1.0,4.0,16.0,39.0,4.0,2.0,14.0,30.0,81,19.0,53.0,31.0,148,674,1.0,5.0,1.0,6.0,5.0,10.0,13.0,30.0,3.0,18.0,15.0,50.0,44.0,16.0,48.0,9.0,,39.0,16.0,3.0,23.0,10.0,33.0,7.0,17.0,3.0,3.0,76.0,2.0,4.0,3.0,12.0,15.0,6.0,21.0,1.0,12.0,8.0,4.0,11.0,3.0,9.0,13.0,4.0,2.0,,,24,9.0,11.0,22.0,,5.0,41.0,,,2.0,14.0,1.0,4.0,2.0,1.0,2.0,1.0,50.0,204,3.0,0.7333333333333333,0.7333333333333333,0.8421052631578947,0.3584905660377358,0.16666666666666666,0.16666666666666666,0.3584905660377358,0.37037037037037035,0.2,0.43333333333333335,0.43656716417910446,0.22727272727272727,0.3645833333333333,0.477124183006536,0.35714285714285715,0.43859649122807015,0.39552238805970147,0.037037037037037035,0.16666666666666666,,22.868217054263564,0.4583333333333333,0.055299539170506916,0.017241379310344827,0.06,0.018691588785046728,0.056179775280898875,0.017699115044247787,0.038461538461538464,,0.02531645569620253,0.05263157894736842,0.02666666666666667,0.08235294117647059,0.08333333333333333,,0.012345679012345678,0.5,0.13432835820895522,0.3333333333333333,0.4,0.6666666666666666,0.05223880597014925,0.42857142857142855,0.42857142857142855,1.0,0.417910447761194,0.375,0.375,0.7142857142857143,0.1044776119402985,0.21428571428571427,0.21428571428571427,1.0,0.291044776119403,0.41025641025641024,0.41025641025641024,0.8125,0.2727272727272727,,0.18181818181818182,,,0.36363636363636365,0.125,0.16666666666666666,0.08333333333333333,0.25,0.2916666666666667,0.14285714285714285,0.5298507462686567,0.41025641025641024,0.4880858208955222,0.5195055555555556,0.4724041666666667,0.10067114093959731,0.14736842105263157,0.018518518518518517,0.06756756756756757,0.33783783783783783,14.393827160493828,24.649056603773584,0.31384615384615383,1.0,3.0,1.0,0.010101010101010102,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,True,
136,1610612740,P.J. Brown,P.J. Brown,136,NOH,9503.0,158,-18,287,298,90,111,43,585,4.0,9.0,3.0,7.0,,3.0,6.0,8.0,8.0,19.0,,,,,,,,,,,,18.0,36,,,13.0,49,296,3.0,8.0,,,2.0,8.0,4.0,13.0,,,4.0,12.0,32.0,4.0,,,4.0,,,3.0,3.0,,3.0,,2.0,1.0,,6.0,4.0,10.0,3.0,21.0,32.0,14.0,46.0,,5.0,4.0,1.0,4.0,,3.0,3.0,1.0,1.0,,1.0,7,1.0,7.0,12.0,1.0,,15.0,,,,6.0,,1.0,4.0,4.0,4.0,1.0,12.0,90,1.0,0.8888888888888888,1.0,,,,,,0.5,0.375,0.3076923076923077,0.5,0.375,0.3076923076923077,0.5697674418604651,0.4444444444444444,0.375,,0.08333333333333333,0.1111111111111111,0.125,14.619883040935672,0.5714285714285714,0.17796610169491525,0.08695652173913043,0.125,0.10526315789473684,0.16901408450704225,0.0915032679738562,0.10638297872340426,0.1111111111111111,0.10344827586206896,0.1346153846153846,0.16666666666666666,0.25,0.11764705882352941,0.14285714285714285,,0.25,0.25,0.4444444444444444,0.5,0.5,0.2222222222222222,0.75,0.8571428571428571,1.0,0.5277777777777778,0.42105263157894735,0.4444444444444444,1.0,,,,,,,,,0.875,0.42857142857142855,,,,,0.23076923076923078,,,,,,0.25,,0.43322499999999997,0.5073142857142857,0.4196,0.14285714285714285,0.14285714285714285,,0.16326530612244897,0.24489795918367346,11.3,,0.313588850174216,,,,0.04878048780487805,,,8.0,1.0,0.05263157894736842,0.5714285714285714,0.1111111111111111,0.3333333333333333,,,,,,,,,,,,,,,,,True,
1742,1610612740,Shammond Williams,Shammond Williams,1742,NOH,6134.0,102,-28,182,188,49,52,23,370,5.0,7.0,,,2.0,2.0,3.0,10.0,1.0,9.0,,2.0,,,,1.0,,9.0,1.0,,2.0,9.0,26,,11.0,5.0,23,198,,,,1.0,,,2.0,6.0,,3.0,,4.0,2.0,16.0,,,,9.0,,5.0,18.0,1.0,19.0,1.0,7.0,4.0,7.0,39.0,,,2.0,6.0,8.0,,8.0,,7.0,3.0,4.0,6.0,,1.0,3.0,,5.0,,1.0,9,2.0,4.0,12.0,,,6.0,,,,3.0,,,,,,,4.0,49,5.0,0.1111111111111111,0.1111111111111111,,,,,,0.34615384615384615,,0.3333333333333333,0.24324324324324326,,0.2222222222222222,0.2875,,0.2222222222222222,0.2972972972972973,0.19230769230769232,0.14285714285714285,0.3,23.444976076555026,0.6666666666666666,0.09230769230769231,,0.13333333333333333,,0.1,,,,,,0.043478260869565216,0.19230769230769232,0.09090909090909091,0.25,,,0.1891891891891892,0.7142857142857143,0.8333333333333334,,0.2702702702702703,0.3,0.42857142857142855,,0.24324324324324326,0.1111111111111111,0.125,1.0,0.05405405405405406,,,,0.24324324324324326,,,,,,,,,1.0,0.2222222222222222,1.0,0.1111111111111111,,0.2222222222222222,,0.4864864864864865,,0.4621162162162163,0.5766,0.42974444444444443,0.075,0.10344827586206896,,,0.17391304347826086,10.423076923076922,24.781818181818185,0.2692307692307692,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,True,
2561,1610612740,David West,David West,2561,NOH,55734.0,929,-93,1734,1738,555,520,278,3472,90.0,167.0,35.0,69.0,34.0,58.0,11.0,33.0,7.0,26.0,,,,,,,,2.0,,,1.0,108.0,226,,2.0,57.0,273,1774,38.0,78.0,,,9.0,85.0,36.0,71.0,,1.0,29.0,101.0,128.0,88.0,,,54.0,2.0,,27.0,45.0,15.0,60.0,12.0,21.0,4.0,20.0,135.0,26.0,89.0,27.0,134.0,180.0,117.0,297.0,17.0,27.0,17.0,10.0,17.0,8.0,9.0,31.0,5.0,8.0,2.0,,48,14.0,67.0,117.0,11.0,9.0,80.0,10.0,,,41.0,,4.0,28.0,21.0,28.0,14.0,101.0,555,7.0,0.5925925925925926,0.7901234567901234,,,,,,0.4778761061946903,0.48717948717948717,0.5070422535211268,0.47368421052631576,0.48717948717948717,0.5,0.5190114068441065,0.5059523809523809,0.5611111111111111,0.008771929824561403,0.11946902654867257,0.12574850299401197,0.12121212121212122,15.045960328979195,0.3541666666666667,0.2200328407224959,0.1390625,0.18243243243243243,0.09961685823754789,0.21268163804491413,0.12763596004439512,0.14553990610328638,0.18235294117647058,0.0891089108910891,0.19072164948453607,0.2982456140350877,0.1885245901639344,0.17142857142857143,0.20930232558139536,0.19101123595505617,0.5,0.7324561403508771,0.5389221556886228,0.6164383561643836,0.5888888888888889,0.14473684210526316,0.3333333333333333,0.3793103448275862,0.45454545454545453,0.11403508771929824,0.2692307692307692,0.2916666666666667,0.8571428571428571,,,,,0.008771929824561403,,,,0.8846153846153846,0.5072463768115942,,,,,0.8055555555555556,0.5862068965517241,,,0.013888888888888888,,0.7412280701754386,,0.5145374999999999,0.5319328358208956,0.5388312499999999,0.1583011583011583,0.15953307392996108,,0.31135531135531136,0.36996336996337,3.2225663716814164,25.35,0.32006920415224915,,3.0,2.0,0.10505836575875487,,,19.0,4.0,0.07692307692307693,0.3220338983050847,0.13559322033898305,0.14285714285714285,2.0,3.0,5.0,2.0,0.03636363636363636,,,,,,,,,,,,True,
1884,1610612740,Baron Davis,Baron Davis,1884,NOH,29838.0,497,29,925,929,284,274,161,1854,38.0,77.0,3.0,7.0,13.0,25.0,5.0,29.0,17.0,55.0,6.0,19.0,,3.0,3.0,9.0,39.0,110.0,11.0,10.0,28.0,60.0,161,45.0,129.0,38.0,293,896,7.0,19.0,5.0,14.0,5.0,34.0,20.0,45.0,13.0,37.0,12.0,91.0,46.0,74.0,75.0,60.0,,110.0,39.0,19.0,66.0,21.0,87.0,12.0,36.0,14.0,16.0,195.0,4.0,10.0,7.0,31.0,38.0,15.0,53.0,4.0,25.0,12.0,13.0,26.0,5.0,17.0,15.0,1.0,9.0,2.0,3.0,41,16.0,12.0,30.0,2.0,4.0,55.0,7.0,,,24.0,2.0,4.0,4.0,4.0,5.0,2.0,91.0,284,4.0,0.38333333333333336,0.38333333333333336,0.5555555555555556,0.3488372093023256,0.35714285714285715,0.35135135135135137,0.3488372093023256,0.37267080745341613,0.3684210526315789,0.4444444444444444,0.4396551724137931,0.4393939393939394,0.4817073170731707,0.4680511182108626,0.4722222222222222,0.5055555555555555,0.44482758620689655,0.11801242236024845,0.16883116883116883,0.10344827586206896,31.57894736842105,0.6341463414634146,0.08908045977011494,0.028409090909090908,0.08333333333333333,0.025,0.08796296296296297,0.02734375,0.046153846153846156,,0.03278688524590164,0.09166666666666666,0.07216494845360824,0.09923664122137404,0.11864406779661017,,0.024539877300613498,0.4,0.2655172413793103,0.4935064935064935,0.59375,0.4473684210526316,0.1,0.1724137931034483,0.19230769230769232,,0.1896551724137931,0.3090909090909091,0.3269230769230769,0.35294117647058826,0.06551724137931035,0.3157894736842105,0.3157894736842105,0.8333333333333334,0.3793103448275862,0.35454545454545455,0.3577981651376147,0.5128205128205128,0.21212121212121213,0.42857142857142855,0.09090909090909091,,,0.3333333333333333,0.3048780487804878,0.52,0.10975609756097561,0.3333333333333333,0.34146341463414637,0.35714285714285715,0.7103448275862069,0.35454545454545455,0.5123781034482758,0.4893652173913044,0.5227939024390245,0.08414239482200647,0.1348314606741573,0.015267175572519083,0.11604095563139932,0.310580204778157,7.890683229813665,24.83100775193798,0.307027027027027,5.0,9.0,,0.03125,0.45454545454545453,1.0,,,0.05454545454545454,,,0.3333333333333333,1.0,4.0,,,0.038461538461538464,1.0,1.0,1.0,0.007751937984496124,0.00909090909090909,,,,,,,True,
353,1610612740,Darrell Armstrong,Darrell Armstrong,353,NOH,37857.0,631,-35,1181,1179,361,304,199,2360,18.0,33.0,,,3.0,7.0,5.0,11.0,18.0,46.0,9.0,23.0,3.0,5.0,1.0,2.0,31.0,103.0,17.0,7.0,28.0,41.0,90,40.0,126.0,32.0,234,1190,5.0,8.0,10.0,22.0,1.0,41.0,7.0,21.0,8.0,30.0,18.0,56.0,46.0,36.0,93.0,27.0,,101.0,31.0,7.0,53.0,20.0,73.0,14.0,31.0,6.0,16.0,166.0,9.0,6.0,11.0,32.0,44.0,15.0,59.0,3.0,31.0,20.0,11.0,36.0,5.0,30.0,15.0,1.0,6.0,1.0,,51,16.0,5.0,44.0,,7.0,39.0,1.0,,7.0,7.0,3.0,5.0,3.0,1.0,3.0,2.0,56.0,361,3.0,0.5609756097560976,0.5609756097560976,0.775,0.31746031746031744,0.45454545454545453,0.26666666666666666,0.3225806451612903,0.45555555555555555,0.625,0.3333333333333333,0.4675925925925926,0.6666666666666666,0.37254901960784315,0.4956521739130435,0.6666666666666666,0.4491525423728814,0.5833333333333334,0.07777777777777778,0.15151515151515152,0.09090909090909091,19.774806474313863,0.7058823529411765,0.08080808080808081,0.01366742596810934,0.0990990990990991,0.047872340425531915,0.08481262327416174,0.023923444976076555,0.019230769230769232,,0.0410958904109589,0.03875968992248062,0.06363636363636363,0.12738853503184713,0.08860759493670886,0.125,0.025423728813559324,0.6666666666666666,0.1527777777777778,0.5454545454545454,0.6428571428571429,0.6111111111111112,0.05092592592592592,0.45454545454545453,0.5,0.4,0.21296296296296297,0.391304347826087,0.4,0.5555555555555556,0.10648148148148148,0.391304347826087,0.4090909090909091,0.7777777777777778,0.47685185185185186,0.30097087378640774,0.30097087378640774,0.7741935483870968,,,0.16666666666666666,0.6,1.0,0.5666666666666667,0.13725490196078433,0.42857142857142855,0.0392156862745098,0.5,0.5490196078431373,0.25,0.7361111111111112,0.3069306930693069,0.5311712264150943,0.5038977272727272,0.49539042553191487,0.044444444444444446,0.07291666666666667,0.023255813953488372,0.1752136752136752,0.23931623931623933,10.70777777777778,25.32063492063492,0.3056731583403895,7.0,6.0,,0.017045454545454544,0.4117647058823529,0.8571428571428571,1.0,,0.021739130434782608,0.02564102564102564,0.07142857142857142,,,4.0,2.0,,,1.0,,,0.007936507936507936,,2.0,0.043478260869565216,,,,,True,
1714,1610612740,Robert Traylor,Robert Traylor,1714,NOH,20777.0,346,-24,660,651,169,154,111,1311,38.0,56.0,10.0,17.0,9.0,16.0,9.0,27.0,3.0,21.0,,,,,,,2.0,2.0,,1.0,1.0,50.0,104,2.0,2.0,21.0,127,686,12.0,22.0,,,9.0,33.0,10.0,24.0,1.0,1.0,7.0,30.0,78.0,22.0,6.0,,16.0,2.0,2.0,8.0,13.0,7.0,20.0,6.0,5.0,3.0,5.0,47.0,12.0,25.0,9.0,29.0,49.0,37.0,86.0,2.0,21.0,8.0,13.0,8.0,,3.0,16.0,2.0,5.0,,2.0,24,7.0,33.0,66.0,6.0,6.0,41.0,5.0,,,22.0,,1.0,11.0,7.0,11.0,5.0,30.0,169,7.0,0.78,0.9285714285714286,1.0,1.0,,1.0,1.0,0.4807692307692308,0.5454545454545454,0.4166666666666667,0.5,0.5454545454545454,0.46,0.5120967741935484,0.5892857142857143,0.5,0.018867924528301886,0.07692307692307693,0.125,0.037037037037037035,18.781725888324875,0.3333333333333333,0.13488372093023257,0.10460251046025104,0.16981132075471697,0.1348314606741573,0.1417910447761194,0.11280487804878049,0.06944444444444445,0.12280701754385964,0.1323529411764706,0.16363636363636364,0.14285714285714285,0.1134020618556701,0.15384615384615385,0.21428571428571427,0.044444444444444446,0.45454545454545453,0.5283018867924528,0.6785714285714286,0.7755102040816326,0.7894736842105263,0.25471698113207547,0.3333333333333333,0.34615384615384615,0.6666666666666666,0.19811320754716982,0.14285714285714285,0.14285714285714285,1.0,,,,,0.018867924528301886,1.0,1.0,1.0,0.7727272727272727,0.5882352941176471,,,,,0.64,0.5625,,,0.04,1.0,0.5471698113207547,1.0,0.5048900943396226,0.5369444444444444,0.5547540000000002,0.17886178861788618,0.18181818181818182,,0.25984251968503935,0.23622047244094488,5.823076923076925,24.65,0.25606060606060604,,1.0,1.0,0.11818181818181818,,,11.0,2.0,,0.4583333333333333,0.14285714285714285,0.3,,5.0,3.0,1.0,,,,,,,,,2.0,2.0,,,True,
1724,1610612740,Bryce Drew,Bryce Drew,1724,NOH,2361.0,39,-28,87,87,55,52,5,174,2.0,2.0,,,2.0,2.0,,1.0,,4.0,,1.0,,,,1.0,1.0,3.0,,1.0,2.0,2.0,7,1.0,4.0,1.0,8,101,,,,,,,2.0,5.0,1.0,3.0,1.0,8.0,4.0,,3.0,,,3.0,1.0,,6.0,2.0,8.0,2.0,4.0,1.0,1.0,18.0,,,,2.0,2.0,,2.0,,3.0,2.0,1.0,4.0,,3.0,1.0,1.0,1.0,,,5,3.0,,,,,1.0,1.0,,,1.0,,,,,,,8.0,55,,1.0,1.0,1.0,0.25,,0.3333333333333333,0.25,0.2857142857142857,,0.4,0.3181818181818182,,0.4375,0.36363636363636365,,0.5,0.36363636363636365,,,,17.02127659574468,0.8,0.09090909090909091,,,,0.07142857142857142,,,,,0.25,,,,,,,0.18181818181818182,1.0,1.0,1.0,0.09090909090909091,,,,0.36363636363636365,,,,0.09090909090909091,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.25,1.0,0.125,,0.25,0.5,0.5454545454545454,0.3333333333333333,0.5313818181818182,,0.5477000000000001,0.09090909090909091,0.14285714285714285,,,1.0,13.785714285714286,24.200000000000003,0.632183908045977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2048,1610612740,Jamaal Magloire,Jamaal Magloire,2048,NOH,18942.0,316,-24,578,581,218,170,89,1159,29.0,43.0,12.0,13.0,10.0,13.0,10.0,37.0,4.0,8.0,,,,,,,,1.0,,,,43.0,88,,1.0,43.0,129,601,12.0,17.0,,,12.0,36.0,13.0,26.0,,,14.0,40.0,44.0,42.0,,,18.0,1.0,,14.0,6.0,3.0,9.0,2.0,3.0,,3.0,21.0,9.0,30.0,8.0,46.0,64.0,39.0,103.0,3.0,7.0,4.0,3.0,5.0,,4.0,13.0,,1.0,,4.0,18,4.0,9.0,25.0,2.0,6.0,59.0,5.0,,,30.0,,2.0,11.0,6.0,12.0,6.0,40.0,218,4.0,0.5116279069767442,0.6470588235294118,,,,,,0.48863636363636365,0.7058823529411765,0.5,0.48314606741573035,0.7058823529411765,0.5,0.5560344827586207,0.75,0.5714285714285714,0.011235955056179775,0.1590909090909091,0.13953488372093023,0.21621621621621623,19.476744186046513,0.2777777777777778,0.21800947867298578,0.14423076923076922,0.1702127659574468,0.0967741935483871,0.20930232558139536,0.12956810631229235,0.15942028985507245,0.13636363636363635,0.09333333333333334,0.18461538461538463,0.23809523809523808,0.2289156626506024,0.15625,0.2,0.09375,0.5,0.48314606741573035,0.6744186046511628,0.7837837837837838,0.5172413793103449,0.4157303370786517,0.2702702702702703,0.3448275862068966,0.4,0.0898876404494382,0.5,0.5,0.75,,,,,0.011235955056179775,,,,0.7647058823529411,0.9230769230769231,,,,,0.5,0.7692307692307693,,,,,0.4943820224719101,,0.4706949438202247,0.5132083333333333,0.4794538461538461,0.2631578947368421,0.26548672566371684,,0.27906976744186046,0.31007751937984496,4.543181818181819,25.4,0.3771626297577855,,1.0,2.0,0.136986301369863,,,10.0,3.0,,0.6666666666666666,0.1111111111111111,0.08333333333333333,,1.0,3.0,1.0,,,1.0,1.0,,,,,,,,,True,
