EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,SecondChanceFG3A,Arc3Assists,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,NonShootingFoulsDrawn,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PenaltyFtPoints,FTDefRebounds,BlockedShortMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,SecondChanceFtPoints,PtsPutbacks,Loose Ball Fouls,3SecondViolations,LongMidRangePctBlocked,PenaltyCorner3FGM,SecondChanceArc3FGA,PenaltyFG3M,PtsUnassisted3s,BlockedLongMidRange,PenaltyFg3Pct,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,PenaltyArc3FGM,HeaveAttempts,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,on,Fg3aBlocked,Blocked3s,BlockedCorner3,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3FGM,Clear Path Fouls,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1000,1610612752,Shandon Anderson,Shandon Anderson,1000,NYK,8223.0,137,20.0,254,258,53.0,90,33,512,11.0,18.0,3.0,2.0,5.0,4.0,12.0,2.0,7.0,2.0,9.0,2.0,4.0,10.0,3.0,17.0,37,6.0,19.0,6.0,58,249,5.0,3.0,10.0,5.0,6.0,20.0,14.0,18.0,10.0,4.0,7.0,6.0,1.0,7.0,1.0,2.0,1.0,3.0,15.0,1.0,2.0,3.0,2.0,5.0,3.0,8.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,4.0,1.0,8.0,2.0,2.0,8.0,14,2.0,7.0,3.0,5.0,2.0,2.0,2.0,1.0,6.0,53.0,1.0,0.5882352941176471,0.5882352941176471,1.0,0.3157894736842105,0.3157894736842105,0.4594594594594595,0.3,0.4642857142857143,0.2,0.5,0.2,0.3392857142857143,0.1891891891891892,0.2222222222222222,0.25,22.2972972972973,0.5,0.0196078431372549,0.024390243902439,0.1428571428571428,0.0285714285714285,0.040650406504065,0.0256410256410256,0.0588235294117647,0.1111111111111111,0.0833333333333333,0.1666666666666666,0.04,0.5,0.3214285714285714,0.6111111111111112,0.7857142857142857,0.7272727272727273,0.2142857142857142,0.3333333333333333,0.4444444444444444,0.5,0.125,0.2857142857142857,0.2857142857142857,0.1607142857142857,0.2222222222222222,0.2222222222222222,1.0,0.1785714285714285,0.4,0.4,1.0,0.6,0.3333333333333333,0.4,0.1333333333333333,0.2,0.6607142857142857,0.4,0.5014696428571428,0.5118999999999999,0.4907299999999999,0.0862068965517241,0.1282051282051282,0.1034482758620689,6.937837837837837,24.44736842105263,0.2086614173228346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1496,1610612752,Keith Van Horn,Keith Van Horn,1496,NYK,3399.0,57,-39.0,108,106,23.0,49,16,214,4.0,5.0,,,,3.0,4.0,4.0,6.0,,2.0,1.0,,1.0,,11.0,15,,3.0,6.0,28,130,1.0,,1.0,1.0,,18.0,4.0,,1.0,,,,2.0,2.0,,,,,6.0,1.0,1.0,1.0,7.0,8.0,2.0,10.0,,1.0,,1.0,7.0,,4.0,4.0,,11.0,2.0,5.0,3.0,8,2.0,9.0,,3.0,,,,,,23.0,,0.8181818181818182,0.8181818181818182,,,,0.7333333333333333,,0.6111111111111112,,0.6136363636363636,,0.1666666666666666,,,,25.78125,0.6363636363636364,0.1794871794871795,0.0263157894736842,0.1428571428571428,0.0588235294117647,0.1739130434782608,0.0363636363636363,,,0.2,0.1666666666666666,,,0.2777777777777778,0.8,0.8,0.75,0.2222222222222222,0.75,0.75,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.1111111111111111,,,,0.0555555555555555,,,,,,,0.5,,0.4444444444444444,,0.4605472222222223,0.5838,0.48705,0.1428571428571428,0.1666666666666666,,10.593333333333335,23.933333333333334,0.2129629629629629,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.1,0.0833333333333333,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1720,1610612752,Michael Doleac,Michael Doleac,1720,NYK,4964.0,83,-10.0,154,161,32.0,70,20,315,1.0,4.0,4.0,,,3.0,7.0,8.0,17.0,,,,,,,12.0,28,,,6.0,30,156,4.0,1.0,4.0,,4.0,24.0,,,,,1.0,2.0,1.0,3.0,,2.0,,,7.0,3.0,5.0,2.0,16.0,20.0,8.0,28.0,2.0,3.0,3.0,,3.0,,1.0,2.0,,4.0,,,10.0,15,,6.0,,2.0,6.0,4.0,6.0,4.0,4.0,32.0,3.0,1.0,1.0,,,,0.4285714285714285,0.25,0.4285714285714285,0.25,0.4838709677419355,0.4,,0.0357142857142857,,0.1428571428571428,20.0,0.75,0.2388059701492537,0.087719298245614,0.2222222222222222,0.15,0.2368421052631578,0.1038961038961039,,0.1666666666666666,0.375,0.1428571428571428,0.1333333333333333,0.6666666666666666,0.1428571428571428,0.25,0.25,1.0,0.25,0.4285714285714285,0.5,1.0,0.6071428571428571,0.4705882352941176,0.4705882352941176,,,,,,,,,1.0,,,,,0.1428571428571428,,0.4209392857142858,0.5625249999999999,0.3854,0.0666666666666666,0.0666666666666666,0.1333333333333333,13.742857142857146,,0.2077922077922078,,,1.0,1.0,,1.0,,1.0,0.0869565217391304,0.1428571428571428,0.1818181818181818,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,0.25,0.25,0.25,0.4,0.25,0.1428571428571428,0.5,0.25,1.0,0.0666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
221,1610612752,Clar. Weatherspoon,Clar. Weatherspoon,221,NYK,13204.0,220,-13.0,407,414,81.0,170,49,821,10.0,14.0,4.0,2.0,2.0,2.0,13.0,6.0,13.0,,,,,,,18.0,40,,,18.0,54,417,7.0,3.0,7.0,,12.0,26.0,10.0,,,,7.0,9.0,4.0,13.0,,6.0,1.0,2.0,30.0,5.0,9.0,7.0,26.0,36.0,14.0,50.0,1.0,8.0,6.0,2.0,4.0,,5.0,3.0,,9.0,,1.0,11.0,19,1.0,19.0,1.0,7.0,2.0,2.0,2.0,1.0,12.0,81.0,1.0,0.7222222222222222,0.8666666666666667,,,,0.45,0.4285714285714285,0.45,0.4285714285714285,0.5510204081632653,0.6,,0.175,0.1428571428571428,0.3076923076923077,12.446351931330472,0.4444444444444444,0.1538461538461538,0.0652173913043478,0.2258064516129032,0.0925925925925925,0.165,0.0729166666666666,0.1034482758620689,0.0769230769230769,0.1176470588235294,0.217391304347826,0.0666666666666666,0.5,0.35,0.7142857142857143,0.8333333333333334,0.7,0.325,0.1538461538461538,0.2222222222222222,,0.325,0.4615384615384615,0.5,,,,,,,,,0.5714285714285714,0.2857142857142857,1.0,,,0.35,,0.4486949999999998,0.47035,0.4066857142857142,0.1521739130434782,0.1521739130434782,0.2222222222222222,8.592500000000001,,0.199017199017199,,,4.0,1.0,1.0,2.0,,3.0,0.0392156862745098,0.0975609756097561,0.1475409836065573,1.0,,4.0,4.0,13.0,6.0,3.0,,0.5714285714285714,0.5714285714285714,0.7222222222222222,0.25,0.0344827586206896,0.1929824561403508,0.25,1.0,0.25,0.2407407407407407,5.0,6.0,2.0,1.0,0.0769230769230769,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
369,1610612752,Charlie Ward,Charlie Ward,369,NYK,7374.0,123,-20.0,225,224,40.0,92,25,449,1.0,2.0,,,,2.0,7.0,4.0,9.0,1.0,2.0,1.0,7.0,21.0,2.0,7.0,18,8.0,23.0,,38,231,1.0,,3.0,3.0,3.0,2.0,12.0,21.0,21.0,7.0,2.0,25.0,5.0,30.0,2.0,5.0,6.0,14.0,65.0,1.0,1.0,1.0,9.0,11.0,2.0,13.0,,2.0,1.0,1.0,5.0,,2.0,,,7.0,,1.0,2.0,11,,,,,2.0,,2.0,1.0,3.0,40.0,6.0,0.1428571428571428,0.1428571428571428,0.875,0.3478260869565217,0.3478260869565217,0.3888888888888889,,0.4634146341463415,0.25,0.4634146341463415,0.25,0.5609756097560976,0.1111111111111111,0.5,0.1428571428571428,19.047619047619047,0.7142857142857143,0.0989010989010989,0.0131578947368421,0.0625,0.0303030303030303,0.0934579439252336,0.018348623853211,,,,0.1,,0.5,0.048780487804878,0.5,1.0,,0.1707317073170731,0.2857142857142857,0.3333333333333333,,0.2195121951219512,0.4444444444444444,0.4444444444444444,0.048780487804878,0.5,0.5,1.0,0.5121951219512195,0.3333333333333333,0.3333333333333333,0.8571428571428571,,,,0.1666666666666666,0.3333333333333333,0.6097560975609756,0.3333333333333333,0.496309756097561,0.5052333333333333,0.4658166666666666,,,0.0789473684210526,13.016666666666667,24.86521739130435,0.1777777777777777,,2.0,3.0,5.0,1.0,,,,,0.037037037037037,0.1470588235294117,0.25,,,,,,1.0,1.0,,,,0.25,0.0625,0.1333333333333333,,,,,,,1.0,,,1.0,2.0,1.0,3.0,1.0,0.3333333333333333,0.6666666666666666,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,
458,1610612752,Howard Eisley,Howard Eisley,458,NYK,4711.0,79,-13.0,148,155,40.0,73,19,303,3.0,7.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,,8.0,17.0,4.0,7.0,14,9.0,19.0,2.0,43,164,2.0,3.0,4.0,4.0,11.0,,14.0,18.0,16.0,8.0,2.0,12.0,1.0,13.0,1.0,5.0,2.0,5.0,27.0,,,3.0,10.0,13.0,,13.0,,2.0,,2.0,3.0,1.0,1.0,2.0,,4.0,,1.0,6.0,10,,2.0,,,,,,,11.0,40.0,4.0,,,0.6666666666666666,0.4736842105263157,0.5,0.5,0.75,0.6212121212121212,0.5625,0.6323529411764706,0.6111111111111112,0.5757575757575758,0.1428571428571428,0.1428571428571428,0.3333333333333333,21.83908045977012,0.75,0.15625,,0.2727272727272727,,0.1733333333333333,,,,0.3636363636363636,0.2222222222222222,,,0.2121212121212121,0.4285714285714285,0.5,,0.0909090909090909,0.6666666666666666,1.0,,0.1212121212121212,0.5,0.5,0.0606060606060606,0.5,0.5,1.0,0.5151515151515151,0.4705882352941176,0.4705882352941176,0.625,0.2,0.25,0.5,,0.5,0.7878787878787878,0.5,0.4845640625,0.5721666666666666,0.4189214285714286,,,0.2558139534883721,7.464285714285714,27.015789473684208,0.2702702702702703,1.0,3.0,,1.0,,,,1.0,,,0.0476190476190476,,0.2,,1.0,4.0,2.0,,,0.5,0.2,0.3333333333333333,,,0.0476190476190476,0.5,,,0.0930232558139534,2.0,,1.0,,,,2.0,1.0,9.0,,0.25,0.4,,1.0,1.0,0.25,,,,,,,,,,True,,,,,,,,,,,,,,
2421,1610612752,Frank Williams,Frank Williams,2421,NYK,5600.0,93,10.0,168,170,18.0,66,20,338,5.0,8.0,3.0,,,1.0,5.0,3.0,6.0,2.0,4.0,,3.0,8.0,3.0,9.0,19,5.0,12.0,8.0,41,156,3.0,1.0,2.0,3.0,5.0,,18.0,12.0,8.0,3.0,2.0,12.0,4.0,16.0,,3.0,2.0,7.0,36.0,1.0,2.0,1.0,6.0,7.0,3.0,10.0,1.0,1.0,1.0,,4.0,1.0,4.0,2.0,,8.0,2.0,2.0,3.0,8,1.0,10.0,,2.0,1.0,1.0,1.0,1.0,5.0,18.0,1.0,,,0.8,0.4166666666666667,0.4166666666666667,0.4736842105263157,0.5,0.532258064516129,0.2,0.5694444444444444,0.3571428571428571,0.3870967741935484,0.1052631578947368,0.25,,22.63157894736842,0.5,0.0833333333333333,0.0344827586206896,0.0555555555555555,0.0434782608695652,0.0777777777777777,0.037037037037037,,,,,0.0769230769230769,1.0,0.2580645161290322,0.625,0.8333333333333334,,0.1612903225806451,0.2,0.2,,0.1935483870967742,0.5,0.5,0.1290322580645161,0.5,0.5,1.0,0.2580645161290322,0.375,0.375,0.6666666666666666,0.75,,,,0.6,0.6451612903225806,0.375,0.4851866666666666,0.58595,0.379675,0.0606060606060606,0.0952380952380952,0.1219512195121951,8.536842105263158,25.816666666666663,0.1071428571428571,,1.0,4.0,2.0,1.0,,,3.0,,0.0625,0.1034482758620689,,,2.0,2.0,9.0,3.0,,,0.6666666666666666,0.875,0.9,,0.2222222222222222,0.125,0.2,0.6666666666666666,,0.2195121951219512,2.0,4.0,,,,,1.0,,3.0,,,0.25,,,,,1.0,1.0,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,
703,1610612752,Kurt Thomas,Kurt Thomas,703,NYK,4812.0,80,28.0,147,149,34.0,46,21,296,2.0,4.0,3.0,,,1.0,5.0,8.0,15.0,,,,,,,11.0,24,,,4.0,26,141,8.0,1.0,4.0,,2.0,16.0,6.0,,,,3.0,1.0,3.0,4.0,1.0,,1.0,,11.0,4.0,6.0,2.0,14.0,18.0,10.0,28.0,,,,,6.0,,3.0,3.0,,9.0,,2.0,4.0,12,3.0,4.0,,2.0,8.0,5.0,8.0,4.0,2.0,34.0,3.0,0.7272727272727273,1.0,,,,0.4583333333333333,0.25,0.4583333333333333,0.25,0.5,0.25,,0.125,0.5,0.2,19.88636363636364,0.6666666666666666,0.208955223880597,0.1304347826086956,0.1538461538461538,0.1904761904761904,0.2,0.1492537313432835,0.1818181818181818,0.375,0.0588235294117647,0.1,,0.5,0.1666666666666666,0.5,1.0,,0.2083333333333333,0.2,0.25,,0.625,0.5333333333333333,0.5333333333333333,,,,,,,,,0.375,,,,,0.1666666666666666,,0.4224125,0.4728799999999999,0.3733999999999999,0.0769230769230769,0.0769230769230769,0.0769230769230769,12.604166666666666,,0.2312925170068027,,,2.0,3.0,,,,,0.0588235294117647,0.0769230769230769,0.2608695652173913,1.0,,2.0,5.0,12.0,,2.0,3.0,0.625,0.625,0.6666666666666666,0.4,0.1428571428571428,0.2592592592592592,0.3333333333333333,0.6666666666666666,,0.4615384615384615,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
686,1610612752,Antonio McDyess,Antonio McDyess,686,NYK,771.0,13,-13.0,24,26,3.0,3,1,50,,,,,,,1.0,1.0,1.0,,,,,,,1.0,2,,,2.0,4,37,,,,,,2.0,,,,,,2.0,,2.0,,1.0,,1.0,4.0,,,,1.0,1.0,,1.0,,,,,1.0,,,1.0,,1.0,,,1.0,1,,2.0,,1.0,,,,,,3.0,,1.0,1.0,,,,0.5,,0.5,,0.6666666666666666,,,,,,16.0,1.0,0.1428571428571428,,,,0.1428571428571428,,,,,,,,,,,,0.5,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,0.402,,,0.3333333333333333,0.3333333333333333,,15.7,,0.125,,,,,,,,,,,0.1666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
87,1610612752,Dikembe Mutombo,Dikembe Mutombo,87,NYK,3768.0,63,23.0,114,117,22.0,44,14,231,2.0,3.0,,,,5.0,11.0,1.0,3.0,,,,,,,8.0,17,,,6.0,22,106,1.0,3.0,4.0,,9.0,14.0,2.0,,,,,,,,,,,,,,2.0,,14.0,15.0,3.0,18.0,,,,,,1.0,2.0,,,2.0,,,2.0,5,,7.0,1.0,3.0,7.0,4.0,7.0,6.0,9.0,22.0,1.0,0.875,0.875,,,,0.4705882352941176,0.75,0.4705882352941176,0.75,0.55,0.75,,,,,16.666666666666664,,0.25,0.0526315789473684,,,0.21875,0.0392156862745098,,,0.3636363636363636,,,0.8571428571428571,0.1764705882352941,0.6666666666666666,0.6666666666666666,1.0,0.6470588235294118,0.4545454545454545,0.4545454545454545,0.8,0.1764705882352941,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,0.1764705882352941,,0.4211882352941176,0.4502,0.40745,0.1578947368421052,0.1578947368421052,0.4090909090909091,9.188235294117645,,0.1929824561403508,,,,,,,,1.0,,,0.1739130434782608,1.0,,,,1.0,3.0,1.0,3.0,,,0.25,0.25,0.2,0.2727272727272727,,,,0.0454545454545454,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,True,,,,,,,,,,,,,,
